actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M34.00S,2025-03-13T23:13:00.9Z,1,REGULAR,steal,,[],1642273,,,1610612764,4,0,2025-03-13T23:13:03Z,160000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2025-03-13T23:13:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,66.14651773981603,53.431372549019606,1610612764,4,0,2025-03-13T23:13:31Z,180000,False,17.0,266.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2025-03-13T23:13:26.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,4,0,2025-03-13T23:15:38Z,190000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M22.00S,2025-03-13T23:13:29.9Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612765,4,0,2025-03-13T23:13:39Z,200000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1630551, 1630595]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,
22,PT10M22.00S,2025-03-13T23:13:56.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630595,,,1610612765,5,0,2025-03-13T23:13:56Z,220000,False,,,0,,C. Cunningham Free Throw 1 of 2 (3 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
23,PT10M22.00S,2025-03-13T23:13:56.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630595,,,1610612765,5,0,2025-03-13T23:14:15Z,230000,False,,,0,,MISS C. Cunningham Free Throw 2 of 2,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2025-03-13T23:13:58.1Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,5,0,2025-03-14T00:32:34Z,240000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT10M03.00S,2025-03-13T23:14:32.0Z,1,REGULAR,3pt,Jump Shot,[],203114,71.92838370565046,84.31372549019608,1610612764,5,3,2025-03-13T23:16:56Z,250000,False,172.0,211.0,1,right,K. Middleton 27' 3PT  (3 PTS) (J. Poole 1 AST),"[203114, 1629673]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,27.23,Made,3.0,,,,,,,,,,,,,J. Poole,1629673.0,1.0,,
27,PT09M52.00S,2025-03-13T23:14:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.4881734559789805,43.627450980392155,1610612765,5,3,2025-03-13T23:17:53Z,270000,False,32.0,8.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
28,PT09M51.00S,2025-03-13T23:14:43.5Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,5,3,2025-03-13T23:17:53Z,280000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT09M41.00S,2025-03-13T23:14:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,92.69053876478318,57.1078431372549,1610612764,5,3,2025-03-13T23:19:07Z,290000,False,36.0,16.0,1,right,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2025-03-13T23:14:57.9Z,1,REGULAR,rebound,offensive,[],203114,,,1610612764,5,3,2025-03-13T23:19:07Z,300000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,
31,PT09M34.00S,2025-03-13T23:14:59.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203114,89.53679369250986,67.8921568627451,1610612764,5,3,2025-03-13T23:19:30Z,310000,False,89.0,46.0,1,right,MISS K. Middleton 10' driving floating bank Shot,[203114],1610612764.0,WAS,driving floating bank,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,10.06,Missed,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2025-03-13T23:15:00.0Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,5,3,2025-03-13T23:19:30Z,320000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT09M28.00S,2025-03-13T23:15:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612765,5,3,2025-03-13T23:15:23Z,330000,False,,,0,,K. George shooting personal FOUL (1 PF) (Harris 2 FT),"[1642273, 202699]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201246.0,1.0,0.0,Harris,202699.0,,,,,,,,
35,PT09M28.00S,2025-03-13T23:15:37.8Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,6,3,2025-03-13T23:15:37Z,350000,False,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
36,PT09M28.00S,2025-03-13T23:15:54.8Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,7,3,2025-03-13T23:15:54Z,360000,False,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2025-03-13T23:16:12.4Z,1,REGULAR,3pt,Jump Shot,[],203114,69.30026281208936,76.47058823529412,1610612764,7,3,2025-03-13T23:20:25Z,370000,False,132.0,236.0,1,right,MISS K. Middleton 27' step back 3PT - blocked,"[203114, 1631105]",1610612764.0,WAS,step back,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,Duren,1631105.0
38,PT09M12.00S,2025-03-13T23:16:12.4Z,1,REGULAR,block,,[],1631105,,,1610612764,7,3,2025-03-13T23:16:15Z,380000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
39,PT09M08.00S,2025-03-13T23:16:16.4Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612764,7,3,2025-03-13T23:20:25Z,390000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,
40,PT09M05.00S,2025-03-13T23:16:21.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,51.95466491458607,64.2156862745098,1610612764,7,3,2025-03-13T23:21:34Z,400000,False,71.0,399.0,1,right,MISS J. Poole 40' pullup bank 3PT,[1629673],1610612764.0,WAS,pullup bank,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,40.54,Missed,,,,,,,,,,,,,,,,,,
41,PT09M04.00S,2025-03-13T23:16:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,7,3,2025-03-13T23:16:35Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,40.0,,,,,,,,,,,,,,,,
43,PT09M04.00S,2025-03-13T23:16:32.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,7,3,2025-03-13T23:16:39Z,430000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,,,,,,,,,,,,
44,PT08M48.00S,2025-03-13T23:16:51.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,28.95860709592641,24.75490196078431,1610612765,7,3,2025-03-13T23:22:57Z,440000,False,126.0,220.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
45,PT08M47.00S,2025-03-13T23:16:52.6Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,7,3,2025-03-13T23:22:57Z,450000,False,,,0,,K. Middleton REBOUND (Off:1 Def:2),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,
46,PT08M37.00S,2025-03-13T23:17:04.4Z,1,REGULAR,3pt,Jump Shot,[],1642259,92.82194480946123,96.81372549019608,1610612764,7,3,2025-03-13T23:17:22Z,460000,False,234.0,15.0,1,right,MISS A. Sarr 3PT - blocked,"[1642259, 1641709]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,Thompson,1641709.0
47,PT08M37.00S,2025-03-13T23:17:04.4Z,1,REGULAR,block,,[],1641709,,,1610612764,7,3,2025-03-13T23:17:08Z,470000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
48,PT08M36.00S,2025-03-13T23:17:05.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,7,3,2025-03-13T23:17:22Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Right Corner 3,24+ Right,,,,46.0,,,,,,,,,,,,,,,,
50,PT08M32.00S,2025-03-13T23:17:19.8Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,7,3,2025-03-13T23:17:24Z,500000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 202699]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Harris,202699.0,,,,,
51,PT08M32.00S,2025-03-13T23:17:19.8Z,1,REGULAR,steal,,[],202699,,,1610612765,7,3,2025-03-13T23:17:22Z,510000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M28.00S,2025-03-13T23:17:23.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,6.833114323258869,50.00382965686275,1610612765,9,3,2025-03-13T23:17:32Z,520000,False,0.0,12.0,1,left,C. Cunningham running DUNK (5 PTS) (A. Thompson 1 AST),"[1630595, 1641709]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.17,Made,5.0,,,,,,,,,,,,,A. Thompson,1641709.0,1.0,,
54,PT08M14.00S,2025-03-13T23:17:39.1Z,1,REGULAR,3pt,Jump Shot,[],203114,90.06241787122208,2.6960784313725554,1610612764,9,3,2025-03-13T23:25:08Z,540000,False,-237.0,41.0,1,right,MISS K. Middleton 24' 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,,
55,PT08M11.00S,2025-03-13T23:17:42.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,9,3,2025-03-13T23:25:08Z,550000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,54.0,3.0,3.0,0.0,,,,,,,,,,,,,
57,PT08M03.00S,2025-03-13T23:18:07.3Z,1,REGULAR,foul,personal,[],1629673,,,1610612765,9,3,2025-03-13T23:18:13Z,570000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1631105]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,201246.0,1.0,0.0,Duren,1631105.0,,,,,,,,
59,PT07M57.00S,2025-03-13T23:18:55.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,6.176084099868589,48.72855392156863,1610612765,11,3,2025-03-13T23:25:57Z,590000,False,6.0,6.0,1,left,J. Duren alley-oop DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.85,Made,2.0,,,,,,,,,,,,,C. Cunningham,1630595.0,1.0,,
62,PT07M46.00S,2025-03-13T23:19:25.8Z,1,REGULAR,3pt,Jump Shot,[],1642259,66.40932982917215,33.08823529411765,1610612764,11,3,2025-03-13T23:20:03Z,620000,False,-85.0,263.0,1,right,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,27.66,Missed,,,,,,,,,,,,,,,,,,
63,PT07M44.00S,2025-03-13T23:19:27.8Z,1,REGULAR,rebound,offensive,[],203114,,,1610612764,11,3,2025-03-13T23:20:03Z,630000,False,,,0,,K. Middleton REBOUND (Off:2 Def:2),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,62.0,4.0,2.0,2.0,,,,,,,,,,,,,
64,PT07M42.00S,2025-03-13T23:19:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,91.63929040735874,58.33333333333333,1610612764,11,5,2025-03-13T23:26:50Z,640000,False,42.0,26.0,1,right,K. Middleton putback Layup (5 PTS),[203114],1610612764.0,WAS,putback,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,5.0,,,,,,,,,,,,,,,,,
65,PT07M42.00S,2025-03-13T23:19:34.7Z,1,REGULAR,foul,personal,['1freethrow'],202699,,,1610612764,11,5,2025-03-13T23:19:42Z,650000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Middleton 1 FT),"[202699, 203114]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201246.0,1.0,0.0,Middleton,203114.0,,,,,,,,
67,PT07M42.00S,2025-03-13T23:19:53.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203114,,,1610612764,11,6,2025-03-13T23:19:53Z,670000,False,,,0,,K. Middleton Free Throw 1 of 1 (6 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
68,PT07M32.00S,2025-03-13T23:20:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.769382391590014,41.42156862745098,1610612765,11,6,2025-03-13T23:20:08Z,680000,False,43.0,256.0,1,left,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.91,Missed,,,,,,,,,,,,,,,,,,
69,PT07M31.00S,2025-03-13T23:20:05.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,11,6,2025-03-13T23:28:10Z,690000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,
70,PT07M24.00S,2025-03-13T23:20:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630551,92.69053876478318,56.61764705882353,1610612764,11,8,2025-03-13T23:20:31Z,700000,False,33.0,16.0,1,right,J. Champagnie running reverse Layup (2 PTS) (J. Poole 2 AST),"[1630551, 1629673]",1610612764.0,WAS,running reverse,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.69,Made,2.0,,,,,,,,,,,,,J. Poole,1629673.0,2.0,,
72,PT07M19.00S,2025-03-13T23:20:19.1Z,1,REGULAR,3pt,Jump Shot,[],203501,31.32391590013141,80.3921568627451,1610612765,11,8,2025-03-13T23:28:54Z,720000,False,-152.0,242.0,1,left,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,28.57,Missed,,,,,,,,,,,,,,,,,,
73,PT07M17.00S,2025-03-13T23:20:21.1Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,11,8,2025-03-13T23:28:54Z,730000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT07M07.00S,2025-03-13T23:20:32.7Z,1,REGULAR,foul,offensive,[],1642259,,,1610612764,11,8,2025-03-13T23:20:41Z,740000,False,,,0,,A. Sarr offensive FOUL (1 PF),"[1642259, 203501]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,
76,PT07M07.00S,2025-03-13T23:20:32.7Z,1,REGULAR,turnover,offensive foul,[],1642259,,,1610612764,11,8,2025-03-13T23:20:32Z,760000,False,,,0,,A. Sarr offensive foul TURNOVER (1 TO),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,,1.0,,,,,,,
77,PT06M57.00S,2025-03-13T23:21:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,4.911300919842304,55.14705882352941,1610612765,13,8,2025-03-13T23:21:20Z,770000,False,-26.0,-6.0,1,left,C. Cunningham driving Layup (7 PTS) (T. Harris 1 AST),"[1630595, 202699]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,,,,,,,,,,,,,T. Harris,202699.0,1.0,,
79,PT06M51.00S,2025-03-13T23:21:24.0Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612764,13,8,2025-03-13T23:21:39Z,790000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Poole 2 FT),"[1631105, 1629673]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,1.0,0.0,Poole,1629673.0,,,,,,,,
81,PT06M51.00S,2025-03-13T23:21:45.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,13,8,2025-03-13T23:21:45Z,810000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M51.00S,2025-03-13T23:24:40.2Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,13,9,2025-03-13T23:24:40Z,820000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
83,PT06M51.00S,2025-03-13T23:24:56.2Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,13,10,2025-03-13T23:24:56Z,830000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
84,PT06M37.00S,2025-03-13T23:25:12.1Z,1,REGULAR,3pt,Jump Shot,[],203501,23.833771353482263,11.519607843137265,1610612765,16,10,2025-03-13T23:30:32Z,840000,False,192.0,172.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (C. Cunningham 2 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.77,Made,3.0,,,,,,,,,,,,,C. Cunningham,1630595.0,2.0,,
86,PT06M15.00S,2025-03-13T23:25:34.3Z,1,REGULAR,2pt,Jump Shot,[],203114,94.00459921156373,66.42156862745098,1610612764,16,12,2025-03-13T23:30:52Z,860000,False,82.0,4.0,1,right,K. Middleton 8' turnaround fadeaway Jump Shot (8 PTS),[203114],1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,8.22,Made,8.0,,,,,,,,,,,,,,,,,
87,PT05M57.00S,2025-03-13T23:25:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,11.48160315374507,59.31372549019608,1610612765,16,12,2025-03-13T23:31:31Z,870000,False,-47.0,55.0,1,left,MISS T. Hardaway Jr. 7' driving Layup - blocked,"[203501, 1642259]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,Sarr,1642259.0
88,PT05M57.00S,2025-03-13T23:25:51.0Z,1,REGULAR,block,,[],1642259,,,1610612765,16,12,2025-03-13T23:34:32Z,880000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
