actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M52.00S,2025-03-11T23:12:25.4Z,1,REGULAR,block,,[],1642259,,,1610612765,3,0,2025-03-11T23:12:28Z,160000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M49.00S,2025-03-11T23:12:28.4Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,3,0,2025-03-11T23:12:29Z,170000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M47.00S,2025-03-11T23:12:34.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,73.50525624178712,85.7843137254902,1610612764,3,0,2025-03-11T23:14:22Z,180000,False,179.0,197.0,1,right,MISS K. Middleton 26' running pullup 3PT,[203114],1610612764.0,WAS,running pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
19,PT10M43.00S,2025-03-11T23:12:38.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,0,2025-03-11T23:13:30Z,190000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M31.00S,2025-03-11T23:12:50.1Z,1,REGULAR,foul,personal,[],1642273,,,1610612765,3,0,2025-03-11T23:13:16Z,200000,False,,,0,,K. George personal FOUL (1 PF),"[1642273, 202699]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Harris,202699.0,,,,,,
22,PT10M23.00S,2025-03-11T23:13:14.3Z,1,REGULAR,3pt,Jump Shot,[],203501,33.169760183968464,54.14368872549019,1610612765,6,0,2025-03-11T23:13:19Z,220000,False,-21.0,259.0,1,left,T. Hardaway Jr. 26' 3PT  (3 PTS) (C. Cunningham 1 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,26.01,Made,,,,,3.0,,,,,,,,C. Cunningham,1630595.0,1.0,,,
24,PT10M05.00S,2025-03-11T23:13:33.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,92.69053876478318,97.30392156862744,1610612764,6,0,2025-03-11T23:13:36Z,240000,False,237.0,16.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2025-03-11T23:13:36.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,0,2025-03-11T23:13:36Z,250000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M56.00S,2025-03-11T23:13:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.225361366622863,44.607843137254896,1610612765,6,0,2025-03-11T23:13:47Z,260000,False,27.0,6.0,1,left,MISS C. Cunningham driving finger roll Layup,[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
27,PT09M53.00S,2025-03-11T23:13:44.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,6,0,2025-03-11T23:13:47Z,270000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M43.00S,2025-03-11T23:13:55.2Z,1,REGULAR,turnover,lost ball,[],1642259,,,1610612764,6,0,2025-03-11T23:23:11Z,280000,False,,,0,,A. Sarr lost ball TURNOVER (1 TO),"[1642259, 202699]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Harris,202699.0
29,PT09M43.00S,2025-03-11T23:13:55.2Z,1,REGULAR,steal,,[],202699,,,1610612765,6,0,2025-03-11T23:13:57Z,290000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M35.00S,2025-03-11T23:14:21.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,25.147831800262807,89.2156862745098,1610612765,6,0,2025-03-11T23:14:25Z,310000,False,-196.0,184.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-03-11T23:14:24.4Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,0,2025-03-11T23:14:25Z,320000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M22.00S,2025-03-11T23:14:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,93.87319316688567,42.892156862745104,1610612764,6,2,2025-03-11T23:14:40Z,330000,False,-36.0,5.0,1,right,A. Sarr driving Layup (2 PTS) (J. Poole 1 AST),"[1642259, 1629673]",1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,2.0,,,,,,,,J. Poole,1629673.0,1.0,,,
35,PT09M09.00S,2025-03-11T23:14:47.0Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,6,2,2025-03-11T23:14:59Z,350000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 1642273]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,George,1642273.0
36,PT09M09.00S,2025-03-11T23:14:47.0Z,1,REGULAR,steal,,[],1642273,,,1610612764,6,2,2025-03-11T23:14:49Z,360000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2025-03-11T23:14:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642273,92.42772667542707,48.774509803921575,1610612764,6,4,2025-03-11T23:15:05Z,370000,False,-6.0,19.0,1,right,K. George running DUNK (2 PTS),[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,2.0,,,,,,,,,,,,,
38,PT08M45.00S,2025-03-11T23:15:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,6.4881734559789805,45.833333333333336,1610612765,6,4,2025-03-11T23:19:35Z,380000,False,21.0,8.0,1,left,MISS J. Duren driving floating Shot,[1631105],1610612765.0,DET,driving floating,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
39,PT08M44.00S,2025-03-11T23:15:16.3Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,6,4,2025-03-11T23:19:35Z,390000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M44.00S,2025-03-11T23:15:18.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,6,4,2025-03-11T23:20:26Z,400000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2025-03-11T23:15:19.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,6,4,2025-03-11T23:20:26Z,410000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,40.0,2.0,0.0,2.0,,,,,,,,,,,,,,
42,PT08M43.00S,2025-03-11T23:15:20.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,6,4,2025-03-11T23:20:39Z,420000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
43,PT08M42.00S,2025-03-11T23:15:21.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,6,4,2025-03-11T23:20:39Z,430000,False,,,0,,A. Thompson REBOUND (Off:3 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,42.0,3.0,0.0,3.0,,,,,,,,,,,,,,
44,PT08M42.00S,2025-03-11T23:15:24.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,6,4,2025-03-11T23:20:53Z,440000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
45,PT08M41.00S,2025-03-11T23:15:25.6Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,4,2025-03-11T23:20:53Z,450000,False,,,0,,A. Sarr REBOUND (Off:0 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,,,
46,PT08M29.00S,2025-03-11T23:15:31.5Z,1,REGULAR,2pt,Jump Shot,[],1642259,82.17805519053877,77.20588235294117,1610612764,6,4,2025-03-11T23:23:25Z,460000,False,136.0,115.0,1,right,MISS A. Sarr 17' Jump Shot,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Right Center,17.81,Missed,,,,,,,,,,,,,,,,,,
47,PT08M28.00S,2025-03-11T23:15:32.5Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,6,4,2025-03-11T23:24:15Z,470000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT08M28.00S,2025-03-11T23:15:36.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630551,94.40999984741211,50.0,1610612764,6,4,2025-03-11T23:24:26Z,480000,False,0.0,0.0,1,right,MISS J. Champagnie tip Layup,[1630551],1610612764.0,WAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
49,PT08M27.00S,2025-03-11T23:15:37.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,4,2025-03-11T23:24:26Z,490000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT08M17.00S,2025-03-11T23:15:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,17.739816031537444,52.89522058823529,1610612765,6,4,2025-03-11T23:15:47Z,500000,False,-14.0,114.0,1,left,MISS T. Harris 11' turnaround fadeaway Shot,[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2025-03-11T23:15:45.9Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,6,4,2025-03-11T23:15:47Z,510000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT08M04.00S,2025-03-11T23:15:54.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,90.45663600525624,96.81372549019608,1610612764,6,4,2025-03-11T23:26:16Z,520000,False,234.0,37.0,1,right,MISS J. Poole step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
53,PT08M03.00S,2025-03-11T23:15:55.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,6,4,2025-03-11T23:26:09Z,530000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT07M57.00S,2025-03-11T23:16:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,17.789093298291732,5.882352941176478,1610612765,6,4,2025-03-11T23:26:45Z,540000,False,221.0,115.0,1,left,MISS T. Hardaway Jr. 24' running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2025-03-11T23:16:04.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,6,4,2025-03-11T23:26:45Z,550000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M46.00S,2025-03-11T23:16:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.69053876478318,44.11764705882353,1610612764,6,6,2025-03-11T23:27:34Z,560000,False,-29.0,16.0,1,right,J. Poole driving reverse Layup (2 PTS),[1629673],1610612764.0,WAS,driving reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,2.0,,,,,,,,,,,,,
57,PT07M46.00S,2025-03-11T23:16:18.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,6,2025-03-11T23:16:18Z,570000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M31.00S,2025-03-11T23:19:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.827201051248352,87.99019607843137,1610612765,6,6,2025-03-11T23:28:31Z,580000,False,-190.0,218.0,1,left,MISS C. Cunningham 28' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,28.96,Missed,,,,,,,,,,,,,,,,,,
59,PT07M30.00S,2025-03-11T23:19:26.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,6,6,2025-03-11T23:28:31Z,590000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,,,
60,PT07M20.00S,2025-03-11T23:19:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630551,71.13994743758212,15.686274509803923,1610612764,6,6,2025-03-11T23:29:05Z,600000,False,-172.0,219.0,1,right,MISS J. Champagnie 27' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
61,PT07M20.00S,2025-03-11T23:19:34.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,6,6,2025-03-11T23:19:43Z,610000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT07M11.00S,2025-03-11T23:19:46.6Z,1,REGULAR,2pt,Jump Shot,[],203501,25.410643889618925,63.72549019607843,1610612765,6,6,2025-03-11T23:31:14Z,620000,False,-69.0,186.0,1,left,MISS T. Hardaway Jr. 19' pullup Shot,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,19.86,Missed,,,,,,,,,,,,,,,,,,
63,PT07M10.00S,2025-03-11T23:19:47.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,6,6,2025-03-11T23:31:14Z,630000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,62.0,3.0,2.0,1.0,,,,,,,,,,,,,,
64,PT07M09.00S,2025-03-11T23:19:51.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,6,6,2025-03-11T23:31:27Z,640000,False,0.0,0.0,1,left,MISS J. Duren tip Layup,[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
65,PT07M08.00S,2025-03-11T23:19:52.2Z,1,REGULAR,rebound,offensive,[],1630595,,,1610612765,6,6,2025-03-11T23:31:27Z,650000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,64.0,4.0,3.0,1.0,,,,,,,,,,,,,,
66,PT07M07.00S,2025-03-11T23:19:53.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630595,5.590000152587891,50.0,1610612765,8,6,2025-03-11T23:32:46Z,660000,False,0.0,0.0,1,left,C. Cunningham putback Layup (2 PTS),[1630595],1610612765.0,DET,putback,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
67,PT06M51.00S,2025-03-11T23:20:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612764,8,6,2025-03-11T23:20:19Z,670000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Poole 2 FT),"[1641709, 1629673]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,1627524.0,1.0,0.0,Poole,1629673.0,,,,,,
69,PT06M51.00S,2025-03-11T23:20:28.7Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,8,7,2025-03-11T23:20:28Z,690000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
70,PT06M51.00S,2025-03-11T23:20:45.5Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,8,8,2025-03-11T23:20:45Z,700000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
71,PT06M30.00S,2025-03-11T23:21:07.8Z,1,REGULAR,3pt,Jump Shot,[],203501,31.32391590013141,74.01960784313725,1610612765,11,8,2025-03-11T23:21:12Z,710000,False,-120.0,242.0,1,left,T. Hardaway Jr. 27' 3PT  (6 PTS) (T. Harris 1 AST),"[203501, 202699]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.01,Made,,,,,6.0,,,,,,,,T. Harris,202699.0,1.0,,,
73,PT06M23.00S,2025-03-11T23:21:15.1Z,1,REGULAR,3pt,Jump Shot,[],1642273,72.7168199737188,89.95098039215686,1610612764,11,8,2025-03-11T23:21:20Z,730000,False,200.0,204.0,1,right,MISS K. George 28' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,28.55,Missed,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2025-03-11T23:21:16.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,11,8,2025-03-11T23:33:37Z,740000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,73.0,5.0,4.0,1.0,,,,,,,,,,,,,,
75,PT06M16.00S,2025-03-11T23:21:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,4.648488830486201,59.068627450980394,1610612765,13,8,2025-03-11T23:21:26Z,750000,False,-45.0,-9.0,1,left,C. Cunningham running Layup (4 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,4.0,,,,,,,,,,,,,
76,PT06M11.00S,2025-03-11T23:21:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.2161629434954,45.09803921568627,1610612764,13,8,2025-03-11T23:34:33Z,760000,False,-25.0,11.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 1631105]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
77,PT06M11.00S,2025-03-11T23:21:29.3Z,1,REGULAR,block,,[],1631105,,,1610612764,13,8,2025-03-11T23:21:32Z,770000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
