actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
47,PT08M29.00S,2025-02-02T20:18:40.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,6,11,2025-02-02T20:18:40Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,
48,PT08M19.00S,2025-02-02T20:19:06.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,11.645860709592641,50.245098039215684,1610612765,8,11,2025-02-02T20:19:15Z,480000,False,-1.0,57.0,1,left,C. Cunningham turnaround Hook (2 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,,,,2.0,,,,,,,,,,,,,,
49,PT08M10.00S,2025-02-02T20:19:22.8Z,1,REGULAR,foul,offensive,[],1629632,,,1610612741,8,11,2025-02-02T20:59:15Z,490000,False,,,0,,C. White charge offensive FOUL (1 PF),"[1629632, 203501]",1610612741.0,CHI,charge,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Hardaway Jr.,203501.0
53,PT08M10.00S,2025-02-02T20:19:22.8Z,1,REGULAR,turnover,offensive foul,[],1629632,,,1610612741,8,11,2025-02-02T20:19:22Z,505000,False,,,0,,C. White offensive foul TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1179.0,,,,
51,PT08M10.00S,2025-02-02T20:19:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,8,11,2025-02-02T20:19:22Z,510000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M10.00S,2025-02-02T20:21:59.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612765,8,11,2025-02-02T20:22:17Z,530000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M10.00S,2025-02-02T20:21:59.4Z,1,REGULAR,substitution,in,[],1641824,,,1610612765,8,11,2025-02-02T20:22:17Z,540000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M54.00S,2025-02-02T20:22:47.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,17.95335085413929,47.05882352941176,1610612765,10,11,2025-02-02T20:25:25Z,550000,False,15.0,116.0,1,left,C. Cunningham 11' turnaround Hook (4 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,,,,4.0,,,,,,,,,,,,,,
57,PT07M42.00S,2025-02-02T20:22:59.2Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,10,11,2025-02-02T20:23:05Z,560000,False,,,0,,N. Vučević bad pass TURNOVER (1 TO),"[202696, 202699]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Harris,202699.0,,,,,
58,PT07M42.00S,2025-02-02T20:22:59.2Z,1,REGULAR,steal,,[],202699,,,1610612765,10,11,2025-02-02T20:23:43Z,570000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
59,PT07M34.00S,2025-02-02T20:23:07.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,7.178055190538765,47.05882352941176,1610612765,10,11,2025-02-02T20:27:51Z,580000,False,15.0,15.0,1,left,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
60,PT07M33.00S,2025-02-02T20:23:08.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,11,2025-02-02T20:23:12Z,590000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,59.0,,,,,2.0,2.0,0.0,,,,,,,,
122,PT07M30.00S,2025-02-02T20:23:09.9Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,10,11,2025-02-02T20:34:30Z,595000,False,,,0,,M. Buzelis lost ball out-of-bounds TURNOVER (1 TO),[1641824],1610612741.0,CHI,lost ball,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,1179.0,,,,
65,PT07M15.00S,2025-02-02T20:23:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203501,7.30946123521682,48.28431372549019,1610612765,12,11,2025-02-02T20:34:39Z,640000,False,9.0,16.0,1,left,T. Hardaway Jr. driving Layup (4 PTS) (C. Cunningham 3 AST),"[203501, 1630595]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.83,Made,,,,4.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,
67,PT06M56.00S,2025-02-02T20:23:51.9Z,1,REGULAR,3pt,Jump Shot,[],202696,78.0059132720105,10.784313725490197,1610612741,12,11,2025-02-02T20:23:57Z,660000,False,-196.0,154.0,1,right,MISS N. Vučević 24' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
68,PT06M54.00S,2025-02-02T20:23:53.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,12,11,2025-02-02T20:35:14Z,670000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,67.0,,,,,1.0,1.0,0.0,,,,,,,,
69,PT06M44.00S,2025-02-02T20:24:03.9Z,1,REGULAR,2pt,Jump Shot,[],202699,13.61695137976347,31.862745098039213,1610612765,12,11,2025-02-02T20:24:11Z,680000,False,91.0,75.0,1,left,MISS T. Harris 11' fadeaway Shot,[202699],1610612765.0,DET,fadeaway,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,11.8,Missed,,,,,,,,,,,,,,,,,,
70,PT06M43.00S,2025-02-02T20:24:04.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,12,11,2025-02-02T20:24:11Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,69.0,,,,,,,,,,,,,,,
72,PT06M43.00S,2025-02-02T20:24:14.1Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,12,11,2025-02-02T20:24:20Z,710000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M43.00S,2025-02-02T20:24:14.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,12,11,2025-02-02T20:24:20Z,720000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M27.00S,2025-02-02T20:24:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.38042049934296,51.71568627450981,1610612741,12,13,2025-02-02T20:24:43Z,730000,False,9.0,10.0,1,right,N. Vučević driving Layup (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.3,Made,,,,4.0,C. White,1629632.0,1.0,,,,,,,,,,,
76,PT06M20.00S,2025-02-02T20:24:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,9.937582128777924,45.83333333333333,1610612765,12,13,2025-02-02T20:25:18Z,750000,False,21.0,41.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
77,PT06M19.00S,2025-02-02T20:24:49.1Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,12,13,2025-02-02T20:25:18Z,760000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,76.0,,,,,3.0,1.0,2.0,,,,,,,,
78,PT06M18.00S,2025-02-02T20:24:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,14,13,2025-02-02T20:24:52Z,770000,False,0.0,0.0,1,left,A. Thompson tip Layup (2 PTS),[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,2.0,,,,,,,,,,,,,,
79,PT06M18.00S,2025-02-02T20:25:00.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,14,13,2025-02-02T20:25:10Z,780000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.0,,,,
80,PT06M05.00S,2025-02-02T20:25:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,68.9388961892247,66.42156862745098,1610612741,14,13,2025-02-02T20:37:10Z,790000,False,82.0,239.0,1,right,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
81,PT06M02.00S,2025-02-02T20:25:25.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,14,13,2025-02-02T20:25:27Z,800000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,80.0,,,,,2.0,2.0,0.0,,,,,,,,
82,PT05M56.00S,2025-02-02T20:25:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.703679369250986,51.9607843137255,1610612765,16,13,2025-02-02T20:25:38Z,810000,False,-10.0,20.0,1,left,J. Duren alley-oop Layup (2 PTS) (T. Harris 1 AST),"[1631105, 202699]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.22,Made,,,,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,
84,PT05M44.00S,2025-02-02T20:25:43.0Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,16,13,2025-02-02T20:25:48Z,830000,False,,,0,,N. Vučević lost ball TURNOVER (2 TO),"[202696, 202699]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,Harris,202699.0,,,,,
85,PT05M44.00S,2025-02-02T20:25:43.0Z,1,REGULAR,steal,,[],202699,,,1610612765,16,13,2025-02-02T20:25:44Z,840000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
86,PT05M40.00S,2025-02-02T20:25:47.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631105,6.915243101182654,50.245098039215684,1610612765,18,13,2025-02-02T20:25:54Z,850000,False,-1.0,13.0,1,left,J. Duren running DUNK (4 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.26,Made,,,,4.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,
88,PT05M39.00S,2025-02-02T20:25:54.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,18,13,2025-02-02T20:25:54Z,870000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M39.00S,2025-02-02T20:27:04.8Z,1,REGULAR,substitution,out,[],1641709,,,1610612741,18,13,2025-02-02T20:27:16Z,880000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M39.00S,2025-02-02T20:27:04.8Z,1,REGULAR,substitution,in,[],1627736,,,1610612741,18,13,2025-02-02T20:27:16Z,890000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
