actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
596,PT06M17.00S,2024-11-10T22:05:29.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,85,87,2024-11-10T22:05:29Z,5820000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M17.00S,2024-11-10T22:06:21.9Z,4,REGULAR,substitution,out,[],1629111,,,1610612765,85,87,2024-11-10T22:07:54Z,5830000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M17.00S,2024-11-10T22:06:21.9Z,4,REGULAR,substitution,in,[],1630578,,,1610612765,85,87,2024-11-10T22:07:54Z,5840000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M17.00S,2024-11-10T22:08:19.9Z,4,REGULAR,freethrow,1 of 1,[],203501,,,1610612765,86,87,2024-11-10T22:08:19Z,5850000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (10 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
600,PT05M57.00S,2024-11-10T22:08:42.9Z,4,REGULAR,3pt,Jump Shot,[],1631095,9.017739816031538,3.9215686274509802,1610612745,86,87,2024-11-10T22:08:50Z,5860000,False,230.0,32.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
601,PT05M57.00S,2024-11-10T22:08:42.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,86,87,2024-11-10T22:08:50Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,600.0,,,,,,,,,,,,,,,,,
602,PT05M57.00S,2024-11-10T22:08:50.5Z,4,REGULAR,foul,personal,[],1630194,,,1610612745,86,87,2024-11-10T22:09:02Z,5880000,False,,,0,,P. Reed loose ball personal FOUL (5 PF),"[1630194, 1630578]",1610612765.0,DET,loose ball,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,,,,1627963.0,5.0,0.0,Sengun,1630578.0,,,,,,
604,PT05M43.00S,2024-11-10T22:09:20.9Z,4,REGULAR,turnover,lost ball,[],1630578,,,1610612745,86,87,2024-11-10T22:09:26Z,5900000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1627736]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,,,,Beasley,1627736.0
605,PT05M43.00S,2024-11-10T22:09:20.9Z,4,REGULAR,steal,,[],1627736,,,1610612765,86,87,2024-11-10T22:09:24Z,5910000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
606,PT05M26.00S,2024-11-10T22:09:41.0Z,4,REGULAR,foul,personal,[],1630224,,,1610612765,86,87,2024-11-10T22:10:01Z,5920000,False,,,0,,J. Green personal FOUL (4 PF),"[1630224, 202699]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1627963.0,4.0,1.0,Harris,202699.0,,,,,,
608,PT05M26.00S,2024-11-10T22:09:50.0Z,4,REGULAR,substitution,out,[],1631095,,,1610612765,86,87,2024-11-10T22:09:57Z,5940000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M26.00S,2024-11-10T22:09:50.0Z,4,REGULAR,substitution,in,[],1628415,,,1610612765,86,87,2024-11-10T22:09:57Z,5950000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT05M16.00S,2024-11-10T22:10:12.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,85.89027595269383,52.94117647058824,1610612765,88,87,2024-11-10T22:10:40Z,5960000,False,15.0,80.0,1,right,T. Harris 8' fadeaway Jump Shot (6 PTS),[202699],1610612765.0,DET,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,,,,,6.0,,,,,,,,,,,,,
611,PT05M16.00S,2024-11-10T22:10:18.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628415,,,1610612765,88,87,2024-11-10T22:10:30Z,5970000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Harris 1 FT),"[1628415, 202699]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627519.0,1.0,1.0,Harris,202699.0,,,,,,
613,PT05M16.00S,2024-11-10T22:10:42.4Z,4,REGULAR,substitution,out,[],1627736,,,1610612765,88,87,2024-11-10T22:10:45Z,5990000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M16.00S,2024-11-10T22:10:42.4Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,88,87,2024-11-10T22:10:45Z,6000000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M16.00S,2024-11-10T22:10:57.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202699,,,1610612765,88,87,2024-11-10T22:11:02Z,6010000,False,,,0,,MISS T. Harris Free Throw 1 of 1,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT05M10.00S,2024-11-10T22:11:03.3Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612745,88,87,2024-11-10T22:11:02Z,6020000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:6),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,615.0,7.0,6.0,1.0,,,,,,,,,,,,,,
617,PT04M59.00S,2024-11-10T22:11:12.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,15.062417871222076,62.00980392156863,1610612745,88,89,2024-11-10T22:11:19Z,6030000,False,-60.0,89.0,1,left,J. Green 10' fadeaway Jump Shot (13 PTS),[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,10.74,Made,,,,,13.0,,,,,,,,,,,,,
618,PT04M41.00S,2024-11-10T22:11:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,84.44480946123521,51.225490196078425,1610612765,88,89,2024-11-10T22:11:42Z,6040000,False,6.0,94.0,1,right,MISS C. Cunningham 9' turnaround Shot,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,9.39,Missed,,,,,,,,,,,,,,,,,,
619,PT04M38.00S,2024-11-10T22:11:32.9Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,88,89,2024-11-10T22:11:35Z,6050000,False,,,0,,T. Eason REBOUND (Off:2 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,618.0,6.0,4.0,2.0,,,,,,,,,,,,,,
620,PT04M20.00S,2024-11-10T22:11:50.9Z,4,REGULAR,2pt,Jump Shot,[],1630224,7.30946123521682,19.11764705882353,1610612745,88,89,2024-11-10T22:11:57Z,6060000,False,154.0,16.0,1,left,MISS J. Green 15' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,8-16 Right,15.52,Missed,,,,,,,,,,,,,,,,,,
621,PT04M17.00S,2024-11-10T22:11:53.9Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,88,89,2024-11-10T22:17:47Z,6070000,False,,,0,,J. Ivey REBOUND (Off:0 Def:6),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,620.0,6.0,6.0,0.0,,,,,,,,,,,,,,
622,PT04M03.00S,2024-11-10T22:12:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,94.21813403416557,49.67447916666667,1610612765,90,89,2024-11-10T22:14:07Z,6080000,False,-2.0,2.0,1,right,P. Reed reverse Layup (6 PTS) (J. Ivey 2 AST),"[1630194, 1631093]",1610612765.0,DET,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.24,Made,,,,,6.0,,,,,,,,,J. Ivey,1631093.0,2.0,,
624,PT03M43.00S,2024-11-10T22:12:27.7Z,4,REGULAR,3pt,Jump Shot,[],1631106,6.389618922470433,95.09803921568627,1610612745,90,92,2024-11-10T22:12:33Z,6100000,False,-225.0,8.0,1,left,T. Eason 3PT  (18 PTS) (F. VanVleet 7 AST),"[1631106, 1627832]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,22.56,Made,,,,,18.0,,,,,,,,,F. VanVleet,1627832.0,7.0,,
626,PT03M28.00S,2024-11-10T22:12:45.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.03745072273325,57.59803921568627,1610612765,92,92,2024-11-10T22:12:51Z,6120000,False,38.0,4.0,1,right,C. Cunningham driving Layup (24 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,24.0,,,,,,,,,,,,,
627,PT03M28.00S,2024-11-10T22:12:48.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630224,,,1610612765,92,92,2024-11-10T22:12:58Z,6130000,False,,,0,,J. Green shooting personal FOUL (5 PF) (Cunningham 1 FT),"[1630224, 1630595]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,5.0,1.0,Cunningham,1630595.0,,,,,,
629,PT03M28.00S,2024-11-10T22:13:15.7Z,4,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,93,92,2024-11-10T22:13:15Z,6150000,False,,,0,,C. Cunningham Free Throw 1 of 1 (25 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
630,PT03M22.00S,2024-11-10T22:13:31.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,93,92,2024-11-10T22:15:34Z,6160000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M22.00S,2024-11-10T22:15:39.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,93,92,2024-11-10T22:15:39Z,6170000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M17.00S,2024-11-10T22:16:54.7Z,4,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612745,93,92,2024-11-10T22:17:09Z,6180000,False,,,0,,P. Reed shooting personal FOUL (6 PF) (Green 2 FT),"[1630194, 1630224]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2530.0,6.0,0.0,Green,1630224.0,,,,,,
634,PT03M17.00S,2024-11-10T22:17:28.9Z,4,REGULAR,substitution,out,[],1630194,,,1610612745,93,92,2024-11-10T22:17:32Z,6200000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M17.00S,2024-11-10T22:17:28.9Z,4,REGULAR,substitution,in,[],1630191,,,1610612745,93,92,2024-11-10T22:17:32Z,6210000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M17.00S,2024-11-10T22:18:00.0Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,93,93,2024-11-10T22:18:00Z,6220000,False,,,0,,J. Green Free Throw 1 of 2 (14 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
637,PT03M17.00S,2024-11-10T22:18:16.8Z,4,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,93,94,2024-11-10T22:18:16Z,6230000,False,,,0,,J. Green Free Throw 2 of 2 (15 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
638,PT03M03.00S,2024-11-10T22:18:32.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.69250985545335,50.857843137254896,1610612765,95,94,2024-11-10T22:19:05Z,6240000,False,4.0,7.0,1,right,I. Stewart cutting Layup (16 PTS) (C. Cunningham 9 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,16.0,,,,,,,,,C. Cunningham,1630595.0,9.0,,
640,PT02M38.00S,2024-11-10T22:18:57.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,16.63929040735874,43.13725490196079,1610612745,95,94,2024-11-10T22:19:09Z,6260000,False,34.0,104.0,1,left,MISS F. VanVleet 10' turnaround fadeaway Shot,[1627832],1610612745.0,HOU,turnaround fadeaway,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
641,PT02M35.00S,2024-11-10T22:19:00.7Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,95,94,2024-11-10T22:19:02Z,6270000,False,,,0,,T. Eason REBOUND (Off:3 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,640.0,7.0,4.0,3.0,,,,,,,,,,,,,,
642,PT02M33.00S,2024-11-10T22:19:02.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,11.514454664914586,93.87254901960785,1610612745,95,94,2024-11-10T22:19:08Z,6280000,False,-219.0,56.0,1,left,MISS D. Brooks 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,,,,,,,,,,,,,,
643,PT02M31.00S,2024-11-10T22:19:04.9Z,4,REGULAR,rebound,offensive,[],1630578,,,1610612745,95,94,2024-11-10T22:19:08Z,6290000,False,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,642.0,9.0,7.0,2.0,,,,,,,,,,,,,,
644,PT02M28.00S,2024-11-10T22:19:07.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.913272010512484,51.39016544117647,1610612745,95,96,2024-11-10T22:19:43Z,6300000,False,-7.0,3.0,1,left,A. Sengun putback Layup (24 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,24.0,,,,,,,,,,,,,
645,PT02M09.00S,2024-11-10T22:19:30.2Z,4,REGULAR,foul,offensive,[],1631093,,,1610612765,95,96,2024-11-10T22:20:50Z,6310000,False,,,0,,J. Ivey charge offensive FOUL (4 PF),"[1631093, 1630224]",1610612765.0,DET,charge,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,4.0,0.0,Green,1630224.0,,,,,,
647,PT02M09.00S,2024-11-10T22:19:30.2Z,4,REGULAR,turnover,offensive foul,[],1631093,,,1610612765,95,96,2024-11-10T22:19:30Z,6330000,False,,,0,,J. Ivey offensive foul TURNOVER (6 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,,,,,6.0,,,,,
648,PT01M50.00S,2024-11-10T22:20:03.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630224,19.136005256241788,45.34313725490196,1610612745,95,96,2024-11-10T22:20:12Z,6340000,False,23.0,127.0,1,left,MISS J. Green 12' turnaround fadeaway Shot,[1630224],1610612745.0,HOU,turnaround fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,12.95,Missed,,,,,,,,,,,,,,,,,,
649,PT01M47.00S,2024-11-10T22:20:08.2Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,95,96,2024-11-10T22:20:08Z,6350000,False,,,0,,T. Eason REBOUND (Off:4 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,648.0,8.0,4.0,4.0,,,,,,,,,,,,,,
650,PT01M47.00S,2024-11-10T22:20:09.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628415,8.492115637319317,47.549019607843135,1610612745,95,98,2024-11-10T22:20:15Z,6360000,False,12.0,27.0,1,left,D. Brooks DUNK (14 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,14.0,,,,,,,,,,,,,
652,PT01M37.00S,2024-11-10T22:20:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.9862023653088,45.34313725490196,1610612765,95,98,2024-11-10T22:20:28Z,6380000,False,-23.0,13.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
653,PT01M32.00S,2024-11-10T22:20:28.2Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,95,98,2024-11-10T22:20:28Z,6390000,False,,,0,,T. Eason REBOUND (Off:4 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,652.0,9.0,5.0,4.0,,,,,,,,,,,,,,
654,PT01M30.00S,2024-11-10T22:20:29.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,31.882391590013142,39.705882352941174,1610612745,95,98,2024-11-10T22:23:22Z,6400000,False,51.0,247.0,1,left,MISS F. VanVleet 25' running pullup 3PT,[1627832],1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
655,PT01M30.00S,2024-11-10T22:20:29.3Z,4,REGULAR,rebound,offensive,[],1630578,,,1610612745,95,98,2024-11-10T22:21:04Z,6410000,False,,,0,,A. Sengun REBOUND (Off:3 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,654.0,10.0,7.0,3.0,,,,,,,,,,,,,,
656,PT01M28.00S,2024-11-10T22:20:33.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.440867279894875,52.69607843137255,1610612745,95,100,2024-11-10T22:23:54Z,6420000,False,-13.0,17.0,1,left,A. Sengun putback Layup (26 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,26.0,,,,,,,,,,,,,
657,PT01M28.00S,2024-11-10T22:20:40.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,95,100,2024-11-10T22:20:40Z,6430000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,out,[],203501,,,1610612765,95,100,2024-11-10T22:22:06Z,6440000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,out,[],1630224,,,1610612765,95,100,2024-11-10T22:22:06Z,6450000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,out,[],1630578,,,1610612765,95,100,2024-11-10T22:22:06Z,6460000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,in,[],1627736,,,1610612765,95,100,2024-11-10T22:22:06Z,6470000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,in,[],1641708,,,1610612765,95,100,2024-11-10T22:22:06Z,6480000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M28.00S,2024-11-10T22:21:45.1Z,4,REGULAR,substitution,in,[],1631095,,,1610612765,95,100,2024-11-10T22:22:06Z,6490000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M23.00S,2024-11-10T22:22:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,90.48948751642575,58.08823529411765,1610612765,95,100,2024-11-10T22:22:18Z,6500000,False,40.0,37.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1631106]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,Eason,1631106.0,,,,,,,,,,,
665,PT01M23.00S,2024-11-10T22:22:14.2Z,4,REGULAR,block,,[],1631106,,,1610612765,95,100,2024-11-10T22:22:17Z,6510000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
666,PT01M19.00S,2024-11-10T22:22:18.2Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,95,100,2024-11-10T22:22:18Z,6520000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,664.0,7.0,3.0,4.0,,,,,,,,,,,,,,
667,PT01M05.00S,2024-11-10T22:22:32.4Z,4,REGULAR,3pt,Jump Shot,[],1627832,18.873193166885677,91.66666666666666,1610612745,95,100,2024-11-10T22:24:49Z,6530000,False,-208.0,125.0,1,left,MISS F. VanVleet 24' step back 3PT,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,,,,,,,,,,,,,,,,,
668,PT01M00.00S,2024-11-10T22:22:37.4Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,95,100,2024-11-10T22:22:38Z,6540000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:7),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,667.0,7.0,7.0,0.0,,,,,,,,,,,,,,
670,PT00M48.60S,2024-11-10T22:23:16.5Z,4,REGULAR,3pt,Jump Shot,[],1630595,69.59592641261499,67.15686274509804,1610612765,95,100,2024-11-10T22:30:28Z,6560000,False,86.0,233.0,1,right,MISS C. Cunningham 24' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
671,PT00M45.30S,2024-11-10T22:23:19.8Z,4,REGULAR,rebound,offensive,[],202699,,,1610612765,95,100,2024-11-10T22:23:23Z,6570000,False,,,0,,T. Harris REBOUND (Off:1 Def:5),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,670.0,6.0,5.0,1.0,,,,,,,,,,,,,,
672,PT00M45.30S,2024-11-10T22:23:21.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,92.85479632063075,94.85294117647058,1610612765,98,100,2024-11-10T22:23:25Z,6580000,False,224.0,15.0,1,right,T. Harris 3PT  (9 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.48,Made,,,,,9.0,,,,,,,,,,,,,
673,PT00M45.30S,2024-11-10T22:23:30.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,98,100,2024-11-10T22:23:30Z,6590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M45.30S,2024-11-10T22:23:49.1Z,4,REGULAR,substitution,out,[],1641708,,,1610612745,98,100,2024-11-10T22:24:51Z,6600000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M45.30S,2024-11-10T22:23:49.1Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,98,100,2024-11-10T22:24:51Z,6610000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M45.30S,2024-11-10T22:23:49.1Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,98,100,2024-11-10T22:24:51Z,6620000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M45.30S,2024-11-10T22:23:49.1Z,4,REGULAR,substitution,in,[],1630578,,,1610612745,98,100,2024-11-10T22:24:51Z,6630000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M33.90S,2024-11-10T22:25:14.8Z,4,REGULAR,3pt,Jump Shot,[],1628415,31.488173455978973,34.31372549019608,1610612745,98,100,2024-11-10T22:25:20Z,6640000,False,78.0,243.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
