actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
42,PT08M55.00S,2025-01-18T01:14:53.0Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,8,6,2025-01-18T01:17:21Z,410000,False,,,0,,Z. Williamson REBOUND (Off:4 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Right,,,,,,41.0,5.0,1.0,4.0,,,,,,,,,,,
43,PT08M50.00S,2025-01-18T01:14:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612740,8,6,2025-01-18T01:17:36Z,420000,False,,,0,,C. Williams shooting personal FOUL (2 PF) (Murray 2 FT),"[1642262, 1627749]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Murray,1627749.0
45,PT08M50.00S,2025-01-18T01:15:31.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627749,,,1610612740,9,6,2025-01-18T01:15:31Z,440000,False,,,0,,D. Murray Free Throw 1 of 2 (1 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
46,PT08M50.00S,2025-01-18T01:15:49.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627749,,,1610612740,10,6,2025-01-18T01:15:49Z,450000,False,,,0,,D. Murray Free Throw 2 of 2 (2 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
49,PT08M32.00S,2025-01-18T01:16:11.4Z,1,REGULAR,foul,personal,[],1629627,,,1610612762,10,6,2025-01-18T01:18:23Z,480000,False,,,0,,Z. Williamson personal FOUL (1 PF),"[1629627, 1629234]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Eubanks,1629234.0
52,PT08M26.00S,2025-01-18T01:17:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,89.61892247043365,58.455882352941174,1610612762,10,6,2025-01-18T01:18:50Z,510000,False,42.0,45.0,1,right,MISS K. George 6' driving Layup,[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,6.18,Missed,,,,,,,,,,,,,,,
53,PT08M24.00S,2025-01-18T01:17:05.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,10,6,2025-01-18T01:18:50Z,520000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,
54,PT08M18.00S,2025-01-18T01:17:10.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,11.563731931668855,61.661305147058826,1610612740,12,6,2025-01-18T01:19:14Z,530000,False,-58.0,56.0,1,left,Z. Williamson 8' running Layup (2 PTS) (T. Murphy III 1 AST),"[1629627, 1630530]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,8.1,Made,,,,,2.0,T. Murphy III,1630530.0,1.0,,,,,,,
56,PT08M03.00S,2025-01-18T01:17:26.9Z,1,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612762,12,6,2025-01-18T01:19:57Z,550000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Eubanks 2 FT),"[1629627, 1629234]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Eubanks,1629234.0
58,PT08M03.00S,2025-01-18T01:17:53.8Z,1,REGULAR,freethrow,1 of 2,[],1629234,,,1610612762,12,7,2025-01-18T01:17:53Z,570000,False,,,0,,D. Eubanks Free Throw 1 of 2 (1 PTS),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
59,PT08M03.00S,2025-01-18T01:17:54.7Z,1,REGULAR,substitution,out,[],1629627,,,1610612762,12,7,2025-01-18T01:18:00Z,580000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT08M03.00S,2025-01-18T01:17:54.7Z,1,REGULAR,substitution,in,[],1629750,,,1610612762,12,7,2025-01-18T01:18:00Z,590000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M03.00S,2025-01-18T01:17:53.8Z,1,REGULAR,freethrow,2 of 2,[],1629234,,,1610612762,12,8,2025-01-18T01:20:25Z,600000,False,,,0,,D. Eubanks Free Throw 2 of 2 (2 PTS),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
62,PT07M52.00S,2025-01-18T01:18:28.1Z,1,REGULAR,3pt,Jump Shot,[],203468,24.83574244415243,87.9672181372549,1610612740,15,8,2025-01-18T01:21:03Z,610000,False,-190.0,181.0,1,left,C. McCollum 26' 3PT step back (9 PTS) (D. Theis 1 AST),"[203468, 1628464]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,26.23,Made,,,,,9.0,D. Theis,1628464.0,1.0,,,,,,,
63,PT07M43.00S,2025-01-18T01:18:37.1Z,1,REGULAR,foul,personal,[],203468,,,1610612762,15,8,2025-01-18T01:22:33Z,620000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1629234]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Eubanks,1629234.0
66,PT07M43.00S,2025-01-18T01:18:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,15,8,2025-01-18T01:21:19Z,650000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M43.00S,2025-01-18T01:22:03.5Z,1,REGULAR,substitution,out,[],1629234,,,1610612762,15,8,2025-01-18T01:22:11Z,670000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M43.00S,2025-01-18T01:22:03.5Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,15,8,2025-01-18T01:22:11Z,680000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M32.00S,2025-01-18T01:22:14.7Z,1,REGULAR,2pt,Jump Shot,[],1629004,79.5006570302234,41.888786764705884,1610612762,15,8,2025-01-18T01:22:56Z,690000,False,-41.0,140.0,1,right,MISS S. Mykhailiuk 14' pullup Shot,[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Center,,,,14.6,Missed,,,,,,,,,,,,,,,
72,PT07M29.00S,2025-01-18T01:22:17.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,15,8,2025-01-18T01:22:56Z,700000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT07M21.00S,2025-01-18T01:22:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,3.892904073587385,95.83333333333334,1610612740,18,8,2025-01-18T01:23:06Z,710000,False,-229.0,-16.0,1,left,T. Murphy III 3PT  (3 PTS) (D. Murray 2 AST),"[1630530, 1627749]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,22.98,Made,,,,,3.0,D. Murray,1627749.0,2.0,,,,,,,
75,PT07M00.00S,2025-01-18T01:22:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629012,72.61826544021025,19.11764705882353,1610612762,18,8,2025-01-18T01:23:31Z,730000,False,-154.0,205.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,25.66,Missed,,,,,,,,,,,,,,,
76,PT06M57.00S,2025-01-18T01:22:49.3Z,1,REGULAR,rebound,offensive,[],1641718,,,1610612762,18,8,2025-01-18T01:23:31Z,740000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,,
77,PT06M54.00S,2025-01-18T01:22:52.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,72.48685939553219,18.38235294117647,1610612762,18,8,2025-01-18T01:23:46Z,750000,False,-158.0,206.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,25.98,Missed,,,,,,,,,,,,,,,
78,PT06M51.00S,2025-01-18T01:22:55.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,18,8,2025-01-18T01:23:46Z,760000,False,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,,,,77.0,2.0,1.0,1.0,,,,,,,,,,,
79,PT06M44.00S,2025-01-18T01:23:00.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,30.22339027595268,77.67310049019608,1610612740,21,8,2025-01-18T01:23:55Z,770000,False,-138.0,232.0,1,left,C. McCollum 26' 3PT running (12 PTS) (D. Murray 3 AST),"[203468, 1627749]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,26.98,Made,,,,,12.0,D. Murray,1627749.0,3.0,,,,,,,
81,PT06M32.00S,2025-01-18T01:23:14.5Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612762,21,8,2025-01-18T01:24:33Z,790000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (2 TO),"[1629004, 1627749]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Right,2.0,Murray,1627749.0,,,,,,,,,,,,,,,,,
82,PT06M32.00S,2025-01-18T01:23:14.5Z,1,REGULAR,steal,,[],1627749,,,1610612740,21,8,2025-01-18T01:31:29Z,800000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
83,PT06M28.00S,2025-01-18T01:23:19.1Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612740,21,8,2025-01-18T01:23:25Z,810000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1629012, 1630530]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Murphy III,1630530.0
85,PT06M28.00S,2025-01-18T01:23:56.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630530,,,1610612740,22,8,2025-01-18T01:24:26Z,830000,False,,,0,,T. Murphy III Free Throw 1 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
86,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,22,8,2025-01-18T01:24:04Z,840000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,out,[],1629012,,,1610612740,22,8,2025-01-18T01:24:04Z,850000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,out,[],1641718,,,1610612740,22,8,2025-01-18T01:24:04Z,860000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,in,[],1630526,,,1610612740,22,8,2025-01-18T01:24:04Z,870000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,in,[],1641729,,,1610612740,22,8,2025-01-18T01:24:04Z,880000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M28.00S,2025-01-18T01:23:57.1Z,1,REGULAR,substitution,in,[],1642268,,,1610612740,22,8,2025-01-18T01:24:04Z,890000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M28.00S,2025-01-18T01:23:56.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630530,,,1610612740,22,8,2025-01-18T01:24:26Z,900000,False,,,0,,MISS T. Murphy III Free Throw 2 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
