actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
17,PT10M12.00S,2025-02-14T01:12:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,28.991458607095925,11.27450980392157,1610612758,5,6,2025-02-14T01:12:38Z,170000,False,194.0,220.0,1,left,M. Monk 29' 3PT  (6 PTS) (K. Murray 1 AST),"[1628370, 1631099]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,29.31,Made,,,,,6.0,K. Murray,1631099.0,1.0,,,,,,,,
19,PT10M01.00S,2025-02-14T01:12:44.5Z,1,REGULAR,2pt,Jump Shot,[],203468,93.64323258869908,73.2843137254902,1610612740,7,6,2025-02-14T01:13:28Z,190000,False,116.0,7.0,1,right,C. McCollum 11' step back Jump Shot (2 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,11.66,Made,,,,,2.0,,,,,,,,,,,
20,PT09M54.00S,2025-02-14T01:12:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.995400788436268,45.588235294117645,1610612758,7,6,2025-02-14T01:13:47Z,200000,False,22.0,4.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 1642274]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,2.24,Missed,,,,,,,,,Missi,1642274.0,,,,,,
21,PT09M54.00S,2025-02-14T01:12:53.0Z,1,REGULAR,block,,[],1642274,,,1610612758,7,6,2025-02-14T01:12:57Z,210000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M52.00S,2025-02-14T01:12:55.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,7,6,2025-02-14T01:13:47Z,220000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT09M47.00S,2025-02-14T01:12:59.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,73.01248357424441,13.725490196078432,1610612740,10,6,2025-02-14T01:13:06Z,230000,False,-181.0,201.0,1,right,J. Alvarado 27' 3PT running (5 PTS) (T. Murphy III 2 AST),"[1630631, 1630530]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,27.09,Made,,,,,5.0,T. Murphy III,1630530.0,2.0,,,,,,,,
25,PT09M36.00S,2025-02-14T01:13:12.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.5722733245729295,48.529411764705884,1610612758,10,6,2025-02-14T01:21:17Z,250000,False,7.0,19.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,2.01,Missed,,,,,,,,,,,,,,,,
26,PT09M35.00S,2025-02-14T01:13:13.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,10,6,2025-02-14T01:21:17Z,260000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,
66,PT09M34.00S,2025-02-14T01:13:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,12.089356110381077,50.75827205882353,1610612758,10,6,2025-02-14T01:21:25Z,262500,False,-4.0,61.0,1,left,MISS D. Sabonis 6' tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,6.12,Missed,,,,,,,,,,,,,,,,
67,PT09M33.00S,2025-02-14T01:13:18.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,10,6,2025-02-14T01:21:25Z,263750,False,,,0,,D. Sabonis REBOUND (Off:2 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,66.0,3.0,1.0,2.0,,,,,,,,,,,,
29,PT09M32.00S,2025-02-14T01:13:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,12.483574244415244,48.79748774509804,1610612758,10,6,2025-02-14T01:21:29Z,265000,False,6.0,65.0,1,left,MISS D. Sabonis 6' tip Layup,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,6.51,Missed,,,,,,,,,,,,,,,,
30,PT09M31.00S,2025-02-14T01:13:22.9Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,10,6,2025-02-14T01:28:03Z,267500,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT09M18.00S,2025-02-14T01:13:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612740,10,6,2025-02-14T01:14:04Z,270000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1631099, 1630530]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Murphy III,1630530.0,,
31,PT09M18.00S,2025-02-14T01:14:05.7Z,1,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,11,6,2025-02-14T01:14:05Z,290000,False,,,0,,T. Murphy III Free Throw 1 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
32,PT09M18.00S,2025-02-14T01:14:19.0Z,1,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,12,6,2025-02-14T01:14:19Z,300000,False,,,0,,T. Murphy III Free Throw 2 of 2 (2 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
33,PT09M06.00S,2025-02-14T01:14:31.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,29.25427069645204,20.34313725490196,1610612758,12,6,2025-02-14T01:14:38Z,310000,False,148.0,222.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,26.74,Missed,,,,,,,,,,,,,,,,
34,PT09M03.00S,2025-02-14T01:14:34.2Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,12,6,2025-02-14T01:14:34Z,320000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT08M49.00S,2025-02-14T01:14:47.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,94.03745072273325,48.28431372549019,1610612740,12,6,2025-02-14T01:14:52Z,330000,False,-9.0,4.0,1,right,MISS Y. Missi cutting DUNK,[1642274],1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,0.93,Missed,,,,,,,,,,,,,,,,
36,PT08M47.00S,2025-02-14T01:14:49.6Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,12,6,2025-02-14T01:14:49Z,340000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,
37,PT08M44.00S,2025-02-14T01:14:52.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,69.59592641261499,31.61764705882353,1610612740,12,6,2025-02-14T01:15:24Z,350000,False,-92.0,233.0,1,right,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,25.07,Missed,,,,,,,,,,,,,,,,
38,PT08M41.00S,2025-02-14T01:14:55.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,12,6,2025-02-14T01:14:59Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,37.0,,,,,,,,,,,,,,,
40,PT08M23.00S,2025-02-14T01:15:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628370,25.443495400788436,82.59803921568627,1610612758,12,6,2025-02-14T01:15:27Z,380000,False,-163.0,187.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,24.78,Missed,,,,,,,,,,,,,,,,
41,PT08M19.00S,2025-02-14T01:15:27.2Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,12,6,2025-02-14T01:15:27Z,390000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,
42,PT08M07.00S,2025-02-14T01:15:42.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630631,92.9862023653088,53.431372549019606,1610612740,12,6,2025-02-14T01:16:20Z,400000,False,17.0,13.0,1,right,MISS J. Alvarado driving bank Hook,[1630631],1610612740.0,NOP,driving bank,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,2.18,Missed,,,,,,,,,,,,,,,,
43,PT08M05.00S,2025-02-14T01:15:44.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,6,2025-02-14T01:16:20Z,410000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,42.0,4.0,2.0,2.0,,,,,,,,,,,,
44,PT07M58.00S,2025-02-14T01:15:47.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,3.3672798948751645,95.58823529411765,1610612758,12,9,2025-02-14T01:15:53Z,420000,False,-228.0,-21.0,1,left,Z. LaVine 3PT running (3 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,22.88,Made,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,
46,PT07M46.00S,2025-02-14T01:15:59.5Z,1,REGULAR,3pt,Jump Shot,[],203468,81.15965834428384,5.147058823529411,1610612740,12,9,2025-02-14T01:16:05Z,440000,False,-224.0,125.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,25.66,Missed,,,,,,,,,,,,,,,,
47,PT07M45.00S,2025-02-14T01:16:00.5Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,12,9,2025-02-14T01:16:05Z,450000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,
48,PT07M45.00S,2025-02-14T01:16:05.0Z,1,REGULAR,foul,personal,[],1630631,,,1610612758,12,9,2025-02-14T01:16:12Z,460000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 201942]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
50,PT07M24.00S,2025-02-14T01:16:40.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.206964520367937,49.50980392156863,1610612758,12,11,2025-02-14T01:16:46Z,480000,False,2.0,-4.0,1,left,D. Sabonis cutting DUNK (2 PTS) (Z. LaVine 2 AST),"[1627734, 203897]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,0.44,Made,,,,,2.0,Z. LaVine,203897.0,2.0,,,,,,,,
52,PT07M13.00S,2025-02-14T01:16:51.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,72.88107752956637,84.80392156862744,1610612740,12,11,2025-02-14T01:16:56Z,500000,False,174.0,202.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,26.69,Missed,,,,,,,,,,,,,,,,
53,PT07M10.00S,2025-02-14T01:16:54.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,11,2025-02-14T01:16:56Z,510000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,52.0,5.0,3.0,2.0,,,,,,,,,,,,
54,PT07M09.00S,2025-02-14T01:16:56.1Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,12,11,2025-02-14T01:17:01Z,520000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1629750]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,,,Green,1629750.0
55,PT07M09.00S,2025-02-14T01:16:56.1Z,1,REGULAR,steal,,[],1629750,,,1610612740,12,11,2025-02-14T01:16:58Z,530000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2025-02-14T01:17:01.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,86.81011826544021,50.98039215686274,1610612740,14,11,2025-02-14T01:17:15Z,540000,False,5.0,71.0,1,right,C. McCollum 7' driving floating Jump Shot (4 PTS) (J. Green 1 AST),"[203468, 1629750]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,7.17,Made,,,,,4.0,J. Green,1629750.0,1.0,,,,,,,,
58,PT06M50.00S,2025-02-14T01:17:14.6Z,1,REGULAR,3pt,Jump Shot,[],1627734,31.882391590013142,50.98039215686274,1610612758,14,14,2025-02-14T01:17:19Z,560000,False,-5.0,247.0,1,left,D. Sabonis 24' 3PT  (5 PTS) (Z. LaVine 3 AST),"[1627734, 203897]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,24.72,Made,,,,,5.0,Z. LaVine,203897.0,3.0,,,,,,,,
60,PT06M25.00S,2025-02-14T01:17:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630631,72.88107752956637,9.068627450980392,1610612740,17,14,2025-02-14T01:17:43Z,580000,False,-205.0,202.0,1,right,J. Alvarado 28' 3PT  (8 PTS) (T. Murphy III 3 AST),"[1630631, 1630530]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,28.79,Made,,,,,8.0,T. Murphy III,1630530.0,3.0,,,,,,,,
62,PT06M11.00S,2025-02-14T01:17:52.8Z,1,REGULAR,3pt,Jump Shot,[],1631099,17.0335085413929,96.32352941176471,1610612758,17,14,2025-02-14T01:17:59Z,600000,False,-232.0,108.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,25.54,Missed,,,,,,,,,,,,,,,,
63,PT06M10.00S,2025-02-14T01:17:53.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,17,14,2025-02-14T01:17:59Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,62.0,,,,,,,,,,,,,,,
65,PT06M10.00S,2025-02-14T01:18:01.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,17,14,2025-02-14T01:18:01Z,630000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M10.00S,2025-02-14T01:20:03.8Z,1,REGULAR,substitution,out,[],203897,,,1610612758,17,14,2025-02-14T01:20:43Z,640000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M10.00S,2025-02-14T01:20:03.8Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,17,14,2025-02-14T01:20:43Z,650000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2025-02-14T01:21:08.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,27.283180026281208,21.568627450980394,1610612758,17,14,2025-02-14T01:21:50Z,660000,False,142.0,204.0,1,left,MISS M. Monk 24' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,24.87,Missed,,,,,,,,,,,,,,,,
71,PT05M56.00S,2025-02-14T01:21:12.9Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,17,14,2025-02-14T01:21:15Z,670000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,70.0,6.0,3.0,3.0,,,,,,,,,,,,
72,PT05M54.00S,2025-02-14T01:21:14.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,25.969119579500656,85.04901960784314,1610612758,17,17,2025-02-14T01:21:20Z,680000,False,-175.0,192.0,1,left,K. Murray 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,25.96,Made,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,
74,PT05M26.00S,2025-02-14T01:21:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,92.06636005256242,52.20588235294118,1610612740,19,17,2025-02-14T01:22:32Z,700000,False,11.0,22.0,1,right,Y. Missi cutting finger roll Layup (2 PTS) (T. Murphy III 4 AST),"[1642274, 1630530]",1610612740.0,NOP,cutting finger roll,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,2.47,Made,,,,,2.0,T. Murphy III,1630530.0,4.0,,,,,,,,
76,PT05M17.00S,2025-02-14T01:21:51.9Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,19,17,2025-02-14T01:21:57Z,720000,False,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 1630631]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Alvarado,1630631.0
77,PT05M17.00S,2025-02-14T01:21:51.9Z,1,REGULAR,steal,,[],1630631,,,1610612740,19,17,2025-02-14T01:21:54Z,730000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2025-02-14T01:21:57.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,93.38042049934296,46.81372549019608,1610612740,19,17,2025-02-14T01:23:05Z,740000,False,-16.0,10.0,1,right,MISS T. Murphy III running Layup,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,1.86,Missed,,,,,,,,,,,,,,,,
79,PT05M11.00S,2025-02-14T01:21:59.8Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,19,17,2025-02-14T01:23:05Z,750000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,
80,PT05M04.00S,2025-02-14T01:22:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628370,9.543363994743759,4.166666666666666,1610612758,19,17,2025-02-14T01:22:11Z,760000,False,229.0,37.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,23.22,Missed,,,,,,,,,,,,,,,,
81,PT05M01.00S,2025-02-14T01:22:08.2Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,19,17,2025-02-14T01:22:08Z,770000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,
82,PT04M52.00S,2025-02-14T01:22:20.0Z,1,REGULAR,foul,personal,[],1630631,,,1610612758,19,17,2025-02-14T01:23:33Z,780000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1631165]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,1179.0,,,,,,,,,,,,,,2.0,0.0,Ellis,1631165.0,,
84,PT04M52.00S,2025-02-14T01:22:30.3Z,1,REGULAR,substitution,out,[],1630631,,,1610612758,19,17,2025-02-14T01:22:37Z,800000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2025-02-14T01:22:30.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612758,19,17,2025-02-14T01:22:37Z,810000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
