actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
20,PT09M57.00S,2025-03-14T00:12:56.9Z,1,REGULAR,turnover,lost ball,[],1628971,,,1610612740,4,6,2025-03-14T00:13:01Z,200000,False,,,0,,B. Brown lost ball TURNOVER (1 TO),"[1628971, 1631094]",1610612740.0,NOP,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Banchero,1631094.0
21,PT09M57.00S,2025-03-14T00:12:56.9Z,1,REGULAR,steal,,[],1631094,,,1610612753,4,6,2025-03-14T00:20:23Z,210000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
22,PT09M50.00S,2025-03-14T00:13:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,24.392247043363994,12.745098039215685,1610612753,4,6,2025-03-14T00:13:09Z,220000,False,186.0,177.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2025-03-14T00:13:07.3Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,4,6,2025-03-14T00:13:09Z,230000,False,,,0,,K. Matković REBOUND (Off:0 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Right Center,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,
24,PT09M37.00S,2025-03-14T00:13:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.64323258869908,45.83333333333333,1610612740,6,6,2025-03-14T00:13:23Z,240000,False,-21.0,7.0,1,right,Z. Williamson driving reverse Layup (4 PTS),[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,4.0,,,,,,,,,,,
25,PT09M24.00S,2025-03-14T00:13:30.4Z,1,REGULAR,2pt,Jump Shot,[],203484,21.50131406044678,63.23529411764706,1610612753,6,8,2025-03-14T00:14:17Z,250000,False,-66.0,150.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[203484, 1628976]",1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,16.36,Made,,,,,,,2.0,,,,,,W. Carter Jr.,1628976.0,1.0,,,
27,PT09M09.00S,2025-03-14T00:13:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,87.46714848883047,43.872549019607845,1610612740,6,8,2025-03-14T00:14:36Z,270000,False,-31.0,65.0,1,right,MISS Z. Williamson 7' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
28,PT09M07.00S,2025-03-14T00:13:47.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,8,2025-03-14T00:13:49Z,280000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,
29,PT09M03.00S,2025-03-14T00:13:55.2Z,1,REGULAR,foul,personal,[],1630530,,,1610612753,6,8,2025-03-14T00:14:08Z,290000,False,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 1631094]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202027.0,1.0,0.0,Banchero,1631094.0,,,,,,
31,PT08M54.00S,2025-03-14T00:14:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.338370565045992,53.18627450980392,1610612753,6,10,2025-03-14T00:14:29Z,310000,False,-16.0,-2.0,1,left,F. Wagner driving reverse Layup (6 PTS),[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,6.0,,,,,,,,,,,
32,PT08M42.00S,2025-03-14T00:14:34.6Z,1,REGULAR,turnover,lost ball,[],1631255,,,1610612740,6,10,2025-03-14T00:14:41Z,320000,False,,,0,,K. Matković lost ball TURNOVER (1 TO),"[1631255, 1631094]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Banchero,1631094.0
33,PT08M42.00S,2025-03-14T00:14:34.6Z,1,REGULAR,steal,,[],1631094,,,1610612753,6,10,2025-03-14T00:14:36Z,330000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
34,PT08M36.00S,2025-03-14T00:14:39.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630532,5.338370565045992,52.69607843137255,1610612753,6,12,2025-03-14T00:15:33Z,340000,False,-13.0,-2.0,1,left,F. Wagner running Layup (8 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,8.0,,,,,,,,,,,
35,PT08M27.00S,2025-03-14T00:14:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,6,12,2025-03-14T00:15:01Z,350000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202058.0,,,,,,,,1.0,,
36,PT08M10.00S,2025-03-14T00:15:13.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,25.57490144546649,86.51960784313727,1610612753,6,15,2025-03-14T00:16:04Z,360000,False,-183.0,188.0,1,left,P. Banchero 26' 3PT pullup (5 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,,,5.0,,,,,,,,,,,
37,PT07M48.00S,2025-03-14T00:15:36.4Z,1,REGULAR,2pt,Jump Shot,[],1630530,91.27792378449409,32.35294117647059,1610612740,6,15,2025-03-14T00:15:41Z,370000,False,-88.0,29.0,1,right,MISS T. Murphy III 9' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,9.3,Missed,,,,,,,,,,,,,,,,,,
38,PT07M44.00S,2025-03-14T00:15:40.4Z,1,REGULAR,rebound,defensive,[],202709,,,1610612753,6,15,2025-03-14T00:15:41Z,380000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Left,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT07M36.00S,2025-03-14T00:15:52.6Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612753,6,15,2025-03-14T00:16:00Z,390000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Banchero 2 FT),"[203468, 1631094]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,2.0,0.0,Banchero,1631094.0,,,,,,
41,PT07M36.00S,2025-03-14T00:16:19.3Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,6,16,2025-03-14T00:16:19Z,410000,False,,,0,,P. Banchero Free Throw 1 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
42,PT07M36.00S,2025-03-14T00:16:20.4Z,1,REGULAR,substitution,out,[],203468,,,1610612753,6,16,2025-03-14T00:16:29Z,420000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M36.00S,2025-03-14T00:16:20.4Z,1,REGULAR,substitution,in,[],1641722,,,1610612753,6,16,2025-03-14T00:16:29Z,430000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M36.00S,2025-03-14T00:17:40.2Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,6,16,2025-03-14T00:18:05Z,445000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M36.00S,2025-03-14T00:17:40.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,6,16,2025-03-14T00:18:05Z,447500,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M36.00S,2025-03-14T00:17:33.9Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,6,17,2025-03-14T00:17:33Z,450000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
48,PT07M14.00S,2025-03-14T00:17:59.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,78.13731931668858,90.44117647058823,1610612740,9,17,2025-03-14T00:18:23Z,480000,False,202.0,153.0,1,right,J. Hawkins 25' 3PT pullup (3 PTS) (B. Brown 1 AST),"[1641722, 1628971]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,3.0,,,,,,B. Brown,1628971.0,1.0,,,
50,PT06M52.00S,2025-03-14T00:18:19.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628371,4.944152431011826,50.0,1610612753,9,19,2025-03-14T00:18:25Z,500000,False,0.0,-6.0,1,left,J. Isaac cutting DUNK (2 PTS) (F. Wagner 1 AST),"[1628371, 1630532]",1610612753.0,ORL,cutting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,2.0,,,,,,F. Wagner,1630532.0,1.0,,,
52,PT06M29.00S,2025-03-14T00:18:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631255,88.51839684625493,51.470588235294116,1610612740,9,19,2025-03-14T00:18:51Z,520000,False,7.0,55.0,1,right,MISS K. Matković floating Shot,[1631255],1610612740.0,NOP,floating,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
53,PT06M25.00S,2025-03-14T00:18:47.2Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,9,19,2025-03-14T00:18:47Z,530000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,52.0,1.0,0.0,1.0,,,,,,,,,,,,
54,PT06M25.00S,2025-03-14T00:18:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,94.40999984741211,50.0,1610612740,11,19,2025-03-14T00:18:47Z,540000,False,0.0,0.0,1,right,Z. Williamson putback Layup (6 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,6.0,,,,,,,,,,,
55,PT06M08.00S,2025-03-14T00:19:21.9Z,1,REGULAR,foul,personal,[],1631255,,,1610612753,11,19,2025-03-14T00:19:51Z,550000,False,,,0,,K. Matković personal FOUL (1 PF),"[1631255, 1631094]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202027.0,1.0,0.0,Banchero,1631094.0,,,,,,
57,PT06M08.00S,2025-03-14T00:19:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,19,2025-03-14T00:19:33Z,570000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,out,[],1628971,,,1610612753,11,19,2025-03-14T00:22:04Z,580000,False,,,0,,SUB out: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,out,[],1629627,,,1610612753,11,19,2025-03-14T00:22:04Z,590000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,11,19,2025-03-14T00:22:04Z,600000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,11,19,2025-03-14T00:22:04Z,610000,False,,,0,,SUB in: M. Bamba,[1628964],1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,in,[],1630631,,,1610612753,11,19,2025-03-14T00:22:04Z,620000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M08.00S,2025-03-14T00:21:42.8Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,11,19,2025-03-14T00:22:04Z,630000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2025-03-14T00:22:22.7Z,1,REGULAR,3pt,Jump Shot,[],203484,13.748357424441524,3.6764705882352944,1610612753,11,22,2025-03-14T00:22:31Z,640000,False,232.0,77.0,1,left,K. Caldwell-Pope 24' 3PT  (5 PTS) (P. Banchero 2 AST),"[203484, 1631094]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.4,Made,,,,,,,5.0,,,,,,P. Banchero,1631094.0,2.0,,,
66,PT05M40.00S,2025-03-14T00:22:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,93.64323258869908,53.18627450980392,1610612740,11,22,2025-03-14T01:15:25Z,660000,False,16.0,7.0,1,right,MISS J. Alvarado driving floating bank Shot,[1630631],1610612740.0,NOP,driving floating bank,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
67,PT05M38.00S,2025-03-14T00:22:48.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,11,22,2025-03-14T01:15:25Z,670000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,
68,PT05M36.00S,2025-03-14T00:22:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,5.995400788436268,52.69607843137255,1610612753,11,22,2025-03-14T00:23:00Z,680000,False,-13.0,4.0,1,left,MISS K. Caldwell-Pope running Layup,[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2025-03-14T00:22:54.0Z,1,REGULAR,rebound,offensive,[],202709,,,1610612753,11,22,2025-03-14T00:22:54Z,690000,False,,,0,,C. Joseph REBOUND (Off:1 Def:1),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,
70,PT05M32.00S,2025-03-14T00:22:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202709,6.915243101182654,53.92156862745098,1610612753,11,22,2025-03-14T00:23:39Z,700000,False,-20.0,13.0,1,left,MISS C. Joseph putback Layup,[202709],1610612753.0,ORL,putback,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.32,Missed,,,,,,,,,,,,,,,,,,
71,PT05M30.00S,2025-03-14T00:22:57.0Z,1,REGULAR,rebound,offensive,[],203484,,,1610612753,11,22,2025-03-14T00:22:57Z,710000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,,,
72,PT05M23.00S,2025-03-14T00:23:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.075558475689881,51.9607843137255,1610612753,11,24,2025-03-14T00:24:04Z,720000,False,-10.0,-5.0,1,left,P. Banchero driving finger roll Layup (9 PTS) (K. Caldwell-Pope 1 AST),"[1631094, 203484]",1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,9.0,,,,,,K. Caldwell-Pope,203484.0,1.0,,,
74,PT05M06.00S,2025-03-14T00:23:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631255,88.91261498028909,49.754901960784316,1610612740,11,24,2025-03-14T00:24:19Z,740000,False,-1.0,52.0,1,right,MISS K. Matković driving floating Shot,[1631255],1610612740.0,NOP,driving floating,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2025-03-14T00:23:22.4Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612740,11,24,2025-03-14T00:23:22Z,750000,False,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612740.0,NOP,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,
76,PT04M57.00S,2025-03-14T00:23:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,93.38042049934296,46.568627450980394,1610612740,13,24,2025-03-14T00:23:37Z,760000,False,-17.0,10.0,1,right,T. Murphy III driving finger roll Layup (2 PTS),[1630530],1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,2.0,,,,,,,,,,,
77,PT04M57.00S,2025-03-14T00:23:34.9Z,1,REGULAR,foul,personal,['1freethrow'],1641724,,,1610612740,13,24,2025-03-14T00:23:50Z,770000,False,,,0,,J. Howard shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1641724, 1630530]",1610612753.0,ORL,shooting,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,,,,,,,,,,202027.0,1.0,0.0,Murphy III,1630530.0,,,,,,
79,PT04M57.00S,2025-03-14T00:24:07.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630530,,,1610612740,14,24,2025-03-14T00:24:07Z,790000,False,,,0,,T. Murphy III Free Throw 1 of 1 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
80,PT04M42.00S,2025-03-14T00:24:23.7Z,1,REGULAR,3pt,Jump Shot,[],1641724,6.652431011826544,97.05882352941177,1610612753,14,24,2025-03-14T00:24:28Z,800000,False,-235.0,10.0,1,left,MISS J. Howard 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
81,PT04M39.00S,2025-03-14T00:24:26.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,14,24,2025-03-14T00:24:28Z,810000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT04M31.00S,2025-03-14T00:24:37.5Z,1,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612740,14,24,2025-03-14T00:24:44Z,820000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1628371, 1630530]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,1.0,0.0,Murphy III,1630530.0,,,,,,
