actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
255,PT06M46.00S,2025-03-09T23:51:23.7Z,2,REGULAR,substitution,out,[],1629634,,,1610612740,48,36,2025-03-09T23:51:30Z,2500000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M46.00S,2025-03-09T23:51:23.7Z,2,REGULAR,substitution,in,[],1630643,,,1610612740,48,36,2025-03-09T23:51:30Z,2510000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M46.00S,2025-03-09T23:51:22.7Z,2,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,48,36,2025-03-09T23:51:47Z,2520000,False,,,0,,MISS Y. Missi Free Throw 2 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT06M43.00S,2025-03-09T23:51:25.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,48,36,2025-03-09T23:51:47Z,2530000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,
259,PT06M36.00S,2025-03-09T23:51:52.9Z,2,REGULAR,3pt,Jump Shot,[],1630643,68.15045992115637,32.1078431372549,1610612763,48,39,2025-03-09T23:51:58Z,2540000,False,-89.0,247.0,1,right,J. Huff 26' 3PT  (3 PTS) (D. Bane 5 AST),"[1630643, 1630217]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,26.26,Made,,,,,,,3.0,,,,,D. Bane,1630217.0,5.0,,,,
261,PT06M18.00S,2025-03-09T23:52:10.2Z,2,REGULAR,3pt,Jump Shot,[],1631255,33.196452036793694,51.470588235294116,1610612740,51,39,2025-03-09T23:52:15Z,2560000,False,-7.0,260.0,1,left,K. Matković 25' 3PT  (6 PTS) (J. Alvarado 4 AST),"[1631255, 1630631]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,25.96,Made,,,,,,,6.0,,,,,J. Alvarado,1630631.0,4.0,,,,
263,PT06M05.00S,2025-03-09T23:52:30.6Z,2,REGULAR,foul,technical,['1freethrow'],1641810,,,1610612763,51,39,2025-03-09T23:52:42Z,2580000,False,,,0,,A. Reeves defensive-3-second technical FOUL (1 Tech),[1641810],1610612740.0,NOP,defensive-3-second,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,0.0,1.0,,,,,,,,,
264,PT06M05.00S,2025-03-09T23:52:51.8Z,2,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,51,40,2025-03-09T23:52:51Z,2590000,False,,,0,,D. Bane technical Free Throw 1 of 1 (13 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
265,PT06M05.00S,2025-03-09T23:52:53.2Z,2,REGULAR,substitution,out,[],1641810,,,1610612763,51,40,2025-03-09T23:53:08Z,2600000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M05.00S,2025-03-09T23:52:53.2Z,2,REGULAR,substitution,out,[],1642377,,,1610612763,51,40,2025-03-09T23:53:08Z,2610000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M05.00S,2025-03-09T23:52:53.2Z,2,REGULAR,substitution,in,[],1641722,,,1610612763,51,40,2025-03-09T23:53:08Z,2620000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M05.00S,2025-03-09T23:52:53.2Z,2,REGULAR,substitution,in,[],1641713,,,1610612763,51,40,2025-03-09T23:53:08Z,2630000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M56.00S,2025-03-09T23:53:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.67214191852825,42.15686274509804,1610612763,51,40,2025-03-09T23:56:12Z,2640000,False,-39.0,26.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 1630631]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,Alvarado,1630631.0,,
276,PT05M56.00S,2025-03-09T23:53:22.5Z,2,REGULAR,block,,[],1630631,,,1610612763,51,40,2025-03-09T23:56:12Z,2642500,False,,,0,,J. Alvarado BLOCK (2 BLK),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
272,PT05M56.00S,2025-03-09T23:53:22.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,51,40,2025-03-09T23:55:47Z,2645000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,269.0,,,,,,,,,,,,,,,,,
270,PT05M56.00S,2025-03-09T23:54:09.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,51,40,2025-03-09T23:55:47Z,2650000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M56.00S,2025-03-09T23:55:55.7Z,2,REGULAR,substitution,out,[],1631288,,,1610612740,51,40,2025-03-09T23:56:11Z,2680000,False,,,0,,SUB out: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M56.00S,2025-03-09T23:55:55.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,51,40,2025-03-09T23:56:11Z,2690000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M43.00S,2025-03-09T23:56:42.0Z,2,REGULAR,turnover,out-of-bounds,[],1631255,,,1610612740,51,40,2025-03-09T23:56:50Z,2700000,False,,,0,,K. Matković bad pass out-of-bounds TURNOVER (1 TO),[1631255],1610612740.0,NOP,bad pass,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,1.0,,,,,,,,,,,,
278,PT05M29.00S,2025-03-09T23:56:59.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641713,71.96123521681997,81.61764705882352,1610612763,51,40,2025-03-09T23:57:04Z,2710000,False,158.0,211.0,1,right,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
279,PT05M25.00S,2025-03-09T23:57:03.8Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,51,40,2025-03-09T23:57:04Z,2720000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:4),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,
280,PT05M09.00S,2025-03-09T23:57:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,6.521024967148489,43.38235294117647,1610612740,51,40,2025-03-09T23:57:25Z,2730000,False,33.0,9.0,1,left,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
281,PT05M06.00S,2025-03-09T23:57:23.0Z,2,REGULAR,rebound,defensive,[],1630590,,,1610612763,51,40,2025-03-09T23:57:25Z,2740000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,280.0,2.0,1.0,1.0,,,,,,,,,,,,,,
282,PT05M04.00S,2025-03-09T23:57:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630590,94.69448094612353,52.20588235294118,1610612763,51,42,2025-03-09T23:57:31Z,2750000,False,11.0,-3.0,1,right,S. Pippen Jr. running Layup (5 PTS),[1630590],1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,5.0,,,,,,,,,,,
283,PT04M50.00S,2025-03-09T23:57:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.652431011826544,45.09803921568628,1610612740,51,42,2025-03-10T00:00:57Z,2760000,False,25.0,10.0,1,left,MISS J. Alvarado driving Layup - blocked,"[1630631, 1630643]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,Huff,1630643.0,,
284,PT04M50.00S,2025-03-09T23:57:40.7Z,2,REGULAR,block,,[],1630643,,,1610612740,51,42,2025-03-09T23:57:43Z,2770000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT04M49.00S,2025-03-09T23:57:41.7Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,51,42,2025-03-10T00:00:57Z,2780000,False,,,0,,Y. Missi REBOUND (Off:1 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,283.0,3.0,2.0,1.0,,,,,,,,,,,,,,
286,PT04M48.00S,2025-03-09T23:57:45.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642274,6.915243101182654,47.05882352941176,1610612740,51,42,2025-03-10T00:01:09Z,2790000,False,15.0,13.0,1,left,MISS Y. Missi putback Layup,[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
287,PT04M47.00S,2025-03-09T23:57:46.3Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,51,42,2025-03-10T00:01:09Z,2800000,False,,,0,,Y. Missi REBOUND (Off:2 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,286.0,4.0,2.0,2.0,,,,,,,,,,,,,,
288,PT04M46.00S,2025-03-09T23:57:51.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642274,5.590000152587891,50.0,1610612740,53,42,2025-03-10T00:01:40Z,2810000,False,0.0,0.0,1,left,Y. Missi tip Layup (8 PTS),[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,8.0,,,,,,,,,,,
289,PT04M36.00S,2025-03-09T23:57:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630590,88.12417871222075,96.07843137254902,1610612763,53,45,2025-03-09T23:58:05Z,2820000,False,230.0,59.0,1,right,S. Pippen Jr. 3PT pullup (8 PTS) (J. Morant 3 AST),"[1630590, 1629630]",1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Right Corner 3,24+ Right,23.79,Made,,,,,,,8.0,,,,,J. Morant,1629630.0,3.0,,,,
291,PT04M36.00S,2025-03-09T23:58:10.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,53,45,2025-03-09T23:58:10Z,2840000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M18.00S,2025-03-09T23:59:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630631,29.517082785808146,18.137254901960784,1610612740,56,45,2025-03-09T23:59:43Z,2850000,False,159.0,225.0,1,left,J. Alvarado 27' 3PT  (6 PTS) (T. Murphy III 2 AST),"[1630631, 1630530]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,27.57,Made,,,,,,,6.0,,,,,T. Murphy III,1630530.0,2.0,,,,
294,PT04M02.00S,2025-03-10T00:00:03.5Z,2,REGULAR,foul,personal,[],1631255,,,1610612763,56,45,2025-03-10T00:00:11Z,2870000,False,,,0,,K. Matković personal FOUL (2 PF),"[1631255, 1641713]",1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,2.0,0.0,Jackson,1641713.0,,,,,,,
296,PT04M02.00S,2025-03-10T00:00:09.7Z,2,REGULAR,substitution,out,[],1631255,,,1610612763,56,45,2025-03-10T00:00:16Z,2890000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M02.00S,2025-03-10T00:00:09.7Z,2,REGULAR,substitution,in,[],203482,,,1610612763,56,45,2025-03-10T00:00:16Z,2900000,False,,,0,,SUB in: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M55.00S,2025-03-10T00:00:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.94809461235218,49.50980392156863,1610612763,56,47,2025-03-10T00:00:35Z,2910000,False,-2.0,117.0,1,right,D. Bane 11' driving floating Jump Shot (15 PTS) (J. Huff 1 AST),"[1630217, 1630643]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,,,,,,,15.0,,,,,J. Huff,1630643.0,1.0,,,,
300,PT03M45.00S,2025-03-10T00:00:43.2Z,2,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612740,56,47,2025-03-10T00:00:55Z,2930000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1630643, 1630530]",1610612763.0,MEM,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,,,1.0,0.0,Murphy III,1630530.0,,,,,,,
302,PT03M45.00S,2025-03-10T00:01:08.4Z,2,REGULAR,freethrow,1 of 2,[],1630530,,,1610612740,57,47,2025-03-10T00:01:08Z,2950000,False,,,0,,T. Murphy III Free Throw 1 of 2 (11 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
303,PT03M45.00S,2025-03-10T00:01:23.5Z,2,REGULAR,freethrow,2 of 2,[],1630530,,,1610612740,58,47,2025-03-10T00:01:23Z,2960000,False,,,0,,T. Murphy III Free Throw 2 of 2 (12 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
304,PT03M31.00S,2025-03-10T00:01:38.8Z,2,REGULAR,3pt,Jump Shot,[],1641713,65.78515111695138,58.333333333333336,1610612763,58,47,2025-03-10T00:01:45Z,2970000,False,42.0,269.0,1,right,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,27.23,Missed,,,,,,,,,,,,,,,,,,
305,PT03M27.00S,2025-03-10T00:01:42.8Z,2,REGULAR,rebound,defensive,[],203482,,,1610612740,58,47,2025-03-10T00:01:45Z,2980000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,304.0,2.0,2.0,0.0,,,,,,,,,,,,,,
306,PT03M13.00S,2025-03-10T00:01:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,22.026938239159,90.68627450980392,1610612740,58,47,2025-03-10T00:02:01Z,2990000,False,-203.0,155.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
307,PT03M09.00S,2025-03-10T00:01:59.7Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,58,47,2025-03-10T00:02:01Z,3000000,False,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,,
308,PT03M03.00S,2025-03-10T00:02:05.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641713,92.59198423127464,2.941176470588235,1610612763,58,47,2025-03-10T00:02:50Z,3010000,False,-235.0,17.0,1,right,MISS G. Jackson running 3PT,[1641713],1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
309,PT03M00.00S,2025-03-10T00:02:08.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,58,47,2025-03-10T00:02:10Z,3020000,False,,,0,,Y. Missi REBOUND (Off:2 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Left Corner 3,24+ Left,,,308.0,5.0,3.0,2.0,,,,,,,,,,,,,,
310,PT02M59.00S,2025-03-10T00:02:10.1Z,2,REGULAR,turnover,lost ball,[],1642274,,,1610612740,58,47,2025-03-10T00:02:16Z,3030000,False,,,0,,Y. Missi lost ball TURNOVER (1 TO),"[1642274, 1630217]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,,,,,,Bane,1630217.0
311,PT02M59.00S,2025-03-10T00:02:10.1Z,2,REGULAR,steal,,[],1630217,,,1610612763,58,47,2025-03-10T00:02:13Z,3040000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
312,PT02M54.00S,2025-03-10T00:02:15.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630643,66.3107752956636,43.627450980392155,1610612763,58,50,2025-03-10T00:02:21Z,3050000,False,-32.0,264.0,1,right,J. Huff 26' 3PT  (6 PTS) (J. Morant 4 AST),"[1630643, 1629630]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,,,6.0,,,,,J. Morant,1629630.0,4.0,,,,
314,PT02M40.00S,2025-03-10T00:02:33.0Z,2,REGULAR,foul,personal,[],1641713,,,1610612740,58,50,2025-03-10T00:02:41Z,3070000,False,,,0,,G. Jackson personal FOUL (1 PF),"[1641713, 1630530]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,,,1.0,0.0,Murphy III,1630530.0,,,,,,,
333,PT02M40.00S,2025-03-10T00:02:47.4Z,2,REGULAR,substitution,out,[],1641713,,,1610612740,58,50,2025-03-10T00:05:05Z,3085000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M40.00S,2025-03-10T00:02:47.4Z,2,REGULAR,substitution,in,[],1631246,,,1610612740,58,50,2025-03-10T00:05:05Z,3087500,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M31.00S,2025-03-10T00:03:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,18.610381077529567,38.970588235294116,1610612740,60,50,2025-03-10T00:03:42Z,3090000,False,55.0,122.0,1,left,J. Hawkins 13' driving floating Jump Shot (9 PTS) (J. Alvarado 5 AST),"[1641722, 1630631]",1610612740.0,NOP,driving floating,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,13.42,Made,,,,,,,9.0,,,,,J. Alvarado,1630631.0,5.0,,,,
318,PT02M09.00S,2025-03-10T00:03:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629630,67.62483574244416,25.98039215686275,1610612763,60,53,2025-03-10T00:03:30Z,3110000,False,-120.0,252.0,1,right,J. Morant 27' 3PT  (14 PTS) (D. Bane 6 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,27.9,Made,,,,,,,14.0,,,,,D. Bane,1630217.0,6.0,,,,
320,PT02M01.00S,2025-03-10T00:03:31.6Z,2,REGULAR,turnover,lost ball,[],1630631,,,1610612740,60,53,2025-03-10T00:03:36Z,3130000,False,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1629630]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,,,,,,,,,,,Morant,1629630.0
321,PT02M01.00S,2025-03-10T00:03:31.6Z,2,REGULAR,steal,,[],1629630,,,1610612763,60,53,2025-03-10T00:03:33Z,3140000,False,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
322,PT01M56.00S,2025-03-10T00:03:37.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630217,93.11760840998686,53.431372549019606,1610612763,60,55,2025-03-10T00:05:44Z,3150000,False,17.0,12.0,1,right,D. Bane running Layup (17 PTS) (J. Huff 2 AST),"[1630217, 1630643]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,17.0,,,,,J. Huff,1630643.0,2.0,,,,
323,PT01M55.00S,2025-03-10T00:03:48.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,60,55,2025-03-10T00:03:53Z,3160000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
324,PT01M47.00S,2025-03-10T00:03:56.7Z,2,REGULAR,3pt,Jump Shot,[],1630530,32.40801576872536,20.833333333333336,1610612740,60,55,2025-03-10T00:04:08Z,3170000,False,146.0,252.0,1,left,MISS T. Murphy III 29' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,29.12,Missed,,,,,,,,,,,,,,,,,,
325,PT01M39.00S,2025-03-10T00:04:04.7Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,60,55,2025-03-10T00:04:08Z,3180000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,
326,PT01M37.00S,2025-03-10T00:04:06.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630643,93.11760840998686,50.73529411764706,1610612763,60,57,2025-03-10T00:06:35Z,3190000,False,4.0,12.0,1,right,J. Huff running reverse DUNK (8 PTS) (V. Williams Jr. 1 AST),"[1630643, 1631246]",1610612763.0,MEM,running reverse,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,8.0,,,,,V. Williams Jr.,1631246.0,1.0,,,,
328,PT01M19.00S,2025-03-10T00:04:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.389618922470433,47.30392156862745,1610612740,60,57,2025-03-10T00:07:51Z,3210000,False,13.0,8.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
329,PT01M18.00S,2025-03-10T00:04:27.7Z,2,REGULAR,rebound,offensive,[],203482,,,1610612740,60,57,2025-03-10T00:07:51Z,3220000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,328.0,3.0,2.0,1.0,,,,,,,,,,,,,,
330,PT01M17.00S,2025-03-10T00:04:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,10.726018396846255,50.73529411764706,1610612740,62,57,2025-03-10T00:08:02Z,3230000,False,-4.0,48.0,1,left,K. Olynyk putback Layup (4 PTS),[203482],1610612740.0,NOP,putback,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,4.0,,,,,,,,,,,
331,PT00M54.40S,2025-03-10T00:04:49.7Z,2,REGULAR,3pt,Jump Shot,[],1630643,71.56701708278581,81.12745098039215,1610612763,62,57,2025-03-10T00:04:55Z,3240000,False,156.0,215.0,1,right,MISS J. Huff 26' 3PT,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
332,PT00M51.00S,2025-03-10T00:04:53.1Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,62,57,2025-03-10T00:04:55Z,3250000,False,,,0,,Y. Missi REBOUND (Off:2 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,331.0,6.0,4.0,2.0,,,,,,,,,,,,,,
335,PT00M33.50S,2025-03-10T00:05:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,5.601182654402102,46.81372549019608,1610612740,64,57,2025-03-10T00:05:21Z,3260000,False,16.0,0.0,1,left,K. Olynyk driving Layup (6 PTS) (J. Alvarado 6 AST),"[203482, 1630631]",1610612740.0,NOP,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,6.0,,,,,J. Alvarado,1630631.0,6.0,,,,
339,PT00M13.90S,2025-03-10T00:05:59.6Z,2,REGULAR,foul,offensive,[],1630217,,,1610612763,64,57,2025-03-10T00:10:07Z,3300000,False,,,0,,D. Bane off-the-ball offensive FOUL (1 PF),"[1630217, 203482]",1610612763.0,MEM,off-the-ball,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,1146.0,,,1.0,0.0,Olynyk,203482.0,,,,,,,
341,PT00M13.90S,2025-03-10T00:05:59.6Z,2,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,64,57,2025-03-10T00:05:59Z,3320000,False,,,0,,D. Bane offensive foul TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,1146.0,1.0,,,,,,,,,,,,
