actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
173,PT00M10.00S,2023-11-16T03:37:02.7Z,1,REGULAR,substitution,in,[],1628378,,,1610612757,24,30,2023-11-16T03:41:09Z,1690000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M10.00S,2023-11-16T03:37:30.6Z,1,REGULAR,freethrow,1 of 1,[],1630219,,,1610612757,25,30,2023-11-16T03:37:30Z,1700000,False,,,0,,S. Mays Free Throw 1 of 1 (6 PTS),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
175,PT00M00.00S,2023-11-16T03:37:45.0Z,1,REGULAR,period,end,[],0,,,1610612739,25,30,2023-11-16T03:37:45Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-11-16T03:40:26.3Z,2,REGULAR,period,start,[],0,,,1610612757,25,30,2023-11-16T03:40:26Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M40.00S,2023-11-16T03:40:45.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631200,93.9060446780552,49.50980392156863,1610612757,27,30,2023-11-16T03:40:49Z,1730000,False,-2.0,5.0,1,right,K. Murray cutting DUNK (2 PTS) (S. Mays 2 AST),"[1631200, 1630219]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.54,Made,,2.0,S. Mays,1630219.0,2.0,,,,,,,,,,,,,
179,PT11M18.00S,2023-11-16T03:41:07.2Z,2,REGULAR,turnover,lost ball,[],1628378,,,1610612739,27,30,2023-11-16T03:41:12Z,1750000,False,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 1630219]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Mays,1630219.0
180,PT11M18.00S,2023-11-16T03:41:07.2Z,2,REGULAR,steal,,[],1630219,,,1610612757,27,30,2023-11-16T03:41:09Z,1760000,False,,,0,,S. Mays STEAL (1 STL),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M14.00S,2023-11-16T03:41:10.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641871,93.77463863337714,50.73529411764706,1610612757,29,30,2023-11-16T03:41:16Z,1770000,False,4.0,6.0,1,right,D. Reath running DUNK (6 PTS) (S. Mays 3 AST),"[1641871, 1630219]",1610612757.0,POR,running,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,0.7,Made,,6.0,S. Mays,1630219.0,3.0,,,,,,,,,,,,,
183,PT10M54.00S,2023-11-16T03:41:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,13.87976346911958,53.67647058823529,1610612739,29,30,2023-11-16T03:41:37Z,1790000,False,-18.0,78.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
184,PT10M51.00S,2023-11-16T03:41:34.1Z,2,REGULAR,rebound,defensive,[],1630219,,,1610612757,29,30,2023-11-16T03:41:37Z,1800000,False,,,0,,S. Mays REBOUND (Off:0 Def:1),[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,In The Paint (Non-RA),8-16 Center,,,183.0,,,,,1.0,1.0,0.0,,,,,,,,,,
185,PT10M42.00S,2023-11-16T03:41:42.5Z,2,REGULAR,3pt,Jump Shot,[],1641871,67.36202365308804,37.00980392156863,1610612757,29,30,2023-11-16T03:41:47Z,1810000,False,-65.0,254.0,1,right,MISS D. Reath 26' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
186,PT10M39.00S,2023-11-16T03:41:45.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,29,30,2023-11-16T03:41:47Z,1820000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,185.0,,,,,3.0,3.0,0.0,,,,,,,,,,
187,PT10M33.00S,2023-11-16T03:41:54.9Z,2,REGULAR,foul,personal,['2freethrow'],1630219,,,1610612739,29,30,2023-11-16T03:42:03Z,1830000,False,,,0,,S. Mays shooting personal FOUL (2 PF) (Allen 2 FT),"[1630219, 1628386]",1610612757.0,POR,shooting,,,Mays,S. Mays,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,2.0,0.0,Allen,1628386.0,,,,,
189,PT10M33.00S,2023-11-16T03:42:20.3Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,29,31,2023-11-16T03:42:35Z,1850000,False,,,0,,J. Allen Free Throw 1 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
190,PT10M33.00S,2023-11-16T03:42:20.8Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,29,31,2023-11-16T03:42:24Z,1860000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M33.00S,2023-11-16T03:42:20.8Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,29,31,2023-11-16T03:42:24Z,1870000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M33.00S,2023-11-16T03:42:20.3Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,29,32,2023-11-16T03:42:35Z,1880000,False,,,0,,J. Allen Free Throw 2 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
193,PT10M14.00S,2023-11-16T03:42:54.6Z,2,REGULAR,3pt,Jump Shot,[],1629680,86.28449408672799,95.34313725490196,1610612757,32,32,2023-11-16T03:42:59Z,1890000,False,227.0,76.0,1,right,M. Thybulle 3PT  (3 PTS) (K. Murray 1 AST),"[1629680, 1631200]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,23.92,Made,,3.0,K. Murray,1631200.0,1.0,,,,,,,,,,,,,
195,PT10M00.00S,2023-11-16T03:43:11.6Z,2,REGULAR,turnover,traveling,[],1629622,,,1610612739,32,32,2023-11-16T03:43:17Z,1910000,False,,,0,,M. Strus traveling TURNOVER (1 TO),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,,,,,,,1.0,,
196,PT09M47.00S,2023-11-16T03:43:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,93.51182654402102,49.50980392156863,1610612757,34,32,2023-11-16T03:43:42Z,1920000,False,-2.0,8.0,1,right,J. Grant driving Layup (5 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.89,Made,,5.0,,,,,,,,,,,,,,,,
197,PT09M29.00S,2023-11-16T03:43:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.1268068331143235,49.26470588235294,1610612739,34,34,2023-11-16T03:43:59Z,1930000,False,4.0,5.0,1,left,C. LeVert driving Layup (2 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.63,Made,,2.0,,,,,,,,,,,,,,,,
198,PT09M19.00S,2023-11-16T03:44:21.6Z,2,REGULAR,foul,offensive,[],1641871,,,1610612757,34,34,2023-11-16T03:44:29Z,1940000,False,,,0,,D. Reath offensive FOUL (1 PF),"[1641871, 1627747]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204059.0,1.0,0.0,LeVert,1627747.0,,,,,
200,PT09M19.00S,2023-11-16T03:44:21.6Z,2,REGULAR,turnover,offensive foul,[],1641871,,,1610612757,34,34,2023-11-16T03:44:21Z,1960000,False,,,0,,D. Reath offensive foul TURNOVER (1 TO),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204059.0,,,,,,,1.0,,
201,PT09M07.00S,2023-11-16T03:44:39.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,4.812746386333772,51.71568627450981,1610612739,34,36,2023-11-16T03:46:03Z,1970000,False,-9.0,-7.0,1,left,C. LeVert driving finger roll Layup (4 PTS) (D. Mitchell 2 AST),"[1627747, 1628378]",1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.13,Made,,4.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,
203,PT08M55.00S,2023-11-16T03:44:50.7Z,2,REGULAR,turnover,lost ball,[],1630219,,,1610612757,34,36,2023-11-16T03:44:55Z,1990000,False,,,0,,S. Mays lost ball TURNOVER (1 TO),"[1630219, 1627747]",1610612757.0,POR,,,,Mays,S. Mays,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,LeVert,1627747.0
204,PT08M55.00S,2023-11-16T03:44:50.7Z,2,REGULAR,steal,,[],1627747,,,1610612739,34,36,2023-11-16T03:44:52Z,2000000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2023-11-16T03:44:53.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,6.915243101182654,48.03921568627451,1610612739,34,38,2023-11-16T03:45:02Z,2010000,False,10.0,13.0,1,left,C. LeVert running DUNK (6 PTS),[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.59,Made,,6.0,,,,,,,,,,,,,,,,
206,PT08M52.00S,2023-11-16T03:44:59.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,34,38,2023-11-16T03:44:59Z,2020000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M52.00S,2023-11-16T03:45:30.3Z,2,REGULAR,substitution,out,[],1631200,,,1610612757,34,38,2023-11-16T03:47:39Z,2030000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M52.00S,2023-11-16T03:45:30.3Z,2,REGULAR,substitution,out,[],1628386,,,1610612757,34,38,2023-11-16T03:47:39Z,2040000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M52.00S,2023-11-16T03:45:30.3Z,2,REGULAR,substitution,in,[],1631133,,,1610612757,34,38,2023-11-16T03:47:39Z,2050000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M52.00S,2023-11-16T03:45:30.3Z,2,REGULAR,substitution,in,[],1630596,,,1610612757,34,38,2023-11-16T03:47:39Z,2060000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M37.00S,2023-11-16T03:48:09.2Z,2,REGULAR,foul,technical,['1freethrow'],1630596,,,1610612757,34,38,2023-11-16T03:48:18Z,2070000,False,,,0,,E. Mobley defensive-3-second technical FOUL (2 Tech),[1630596],1610612739.0,CLE,defensive-3-second,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,0.0,2.0,,,,,,,
212,PT08M37.00S,2023-11-16T03:48:27.9Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,35,38,2023-11-16T03:48:27Z,2080000,False,,,0,,J. Grant technical Free Throw 1 of 1 (6 PTS),[203924],1610612757.0,POR,technical,,,Grant,J. Grant,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
213,PT08M28.00S,2023-11-16T03:48:54.8Z,2,REGULAR,3pt,Jump Shot,[],1631133,90.48948751642575,3.6764705882352944,1610612757,38,38,2023-11-16T03:48:58Z,2090000,False,-232.0,37.0,1,right,J. Walker 3PT  (5 PTS) (D. Reath 2 AST),"[1631133, 1641871]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.45,Made,,5.0,D. Reath,1641871.0,2.0,,,,,,,,,,,,,
216,PT08M11.00S,2023-11-16T03:49:29.3Z,2,REGULAR,3pt,Jump Shot,[],1628378,30.56833114323259,68.13725490196079,1610612739,38,41,2023-11-16T03:49:35Z,2120000,False,-91.0,235.0,1,left,D. Mitchell 25' 3PT step back (10 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.17,Made,,10.0,,,,,,,,,,,,,,,,
217,PT07M54.00S,2023-11-16T03:50:23.3Z,2,REGULAR,jumpball,recovered,[],1628378,,,1610612757,38,41,2023-11-16T03:51:18Z,2130000,False,,,0,,Jump Ball M. Strus vs. J. Grant: Tip to D. Mitchell,"[1628378, 1629622, 203924]",1610612739.0,CLE,heldball,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Strus,1629622.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,,
220,PT07M54.00S,2023-11-16T03:50:23.3Z,2,REGULAR,turnover,lost ball,[],203924,,,1610612757,38,41,2023-11-16T03:50:23Z,2160000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1629622]",1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,1.0,Strus,1629622.0
221,PT07M54.00S,2023-11-16T03:50:23.3Z,2,REGULAR,steal,,[],1629622,,,1610612739,38,41,2023-11-16T03:50:23Z,2170000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M48.00S,2023-11-16T03:50:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,6.1268068331143235,50.0,1610612739,38,43,2023-11-16T03:50:33Z,2180000,False,0.0,5.0,1,left,D. Mitchell running Layup (12 PTS),[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.51,Made,,12.0,,,,,,,,,,,,,,,,
223,PT07M36.00S,2023-11-16T03:50:44.3Z,2,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,38,43,2023-11-16T03:50:49Z,2190000,False,,,0,,J. Grant lost ball out-of-bounds TURNOVER (2 TO),[203924],1610612757.0,POR,lost ball,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,,,,,,,,,201246.0,,,,,,,2.0,,
224,PT07M36.00S,2023-11-16T03:50:47.1Z,2,REGULAR,substitution,out,[],203924,,,1610612739,38,43,2023-11-16T03:51:00Z,2200000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M36.00S,2023-11-16T03:50:47.1Z,2,REGULAR,substitution,in,[],1631101,,,1610612739,38,43,2023-11-16T03:51:00Z,2210000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M14.00S,2023-11-16T03:51:25.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,8.360709592641262,2.696078431372549,1610612739,38,43,2023-11-16T03:51:30Z,2220000,False,237.0,26.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
227,PT07M13.00S,2023-11-16T03:51:27.9Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,38,43,2023-11-16T03:51:27Z,2230000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,226.0,,,,,5.0,4.0,1.0,,,,,,,,,,
228,PT07M08.00S,2023-11-16T03:51:32.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629622,14.931011826544022,94.85294117647058,1610612739,38,43,2023-11-16T03:51:38Z,2240000,False,-224.0,88.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,24.09,Missed,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2023-11-16T03:51:35.3Z,2,REGULAR,rebound,offensive,[],1629622,,,1610612739,38,43,2023-11-16T03:51:38Z,2250000,False,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,228.0,,,,,1.0,0.0,1.0,,,,,,,,,,
230,PT07M03.00S,2023-11-16T03:51:37.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628378,35.43035479632063,29.901960784313726,1610612739,38,46,2023-11-16T03:51:40Z,2260000,False,100.0,281.0,1,left,D. Mitchell 29' 3PT  (15 PTS) (M. Strus 4 AST),"[1628378, 1629622]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,29.8,Made,,15.0,M. Strus,1629622.0,4.0,,,,,,,,,,,,,
232,PT06M35.00S,2023-11-16T03:52:04.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,91.01511169513797,65.19607843137256,1610612757,38,46,2023-11-16T03:52:07Z,2280000,False,76.0,32.0,1,right,MISS S. Sharpe 8' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Right,8.25,Missed,,,,,,,,,,,,,,,,,,
234,PT06M33.00S,2023-11-16T03:52:06.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,38,46,2023-11-16T03:52:07Z,2300000,False,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,232.0,,,,,6.0,5.0,1.0,,,,,,,,,,
235,PT06M31.00S,2023-11-16T03:52:11.8Z,2,REGULAR,foul,personal,['2freethrow'],1630219,,,1610612739,38,46,2023-11-16T03:52:20Z,2310000,False,,,0,,S. Mays shooting personal FOUL (3 PF) (Strus 2 FT),"[1630219, 1629622]",1610612757.0,POR,shooting,,,Mays,S. Mays,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,3.0,0.0,Strus,1629622.0,,,,,
237,PT06M31.00S,2023-11-16T03:52:36.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629622,,,1610612739,38,47,2023-11-16T03:52:36Z,2330000,False,,,0,,M. Strus Free Throw 1 of 2 (4 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
238,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,out,[],1630219,,,1610612739,38,47,2023-11-16T03:52:49Z,2340000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,out,[],1641871,,,1610612739,38,47,2023-11-16T03:52:49Z,2350000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612739,38,47,2023-11-16T03:52:49Z,2360000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612739,38,47,2023-11-16T03:52:49Z,2370000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,in,[],1631123,,,1610612739,38,47,2023-11-16T03:52:49Z,2380000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612757.0,POR,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M31.00S,2023-11-16T03:52:36.5Z,2,REGULAR,substitution,in,[],1641854,,,1610612739,38,47,2023-11-16T03:52:49Z,2390000,False,,,0,,SUB in: C. Porter,[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M31.00S,2023-11-16T03:52:55.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629622,,,1610612739,38,48,2023-11-16T03:52:55Z,2400000,False,,,0,,M. Strus Free Throw 2 of 2 (5 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
245,PT06M15.00S,2023-11-16T03:53:14.3Z,2,REGULAR,3pt,Jump Shot,[],1631133,93.38042049934296,96.07843137254902,1610612757,41,48,2023-11-16T03:53:19Z,2410000,False,230.0,10.0,1,right,J. Walker 3PT  (8 PTS) (S. Sharpe 2 AST),"[1631133, 1631101]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,23.06,Made,,8.0,S. Sharpe,1631101.0,2.0,,,,,,,,,,,,,
247,PT06M07.00S,2023-11-16T03:53:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.075558475689881,49.01960784313725,1610612739,41,50,2023-11-16T03:53:29Z,2430000,False,5.0,-5.0,1,left,D. Mitchell driving Layup (17 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.69,Made,,17.0,,,,,,,,,,,,,,,,
248,PT05M50.00S,2023-11-16T03:53:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631123,90.62089356110381,60.5392156862745,1610612757,41,50,2023-11-16T03:55:01Z,2440000,False,53.0,36.0,1,right,MISS J. Bouyea 6' driving floating bank Shot,[1631123],1610612757.0,POR,driving floating bank,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
249,PT05M50.00S,2023-11-16T03:53:40.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,41,50,2023-11-16T03:55:01Z,2450000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,,,,,,,,,,,,,,,,,
251,PT05M33.00S,2023-11-16T03:54:09.5Z,2,REGULAR,foul,personal,[],1631101,,,1610612739,41,50,2023-11-16T03:54:17Z,2470000,False,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 1629622]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201246.0,2.0,0.0,Strus,1629622.0,,,,,
253,PT05M29.00S,2023-11-16T03:54:34.6Z,2,REGULAR,turnover,bad pass,[],1641854,,,1610612739,41,50,2023-11-16T03:54:45Z,2490000,False,,,0,,C. Porter bad pass TURNOVER (1 TO),[1641854],1610612739.0,CLE,,,,Porter,C. Porter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,,
254,PT05M29.00S,2023-11-16T03:54:36.8Z,2,REGULAR,foul,personal,[],1629622,,,1610612757,41,50,2023-11-16T03:54:41Z,2500000,False,,,0,,M. Strus loose ball personal FOUL (1 PF),"[1629622, 1631101]",1610612739.0,CLE,loose ball,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201246.0,1.0,0.0,Sharpe,1631101.0,,,,,
256,PT05M06.00S,2023-11-16T03:55:18.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631123,65.78515111695138,57.59803921568627,1610612757,41,50,2023-11-16T03:56:04Z,2520000,False,38.0,269.0,1,right,MISS J. Bouyea 27' bank 3PT,[1631123],1610612757.0,POR,bank,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,,
257,PT05M05.00S,2023-11-16T03:55:19.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,41,50,2023-11-16T03:56:04Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,256.0,,,,,,,,,,,,,,,,,
259,PT05M05.00S,2023-11-16T03:55:25.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,41,50,2023-11-16T03:55:39Z,2550000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201246.0,,,,,,,,,
260,PT05M05.00S,2023-11-16T03:55:27.4Z,2,REGULAR,substitution,out,[],1629622,,,1610612739,41,50,2023-11-16T03:55:39Z,2560000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M05.00S,2023-11-16T03:55:27.4Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,41,50,2023-11-16T03:55:39Z,2570000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M05.00S,2023-11-16T03:55:27.4Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,41,50,2023-11-16T03:55:39Z,2580000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
