actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
260,PT06M13.00S,2023-12-27T03:53:34.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630703,94.56307490144546,48.77450980392157,1610612757,55,42,2023-12-27T03:53:40Z,2600000,False,-6.0,-1.0,1,right,S. Henderson driving DUNK (9 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,9.0,,,,,,,,,,,,,
261,PT05M54.00S,2023-12-27T03:53:52.4Z,2,REGULAR,turnover,bad pass,[],1627734,,,1610612758,55,42,2023-12-27T03:53:58Z,2610000,False,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 1629680]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Thybulle,1629680.0
262,PT05M54.00S,2023-12-27T03:53:52.4Z,2,REGULAR,steal,,[],1629680,,,1610612757,55,42,2023-12-27T03:53:53Z,2620000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT05M51.00S,2023-12-27T03:53:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629014,92.9862023653088,53.18627450980392,1610612757,57,42,2023-12-27T03:54:01Z,2630000,False,16.0,13.0,1,right,A. Simons running Layup (12 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,12.0,,,,,,,,,,,,,
264,PT05M50.00S,2023-12-27T03:54:04.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,57,42,2023-12-27T03:54:04Z,2640000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M50.00S,2023-12-27T03:55:53.6Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,57,42,2023-12-27T03:56:44Z,2650000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M50.00S,2023-12-27T03:55:53.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,57,42,2023-12-27T03:56:44Z,2660000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M31.00S,2023-12-27T03:57:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,4.944152431011826,52.94117647058824,1610612758,57,44,2023-12-27T03:57:25Z,2670000,False,-15.0,-6.0,1,left,D. Fox driving Layup (11 PTS) (H. Barnes 1 AST),"[1628368, 203084]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,11.0,H. Barnes,203084.0,1.0,,,,,,,,,,
270,PT05M09.00S,2023-12-27T03:57:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.9862023653088,51.225490196078425,1610612757,59,44,2023-12-27T03:57:49Z,2690000,False,6.0,13.0,1,right,A. Simons driving Layup (14 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,14.0,,,,,,,,,,,,,
271,PT04M52.00S,2023-12-27T03:58:01.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,5.995400788436268,49.754901960784316,1610612758,59,46,2023-12-27T03:58:05Z,2700000,False,1.0,4.0,1,left,D. Sabonis driving Hook (18 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,18.0,,,,,,,,,,,,,
272,PT04M31.00S,2023-12-27T03:58:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,92.85479632063075,44.6078431372549,1610612757,59,46,2023-12-27T03:58:25Z,2710000,False,-27.0,15.0,1,right,MISS M. Thybulle driving Layup - blocked,"[1629680, 1628989]",1610612757.0,POR,driving,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,3.07,Missed,Huerter,1628989.0,,,,,,,,,,,,,,,,
273,PT04M31.00S,2023-12-27T03:58:22.1Z,2,REGULAR,block,,[],1628989,,,1610612757,59,46,2023-12-27T03:58:23Z,2720000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
274,PT04M29.00S,2023-12-27T03:58:24.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,59,46,2023-12-27T03:58:25Z,2730000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,272.0,,,,,,,,,,4.0,3.0,1.0,,,
275,PT04M26.00S,2023-12-27T03:58:27.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,24.917871222076215,12.990196078431374,1610612758,59,46,2023-12-27T03:58:33Z,2740000,False,185.0,182.0,1,left,MISS K. Huerter 25' running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
276,PT04M21.00S,2023-12-27T03:58:32.4Z,2,REGULAR,rebound,defensive,[],1641871,,,1610612757,59,46,2023-12-27T03:58:33Z,2750000,False,,,0,,D. Reath REBOUND (Off:0 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,,275.0,,,,,,,,,,1.0,1.0,0.0,,,
277,PT04M10.00S,2023-12-27T03:58:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629680,94.43166885676742,3.9215686274509802,1610612757,62,46,2023-12-27T03:58:46Z,2760000,False,-230.0,0.0,1,right,M. Thybulle 3PT  (3 PTS) (S. Henderson 5 AST),"[1629680, 1630703]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,3.0,S. Henderson,1630703.0,5.0,,,,,,,,,,
279,PT03M58.00S,2023-12-27T03:58:58.1Z,2,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,62,46,2023-12-27T03:59:03Z,2780000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,1199.0,,,,,,,,,,,,1.0,,
280,PT03M58.00S,2023-12-27T03:59:00.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,62,46,2023-12-27T03:59:03Z,2790000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M58.00S,2023-12-27T03:59:00.2Z,2,REGULAR,substitution,in,[],203924,,,1610612757,62,46,2023-12-27T03:59:03Z,2800000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M46.00S,2023-12-27T03:59:27.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641871,69.33311432325887,70.34313725490196,1610612757,65,46,2023-12-27T03:59:31Z,2810000,False,102.0,236.0,1,right,D. Reath 25' 3PT  (13 PTS) (S. Henderson 6 AST),"[1641871, 1630703]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,13.0,S. Henderson,1630703.0,6.0,,,,,,,,,,
284,PT03M24.00S,2023-12-27T03:59:47.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,9.280551905387648,48.529411764705884,1610612758,65,48,2023-12-27T03:59:52Z,2830000,False,7.0,35.0,1,left,D. Sabonis turnaround Hook (20 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,20.0,,,,,,,,,,,,,
285,PT03M01.00S,2023-12-27T04:00:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,93.38042049934296,51.9607843137255,1610612757,65,48,2023-12-27T04:00:14Z,2840000,False,10.0,10.0,1,right,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
286,PT03M00.00S,2023-12-27T04:00:12.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,65,48,2023-12-27T04:00:14Z,2850000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,285.0,,,,,,,,,,5.0,4.0,1.0,,,
287,PT02M52.00S,2023-12-27T04:00:20.7Z,2,REGULAR,3pt,Jump Shot,[],1631099,24.392247043363994,11.029411764705882,1610612758,65,48,2023-12-27T04:00:27Z,2860000,False,195.0,177.0,1,left,MISS K. Murray 26' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,
288,PT02M49.00S,2023-12-27T04:00:23.7Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,65,48,2023-12-27T04:00:27Z,2870000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,287.0,,,,,,,,,,1.0,1.0,0.0,,,
289,PT02M43.00S,2023-12-27T04:00:30.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,74.32654402102497,15.931372549019606,1610612757,65,48,2023-12-27T04:00:37Z,2880000,False,-170.0,189.0,1,right,MISS A. Simons 25' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
290,PT02M40.00S,2023-12-27T04:00:33.0Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,65,48,2023-12-27T04:00:37Z,2890000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,289.0,,,,,,,,,,3.0,2.0,1.0,,,
291,PT02M31.00S,2023-12-27T04:00:42.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628989,8.886333771353483,48.529411764705884,1610612758,65,50,2023-12-27T04:00:49Z,2900000,False,7.0,31.0,1,left,K. Huerter cutting DUNK (5 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,5.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,
293,PT02M05.00S,2023-12-27T04:01:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630703,92.9862023653088,53.431372549019606,1610612757,65,50,2023-12-27T04:01:12Z,2920000,False,17.0,13.0,1,right,MISS S. Henderson driving Layup,[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
294,PT02M03.00S,2023-12-27T04:01:09.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,65,50,2023-12-27T04:01:12Z,2930000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,293.0,,,,,,,,,,6.0,5.0,1.0,,,
295,PT01M53.00S,2023-12-27T04:01:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.85742444152431,45.588235294117645,1610612758,65,52,2023-12-27T04:01:22Z,2940000,False,22.0,50.0,1,left,D. Fox driving floating Jump Shot (13 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,13.0,,,,,,,,,,,,,
296,PT01M36.00S,2023-12-27T04:01:36.3Z,2,REGULAR,3pt,Jump Shot,[],203924,90.09526938239159,3.9215686274509802,1610612757,65,52,2023-12-27T04:01:42Z,2950000,False,-230.0,41.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.39,Missed,,,,,,,,,,,,,,,,,,
297,PT01M33.00S,2023-12-27T04:01:39.3Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,65,52,2023-12-27T04:01:42Z,2960000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,296.0,,,,,,,,,,1.0,1.0,0.0,,,
298,PT01M28.00S,2023-12-27T04:01:43.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,6.389618922470433,96.07843137254902,1610612758,65,55,2023-12-27T04:01:48Z,2970000,False,-230.0,8.0,1,left,D. Fox 3PT running (16 PTS) (D. Sabonis 4 AST),"[1628368, 1627734]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,16.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,
300,PT01M05.00S,2023-12-27T04:02:10.0Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612757,65,55,2023-12-27T04:02:18Z,2990000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Walker 2 FT),"[1627734, 1631133]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,1199.0,,,,,2.0,0.0,Walker,1631133.0,,,,,,
302,PT01M05.00S,2023-12-27T04:02:36.7Z,2,REGULAR,freethrow,1 of 2,[],1631133,,,1610612757,66,55,2023-12-27T04:02:36Z,3010000,False,,,0,,J. Walker Free Throw 1 of 2 (11 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
303,PT01M05.00S,2023-12-27T04:02:37.2Z,2,REGULAR,substitution,out,[],1630703,,,1610612757,66,55,2023-12-27T04:02:47Z,3020000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M05.00S,2023-12-27T04:02:37.2Z,2,REGULAR,substitution,out,[],1641871,,,1610612757,66,55,2023-12-27T04:02:47Z,3030000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M05.00S,2023-12-27T04:02:37.2Z,2,REGULAR,substitution,in,[],1627763,,,1610612757,66,55,2023-12-27T04:02:47Z,3040000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M05.00S,2023-12-27T04:02:37.2Z,2,REGULAR,substitution,in,[],1629650,,,1610612757,66,55,2023-12-27T04:02:47Z,3050000,False,,,0,,SUB in: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M05.00S,2023-12-27T04:02:59.3Z,2,REGULAR,freethrow,2 of 2,[],1631133,,,1610612757,67,55,2023-12-27T04:02:59Z,3060000,False,,,0,,J. Walker Free Throw 2 of 2 (12 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
308,PT00M56.30S,2023-12-27T04:03:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,20.05584756898817,43.38235294117647,1610612758,67,57,2023-12-27T04:03:17Z,3070000,False,33.0,136.0,1,left,D. Fox 14' driving floating Jump Shot (18 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,14.0,Made,,,,,18.0,,,,,,,,,,,,,
309,PT00M34.10S,2023-12-27T04:03:37.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.04796320630749,45.83333333333333,1610612757,67,57,2023-12-27T04:03:43Z,3080000,False,-21.0,267.0,1,right,MISS A. Simons 26' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,,
310,PT00M31.40S,2023-12-27T04:03:40.5Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,67,57,2023-12-27T04:03:43Z,3090000,False,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,309.0,,,,,,,,,,4.0,3.0,1.0,,,
311,PT00M13.80S,2023-12-27T04:04:00.9Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,67,57,2023-12-27T04:04:07Z,3100000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (3 TO),[1628368],1610612758.0,SAC,bad pass,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,1204.0,,,,,,,,,,,,3.0,,
312,PT00M13.80S,2023-12-27T04:04:06.7Z,2,REGULAR,substitution,out,[],1628989,,,1610612757,67,57,2023-12-27T04:04:13Z,3110000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M13.80S,2023-12-27T04:04:06.7Z,2,REGULAR,substitution,in,[],1631165,,,1610612757,67,57,2023-12-27T04:04:13Z,3120000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M03.80S,2023-12-27T04:04:30.2Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,67,57,2023-12-27T04:04:34Z,3130000,False,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1628368]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Fox,1628368.0
315,PT00M03.80S,2023-12-27T04:04:30.2Z,2,REGULAR,steal,,[],1628368,,,1610612758,67,57,2023-12-27T04:04:31Z,3140000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
316,PT00M00.60S,2023-12-27T04:04:33.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628368,31.61957950065703,39.950980392156865,1610612758,67,60,2023-12-27T04:04:40Z,3150000,False,50.0,245.0,1,left,D. Fox 24' 3PT running pullup (21 PTS),[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,24.98,Made,,,,,21.0,,,,,,,,,,,,,
317,PT00M00.00S,2023-12-27T04:04:45.1Z,2,REGULAR,period,end,[],0,,,1610612757,67,60,2023-12-27T04:04:45Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-12-27T04:18:50.7Z,3,REGULAR,substitution,out,['startperiod'],1631133,,,1610612757,67,60,2023-12-27T04:19:45Z,3170000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-12-27T04:18:50.7Z,3,REGULAR,substitution,out,['startperiod'],1631165,,,1610612757,67,60,2023-12-27T04:19:45Z,3180000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-12-27T04:18:50.7Z,3,REGULAR,substitution,in,['startperiod'],1641739,,,1610612757,67,60,2023-12-27T04:19:45Z,3190000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-12-27T04:18:50.7Z,3,REGULAR,substitution,in,['startperiod'],1628989,,,1610612757,67,60,2023-12-27T04:19:45Z,3200000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-12-27T04:20:02.2Z,3,REGULAR,period,start,[],0,,,1610612758,67,60,2023-12-27T04:20:02Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M44.00S,2023-12-27T04:20:20.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,93.38042049934296,45.09803921568628,1610612758,67,60,2023-12-27T04:20:58Z,3220000,False,-25.0,10.0,1,right,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
325,PT11M42.00S,2023-12-27T04:20:22.4Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,67,60,2023-12-27T04:20:58Z,3230000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,324.0,,,,,,,,,,7.0,5.0,2.0,,,
326,PT11M40.00S,2023-12-27T04:20:23.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,95.0886990801577,45.83333333333333,1610612758,67,62,2023-12-27T04:20:27Z,3240000,False,-21.0,-6.0,1,right,D. Sabonis putback Layup (22 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,22.0,,,,,,,,,,,,,
327,PT11M40.00S,2023-12-27T04:20:25.2Z,3,REGULAR,foul,personal,['1freethrow'],1629650,,,1610612758,67,62,2023-12-27T04:20:32Z,3250000,False,,,0,,M. Brown shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1629650, 1627734]",1610612757.0,POR,shooting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,1204.0,,,,,2.0,0.0,Sabonis,1627734.0,,,,,,
329,PT11M40.00S,2023-12-27T04:20:51.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1627734,,,1610612758,67,63,2023-12-27T04:20:51Z,3270000,False,,,0,,D. Sabonis Free Throw 1 of 1 (23 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
330,PT11M25.00S,2023-12-27T04:21:09.4Z,3,REGULAR,3pt,Jump Shot,[],203924,10.988830486202366,2.450980392156863,1610612757,67,63,2023-12-27T04:22:53Z,3280000,False,238.0,51.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
331,PT11M23.00S,2023-12-27T04:21:11.4Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,67,63,2023-12-27T04:22:53Z,3290000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,330.0,,,,,,,,,,1.0,0.0,1.0,,,
332,PT11M21.00S,2023-12-27T04:21:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,5.601182654402102,47.549019607843135,1610612757,67,63,2023-12-27T04:23:13Z,3300000,False,12.0,0.0,1,left,MISS T. Camara putback Layup,[1641739],1610612757.0,POR,putback,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
333,PT11M17.00S,2023-12-27T04:21:18.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,67,63,2023-12-27T04:23:13Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,332.0,,,,,,,,,,,,,,,
335,PT11M06.00S,2023-12-27T04:21:49.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,29.6484888304862,23.52941176470588,1610612757,67,63,2023-12-27T04:21:53Z,3330000,False,132.0,226.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
336,PT11M04.00S,2023-12-27T04:21:51.6Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,67,63,2023-12-27T04:21:53Z,3340000,False,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,335.0,,,,,,,,,,5.0,4.0,1.0,,,
337,PT10M58.00S,2023-12-27T04:21:57.2Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612758,67,63,2023-12-27T04:22:00Z,3350000,False,,,0,,D. Fox bad pass TURNOVER (4 TO),"[1628368, 1629650]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,4.0,Brown,1629650.0
338,PT10M58.00S,2023-12-27T04:21:57.2Z,3,REGULAR,steal,,[],1629650,,,1610612757,67,63,2023-12-27T04:21:58Z,3360000,False,,,0,,M. Brown STEAL (1 STL),[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
339,PT10M53.00S,2023-12-27T04:22:04.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203924,5.338370565045992,52.94117647058824,1610612757,69,63,2023-12-27T04:23:20Z,3370000,False,-15.0,-2.0,1,left,J. Grant running reverse Layup (9 PTS) (M. Brogdon 4 AST),"[203924, 1627763]",1610612757.0,POR,running reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,9.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,
