actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
15,PT11M07.00S,2024-02-09T03:13:05.0Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612765,0,0,2024-02-09T03:13:11Z,150000,False,,,0,,J. Ivey lost ball TURNOVER (1 TO),"[1631093, 1641739]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Camara,1641739.0,,,,,,,,,,,
16,PT11M07.00S,2024-02-09T03:13:05.0Z,1,REGULAR,steal,,[],1641739,,,1610612757,0,0,2024-02-09T03:14:27Z,160000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M58.00S,2024-02-09T03:13:13.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203924,12.434296977660972,38.970588235294116,1610612757,0,0,2024-02-09T03:13:20Z,170000,False,55.0,64.0,1,left,MISS J. Grant 8' driving Hook,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,8.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M57.00S,2024-02-09T03:13:14.9Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,0,2024-02-09T03:13:20Z,180000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M49.00S,2024-02-09T03:13:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.80354796320631,53.92156862745098,1610612765,0,0,2024-02-09T03:13:29Z,190000,False,20.0,25.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2024-02-09T03:13:24.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,0,2024-02-09T03:13:29Z,200000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M39.00S,2024-02-09T03:13:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.85348226018397,78.92156862745098,1610612757,0,0,2024-02-09T03:13:35Z,210000,False,-145.0,266.0,1,left,MISS A. Simons 30' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,30.25,Missed,,,,,,,,,,,,,,,,,,
22,PT10M37.00S,2024-02-09T03:13:34.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2024-02-09T03:13:35Z,220000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,21.0,3.0,2.0,1.0,,,,,,,,,,,,,,
23,PT10M33.00S,2024-02-09T03:13:39.2Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,0,0,2024-02-09T03:15:59Z,230000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1629680]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right,,,,,,,1.0,Thybulle,1629680.0,,,,,,,,,,,
24,PT10M33.00S,2024-02-09T03:13:39.2Z,1,REGULAR,steal,,[],1629680,,,1610612757,0,0,2024-02-09T03:14:16Z,240000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M20.00S,2024-02-09T03:13:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,8.623521681997373,40.931372549019606,1610612757,0,0,2024-02-09T03:13:57Z,250000,False,45.0,29.0,1,left,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
26,PT10M19.00S,2024-02-09T03:13:52.7Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,0,0,2024-02-09T03:13:52Z,260000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M19.00S,2024-02-09T03:13:55.0Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612757,0,0,2024-02-09T03:14:04Z,270000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Grant 2 FT),"[1641709, 203924]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,1.0,0.0,Grant,203924.0,,,,,,
29,PT10M19.00S,2024-02-09T03:14:21.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203924,,,1610612757,1,0,2024-02-09T03:14:21Z,290000,False,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
30,PT10M19.00S,2024-02-09T03:14:35.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203924,,,1610612757,2,0,2024-02-09T03:14:35Z,300000,False,,,0,,J. Grant Free Throw 2 of 2 (2 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
31,PT10M09.00S,2024-02-09T03:14:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.51182654402102,46.32352941176471,1610612765,2,0,2024-02-09T03:15:02Z,310000,False,-18.0,8.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
32,PT10M06.00S,2024-02-09T03:14:58.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,0,2024-02-09T03:14:58Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,31.0,,,,,,,,,,,,,,,,,
34,PT09M58.00S,2024-02-09T03:15:19.6Z,1,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612765,2,0,2024-02-09T03:15:33Z,340000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Duren 2 FT),"[1629680, 1631105]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,1.0,0.0,Duren,1631105.0,,,,,,
36,PT09M58.00S,2024-02-09T03:15:47.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,2,1,2024-02-09T03:15:47Z,360000,False,,,0,,J. Duren Free Throw 1 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
37,PT09M58.00S,2024-02-09T03:16:04.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,2,2,2024-02-09T03:16:04Z,370000,False,,,0,,J. Duren Free Throw 2 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
38,PT09M44.00S,2024-02-09T03:16:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,6.1268068331143235,52.450980392156865,1610612757,4,2,2024-02-09T03:20:55Z,380000,False,-12.0,5.0,1,left,J. Walker Layup (2 PTS) (M. Thybulle 1 AST),"[1631133, 1629680]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,,,,,,2.0,M. Thybulle,1629680.0,1.0,,
40,PT09M23.00S,2024-02-09T03:16:41.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641709,93.9060446780552,42.64705882352941,1610612765,4,2,2024-02-09T03:16:47Z,400000,False,-37.0,5.0,1,right,MISS A. Thompson turnaround Hook - blocked,"[1641709, 1631133]",1610612765.0,DET,turnaround,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,,,,,,,,,Walker,1631133.0
41,PT09M23.00S,2024-02-09T03:16:41.6Z,1,REGULAR,block,,[],1631133,,,1610612765,4,2,2024-02-09T03:16:43Z,410000,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT09M22.00S,2024-02-09T03:16:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,4,2,2024-02-09T03:16:47Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,40.0,,,,,,,,,,,,,,,,,
44,PT09M20.00S,2024-02-09T03:17:01.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,93.38042049934296,15.196078431372548,1610612765,4,2,2024-02-09T03:17:07Z,440000,False,-174.0,10.0,1,right,MISS C. Cunningham 17' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left,17.43,Missed,,,,,,,,,,,,,,,,,,
45,PT09M16.00S,2024-02-09T03:17:05.5Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,4,2,2024-02-09T03:17:07Z,450000,False,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left,,,44.0,3.0,2.0,1.0,,,,,,,,,,,,,,
46,PT09M14.00S,2024-02-09T03:17:07.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,5.863994743758213,50.0,1610612757,6,2,2024-02-09T03:17:12Z,460000,False,0.0,3.0,1,left,J. Grant running DUNK (4 PTS),[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,,4.0,,,,,
47,PT08M51.00S,2024-02-09T03:17:29.8Z,1,REGULAR,2pt,Jump Shot,[],203488,77.08607095926413,70.34313725490196,1610612765,6,2,2024-02-09T03:17:34Z,470000,False,102.0,163.0,1,right,MISS M. Muscala 19' step back Shot,[203488],1610612765.0,DET,step back,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Right Center,19.2,Missed,,,,,,,,,,,,,,,,,,
48,PT08M49.00S,2024-02-09T03:17:31.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,6,2,2024-02-09T03:17:34Z,480000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
49,PT08M35.00S,2024-02-09T03:17:45.9Z,1,REGULAR,3pt,Jump Shot,[],203924,29.25427069645204,20.34313725490196,1610612757,6,2,2024-02-09T03:17:49Z,490000,False,148.0,222.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,,
50,PT08M34.00S,2024-02-09T03:17:46.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,2,2024-02-09T03:17:49Z,500000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,49.0,4.0,3.0,1.0,,,,,,,,,,,,,,
51,PT08M22.00S,2024-02-09T03:17:59.2Z,1,REGULAR,3pt,Jump Shot,[],1631093,73.9323258869908,17.401960784313726,1610612765,6,5,2024-02-09T03:18:04Z,510000,False,-163.0,193.0,1,right,J. Ivey 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1631093, 1641709]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,,,,,,,3.0,A. Thompson,1641709.0,1.0,,
53,PT08M11.00S,2024-02-09T03:18:09.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,17.821944809461236,95.09803921568627,1610612757,6,5,2024-02-09T03:18:16Z,530000,False,-225.0,115.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
54,PT08M08.00S,2024-02-09T03:18:12.9Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,6,5,2024-02-09T03:18:16Z,540000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT08M02.00S,2024-02-09T03:18:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.9060446780552,48.77450980392157,1610612765,6,7,2024-02-09T03:18:25Z,550000,False,-6.0,5.0,1,right,J. Ivey driving Layup (5 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,,,,,,,5.0,,,,,
57,PT07M46.00S,2024-02-09T03:18:38.4Z,1,REGULAR,foul,personal,[],1631093,,,1610612757,6,7,2024-02-09T03:19:09Z,570000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 203924]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627526.0,1.0,0.0,Grant,203924.0,,,,,,
59,PT07M41.00S,2024-02-09T03:19:06.4Z,1,REGULAR,foul,personal,[],1641709,,,1610612757,6,7,2024-02-09T03:19:13Z,590000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 203924]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,,,,,,,204058.0,2.0,0.0,Grant,203924.0,,,,,,
61,PT07M41.00S,2024-02-09T03:19:14.2Z,1,REGULAR,substitution,out,[],1641709,,,1610612757,6,7,2024-02-09T03:19:20Z,610000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M41.00S,2024-02-09T03:19:14.2Z,1,REGULAR,substitution,in,[],1630649,,,1610612757,6,7,2024-02-09T03:19:20Z,620000,False,,,0,,SUB in: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M33.00S,2024-02-09T03:19:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,8.754927726675426,55.14705882352941,1610612757,8,7,2024-02-09T03:19:42Z,630000,False,-26.0,30.0,1,left,J. Grant driving Layup (6 PTS) (A. Simons 1 AST),"[203924, 1629014]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,,,,,,,,,6.0,A. Simons,1629014.0,1.0,,
65,PT07M13.00S,2024-02-09T03:19:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630649,77.34888304862024,88.72549019607843,1610612765,8,10,2024-02-09T03:20:02Z,650000,False,194.0,160.0,1,right,S. Umude 25' 3PT  (3 PTS) (J. Ivey 1 AST),"[1630649, 1631093]",1610612765.0,DET,,,,Umude,S. Umude,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,,,,,,,3.0,J. Ivey,1631093.0,1.0,,
67,PT06M53.00S,2024-02-09T03:20:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,6.389618922470433,48.28431372549019,1610612757,10,10,2024-02-09T03:20:23Z,670000,False,9.0,8.0,1,left,M. Thybulle driving Layup (2 PTS) (J. Grant 1 AST),"[1629680, 203924]",1610612757.0,POR,driving,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,,,,2.0,J. Grant,203924.0,1.0,,
68,PT06M38.00S,2024-02-09T03:20:33.9Z,1,REGULAR,2pt,Jump Shot,[],1630649,76.82325886990802,50.73529411764706,1610612765,10,10,2024-02-09T03:20:37Z,680000,False,4.0,165.0,1,right,MISS S. Umude 16' pullup Shot,[1630649],1610612765.0,DET,pullup,,,Umude,S. Umude,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2024-02-09T03:20:36.9Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,10,10,2024-02-09T03:20:37Z,690000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M24.00S,2024-02-09T03:20:48.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,9.806176084099869,94.6078431372549,1610612757,10,10,2024-02-09T03:20:52Z,700000,False,-223.0,40.0,1,left,MISS A. Simons step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.65,Missed,,,,,,,,,,,,,,,,,,
71,PT06M22.00S,2024-02-09T03:20:50.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,10,2024-02-09T03:20:52Z,710000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,70.0,5.0,4.0,1.0,,,,,,,,,,,,,,
72,PT06M09.00S,2024-02-09T03:21:02.7Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,10,10,2024-02-09T03:21:06Z,720000,False,,,0,,J. Duren bad pass TURNOVER (2 TO),"[1631105, 1629680]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Thybulle,1629680.0,,,,,,,,,,,
73,PT06M09.00S,2024-02-09T03:21:02.7Z,1,REGULAR,steal,,[],1629680,,,1610612757,10,10,2024-02-09T03:34:09Z,730000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2024-02-09T03:21:09.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631133,5.469776609724048,51.225490196078425,1610612757,12,10,2024-02-09T03:21:31Z,740000,False,-6.0,-1.0,1,left,J. Walker running Layup (4 PTS) (M. Thybulle 2 AST),"[1631133, 1629680]",1610612757.0,POR,running,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,,,,,,,4.0,M. Thybulle,1629680.0,2.0,,
76,PT06M03.00S,2024-02-09T03:21:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,12,10,2024-02-09T03:21:13Z,760000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-02-09T03:23:32.7Z,1,REGULAR,substitution,out,[],203924,,,1610612765,12,10,2024-02-09T03:24:01Z,770000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2024-02-09T03:23:32.7Z,1,REGULAR,substitution,in,[],1631200,,,1610612765,12,10,2024-02-09T03:24:01Z,780000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2024-02-09T03:24:29.3Z,1,REGULAR,3pt,Jump Shot,[],203488,73.27529566360053,81.86274509803921,1610612765,12,13,2024-02-09T03:24:37Z,790000,False,159.0,199.0,1,right,M. Muscala 25' 3PT  (3 PTS) (C. Cunningham 1 AST),"[203488, 1630595]",1610612765.0,DET,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,25.47,Made,,,,,,,,,,,,,3.0,C. Cunningham,1630595.0,1.0,,
81,PT05M27.00S,2024-02-09T03:24:44.8Z,1,REGULAR,3pt,Jump Shot,[],1631200,7.966491458607096,3.9215686274509802,1610612757,15,13,2024-02-09T03:24:48Z,810000,False,230.0,22.0,1,left,K. Murray 3PT  (3 PTS) (M. Thybulle 3 AST),"[1631200, 1629680]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.15,Made,,,,,,,,,,,,,3.0,M. Thybulle,1629680.0,3.0,,
83,PT05M11.00S,2024-02-09T03:25:00.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,92.59198423127464,51.470588235294116,1610612765,15,13,2024-02-09T03:25:05Z,830000,False,7.0,17.0,1,right,MISS J. Duren turnaround Hook - blocked,"[1631105, 1631133]",1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,Walker,1631133.0
84,PT05M11.00S,2024-02-09T03:25:00.4Z,1,REGULAR,block,,[],1631133,,,1610612765,15,13,2024-02-09T03:25:02Z,840000,False,,,0,,J. Walker BLOCK (2 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M09.00S,2024-02-09T03:25:02.4Z,1,REGULAR,rebound,offensive,[],203488,,,1610612765,15,13,2024-02-09T03:25:05Z,850000,False,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,,
