actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
19,PT10M26.00S,2024-02-14T03:14:03.9Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,7,0,2024-02-14T03:14:08Z,190000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629680]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,
20,PT10M26.00S,2024-02-14T03:14:03.9Z,1,REGULAR,steal,,[],1629680,,,1610612757,7,0,2024-02-14T03:14:06Z,200000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M18.00S,2024-02-14T03:14:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,6.258212877792378,46.07843137254902,1610612757,7,0,2024-02-14T03:14:16Z,210000,False,20.0,6.0,1,left,MISS J. Grant driving Layup - blocked,"[203924, 201144]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,Conley,201144.0,,,
22,PT10M18.00S,2024-02-14T03:14:12.1Z,1,REGULAR,block,,[],201144,,,1610612757,7,0,2024-02-14T03:14:13Z,220000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2024-02-14T03:14:14.1Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,7,0,2024-02-14T03:14:16Z,230000,False,,,0,,J. Grant REBOUND (Off:1 Def:0),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,21.0,,,1.0,0.0,1.0
24,PT10M14.00S,2024-02-14T03:14:16.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629680,23.99802890932983,12.254901960784313,1610612757,7,0,2024-02-14T03:14:20Z,240000,False,189.0,173.0,1,left,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
25,PT10M11.00S,2024-02-14T03:14:19.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,7,0,2024-02-14T03:14:20Z,250000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,24.0,,,1.0,1.0,0.0
26,PT10M00.00S,2024-02-14T03:14:29.5Z,1,REGULAR,3pt,Jump Shot,[],201144,92.59198423127464,96.07843137254902,1610612750,7,0,2024-02-14T03:14:34Z,260000,False,230.0,17.0,1,right,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2024-02-14T03:14:32.5Z,1,REGULAR,rebound,offensive,[],201144,,,1610612750,7,0,2024-02-14T03:14:34Z,270000,False,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,26.0,,,1.0,0.0,1.0
28,PT09M55.00S,2024-02-14T03:14:35.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,71.69842312746385,76.9607843137255,1610612750,7,3,2024-02-14T03:14:40Z,280000,False,135.0,214.0,1,right,A. Edwards 25' 3PT  (3 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.25,Made,3.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
30,PT09M34.00S,2024-02-14T03:14:56.8Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,7,3,2024-02-14T03:15:00Z,300000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1630162]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,
31,PT09M34.00S,2024-02-14T03:14:56.8Z,1,REGULAR,steal,,[],1630162,,,1610612750,7,3,2024-02-14T03:14:58Z,310000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2024-02-14T03:15:05.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,83.13074901445466,78.43137254901961,1610612750,7,3,2024-02-14T03:15:13Z,320000,False,142.0,106.0,1,right,MISS A. Edwards 17' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,17.74,Missed,,,,,,,,,,,,,,,,,,
33,PT09M23.00S,2024-02-14T03:15:08.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,7,3,2024-02-14T03:15:13Z,330000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,32.0,,,1.0,1.0,0.0
34,PT09M11.00S,2024-02-14T03:15:19.4Z,1,REGULAR,turnover,lost ball,[],1629680,,,1610612757,7,3,2024-02-14T03:15:22Z,340000,False,,,0,,M. Thybulle lost ball TURNOVER (1 TO),"[1629680, 201144]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Conley,201144.0,,,,,,
35,PT09M11.00S,2024-02-14T03:15:19.4Z,1,REGULAR,steal,,[],201144,,,1610612750,7,3,2024-02-14T03:15:21Z,350000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
36,PT09M06.00S,2024-02-14T03:15:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201144,93.11760840998686,43.627450980392155,1610612750,7,5,2024-02-14T03:15:30Z,360000,False,-32.0,12.0,1,right,M. Conley running Layup (2 PTS),[201144],1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,3.42,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2024-02-14T03:15:38.2Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,7,5,2024-02-14T03:15:44Z,370000,False,,,0,,A. Simons lost ball out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,lost ball,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,202058.0,,,,,1.0,,,,,,,,
38,PT08M44.00S,2024-02-14T03:15:55.9Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612750,7,5,2024-02-14T03:16:50Z,380000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Towns 2 FT),"[203924, 1626157]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
40,PT08M44.00S,2024-02-14T03:16:22.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,7,6,2024-02-14T03:16:22Z,400000,False,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2024-02-14T03:16:52.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,7,7,2024-02-14T03:16:52Z,410000,False,,,0,,K. Towns Free Throw 2 of 2 (2 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M34.00S,2024-02-14T03:17:11.9Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,7,7,2024-02-14T03:17:17Z,420000,False,,,0,,J. Grant step out-of-bounds TURNOVER (2 TO),[203924],1610612757.0,POR,step,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,,,,,1629178.0,,,,,2.0,,,,,,,,
43,PT08M21.00S,2024-02-14T03:17:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,94.30026281208936,46.32352941176471,1610612750,7,7,2024-02-14T03:17:42Z,430000,False,-18.0,1.0,1,right,MISS K. Towns cutting Layup,[1626157],1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2024-02-14T03:17:39.9Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,7,7,2024-02-14T03:17:42Z,440000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,43.0,,,2.0,2.0,0.0
45,PT08M09.00S,2024-02-14T03:17:50.1Z,1,REGULAR,2pt,Jump Shot,[],1629028,21.107095926412615,63.48039215686274,1610612757,9,7,2024-02-14T03:17:54Z,450000,False,-67.0,146.0,1,left,D. Ayton 16' Jump Shot (4 PTS) (T. Camara 2 AST),"[1629028, 1641739]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,16.07,Made,4.0,T. Camara,1641739.0,2.0,,,,,,,,,,,,,,
47,PT07M51.00S,2024-02-14T03:18:11.1Z,1,REGULAR,foul,personal,[],1629680,,,1610612750,9,7,2024-02-14T03:18:24Z,470000,False,,,0,,M. Thybulle personal FOUL (2 PF),"[1629680, 201144]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,2.0,0.0,Conley,201144.0,,,,,,,,,
49,PT07M47.00S,2024-02-14T03:18:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612750,9,7,2024-02-14T03:18:53Z,490000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Edwards 2 FT),"[1641739, 1630162]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left Center,,,,,,,202058.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
51,PT07M47.00S,2024-02-14T03:19:05.3Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,9,8,2024-02-14T03:19:05Z,510000,False,,,0,,A. Edwards Free Throw 1 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
52,PT07M47.00S,2024-02-14T03:19:09.8Z,1,REGULAR,substitution,out,[],1629680,,,1610612750,9,8,2024-02-14T03:19:17Z,520000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2024-02-14T03:19:09.8Z,1,REGULAR,substitution,in,[],1630703,,,1610612750,9,8,2024-02-14T03:19:17Z,530000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M47.00S,2024-02-14T03:19:28.4Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,9,9,2024-02-14T03:19:28Z,540000,False,,,0,,A. Edwards Free Throw 2 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
55,PT07M33.00S,2024-02-14T03:19:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.389618922470433,51.470588235294116,1610612757,11,9,2024-02-14T03:19:52Z,550000,False,-7.0,8.0,1,left,A. Simons driving Layup (4 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.06,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M21.00S,2024-02-14T03:19:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.9862023653088,39.46078431372549,1610612750,11,11,2024-02-14T03:20:04Z,560000,False,-53.0,13.0,1,right,R. Gobert driving Layup (2 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,2.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
58,PT07M09.00S,2024-02-14T03:20:08.8Z,1,REGULAR,3pt,Jump Shot,[],203924,5.863994743758213,97.05882352941177,1610612757,11,11,2024-02-14T03:20:13Z,580000,False,-235.0,3.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
59,PT07M07.00S,2024-02-14T03:20:10.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,11,11,2024-02-14T03:20:13Z,590000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,58.0,,,2.0,2.0,0.0
60,PT06M58.00S,2024-02-14T03:20:25.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,11,11,2024-02-14T03:20:32Z,600000,False,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 1641739]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
62,PT06M58.00S,2024-02-14T03:20:25.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,11,11,2024-02-14T03:20:25Z,620000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,2.0,,,,,,,,
63,PT06M58.00S,2024-02-14T03:20:32.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,11,11,2024-02-14T03:20:32Z,630000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M58.00S,2024-02-14T03:22:57.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612757,11,11,2024-02-14T03:23:27Z,640000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2024-02-14T03:22:57.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612757,11,11,2024-02-14T03:23:27Z,650000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2024-02-14T03:23:38.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630703,15.456636005256241,75.49019607843137,1610612757,13,11,2024-02-14T03:23:43Z,660000,False,-127.0,93.0,1,left,S. Henderson 15' pullup Jump Shot (2 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,15.77,Made,2.0,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2024-02-14T03:23:55.7Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,13,11,2024-02-14T03:23:59Z,670000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1629014]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Simons,1629014.0,,,,,,
68,PT06M28.00S,2024-02-14T03:23:55.7Z,1,REGULAR,steal,,[],1629014,,,1610612757,13,11,2024-02-14T03:23:57Z,680000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2024-02-14T03:24:01.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629014,13.354139290407357,59.068627450980394,1610612757,13,11,2024-02-14T03:28:31Z,690000,False,-45.0,73.0,1,left,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,8.59,Missed,,,,,,,,,,,,,,,,,,
70,PT06M20.00S,2024-02-14T03:24:03.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,13,11,2024-02-14T03:24:12Z,700000,False,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,69.0,,,2.0,1.0,1.0
71,PT06M02.00S,2024-02-14T03:24:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,82.47371879106439,62.00980392156863,1610612750,13,13,2024-02-14T03:24:26Z,710000,False,60.0,112.0,1,right,A. Edwards 12' pullup Jump Shot (7 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,12.72,Made,7.0,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2024-02-14T03:24:29.7Z,1,REGULAR,3pt,Jump Shot,[],203924,20.18725361366623,7.8431372549019605,1610612757,13,13,2024-02-14T03:28:41Z,720000,False,211.0,137.0,1,left,MISS J. Grant 25' pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
73,PT05M52.00S,2024-02-14T03:24:31.7Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,13,13,2024-02-14T03:24:34Z,730000,False,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,72.0,,,3.0,2.0,1.0
74,PT05M36.00S,2024-02-14T03:24:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629675,92.72339027595268,95.09803921568627,1610612750,13,13,2024-02-14T03:24:52Z,740000,False,225.0,16.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2024-02-14T03:24:51.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,13,13,2024-02-14T03:24:52Z,750000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,74.0,,,3.0,3.0,0.0
76,PT05M29.00S,2024-02-14T03:24:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630703,6.389618922470433,45.83333333333333,1610612757,13,13,2024-02-14T03:25:01Z,760000,False,21.0,8.0,1,left,MISS S. Henderson running Layup - blocked,"[1630703, 1630162]",1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,Edwards,1630162.0,,,
77,PT05M29.00S,2024-02-14T03:24:55.0Z,1,REGULAR,block,,[],1630162,,,1610612757,13,13,2024-02-14T03:24:56Z,770000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M27.00S,2024-02-14T03:24:57.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,13,13,2024-02-14T03:25:01Z,780000,False,,,0,,M. Conley REBOUND (Off:1 Def:3),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,76.0,,,4.0,3.0,1.0
79,PT05M18.00S,2024-02-14T03:25:05.6Z,1,REGULAR,3pt,Jump Shot,[],201144,68.15045992115637,20.833333333333336,1610612750,13,16,2024-02-14T03:25:38Z,790000,False,-146.0,247.0,1,right,M. Conley 28' 3PT pullup (5 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,28.67,Made,5.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
80,PT05M01.00S,2024-02-14T03:25:22.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,10.200394218134035,48.529411764705884,1610612757,13,16,2024-02-14T03:25:31Z,800000,False,7.0,43.0,1,left,MISS T. Camara driving Hook - blocked,"[1641739, 1629675]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,,,,Reid,1629675.0,,,
81,PT05M01.00S,2024-02-14T03:25:22.4Z,1,REGULAR,block,,[],1629675,,,1610612757,13,16,2024-02-14T03:25:24Z,810000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2024-02-14T03:25:24.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,16,2024-02-14T03:25:31Z,820000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,80.0,,,1.0,1.0,0.0
