actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M58.00S,2024-02-26T02:15:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612766,0,3,2024-02-26T02:15:38Z,160000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Richards 2 FT),"[1641739, 1630208]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,202037.0,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,
18,PT10M58.00S,2024-02-26T02:15:56.7Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,0,4,2024-02-26T02:15:56Z,180000,False,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
19,PT10M58.00S,2024-02-26T02:16:15.2Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,0,5,2024-02-26T02:16:15Z,190000,False,,,0,,N. Richards Free Throw 2 of 2 (2 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
20,PT10M43.00S,2024-02-26T02:16:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.85348226018397,67.8921568627451,1610612757,0,5,2024-02-26T02:16:40Z,200000,False,-89.0,266.0,1,left,MISS A. Simons 28' 3PT - blocked,"[1629014, 1628998]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,28.04,Missed,,,,,,,,,,Martin,1628998.0,,,
21,PT10M43.00S,2024-02-26T02:16:31.8Z,1,REGULAR,block,,[],1628998,,,1610612757,0,5,2024-02-26T02:16:35Z,210000,False,,,0,,C. Martin BLOCK (1 BLK),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
22,PT10M39.00S,2024-02-26T02:16:35.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,5,2024-02-26T02:16:40Z,220000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
23,PT10M37.00S,2024-02-26T02:16:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,93.24901445466492,47.794117647058826,1610612766,0,7,2024-02-26T02:16:44Z,230000,False,-11.0,11.0,1,right,C. Martin running reverse Layup (2 PTS) (M. Bridges 1 AST),"[1628998, 1628970]",1610612766.0,CHA,running reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,1.56,Made,2.0,,,,,,,,,,,M. Bridges,1628970.0,1.0
25,PT10M20.00S,2024-02-26T02:16:54.6Z,1,REGULAR,3pt,Jump Shot,[],1631200,6.1268068331143235,2.941176470588235,1610612757,0,7,2024-02-26T02:16:57Z,250000,False,235.0,5.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,23.54,Missed,,,,,,,,,,,,,,
26,PT10M19.00S,2024-02-26T02:16:55.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,0,7,2024-02-26T02:16:57Z,260000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
27,PT10M10.00S,2024-02-26T02:17:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628998,90.09526938239159,2.696078431372549,1610612766,0,7,2024-02-26T02:17:09Z,270000,False,-237.0,41.0,1,right,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,24.0,Missed,,,,,,,,,,,,,,
28,PT10M07.00S,2024-02-26T02:17:08.0Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,0,7,2024-02-26T02:17:09Z,280000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,
29,PT10M01.00S,2024-02-26T02:17:16.1Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,0,7,2024-02-26T02:17:23Z,290000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,1148.0,1.0,,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2024-02-26T02:17:45.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,6.783837056504599,44.11764705882353,1610612757,2,7,2024-02-26T02:17:50Z,300000,False,29.0,11.0,1,left,D. Ayton turnaround Hook (2 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,3.15,Made,2.0,,,,,,,,,,,J. Grant,203924.0,1.0
32,PT09M25.00S,2024-02-26T02:18:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,69.07030223390277,71.56862745098039,1610612766,2,7,2024-02-26T02:18:08Z,320000,False,108.0,238.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,26.15,Missed,,,,,,,,,,,,,,
33,PT09M22.00S,2024-02-26T02:18:08.0Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,2,7,2024-02-26T02:18:08Z,330000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,
34,PT09M07.00S,2024-02-26T02:18:21.4Z,1,REGULAR,3pt,Jump Shot,[],203924,26.363337713534822,19.362745098039216,1610612757,5,7,2024-02-26T02:18:25Z,340000,False,153.0,195.0,1,left,J. Grant 24' 3PT  (3 PTS) (D. Ayton 1 AST),"[203924, 1629028]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,24.82,Made,3.0,,,,,,,,,,,D. Ayton,1629028.0,1.0
36,PT08M50.00S,2024-02-26T02:18:41.3Z,1,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,5,7,2024-02-26T02:18:46Z,360000,False,,,0,,C. Martin lost ball out-of-bounds TURNOVER (1 TO),[1628998],1610612766.0,CHA,lost ball,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,1198.0,1.0,,,,,,,,,,,,,,,,,,
37,PT08M35.00S,2024-02-26T02:19:08.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203924,8.09789750328515,49.50980392156863,1610612757,7,7,2024-02-26T02:19:12Z,370000,False,2.0,24.0,1,left,J. Grant driving Hook (5 PTS) (K. Murray 1 AST),"[203924, 1631200]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,2.37,Made,5.0,,,,,,,,,,,K. Murray,1631200.0,1.0
39,PT08M12.00S,2024-02-26T02:19:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,94.95729303547962,50.0,1610612766,7,9,2024-02-26T02:19:36Z,390000,False,0.0,-5.0,1,right,N. Richards Layup (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,0.51,Made,4.0,,,,,,,,,,,,,
40,PT07M52.00S,2024-02-26T02:19:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.2161629434954,39.21568627450981,1610612757,9,9,2024-02-26T02:20:02Z,400000,False,54.0,119.0,1,left,D. Ayton 13' floating Jump Shot (4 PTS) (K. Murray 2 AST),"[1629028, 1631200]",1610612757.0,POR,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.04,Made,4.0,,,,,,,,,,,K. Murray,1631200.0,2.0
42,PT07M34.00S,2024-02-26T02:20:08.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,68.9388961892247,24.754901960784316,1610612766,9,12,2024-02-26T02:20:11Z,420000,False,-126.0,239.0,1,right,B. Miller 27' 3PT  (3 PTS) (T. Mann 1 AST),"[1641706, 1630544]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,27.07,Made,3.0,,,,,,,,,,,T. Mann,1630544.0,1.0
44,PT07M18.00S,2024-02-26T02:20:24.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.065045992115635,65.44117647058823,1610612757,9,12,2024-02-26T02:20:29Z,440000,False,-77.0,258.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,26.96,Missed,,,,,,,,,,,,,,
45,PT07M16.00S,2024-02-26T02:20:26.2Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,9,12,2024-02-26T02:20:29Z,450000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,
46,PT07M13.00S,2024-02-26T02:20:30.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,24.26084099868594,10.294117647058822,1610612757,9,12,2024-02-26T02:20:33Z,460000,False,199.0,176.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,26.5,Missed,,,,,,,,,,,,,,
47,PT07M10.00S,2024-02-26T02:20:33.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,9,12,2024-02-26T02:20:33Z,470000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,46.0,3.0,2.0,1.0,,,,,
48,PT07M02.00S,2024-02-26T02:20:40.5Z,1,REGULAR,3pt,Jump Shot,[],1630544,70.51576872536137,20.833333333333336,1610612766,9,12,2024-02-26T02:20:45Z,480000,False,-146.0,225.0,1,right,MISS T. Mann 26' pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,26.79,Missed,,,,,,,,,,,,,,
49,PT07M00.00S,2024-02-26T02:20:42.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,9,12,2024-02-26T02:20:45Z,490000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,
50,PT06M46.00S,2024-02-26T02:20:56.7Z,1,REGULAR,3pt,Jump Shot,[],1629014,30.962549277266753,72.79411764705883,1610612757,9,12,2024-02-26T02:21:02Z,500000,False,-114.0,239.0,1,left,MISS A. Simons 26' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,26.43,Missed,,,,,,,,,,,,,,
51,PT06M41.00S,2024-02-26T02:21:01.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,9,12,2024-02-26T02:21:02Z,510000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,,,
52,PT06M36.00S,2024-02-26T02:21:10.2Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612757,9,12,2024-02-26T02:21:15Z,520000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Simons 2 FT),"[1630208, 1629014]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Mid-Range,8-16 Center,1198.0,,,,,,,1.0,0.0,Simons,1629014.0,,,,,,,,,
54,PT06M36.00S,2024-02-26T02:21:17.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,12,2024-02-26T02:21:17Z,540000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M36.00S,2024-02-26T02:23:56.5Z,1,REGULAR,substitution,out,[],203924,,,1610612757,9,12,2024-02-26T02:24:13Z,550000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M36.00S,2024-02-26T02:23:56.5Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,9,12,2024-02-26T02:24:13Z,560000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2024-02-26T02:24:19.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629014,,,1610612757,10,12,2024-02-26T02:24:19Z,570000,False,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
58,PT06M36.00S,2024-02-26T02:24:33.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629014,,,1610612757,11,12,2024-02-26T02:24:33Z,580000,False,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
59,PT06M22.00S,2024-02-26T02:24:54.5Z,1,REGULAR,turnover,bad pass,[],1628970,,,1610612766,11,12,2024-02-26T02:25:00Z,590000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628970, 1631200]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,1.0,Murray,1631200.0,,,,,,,,,,,,,,,,
60,PT06M22.00S,2024-02-26T02:24:54.5Z,1,REGULAR,steal,,[],1631200,,,1610612757,11,12,2024-02-26T02:24:56Z,600000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
61,PT06M12.00S,2024-02-26T02:25:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631200,6.652431011826544,3.431372549019608,1610612757,11,12,2024-02-26T02:25:10Z,610000,False,233.0,10.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,23.3,Missed,,,,,,,,,,,,,,
63,PT06M08.00S,2024-02-26T02:25:08.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,11,12,2024-02-26T02:25:10Z,630000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,
64,PT06M05.00S,2024-02-26T02:25:11.2Z,1,REGULAR,turnover,bad pass,[],1641706,,,1610612766,11,12,2024-02-26T02:25:15Z,640000,False,,,0,,B. Miller bad pass TURNOVER (2 TO),"[1641706, 1629680]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,
65,PT06M05.00S,2024-02-26T02:25:11.2Z,1,REGULAR,steal,,[],1629680,,,1610612757,11,12,2024-02-26T02:31:44Z,650000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2024-02-26T02:25:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612757,11,12,2024-02-26T02:25:29Z,660000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Ayton 2 FT),"[1630544, 1629028]",1610612766.0,CHA,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,1.0,0.0,Ayton,1629028.0,,,,,,,,,
68,PT06M00.00S,2024-02-26T02:25:41.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629028,,,1610612757,12,12,2024-02-26T02:25:41Z,680000,False,,,0,,D. Ayton Free Throw 1 of 2 (5 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
69,PT06M00.00S,2024-02-26T02:25:42.1Z,1,REGULAR,substitution,out,[],1628998,,,1610612757,12,12,2024-02-26T02:25:47Z,690000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2024-02-26T02:25:42.1Z,1,REGULAR,substitution,out,[],1630544,,,1610612757,12,12,2024-02-26T02:25:47Z,700000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M00.00S,2024-02-26T02:25:42.1Z,1,REGULAR,substitution,in,[],203995,,,1610612757,12,12,2024-02-26T02:25:47Z,710000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M00.00S,2024-02-26T02:25:42.1Z,1,REGULAR,substitution,in,[],1631121,,,1610612757,12,12,2024-02-26T02:25:47Z,720000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M00.00S,2024-02-26T02:26:01.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629028,,,1610612757,13,12,2024-02-26T02:26:01Z,730000,False,,,0,,D. Ayton Free Throw 2 of 2 (6 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
74,PT05M39.00S,2024-02-26T02:26:25.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,94.30026281208936,37.5,1610612766,13,12,2024-02-26T02:26:29Z,740000,False,-62.0,1.0,1,right,MISS N. Richards 6' turnaround Hook,[1630208],1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.25,Missed,,,,,,,,,,,,,,
75,PT05M37.00S,2024-02-26T02:26:27.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,13,12,2024-02-26T02:26:27Z,750000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,74.0,2.0,2.0,0.0,,,,,
76,PT05M23.00S,2024-02-26T02:26:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,5.732588699080158,53.18627450980392,1610612757,13,12,2024-02-26T02:26:47Z,760000,False,-16.0,1.0,1,left,MISS K. Murray driving Layup - blocked,"[1631200, 1630208]",1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,1.6,Missed,,,,,,,,,,Richards,1630208.0,,,
112,PT05M23.00S,2024-02-26T02:26:41.8Z,1,REGULAR,block,,[],1630208,,,1610612757,13,12,2024-02-26T02:30:53Z,765000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M21.00S,2024-02-26T02:26:43.8Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,13,12,2024-02-26T02:26:47Z,770000,False,,,0,,K. Murray REBOUND (Off:2 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,76.0,2.0,0.0,2.0,,,,,
78,PT05M21.00S,2024-02-26T02:26:43.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,5.590000152587891,50.0,1610612757,15,12,2024-02-26T02:26:43Z,780000,False,0.0,0.0,1,left,K. Murray tip Layup (2 PTS),[1631200],1610612757.0,POR,tip,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,2.0,,,,,,,,,,,,,
79,PT05M05.00S,2024-02-26T02:26:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,93.9060446780552,95.83333333333334,1610612766,15,15,2024-02-26T02:27:02Z,790000,False,229.0,5.0,1,right,M. Bridges 3PT  (3 PTS) (B. McGowens 1 AST),"[1628970, 1631121]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,22.93,Made,3.0,,,,,,,,,,,B. McGowens,1631121.0,1.0
81,PT04M47.00S,2024-02-26T02:27:18.0Z,1,REGULAR,turnover,bad pass,[],1631200,,,1610612757,15,15,2024-02-26T02:27:21Z,810000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631200, 1630208]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,,1.0,Richards,1630208.0,,,,,,,,,,,,,,,,
82,PT04M47.00S,2024-02-26T02:27:18.0Z,1,REGULAR,steal,,[],1630208,,,1610612766,15,15,2024-02-26T02:27:19Z,820000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
83,PT04M36.00S,2024-02-26T02:27:28.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203995,79.84559789750328,68.13725490196079,1610612766,15,17,2024-02-26T02:27:31Z,830000,False,91.0,137.0,1,right,V. Micic 16' pullup Jump Shot (2 PTS),[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right Center,,,,,16.43,Made,2.0,,,,,,,,,,,,,
