actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M11.00S,2024-04-13T02:14:55.8Z,1,REGULAR,foul,technical,['1freethrow'],1629028,,,1610612745,5,2,2024-04-13T02:15:04Z,190000,False,,,0,,D. Ayton defensive-3-second technical FOUL (1 Tech),[1629028],1610612757.0,POR,defensive-3-second,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,1627526.0,0.0,1.0,,
20,PT10M11.00S,2024-04-13T02:15:05.3Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,5,3,2024-04-13T02:15:05Z,200000,False,,,0,,J. Green technical Free Throw 1 of 1 (3 PTS),[1630224],1610612745.0,HOU,technical,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2024-04-13T02:15:17.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,92.32917214191852,44.6078431372549,1610612745,5,5,2024-04-13T02:15:22Z,210000,False,-27.0,20.0,1,right,A. Thompson cutting DUNK (2 PTS) (J. Smith Jr. 1 AST),"[1641708, 1631095]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.34,Made,2.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
23,PT09M43.00S,2024-04-13T02:15:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,8.360709592641262,58.57843137254902,1610612757,7,5,2024-04-13T02:21:50Z,230000,False,-43.0,26.0,1,left,D. Ayton Layup (2 PTS) (S. Henderson 2 AST),"[1629028, 1630703]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,2.0,S. Henderson,1630703.0,2.0,,,,,,,,,,,,,,
25,PT09M34.00S,2024-04-13T02:15:46.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,79.45137976346912,64.70588235294117,1610612745,7,7,2024-04-13T02:15:50Z,250000,False,74.0,141.0,1,right,J. Green 15' pullup Jump Shot (5 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Center,15.87,Made,5.0,,,,,,,,,,,,,,,,,
26,PT09M12.00S,2024-04-13T02:16:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630703,31.61957950065703,21.568627450980394,1610612757,10,7,2024-04-13T02:16:13Z,260000,False,142.0,245.0,1,left,S. Henderson 28' 3PT  (3 PTS) (R. Rupert 1 AST),"[1630703, 1641712]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,28.3,Made,3.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,,,,
28,PT08M51.00S,2024-04-13T02:16:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.06636005256242,54.166666666666664,1610612745,10,9,2024-04-13T02:16:35Z,280000,False,21.0,22.0,1,right,J. Smith Jr. driving finger roll Layup (2 PTS),[1631095],1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.03,Made,2.0,,,,,,,,,,,,,,,,,
29,PT08M28.00S,2024-04-13T02:16:52.4Z,1,REGULAR,3pt,Jump Shot,[],1631200,31.750985545335087,57.84313725490197,1610612757,10,9,2024-04-13T02:16:56Z,290000,False,-39.0,246.0,1,left,MISS K. Murray 24' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
30,PT08M26.00S,2024-04-13T02:16:55.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,10,9,2024-04-13T02:16:55Z,300000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,
31,PT08M22.00S,2024-04-13T02:17:02.1Z,1,REGULAR,foul,personal,[],1631133,,,1610612745,10,9,2024-04-13T02:17:13Z,310000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1641708]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Thompson,1641708.0
33,PT08M14.00S,2024-04-13T02:17:24.8Z,1,REGULAR,2pt,Jump Shot,[],1630224,88.38699080157687,24.264705882352942,1610612745,10,9,2024-04-13T02:17:28Z,330000,False,-129.0,57.0,1,right,MISS J. Green 14' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,14.06,Missed,,,,,,,,,,,,,,,,,,
34,PT08M12.00S,2024-04-13T02:17:26.8Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,10,9,2024-04-13T02:17:28Z,340000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,
35,PT08M04.00S,2024-04-13T02:17:34.7Z,1,REGULAR,2pt,Jump Shot,[],1629028,26.363337713534822,46.81372549019608,1610612757,12,9,2024-04-13T02:17:38Z,350000,False,16.0,195.0,1,left,D. Ayton 19' Jump Shot (4 PTS) (S. Henderson 3 AST),"[1629028, 1630703]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,19.59,Made,4.0,S. Henderson,1630703.0,3.0,,,,,,,,,,,,,,
37,PT07M52.00S,2024-04-13T02:17:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,80.23981603153744,43.872549019607845,1610612745,12,9,2024-04-13T02:17:51Z,370000,False,-31.0,133.0,1,right,MISS A. Thompson 13' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,13.67,Missed,,,,,,,,,,,,,,,,,,
38,PT07M49.00S,2024-04-13T02:17:49.8Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,12,9,2024-04-13T02:17:51Z,380000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,
39,PT07M43.00S,2024-04-13T02:17:56.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630703,6.258212877792378,52.69607843137255,1610612757,12,9,2024-04-13T02:19:46Z,390000,False,-13.0,6.0,1,left,MISS S. Henderson running reverse Layup,[1630703],1610612757.0,POR,running reverse,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
40,PT07M42.00S,2024-04-13T02:17:57.2Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,12,9,2024-04-13T02:19:46Z,400000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,39.0,3.0,2.0,1.0,,,,,
41,PT07M42.00S,2024-04-13T02:18:02.6Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612757,12,9,2024-04-13T02:18:16Z,410000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Walker 2 FT),"[1628415, 1631133]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Walker,1631133.0
43,PT07M42.00S,2024-04-13T02:18:27.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631133,,,1610612757,13,9,2024-04-13T02:18:27Z,430000,False,,,0,,J. Walker Free Throw 1 of 2 (6 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
44,PT07M42.00S,2024-04-13T02:18:41.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631133,,,1610612757,14,9,2024-04-13T02:18:41Z,440000,False,,,0,,J. Walker Free Throw 2 of 2 (7 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
45,PT07M31.00S,2024-04-13T02:18:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,14,9,2024-04-13T02:19:10Z,450000,False,,,0,,A. Thompson lost ball out-of-bounds TURNOVER (1 TO),[1641708],1610612745.0,HOU,lost ball,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,,,,,,,,,202041.0,,,,
46,PT07M09.00S,2024-04-13T02:19:29.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630703,25.837713534822605,44.85294117647059,1610612757,16,9,2024-04-13T02:19:34Z,460000,False,26.0,190.0,1,left,S. Henderson 19' pullup bank Jump Shot (5 PTS) (R. Rupert 2 AST),"[1630703, 1641712]",1610612757.0,POR,pullup bank,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Center,19.21,Made,5.0,R. Rupert,1641712.0,2.0,,,,,,,,,,,,,,
48,PT06M52.00S,2024-04-13T02:19:45.7Z,1,REGULAR,3pt,Jump Shot,[],1629111,89.43823915900131,3.1862745098039214,1610612745,16,9,2024-04-13T02:19:52Z,480000,False,-234.0,47.0,1,right,MISS J. Landale 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,23.87,Missed,,,,,,,,,,,,,,,,,,
49,PT06M48.00S,2024-04-13T02:19:49.7Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,16,9,2024-04-13T02:19:52Z,490000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,,
50,PT06M47.00S,2024-04-13T02:19:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,93.64323258869908,53.92156862745098,1610612745,16,11,2024-04-13T02:19:54Z,500000,False,20.0,7.0,1,right,A. Thompson putback Layup (4 PTS),[1641708],1610612745.0,HOU,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,,,,,,
51,PT06M43.00S,2024-04-13T02:20:00.7Z,1,REGULAR,foul,personal,[],1628415,,,1610612757,16,11,2024-04-13T02:20:11Z,510000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1630703]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Henderson,1630703.0
53,PT06M43.00S,2024-04-13T02:20:12.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,11,2024-04-13T02:20:17Z,530000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M43.00S,2024-04-13T02:22:28.7Z,1,REGULAR,substitution,out,[],1641712,,,1610612757,16,11,2024-04-13T02:22:46Z,540000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M43.00S,2024-04-13T02:22:28.7Z,1,REGULAR,substitution,out,[],1628415,,,1610612757,16,11,2024-04-13T02:22:46Z,550000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2024-04-13T02:22:28.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612757,16,11,2024-04-13T02:22:46Z,560000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M43.00S,2024-04-13T02:22:28.7Z,1,REGULAR,substitution,in,[],1641715,,,1610612757,16,11,2024-04-13T02:22:46Z,570000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M26.00S,2024-04-13T02:23:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,16.63929040735874,36.51960784313725,1610612757,16,11,2024-04-13T02:23:18Z,580000,False,67.0,104.0,1,left,MISS D. Ayton 12' driving Hook,[1629028],1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,12.38,Missed,,,,,,,,,,,,,,,,,,
59,PT06M25.00S,2024-04-13T02:23:14.5Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,16,11,2024-04-13T02:23:18Z,590000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,58.0,3.0,2.0,1.0,,,,,
60,PT06M16.00S,2024-04-13T02:23:23.9Z,1,REGULAR,3pt,Jump Shot,[],1641715,85.3646517739816,96.32352941176471,1610612745,16,11,2024-04-13T02:23:28Z,600000,False,232.0,85.0,1,right,MISS C. Whitmore 24' step back 3PT,[1641715],1610612745.0,HOU,step back,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,24.67,Missed,,,,,,,,,,,,,,,,,,
61,PT06M14.00S,2024-04-13T02:23:25.9Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,16,11,2024-04-13T02:23:28Z,610000,False,,,0,,J. Walker REBOUND (Off:1 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,60.0,4.0,3.0,1.0,,,,,
62,PT06M03.00S,2024-04-13T02:23:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,8.754927726675426,60.5392156862745,1610612757,16,11,2024-04-13T02:23:43Z,620000,False,-53.0,30.0,1,left,MISS D. Banton 6' driving Layup,[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
63,PT06M01.00S,2024-04-13T02:23:39.1Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,16,11,2024-04-13T02:23:43Z,630000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,
64,PT05M56.00S,2024-04-13T02:23:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641715,86.67871222076215,49.26470588235294,1610612745,16,11,2024-04-13T02:23:50Z,640000,False,-4.0,73.0,1,right,MISS C. Whitmore 7' running Layup,[1641715],1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
65,PT05M54.00S,2024-04-13T02:23:45.7Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,16,11,2024-04-13T02:23:45Z,650000,False,,,0,,J. Walker REBOUND (Off:1 Def:4),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,64.0,5.0,4.0,1.0,,,,,
66,PT05M37.00S,2024-04-13T02:24:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630703,9.411957950065702,96.32352941176471,1610612757,19,11,2024-04-13T02:24:06Z,660000,False,-232.0,36.0,1,left,S. Henderson 3PT step back (8 PTS),[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,23.44,Made,8.0,,,,,,,,,,,,,,,,,
67,PT05M14.00S,2024-04-13T02:24:25.1Z,1,REGULAR,3pt,Jump Shot,[],1641708,68.01905387647832,33.33333333333333,1610612745,19,11,2024-04-13T02:24:29Z,670000,False,-83.0,248.0,1,right,MISS A. Thompson 26' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
68,PT05M14.00S,2024-04-13T02:24:25.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,19,11,2024-04-13T02:24:29Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,67.0,,,,,,,,
70,PT04M58.00S,2024-04-13T02:24:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612757,19,11,2024-04-13T02:38:08Z,692500,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Walker 2 FT),"[1629111, 1631133]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Walker,1631133.0
72,PT04M58.00S,2024-04-13T02:25:24.4Z,1,REGULAR,freethrow,1 of 2,[],1631133,,,1610612757,19,11,2024-04-13T02:49:14Z,694062,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT04M58.00S,2024-04-13T02:25:24.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,19,11,2024-04-13T02:49:14Z,694218,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,
74,PT04M58.00S,2024-04-13T02:25:24.4Z,1,REGULAR,freethrow,2 of 2,[],1631133,,,1610612757,19,11,2024-04-13T02:49:14Z,694296,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2024-04-13T02:25:24.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,19,11,2024-04-13T02:49:14Z,694335,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,74.0,4.0,3.0,1.0,,,,,
84,PT04M58.00S,2024-04-13T02:25:45.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,19,11,2024-04-13T02:49:14Z,694375,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M58.00S,2024-04-13T02:25:45.2Z,1,REGULAR,substitution,in,[],201145,,,1610612745,19,11,2024-04-13T02:49:14Z,694687,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M41.00S,2024-04-13T02:26:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.9862023653088,57.107843137254896,1610612745,19,13,2024-04-13T02:26:12Z,760000,False,36.0,13.0,1,right,J. Landale driving reverse Layup (2 PTS) (C. Whitmore 1 AST),"[1629111, 1641715]",1610612745.0,HOU,driving reverse,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.79,Made,2.0,C. Whitmore,1641715.0,1.0,,,,,,,,,,,,,,
78,PT04M23.00S,2024-04-13T02:26:23.1Z,1,REGULAR,3pt,Jump Shot,[],1631200,28.991458607095925,22.30392156862745,1610612757,19,13,2024-04-13T02:26:27Z,780000,False,138.0,220.0,1,left,MISS K. Murray 26' pullup 3PT,[1631200],1610612757.0,POR,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
79,PT04M21.00S,2024-04-13T02:26:25.2Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,19,13,2024-04-13T02:26:25Z,790000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,
80,PT04M16.00S,2024-04-13T02:26:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,82.86793692509855,36.51960784313725,1610612745,19,13,2024-04-13T02:26:37Z,800000,False,-67.0,109.0,1,right,MISS C. Whitmore 12' pullup Shot,[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Left,12.77,Missed,,,,,,,,,,,,,,,,,,
81,PT04M11.00S,2024-04-13T02:26:35.0Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,19,13,2024-04-13T02:26:37Z,810000,False,,,0,,A. Thompson REBOUND (Off:2 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,80.0,5.0,3.0,2.0,,,,,
82,PT04M09.00S,2024-04-13T02:26:37.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629111,92.06636005256242,52.450980392156865,1610612745,19,15,2024-04-13T02:26:45Z,820000,False,12.0,22.0,1,right,J. Landale cutting DUNK (4 PTS) (J. Green 1 AST),"[1629111, 201145]",1610612745.0,HOU,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.53,Made,4.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,
86,PT03M53.00S,2024-04-13T02:26:56.3Z,1,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612757,19,15,2024-04-13T02:27:01Z,840000,False,,,0,,D. Ayton lost ball out-of-bounds TURNOVER (1 TO),[1629028],1610612757.0,POR,lost ball,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,,,,,201246.0,,,,
87,PT03M53.00S,2024-04-13T02:26:59.3Z,1,REGULAR,substitution,out,[],1631200,,,1610612745,19,15,2024-04-13T02:27:04Z,850000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
