actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
19,PT10M05.00S,2024-03-14T02:13:29.5Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,2,2,2024-03-14T02:13:30Z,190000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Right,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,
20,PT09M51.00S,2024-03-14T02:13:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,73.9323258869908,15.686274509803921,1610612757,2,2,2024-03-14T02:13:49Z,200000,False,-172.0,193.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
21,PT09M47.00S,2024-03-14T02:13:48.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,2,2024-03-14T02:13:49Z,210000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,
22,PT09M32.00S,2024-03-14T02:14:03.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,15.719448094612352,49.50980392156863,1610612737,2,2,2024-03-14T02:14:07Z,220000,False,2.0,95.0,1,left,MISS C. Capela 9' turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,9.53,Missed,,,,,,,,,,,,,,,
23,PT09M30.00S,2024-03-14T02:14:05.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,2,2,2024-03-14T02:14:07Z,230000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
24,PT09M15.00S,2024-03-14T02:14:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631200,87.86136662286465,48.03921568627451,1610612757,2,2,2024-03-14T02:14:27Z,240000,False,-10.0,62.0,1,right,MISS K. Murray 6' driving Layup - blocked,"[1631200, 202083]",1610612757.0,POR,driving,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,6.24,Missed,Matthews,202083.0,,,,,,,,,,,,,
25,PT09M15.00S,2024-03-14T02:14:21.5Z,1,REGULAR,block,,[],202083,,,1610612757,2,2,2024-03-14T02:14:23Z,250000,False,,,0,,W. Matthews BLOCK (1 BLK),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M15.00S,2024-03-14T02:14:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,2,2,2024-03-14T02:14:27Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,24.0,,,,,,,,,,,,
28,PT09M11.00S,2024-03-14T02:14:44.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,80.1084099868594,43.627450980392155,1610612757,2,2,2024-03-14T02:14:50Z,280000,False,-32.0,134.0,1,right,MISS D. Ayton 13' pullup Shot,[1629028],1610612757.0,POR,pullup,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,13.82,Missed,,,,,,,,,,,,,,,
29,PT09M08.00S,2024-03-14T02:14:47.8Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,2,2,2024-03-14T02:14:50Z,290000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,28.0,3.0,2.0,1.0,,,,,,,,,
30,PT09M06.00S,2024-03-14T02:14:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,92.72339027595268,53.18627450980392,1610612757,4,2,2024-03-14T02:20:07Z,300000,False,16.0,16.0,1,right,T. Camara putback Layup (2 PTS),[1641739],1610612757.0,POR,putback,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,2.25,Made,,,,,,,2.0,,,,,,,,
31,PT09M02.00S,2024-03-14T02:14:56.7Z,1,REGULAR,foul,personal,[],1641739,,,1610612737,4,2,2024-03-14T02:15:10Z,310000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1627749]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1155.0,1.0,0.0,Murray,1627749.0,,,
33,PT08M48.00S,2024-03-14T02:15:21.2Z,1,REGULAR,2pt,Jump Shot,[],203992,11.251642575558476,79.90196078431373,1610612737,4,2,2024-03-14T02:15:26Z,330000,False,-150.0,53.0,1,left,MISS B. Bogdanovic 15' pullup Shot - blocked,"[203992, 1631200]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,15.87,Missed,Murray,1631200.0,,,,,,,,,,,,,
34,PT08M48.00S,2024-03-14T02:15:21.2Z,1,REGULAR,block,,[],1631200,,,1610612737,4,2,2024-03-14T02:15:24Z,340000,False,,,0,,K. Murray BLOCK (1 BLK),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2024-03-14T02:15:22.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,4,2,2024-03-14T02:15:26Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,33.0,,,,,,,,,,,,
37,PT08M42.00S,2024-03-14T02:15:44.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,30.17411300919842,71.81372549019608,1610612737,4,5,2024-03-14T02:15:50Z,370000,False,-109.0,231.0,1,left,D. Murray 25' 3PT pullup (3 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.56,Made,,,,,,,3.0,,,,,,,,
38,PT08M33.00S,2024-03-14T02:15:52.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,75.1149802890933,13.480392156862745,1610612757,4,5,2024-03-14T02:16:00Z,380000,False,-183.0,181.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,25.74,Missed,,,,,,,,,,,,,,,
39,PT08M27.00S,2024-03-14T02:15:58.8Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,4,5,2024-03-14T02:16:00Z,390000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,
40,PT08M27.00S,2024-03-14T02:15:58.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,94.40999984741211,50.0,1610612757,4,5,2024-03-14T02:15:58Z,400000,False,0.0,0.0,1,right,MISS K. Murray tip Layup,[1631200],1610612757.0,POR,tip,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
41,PT08M26.00S,2024-03-14T02:15:59.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,5,2024-03-14T02:15:59Z,410000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,40.0,3.0,2.0,1.0,,,,,,,,,
42,PT08M24.00S,2024-03-14T02:16:01.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627749,20.318659658344284,62.00980392156863,1610612737,4,7,2024-03-14T02:16:49Z,420000,False,-60.0,138.0,1,left,D. Murray 15' running pullup Jump Shot (5 PTS),[1627749],1610612737.0,ATL,running pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,15.09,Made,,,,,,,5.0,,,,,,,,
43,PT08M05.00S,2024-03-14T02:16:21.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,70.38436268068331,30.392156862745097,1610612757,4,7,2024-03-14T02:16:25Z,430000,False,-98.0,226.0,1,right,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,24.62,Missed,,,,,,,,,,,,,,,
44,PT08M02.00S,2024-03-14T02:16:24.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,7,2024-03-14T02:16:25Z,440000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,43.0,4.0,3.0,1.0,,,,,,,,,
45,PT07M55.00S,2024-03-14T02:16:31.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,13.354139290407357,35.78431372549019,1610612737,4,9,2024-03-14T02:16:36Z,450000,False,71.0,73.0,1,left,C. Capela 10' turnaround Hook (4 PTS) (B. Bogdanovic 1 AST),"[203991, 203992]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,10.19,Made,,,,,,,4.0,,,,,,B. Bogdanovic,203992.0,1.0
47,PT07M41.00S,2024-03-14T02:16:45.4Z,1,REGULAR,turnover,bad pass,[],1631200,,,1610612757,4,9,2024-03-14T02:16:51Z,470000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631200, 203991]",1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,1.0,Capela,203991.0,,,,,,,,,,,,,,,,,
48,PT07M41.00S,2024-03-14T02:16:45.4Z,1,REGULAR,steal,,[],203991,,,1610612737,4,9,2024-03-14T02:16:47Z,480000,False,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M33.00S,2024-03-14T02:16:54.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202083,27.020367936925098,19.11764705882353,1610612737,4,9,2024-03-14T02:17:01Z,490000,False,154.0,201.0,1,left,MISS W. Matthews 25' step back 3PT,[202083],1610612737.0,ATL,step back,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,,,,25.39,Missed,,,,,,,,,,,,,,,
50,PT07M27.00S,2024-03-14T02:17:00.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,4,9,2024-03-14T02:17:01Z,500000,False,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,49.0,5.0,3.0,2.0,,,,,,,,,
51,PT07M27.00S,2024-03-14T02:17:00.2Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,4,9,2024-03-14T02:17:09Z,510000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1631200]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,1.0,Murray,1631200.0,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2024-03-14T02:17:00.2Z,1,REGULAR,steal,,[],1631200,,,1610612757,4,9,2024-03-14T02:17:01Z,520000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M24.00S,2024-03-14T02:17:03.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630625,92.46057818659659,49.754901960784316,1610612757,4,9,2024-03-14T02:25:13Z,530000,False,-1.0,18.0,1,right,MISS D. Banton running Layup - blocked,"[1630625, 1630249]",1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,Krejci,1630249.0,,,,,,,,,,,,,
56,PT07M24.00S,2024-03-14T02:17:03.2Z,1,REGULAR,block,,[],1630249,,,1610612757,4,9,2024-03-14T02:17:22Z,535000,False,,,0,,V. Krejci BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M24.00S,2024-03-14T02:17:03.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,4,9,2024-03-14T02:17:22Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,53.0,,,,,,,,,,,,
57,PT07M17.00S,2024-03-14T02:17:27.9Z,1,REGULAR,2pt,Hook,"['fromturnover', '2ndchance']",1641739,93.24901445466492,29.65686274509804,1610612757,4,9,2024-03-14T02:17:40Z,560000,False,-102.0,11.0,1,right,MISS T. Camara 10' turnaround Hook,[1641739],1610612757.0,POR,turnaround,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,,10.23,Missed,,,,,,,,,,,,,,,
58,PT07M15.00S,2024-03-14T02:17:29.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,9,2024-03-14T02:17:40Z,570000,False,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,57.0,6.0,4.0,2.0,,,,,,,,,
59,PT07M05.00S,2024-03-14T02:17:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,15.588042049934298,63.48039215686274,1610612737,4,11,2024-03-14T02:26:14Z,580000,False,-67.0,94.0,1,left,D. Murray 11' pullup Jump Shot (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,11.57,Made,,,,,,,7.0,,,,,,,,
60,PT07M05.00S,2024-03-14T02:17:47.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,4,11,2024-03-14T02:17:47Z,590000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M05.00S,2024-03-14T02:20:26.1Z,1,REGULAR,substitution,out,[],1630625,,,1610612757,4,11,2024-03-14T02:20:30Z,600000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M05.00S,2024-03-14T02:20:26.1Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,4,11,2024-03-14T02:20:30Z,610000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2024-03-14T02:20:50.0Z,1,REGULAR,foul,personal,[],203992,,,1610612757,4,11,2024-03-14T02:20:59Z,620000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1631200]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1155.0,1.0,0.0,Murray,1631200.0,,,
65,PT06M51.00S,2024-03-14T02:21:13.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,91.67214191852825,50.0,1610612757,6,11,2024-03-14T02:21:19Z,640000,False,0.0,26.0,1,right,D. Ayton cutting DUNK (2 PTS) (M. Thybulle 1 AST),"[1629028, 1629680]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,2.58,Made,,,,,,,2.0,,,,,,M. Thybulle,1629680.0,1.0
67,PT06M31.00S,2024-03-14T02:21:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,8.492115637319317,51.225490196078425,1610612737,6,11,2024-03-14T02:21:39Z,660000,False,-6.0,27.0,1,left,MISS B. Bogdanovic driving finger roll Layup,[203992],1610612737.0,ATL,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,2.8,Missed,,,,,,,,,,,,,,,
69,PT06M28.00S,2024-03-14T02:21:36.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,6,11,2024-03-14T02:21:39Z,680000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,
70,PT06M22.00S,2024-03-14T02:21:42.5Z,1,REGULAR,3pt,Jump Shot,[],1631200,77.61169513797634,90.19607843137256,1610612757,6,11,2024-03-14T02:21:49Z,690000,False,201.0,158.0,1,right,MISS K. Murray 25' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.57,Missed,,,,,,,,,,,,,,,
71,PT06M18.00S,2024-03-14T02:21:46.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,6,11,2024-03-14T02:21:49Z,700000,False,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,70.0,7.0,5.0,2.0,,,,,,,,,
72,PT06M13.00S,2024-03-14T02:21:50.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,28.86005256241787,75.73529411764706,1610612737,6,14,2024-03-14T02:21:56Z,710000,False,-129.0,219.0,1,left,V. Krejci 25' 3PT running (3 PTS) (D. Murray 1 AST),"[1630249, 1627749]",1610612737.0,ATL,running,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Left Center,,,,25.38,Made,,,,,,,3.0,,,,,,D. Murray,1627749.0,1.0
74,PT05M52.00S,2024-03-14T02:22:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,87.59855453350855,41.911764705882355,1610612757,8,14,2024-03-14T02:22:15Z,730000,False,-40.0,64.0,1,right,D. Ayton 7' fadeaway Jump Shot (4 PTS) (T. Camara 1 AST),"[1629028, 1641739]",1610612757.0,POR,fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.58,Made,,,,,,,4.0,,,,,,T. Camara,1641739.0,1.0
76,PT05M34.00S,2024-03-14T02:22:29.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,12.434296977660972,48.03921568627451,1610612737,8,14,2024-03-14T02:22:33Z,750000,False,10.0,64.0,1,left,MISS C. Capela 6' driving Hook - blocked,"[203991, 1629028]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,6.51,Missed,Ayton,1629028.0,,,,,,,,,,,,,
77,PT05M34.00S,2024-03-14T02:22:29.9Z,1,REGULAR,block,,[],1629028,,,1610612737,8,14,2024-03-14T02:22:32Z,760000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
