actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
17,PT10M27.00S,2024-01-30T03:14:59.1Z,1,REGULAR,block,,[],1627763,,,1610612755,0,2,2024-01-30T03:15:01Z,170000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2024-01-30T03:15:02.1Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612757,0,2,2024-01-30T03:15:03Z,180000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
19,PT10M14.00S,2024-01-30T03:15:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,92.06636005256242,53.67647058823529,1610612757,0,2,2024-01-30T03:16:16Z,190000,False,18.0,22.0,1,right,MISS J. Grant turnaround Shot,[203924],1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2024-01-30T03:15:11.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,0,2,2024-01-30T03:15:15Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,19.0,,,,,,,,,,
22,PT10M11.00S,2024-01-30T03:15:35.5Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,0,2,2024-01-30T03:15:41Z,220000,False,,,0,,A. Simons lost ball out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,lost ball,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,1629178.0,1.0,,,,,,,,,,,,,,,
23,PT09M58.00S,2024-01-30T03:15:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201976,6.389618922470433,44.11764705882353,1610612755,0,2,2024-01-30T03:15:59Z,230000,False,29.0,8.0,1,left,MISS P. Beverley driving Layup,[201976],1610612755.0,PHI,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2024-01-30T03:15:57.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,2,2024-01-30T03:15:59Z,240000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
25,PT09M50.00S,2024-01-30T03:16:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631133,94.30026281208936,53.67647058823529,1610612757,0,2,2024-01-30T03:16:13Z,250000,False,18.0,1.0,1,right,MISS J. Walker running Layup,[1631133],1610612757.0,POR,running,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
26,PT09M47.00S,2024-01-30T03:16:06.2Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,0,2,2024-01-30T03:16:13Z,260000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,
27,PT09M41.00S,2024-01-30T03:16:11.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,5.995400788436268,95.58823529411765,1610612755,0,2,2024-01-30T03:16:19Z,270000,False,-228.0,4.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
28,PT09M35.00S,2024-01-30T03:16:17.8Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,0,2,2024-01-30T03:16:19Z,280000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,
29,PT09M35.00S,2024-01-30T03:16:18.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,5.590000152587891,50.0,1610612755,0,2,2024-01-30T03:16:50Z,290000,False,0.0,0.0,1,left,MISS P. Reed tip Layup,[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2024-01-30T03:16:19.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,0,2,2024-01-30T03:16:19Z,300000,False,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,
31,PT09M24.00S,2024-01-30T03:16:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,7.835085413929041,48.03921568627451,1610612755,0,4,2024-01-30T03:16:34Z,310000,False,10.0,21.0,1,left,K. Oubre Jr. driving Layup (4 PTS),[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.33,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2024-01-30T03:16:40.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,78.13731931668858,34.55882352941176,1610612757,2,4,2024-01-30T03:16:43Z,320000,False,-77.0,153.0,1,right,D. Ayton 17' Jump Shot (2 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,17.14,Made,2.0,,,,,,,,,,,,,A. Simons,1629014.0,1.0,,
34,PT09M02.00S,2024-01-30T03:16:51.3Z,1,REGULAR,3pt,Jump Shot,[],202699,30.17411300919842,24.264705882352942,1610612755,2,4,2024-01-30T03:18:04Z,340000,False,129.0,231.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2024-01-30T03:16:53.3Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,2,4,2024-01-30T03:16:56Z,350000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,
36,PT08M44.00S,2024-01-30T03:17:09.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.24901445466492,48.77450980392157,1610612757,4,4,2024-01-30T03:17:15Z,360000,False,-6.0,11.0,1,right,D. Ayton DUNK (4 PTS) (M. Brogdon 1 AST),"[1629028, 1627763]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,,,,,,,,,,,,,M. Brogdon,1627763.0,1.0,,
38,PT08M28.00S,2024-01-30T03:17:24.4Z,1,REGULAR,3pt,Jump Shot,[],202699,29.911300919842315,24.754901960784316,1610612755,4,4,2024-01-30T03:17:28Z,380000,False,126.0,229.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
39,PT08M27.00S,2024-01-30T03:17:25.4Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,4,4,2024-01-30T03:17:28Z,390000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,
40,PT08M21.00S,2024-01-30T03:17:31.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,78.9257555847569,89.95098039215686,1610612757,4,4,2024-01-30T03:17:40Z,400000,False,200.0,146.0,1,right,MISS A. Simons 24' running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
41,PT08M19.00S,2024-01-30T03:17:33.8Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,4,4,2024-01-30T03:17:40Z,410000,False,,,0,,P. Reed REBOUND (Off:1 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,40.0,3.0,2.0,1.0,,,,,,,
42,PT08M10.00S,2024-01-30T03:17:43.3Z,1,REGULAR,3pt,Jump Shot,[],201587,6.1268068331143235,95.83333333333334,1610612755,4,7,2024-01-30T03:17:51Z,420000,False,-229.0,5.0,1,left,N. Batum 3PT  (3 PTS) (P. Beverley 1 AST),"[201587, 201976]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,,,,,,,,,,,,,P. Beverley,201976.0,1.0,,
44,PT07M56.00S,2024-01-30T03:17:56.8Z,1,REGULAR,2pt,Jump Shot,[],1627763,75.64060446780552,27.205882352941174,1610612757,6,7,2024-01-30T03:19:13Z,440000,False,-114.0,176.0,1,right,M. Brogdon 21' pullup Jump Shot (2 PTS),[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,21.01,Made,2.0,,,,,,,,,,,,,,,,,
45,PT07M44.00S,2024-01-30T03:18:13.2Z,1,REGULAR,foul,personal,[],1629014,,,1610612755,6,7,2024-01-30T03:18:19Z,450000,False,,,0,,A. Simons personal FOUL (2 PF),"[1629014, 1630194]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,,,,101284.0,,2.0,0.0,Reed,1630194.0,,,,,,,,,,,
47,PT07M44.00S,2024-01-30T03:18:23.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612755,6,7,2024-01-30T03:18:27Z,470000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2024-01-30T03:18:23.4Z,1,REGULAR,substitution,in,[],1630703,,,1610612755,6,7,2024-01-30T03:18:27Z,480000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M44.00S,2024-01-30T03:18:30.1Z,1,REGULAR,substitution,out,[],202699,,,1610612755,6,7,2024-01-30T03:18:42Z,490000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M44.00S,2024-01-30T03:18:30.1Z,1,REGULAR,substitution,out,[],201976,,,1610612755,6,7,2024-01-30T03:18:42Z,500000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M44.00S,2024-01-30T03:18:30.1Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,6,7,2024-01-30T03:18:42Z,510000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M44.00S,2024-01-30T03:18:30.1Z,1,REGULAR,substitution,in,[],202694,,,1610612755,6,7,2024-01-30T03:18:42Z,520000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M38.00S,2024-01-30T03:18:55.5Z,1,REGULAR,turnover,bad pass,[],202694,,,1610612755,6,7,2024-01-30T03:18:59Z,530000,False,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 1627763]",1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,,,,Brogdon,1627763.0
54,PT07M38.00S,2024-01-30T03:18:55.5Z,1,REGULAR,steal,,[],1627763,,,1610612757,6,7,2024-01-30T03:18:56Z,540000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
55,PT07M33.00S,2024-01-30T03:19:00.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627763,93.77463863337714,45.09803921568628,1610612757,6,7,2024-01-30T03:19:19Z,550000,False,-25.0,6.0,1,right,MISS M. Brogdon running Layup,[1627763],1610612757.0,POR,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
56,PT07M32.00S,2024-01-30T03:19:01.1Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,6,7,2024-01-30T03:19:09Z,560000,False,,,0,,J. Grant REBOUND (Off:1 Def:0),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,
57,PT07M32.00S,2024-01-30T03:19:02.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203924,94.40999984741211,50.0,1610612757,8,7,2024-01-30T03:19:23Z,570000,False,0.0,0.0,1,right,J. Grant tip Layup (2 PTS),[203924],1610612757.0,POR,tip,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2024-01-30T03:19:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630194,12.565703022339028,96.07843137254902,1610612755,8,10,2024-01-30T03:19:48Z,590000,False,-230.0,66.0,1,left,P. Reed 3PT  (3 PTS) (F. Korkmaz 1 AST),"[1630194, 1627788]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,23.96,Made,3.0,,,,,,,,,,,,,F. Korkmaz,1627788.0,1.0,,
61,PT06M58.00S,2024-01-30T03:19:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,92.85479632063075,52.450980392156865,1610612757,8,10,2024-01-30T03:20:01Z,610000,False,12.0,15.0,1,right,MISS S. Henderson driving floating Shot - blocked,"[1630703, 1630194]",1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,Reed,1630194.0,,,,,
62,PT06M58.00S,2024-01-30T03:19:56.5Z,1,REGULAR,block,,[],1630194,,,1610612757,8,10,2024-01-30T03:19:58Z,620000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M56.00S,2024-01-30T03:19:58.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,10,2024-01-30T03:20:01Z,630000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,
64,PT06M40.00S,2024-01-30T03:20:15.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,8.360709592641262,2.941176470588235,1610612755,8,10,2024-01-30T03:20:19Z,640000,False,235.0,26.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
65,PT06M40.00S,2024-01-30T03:20:15.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,8,10,2024-01-30T03:20:19Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,64.0,,,,,,,,,,
66,PT06M40.00S,2024-01-30T03:20:18.6Z,1,REGULAR,foul,personal,[],203924,,,1610612755,8,10,2024-01-30T03:20:43Z,660000,False,,,0,,J. Grant loose ball personal FOUL (1 PF),"[203924, 201587]",1610612757.0,POR,loose ball,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,101284.0,,1.0,0.0,Batum,201587.0,,,,,,,,,,,
68,PT06M40.00S,2024-01-30T03:20:34.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,8,10,2024-01-30T03:29:56Z,680000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M40.00S,2024-01-30T03:20:56.9Z,1,REGULAR,substitution,out,[],1631133,,,1610612755,8,10,2024-01-30T03:22:56Z,690000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M40.00S,2024-01-30T03:20:56.9Z,1,REGULAR,substitution,in,[],1641739,,,1610612755,8,10,2024-01-30T03:22:56Z,700000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2024-01-30T03:23:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,41.080814717477004,48.529411764705884,1610612755,8,10,2024-01-30T03:23:36Z,710000,False,7.0,334.0,1,left,MISS F. Korkmaz 33' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Center,33.38,Missed,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2024-01-30T03:23:33.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,8,10,2024-01-30T03:23:36Z,720000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,
73,PT06M22.00S,2024-01-30T03:23:41.1Z,1,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612757,8,10,2024-01-30T03:23:48Z,730000,False,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Grant 2 FT),"[1627788, 203924]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),0-8 Center,,,,1628951.0,,1.0,0.0,Grant,203924.0,,,,,,,,,,,
75,PT06M22.00S,2024-01-30T03:24:04.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203924,,,1610612757,9,10,2024-01-30T03:24:04Z,750000,False,,,0,,J. Grant Free Throw 1 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2024-01-30T03:24:20.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203924,,,1610612757,10,10,2024-01-30T03:24:20Z,760000,False,,,0,,J. Grant Free Throw 2 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2024-01-30T03:24:32.6Z,1,REGULAR,turnover,out-of-bounds,[],1627788,,,1610612755,10,10,2024-01-30T03:24:40Z,770000,False,,,0,,F. Korkmaz bad pass out-of-bounds TURNOVER (1 TO),[1627788],1610612755.0,PHI,bad pass,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),8-16 Center,,,,1628951.0,1.0,,,,,,,,,,,,,,,
78,PT05M54.00S,2024-01-30T03:24:55.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,67.23061760840999,16.911764705882355,1610612757,10,10,2024-01-30T03:25:01Z,780000,False,-165.0,256.0,1,right,MISS M. Brogdon 30' 3PT,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,30.44,Missed,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2024-01-30T03:24:57.6Z,1,REGULAR,rebound,offensive,[],1630703,,,1610612757,10,10,2024-01-30T03:25:01Z,790000,False,,,0,,S. Henderson REBOUND (Off:1 Def:0),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,78.0,1.0,0.0,1.0,,,,,,,
80,PT05M48.00S,2024-01-30T03:25:02.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203924,93.11760840998686,48.529411764705884,1610612757,12,10,2024-01-30T03:25:13Z,800000,False,-7.0,12.0,1,right,J. Grant driving DUNK (6 PTS) (S. Henderson 1 AST),"[203924, 1630703]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.43,Made,6.0,,,,,,,,,,,,,S. Henderson,1630703.0,1.0,,
82,PT05M34.00S,2024-01-30T03:25:15.5Z,1,REGULAR,2pt,Jump Shot,[],202694,24.52365308804205,68.87254901960785,1610612755,12,12,2024-01-30T03:25:19Z,820000,False,-94.0,178.0,1,left,M. Morris Sr. 20' pullup Jump Shot (2 PTS),[202694],1610612755.0,PHI,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,20.15,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2024-01-30T03:25:44.3Z,1,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612757,12,12,2024-01-30T03:25:53Z,830000,False,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612757.0,POR,bad pass,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,1628951.0,1.0,,,,,,,,,,,,,,,
