actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
182,PT09M55.00S,2024-03-23T02:42:32.5Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612746,31,49,2024-03-23T02:42:39Z,1800000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1641871]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Reath,1641871.0,,,,,,,,,,,
183,PT09M55.00S,2024-03-23T02:42:32.5Z,2,REGULAR,steal,,[],1641871,,,1610612757,31,49,2024-03-23T02:42:34Z,1810000,False,,,0,,D. Reath STEAL (1 STL),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
184,PT09M49.00S,2024-03-23T02:42:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,9.149145860709593,46.32352941176471,1610612757,33,49,2024-03-23T02:42:46Z,1820000,False,18.0,34.0,1,left,D. Banton running Layup (4 PTS) (R. Rupert 1 AST),"[1630625, 1641712]",1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,,,,,,,4.0,,,R. Rupert,1641712.0,1.0
186,PT09M49.00S,2024-03-23T02:42:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,33,49,2024-03-23T02:42:47Z,1840000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M32.00S,2024-03-23T02:45:51.4Z,2,REGULAR,3pt,Jump Shot,[],202331,86.67871222076215,4.166666666666666,1610612746,33,49,2024-03-23T02:45:59Z,1850000,False,-229.0,73.0,1,right,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
189,PT09M32.00S,2024-03-23T02:45:51.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,33,49,2024-03-23T02:45:59Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,188.0,,,,,,,,,,,,,,,,,
190,PT09M32.00S,2024-03-23T02:45:59.1Z,2,REGULAR,foul,personal,[],1641712,,,1610612746,33,49,2024-03-23T02:46:14Z,1870000,False,,,0,,R. Rupert loose ball personal FOUL (2 PF),"[1641712, 1628464]",1610612757.0,POR,loose ball,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627963.0,2.0,0.0,Theis,1628464.0,,,,,,
192,PT09M28.00S,2024-03-23T02:46:19.9Z,2,REGULAR,turnover,bad pass,[],1628464,,,1610612746,33,49,2024-03-23T02:46:23Z,1890000,False,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 1630703]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Henderson,1630703.0,,,,,,,,,,,
193,PT09M28.00S,2024-03-23T02:46:19.9Z,2,REGULAR,steal,,[],1630703,,,1610612757,33,49,2024-03-23T02:46:21Z,1900000,False,,,0,,S. Henderson STEAL (2 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT09M28.00S,2024-03-23T02:46:24.1Z,2,REGULAR,foul,personal,[],200782,,,1610612757,33,49,2024-03-23T02:46:35Z,1920000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1630703]",1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,204058.0,1.0,0.0,Henderson,1630703.0,,,,,,
197,PT09M14.00S,2024-03-23T02:46:57.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630703,20.45006570302234,64.95098039215686,1610612757,33,49,2024-03-23T02:47:03Z,1940000,False,-75.0,140.0,1,left,MISS S. Henderson 15' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Center,15.85,Missed,,,,,,,,,,,,,,,,,,
198,PT09M10.00S,2024-03-23T02:47:01.1Z,2,REGULAR,rebound,defensive,[],200782,,,1610612746,33,49,2024-03-23T02:47:03Z,1950000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Center,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,,
199,PT09M00.00S,2024-03-23T02:47:11.3Z,2,REGULAR,3pt,Jump Shot,[],201935,69.20170827858082,72.54901960784314,1610612746,33,52,2024-03-23T02:47:16Z,1960000,False,113.0,237.0,1,right,J. Harden 26' 3PT step back (5 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.24,Made,,,,,,,,,,,,,5.0,,,,,
200,PT08M38.00S,2024-03-23T02:47:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,10.726018396846255,37.99019607843137,1610612757,33,52,2024-03-23T02:47:35Z,1970000,False,60.0,48.0,1,left,MISS S. Henderson 7' driving floating bank Shot,[1630703],1610612757.0,POR,driving floating bank,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2024-03-23T02:47:35.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,33,52,2024-03-23T02:47:35Z,1980000,False,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),0-8 Center,,,200.0,2.0,1.0,1.0,,,,,,,,,,,,,,
202,PT08M22.00S,2024-03-23T02:47:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612746,33,52,2024-03-23T02:48:15Z,1990000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (George 2 FT),"[1631133, 202331]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,204058.0,1.0,0.0,George,202331.0,,,,,,
204,PT08M22.00S,2024-03-23T02:48:24.0Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,33,53,2024-03-23T02:48:24Z,2010000,False,,,0,,P. George Free Throw 1 of 2 (11 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
205,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,out,[],1630703,,,1610612746,33,53,2024-03-23T02:48:41Z,2020000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,out,[],1641712,,,1610612746,33,53,2024-03-23T02:48:41Z,2030000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,out,[],200782,,,1610612746,33,53,2024-03-23T02:48:41Z,2040000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,in,[],1629014,,,1610612746,33,53,2024-03-23T02:48:41Z,2050000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,in,[],1641739,,,1610612746,33,53,2024-03-23T02:48:41Z,2060000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M22.00S,2024-03-23T02:48:24.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,33,53,2024-03-23T02:48:41Z,2070000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M22.00S,2024-03-23T02:48:57.5Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,33,54,2024-03-23T02:48:57Z,2080000,False,,,0,,P. George Free Throw 2 of 2 (12 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,,,,,,,,,12.0,,,,,
212,PT08M10.00S,2024-03-23T02:49:14.6Z,2,REGULAR,foul,personal,['2freethrow'],201935,,,1610612757,33,54,2024-03-23T02:49:24Z,2090000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Walker 2 FT),"[201935, 1631133]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204058.0,1.0,0.0,Walker,1631133.0,,,,,,
214,PT08M10.00S,2024-03-23T02:49:40.6Z,2,REGULAR,freethrow,1 of 2,[],1631133,,,1610612757,33,54,2024-03-23T02:49:59Z,2110000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M10.00S,2024-03-23T02:49:40.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,33,54,2024-03-23T02:49:59Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,,,,
216,PT08M10.00S,2024-03-23T02:49:40.6Z,2,REGULAR,freethrow,2 of 2,[],1631133,,,1610612757,33,54,2024-03-23T02:49:59Z,2130000,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT08M08.00S,2024-03-23T02:49:42.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,33,54,2024-03-23T02:49:59Z,2140000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,,
218,PT07M47.00S,2024-03-23T02:50:18.7Z,2,REGULAR,3pt,Jump Shot,[],201935,90.48948751642575,4.6568627450980395,1610612746,33,54,2024-03-23T02:50:23Z,2150000,False,-227.0,37.0,1,right,MISS J. Harden step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
219,PT07M45.00S,2024-03-23T02:50:20.7Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,33,54,2024-03-23T02:50:23Z,2160000,False,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Left Corner 3,24+ Left,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT07M41.00S,2024-03-23T02:50:27.9Z,2,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612757,33,54,2024-03-23T02:50:36Z,2170000,False,,,0,,D. Banton lost ball out-of-bounds TURNOVER (1 TO),[1630625],1610612757.0,POR,lost ball,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,2530.0,,,,,,,,,,
221,PT07M41.00S,2024-03-23T02:50:31.4Z,2,REGULAR,substitution,out,[],1631133,,,1610612746,33,54,2024-03-23T02:50:35Z,2180000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M41.00S,2024-03-23T02:50:31.4Z,2,REGULAR,substitution,in,[],1631200,,,1610612746,33,54,2024-03-23T02:50:35Z,2190000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M28.00S,2024-03-23T02:50:57.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,68.80749014454665,34.068627450980394,1610612746,33,54,2024-03-23T02:51:06Z,2200000,False,-80.0,241.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
224,PT07M26.00S,2024-03-23T02:50:59.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,33,54,2024-03-23T02:51:06Z,2210000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,223.0,,,,,,,,,,,,,,,,,
226,PT07M11.00S,2024-03-23T02:51:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,9.149145860709593,53.18627450980392,1610612757,33,54,2024-03-23T02:54:53Z,2230000,False,-16.0,34.0,1,left,MISS D. Reath driving finger roll Layup - blocked,"[1641871, 1628464]",1610612757.0,POR,driving finger roll,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,
227,PT07M11.00S,2024-03-23T02:51:22.5Z,2,REGULAR,block,,[],1628464,,,1610612757,33,54,2024-03-23T02:51:24Z,2240000,False,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2024-03-23T02:51:22.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,33,54,2024-03-23T02:53:05Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,226.0,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2024-03-23T02:51:30.7Z,2,REGULAR,foul,personal,[],1629611,,,1610612757,33,54,2024-03-23T02:52:31Z,2260000,False,,,0,,T. Mann loose ball personal FOUL (1 PF),"[1629611, 1631200]",1610612746.0,LAC,loose ball,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1627963.0,1.0,0.0,Murray,1631200.0,,,,,,
231,PT07M11.00S,2024-03-23T02:51:45.3Z,2,REGULAR,substitution,out,[],1628464,,,1610612757,33,54,2024-03-23T02:51:47Z,2280000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2024-03-23T02:51:45.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612757,33,54,2024-03-23T02:51:47Z,2290000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M03.00S,2024-03-23T02:51:52.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641871,30.962549277266753,25.0,1610612757,36,54,2024-03-23T02:51:57Z,2300000,False,125.0,239.0,1,left,D. Reath 26' 3PT  (6 PTS) (T. Camara 1 AST),"[1641871, 1641739]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,26.93,Made,,,,,,,,,,,,,6.0,,,T. Camara,1641739.0,1.0
235,PT06M45.00S,2024-03-23T02:52:09.4Z,2,REGULAR,3pt,Jump Shot,[],1629611,88.78120893561103,1.9607843137254901,1610612746,36,57,2024-03-23T02:52:14Z,2320000,False,-240.0,53.0,1,right,T. Mann 24' 3PT  (9 PTS) (J. Harden 3 AST),"[1629611, 201935]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,24.6,Made,,,,,,,,,,,,,9.0,,,J. Harden,201935.0,3.0
237,PT06M29.00S,2024-03-23T02:52:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,8.754927726675426,43.872549019607845,1610612757,38,57,2024-03-23T02:52:29Z,2340000,False,31.0,30.0,1,left,D. Reath driving Layup (8 PTS) (A. Simons 2 AST),"[1641871, 1629014]",1610612757.0,POR,driving,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,4.27,Made,,,,,,,,,,,,,8.0,,,A. Simons,1629014.0,2.0
239,PT06M07.00S,2024-03-23T02:52:48.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612746,38,57,2024-03-23T02:52:53Z,2360000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1629014]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Simons,1629014.0,,,,,,,,,,,
240,PT06M07.00S,2024-03-23T02:52:48.0Z,2,REGULAR,steal,,[],1629014,,,1610612757,38,57,2024-03-23T02:52:49Z,2370000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
241,PT06M02.00S,2024-03-23T02:52:52.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630625,7.703679369250986,47.05882352941176,1610612757,40,57,2024-03-23T02:52:57Z,2380000,False,15.0,20.0,1,left,D. Banton running Layup (6 PTS) (A. Simons 3 AST),"[1630625, 1629014]",1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,,,,,,,6.0,,,A. Simons,1629014.0,3.0
243,PT05M40.00S,2024-03-23T02:53:14.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,91.40932982917214,46.568627450980394,1610612746,40,59,2024-03-23T02:53:18Z,2400000,False,-17.0,28.0,1,right,I. Zubac cutting DUNK (4 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,,,,,,,4.0,,,P. George,202331.0,2.0
245,PT05M17.00S,2024-03-23T02:53:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,9.411957950065702,51.225490196078425,1610612757,40,59,2024-03-23T02:57:22Z,2420000,False,-6.0,36.0,1,left,MISS D. Banton driving floating bank Shot,[1630625],1610612757.0,POR,driving floating bank,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
246,PT05M16.00S,2024-03-23T02:53:39.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,40,59,2024-03-23T02:53:42Z,2430000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,245.0,,,,,,,,,,,,,,,,,
248,PT05M16.00S,2024-03-23T02:53:44.8Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,40,59,2024-03-23T02:53:49Z,2450000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M16.00S,2024-03-23T02:53:44.8Z,2,REGULAR,substitution,in,[],202695,,,1610612746,40,59,2024-03-23T02:53:49Z,2460000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M56.00S,2024-03-23T02:54:20.8Z,2,REGULAR,foul,personal,['3freethrow'],1641871,,,1610612746,40,59,2024-03-23T02:54:28Z,2470000,False,,,0,,D. Reath shooting personal FOUL (2 PF) (Harden 3 FT),"[1641871, 201935]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2530.0,2.0,0.0,Harden,201935.0,,,,,,
252,PT04M56.00S,2024-03-23T02:54:47.1Z,2,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,40,60,2024-03-23T02:54:47Z,2490000,False,,,0,,J. Harden Free Throw 1 of 3 (6 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
253,PT04M56.00S,2024-03-23T02:54:59.4Z,2,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,40,61,2024-03-23T02:54:59Z,2500000,False,,,0,,J. Harden Free Throw 2 of 3 (7 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
254,PT04M56.00S,2024-03-23T02:55:12.5Z,2,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,40,62,2024-03-23T02:55:12Z,2510000,False,,,0,,J. Harden Free Throw 3 of 3 (8 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
291,PT04M35.00S,2024-03-23T02:55:14.3Z,2,REGULAR,2pt,Jump Shot,[],1630625,17.263469119579497,29.90196078431373,1610612757,40,62,2024-03-23T03:03:51Z,2515000,False,100.0,110.0,1,left,MISS D. Banton 14' pullup Shot - blocked,"[1630625, 201935]",1610612757.0,POR,pullup,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,14.88,Missed,,,,,,,,,,,,,,Harden,201935.0,,,
292,PT04M35.00S,2024-03-23T02:55:14.3Z,2,REGULAR,block,,[],201935,,,1610612757,40,62,2024-03-23T03:03:51Z,2517500,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
293,PT04M33.00S,2024-03-23T02:55:16.3Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612757,40,62,2024-03-23T03:03:51Z,2518750,False,,,0,,D. Banton REBOUND (Off:1 Def:2),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,,,291.0,3.0,2.0,1.0,,,,,,,,,,,,,,
255,PT04M29.00S,2024-03-23T02:55:41.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,33.327858081471746,15.931372549019606,1610612757,40,62,2024-03-23T03:03:51Z,2520000,False,170.0,261.0,1,left,MISS D. Banton 31' bank 3PT,[1630625],1610612757.0,POR,bank,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,31.15,Missed,,,,,,,,,,,,,,,,,,
256,PT04M27.00S,2024-03-23T02:55:43.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,40,62,2024-03-23T03:00:45Z,2530000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,255.0,5.0,4.0,1.0,,,,,,,,,,,,,,
257,PT04M19.00S,2024-03-23T02:55:51.1Z,2,REGULAR,3pt,Jump Shot,[],201935,71.17279894875165,20.34313725490196,1610612746,40,62,2024-03-23T02:55:57Z,2540000,False,-148.0,218.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
258,PT04M15.00S,2024-03-23T02:55:55.1Z,2,REGULAR,rebound,defensive,[],1641871,,,1610612757,40,62,2024-03-23T02:55:57Z,2550000,False,,,0,,D. Reath REBOUND (Off:0 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Left Center,,,257.0,1.0,1.0,0.0,,,,,,,,,,,,,,
259,PT04M08.00S,2024-03-23T02:56:01.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630625,9.806176084099869,3.1862745098039214,1610612757,43,62,2024-03-23T02:56:06Z,2560000,False,234.0,40.0,1,left,D. Banton 3PT running (9 PTS) (A. Simons 4 AST),"[1630625, 1629014]",1610612757.0,POR,running,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,23.74,Made,,,,,,,,,,,,,9.0,,,A. Simons,1629014.0,4.0
261,PT03M43.00S,2024-03-23T02:56:28.6Z,2,REGULAR,foul,personal,[],1641871,,,1610612746,43,62,2024-03-23T02:56:48Z,2580000,False,,,0,,D. Reath personal FOUL (3 PF),"[1641871, 1627826]",1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627963.0,3.0,0.0,Zubac,1627826.0,,,,,,
263,PT03M38.00S,2024-03-23T02:57:05.4Z,2,REGULAR,foul,offensive,[],1627826,,,1610612746,43,62,2024-03-23T02:57:15Z,2600000,False,,,0,,I. Zubac offensive FOUL (2 PF),"[1627826, 1641739]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1627963.0,2.0,0.0,Camara,1641739.0,,,,,,
265,PT03M38.00S,2024-03-23T02:57:05.4Z,2,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,43,62,2024-03-23T02:57:05Z,2620000,False,,,0,,I. Zubac offensive foul TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,,,1627963.0,,,,,,,,,,
266,PT03M38.00S,2024-03-23T02:57:13.0Z,2,REGULAR,substitution,out,[],1630625,,,1610612757,43,62,2024-03-23T02:57:24Z,2630000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M38.00S,2024-03-23T02:57:13.0Z,2,REGULAR,substitution,out,[],1641871,,,1610612757,43,62,2024-03-23T02:57:24Z,2640000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M38.00S,2024-03-23T02:57:13.0Z,2,REGULAR,substitution,in,[],1629650,,,1610612757,43,62,2024-03-23T02:57:24Z,2650000,False,,,0,,SUB in: M. Brown,[1629650],1610612757.0,POR,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M38.00S,2024-03-23T02:57:13.0Z,2,REGULAR,substitution,in,[],1630703,,,1610612757,43,62,2024-03-23T02:57:24Z,2660000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M26.00S,2024-03-23T02:57:32.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631200,33.459264126149804,40.68627450980392,1610612757,46,62,2024-03-23T02:57:37Z,2670000,False,47.0,262.0,1,left,K. Murray 26' 3PT  (7 PTS) (S. Henderson 3 AST),"[1631200, 1630703]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,,,,,,,,,7.0,,,S. Henderson,1630703.0,3.0
