actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
20,PT09M40.00S,2024-01-23T01:13:22.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,5,7,2024-01-23T01:13:24Z,200000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
22,PT09M32.00S,2024-01-23T01:13:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,36.61300919842313,28.431372549019606,1610612766,5,7,2024-01-23T01:13:35Z,210000,False,108.0,292.0,1,left,MISS L. Ball 31' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,31.1,Missed,,,,,,,,,,,,,,,,,,
23,PT09M30.00S,2024-01-23T01:13:33.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,7,2024-01-23T01:13:35Z,220000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M20.00S,2024-01-23T01:13:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,91.40932982917214,5.147058823529411,1610612750,8,7,2024-01-23T01:13:47Z,230000,False,-224.0,28.0,1,right,J. McDaniels 3PT  (3 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.61,Made,3.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
26,PT09M01.00S,2024-01-23T01:14:02.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,25.837713534822605,81.12745098039215,1610612766,8,10,2024-01-23T01:14:06Z,250000,False,-156.0,190.0,1,left,M. Bridges 24' 3PT  (8 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.59,Made,8.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
28,PT08M42.00S,2024-01-23T01:14:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.59198423127464,47.549019607843135,1610612750,10,10,2024-01-23T01:14:26Z,270000,False,-12.0,17.0,1,right,K. Towns Layup (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.11,Made,7.0,,,,,,,,,,,,,,,,,
29,PT08M25.00S,2024-01-23T01:14:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,15.325229960578188,52.20588235294118,1610612766,10,12,2024-01-23T01:16:43Z,280000,False,-11.0,92.0,1,left,B. Miller 9' driving floating Jump Shot (2 PTS) (P. Washington 1 AST),"[1641706, 1629023]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,9.23,Made,2.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
31,PT08M10.00S,2024-01-23T01:14:52.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,66.96780551905388,51.9607843137255,1610612750,13,12,2024-01-23T01:14:57Z,300000,False,10.0,258.0,1,right,K. Towns 25' 3PT  (10 PTS) (N. Alexander-Walker 1 AST),"[1626157, 1629638]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.82,Made,10.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
33,PT07M57.00S,2024-01-23T01:15:05.8Z,1,REGULAR,3pt,Jump Shot,[],1628970,10.5946123521682,5.637254901960785,1610612766,13,12,2024-01-23T01:15:09Z,320000,False,222.0,47.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
34,PT07M55.00S,2024-01-23T01:15:07.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,12,2024-01-23T01:15:09Z,330000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,
35,PT07M49.00S,2024-01-23T01:15:14.9Z,1,REGULAR,3pt,Jump Shot,[],1626157,64.73390275952694,27.941176470588236,1610612750,16,12,2024-01-23T01:15:19Z,340000,False,-110.0,279.0,1,right,K. Towns 30' 3PT  (13 PTS) (A. Edwards 1 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,30.0,Made,13.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
37,PT07M36.00S,2024-01-23T01:15:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,9.017739816031538,53.67647058823529,1610612766,16,14,2024-01-23T01:18:01Z,360000,False,-18.0,32.0,1,left,P. Washington floating Jump Shot (2 PTS) (L. Ball 3 AST),"[1629023, 1630163]",1610612766.0,CHA,floating,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.72,Made,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
39,PT07M36.00S,2024-01-23T01:15:33.5Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612766,16,14,2024-01-23T01:15:40Z,380000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Washington 1 FT),"[1630183, 1629023]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,,1.0,0.0,Washington,1629023.0,,,,
41,PT07M36.00S,2024-01-23T01:15:52.4Z,1,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,16,14,2024-01-23T01:15:55Z,400000,False,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT07M36.00S,2024-01-23T01:15:52.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,16,14,2024-01-23T01:15:59Z,410000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,
43,PT07M19.00S,2024-01-23T01:16:08.6Z,1,REGULAR,2pt,Jump Shot,[],1626157,84.44480946123521,30.637254901960787,1610612750,16,14,2024-01-23T01:16:13Z,420000,False,-97.0,94.0,1,right,MISS K. Towns 13' driving floating bank Shot,[1626157],1610612750.0,MIN,driving floating bank,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,13.47,Missed,,,,,,,,,,,,,,,,,,
44,PT07M16.00S,2024-01-23T01:16:11.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,14,2024-01-23T01:16:13Z,430000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M06.00S,2024-01-23T01:16:21.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,9.674770039421814,95.34313725490196,1610612766,16,17,2024-01-23T01:16:26Z,440000,False,-227.0,38.0,1,left,B. Miller 3PT step back (5 PTS),[1641706],1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,22.99,Made,5.0,,,,,,,,,,,,,,,,,
46,PT06M47.00S,2024-01-23T01:16:41.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,16,17,2024-01-23T01:16:44Z,450000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1629023]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,Washington,1629023.0,,
47,PT06M47.00S,2024-01-23T01:16:41.2Z,1,REGULAR,steal,,[],1629023,,,1610612766,16,17,2024-01-23T01:16:42Z,460000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
48,PT06M43.00S,2024-01-23T01:16:45.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626179,26.62614980289093,16.666666666666664,1610612766,16,17,2024-01-23T01:21:42Z,470000,False,167.0,198.0,1,left,MISS T. Rozier 25' running pullup 3PT,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
49,PT06M39.00S,2024-01-23T01:16:49.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,16,17,2024-01-23T01:16:52Z,480000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,
50,PT06M31.00S,2024-01-23T01:16:56.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,92.59198423127464,4.166666666666666,1610612750,19,17,2024-01-23T01:17:00Z,490000,False,-229.0,17.0,1,right,N. Alexander-Walker 3PT  (3 PTS) (A. Edwards 2 AST),"[1629638, 1630162]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.98,Made,3.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,
52,PT06M18.00S,2024-01-23T01:17:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.863994743758213,45.588235294117645,1610612766,19,19,2024-01-23T01:17:13Z,510000,False,22.0,3.0,1,left,L. Ball driving finger roll Layup (4 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.23,Made,4.0,,,,,,,,,,,,,,,,,
53,PT06M03.00S,2024-01-23T01:17:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.59198423127464,56.372549019607845,1610612750,21,19,2024-01-23T01:17:29Z,520000,False,32.0,17.0,1,right,N. Alexander-Walker driving Layup (5 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.62,Made,5.0,,,,,,,,,,,,,,,,,
54,PT05M46.00S,2024-01-23T01:17:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,18.347568988173457,59.55882352941176,1610612766,21,19,2024-01-23T01:17:45Z,530000,False,-48.0,120.0,1,left,MISS L. Ball 12' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,12.92,Missed,,,,,,,,,,,,,,,,,,
55,PT05M44.00S,2024-01-23T01:17:42.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,21,19,2024-01-23T01:17:45Z,540000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT05M31.00S,2024-01-23T01:17:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,79.97700394218134,43.872549019607845,1610612750,23,19,2024-01-23T01:18:03Z,550000,False,-31.0,136.0,1,right,K. Towns 13' turnaround Jump Shot (15 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,13.91,Made,15.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,,,
57,PT05M31.00S,2024-01-23T01:18:00.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,23,19,2024-01-23T01:18:00Z,560000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612766,23,19,2024-01-23T01:20:56Z,570000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,out,[],203497,,,1610612766,23,19,2024-01-23T01:20:56Z,580000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,23,19,2024-01-23T01:20:56Z,590000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,in,[],203937,,,1610612766,23,19,2024-01-23T01:20:56Z,600000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,in,[],1629675,,,1610612766,23,19,2024-01-23T01:20:56Z,610000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M31.00S,2024-01-23T01:20:10.8Z,1,REGULAR,substitution,in,[],202397,,,1610612766,23,19,2024-01-23T01:20:56Z,620000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M11.00S,2024-01-23T01:21:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,17.559132720105126,44.6078431372549,1610612766,23,21,2024-01-23T01:21:31Z,630000,False,27.0,113.0,1,left,I. Smith 11' pullup Jump Shot (2 PTS) (P. Washington 2 AST),"[202397, 1629023]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,11.58,Made,2.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,
66,PT04M53.00S,2024-01-23T01:21:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,79.71419185282524,41.66666666666667,1610612750,23,21,2024-01-23T01:27:51Z,650000,False,-42.0,138.0,1,right,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,14.44,Missed,,,,,,,,,,,,,,,,,,
67,PT04M51.00S,2024-01-23T01:21:45.0Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,23,21,2024-01-23T01:21:54Z,660000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,
68,PT04M44.00S,2024-01-23T01:21:52.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,13.091327201051248,36.51960784313725,1610612766,23,23,2024-01-23T01:28:12Z,670000,False,67.0,71.0,1,left,B. Miller 9' driving floating Jump Shot (7 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,9.76,Made,7.0,,,,,,,,,,,,,,,,,
69,PT04M32.00S,2024-01-23T01:22:06.7Z,1,REGULAR,foul,personal,[],1628970,,,1610612750,23,23,2024-01-23T01:22:12Z,680000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1626157]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,200833.0,,,,,,1.0,0.0,Towns,1626157.0,,,,
71,PT04M32.00S,2024-01-23T01:22:14.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,23,23,2024-01-23T01:22:18Z,700000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M32.00S,2024-01-23T01:22:14.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,23,23,2024-01-23T01:22:18Z,710000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M25.00S,2024-01-23T01:22:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.14651773981603,44.36274509803921,1610612750,25,23,2024-01-23T01:30:32Z,720000,False,-28.0,31.0,1,right,K. Towns driving Layup (17 PTS) (K. Anderson 1 AST),"[1626157, 203937]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,4.17,Made,17.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
75,PT04M12.00S,2024-01-23T01:22:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,25.04927726675427,19.607843137254903,1610612766,25,23,2024-01-23T01:22:51Z,740000,False,152.0,183.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,16-24 Right Center,23.79,Missed,,,,,,,,,,,,,,,,,,
76,PT04M09.00S,2024-01-23T01:22:48.6Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,25,23,2024-01-23T01:22:51Z,750000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT04M02.00S,2024-01-23T01:22:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.14651773981603,49.26470588235294,1610612750,25,23,2024-01-23T01:31:00Z,760000,False,-4.0,31.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
78,PT04M02.00S,2024-01-23T01:22:57.9Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,25,23,2024-01-23T01:22:57Z,770000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,77.0,2.0,1.0,1.0,,,,,,,,
79,PT04M02.00S,2024-01-23T01:22:59.3Z,1,REGULAR,foul,personal,['2freethrow'],202397,,,1610612750,25,23,2024-01-23T01:23:08Z,780000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Towns 2 FT),"[202397, 1626157]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,1.0,0.0,Towns,1626157.0,,,,
81,PT04M02.00S,2024-01-23T01:23:29.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,25,23,2024-01-23T01:24:00Z,800000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT04M02.00S,2024-01-23T01:23:29.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,25,23,2024-01-23T01:24:00Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,
83,PT04M02.00S,2024-01-23T01:23:32.8Z,1,REGULAR,substitution,out,[],1641706,,,1610612750,25,23,2024-01-23T01:23:40Z,820000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M02.00S,2024-01-23T01:23:32.8Z,1,REGULAR,substitution,out,[],1629023,,,1610612750,25,23,2024-01-23T01:23:40Z,830000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M02.00S,2024-01-23T01:23:32.8Z,1,REGULAR,substitution,in,[],1630550,,,1610612750,25,23,2024-01-23T01:23:40Z,840000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M02.00S,2024-01-23T01:23:32.8Z,1,REGULAR,substitution,in,[],1641877,,,1610612750,25,23,2024-01-23T01:23:40Z,850000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
