actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT09M49.00S,2024-04-14T19:42:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.85479632063075,52.450980392156865,1610612756,6,9,2024-04-14T19:42:56Z,180000,False,12.0,15.0,1,right,J. Nurkic cutting Layup (2 PTS) (D. Booker 1 AST),"[203994, 1626164]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.92,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
21,PT09M21.00S,2024-04-14T19:43:19.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,6,9,2024-04-14T19:43:23Z,200000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203078]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Beal,203078.0,,,,,,
22,PT09M21.00S,2024-04-14T19:43:19.2Z,1,REGULAR,steal,,[],203078,,,1610612756,6,9,2024-04-14T19:43:21Z,210000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT09M18.00S,2024-04-14T19:43:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612756,6,9,2024-04-14T19:43:32Z,220000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Durant 2 FT),"[1630162, 201142]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Durant,201142.0,,
25,PT09M18.00S,2024-04-14T19:43:57.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201142,,,1610612756,6,10,2024-04-14T19:43:57Z,240000,False,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
26,PT09M18.00S,2024-04-14T19:44:14.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201142,,,1610612756,6,11,2024-04-14T19:44:14Z,250000,False,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
27,PT09M04.00S,2024-04-14T19:44:31.1Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,6,11,2024-04-14T19:44:33Z,260000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 203994]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,Nurkic,203994.0,,,,,,
28,PT09M04.00S,2024-04-14T19:44:31.1Z,1,REGULAR,steal,,[],203994,,,1610612756,6,11,2024-04-14T19:44:32Z,270000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
29,PT09M00.00S,2024-04-14T19:44:34.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203078,81.15965834428384,49.50980392156863,1610612756,6,13,2024-04-14T19:45:27Z,280000,False,-2.0,125.0,1,right,B. Beal 12' running pullup Jump Shot (4 PTS),[203078],1610612756.0,PHX,running pullup,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,12.46,Made,4.0,,,,,,,,,,,,,,,,,
30,PT08M41.00S,2024-04-14T19:44:54.1Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,6,13,2024-04-14T19:44:57Z,290000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 1628960]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,Allen,1628960.0,,,,,,
31,PT08M41.00S,2024-04-14T19:44:54.1Z,1,REGULAR,steal,,[],1628960,,,1610612756,6,13,2024-04-14T19:44:55Z,300000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M34.00S,2024-04-14T19:45:00.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628960,89.83245729303549,34.31372549019608,1610612756,6,15,2024-04-14T19:46:00Z,310000,False,-78.0,43.0,1,right,G. Allen 8' driving floating bank Jump Shot (2 PTS),[1628960],1610612756.0,PHX,driving floating bank,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Left,8.95,Made,2.0,,,,,,,,,,,,,,,,,
33,PT08M34.00S,2024-04-14T19:45:06.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,6,15,2024-04-14T19:45:06Z,320000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M20.00S,2024-04-14T19:48:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.492115637319317,49.01960784313725,1610612750,8,15,2024-04-14T19:48:17Z,330000,False,5.0,27.0,1,left,R. Gobert driving Layup (2 PTS),[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,,,,,,,,,,
35,PT07M59.00S,2024-04-14T19:48:33.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,90.48948751642575,37.254901960784316,1610612756,8,17,2024-04-14T19:48:36Z,340000,False,-64.0,37.0,1,right,J. Nurkic 7' Hook (4 PTS) (G. Allen 1 AST),"[203994, 1628960]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.36,Made,4.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
37,PT07M49.00S,2024-04-14T19:48:43.4Z,1,REGULAR,3pt,Jump Shot,[],1630183,7.966491458607096,96.81372549019608,1610612750,11,17,2024-04-14T19:48:47Z,360000,False,-234.0,22.0,1,left,J. McDaniels 3PT  (3 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.52,Made,3.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
39,PT07M35.00S,2024-04-14T19:48:57.2Z,1,REGULAR,3pt,Jump Shot,[],203078,76.69185282522996,86.76470588235294,1610612756,11,20,2024-04-14T19:49:22Z,380000,False,184.0,167.0,1,right,B. Beal 24' 3PT pullup (7 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,24.81,Made,7.0,,,,,,,,,,,,,,,,,
40,PT07M27.00S,2024-04-14T19:49:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.732588699080158,50.98039215686274,1610612750,13,20,2024-04-14T19:49:13Z,390000,False,-5.0,1.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,,,,,,,,
41,PT07M27.00S,2024-04-14T19:49:11.7Z,1,REGULAR,foul,personal,['1freethrow'],203078,,,1610612750,13,20,2024-04-14T19:49:16Z,400000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Edwards 1 FT),"[203078, 1630162]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,
43,PT07M27.00S,2024-04-14T19:49:29.4Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,14,20,2024-04-14T19:49:29Z,420000,False,,,0,,A. Edwards Free Throw 1 of 1 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
44,PT07M16.00S,2024-04-14T19:49:40.9Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,14,20,2024-04-14T19:49:44Z,430000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203497]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,Gobert,203497.0,,,,,,
45,PT07M16.00S,2024-04-14T19:49:40.9Z,1,REGULAR,steal,,[],203497,,,1610612750,14,20,2024-04-14T19:49:42Z,440000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M14.00S,2024-04-14T19:49:43.6Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,14,20,2024-04-14T19:49:46Z,450000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 203078]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,Beal,203078.0,,,,,,
47,PT07M14.00S,2024-04-14T19:49:43.6Z,1,REGULAR,steal,,[],203078,,,1610612756,14,20,2024-04-14T19:49:45Z,460000,False,,,0,,B. Beal STEAL (2 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
48,PT07M00.00S,2024-04-14T19:49:58.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,77.61169513797634,63.23529411764706,1610612756,14,20,2024-04-14T19:50:02Z,470000,False,66.0,158.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,17.13,Missed,,,,,,,,,,,,,,,,,,
49,PT06M57.00S,2024-04-14T19:50:01.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,14,20,2024-04-14T19:50:02Z,480000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,
50,PT06M46.00S,2024-04-14T19:50:11.8Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,14,20,2024-04-14T19:50:14Z,490000,False,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 203994]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,Nurkic,203994.0,,,,,,
51,PT06M46.00S,2024-04-14T19:50:11.8Z,1,REGULAR,steal,,[],203994,,,1610612756,14,20,2024-04-14T19:50:13Z,500000,False,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M24.00S,2024-04-14T19:50:33.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,87.46714848883047,37.254901960784316,1610612756,14,20,2024-04-14T19:50:40Z,510000,False,-64.0,65.0,1,right,MISS K. Durant 9' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,9.12,Missed,,,,,,,,,,,,,,,,,,
53,PT06M19.00S,2024-04-14T19:50:38.5Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,14,20,2024-04-14T19:50:40Z,520000,False,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,
111,PT06M11.00S,2024-04-14T19:50:53.6Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,14,20,2024-04-14T19:57:35Z,555000,False,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
58,PT06M11.00S,2024-04-14T19:51:02.3Z,1,REGULAR,substitution,out,[],203078,,,1610612756,14,20,2024-04-14T19:51:05Z,570000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M11.00S,2024-04-14T19:51:02.3Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,14,20,2024-04-14T19:51:05Z,580000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M01.00S,2024-04-14T19:51:22.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,67.62483574244416,60.5392156862745,1610612756,14,23,2024-04-14T19:57:35Z,590000,False,53.0,252.0,1,right,R. O'Neale 25' 3PT  (3 PTS) (J. Nurkic 3 AST),"[1626220, 203994]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.73,Made,3.0,J. Nurkic,203994.0,3.0,,,,,,,,,,,,,,
62,PT05M44.00S,2024-04-14T19:51:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,7.046649145860711,4.411764705882353,1610612750,14,23,2024-04-14T19:51:41Z,610000,False,228.0,14.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
63,PT05M42.00S,2024-04-14T19:51:40.6Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,14,23,2024-04-14T19:51:40Z,620000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,62.0,1.0,0.0,1.0,,,,,,,,
64,PT05M41.00S,2024-04-14T19:51:43.9Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,14,23,2024-04-14T19:52:05Z,630000,False,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 201142]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,,,1.0,0.0,Durant,201142.0,,
66,PT05M41.00S,2024-04-14T19:51:43.9Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,14,23,2024-04-14T19:51:43Z,650000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
67,PT05M41.00S,2024-04-14T19:51:59.3Z,1,REGULAR,foul,technical,['1freethrow'],202896,,,1610612756,14,23,2024-04-14T19:52:11Z,660000,False,,,0,,TEAM foul technical,[202896],1610612750.0,MIN,,,,,,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
68,PT05M41.00S,2024-04-14T19:52:15.8Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,14,24,2024-04-14T19:52:15Z,670000,False,,,0,,D. Booker technical Free Throw 1 of 1 (4 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
69,PT05M41.00S,2024-04-14T19:52:18.6Z,1,REGULAR,substitution,out,[],201144,,,1610612756,14,24,2024-04-14T19:52:28Z,680000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2024-04-14T19:52:18.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612756,14,24,2024-04-14T19:52:28Z,690000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M41.00S,2024-04-14T19:52:18.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612756,14,24,2024-04-14T19:52:28Z,700000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M41.00S,2024-04-14T19:52:18.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612756,14,24,2024-04-14T19:52:28Z,710000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2024-04-14T19:52:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626164,91.27792378449409,45.09803921568628,1610612756,14,24,2024-04-14T20:18:36Z,720000,False,-25.0,29.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
75,PT05M28.00S,2024-04-14T19:52:50.8Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,14,24,2024-04-14T19:52:52Z,740000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,
76,PT05M23.00S,2024-04-14T19:52:55.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203994,94.56307490144546,96.81372549019608,1610612756,14,24,2024-04-14T19:53:00Z,750000,False,234.0,-1.0,1,right,MISS J. Nurkic 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2024-04-14T19:52:59.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,14,24,2024-04-14T19:53:00Z,760000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,
78,PT05M09.00S,2024-04-14T19:53:11.7Z,1,REGULAR,foul,personal,[],203994,,,1610612750,14,24,2024-04-14T19:53:35Z,770000,False,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 1630162]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,,2004.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,
80,PT05M05.00S,2024-04-14T19:53:32.5Z,1,REGULAR,3pt,Jump Shot,[],1629675,18.74178712220762,94.11764705882352,1610612750,14,24,2024-04-14T19:53:37Z,790000,False,-221.0,124.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
81,PT05M03.00S,2024-04-14T19:53:35.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,14,24,2024-04-14T19:53:35Z,800000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,
82,PT04M49.00S,2024-04-14T19:53:48.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,93.11760840998686,4.6568627450980395,1610612756,14,27,2024-04-14T19:53:52Z,810000,False,-227.0,12.0,1,right,G. Allen 3PT  (5 PTS) (J. Nurkic 4 AST),"[1628960, 203994]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,22.7,Made,5.0,J. Nurkic,203994.0,4.0,,,,,,,,,,,,,,
84,PT04M29.00S,2024-04-14T19:54:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.360709592641262,46.32352941176471,1610612750,16,27,2024-04-14T19:54:14Z,830000,False,18.0,26.0,1,left,A. Edwards driving finger roll Layup (5 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.19,Made,5.0,,,,,,,,,,,,,,,,,
85,PT04M14.00S,2024-04-14T19:54:24.0Z,1,REGULAR,3pt,Jump Shot,[],201142,75.1149802890933,84.31372549019608,1610612756,16,27,2024-04-14T19:54:27Z,840000,False,172.0,181.0,1,right,MISS K. Durant 24' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
86,PT04M12.00S,2024-04-14T19:54:26.0Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,16,27,2024-04-14T19:54:27Z,850000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,
87,PT04M04.00S,2024-04-14T19:54:34.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,16,27,2024-04-14T19:54:37Z,860000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 203994]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,,,,,Nurkic,203994.0,,,,,,
