actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
19,PT10M38.00S,2023-11-07T01:12:39.0Z,1,REGULAR,foul,personal,['1freethrow'],201143,,,1610612750,2,4,2023-11-07T01:12:53Z,190000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Edwards 1 FT),"[201143, 1630162]",1610612738.0,BOS,1628171.0,Horford,A. Horford,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,,
21,PT10M38.00S,2023-11-07T01:13:01.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630162,,,1610612750,3,4,2023-11-07T01:13:01Z,210000,False,,,0,,A. Edwards Free Throw 1 of 1 (3 PTS),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,Made,,,,,,,3.0,,,,,,,,,,,,,,,,
23,PT10M20.00S,2023-11-07T01:13:31.5Z,1,REGULAR,3pt,Jump Shot,[],201950,69.72733245729303,67.40196078431373,1610612738,3,4,2023-11-07T01:14:59Z,230000,False,87.0,232.0,1,right,MISS J. Holiday 24' step back 3PT,[201950],1610612738.0,BOS,,Holiday,J. Holiday,step back,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2023-11-07T01:13:35.5Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,3,4,2023-11-07T01:13:40Z,240000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,Horford,A. Horford,,Mid-Range,16-24 Center,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2023-11-07T01:13:37.6Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612738,3,4,2023-11-07T01:13:46Z,250000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Porzingis 2 FT),"[201144, 204001]",1610612750.0,MIN,1626302.0,Conley,M. Conley,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Porzingis,204001.0,,,,,,
27,PT10M16.00S,2023-11-07T01:14:05.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],204001,,,1610612738,3,5,2023-11-07T01:14:05Z,270000,False,,,0,,K. Porzingis Free Throw 1 of 2 (1 PTS),[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,,,,,Made,,,,,,,1.0,,,,,,,,,,,,,,,,
28,PT10M16.00S,2023-11-07T01:14:19.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],204001,,,1610612738,3,6,2023-11-07T01:14:19Z,280000,False,,,0,,K. Porzingis Free Throw 2 of 2 (2 PTS),[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,,,,,Made,,,,,,,2.0,,,,,,,,,,,,,,,,
29,PT10M01.00S,2023-11-07T01:14:36.8Z,1,REGULAR,3pt,Jump Shot,[],1626157,25.837713534822605,15.931372549019606,1610612750,3,6,2023-11-07T01:14:40Z,290000,False,170.0,190.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,Towns,K. Towns,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M58.00S,2023-11-07T01:14:39.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,3,6,2023-11-07T01:14:40Z,300000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,Holiday,J. Holiday,,Above the Break 3,24+ Right Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
31,PT09M54.00S,2023-11-07T01:14:47.3Z,1,REGULAR,turnover,discontinued dribble,[],201950,,,1610612738,3,6,2023-11-07T01:14:53Z,310000,False,,,0,,J. Holiday discontinued dribble TURNOVER (1 TO),[201950],1610612738.0,BOS,201246.0,Holiday,J. Holiday,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,,,,,,,
32,PT09M44.00S,2023-11-07T01:15:07.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,10.200394218134035,73.2843137254902,1610612750,5,6,2023-11-07T01:15:18Z,320000,False,-116.0,43.0,1,left,A. Edwards 12' pullup bank Jump Shot (5 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,,Edwards,A. Edwards,pullup bank,Mid-Range,8-16 Left,12.42,Made,,,,,,,5.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,
34,PT09M32.00S,2023-11-07T01:15:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.9862023653088,47.549019607843135,1610612738,5,6,2023-11-07T01:15:28Z,340000,False,-12.0,13.0,1,right,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,,Holiday,J. Holiday,driving,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M30.00S,2023-11-07T01:15:21.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,6,2023-11-07T01:15:23Z,350000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,Towns,K. Towns,,Restricted Area,0-8 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2023-11-07T01:15:34.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203497,12.171484888304862,52.69607843137255,1610612750,7,6,2023-11-07T01:15:44Z,360000,False,-13.0,62.0,1,left,R. Gobert 6' turnaround bank Hook (2 PTS),[203497],1610612750.0,MIN,,Gobert,R. Gobert,turnaround bank,In The Paint (Non-RA),0-8 Center,6.34,Made,,,,,,,2.0,,,,,,,,,,,,,,,,
38,PT09M05.00S,2023-11-07T01:15:45.3Z,1,REGULAR,3pt,Jump Shot,[],204001,70.38436268068331,74.50980392156863,1610612738,7,9,2023-11-07T01:15:51Z,380000,False,123.0,226.0,1,right,K. Porzingis 25' 3PT  (5 PTS) (J. Holiday 1 AST),"[204001, 201950]",1610612738.0,BOS,,Porzingis,K. Porzingis,,Above the Break 3,24+ Right Center,25.7,Made,,,,,,,5.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,
40,PT08M45.00S,2023-11-07T01:16:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,6.915243101182654,95.58823529411765,1610612750,7,9,2023-11-07T01:16:10Z,400000,False,-228.0,13.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2023-11-07T01:16:08.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,7,9,2023-11-07T01:16:10Z,410000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,Holiday,J. Holiday,,Left Corner 3,24+ Left,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2023-11-07T01:16:16.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.72339027595268,50.73529411764706,1610612738,7,11,2023-11-07T01:16:21Z,420000,False,4.0,16.0,1,right,J. Brown driving DUNK (4 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,,Brown,J. Brown,driving,Restricted Area,0-8 Center,1.63,Made,,,,,,,4.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,
44,PT08M15.00S,2023-11-07T01:16:35.6Z,1,REGULAR,2pt,Jump Shot,[],1630183,26.888961892247043,45.34313725490196,1610612750,7,11,2023-11-07T01:17:06Z,440000,False,23.0,200.0,1,left,MISS J. McDaniels 20' pullup Shot,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,pullup,Mid-Range,16-24 Center,20.17,Missed,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2023-11-07T01:16:36.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,7,11,2023-11-07T01:16:43Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,Mid-Range,16-24 Center,,,,,44.0,,,,,,,,,,,,,,,,,,,,
46,PT08M14.00S,2023-11-07T01:16:43.0Z,1,REGULAR,foul,personal,[],201143,,,1610612750,7,11,2023-11-07T01:17:01Z,460000,False,,,0,,A. Horford loose ball personal FOUL (2 PF),"[201143, 203497]",1610612738.0,BOS,201246.0,Horford,A. Horford,loose ball,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,
48,PT08M14.00S,2023-11-07T01:16:55.8Z,1,REGULAR,substitution,out,[],201143,,,1610612750,7,11,2023-11-07T01:17:01Z,480000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M14.00S,2023-11-07T01:16:55.8Z,1,REGULAR,substitution,in,[],1630205,,,1610612750,7,11,2023-11-07T01:17:01Z,490000,False,,,0,,SUB in: L. Stevens,[1630205],1610612738.0,BOS,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M09.00S,2023-11-07T01:17:16.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,30.962549277266753,36.51960784313725,1610612750,10,11,2023-11-07T01:17:21Z,500000,False,67.0,239.0,1,left,A. Edwards 24' 3PT pullup (8 PTS),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,pullup,Above the Break 3,24+ Center,24.78,Made,,,,,,,8.0,,,,,,,,,,,,,,,,
51,PT07M56.00S,2023-11-07T01:17:29.5Z,1,REGULAR,3pt,Jump Shot,[],204001,67.23061760840999,46.07843137254902,1610612738,10,11,2023-11-07T01:17:37Z,510000,False,-20.0,256.0,1,right,MISS K. Porzingis 25' step back 3PT,[204001],1610612738.0,BOS,,Porzingis,K. Porzingis,step back,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M52.00S,2023-11-07T01:17:33.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,10,11,2023-11-07T01:17:37Z,520000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Above the Break 3,24+ Center,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
54,PT07M51.00S,2023-11-07T01:17:34.8Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,10,11,2023-11-07T01:19:55Z,540000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630205]",1610612750.0,MIN,,McDaniels,J. McDaniels,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Stevens,1630205.0,,,,,,,,,,
55,PT07M51.00S,2023-11-07T01:17:34.8Z,1,REGULAR,steal,,[],1630205,,,1610612738,10,11,2023-11-07T01:17:37Z,550000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612738.0,BOS,,Stevens,L. Stevens,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M48.00S,2023-11-07T01:17:37.8Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,10,11,2023-11-07T01:17:43Z,560000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 201144]",1610612738.0,BOS,,Tatum,J. Tatum,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Conley,201144.0,,,,,,,,,,
57,PT07M48.00S,2023-11-07T01:17:37.8Z,1,REGULAR,steal,,[],201144,,,1610612750,10,11,2023-11-07T01:17:39Z,570000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,Conley,M. Conley,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2023-11-07T01:17:45.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630183,17.16491458607096,68.87254901960785,1610612750,12,11,2023-11-07T01:20:40Z,580000,False,-94.0,109.0,1,left,J. McDaniels 14' pullup Jump Shot (2 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,,McDaniels,J. McDaniels,pullup,Mid-Range,8-16 Left,14.41,Made,,,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,
60,PT07M30.00S,2023-11-07T01:17:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612738,12,11,2023-11-07T01:18:08Z,600000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Holiday 2 FT),"[1626157, 201950]",1610612750.0,MIN,201246.0,Towns,K. Towns,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Holiday,201950.0,,,,,,
62,PT07M30.00S,2023-11-07T01:18:24.3Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612738,12,11,2023-11-07T01:18:24Z,620000,False,,,0,,MISS J. Holiday Free Throw 1 of 2,[201950],1610612738.0,BOS,,Holiday,J. Holiday,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2023-11-07T01:18:24.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,12,11,2023-11-07T01:18:24Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
64,PT07M30.00S,2023-11-07T01:18:40.3Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612738,12,12,2023-11-07T01:18:40Z,640000,False,,,0,,J. Holiday Free Throw 2 of 2 (1 PTS),[201950],1610612738.0,BOS,,Holiday,J. Holiday,,,,,Made,,,,,,,1.0,,,,,,,,,,,,,,,,
65,PT07M20.00S,2023-11-07T01:18:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,31.488173455978973,54.90196078431373,1610612750,12,12,2023-11-07T01:18:59Z,650000,False,-25.0,243.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M18.00S,2023-11-07T01:18:55.3Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612738,12,12,2023-11-07T01:18:59Z,660000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612738.0,BOS,,Stevens,L. Stevens,,Above the Break 3,24+ Center,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
67,PT07M09.00S,2023-11-07T01:19:05.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,12,12,2023-11-07T01:19:08Z,670000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1630183]",1610612738.0,BOS,,Tatum,J. Tatum,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,McDaniels,1630183.0,,,,,,,,,,
68,PT07M09.00S,2023-11-07T01:19:05.1Z,1,REGULAR,steal,,[],1630183,,,1610612750,12,12,2023-11-07T01:19:06Z,680000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M58.00S,2023-11-07T01:19:15.4Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,12,12,2023-11-07T01:19:22Z,690000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1627759]",1610612750.0,MIN,,Edwards,A. Edwards,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,
70,PT06M58.00S,2023-11-07T01:19:15.4Z,1,REGULAR,steal,,[],1627759,,,1610612738,12,12,2023-11-07T01:19:18Z,700000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,Brown,J. Brown,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M54.00S,2023-11-07T01:19:19.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,93.5611038107753,45.262714460784316,1610612738,12,14,2023-11-07T01:19:28Z,710000,False,-24.0,8.0,1,right,J. Brown running Layup (6 PTS),[1627759],1610612738.0,BOS,,Brown,J. Brown,running,Restricted Area,0-8 Center,2.5,Made,,,,,,,6.0,,,,,,,,,,,,,,,,
72,PT06M37.00S,2023-11-07T01:19:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630183,25.04927726675427,83.08823529411765,1610612750,12,14,2023-11-07T01:19:42Z,720000,False,-165.0,183.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2023-11-07T01:19:40.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,14,2023-11-07T01:19:42Z,730000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,Brown,J. Brown,,Above the Break 3,24+ Left Center,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
74,PT06M25.00S,2023-11-07T01:19:47.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,69.46452036793693,66.42156862745098,1610612738,12,17,2023-11-07T01:19:52Z,740000,False,82.0,235.0,1,right,J. Brown 24' 3PT pullup (9 PTS),[1627759],1610612738.0,BOS,,Brown,J. Brown,pullup,Above the Break 3,24+ Right Center,24.85,Made,,,,,,,9.0,,,,,,,,,,,,,,,,
75,PT06M11.00S,2023-11-07T01:20:04.2Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,12,17,2023-11-07T01:20:15Z,750000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1628369]",1610612750.0,MIN,,Towns,K. Towns,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,,,,,
76,PT06M11.00S,2023-11-07T01:20:04.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,12,17,2023-11-07T01:20:05Z,760000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2023-11-07T01:20:08.4Z,1,REGULAR,foul,personal,[],1630183,,,1610612738,12,17,2023-11-07T01:20:18Z,770000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1628369]",1610612750.0,MIN,1626302.0,McDaniels,J. McDaniels,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,,,,
79,PT06M09.00S,2023-11-07T01:20:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,17,2023-11-07T01:20:16Z,790000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M09.00S,2023-11-07T01:22:41.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,12,17,2023-11-07T01:23:02Z,800000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M09.00S,2023-11-07T01:22:41.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,12,17,2023-11-07T01:23:02Z,810000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M53.00S,2023-11-07T01:23:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630205,91.93495400788436,52.450980392156865,1610612738,12,17,2023-11-07T01:23:30Z,820000,False,12.0,23.0,1,right,MISS L. Stevens cutting Layup,[1630205],1610612738.0,BOS,,Stevens,L. Stevens,cutting,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2023-11-07T01:23:26.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,12,17,2023-11-07T01:23:30Z,830000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,Towns,K. Towns,,Restricted Area,0-8 Center,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,
