actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
343,PT10M58.00S,2024-03-25T00:21:32.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,52,54,2024-03-25T00:21:35Z,3410000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,,,,,342.0,4.0,4.0,0.0,,,,,,,
344,PT10M39.00S,2024-03-25T00:21:54.4Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612750,52,54,2024-03-25T00:22:02Z,3420000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Edwards 2 FT),"[201939, 1630162]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,2005.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
346,PT10M39.00S,2024-03-25T00:22:18.3Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,52,54,2024-03-25T00:22:38Z,3440000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
347,PT10M39.00S,2024-03-25T00:22:18.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,52,54,2024-03-25T00:22:38Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,
348,PT10M39.00S,2024-03-25T00:22:18.3Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,52,54,2024-03-25T00:22:38Z,3460000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
349,PT10M36.00S,2024-03-25T00:22:21.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,52,54,2024-03-25T00:22:38Z,3470000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,348.0,3.0,3.0,0.0,,,,,,,
350,PT10M26.00S,2024-03-25T00:22:47.9Z,3,REGULAR,3pt,Jump Shot,[],203952,66.3107752956636,37.5,1610612744,52,57,2024-03-25T00:22:53Z,3480000,False,-62.0,264.0,1,right,A. Wiggins 27' 3PT step back (14 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,,27.15,,,,,,,,,,,
351,PT10M02.00S,2024-03-25T00:23:10.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,15.982260183968464,51.470588235294116,1610612750,52,57,2024-03-25T00:23:33Z,3490000,False,-7.0,98.0,1,left,MISS A. Edwards 9' driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.8,,,,,,,,,,,
352,PT10M00.00S,2024-03-25T00:23:12.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,52,57,2024-03-25T00:23:15Z,3500000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,351.0,4.0,4.0,0.0,,,,,,,
353,PT09M55.00S,2024-03-25T00:23:18.4Z,3,REGULAR,3pt,Jump Shot,[],203952,67.23061760840999,35.049019607843135,1610612744,52,57,2024-03-25T00:23:26Z,3510000,False,-75.0,256.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.62,,,,,,,,,,,
354,PT09M52.00S,2024-03-25T00:23:21.4Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,52,57,2024-03-25T00:23:26Z,3520000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,353.0,4.0,3.0,1.0,,,,,,,
355,PT09M46.00S,2024-03-25T00:23:27.6Z,3,REGULAR,3pt,Jump Shot,[],201144,30.962549277266753,30.14705882352941,1610612750,52,57,2024-03-25T00:24:11Z,3530000,False,99.0,239.0,1,left,MISS M. Conley 25' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.83,,,,,,,,,,,
356,PT09M42.00S,2024-03-25T00:23:31.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,52,57,2024-03-25T00:23:35Z,3540000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,355.0,5.0,5.0,0.0,,,,,,,
358,PT09M32.00S,2024-03-25T00:23:44.5Z,3,REGULAR,2pt,Jump Shot,[],201939,82.47371879106439,87.00980392156863,1610612744,52,57,2024-03-25T00:24:30Z,3560000,False,185.0,112.0,1,right,MISS S. Curry 21' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,21.64,,,,,,,,,,,
359,PT09M30.00S,2024-03-25T00:23:46.5Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,52,57,2024-03-25T00:23:49Z,3570000,False,,,0,,N. Reid REBOUND (Off:1 Def:7),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right,,,,,,,,,,358.0,8.0,7.0,1.0,,,,,,,
360,PT09M17.00S,2024-03-25T00:23:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.886333771353483,53.18627450980392,1610612750,54,57,2024-03-25T00:24:04Z,3580000,False,-16.0,31.0,1,left,R. Gobert Layup (5 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,3.48,,,,,M. Conley,201144.0,3.0,,,,
362,PT09M05.00S,2024-03-25T00:24:11.7Z,3,REGULAR,3pt,Jump Shot,[],201939,68.54467805519053,64.70588235294117,1610612744,54,57,2024-03-25T00:24:16Z,3600000,False,74.0,243.0,1,right,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.41,,,,,,,,,,,
363,PT09M02.00S,2024-03-25T00:24:14.7Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,54,57,2024-03-25T00:24:16Z,3610000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,362.0,5.0,5.0,0.0,,,,,,,
364,PT08M52.00S,2024-03-25T00:24:25.0Z,3,REGULAR,3pt,Jump Shot,[],1630183,7.966491458607096,3.6764705882352944,1610612750,54,57,2024-03-25T00:24:29Z,3620000,False,232.0,22.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.27,,,,,,,,,,,
365,PT08M49.00S,2024-03-25T00:24:28.0Z,3,REGULAR,rebound,defensive,[],1630228,,,1610612744,54,57,2024-03-25T00:24:29Z,3630000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,,,,,,,,364.0,3.0,3.0,0.0,,,,,,,
366,PT08M47.00S,2024-03-25T00:24:33.7Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612744,54,57,2024-03-25T00:24:40Z,3640000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Kuminga 2 FT),"[1629675, 1630228]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,2005.0,3.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,
368,PT08M47.00S,2024-03-25T00:25:02.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630228,,,1610612744,54,57,2024-03-25T00:25:48Z,3660000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
369,PT08M47.00S,2024-03-25T00:25:02.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,54,57,2024-03-25T00:25:48Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,
370,PT08M47.00S,2024-03-25T00:25:02.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630228,,,1610612744,54,58,2024-03-25T00:25:48Z,3680000,False,,,0,,J. Kuminga Free Throw 2 of 2 (12 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
371,PT08M38.00S,2024-03-25T00:25:33.5Z,3,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612750,54,58,2024-03-25T00:25:39Z,3690000,False,,,0,,J. Kuminga shooting personal FOUL (3 PF) (Conley 2 FT),"[1630228, 201144]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Left,200833.0,3.0,0.0,Conley,201144.0,,,,,,,,,,,,,,,
373,PT08M38.00S,2024-03-25T00:26:02.9Z,3,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,55,58,2024-03-25T00:26:25Z,3710000,False,,,0,,M. Conley Free Throw 1 of 2 (4 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
374,PT08M38.00S,2024-03-25T00:26:02.9Z,3,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,55,58,2024-03-25T00:26:25Z,3720000,False,,,0,,MISS M. Conley Free Throw 2 of 2,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
375,PT08M35.00S,2024-03-25T00:26:05.9Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,55,58,2024-03-25T00:26:25Z,3730000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,374.0,2.0,2.0,0.0,,,,,,,
376,PT08M18.00S,2024-03-25T00:26:45.3Z,3,REGULAR,foul,personal,[],1630183,,,1610612744,55,58,2024-03-25T00:26:51Z,3740000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 203110]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,2005.0,2.0,0.0,Green,203110.0,,,,,,,,,,,,,,,
378,PT08M14.00S,2024-03-25T00:27:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.67214191852825,51.71568627450981,1610612744,55,60,2024-03-25T00:27:18Z,3760000,False,9.0,26.0,1,right,S. Curry cutting finger roll Layup (16 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,cutting finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,2.72,,,,,D. Green,203110.0,2.0,,,,
380,PT07M59.00S,2024-03-25T00:27:24.6Z,3,REGULAR,3pt,Jump Shot,[],201144,7.046649145860711,96.32352941176471,1610612750,55,60,2024-03-25T00:27:34Z,3780000,False,-232.0,14.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.2,,,,,,,,,,,
381,PT07M55.00S,2024-03-25T00:27:28.6Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,55,60,2024-03-25T00:27:34Z,3790000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,380.0,3.0,3.0,0.0,,,,,,,
382,PT07M48.00S,2024-03-25T00:27:36.5Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612744,55,60,2024-03-25T00:30:10Z,3800000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 201144]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Conley,201144.0
383,PT07M48.00S,2024-03-25T00:27:36.5Z,3,REGULAR,steal,,[],201144,,,1610612750,55,60,2024-03-25T00:27:48Z,3810000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
384,PT07M44.00S,2024-03-25T00:27:42.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",201144,7.5722733245729295,51.225490196078425,1610612750,57,60,2024-03-25T00:30:19Z,3820000,False,-6.0,19.0,1,left,M. Conley running Layup (6 PTS) (J. McDaniels 1 AST),"[201144, 1630183]",1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,1.97,,,,,J. McDaniels,1630183.0,1.0,,,,
386,PT07M44.00S,2024-03-25T00:27:47.1Z,3,REGULAR,violation,defensive goaltending,[],1641764,,,1610612750,57,60,2024-03-25T00:28:12Z,3840000,False,,,0,,B. Podziemski defensive goaltending VIOLATION,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,200833.0,,,,,,,,,,,,,,,,,,,
387,PT07M44.00S,2024-03-25T00:27:52.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,57,60,2024-03-25T00:27:52Z,3850000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M44.00S,2024-03-25T00:30:39.1Z,3,REGULAR,substitution,out,[],203952,,,1610612744,57,60,2024-03-25T00:30:59Z,3860000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M44.00S,2024-03-25T00:30:39.1Z,3,REGULAR,substitution,out,[],203110,,,1610612744,57,60,2024-03-25T00:30:59Z,3870000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M44.00S,2024-03-25T00:30:39.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,57,60,2024-03-25T00:30:59Z,3880000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M44.00S,2024-03-25T00:30:39.1Z,3,REGULAR,substitution,in,[],1631218,,,1610612744,57,60,2024-03-25T00:30:59Z,3890000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M34.00S,2024-03-25T00:31:08.3Z,3,REGULAR,3pt,Jump Shot,[],201939,66.3107752956636,60.049019607843135,1610612744,57,63,2024-03-25T00:31:14Z,3900000,False,50.0,264.0,1,right,S. Curry 26' 3PT pullup (19 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,Made,19.0,,26.89,,,,,,,,,,,
393,PT07M15.00S,2024-03-25T00:31:26.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,11.514454664914586,43.13725490196079,1610612750,57,63,2024-03-25T00:31:55Z,3910000,False,34.0,56.0,1,left,MISS N. Reid 6' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.54,,,,,,,,,,,
394,PT07M14.00S,2024-03-25T00:31:27.9Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,57,63,2024-03-25T00:31:43Z,3920000,False,,,0,,N. Reid REBOUND (Off:2 Def:7),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,393.0,9.0,7.0,2.0,,,,,,,
395,PT07M12.00S,2024-03-25T00:31:30.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,19.92444152431012,91.91176470588235,1610612750,60,63,2024-03-25T00:31:36Z,3930000,False,-210.0,135.0,1,left,J. McDaniels 24' 3PT  (6 PTS) (M. Conley 4 AST),"[1630183, 201144]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,24.92,,,,,M. Conley,201144.0,4.0,,,,
397,PT06M54.00S,2024-03-25T00:31:47.9Z,3,REGULAR,3pt,Jump Shot,[],201939,68.9388961892247,27.696078431372552,1610612744,60,66,2024-03-25T00:32:18Z,3950000,False,-112.0,239.0,1,right,S. Curry 26' 3PT step back (22 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Made,22.0,,26.42,,,,,,,,,,,
398,PT06M39.00S,2024-03-25T00:32:04.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,8.623521681997373,49.01960784313725,1610612750,62,66,2024-03-25T00:32:10Z,3960000,False,5.0,29.0,1,left,R. Gobert cutting DUNK (7 PTS) (M. Conley 5 AST),"[203497, 201144]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,2.9,,,,,M. Conley,201144.0,5.0,,,,
400,PT06M22.00S,2024-03-25T00:32:23.9Z,3,REGULAR,foul,personal,[],1630183,,,1610612744,62,66,2024-03-25T00:32:31Z,3980000,False,,,0,,J. McDaniels personal FOUL (3 PF),"[1630183, 201939]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,2005.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
402,PT06M22.00S,2024-03-25T00:32:31.0Z,3,REGULAR,substitution,out,[],1641764,,,1610612744,62,66,2024-03-25T00:32:33Z,4000000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M22.00S,2024-03-25T00:32:31.0Z,3,REGULAR,substitution,in,[],202691,,,1610612744,62,66,2024-03-25T00:32:33Z,4010000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M22.00S,2024-03-25T00:32:35.4Z,3,REGULAR,substitution,out,[],203497,,,1610612744,62,66,2024-03-25T00:32:40Z,4020000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M22.00S,2024-03-25T00:32:35.4Z,3,REGULAR,substitution,in,[],203937,,,1610612744,62,66,2024-03-25T00:32:40Z,4030000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M12.00S,2024-03-25T00:33:01.0Z,3,REGULAR,turnover,lost ball,[],201939,,,1610612744,62,66,2024-03-25T00:33:06Z,4040000,False,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 203937]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,,,Anderson,203937.0
407,PT06M12.00S,2024-03-25T00:33:01.0Z,3,REGULAR,steal,,[],203937,,,1610612750,62,66,2024-03-25T00:33:03Z,4050000,False,,,0,,K. Anderson STEAL (2 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
409,PT05M58.00S,2024-03-25T00:33:32.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,12.828515111695138,49.754901960784316,1610612750,62,66,2024-03-25T00:33:48Z,4070000,False,1.0,68.0,1,left,MISS M. Conley 6' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.81,,,,,,,,,,,
410,PT05M56.00S,2024-03-25T00:33:34.1Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612744,62,66,2024-03-25T00:33:38Z,4080000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,409.0,2.0,2.0,0.0,,,,,,,
411,PT05M44.00S,2024-03-25T00:33:46.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,91.80354796320631,51.9607843137255,1610612744,62,68,2024-03-25T00:34:41Z,4090000,False,10.0,25.0,1,right,K. Thompson cutting Layup (7 PTS) (G. Payton II 5 AST),"[202691, 1627780]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,2.64,,,,,G. Payton II,1627780.0,5.0,,,,
413,PT05M19.00S,2024-03-25T00:34:11.5Z,3,REGULAR,turnover,lost ball,[],1629675,,,1610612750,62,68,2024-03-25T00:34:16Z,4110000,False,,,0,,N. Reid lost ball TURNOVER (6 TO),"[1629675, 1627780]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,6.0,,,,,,,,,,,Payton II,1627780.0
414,PT05M19.00S,2024-03-25T00:34:11.5Z,3,REGULAR,steal,,[],1627780,,,1610612744,62,68,2024-03-25T00:34:13Z,4120000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
415,PT05M14.00S,2024-03-25T00:34:18.2Z,3,REGULAR,turnover,traveling,[],1630228,,,1610612744,62,68,2024-03-25T00:34:27Z,4130000,False,,,0,,J. Kuminga traveling TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,200833.0,,,,,,,1.0,,,,,,,,,,,,
416,PT05M14.00S,2024-03-25T00:34:22.9Z,3,REGULAR,substitution,out,[],201144,,,1610612750,62,68,2024-03-25T00:34:28Z,4140000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M14.00S,2024-03-25T00:34:22.9Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,62,68,2024-03-25T00:34:28Z,4150000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M05.00S,2024-03-25T00:34:50.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,9.017739816031538,97.30392156862744,1610612750,62,68,2024-03-25T00:34:54Z,4160000,False,-237.0,32.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.87,,,,,,,,,,,
419,PT05M02.00S,2024-03-25T00:34:53.3Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,62,68,2024-03-25T00:34:54Z,4170000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,418.0,1.0,1.0,0.0,,,,,,,
420,PT04M57.00S,2024-03-25T00:34:58.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630228,92.32917214191852,50.73529411764706,1610612744,62,68,2024-03-25T00:35:32Z,4180000,False,4.0,20.0,1,right,MISS J. Kuminga running finger roll Layup,[1630228],1610612744.0,GSW,running finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.99,,,,,,,,,,,
421,PT04M55.00S,2024-03-25T00:35:00.4Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,62,68,2024-03-25T00:35:07Z,4190000,False,,,0,,N. Reid REBOUND (Off:2 Def:8),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,420.0,10.0,8.0,2.0,,,,,,,
422,PT04M50.00S,2024-03-25T00:35:06.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,24.392247043363994,88.23529411764706,1610612750,65,68,2024-03-25T00:35:34Z,4200000,False,-191.0,177.0,1,left,A. Edwards 26' 3PT  (17 PTS) (J. McLaughlin 2 AST),"[1630162, 1629162]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,Made,17.0,,26.04,,,,,J. McLaughlin,1629162.0,2.0,,,,
424,PT04M32.00S,2024-03-25T00:35:23.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.46057818659659,50.245098039215684,1610612744,65,68,2024-03-25T00:35:30Z,4220000,False,1.0,18.0,1,right,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.84,,,,,,,,,,,
425,PT04M30.00S,2024-03-25T00:35:25.6Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,65,68,2024-03-25T00:35:30Z,4230000,False,,,0,,N. Reid REBOUND (Off:2 Def:9),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,424.0,11.0,9.0,2.0,,,,,,,
426,PT04M19.00S,2024-03-25T00:35:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,7.5722733245729295,51.71568627450981,1610612750,65,68,2024-03-25T00:36:51Z,4240000,False,-9.0,19.0,1,left,MISS A. Edwards driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.06,,,,,,,,,,,
