actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT11M10.00S,2024-03-05T01:12:23.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,0,0,2024-03-05T01:12:27Z,150000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M10.00S,2024-03-05T01:12:22.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,2,0,2024-03-05T01:12:42Z,160000,False,0.0,0.0,1,left,R. Gobert tip DUNK (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M53.00S,2024-03-05T01:12:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,91.93495400788436,55.63725490196079,1610612757,2,2,2024-03-05T01:12:46Z,170000,False,28.0,23.0,1,right,A. Simons driving reverse Layup (2 PTS),[1629014],1610612757.0,POR,driving reverse,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.66,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M40.00S,2024-03-05T01:12:52.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,6.521024967148489,57.59803921568627,1610612750,2,2,2024-03-05T01:15:38Z,180000,False,-38.0,9.0,1,left,MISS K. Towns driving DUNK - blocked,"[1626157, 1641871]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,Reath,1641871.0,,,,,,,,,,,
23,PT10M40.00S,2024-03-05T01:12:52.5Z,1,REGULAR,block,,[],1641871,,,1610612750,2,2,2024-03-05T01:15:22Z,185000,False,,,0,,D. Reath BLOCK (1 BLK),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M38.00S,2024-03-05T01:12:54.5Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,2,2,2024-03-05T01:12:56Z,190000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M34.00S,2024-03-05T01:12:59.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631200,72.35545335085413,21.568627450980394,1610612757,2,2,2024-03-05T01:16:33Z,200000,False,-142.0,207.0,1,right,MISS K. Murray 25' running 3PT,[1631200],1610612757.0,POR,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
22,PT10M31.00S,2024-03-05T01:13:02.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,2,2,2024-03-05T01:13:05Z,210000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT10M09.00S,2024-03-05T01:13:24.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,29.25427069645204,69.6078431372549,1610612750,2,2,2024-03-05T01:13:29Z,220000,False,-98.0,222.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,24.31,Missed,,,,,,,,,,,,,,,,,,
25,PT10M06.00S,2024-03-05T01:13:27.4Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,2,2,2024-03-05T01:13:27Z,230000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M59.00S,2024-03-05T01:13:36.7Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612757,2,2,2024-03-05T01:13:45Z,240000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,
27,PT09M52.00S,2024-03-05T01:14:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,91.40932982917214,43.627450980392155,1610612757,2,4,2024-03-05T01:14:06Z,250000,False,-32.0,28.0,1,right,D. Banton driving Layup (2 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,4.26,Made,,,,,2.0,,,,,,,,,,,,,
28,PT09M37.00S,2024-03-05T01:14:16.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,28.33442838370565,23.284313725490197,1610612750,2,4,2024-03-05T01:14:21Z,260000,False,134.0,214.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2024-03-05T01:14:19.8Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,2,4,2024-03-05T01:14:21Z,270000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT09M30.00S,2024-03-05T01:14:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,70.12155059132719,78.67647058823529,1610612757,2,4,2024-03-05T01:17:40Z,280000,False,143.0,228.0,1,right,MISS A. Simons 26' running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.97,Missed,,,,,,,,,,,,,,,,,,
31,PT09M28.00S,2024-03-05T01:14:25.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,2,4,2024-03-05T01:14:29Z,290000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M22.00S,2024-03-05T01:14:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630183,21.895532194480946,88.23529411764706,1610612750,2,4,2024-03-05T01:14:36Z,300000,False,-191.0,153.0,1,left,MISS J. McDaniels 24' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2024-03-05T01:14:35.4Z,1,REGULAR,rebound,offensive,[],201144,,,1610612750,2,4,2024-03-05T01:14:35Z,310000,False,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,
34,PT09M17.00S,2024-03-05T01:14:37.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,31.750985545335087,53.431372549019606,1610612750,2,4,2024-03-05T01:14:42Z,320000,False,-17.0,246.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
35,PT09M13.00S,2024-03-05T01:14:41.2Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,2,4,2024-03-05T01:14:42Z,330000,False,,,0,,J. Walker REBOUND (Off:0 Def:3),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,
36,PT09M06.00S,2024-03-05T01:14:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,92.59198423127464,46.568627450980394,1610612757,2,6,2024-03-05T01:14:52Z,340000,False,-17.0,17.0,1,right,D. Banton driving Layup (4 PTS),[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,4.0,,,,,,,,,,,,,
37,PT08M57.00S,2024-03-05T01:14:57.0Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,2,6,2024-03-05T01:15:00Z,350000,False,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1631200]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Murray,1631200.0,,,,,,,
38,PT08M57.00S,2024-03-05T01:14:57.0Z,1,REGULAR,steal,,[],1631200,,,1610612757,2,6,2024-03-05T01:14:58Z,360000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
39,PT08M52.00S,2024-03-05T01:15:01.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629014,74.19513797634691,17.892156862745097,1610612757,2,9,2024-03-05T01:20:31Z,370000,False,-161.0,190.0,1,right,A. Simons 24' 3PT running pullup (5 PTS) (K. Murray 1 AST),"[1629014, 1631200]",1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.88,Made,,,,,5.0,,,,,,,K. Murray,1631200.0,1.0,,,,
41,PT08M33.00S,2024-03-05T01:15:20.6Z,1,REGULAR,3pt,Jump Shot,[],201144,31.488173455978973,53.431372549019606,1610612750,5,9,2024-03-05T01:15:25Z,390000,False,-17.0,243.0,1,left,M. Conley 24' 3PT pullup (3 PTS),[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,24.41,Made,,,,,3.0,,,,,,,,,,,,,
42,PT08M09.00S,2024-03-05T01:15:44.6Z,1,REGULAR,turnover,bad pass,[],1641871,,,1610612757,5,9,2024-03-05T01:15:47Z,400000,False,,,0,,D. Reath bad pass TURNOVER (1 TO),"[1641871, 1630162]",1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,
43,PT08M09.00S,2024-03-05T01:15:44.6Z,1,REGULAR,steal,,[],1630162,,,1610612750,5,9,2024-03-05T01:15:46Z,410000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M53.00S,2024-03-05T01:16:03.1Z,1,REGULAR,foul,personal,[],1631133,,,1610612750,5,9,2024-03-05T01:16:13Z,420000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1626157]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,,,,,,,1.0,0.0,Towns,1626157.0
46,PT07M47.00S,2024-03-05T01:16:31.3Z,1,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612750,5,9,2024-03-05T01:16:45Z,440000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Gobert 2 FT),"[1641871, 203497]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,,,,,,,1.0,0.0,Gobert,203497.0
48,PT07M47.00S,2024-03-05T01:17:02.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612750,6,9,2024-03-05T01:17:02Z,460000,False,,,0,,R. Gobert Free Throw 1 of 2 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
49,PT07M47.00S,2024-03-05T01:17:22.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612750,7,9,2024-03-05T01:17:22Z,470000,False,,,0,,R. Gobert Free Throw 2 of 2 (4 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
50,PT07M30.00S,2024-03-05T01:17:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612757,7,9,2024-03-05T01:17:55Z,480000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Banton 2 FT),"[1626157, 1630625]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1193.0,,,,,,,1.0,0.0,Banton,1630625.0
52,PT07M30.00S,2024-03-05T01:18:12.1Z,1,REGULAR,freethrow,1 of 2,[],1630625,,,1610612757,7,9,2024-03-05T01:18:12Z,500000,False,,,0,,MISS D. Banton Free Throw 1 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M30.00S,2024-03-05T01:18:12.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,7,9,2024-03-05T01:18:12Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2024-03-05T01:18:32.4Z,1,REGULAR,freethrow,2 of 2,[],1630625,,,1610612757,7,10,2024-03-05T01:18:32Z,520000,False,,,0,,D. Banton Free Throw 2 of 2 (5 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
55,PT07M18.00S,2024-03-05T01:18:47.4Z,1,REGULAR,2pt,Jump Shot,[],201144,7.5722733245729295,66.42156862745098,1610612750,7,10,2024-03-05T01:18:54Z,530000,False,-82.0,19.0,1,left,MISS M. Conley 8' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,8.42,Missed,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2024-03-05T01:18:49.7Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,7,10,2024-03-05T01:18:49Z,540000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,,
57,PT07M14.00S,2024-03-05T01:18:51.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,5.338370565045992,51.71568627450981,1610612750,9,10,2024-03-05T01:18:58Z,550000,False,-9.0,-2.0,1,left,R. Gobert putback DUNK (6 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,6.0,,,,,,,,,,,,,
58,PT06M52.00S,2024-03-05T01:19:12.8Z,1,REGULAR,2pt,Jump Shot,[],1630625,79.45137976346912,42.15686274509804,1610612757,9,12,2024-03-05T01:19:19Z,560000,False,-39.0,141.0,1,right,D. Banton 14' turnaround fadeaway Jump Shot (7 PTS),[1630625],1610612757.0,POR,turnaround fadeaway,,,Banton,D. Banton,,,,,Mid-Range,8-16 Center,14.61,Made,,,,,7.0,,,,,,,,,,,,,
59,PT06M40.00S,2024-03-05T01:19:35.7Z,1,REGULAR,foul,technical,['1freethrow'],1630625,,,1610612750,9,12,2024-03-05T01:20:06Z,570000,False,,,0,,D. Banton technical FOUL (1 Tech),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1193.0,,,,,,,0.0,1.0,,
60,PT06M40.00S,2024-03-05T01:20:00.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,9,12,2024-03-05T01:20:00Z,580000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M40.00S,2024-03-05T01:22:58.6Z,1,REGULAR,freethrow,1 of 1,[],201144,,,1610612750,10,12,2024-03-05T01:22:58Z,590000,False,,,0,,M. Conley technical Free Throw 1 of 1 (4 PTS),[201144],1610612750.0,MIN,technical,,,Conley,M. Conley,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
62,PT06M28.00S,2024-03-05T01:23:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.389618922470433,48.03921568627451,1610612750,12,12,2024-03-05T01:23:35Z,600000,False,10.0,8.0,1,left,K. Towns driving finger roll Layup (2 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,2.0,,,,,,,M. Conley,201144.0,1.0,,,,
64,PT06M07.00S,2024-03-05T01:23:47.9Z,1,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612757,12,12,2024-03-05T01:23:53Z,620000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Reath 2 FT),"[1626157, 1641871]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Reath,1641871.0
66,PT06M07.00S,2024-03-05T01:24:13.9Z,1,REGULAR,freethrow,1 of 2,[],1641871,,,1610612757,12,13,2024-03-05T01:24:42Z,640000,False,,,0,,D. Reath Free Throw 1 of 2 (1 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
67,PT06M07.00S,2024-03-05T01:24:14.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612757,12,13,2024-03-05T01:24:21Z,650000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2024-03-05T01:24:14.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612757,12,13,2024-03-05T01:24:21Z,660000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M07.00S,2024-03-05T01:24:13.9Z,1,REGULAR,freethrow,2 of 2,[],1641871,,,1610612757,12,13,2024-03-05T01:24:42Z,670000,False,,,0,,MISS D. Reath Free Throw 2 of 2,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
70,PT06M05.00S,2024-03-05T01:24:15.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,13,2024-03-05T01:24:42Z,680000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M47.00S,2024-03-05T01:24:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,11.514454664914586,55.88235294117647,1610612750,14,13,2024-03-05T01:25:03Z,690000,False,-29.0,56.0,1,left,J. McDaniels 6' driving floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.3,Made,,,,,2.0,,,,,,,,,,,,,
72,PT05M30.00S,2024-03-05T01:25:18.3Z,1,REGULAR,turnover,traveling,[],1641871,,,1610612757,14,13,2024-03-05T01:25:24Z,700000,False,,,0,,D. Reath traveling TURNOVER (2 TO),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Left,,,,,,,,,,202041.0,2.0,,,,,,,,,
73,PT05M19.00S,2024-03-05T01:25:43.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,23.73521681997372,16.176470588235293,1610612750,14,13,2024-03-05T01:25:48Z,710000,False,169.0,171.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.02,Missed,,,,,,,,,,,,,,,,,,
74,PT05M16.00S,2024-03-05T01:25:46.5Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,14,13,2024-03-05T01:25:48Z,720000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M09.00S,2024-03-05T01:25:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,84.31340341655716,51.470588235294116,1610612757,14,13,2024-03-05T01:26:29Z,730000,False,7.0,95.0,1,right,MISS D. Banton 9' fadeaway Shot,[1630625],1610612757.0,POR,fadeaway,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
76,PT05M07.00S,2024-03-05T01:25:55.6Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,14,13,2024-03-05T01:26:29Z,740000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,,,
77,PT05M05.00S,2024-03-05T01:25:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631133,68.01905387647832,43.13725490196079,1610612757,14,13,2024-03-05T01:26:06Z,750000,False,-34.0,248.0,1,right,MISS J. Walker 25' 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
78,PT05M02.00S,2024-03-05T01:26:01.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,14,13,2024-03-05T01:26:06Z,760000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,77.0,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2024-03-05T01:26:06.6Z,1,REGULAR,substitution,out,[],1630625,,,1610612757,14,13,2024-03-05T01:26:15Z,780000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2024-03-05T01:26:06.6Z,1,REGULAR,substitution,in,[],1630204,,,1610612757,14,13,2024-03-05T01:26:15Z,790000,False,,,0,,SUB in: A. Hagans,[1630204],1610612757.0,POR,,,,Hagans,A. Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,
