actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT11M03.00S,2024-01-21T01:12:20.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,79.188567674113,91.42156862745098,1610612760,0,7,2024-01-21T01:12:25Z,170000,False,207.0,143.0,1,right,C. Holmgren 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,25.17,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,
19,PT10M44.00S,2024-01-21T01:12:41.1Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,0,7,2024-01-21T01:12:46Z,190000,False,,,0,,A. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,lost ball,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,1628480.0,,,,,,,1.0,,,,,,,,,,,,
20,PT10M30.00S,2024-01-21T01:12:59.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,78.66294349540078,50.245098039215684,1610612760,0,9,2024-01-21T01:13:04Z,200000,False,1.0,148.0,1,right,J. Giddey 14' Jump Shot (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Center,,,,,,Made,2.0,,,,14.81,J. Williams,1631114.0,1.0,,,,,,
22,PT10M07.00S,2024-01-21T01:13:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,7.966491458607096,58.57843137254902,1610612750,2,9,2024-01-21T01:13:29Z,220000,False,-43.0,22.0,1,left,K. Towns driving floating Jump Shot (2 PTS),[1626157],1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,4.84,,,,,,,,,
23,PT09M59.00S,2024-01-21T01:13:34.2Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612760,2,9,2024-01-21T01:13:38Z,230000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,1628480.0,,,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2024-01-21T01:14:03.7Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612760,2,9,2024-01-21T01:14:13Z,240000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Williams 2 FT),"[201144, 1631114]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Williams,1631114.0,,,,,,,,,,,,,,,
26,PT09M44.00S,2024-01-21T01:14:24.4Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,2,9,2024-01-21T01:14:24Z,260000,False,,,0,,MISS J. Williams Free Throw 1 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
27,PT09M44.00S,2024-01-21T01:14:24.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,2,9,2024-01-21T01:14:24Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,
28,PT09M44.00S,2024-01-21T01:14:39.3Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,2,10,2024-01-21T01:14:39Z,280000,False,,,0,,J. Williams Free Throw 2 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
29,PT09M28.00S,2024-01-21T01:14:58.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,7.966491458607096,4.166666666666666,1610612750,2,10,2024-01-21T01:15:03Z,290000,False,229.0,22.0,1,left,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.03,,,,,,,,,
30,PT09M25.00S,2024-01-21T01:15:01.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,10,2024-01-21T01:15:03Z,300000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,
31,PT09M11.00S,2024-01-21T01:15:14.7Z,1,REGULAR,3pt,Jump Shot,[],1630581,94.82588699080158,3.9215686274509802,1610612760,2,10,2024-01-21T01:15:20Z,310000,False,-230.0,-4.0,1,right,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.04,,,,,,,,,
32,PT09M06.00S,2024-01-21T01:15:19.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,2,10,2024-01-21T01:29:50Z,320000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,
35,PT08M56.00S,2024-01-21T01:15:29.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203497,8.754927726675426,47.30392156862745,1610612750,2,10,2024-01-21T01:17:45Z,350000,False,13.0,30.0,1,left,MISS R. Gobert driving Hook,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.27,,,,,,,,,
36,PT08M54.00S,2024-01-21T01:15:31.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,10,2024-01-21T01:15:33Z,360000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,35.0,2.0,2.0,0.0,,
37,PT08M37.00S,2024-01-21T01:15:49.1Z,1,REGULAR,2pt,Jump Shot,[],1630581,91.5407358738502,67.15686274509804,1610612760,2,10,2024-01-21T01:18:49Z,370000,False,86.0,27.0,1,right,MISS J. Giddey 8' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,8.99,,,,,,,,,
38,PT08M33.00S,2024-01-21T01:15:53.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,10,2024-01-21T01:15:52Z,380000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
39,PT08M19.00S,2024-01-21T01:16:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.995400788436268,96.32352941176471,1610612750,5,10,2024-01-21T01:16:09Z,390000,False,-232.0,4.0,1,left,J. McDaniels 3PT  (3 PTS) (R. Gobert 1 AST),"[1630183, 203497]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,23.16,R. Gobert,203497.0,1.0,,,,,,
41,PT08M02.00S,2024-01-21T01:16:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,90.09526938239159,54.65686274509803,1610612760,5,10,2024-01-21T01:16:27Z,410000,False,23.0,41.0,1,right,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.68,,,,,,,,,
42,PT08M01.00S,2024-01-21T01:16:25.7Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,5,10,2024-01-21T01:16:25Z,420000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,41.0,1.0,0.0,1.0,,
43,PT07M55.00S,2024-01-21T01:16:30.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,80.1084099868594,91.42156862745098,1610612760,5,10,2024-01-21T01:16:34Z,430000,False,207.0,134.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,24.69,,,,,,,,,
44,PT07M52.00S,2024-01-21T01:16:33.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,10,2024-01-21T01:16:34Z,440000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,
45,PT07M41.00S,2024-01-21T01:16:44.7Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,5,10,2024-01-21T01:16:49Z,450000,False,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 1630581]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Giddey,1630581.0,,,,,,,,,,
46,PT07M41.00S,2024-01-21T01:16:44.7Z,1,REGULAR,steal,,[],1630581,,,1610612760,5,10,2024-01-21T01:17:06Z,460000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M37.00S,2024-01-21T01:16:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612760,5,10,2024-01-21T01:17:00Z,470000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630183, 1631096]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
49,PT07M37.00S,2024-01-21T01:17:24.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631096,,,1610612760,5,11,2024-01-21T01:17:24Z,490000,False,,,0,,C. Holmgren Free Throw 1 of 2 (4 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
50,PT07M37.00S,2024-01-21T01:17:45.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631096,,,1610612760,5,12,2024-01-21T01:17:45Z,500000,False,,,0,,C. Holmgren Free Throw 2 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
51,PT07M19.00S,2024-01-21T01:18:08.3Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612750,5,12,2024-01-21T01:18:14Z,510000,False,,,0,,M. Conley bad pass TURNOVER (2 TO),"[201144, 1628983]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
52,PT07M19.00S,2024-01-21T01:18:08.3Z,1,REGULAR,steal,,[],1628983,,,1610612760,5,12,2024-01-21T01:18:09Z,520000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2024-01-21T01:18:14.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,93.64323258869908,50.73529411764706,1610612760,5,14,2024-01-21T01:22:06Z,530000,False,4.0,7.0,1,right,J. Williams running Layup (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,0.82,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,
55,PT06M57.00S,2024-01-21T01:18:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.835085413929041,53.431372549019606,1610612750,5,14,2024-01-21T01:18:35Z,550000,False,-17.0,21.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.72,,,,,,,,,
56,PT06M57.00S,2024-01-21T01:18:30.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,5,14,2024-01-21T01:18:35Z,560000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,55.0,1.0,0.0,1.0,,
57,PT06M50.00S,2024-01-21T01:18:36.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,8.492115637319317,4.6568627450980395,1610612750,5,14,2024-01-21T01:18:40Z,570000,False,227.0,27.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.83,,,,,,,,,
58,PT06M48.00S,2024-01-21T01:18:38.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,14,2024-01-21T01:18:40Z,580000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,57.0,3.0,3.0,0.0,,
59,PT06M42.00S,2024-01-21T01:18:44.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,76.95466491458606,87.99019607843137,1610612760,5,14,2024-01-21T01:23:26Z,590000,False,190.0,164.0,1,right,MISS L. Dort 25' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.11,,,,,,,,,
60,PT06M40.00S,2024-01-21T01:18:46.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,14,2024-01-21T01:18:48Z,600000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,
61,PT06M31.00S,2024-01-21T01:18:56.3Z,1,REGULAR,3pt,Jump Shot,[],201144,25.969119579500656,82.1078431372549,1610612750,5,14,2024-01-21T01:19:00Z,610000,False,-161.0,192.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,24.99,,,,,,,,,
62,PT06M29.00S,2024-01-21T01:18:58.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,14,2024-01-21T01:19:00Z,620000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,61.0,4.0,4.0,0.0,,
63,PT06M19.00S,2024-01-21T01:19:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.93495400788436,54.166666666666664,1610612760,5,14,2024-01-21T01:19:11Z,630000,False,21.0,23.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.12,,,,,,,,,
64,PT06M18.00S,2024-01-21T01:19:10.0Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,5,14,2024-01-21T01:19:10Z,640000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:0),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0,,
65,PT06M13.00S,2024-01-21T01:19:14.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630581,88.64980289093299,63.725490196078425,1610612760,5,16,2024-01-21T01:25:03Z,650000,False,69.0,54.0,1,right,J. Giddey 8' floating Jump Shot (4 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,4.0,,,,8.74,,,,,,,,,
66,PT06M12.00S,2024-01-21T01:19:19.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,5,16,2024-01-21T01:19:19Z,660000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M59.00S,2024-01-21T01:22:27.0Z,1,REGULAR,3pt,Jump Shot,[],201144,27.020367936925098,78.92156862745098,1610612750,5,16,2024-01-21T01:22:32Z,670000,False,-145.0,201.0,1,left,MISS M. Conley 24' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,24.8,,,,,,,,,
68,PT05M57.00S,2024-01-21T01:22:29.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,16,2024-01-21T01:22:32Z,680000,False,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,67.0,5.0,5.0,0.0,,
69,PT05M48.00S,2024-01-21T01:22:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,87.86136662286465,50.0,1610612760,5,18,2024-01-21T01:25:54Z,690000,False,0.0,62.0,1,right,J. Williams 6' cutting Layup (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1631114, 1628983]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,6.16,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,
71,PT05M27.00S,2024-01-21T01:22:58.9Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,5,18,2024-01-21T01:23:08Z,710000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1629652]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,201245.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
73,PT05M27.00S,2024-01-21T01:22:58.9Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,5,18,2024-01-21T01:22:58Z,730000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,201245.0,,,,,,,1.0,,,,,,,,,,,,
74,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,out,[],1626157,,,1610612760,5,18,2024-01-21T01:23:26Z,740000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,out,[],201144,,,1610612760,5,18,2024-01-21T01:23:26Z,750000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,5,18,2024-01-21T01:23:26Z,760000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,in,[],203937,,,1610612760,5,18,2024-01-21T01:23:26Z,770000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612760,5,18,2024-01-21T01:23:26Z,780000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2024-01-21T01:23:07.2Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,5,18,2024-01-21T01:23:26Z,790000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2024-01-21T01:23:39.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,70.64717477003943,71.56862745098039,1610612760,5,21,2024-01-21T01:23:45Z,800000,False,108.0,223.0,1,right,L. Dort 24' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,24.8,J. Giddey,1630581.0,1.0,,,,,,
82,PT04M58.00S,2024-01-21T01:23:51.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,25.57490144546649,83.33333333333334,1610612750,8,21,2024-01-21T01:23:58Z,820000,False,-167.0,188.0,1,left,A. Edwards 25' 3PT pullup (3 PTS) (R. Gobert 2 AST),"[1630162, 203497]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,25.12,R. Gobert,203497.0,2.0,,,,,,
84,PT04M48.00S,2024-01-21T01:24:01.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,76.42904073587385,43.38235294117647,1610612760,8,21,2024-01-21T01:24:05Z,840000,False,-33.0,169.0,1,right,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,17.23,,,,,,,,,
