actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
446,PT00M25.40S,2024-01-15T01:51:49.7Z,3,REGULAR,substitution,out,[],1630183,,,1610612746,78,67,2024-01-15T01:51:55Z,4390000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M25.40S,2024-01-15T01:51:49.7Z,3,REGULAR,substitution,in,[],1626157,,,1610612746,78,67,2024-01-15T01:51:55Z,4400000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M25.40S,2024-01-15T01:52:12.6Z,3,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,78,68,2024-01-15T01:52:12Z,4410000,False,,,0,,K. Leonard Free Throw 2 of 2 (24 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
449,PT00M04.30S,2024-01-15T01:52:41.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,28.465834428383708,76.7156862745098,1610612750,81,68,2024-01-15T01:52:46Z,4420000,False,-134.0,215.0,1,left,A. Edwards 25' 3PT pullup (31 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.32,Made,,,,,31.0,,,,,,,,,,,,,
450,PT00M00.40S,2024-01-15T01:52:51.4Z,3,REGULAR,2pt,Jump Shot,[],1629599,93.51182654402102,79.41176470588235,1610612746,81,68,2024-01-15T01:53:07Z,4430000,False,147.0,8.0,1,right,MISS A. Coffey 14' Jump Shot,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,14.73,Missed,,,,,,,,,,,,,,,,,,
451,PT00M00.10S,2024-01-15T01:52:51.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,81,68,2024-01-15T01:53:07Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,8-16 Right,,,,,450.0,,,,,,,,,,,,,,,
452,PT00M00.00S,2024-01-15T01:52:58.2Z,3,REGULAR,period,end,[],0,,,1610612746,81,68,2024-01-15T01:52:58Z,4450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612746,81,68,2024-01-15T01:55:39Z,4460000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,out,['startperiod'],1629675,,,1610612746,81,68,2024-01-15T01:55:39Z,4470000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,81,68,2024-01-15T01:55:39Z,4480000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,81,68,2024-01-15T01:55:39Z,4490000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612746,81,68,2024-01-15T01:55:39Z,4500000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,in,['startperiod'],203497,,,1610612746,81,68,2024-01-15T01:55:39Z,4510000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,81,68,2024-01-15T01:55:39Z,4520000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2024-01-15T01:54:49.5Z,4,REGULAR,substitution,in,['startperiod'],203486,,,1610612746,81,68,2024-01-15T01:55:39Z,4530000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2024-01-15T01:55:54.0Z,4,REGULAR,period,start,[],0,,,1610612750,81,68,2024-01-15T01:55:54Z,4540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M44.00S,2024-01-15T01:56:09.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,8.623521681997373,59.80392156862745,1610612750,83,68,2024-01-15T01:57:38Z,4550000,False,-49.0,29.0,1,left,K. Towns driving floating Jump Shot (14 PTS) (M. Conley 5 AST),"[1626157, 201144]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,14.0,M. Conley,201144.0,5.0,,,,,,,,,,
464,PT11M21.00S,2024-01-15T01:56:31.8Z,4,REGULAR,2pt,Jump Shot,[],1626181,86.28449408672799,32.1078431372549,1610612746,83,70,2024-01-15T01:56:36Z,4570000,False,-89.0,76.0,1,right,N. Powell 11' pullup Jump Shot (13 PTS) (R. Westbrook 9 AST),"[1626181, 201566]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,11.77,Made,,,,,13.0,R. Westbrook,201566.0,9.0,,,,,,,,,,
466,PT11M07.00S,2024-01-15T01:56:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.492115637319317,41.17647058823529,1610612750,83,70,2024-01-15T01:58:29Z,4590000,False,44.0,27.0,1,left,MISS R. Gobert cutting Layup - blocked,"[203497, 1626181]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,Powell,1626181.0,,,,,,,,,,,,,,,,
543,PT11M07.00S,2024-01-15T01:56:45.4Z,4,REGULAR,block,,[],1626181,,,1610612750,83,70,2024-01-15T02:14:06Z,4595000,False,,,0,,N. Powell BLOCK (2 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT11M07.00S,2024-01-15T01:56:45.4Z,4,REGULAR,rebound,defensive,[],201566,,,1610612746,83,70,2024-01-15T01:56:50Z,4600000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,466.0,,,,,,3.0,2.0,1.0,,,,,,,
468,PT11M00.00S,2024-01-15T01:56:52.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,91.01511169513797,3.431372549019608,1610612746,83,70,2024-01-15T01:59:22Z,4610000,False,-233.0,32.0,1,right,MISS N. Powell running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
469,PT10M58.00S,2024-01-15T01:56:58.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,83,70,2024-01-15T01:56:58Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,468.0,,,,,,,,,,,,,,,
471,PT10M44.00S,2024-01-15T01:57:23.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,66.96780551905388,59.068627450980394,1610612746,83,70,2024-01-15T01:57:27Z,4640000,False,45.0,258.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
472,PT10M42.00S,2024-01-15T01:57:25.2Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,83,70,2024-01-15T01:57:27Z,4650000,False,,,0,,R. Gobert REBOUND (Off:2 Def:12),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,471.0,,,,,,14.0,12.0,2.0,,,,,,,
473,PT10M33.00S,2024-01-15T01:57:36.6Z,4,REGULAR,foul,personal,[],203486,,,1610612750,83,70,2024-01-15T01:57:44Z,4660000,False,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 203497]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,1627524.0,,,,,,,,,,,3.0,0.0,Gobert,203497.0
475,PT10M24.00S,2024-01-15T01:58:01.8Z,4,REGULAR,foul,offensive,[],203497,,,1610612750,83,70,2024-01-15T01:58:07Z,4680000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1626181]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,2534.0,,,,,,,,,,,2.0,0.0,Powell,1626181.0
477,PT10M24.00S,2024-01-15T01:58:01.8Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612750,83,70,2024-01-15T01:58:01Z,4700000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,2534.0,,,,,,,,1.0,,,,,,
478,PT10M16.00S,2024-01-15T01:58:25.8Z,4,REGULAR,violation,kicked ball,[],1626157,,,1610612746,83,70,2024-01-15T02:02:41Z,4710000,False,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,1627524.0,,,,,,,,,,,,,,
479,PT10M08.00S,2024-01-15T01:58:50.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203486,92.72339027595268,59.55882352941176,1610612746,83,70,2024-01-15T01:58:55Z,4720000,False,48.0,16.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 203497]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,Gobert,203497.0,,,,,,,,,,,,,,,,
480,PT10M08.00S,2024-01-15T01:58:50.5Z,4,REGULAR,block,,[],203497,,,1610612746,83,70,2024-01-15T01:58:53Z,4730000,False,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
481,PT10M06.00S,2024-01-15T01:58:52.5Z,4,REGULAR,rebound,defensive,[],201144,,,1610612750,83,70,2024-01-15T01:58:55Z,4740000,False,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,479.0,,,,,,2.0,1.0,1.0,,,,,,,
482,PT09M55.00S,2024-01-15T01:59:05.2Z,4,REGULAR,foul,personal,['2freethrow'],203486,,,1610612750,83,70,2024-01-15T01:59:14Z,4750000,False,,,0,,M. Plumlee shooting personal FOUL (4 PF) (Anderson 2 FT),"[203486, 203937]",1610612746.0,LAC,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,2534.0,,,,,,,,,,,4.0,0.0,Anderson,203937.0
484,PT09M55.00S,2024-01-15T01:59:36.5Z,4,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,84,70,2024-01-15T02:00:06Z,4770000,False,,,0,,K. Anderson Free Throw 1 of 2 (5 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
485,PT09M55.00S,2024-01-15T01:59:36.5Z,4,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,84,70,2024-01-15T02:00:06Z,4780000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
486,PT09M55.00S,2024-01-15T01:59:36.5Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,84,70,2024-01-15T02:00:06Z,4790000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,485.0,,,,,,3.0,3.0,0.0,,,,,,,
488,PT09M45.00S,2024-01-15T02:00:14.6Z,4,REGULAR,foul,personal,['2freethrow'],203497,,,1610612746,84,70,2024-01-15T02:00:20Z,4810000,False,,,0,,R. Gobert shooting personal FOUL (3 PF) (Westbrook 2 FT),"[203497, 201566]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,2534.0,,,,,,,,,,,3.0,0.0,Westbrook,201566.0
490,PT09M45.00S,2024-01-15T02:00:33.2Z,4,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,84,71,2024-01-15T02:00:33Z,4830000,False,,,0,,R. Westbrook Free Throw 1 of 2 (3 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
491,PT09M45.00S,2024-01-15T02:00:34.2Z,4,REGULAR,substitution,out,[],1629638,,,1610612746,84,71,2024-01-15T02:00:37Z,4840000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M45.00S,2024-01-15T02:00:34.2Z,4,REGULAR,substitution,in,[],1630183,,,1610612746,84,71,2024-01-15T02:00:37Z,4850000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M45.00S,2024-01-15T02:00:51.6Z,4,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,84,72,2024-01-15T02:00:51Z,4860000,False,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
495,PT09M29.00S,2024-01-15T02:01:27.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.783837056504599,46.81372549019608,1610612750,86,72,2024-01-15T02:03:53Z,4880000,False,16.0,11.0,1,left,R. Gobert driving Layup (7 PTS) (K. Towns 3 AST),"[203497, 1626157]",1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,7.0,K. Towns,1626157.0,3.0,,,,,,,,,,
497,PT09M15.00S,2024-01-15T02:01:40.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.24901445466492,52.450980392156865,1610612746,86,74,2024-01-15T02:01:45Z,4900000,False,12.0,11.0,1,right,M. Plumlee cutting DUNK (8 PTS) (P. George 3 AST),"[203486, 202331]",1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,8.0,P. George,202331.0,3.0,,,,,,,,,,
500,PT09M00.00S,2024-01-15T02:02:02.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.258212877792378,49.754901960784316,1610612750,88,74,2024-01-15T02:02:07Z,4930000,False,1.0,6.0,1,left,R. Gobert alley-oop DUNK (9 PTS) (K. Towns 4 AST),"[203497, 1626157]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,9.0,K. Towns,1626157.0,4.0,,,,,,,,,,
502,PT08M43.00S,2024-01-15T02:02:19.0Z,4,REGULAR,3pt,Jump Shot,[],202331,91.67214191852825,96.81372549019608,1610612746,88,74,2024-01-15T02:02:23Z,4950000,False,234.0,26.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
503,PT08M41.00S,2024-01-15T02:02:21.0Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,88,74,2024-01-15T02:02:23Z,4960000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,502.0,,,,,,5.0,5.0,0.0,,,,,,,
504,PT08M29.00S,2024-01-15T02:02:35.7Z,4,REGULAR,turnover,traveling,[],1630183,,,1610612750,88,74,2024-01-15T02:02:48Z,4970000,False,,,0,,J. McDaniels traveling TURNOVER (4 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,1199.0,,,,,,,,4.0,,,,,,
505,PT08M20.00S,2024-01-15T02:03:01.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,91.27792378449409,4.166666666666666,1610612746,88,77,2024-01-15T02:03:06Z,4980000,False,-229.0,29.0,1,right,N. Powell 3PT  (16 PTS) (R. Westbrook 10 AST),"[1626181, 201566]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.11,Made,,,,,16.0,R. Westbrook,201566.0,10.0,,,,,,,,,,
507,PT07M54.00S,2024-01-15T02:03:26.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,12.565703022339028,63.23529411764706,1610612750,88,77,2024-01-15T02:03:37Z,5000000,False,-66.0,66.0,1,left,MISS J. McDaniels 9' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
508,PT07M53.00S,2024-01-15T02:03:27.9Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,88,77,2024-01-15T02:03:37Z,5010000,False,,,0,,R. Gobert REBOUND (Off:3 Def:12),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,507.0,,,,,,15.0,12.0,3.0,,,,,,,
509,PT07M53.00S,2024-01-15T02:03:30.1Z,4,REGULAR,foul,personal,['2freethrow'],201935,,,1610612750,88,77,2024-01-15T02:03:43Z,5020000,False,,,0,,J. Harden shooting personal FOUL (3 PF) (Towns 2 FT),"[201935, 1626157]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,2534.0,,,,,,,,,,,3.0,0.0,Towns,1626157.0
511,PT07M53.00S,2024-01-15T02:04:04.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,88,77,2024-01-15T02:04:04Z,5040000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
512,PT07M53.00S,2024-01-15T02:04:04.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,88,77,2024-01-15T02:04:04Z,5050000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,
513,PT07M53.00S,2024-01-15T02:04:05.6Z,4,REGULAR,substitution,out,[],203486,,,1610612750,88,77,2024-01-15T02:04:19Z,5060000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M53.00S,2024-01-15T02:04:05.6Z,4,REGULAR,substitution,in,[],202695,,,1610612750,88,77,2024-01-15T02:04:19Z,5070000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M53.00S,2024-01-15T02:04:31.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,89,77,2024-01-15T02:04:31Z,5080000,False,,,0,,K. Towns Free Throw 2 of 2 (15 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
516,PT07M32.00S,2024-01-15T02:05:00.5Z,4,REGULAR,3pt,Jump Shot,[],202331,91.01511169513797,5.147058823529411,1610612746,89,80,2024-01-15T02:05:07Z,5090000,False,-224.0,32.0,1,right,P. George 3PT  (14 PTS) (J. Harden 6 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,22.66,Made,,,,,14.0,J. Harden,201935.0,6.0,,,,,,,,,,
518,PT07M27.00S,2024-01-15T02:05:10.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,89,80,2024-01-15T02:05:10Z,5110000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M27.00S,2024-01-15T02:06:11.5Z,4,REGULAR,substitution,out,[],201144,,,1610612750,89,80,2024-01-15T02:08:04Z,5120000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M27.00S,2024-01-15T02:06:11.5Z,4,REGULAR,substitution,out,[],1626157,,,1610612750,89,80,2024-01-15T02:08:04Z,5130000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M27.00S,2024-01-15T02:06:11.5Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,89,80,2024-01-15T02:08:04Z,5140000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M27.00S,2024-01-15T02:06:11.5Z,4,REGULAR,substitution,in,[],1629638,,,1610612750,89,80,2024-01-15T02:08:04Z,5150000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M10.00S,2024-01-15T02:08:41.0Z,4,REGULAR,2pt,Jump Shot,[],203937,5.732588699080158,69.11764705882352,1610612750,91,80,2024-01-15T02:09:29Z,5160000,False,-96.0,1.0,1,left,K. Anderson 9' driving floating Jump Shot (7 PTS) (A. Edwards 6 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,9.56,Made,,,,,7.0,A. Edwards,1630162.0,6.0,,,,,,,,,,
525,PT07M10.00S,2024-01-15T02:08:43.7Z,4,REGULAR,foul,personal,['1freethrow'],202695,,,1610612750,91,80,2024-01-15T02:09:08Z,5180000,False,,,0,,K. Leonard shooting personal FOUL (4 PF) (Anderson 1 FT),"[202695, 203937]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,1199.0,,,,,,,,,,,4.0,0.0,Anderson,203937.0
527,PT07M10.00S,2024-01-15T02:09:18.0Z,4,REGULAR,freethrow,1 of 1,[],203937,,,1610612750,91,80,2024-01-15T02:09:20Z,5200000,False,,,0,,MISS K. Anderson Free Throw 1 of 1,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
528,PT07M08.00S,2024-01-15T02:09:20.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,91,80,2024-01-15T02:09:20Z,5210000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,527.0,,,,,,4.0,4.0,0.0,,,,,,,
529,PT06M57.00S,2024-01-15T02:09:33.3Z,4,REGULAR,foul,personal,[],1629638,,,1610612746,91,80,2024-01-15T02:09:42Z,5220000,False,,,0,,N. Alexander-Walker personal FOUL (3 PF),"[1629638, 1626181]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1199.0,,,,,,,,,,,3.0,0.0,Powell,1626181.0
531,PT06M52.00S,2024-01-15T02:09:53.9Z,4,REGULAR,foul,personal,[],1629638,,,1610612746,91,80,2024-01-15T02:09:58Z,5240000,False,,,0,,N. Alexander-Walker personal FOUL (4 PF),"[1629638, 202695]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right,,,,,,2534.0,,,,,,,,,,,4.0,0.0,Leonard,202695.0
533,PT06M38.00S,2024-01-15T02:10:30.9Z,4,REGULAR,3pt,Jump Shot,[],202331,83.52496714848883,4.901960784313726,1610612746,91,80,2024-01-15T02:10:35Z,5260000,False,-225.0,102.0,1,right,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
534,PT06M35.00S,2024-01-15T02:10:33.9Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,91,80,2024-01-15T02:10:35Z,5270000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,533.0,,,,,,1.0,1.0,0.0,,,,,,,
535,PT06M22.00S,2024-01-15T02:10:46.6Z,4,REGULAR,3pt,Jump Shot,[],203937,6.1268068331143235,96.56862745098039,1610612750,94,80,2024-01-15T02:10:51Z,5280000,False,-233.0,5.0,1,left,K. Anderson 3PT  (10 PTS) (N. Alexander-Walker 1 AST),"[203937, 1629638]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,10.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
537,PT05M59.00S,2024-01-15T02:11:10.1Z,4,REGULAR,turnover,lost ball,[],201566,,,1610612746,94,80,2024-01-15T02:20:53Z,5300000,False,,,0,,R. Westbrook lost ball TURNOVER (3 TO),"[201566, 1630162]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,Edwards,1630162.0,,,,
