actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
510,PT11M29.00S,2023-11-21T02:52:20.9Z,4,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612750,93,78,2023-11-21T02:52:30Z,4970000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Towns 2 FT),"[1628392, 1626157]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627529.0,2.0,0.0,Towns,1626157.0,,,
512,PT11M29.00S,2023-11-21T02:52:53.3Z,4,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,93,78,2023-11-21T02:52:53Z,4990000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
513,PT11M29.00S,2023-11-21T02:52:53.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,93,78,2023-11-21T02:52:53Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,,,,
514,PT11M29.00S,2023-11-21T02:53:11.7Z,4,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,94,78,2023-11-21T02:53:11Z,5010000,False,,,0,,K. Towns Free Throw 2 of 2 (13 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
515,PT11M19.00S,2023-11-21T02:53:31.7Z,4,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,94,78,2023-11-21T02:53:37Z,5020000,False,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (3 TO),[1629628],1610612752.0,NYK,lost ball,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,,,,,,,,,1627529.0,,,,,,,
516,PT11M06.00S,2023-11-21T02:53:49.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,88.12417871222075,49.26470588235294,1610612750,96,78,2023-11-21T02:59:07Z,5030000,False,-4.0,59.0,1,right,S. Milton floating Jump Shot (6 PTS) (K. Towns 4 AST),"[1629003, 1626157]",1610612750.0,MIN,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,6.0,,,,,,,K. Towns,1626157.0,4.0,,,,,,,,
518,PT10M50.00S,2023-11-21T02:54:04.2Z,4,REGULAR,2pt,Jump Shot,[],1630193,16.770696452036795,26.715686274509803,1610612752,96,78,2023-11-21T02:54:40Z,5050000,False,116.0,105.0,1,left,MISS I. Quickley 15' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,15.68,Missed,,,,,,,,,,,,,,,,,,
519,PT10M48.00S,2023-11-21T02:54:06.8Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,96,78,2023-11-21T02:54:06Z,5060000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,,,,,518.0,,,,,,,,,2.0,2.0,0.0
520,PT10M42.00S,2023-11-21T02:54:13.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,73.14388961892247,16.666666666666664,1610612750,96,78,2023-11-21T02:54:47Z,5070000,False,-167.0,200.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
521,PT10M38.00S,2023-11-21T02:54:17.5Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612752,96,78,2023-11-21T02:54:47Z,5080000,False,,,0,,R. Barrett REBOUND (Off:2 Def:5),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,520.0,,,,,,,,,7.0,5.0,2.0
522,PT10M30.00S,2023-11-21T02:54:26.4Z,4,REGULAR,turnover,lost ball,[],1629628,,,1610612752,96,78,2023-11-21T02:54:51Z,5090000,False,,,0,,R. Barrett lost ball TURNOVER (4 TO),"[1629628, 1626157]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,4.0,Towns,1626157.0,,,,,,,,,,,,,,
523,PT10M30.00S,2023-11-21T02:54:26.4Z,4,REGULAR,steal,,[],1626157,,,1610612750,96,78,2023-11-21T02:54:29Z,5100000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
524,PT10M30.00S,2023-11-21T02:54:30.4Z,4,REGULAR,foul,personal,[],1629628,,,1610612750,96,78,2023-11-21T02:54:33Z,5110000,False,,,0,,R. Barrett personal FOUL (5 PF),"[1629628, 1626157]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,5.0,0.0,Towns,1626157.0,,,
528,PT10M30.00S,2023-11-21T02:54:44.1Z,4,REGULAR,substitution,out,[],1629628,,,1610612750,96,78,2023-11-21T02:54:48Z,5130000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M30.00S,2023-11-21T02:54:44.1Z,4,REGULAR,substitution,in,[],203944,,,1610612750,96,78,2023-11-21T02:54:48Z,5140000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT10M30.00S,2023-11-21T02:54:55.7Z,4,REGULAR,foul,technical,['1freethrow'],1629628,,,1610612750,96,78,2023-11-21T02:55:10Z,5150000,False,,,0,,R. Barrett technical FOUL (1 Tech),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,1627529.0,5.0,1.0,,,,,
531,PT10M30.00S,2023-11-21T02:55:12.0Z,4,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,97,78,2023-11-21T02:55:12Z,5160000,False,,,0,,A. Edwards technical Free Throw 1 of 1 (16 PTS),[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
532,PT10M20.00S,2023-11-21T02:55:34.8Z,4,REGULAR,foul,offensive,[],1626157,,,1610612750,97,78,2023-11-21T02:55:42Z,5170000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1628392]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1626300.0,2.0,0.0,Hartenstein,1628392.0,,,
534,PT10M20.00S,2023-11-21T02:55:34.8Z,4,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,97,78,2023-11-21T02:55:34Z,5190000,False,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,3.0,,,,,,,,,1626300.0,,,,,,,
535,PT10M02.00S,2023-11-21T02:56:06.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,7.227332457293036,55.66023284313726,1610612752,97,78,2023-11-21T02:56:33Z,5200000,False,-28.0,15.0,1,left,MISS J. Randle Layup - blocked,"[203944, 203937]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,Anderson,203937.0,,,,,,,,,,,,
536,PT10M02.00S,2023-11-21T02:56:06.6Z,4,REGULAR,block,,[],203937,,,1610612752,97,78,2023-11-21T02:56:14Z,5210000,False,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
537,PT10M02.00S,2023-11-21T02:56:06.6Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,97,78,2023-11-21T02:56:33Z,5220000,False,,,0,,J. Randle REBOUND (Off:2 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,535.0,,,,,,,,,12.0,10.0,2.0
539,PT09M59.00S,2023-11-21T02:56:41.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,25.837713534822605,87.25490196078431,1610612752,97,78,2023-11-21T02:56:58Z,5240000,False,-186.0,190.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
540,PT09M56.00S,2023-11-21T02:56:44.1Z,4,REGULAR,rebound,defensive,[],1629003,,,1610612750,97,78,2023-11-21T02:56:58Z,5250000,False,,,0,,S. Milton REBOUND (Off:0 Def:5),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,539.0,,,,,,,,,5.0,5.0,0.0
541,PT09M36.00S,2023-11-21T02:57:02.2Z,4,REGULAR,turnover,bad pass,[],1630162,,,1610612750,97,78,2023-11-21T02:57:08Z,5260000,False,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 1628978]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,,,,3.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,
542,PT09M36.00S,2023-11-21T02:57:02.2Z,4,REGULAR,steal,,[],1628978,,,1610612752,97,78,2023-11-21T02:57:04Z,5270000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
543,PT09M33.00S,2023-11-21T02:57:06.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,5.995400788436268,49.26470588235294,1610612752,97,80,2023-11-21T02:57:13Z,5280000,False,4.0,4.0,1,left,J. Hart running DUNK (4 PTS) (D. DiVincenzo 4 AST),"[1628404, 1628978]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,,,,,,,D. DiVincenzo,1628978.0,4.0,,,,,,,,
545,PT09M16.00S,2023-11-21T02:57:33.9Z,4,REGULAR,foul,personal,[],1628392,,,1610612750,97,80,2023-11-21T02:57:45Z,5300000,False,,,0,,I. Hartenstein personal FOUL (3 PF),"[1628392, 1626157]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627529.0,3.0,0.0,Towns,1626157.0,,,
547,PT09M16.00S,2023-11-21T02:57:40.3Z,4,REGULAR,substitution,out,[],203937,,,1610612750,97,80,2023-11-21T02:57:46Z,5320000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M16.00S,2023-11-21T02:57:40.3Z,4,REGULAR,substitution,out,[],1630193,,,1610612750,97,80,2023-11-21T02:57:46Z,5330000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M16.00S,2023-11-21T02:57:40.3Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,97,80,2023-11-21T02:57:46Z,5340000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M16.00S,2023-11-21T02:57:40.3Z,4,REGULAR,substitution,in,[],1628973,,,1610612750,97,80,2023-11-21T02:57:46Z,5350000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M16.00S,2023-11-21T02:57:51.7Z,4,REGULAR,substitution,out,[],1628392,,,1610612750,97,80,2023-11-21T02:57:57Z,5360000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M16.00S,2023-11-21T02:57:51.7Z,4,REGULAR,substitution,in,[],1629011,,,1610612750,97,80,2023-11-21T02:57:57Z,5370000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M06.00S,2023-11-21T02:58:12.4Z,4,REGULAR,3pt,Jump Shot,[],1629003,70.64717477003943,22.058823529411764,1610612750,97,80,2023-11-21T02:58:17Z,5380000,False,-140.0,223.0,1,right,MISS S. Milton 26' 3PT,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
554,PT09M03.00S,2023-11-21T02:58:15.4Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612752,97,80,2023-11-21T02:58:17Z,5390000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,553.0,,,,,,,,,3.0,3.0,0.0
555,PT08M56.00S,2023-11-21T02:58:21.9Z,4,REGULAR,2pt,Jump Shot,[],1628973,11.957950065703022,27.259497549019606,1610612752,97,80,2023-11-21T02:58:28Z,5400000,False,114.0,60.0,1,left,MISS J. Brunson 12' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.85,Missed,,,,,,,,,,,,,,,,,,
556,PT08M53.00S,2023-11-21T02:58:24.9Z,4,REGULAR,rebound,offensive,[],1628978,,,1610612752,97,80,2023-11-21T02:58:28Z,5410000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:0),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,555.0,,,,,,,,,2.0,0.0,2.0
557,PT08M42.00S,2023-11-21T02:58:38.3Z,4,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612752,97,80,2023-11-21T02:58:43Z,5420000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Randle 2 FT),"[1626157, 203944]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2003.0,3.0,0.0,Randle,203944.0,,,
559,PT08M42.00S,2023-11-21T02:59:11.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,97,80,2023-11-21T02:59:11Z,5440000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
560,PT08M42.00S,2023-11-21T02:59:11.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,97,80,2023-11-21T02:59:11Z,5450000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,559.0,,,,,,,,,,,
561,PT08M42.00S,2023-11-21T02:59:13.6Z,4,REGULAR,substitution,out,[],1626157,,,1610612752,97,80,2023-11-21T02:59:20Z,5460000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M42.00S,2023-11-21T02:59:13.6Z,4,REGULAR,substitution,out,[],1628404,,,1610612752,97,80,2023-11-21T02:59:20Z,5470000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M42.00S,2023-11-21T02:59:13.6Z,4,REGULAR,substitution,in,[],203497,,,1610612752,97,80,2023-11-21T02:59:20Z,5480000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M42.00S,2023-11-21T02:59:13.6Z,4,REGULAR,substitution,in,[],1629656,,,1610612752,97,80,2023-11-21T02:59:20Z,5490000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M42.00S,2023-11-21T02:59:37.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,97,81,2023-11-21T02:59:37Z,5500000,False,,,0,,J. Randle Free Throw 2 of 2 (16 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
566,PT08M28.00S,2023-11-21T03:00:01.9Z,4,REGULAR,foul,personal,[],1628978,,,1610612750,97,81,2023-11-21T03:00:08Z,5510000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 201144]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627529.0,1.0,1.0,Conley,201144.0,,,
568,PT08M18.00S,2023-11-21T03:00:28.2Z,4,REGULAR,foul,offensive,[],1629675,,,1610612750,97,81,2023-11-21T03:00:35Z,5530000,False,,,0,,N. Reid offensive FOUL (5 PF),"[1629675, 1628973]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627529.0,5.0,0.0,Brunson,1628973.0,,,
570,PT08M18.00S,2023-11-21T03:00:28.2Z,4,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,97,81,2023-11-21T03:00:28Z,5550000,False,,,0,,N. Reid offensive foul TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,2.0,,,,,,,,,1627529.0,,,,,,,
571,PT08M08.00S,2023-11-21T03:00:44.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,15.768725361366624,44.32827818627451,1610612752,97,83,2023-11-21T03:00:52Z,5560000,False,28.0,96.0,1,left,J. Brunson 9' pullup Jump Shot (19 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.98,Made,19.0,,,,,,,,,,,,,,,,,
572,PT08M05.00S,2023-11-21T03:00:51.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,97,83,2023-11-21T03:00:51Z,5570000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M05.00S,2023-11-21T03:03:19.0Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,97,83,2023-11-21T03:03:25Z,5580000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M05.00S,2023-11-21T03:03:19.0Z,4,REGULAR,substitution,out,[],1629003,,,1610612750,97,83,2023-11-21T03:03:25Z,5590000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M05.00S,2023-11-21T03:03:19.0Z,4,REGULAR,substitution,in,[],1626157,,,1610612750,97,83,2023-11-21T03:03:25Z,5600000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M05.00S,2023-11-21T03:03:19.0Z,4,REGULAR,substitution,in,[],1629638,,,1610612750,97,83,2023-11-21T03:03:25Z,5610000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M44.00S,2023-11-21T03:04:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.98423127463863,58.111213235294116,1610612750,99,83,2023-11-21T03:04:14Z,5620000,False,41.0,23.0,1,right,A. Edwards finger roll Layup (18 PTS),[1630162],1610612750.0,MIN,finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,18.0,,,,,,,,,,,,,,,,,
578,PT07M29.00S,2023-11-21T03:04:18.8Z,4,REGULAR,3pt,Jump Shot,[],1629656,7.490144546649145,94.87591911764706,1610612752,99,83,2023-11-21T03:04:26Z,5630000,False,-224.0,18.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.51,Missed,,,,,,,,,,,,,,,,,,
579,PT07M26.00S,2023-11-21T03:04:21.8Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,99,83,2023-11-21T03:04:26Z,5640000,False,,,0,,A. Edwards REBOUND (Off:2 Def:7),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,578.0,,,,,,,,,9.0,7.0,2.0
580,PT07M21.00S,2023-11-21T03:04:26.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,73.80091984231275,85.04901960784314,1610612750,102,83,2023-11-21T03:05:02Z,5650000,False,175.0,194.0,1,right,A. Edwards 26' 3PT running pullup (21 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.13,Made,21.0,,,,,,,,,,,,,,,,,
581,PT07M07.00S,2023-11-21T03:04:45.9Z,4,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612752,102,83,2023-11-21T03:04:57Z,5660000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Brunson 2 FT),"[1629638, 1628973]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1626300.0,2.0,0.0,Brunson,1628973.0,,,
583,PT07M07.00S,2023-11-21T03:05:22.4Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,102,84,2023-11-21T03:05:22Z,5680000,False,,,0,,J. Brunson Free Throw 1 of 2 (20 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
584,PT07M07.00S,2023-11-21T03:05:42.5Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,102,85,2023-11-21T03:05:42Z,5690000,False,,,0,,J. Brunson Free Throw 2 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
585,PT06M50.00S,2023-11-21T03:06:01.8Z,4,REGULAR,3pt,Jump Shot,[],1630162,68.28186596583443,64.95098039215686,1610612750,102,85,2023-11-21T03:06:09Z,5700000,False,75.0,246.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
586,PT06M49.00S,2023-11-21T03:06:04.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,102,85,2023-11-21T03:06:04Z,5710000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,585.0,,,,,,,,,,,
588,PT06M29.00S,2023-11-21T03:06:27.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,7.5722733245729295,51.225490196078425,1610612752,102,87,2023-11-21T03:06:31Z,5730000,False,-6.0,19.0,1,left,M. Robinson alley-oop DUNK (10 PTS) (D. DiVincenzo 5 AST),"[1629011, 1628978]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.97,Made,10.0,,,,,,,D. DiVincenzo,1628978.0,5.0,,,,,,,,
590,PT06M09.00S,2023-11-21T03:06:48.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612750,102,87,2023-11-21T03:06:56Z,5750000,False,,,0,,D. DiVincenzo personal FOUL (2 PF) (Gobert 2 FT),"[1628978, 203497]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,2.0,1.0,Gobert,203497.0,,,
592,PT06M09.00S,2023-11-21T03:07:16.3Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,102,87,2023-11-21T03:07:40Z,5770000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
593,PT06M09.00S,2023-11-21T03:07:16.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,102,87,2023-11-21T03:07:40Z,5780000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,592.0,,,,,,,,,,,
594,PT06M09.00S,2023-11-21T03:07:16.3Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,102,87,2023-11-21T03:07:40Z,5790000,False,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
595,PT06M07.00S,2023-11-21T03:07:18.3Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,102,87,2023-11-21T03:07:40Z,5800000,False,,,0,,J. Randle REBOUND (Off:2 Def:11),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,594.0,,,,,,,,,13.0,11.0,2.0
596,PT06M00.00S,2023-11-21T03:07:50.1Z,4,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612752,102,87,2023-11-21T03:07:56Z,5810000,False,,,0,,K. Towns shooting personal FOUL (4 PF) (Randle 2 FT),"[1626157, 203944]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,4.0,0.0,Randle,203944.0,,,
598,PT06M00.00S,2023-11-21T03:08:19.0Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,102,88,2023-11-21T03:08:19Z,5830000,False,,,0,,J. Randle Free Throw 1 of 2 (17 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
