actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
429,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,out,[],1626157,,,1610612752,75,91,2025-02-05T02:18:22Z,4240000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
430,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,in,[],1631115,,,1610612752,75,91,2025-02-05T02:18:22Z,4250000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,,,,,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,
431,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,in,[],1642367,,,1610612752,75,91,2025-02-05T02:18:22Z,4260000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,
432,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,in,[],1630574,,,1610612752,75,91,2025-02-05T02:18:22Z,4270000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
433,PT04M10.00S,2025-02-05T02:17:28.4Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,75,91,2025-02-05T02:18:22Z,4280000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,
434,PT03M49.00S,2025-02-05T02:18:46.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.77463863337714,51.71568627450981,1610612752,75,91,2025-02-05T02:18:50Z,4290000,False,9.0,6.0,1,right,MISS J. Hart driving Layup - blocked,"[1628404, 1642367]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,1.05,Missed,,,,,,,,,,,,,,,Mogbo,1642367.0,
435,PT03M49.00S,2025-02-05T02:18:46.0Z,3,REGULAR,block,,[],1642367,,,1610612752,75,91,2025-02-05T02:20:44Z,4300000,False,,,0,,J. Mogbo BLOCK (1 BLK),[1642367],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,
436,PT03M45.00S,2025-02-05T02:18:50.0Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,75,91,2025-02-05T02:18:50Z,4310000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,,,,,,,434.0,1.0,1.0,0.0,,,,,,,,,
438,PT03M34.00S,2025-02-05T02:19:16.4Z,3,REGULAR,3pt,Jump Shot,[],1642347,7.966491458607096,95.83333333333334,1610612761,75,91,2025-02-05T02:19:20Z,4330000,False,-229.0,22.0,1,left,MISS J. Shead 3PT,[1642347],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Shead,J. Shead,23.03,Missed,,,,,,,,,,,,,,,,,
439,PT03M32.00S,2025-02-05T02:19:18.4Z,3,REGULAR,rebound,offensive,[],1630534,,,1610612761,75,91,2025-02-05T02:19:20Z,4340000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,Agbaji,O. Agbaji,,,,,,,438.0,2.0,1.0,1.0,,,,,,,,,
440,PT03M19.00S,2025-02-05T02:19:32.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,31.225361366622867,34.31372549019608,1610612761,78,91,2025-02-05T02:19:43Z,4350000,False,78.0,241.0,1,left,O. Agbaji 25' 3PT  (5 PTS) (J. Shead 3 AST),"[1630534, 1642347]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Agbaji,O. Agbaji,25.34,Made,5.0,J. Shead,1642347.0,3.0,,,,,,,,,,,,,
442,PT02M55.00S,2025-02-05T02:19:55.7Z,3,REGULAR,2pt,Jump Shot,[],1630540,84.1819973718791,12.745098039215685,1610612752,78,91,2025-02-05T02:20:00Z,4370000,False,-186.0,96.0,1,right,MISS M. McBride 20' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,,,,Mid-Range,16-24 Left,,,McBride,M. McBride,20.97,Missed,,,,,,,,,,,,,,,,,
443,PT02M52.00S,2025-02-05T02:19:58.7Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,78,91,2025-02-05T02:20:00Z,4380000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left,,,Robinson,O. Robinson,,,,,,,442.0,1.0,1.0,0.0,,,,,,,,,
444,PT02M41.00S,2025-02-05T02:20:09.5Z,3,REGULAR,3pt,Jump Shot,[],1631115,27.54599211563732,20.833333333333336,1610612761,78,91,2025-02-05T02:20:14Z,4390000,False,146.0,206.0,1,left,MISS O. Robinson 25' 3PT,[1631115],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,Robinson,O. Robinson,25.27,Missed,,,,,,,,,,,,,,,,,
445,PT02M37.00S,2025-02-05T02:20:13.5Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,78,91,2025-02-05T02:20:14Z,4400000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Hart,J. Hart,,,,,,,444.0,5.0,5.0,0.0,,,,,,,,,
446,PT02M32.00S,2025-02-05T02:20:18.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,93.77463863337714,50.98039215686274,1610612752,78,93,2025-02-05T02:20:26Z,4410000,False,5.0,6.0,1,right,J. Brunson running finger roll Layup (20 PTS) (J. Hart 5 AST),"[1628973, 1628404]",1610612752.0,NYK,running finger roll,,,,,,Restricted Area,0-8 Center,,,Brunson,J. Brunson,0.77,Made,20.0,J. Hart,1628404.0,5.0,,,,,,,,,,,,,
448,PT02M25.00S,2025-02-05T02:20:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.1268068331143235,50.245098039215684,1610612761,80,93,2025-02-05T02:22:40Z,4430000,False,-1.0,5.0,1,left,B. Brown reverse Layup (9 PTS) (J. Shead 4 AST),"[1628971, 1642347]",1610612761.0,TOR,reverse,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,0.52,Made,9.0,J. Shead,1642347.0,4.0,,,,,,,,,,,,,
450,PT02M11.00S,2025-02-05T02:20:40.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,89.17542706964521,57.84313725490197,1610612752,80,93,2025-02-05T02:20:45Z,4450000,False,39.0,49.0,1,right,MISS J. Brunson 6' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,Brunson,J. Brunson,6.3,Missed,,,,,,,,,,,,,,,,,
451,PT02M09.00S,2025-02-05T02:20:42.1Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,80,93,2025-02-05T02:20:45Z,4460000,False,,,0,,O. Robinson REBOUND (Off:0 Def:2),[1631115],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Robinson,O. Robinson,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,,
452,PT01M58.00S,2025-02-05T02:20:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,8.623521681997373,60.049019607843135,1610612761,80,93,2025-02-05T02:21:00Z,4470000,False,-50.0,29.0,1,left,MISS B. Brown driving floating Shot - blocked,"[1628971, 1628973]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Brown,B. Brown,5.78,Missed,,,,,,,,,,,,,,,Brunson,1628973.0,
453,PT01M58.00S,2025-02-05T02:20:52.6Z,3,REGULAR,block,,[],1628973,,,1610612761,80,93,2025-02-05T02:20:55Z,4480000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
454,PT01M56.00S,2025-02-05T02:20:54.6Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,80,93,2025-02-05T02:21:11Z,4490000,False,,,0,,J. Hart REBOUND (Off:0 Def:6),[1628404],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hart,J. Hart,,,,,,,452.0,6.0,6.0,0.0,,,,,,,,,
455,PT01M51.00S,2025-02-05T02:20:59.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,92.85479632063075,55.88235294117647,1610612752,80,93,2025-02-05T02:24:12Z,4500000,False,29.0,15.0,1,right,MISS P. Achiuwa running Layup,[1630173],1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,,,Achiuwa,P. Achiuwa,3.29,Missed,,,,,,,,,,,,,,,,,
456,PT01M49.00S,2025-02-05T02:21:01.7Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,80,93,2025-02-05T02:21:04Z,4510000,False,,,0,,O. Robinson REBOUND (Off:0 Def:3),[1631115],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Robinson,O. Robinson,,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,
457,PT01M46.00S,2025-02-05T02:21:11.5Z,3,REGULAR,foul,offensive,['inpenalty'],1628971,,,1610612761,80,93,2025-02-05T02:21:29Z,4520000,False,,,0,,B. Brown offensive FOUL (1 PF),"[1628971, 1628973]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,201638.0,,Brown,B. Brown,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,
459,PT01M46.00S,2025-02-05T02:21:11.5Z,3,REGULAR,turnover,offensive foul,[],1628971,,,1610612761,80,93,2025-02-05T02:21:11Z,4540000,False,,,0,,B. Brown offensive foul TURNOVER (1 TO),[1628971],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,201638.0,1.0,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
460,PT01M46.00S,2025-02-05T02:21:21.7Z,3,REGULAR,substitution,out,[],1631115,,,1610612752,80,93,2025-02-05T02:21:31Z,4550000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,,,,,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,
461,PT01M46.00S,2025-02-05T02:21:21.7Z,3,REGULAR,substitution,in,[],1630567,,,1610612752,80,93,2025-02-05T02:21:31Z,4560000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,
462,PT01M32.00S,2025-02-05T02:21:54.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,74.45795006570303,16.42156862745098,1610612752,80,93,2025-02-05T02:24:56Z,4570000,False,-168.0,188.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Left Center,,,Brunson,J. Brunson,25.18,Missed,,,,,,,,,,,,,,,,,
463,PT01M29.00S,2025-02-05T02:21:57.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,80,93,2025-02-05T02:21:59Z,4580000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Barnes,S. Barnes,,,,,,,462.0,2.0,2.0,0.0,,,,,,,,,
464,PT01M28.00S,2025-02-05T02:22:01.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642367,5.075558475689881,51.225490196078425,1610612761,82,93,2025-02-05T02:22:05Z,4590000,False,-6.0,-5.0,1,left,J. Mogbo running Layup (2 PTS) (J. Shead 5 AST),"[1642367, 1642347]",1610612761.0,TOR,running,,,,,,Restricted Area,0-8 Center,,,Mogbo,J. Mogbo,0.78,Made,2.0,J. Shead,1642347.0,5.0,,,,,,,,,,,,,
466,PT01M28.00S,2025-02-05T02:22:07.3Z,3,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612761,82,93,2025-02-05T02:22:14Z,4610000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Mogbo 1 FT),"[1628404, 1642367]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1627534.0,,Hart,J. Hart,,,,,,,,,,,,,2.0,0.0,Mogbo,1642367.0,,,
468,PT01M28.00S,2025-02-05T02:22:17.9Z,3,REGULAR,substitution,out,[],1630173,,,1610612761,82,93,2025-02-05T02:22:40Z,4630000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
469,PT01M28.00S,2025-02-05T02:22:17.9Z,3,REGULAR,substitution,in,[],1626157,,,1610612761,82,93,2025-02-05T02:22:40Z,4640000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
470,PT01M28.00S,2025-02-05T02:22:46.2Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1642367,,,1610612761,82,93,2025-02-05T02:22:50Z,4650000,False,,,0,,MISS J. Mogbo Free Throw 1 of 1,[1642367],1610612761.0,TOR,,,,,,,,,,,Mogbo,J. Mogbo,,Missed,,,,,,,,,,,,,,,,,
471,PT01M24.00S,2025-02-05T02:22:50.2Z,3,REGULAR,rebound,defensive,[],1630574,,,1610612752,82,93,2025-02-05T02:22:50Z,4660000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:3),[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,470.0,4.0,3.0,1.0,,,,,,,,,
472,PT01M04.00S,2025-02-05T02:23:08.1Z,3,REGULAR,2pt,Jump Shot,[],1630540,93.38042049934296,78.43137254901961,1610612752,82,95,2025-02-05T02:23:12Z,4670000,False,142.0,10.0,1,right,M. McBride 14' pullup Jump Shot (4 PTS) (J. Hart 6 AST),"[1630540, 1628404]",1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Right,,,McBride,M. McBride,14.25,Made,4.0,J. Hart,1628404.0,6.0,,,,,,,,,,,,,
474,PT00M40.90S,2025-02-05T02:23:33.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.732588699080158,50.98039215686274,1610612761,84,95,2025-02-05T02:23:38Z,4690000,False,-5.0,1.0,1,left,S. Barnes driving Layup (15 PTS) (J. Shead 6 AST),"[1630567, 1642347]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,Barnes,S. Barnes,0.51,Made,15.0,J. Shead,1642347.0,6.0,,,,,,,,,,,,,
476,PT00M32.90S,2025-02-05T02:23:46.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.03745072273325,51.225490196078425,1610612752,84,97,2025-02-05T02:23:50Z,4710000,False,6.0,4.0,1,right,J. Hart cutting finger roll Layup (8 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Hart,J. Hart,0.7,Made,8.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,
478,PT00M11.70S,2025-02-05T02:24:10.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612761,84,97,2025-02-05T02:24:19Z,4730000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Barnes 2 FT),"[1628973, 1630567]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,1628481.0,,Brunson,J. Brunson,,,,,,,,,,,,,2.0,0.0,Barnes,1630567.0,,,
480,PT00M11.70S,2025-02-05T02:24:40.7Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,85,97,2025-02-05T02:24:40Z,4750000,False,,,0,,S. Barnes Free Throw 1 of 2 (16 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,Made,16.0,,,,,,,,,,,,,,,,
481,PT00M11.70S,2025-02-05T02:24:51.8Z,3,REGULAR,substitution,out,[],1630574,,,1610612761,85,97,2025-02-05T02:24:57Z,4760000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
482,PT00M11.70S,2025-02-05T02:24:51.8Z,3,REGULAR,substitution,in,[],1628969,,,1610612761,85,97,2025-02-05T02:24:57Z,4770000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
483,PT00M11.70S,2025-02-05T02:25:08.9Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,86,97,2025-02-05T02:25:08Z,4780000,False,,,0,,S. Barnes Free Throw 2 of 2 (17 PTS),[1630567],1610612761.0,TOR,,,,,,,,,,,Barnes,S. Barnes,,Made,17.0,,,,,,,,,,,,,,,,
484,PT00M04.70S,2025-02-05T02:25:24.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612752,86,97,2025-02-05T02:25:33Z,4790000,False,,,0,,J. Shead personal FOUL (4 PF) (Brunson 2 FT),"[1642347, 1628973]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left,1628481.0,,Shead,J. Shead,,,,,,,,,,,,,4.0,0.0,Brunson,1628973.0,,,
486,PT00M04.70S,2025-02-05T02:25:56.3Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,86,98,2025-02-05T02:25:56Z,4810000,False,,,0,,J. Brunson Free Throw 1 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Made,21.0,,,,,,,,,,,,,,,,
487,PT00M04.70S,2025-02-05T02:25:57.2Z,3,REGULAR,substitution,out,[],1626157,,,1610612752,86,98,2025-02-05T02:26:01Z,4820000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,
488,PT00M04.70S,2025-02-05T02:25:57.2Z,3,REGULAR,substitution,in,[],1630574,,,1610612752,86,98,2025-02-05T02:26:01Z,4830000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,,,,,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,
489,PT00M04.70S,2025-02-05T02:25:56.3Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,86,98,2025-02-05T02:26:33Z,4840000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,Missed,,,,,,,,,,,,,,,,,
490,PT00M04.70S,2025-02-05T02:25:56.3Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,86,98,2025-02-05T02:26:33Z,4850000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:2),[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,489.0,3.0,2.0,1.0,,,,,,,,,
493,PT00M00.00S,2025-02-05T02:26:38.8Z,3,REGULAR,period,end,[],0,,,1610612761,86,98,2025-02-05T02:26:38Z,4880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612761,86,98,2025-02-05T02:29:07Z,4890000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,86,98,2025-02-05T02:29:07Z,4900000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,out,['startperiod'],1628973,,,1610612761,86,98,2025-02-05T02:29:07Z,4910000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,in,['startperiod'],1642266,,,1610612761,86,98,2025-02-05T02:29:07Z,4920000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,,,,,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,in,['startperiod'],1631115,,,1610612761,86,98,2025-02-05T02:29:07Z,4930000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,,,,,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2025-02-05T02:27:55.1Z,4,REGULAR,substitution,in,['startperiod'],1626166,,,1610612761,86,98,2025-02-05T02:29:07Z,4940000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-02-05T02:29:19.4Z,4,REGULAR,period,start,[],0,,,1610612752,86,98,2025-02-05T02:29:19Z,4950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M38.00S,2025-02-05T02:29:40.5Z,4,REGULAR,3pt,Jump Shot,[],1628404,93.24901445466492,2.941176470588235,1610612752,86,101,2025-02-05T02:29:45Z,4960000,False,-235.0,11.0,1,right,J. Hart 3PT step back (11 PTS) (M. Bridges 2 AST),"[1628404, 1628969]",1610612752.0,NYK,step back,,,,,,Left Corner 3,24+ Left,,,Hart,J. Hart,23.56,Made,11.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,
503,PT11M24.00S,2025-02-05T02:29:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612761,86,101,2025-02-05T02:30:06Z,4980000,False,,,0,,C. Payne shooting personal FOUL (2 PF) (Robinson 2 FT),"[1626166, 1631115]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,201638.0,,Payne,C. Payne,,,,,,,,,,,,,2.0,0.0,Robinson,1631115.0,,,
505,PT11M24.00S,2025-02-05T02:30:18.9Z,4,REGULAR,freethrow,1 of 2,[],1631115,,,1610612761,87,101,2025-02-05T02:30:18Z,5000000,False,,,0,,O. Robinson Free Throw 1 of 2 (1 PTS),[1631115],1610612761.0,TOR,,,,,,,,,,,Robinson,O. Robinson,,Made,1.0,,,,,,,,,,,,,,,,
506,PT11M24.00S,2025-02-05T02:30:19.8Z,4,REGULAR,substitution,out,[],1628404,,,1610612761,87,101,2025-02-05T02:30:25Z,5010000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,
507,PT11M24.00S,2025-02-05T02:30:19.8Z,4,REGULAR,substitution,in,[],1630173,,,1610612761,87,101,2025-02-05T02:30:25Z,5020000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
508,PT11M24.00S,2025-02-05T02:30:39.1Z,4,REGULAR,freethrow,2 of 2,[],1631115,,,1610612761,88,101,2025-02-05T02:30:39Z,5030000,False,,,0,,O. Robinson Free Throw 2 of 2 (2 PTS),[1631115],1610612761.0,TOR,,,,,,,,,,,Robinson,O. Robinson,,Made,2.0,,,,,,,,,,,,,,,,
509,PT11M08.00S,2025-02-05T02:30:57.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.62089356110381,50.49019607843137,1610612752,88,103,2025-02-05T02:31:55Z,5040000,False,2.0,36.0,1,right,M. Bridges driving floating Jump Shot (15 PTS) (A. Hukporti 2 AST),"[1628969, 1630574]",1610612752.0,NYK,driving floating,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,3.58,Made,15.0,A. Hukporti,1630574.0,2.0,,,,,,,,,,,,,
511,PT10M55.00S,2025-02-05T02:31:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,5.863994743758213,48.03921568627451,1610612761,90,103,2025-02-05T02:31:14Z,5060000,False,10.0,3.0,1,left,O. Agbaji driving finger roll Layup (7 PTS) (S. Barnes 3 AST),"[1630534, 1630567]",1610612761.0,TOR,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,1.01,Made,7.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,,
513,PT10M30.00S,2025-02-05T02:31:33.6Z,4,REGULAR,3pt,Jump Shot,[],1628969,69.99014454664915,74.75490196078431,1610612752,90,103,2025-02-05T02:32:31Z,5080000,False,124.0,230.0,1,right,MISS M. Bridges 26' step back 3PT,[1628969],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Right Center,,,Bridges,M. Bridges,26.08,Missed,,,,,,,,,,,,,,,,,
514,PT10M25.00S,2025-02-05T02:31:38.6Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612752,90,103,2025-02-05T02:31:40Z,5090000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:1),[1630173],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,Achiuwa,P. Achiuwa,,,,,,,513.0,4.0,1.0,3.0,,,,,,,,,
515,PT10M24.00S,2025-02-05T02:31:40.1Z,4,REGULAR,turnover,bad pass,[],1630173,,,1610612752,90,103,2025-02-05T02:31:44Z,5100000,False,,,0,,P. Achiuwa bad pass TURNOVER (3 TO),"[1630173, 1630534]",1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,3.0,Achiuwa,P. Achiuwa,,,,,,,,,,,Agbaji,1630534.0,,,,,,,
516,PT10M24.00S,2025-02-05T02:31:40.1Z,4,REGULAR,steal,,[],1630534,,,1610612761,90,103,2025-02-05T02:31:42Z,5110000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
517,PT10M21.00S,2025-02-05T02:31:43.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631115,5.075558475689881,50.98039215686274,1610612761,92,103,2025-02-05T02:33:47Z,5120000,False,-5.0,-5.0,1,left,O. Robinson running reverse Layup (4 PTS) (S. Barnes 4 AST),"[1631115, 1630567]",1610612761.0,TOR,running reverse,,,,,,Restricted Area,0-8 Center,,,Robinson,O. Robinson,0.69,Made,4.0,S. Barnes,1630567.0,4.0,,,,,,,,,,,,,
