actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
25,PT09M32.00S,2025-04-03T23:46:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631115,12.302890932982917,42.8921568627451,1610612761,4,6,2025-04-03T23:46:15Z,250000,False,36.0,63.0,1,left,O. Robinson 7' Jump Shot (2 PTS) (S. Barnes 1 AST),"[1631115, 1630567]",1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,2.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,,,,
27,PT09M14.00S,2025-04-03T23:46:29.6Z,1,REGULAR,2pt,Jump Shot,[],1631101,80.50262812089356,81.86274509803921,1610612757,4,8,2025-04-03T23:46:33Z,270000,False,159.0,131.0,1,right,S. Sharpe 20' step back Jump Shot (4 PTS) (D. Clingan 2 AST),"[1631101, 1642270]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,20.61,Made,4.0,,,,,D. Clingan,1642270.0,2.0,,,,,,,,,,
28,PT08M57.00S,2025-04-03T23:46:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.296320630749015,56.61764705882353,1610612761,6,8,2025-04-03T23:46:51Z,280000,False,-33.0,110.0,1,left,S. Barnes 11' turnaround fadeaway Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,2.0,,,,,,,,,,,,,,,,,
29,PT08M40.00S,2025-04-03T23:47:04.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,95.3515111695138,95.83333333333334,1610612757,6,8,2025-04-03T23:47:14Z,290000,False,229.0,-9.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
30,PT08M31.00S,2025-04-03T23:47:13.0Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,6,8,2025-04-03T23:47:14Z,300000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,
32,PT08M28.00S,2025-04-03T23:47:16.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,92.72339027595268,48.03921568627451,1610612757,6,8,2025-04-03T23:49:46Z,320000,False,-10.0,16.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
33,PT08M26.00S,2025-04-03T23:47:18.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,6,8,2025-04-03T23:49:46Z,330000,False,,,0,,D. Clingan REBOUND (Off:2 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,32.0,2.0,0.0,2.0,,,,,,,,,,,,,
34,PT08M26.00S,2025-04-03T23:47:21.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642270,94.40999984741211,50.0,1610612757,6,8,2025-04-03T23:49:52Z,340000,False,0.0,0.0,1,right,MISS D. Clingan putback Layup,[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
35,PT08M25.00S,2025-04-03T23:47:22.2Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,6,8,2025-04-03T23:49:52Z,350000,False,,,0,,D. Clingan REBOUND (Off:3 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,34.0,3.0,0.0,3.0,,,,,,,,,,,,,
36,PT08M25.00S,2025-04-03T23:47:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612757,6,8,2025-04-03T23:47:36Z,360000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Clingan 2 FT),"[1642266, 1642270]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628485.0,1.0,0.0,Clingan,1642270.0,,,
38,PT08M25.00S,2025-04-03T23:47:50.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642270,,,1610612757,6,9,2025-04-03T23:47:50Z,380000,False,,,0,,D. Clingan Free Throw 1 of 2 (1 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
40,PT08M25.00S,2025-04-03T23:48:07.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642270,,,1610612757,6,10,2025-04-03T23:48:07Z,390000,False,,,0,,D. Clingan Free Throw 2 of 2 (2 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2025-04-03T23:48:19.2Z,1,REGULAR,3pt,Jump Shot,[],1642347,29.38567674113009,29.411764705882355,1610612761,9,10,2025-04-03T23:48:25Z,400000,False,103.0,224.0,1,left,J. Shead 24' 3PT  (3 PTS) (R. Barrett 1 AST),"[1642347, 1629628]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,24.62,Made,3.0,,,,,R. Barrett,1629628.0,1.0,,,,,,,,,,
43,PT07M46.00S,2025-04-03T23:48:47.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,80.3712220762155,7.352941176470589,1610612757,9,10,2025-04-03T23:48:52Z,420000,False,-213.0,132.0,1,right,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
44,PT07M42.00S,2025-04-03T23:48:51.4Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,9,10,2025-04-03T23:48:52Z,430000,False,,,0,,D. Avdija REBOUND (Off:2 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,43.0,3.0,1.0,2.0,,,,,,,,,,,,,
45,PT07M40.00S,2025-04-03T23:48:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,93.51182654402102,61.029411764705884,1610612757,9,10,2025-04-03T23:51:11Z,440000,False,55.0,8.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
46,PT07M36.00S,2025-04-03T23:48:57.1Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612757,9,10,2025-04-03T23:51:11Z,450000,False,,,0,,D. Banton REBOUND (Off:2 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,45.0,2.0,0.0,2.0,,,,,,,,,,,,,
47,PT07M36.00S,2025-04-03T23:48:56.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630625,94.40999984741211,50.0,1610612757,9,10,2025-04-03T23:51:35Z,460000,False,0.0,0.0,1,right,MISS D. Banton putback Layup - blocked,"[1630625, 1629628]",1610612757.0,POR,putback,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,Barrett,1629628.0,,,,,,,,
48,PT07M36.00S,2025-04-03T23:48:56.7Z,1,REGULAR,block,,[],1629628,,,1610612757,9,10,2025-04-03T23:48:58Z,470000,False,,,0,,R. Barrett BLOCK (1 BLK),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2025-04-03T23:48:58.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,9,10,2025-04-03T23:51:35Z,480000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT07M31.00S,2025-04-03T23:49:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642266,5.601182654402102,4.901960784313726,1610612761,12,10,2025-04-03T23:49:07Z,490000,False,225.0,0.0,1,left,J. Walter 3PT running (5 PTS) (R. Barrett 2 AST),"[1642266, 1629628]",1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,22.55,Made,5.0,,,,,R. Barrett,1629628.0,2.0,,,,,,,,,,
52,PT07M22.00S,2025-04-03T23:49:11.0Z,1,REGULAR,turnover,lost ball,[],1630625,,,1610612757,12,10,2025-04-03T23:50:33Z,510000,False,,,0,,D. Banton lost ball TURNOVER (1 TO),"[1630625, 1642347]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Shead,1642347.0
53,PT07M22.00S,2025-04-03T23:49:11.0Z,1,REGULAR,steal,,[],1642347,,,1610612761,12,10,2025-04-03T23:50:34Z,520000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2025-04-03T23:49:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642347,6.652431011826544,47.05882352941176,1610612761,12,10,2025-04-03T23:54:20Z,530000,False,15.0,10.0,1,left,MISS J. Shead driving Layup,[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2025-04-03T23:49:17.2Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,12,10,2025-04-03T23:54:20Z,540000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,54.0,2.0,1.0,1.0,,,,,,,,,,,,,
58,PT07M18.00S,2025-04-03T23:49:21.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629628,5.590000152587891,50.0,1610612761,14,10,2025-04-03T23:54:34Z,570000,False,0.0,0.0,1,left,R. Barrett putback Layup (2 PTS),[1629628],1610612761.0,TOR,putback,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
59,PT07M00.00S,2025-04-03T23:49:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630625,92.59198423127464,96.56862745098039,1610612757,14,10,2025-04-03T23:49:38Z,580000,False,233.0,17.0,1,right,MISS D. Banton 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2025-04-03T23:49:36.1Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,14,10,2025-04-03T23:51:11Z,590000,False,,,0,,D. Clingan REBOUND (Off:4 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,,59.0,4.0,0.0,4.0,,,,,,,,,,,,,
61,PT06M54.00S,2025-04-03T23:49:41.7Z,1,REGULAR,turnover,traveling,[],1642270,,,1610612757,14,10,2025-04-03T23:49:50Z,600000,False,,,0,,D. Clingan traveling TURNOVER (1 TO),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202056.0,,,,,1.0,,
62,PT06M54.00S,2025-04-03T23:49:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,14,10,2025-04-03T23:49:57Z,610000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2025-04-03T23:52:08.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,14,10,2025-04-03T23:52:43Z,620000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2025-04-03T23:52:08.5Z,1,REGULAR,substitution,out,[],1631101,,,1610612761,14,10,2025-04-03T23:52:43Z,630000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2025-04-03T23:52:08.5Z,1,REGULAR,substitution,in,[],1630534,,,1610612761,14,10,2025-04-03T23:52:43Z,640000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2025-04-03T23:52:08.5Z,1,REGULAR,substitution,in,[],1629680,,,1610612761,14,10,2025-04-03T23:52:43Z,650000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2025-04-03T23:53:01.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,15.193823915900131,49.50980392156863,1610612761,14,10,2025-04-03T23:53:09Z,660000,False,2.0,90.0,1,left,MISS R. Barrett 9' driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2025-04-03T23:53:03.3Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,14,10,2025-04-03T23:53:09Z,670000,False,,,0,,D. Clingan REBOUND (Off:4 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,67.0,5.0,1.0,4.0,,,,,,,,,,,,,
69,PT06M30.00S,2025-04-03T23:53:12.2Z,1,REGULAR,foul,personal,[],1642347,,,1610612757,14,10,2025-04-03T23:53:24Z,680000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1630166]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Avdija,1630166.0,,,
71,PT06M30.00S,2025-04-03T23:53:21.1Z,1,REGULAR,substitution,out,[],1631115,,,1610612757,14,10,2025-04-03T23:53:24Z,700000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M30.00S,2025-04-03T23:53:21.1Z,1,REGULAR,substitution,in,[],1642367,,,1610612757,14,10,2025-04-03T23:53:24Z,710000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2025-04-03T23:53:38.7Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612757,14,10,2025-04-03T23:53:42Z,720000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1629628]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Barrett,1629628.0
74,PT06M21.00S,2025-04-03T23:53:38.7Z,1,REGULAR,steal,,[],1629628,,,1610612761,14,10,2025-04-03T23:57:13Z,730000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M18.00S,2025-04-03T23:53:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,9.543363994743759,48.28431372549019,1610612761,16,10,2025-04-03T23:53:52Z,740000,False,9.0,37.0,1,left,R. Barrett running finger roll Layup (4 PTS) (O. Agbaji 1 AST),"[1629628, 1630534]",1610612761.0,TOR,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.82,Made,4.0,,,,,O. Agbaji,1630534.0,1.0,,,,,,,,,,
77,PT06M02.00S,2025-04-03T23:53:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.30026281208936,46.07843137254902,1610612757,16,12,2025-04-03T23:54:04Z,760000,False,-20.0,1.0,1,right,D. Avdija driving reverse Layup (4 PTS),[1630166],1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.96,Made,4.0,,,,,,,,,,,,,,,,,
78,PT05M47.00S,2025-04-03T23:54:13.1Z,1,REGULAR,turnover,bad pass,[],1642367,,,1610612761,16,12,2025-04-03T23:54:16Z,770000,False,,,0,,J. Mogbo bad pass TURNOVER (1 TO),"[1642367, 1630166]",1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Avdija,1630166.0
79,PT05M47.00S,2025-04-03T23:54:13.1Z,1,REGULAR,steal,,[],1630166,,,1610612757,16,12,2025-04-03T23:54:14Z,780000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M43.00S,2025-04-03T23:54:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612757,16,12,2025-04-03T23:54:27Z,790000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (2 TO),[1630166],1610612757.0,POR,bad pass,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1628485.0,,,,,2.0,,
81,PT05M28.00S,2025-04-03T23:54:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642367,6.258212877792378,52.94117647058824,1610612761,18,12,2025-04-03T23:54:42Z,800000,False,-15.0,6.0,1,left,J. Mogbo cutting finger roll Layup (2 PTS) (J. Walter 1 AST),"[1642367, 1642266]",1610612761.0,TOR,cutting finger roll,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,J. Walter,1642266.0,1.0,,,,,,,,,,
83,PT05M21.00S,2025-04-03T23:54:51.4Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612757,18,12,2025-04-03T23:54:59Z,820000,False,,,0,,POR 5-second-violation Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628485.0,,,,,,,
84,PT05M21.00S,2025-04-03T23:55:03.8Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,18,12,2025-04-03T23:55:13Z,830000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
