actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
602,PT03M56.00S,2025-01-16T02:43:34.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,104,93,2025-01-16T02:43:35Z,5940000,False,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,Brown,J. Brown,,,,,601.0,7.0,5.0,2.0,,,,,,,,,,
603,PT03M53.00S,2025-01-16T02:43:40.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612738,104,93,2025-01-16T02:43:51Z,5950000,False,,,0,,D. Mitchell personal FOUL (3 PF) (Brown 2 FT),"[1630558, 1627759]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Right Center,202026.0,3.0,1.0,Mitchell,D. Mitchell,Brown,1627759.0,,,,,,,,,,,,,,,,
605,PT03M53.00S,2025-01-16T02:44:19.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,104,93,2025-01-16T02:45:41Z,5970000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,Missed,,,,,,,,,,,,,,
606,PT03M53.00S,2025-01-16T02:44:19.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,104,93,2025-01-16T02:45:41Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,
607,PT03M53.00S,2025-01-16T02:44:19.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,104,94,2025-01-16T02:45:41Z,5990000,False,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,Made,,,,,10.0,,,,,,,,,
608,PT03M48.00S,2025-01-16T02:44:47.3Z,4,REGULAR,turnover,bad pass,[],1630558,,,1610612761,104,94,2025-01-16T02:44:55Z,6000000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1627759]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
609,PT03M48.00S,2025-01-16T02:44:47.3Z,4,REGULAR,steal,,[],1627759,,,1610612738,104,94,2025-01-16T02:44:50Z,6010000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
611,PT03M33.00S,2025-01-16T02:45:22.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,95.22010512483574,2.941176470588235,1610612738,104,94,2025-01-16T02:45:27Z,6030000,False,-235.0,-8.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Pritchard,P. Pritchard,,,23.54,Missed,,,,,,,,,,,,,,
612,PT03M30.00S,2025-01-16T02:45:25.1Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,104,94,2025-01-16T02:45:27Z,6040000,False,,,0,,G. Dick REBOUND (Off:0 Def:3),[1641711],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,,,Dick,G. Dick,,,,,611.0,3.0,3.0,0.0,,,,,,,,,,
613,PT03M09.00S,2025-01-16T02:45:46.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.09789750328515,41.911764705882355,1610612761,104,94,2025-01-16T02:45:51Z,6050000,False,40.0,24.0,1,left,MISS S. Barnes driving finger roll Layup,[1630567],1610612761.0,TOR,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barnes,S. Barnes,,,4.68,Missed,,,,,,,,,,,,,,
614,PT03M06.00S,2025-01-16T02:45:49.2Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612761,104,94,2025-01-16T02:45:51Z,6060000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:8),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Poeltl,J. Poeltl,,,,,613.0,10.0,8.0,2.0,,,,,,,,,,
615,PT03M06.00S,2025-01-16T02:45:49.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,106,94,2025-01-16T02:45:49Z,6070000,False,0.0,0.0,1,left,J. Poeltl tip Layup (16 PTS),[1627751],1610612761.0,TOR,tip,,,,,,Mid-Range,8-16 Left,,,,Poeltl,J. Poeltl,,,0.0,Made,,,,,16.0,,,,,,,,,
616,PT03M06.00S,2025-01-16T02:45:53.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,106,94,2025-01-16T02:45:53Z,6080000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M52.00S,2025-01-16T02:47:34.7Z,4,REGULAR,2pt,Jump Shot,[],204001,76.95466491458606,42.8921568627451,1610612738,106,94,2025-01-16T02:47:39Z,6090000,False,-36.0,164.0,1,right,MISS K. Porziņģis 16' pullup Shot,[204001],1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Center,,,,Porziņģis,K. Porziņģis,,,16.79,Missed,,,,,,,,,,,,,,
618,PT02M50.00S,2025-01-16T02:47:36.7Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,106,94,2025-01-16T02:47:46Z,6100000,False,,,0,,R. Barrett REBOUND (Off:2 Def:6),[1629628],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Center,,,,Barrett,R. Barrett,,,,,617.0,8.0,6.0,2.0,,,,,,,,,,
619,PT02M35.00S,2025-01-16T02:47:52.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,54.65686274509803,1610612761,108,94,2025-01-16T02:47:56Z,6110000,False,-23.0,5.0,1,left,R. Barrett driving Layup (22 PTS) (S. Barnes 9 AST),"[1629628, 1630567]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,2.39,Made,,,,,22.0,S. Barnes,1630567.0,9.0,,,,,,
621,PT02M14.00S,2025-01-16T02:48:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,47.549019607843135,1610612738,108,94,2025-01-16T02:48:18Z,6130000,False,-12.0,12.0,1,right,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,1.73,Missed,,,,,,,,,,,,,,
622,PT02M13.00S,2025-01-16T02:48:13.4Z,4,REGULAR,rebound,offensive,[],204001,,,1610612738,108,94,2025-01-16T02:48:24Z,6140000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:7),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,,,621.0,8.0,7.0,1.0,,,,,,,,,,
623,PT02M12.00S,2025-01-16T02:48:14.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612738,108,94,2025-01-16T02:48:29Z,6150000,False,0.0,0.0,1,right,MISS K. Porziņģis tip Layup,[204001],1610612738.0,BOS,tip,,,,,,Restricted Area,0-8 Center,,,,Porziņģis,K. Porziņģis,,,0.0,Missed,,,,,,,,,,,,,,
624,PT02M11.00S,2025-01-16T02:48:15.9Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,108,94,2025-01-16T02:48:15Z,6160000,False,,,0,,R. Barrett REBOUND (Off:2 Def:7),[1629628],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Left,,,,Barrett,R. Barrett,,,,,623.0,9.0,7.0,2.0,,,,,,,,,,
625,PT01M50.00S,2025-01-16T02:48:36.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.178055190538765,55.14705882352941,1610612761,108,94,2025-01-16T02:49:44Z,6170000,False,-26.0,15.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,2.98,Missed,,,,,,,,,,,,,,
626,PT01M48.00S,2025-01-16T02:48:38.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612761,108,94,2025-01-16T02:51:18Z,6180000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:8),[1627751],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Poeltl,J. Poeltl,,,,,625.0,11.0,8.0,3.0,,,,,,,,,,
627,PT01M40.00S,2025-01-16T02:48:46.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,8.623521681997373,16.42156862745098,1610612761,108,94,2025-01-16T02:51:48Z,6190000,False,168.0,29.0,1,left,MISS S. Barnes 17' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,,,,Mid-Range,16-24 Right,,,,Barnes,S. Barnes,,,17.03,Missed,,,,,,,,,,,,,,
628,PT01M38.00S,2025-01-16T02:48:48.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,108,94,2025-01-16T02:48:54Z,6200000,False,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right,,,,Tatum,J. Tatum,,,,,627.0,10.0,9.0,1.0,,,,,,,,,,
629,PT01M29.00S,2025-01-16T02:48:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.5407358738502,48.03921568627451,1610612738,108,94,2025-01-16T02:49:01Z,6210000,False,-10.0,27.0,1,right,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,J. Brown,,,2.87,Missed,,,,,,,,,,,,,,
630,PT01M27.00S,2025-01-16T02:48:59.4Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,108,94,2025-01-16T02:48:59Z,6220000,False,,,0,,R. Barrett REBOUND (Off:2 Def:8),[1629628],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,,Barrett,R. Barrett,,,,,629.0,10.0,8.0,2.0,,,,,,,,,,
631,PT01M22.00S,2025-01-16T02:49:09.0Z,4,REGULAR,foul,personal,[],1628369,,,1610612761,108,94,2025-01-16T02:49:15Z,6230000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1641711]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,1830.0,2.0,0.0,Tatum,J. Tatum,Dick,1641711.0,,,,,,,,,,,,,,,,
633,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,out,[],1628369,,,1610612761,108,94,2025-01-16T02:49:24Z,6250000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
634,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,out,[],201950,,,1610612761,108,94,2025-01-16T02:49:24Z,6260000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
635,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612761,108,94,2025-01-16T02:49:24Z,6270000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
636,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,out,[],204001,,,1610612761,108,94,2025-01-16T02:49:24Z,6280000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,
637,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,out,[],1630202,,,1610612761,108,94,2025-01-16T02:49:24Z,6290000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
638,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,in,[],1629674,,,1610612761,108,94,2025-01-16T02:49:24Z,6300000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,
639,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,in,[],1630214,,,1610612761,108,94,2025-01-16T02:49:24Z,6310000,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,,,,,,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,
640,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,in,[],1630573,,,1610612761,108,94,2025-01-16T02:49:24Z,6320000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
641,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,in,[],1630531,,,1610612761,108,94,2025-01-16T02:49:24Z,6330000,False,,,0,,SUB in: J. Springer,[1630531],1610612738.0,BOS,,,,,,,,,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,
642,PT01M22.00S,2025-01-16T02:49:15.6Z,4,REGULAR,substitution,in,[],1641775,,,1610612761,108,94,2025-01-16T02:49:24Z,6340000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,,,,,,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,
643,PT01M14.00S,2025-01-16T02:49:44.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,27.283180026281208,17.892156862745097,1610612761,108,94,2025-01-16T02:49:51Z,6350000,False,161.0,204.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,,,Barrett,R. Barrett,,,25.96,Missed,,,,,,,,,,,,,,
644,PT01M12.00S,2025-01-16T02:49:46.3Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612738,108,94,2025-01-16T02:49:51Z,6360000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,Tillman,X. Tillman,,,,,643.0,1.0,1.0,0.0,,,,,,,,,,
645,PT01M03.00S,2025-01-16T02:49:57.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641711,,,1610612738,108,94,2025-01-16T02:50:09Z,6370000,False,,,0,,G. Dick shooting personal FOUL (2 PF) (Springer 2 FT),"[1641711, 1630531]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,2.0,0.0,Dick,G. Dick,Springer,1630531.0,,,,,,,,,,,,,,,,
647,PT01M03.00S,2025-01-16T02:50:21.5Z,4,REGULAR,freethrow,1 of 2,[],1630531,,,1610612738,108,94,2025-01-16T02:50:44Z,6390000,False,,,0,,MISS J. Springer Free Throw 1 of 2,[1630531],1610612738.0,BOS,,,,,,,,,,,,Springer,J. Springer,,,,Missed,,,,,,,,,,,,,,
648,PT01M03.00S,2025-01-16T02:50:21.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,108,94,2025-01-16T02:50:44Z,6400000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,647.0,,,,,,,,,,,,,
649,PT01M03.00S,2025-01-16T02:50:21.5Z,4,REGULAR,freethrow,2 of 2,[],1630531,,,1610612738,108,94,2025-01-16T02:50:44Z,6410000,False,,,0,,MISS J. Springer Free Throw 2 of 2,[1630531],1610612738.0,BOS,,,,,,,,,,,,Springer,J. Springer,,,,Missed,,,,,,,,,,,,,,
650,PT01M00.00S,2025-01-16T02:50:24.5Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,108,94,2025-01-16T02:54:28Z,6420000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,,,,,,,,,Barnes,S. Barnes,,,,,649.0,3.0,2.0,1.0,,,,,,,,,,
651,PT00M41.60S,2025-01-16T02:51:03.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.12023653088042,38.970588235294116,1610612761,110,94,2025-01-16T02:51:07Z,6430000,False,55.0,52.0,1,left,S. Barnes 7' driving bank Hook (18 PTS),[1630567],1610612761.0,TOR,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barnes,S. Barnes,,,7.58,Made,,,,,18.0,,,,,,,,,
652,PT00M22.70S,2025-01-16T02:51:24.7Z,4,REGULAR,3pt,Jump Shot,[],1630573,67.23061760840999,25.49019607843137,1610612738,110,97,2025-01-16T02:51:29Z,6440000,False,-123.0,256.0,1,right,S. Hauser 28' 3PT step back (3 PTS),[1630573],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,,,,Hauser,S. Hauser,,,28.33,Made,,,,,3.0,,,,,,,,,
653,PT00M03.70S,2025-01-16T02:51:50.5Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,110,97,2025-01-16T02:52:03Z,6450000,False,,,0,,S. Barnes lost ball out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,lost ball,,,,,,Above the Break 3,24+ Right Center,1628485.0,,,Barnes,S. Barnes,,,,,,,,,,,,,2.0,,,,,
656,PT00M00.00S,2025-01-16T02:52:41.3Z,4,REGULAR,period,end,[],0,,,1610612738,110,97,2025-01-16T02:52:41Z,6480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2025-01-16T02:52:51.0Z,4,REGULAR,game,end,[],0,,,0,110,97,2025-01-16T02:52:51Z,6490000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
