actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
31,PT10M16.00S,2024-12-01T23:16:23.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,2,2024-12-01T23:16:37Z,310000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,
32,PT10M01.00S,2024-12-01T23:16:51.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,30.699737187910642,71.32352941176471,1610612748,3,5,2024-12-01T23:16:56Z,320000,False,-107.0,236.0,1,left,T. Herro 25' 3PT  (5 PTS) (D. Robinson 2 AST),"[1629639, 1629130]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,,,,,,,,,5.0,D. Robinson,1629130.0,2.0,,
34,PT09M46.00S,2024-12-01T23:17:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630534,67.88764783180025,67.15686274509804,1610612761,3,5,2024-12-01T23:17:10Z,340000,False,86.0,249.0,1,right,MISS O. Agbaji 26' bank 3PT,[1630534],1610612761.0,TOR,bank,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
35,PT09M44.00S,2024-12-01T23:17:07.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,5,2024-12-01T23:18:00Z,350000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,34.0,3.0,2.0,1.0,,,,,,,,,,,,
36,PT09M38.00S,2024-12-01T23:17:14.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628389,16.376478318002626,40.68627450980392,1610612748,3,5,2024-12-01T23:19:16Z,360000,False,47.0,101.0,1,left,MISS B. Adebayo 11' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
37,PT09M37.00S,2024-12-01T23:17:15.2Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,3,5,2024-12-01T23:17:36Z,370000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,36.0,4.0,2.0,2.0,,,,,,,,,,,,
38,PT09M31.00S,2024-12-01T23:17:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,3,5,2024-12-01T23:17:20Z,380000,False,0.0,0.0,1,left,MISS B. Adebayo putback DUNK,[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
39,PT09M30.00S,2024-12-01T23:17:21.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,3,5,2024-12-01T23:17:21Z,390000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
40,PT09M30.00S,2024-12-01T23:17:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.77463863337714,51.71568627450981,1610612761,5,5,2024-12-01T23:17:27Z,400000,False,9.0,6.0,1,right,R. Barrett running Layup (4 PTS) (S. Barnes 1 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,,,,4.0,S. Barnes,1630567.0,1.0,,
42,PT09M14.00S,2024-12-01T23:17:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629312,30.305519053876477,17.892156862745097,1610612748,5,5,2024-12-01T23:17:41Z,420000,False,161.0,232.0,1,left,MISS H. Highsmith 28' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,28.24,Missed,,,,,,,,,,,,,,,,,,
43,PT09M13.00S,2024-12-01T23:17:38.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,5,5,2024-12-01T23:18:17Z,430000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
44,PT09M04.00S,2024-12-01T23:17:48.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,91.27792378449409,44.6078431372549,1610612761,7,5,2024-12-01T23:17:52Z,440000,False,-27.0,29.0,1,right,J. Poeltl Hook (3 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,,,,,,3.0,S. Barnes,1630567.0,2.0,,
46,PT08M37.00S,2024-12-01T23:18:14.8Z,1,REGULAR,2pt,Jump Shot,[],1629130,4.681340341655716,73.2843137254902,1610612748,7,5,2024-12-01T23:18:21Z,460000,False,-116.0,-8.0,1,left,MISS D. Robinson 11' fadeaway Shot,[1629130],1610612748.0,MIA,fadeaway,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,11.67,Missed,,,,,,,,,,,,,,,,,,
47,PT08M36.00S,2024-12-01T23:18:15.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,5,2024-12-01T23:18:28Z,470000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,46.0,3.0,3.0,0.0,,,,,,,,,,,,
48,PT08M22.00S,2024-12-01T23:18:29.5Z,1,REGULAR,2pt,Jump Shot,[],1630567,73.01248357424441,49.754901960784316,1610612761,7,5,2024-12-01T23:18:37Z,480000,False,-1.0,201.0,1,right,MISS S. Barnes 20' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,20.12,Missed,,,,,,,,,,,,,,,,,,
49,PT08M20.00S,2024-12-01T23:18:31.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,7,5,2024-12-01T23:18:37Z,490000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT08M18.00S,2024-12-01T23:18:41.9Z,1,REGULAR,foul,personal,[],1630567,,,1610612748,7,5,2024-12-01T23:19:37Z,500000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1628389]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202041.0,1.0,0.0,Adebayo,1628389.0,,,,,,,
52,PT08M14.00S,2024-12-01T23:19:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.258212877792378,49.50980392156863,1610612748,7,7,2024-12-01T23:19:12Z,520000,False,2.0,6.0,1,left,T. Herro driving Layup (7 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,,,,7.0,J. Butler,202710.0,1.0,,
55,PT07M59.00S,2024-12-01T23:19:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642266,87.72996057818659,52.94117647058824,1610612761,7,7,2024-12-01T23:19:46Z,550000,False,15.0,63.0,1,right,MISS J. Walter 6' turnaround Shot - blocked,"[1642266, 1629312]",1610612761.0,TOR,turnaround,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Highsmith,1629312.0,,,,,,,,,,,,,,,,
56,PT07M59.00S,2024-12-01T23:19:38.9Z,1,REGULAR,block,,[],1629312,,,1610612761,7,7,2024-12-01T23:19:41Z,560000,False,,,0,,H. Highsmith BLOCK (2 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M58.00S,2024-12-01T23:19:39.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,7,7,2024-12-01T23:19:46Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,55.0,,,,,,,,,,,,,,,
59,PT07M56.00S,2024-12-01T23:20:00.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642266,78.53153745072274,6.862745098039216,1610612761,7,7,2024-12-01T23:20:09Z,590000,False,-216.0,149.0,1,right,MISS J. Walter 26' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
60,PT07M54.00S,2024-12-01T23:20:02.7Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,7,7,2024-12-01T23:20:09Z,600000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
61,PT07M43.00S,2024-12-01T23:20:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,5.995400788436268,49.754901960784316,1610612748,7,9,2024-12-01T23:20:22Z,610000,False,1.0,4.0,1,left,H. Highsmith driving reverse Layup (2 PTS) (B. Adebayo 1 AST),"[1629312, 1628389]",1610612748.0,MIA,driving reverse,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,,,,,,,2.0,B. Adebayo,1628389.0,1.0,,
63,PT07M36.00S,2024-12-01T23:20:20.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,79.58278580814718,8.57843137254902,1610612761,10,9,2024-12-01T23:20:25Z,630000,False,-207.0,139.0,1,right,S. Barnes 24' 3PT  (3 PTS) (R. Barrett 1 AST),"[1630567, 1629628]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,,,,,,,,,3.0,R. Barrett,1629628.0,1.0,,
65,PT07M16.00S,2024-12-01T23:20:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,4.944152431011826,44.6078431372549,1610612748,10,11,2024-12-01T23:23:45Z,650000,False,27.0,-6.0,1,left,D. Robinson driving Layup (2 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,,,,,,2.0,J. Butler,202710.0,2.0,,
67,PT07M03.00S,2024-12-01T23:20:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,47.30392156862745,1610612761,12,11,2024-12-01T23:20:59Z,670000,False,-13.0,8.0,1,right,R. Barrett driving finger roll Layup (6 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,,,,6.0,S. Barnes,1630567.0,3.0,,
69,PT06M52.00S,2024-12-01T23:21:04.9Z,1,REGULAR,3pt,Jump Shot,[],1628389,31.750985545335087,68.62745098039215,1610612748,12,11,2024-12-01T23:21:14Z,690000,False,-93.0,246.0,1,left,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2024-12-01T23:21:06.9Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,12,11,2024-12-01T23:21:14Z,700000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,
71,PT06M41.00S,2024-12-01T23:21:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642266,91.14651773981603,58.08823529411765,1610612761,12,11,2024-12-01T23:21:20Z,710000,False,40.0,31.0,1,right,MISS J. Walter driving finger roll Layup,[1642266],1610612761.0,TOR,driving finger roll,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2024-12-01T23:21:16.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,12,11,2024-12-01T23:21:20Z,720000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,71.0,5.0,3.0,2.0,,,,,,,,,,,,
73,PT06M33.00S,2024-12-01T23:21:24.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,32.933639947437584,24.509803921568626,1610612748,12,14,2024-12-01T23:21:29Z,730000,False,127.0,257.0,1,left,T. Herro 28' 3PT  (10 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,28.7,Made,,,,,,,,,,,,,10.0,B. Adebayo,1628389.0,2.0,,
75,PT06M32.00S,2024-12-01T23:21:29.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,14,2024-12-01T23:21:29Z,750000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M32.00S,2024-12-01T23:21:30.2Z,1,REGULAR,substitution,out,[],1642266,,,1610612761,12,14,2024-12-01T23:24:15Z,760000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M32.00S,2024-12-01T23:21:30.2Z,1,REGULAR,substitution,in,[],1630558,,,1610612761,12,14,2024-12-01T23:24:15Z,770000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2024-12-01T23:24:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.40932982917214,55.88235294117647,1610612761,14,14,2024-12-01T23:25:03Z,780000,False,29.0,28.0,1,right,S. Barnes cutting Layup (5 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,,,,,,,5.0,J. Poeltl,1627751.0,1.0,,
80,PT06M20.00S,2024-12-01T23:24:39.7Z,1,REGULAR,foul,personal,['1freethrow'],1629312,,,1610612761,14,14,2024-12-01T23:24:48Z,800000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Barnes 1 FT),"[1629312, 1630567]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,202037.0,1.0,0.0,Barnes,1630567.0,,,,,,,
82,PT06M20.00S,2024-12-01T23:25:01.3Z,1,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,14,14,2024-12-01T23:25:05Z,820000,False,,,0,,MISS S. Barnes Free Throw 1 of 1,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT06M18.00S,2024-12-01T23:25:03.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,14,2024-12-01T23:25:05Z,830000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,82.0,6.0,4.0,2.0,,,,,,,,,,,,
84,PT05M56.00S,2024-12-01T23:25:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629312,32.40801576872536,44.85294117647059,1610612748,14,14,2024-12-01T23:25:28Z,840000,False,26.0,252.0,1,left,MISS H. Highsmith 25' step back 3PT,[1629312],1610612748.0,MIA,step back,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
85,PT05M54.00S,2024-12-01T23:25:25.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,14,14,2024-12-01T23:25:28Z,850000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,
86,PT05M43.00S,2024-12-01T23:25:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,90.75229960578186,41.42156862745098,1610612761,14,14,2024-12-01T23:25:45Z,860000,False,-43.0,34.0,1,right,MISS O. Agbaji fadeaway bank Shot,[1630534],1610612761.0,TOR,fadeaway bank,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
87,PT05M39.00S,2024-12-01T23:25:40.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,14,14,2024-12-01T23:25:45Z,870000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,86.0,4.0,3.0,1.0,,,,,,,,,,,,
88,PT05M39.00S,2024-12-01T23:25:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,16,14,2024-12-01T23:25:40Z,880000,False,0.0,0.0,1,right,J. Poeltl putback Layup (5 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,5.0,,,,,
