actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M44.00S,2025-04-09T23:45:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631115,6.389618922470433,44.36274509803921,1610612761,0,1,2025-04-09T23:45:18Z,160000,False,28.0,8.0,1,left,MISS O. Robinson bank Shot,[1631115],1610612761.0,TOR,bank,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2025-04-09T23:45:12.0Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,0,1,2025-04-09T23:45:18Z,170000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M29.00S,2025-04-09T23:45:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,50.245098039215684,1610612766,0,3,2025-04-09T23:45:55Z,180000,False,1.0,12.0,1,right,J. Nurkić driving finger roll Layup (2 PTS),[203994],1610612766.0,CHA,driving finger roll,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,2.0,,,,,,,,
19,PT10M14.00S,2025-04-09T23:45:38.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,25.57490144546649,17.15686274509804,1610612761,3,3,2025-04-09T23:45:43Z,190000,False,164.0,188.0,1,left,R. Barrett 24' 3PT  (3 PTS) (O. Robinson 1 AST),"[1629628, 1631115]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,,,,,,3.0,O. Robinson,1631115.0,1.0,,,,,
21,PT09M59.00S,2025-04-09T23:45:53.6Z,1,REGULAR,3pt,Jump Shot,[],1642275,66.70499342969777,57.107843137254896,1610612766,3,3,2025-04-09T23:46:01Z,210000,False,36.0,260.0,1,right,MISS T. Salaün 26' pullup 3PT,[1642275],1610612766.0,CHA,pullup,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2025-04-09T23:45:55.6Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612761,3,3,2025-04-09T23:46:01Z,220000,False,,,0,,O. Robinson REBOUND (Off:0 Def:2),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M51.00S,2025-04-09T23:46:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,32.53942181340342,53.18627450980392,1610612761,3,3,2025-04-09T23:46:13Z,230000,False,-16.0,253.0,1,left,MISS I. Quickley 25' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
24,PT09M49.00S,2025-04-09T23:46:04.1Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,3,3,2025-04-09T23:46:13Z,240000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M46.00S,2025-04-09T23:46:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,24.129434954007884,13.23529411764706,1610612761,3,3,2025-04-09T23:46:17Z,250000,False,184.0,174.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2025-04-09T23:46:09.4Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,3,3,2025-04-09T23:46:17Z,260000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:2),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M20.00S,2025-04-09T23:46:32.7Z,1,REGULAR,2pt,Jump Shot,[],1629610,82.9993429697766,81.86274509803921,1610612766,3,3,2025-04-09T23:46:39Z,270000,False,159.0,107.0,1,right,MISS D. Jeffries 19' pullup Shot,[1629610],1610612766.0,CHA,pullup,,,Jeffries,D. Jeffries,,,,,Mid-Range,16-24 Right,19.21,Missed,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2025-04-09T23:46:34.7Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,3,3,2025-04-09T23:46:39Z,280000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M11.00S,2025-04-09T23:46:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,31.750985545335087,64.4607843137255,1610612761,6,3,2025-04-09T23:47:44Z,290000,False,-72.0,246.0,1,left,R. Barrett 25' 3PT running (6 PTS) (S. Barnes 1 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.64,Made,,,,,,,,,,6.0,S. Barnes,1630567.0,1.0,,,,,
31,PT08M47.00S,2025-04-09T23:47:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642354,82.7365308804205,47.794117647058826,1610612766,6,3,2025-04-09T23:47:13Z,310000,False,-11.0,110.0,1,right,MISS K. Simpson 11' driving floating Shot,[1642354],1610612766.0,CHA,driving floating,,,Simpson,K. Simpson,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,,,,,,,,
32,PT08M45.00S,2025-04-09T23:47:07.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,6,3,2025-04-09T23:47:13Z,320000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,
33,PT08M40.00S,2025-04-09T23:47:14.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,33.196452036793694,46.32352941176471,1610612761,6,3,2025-04-09T23:48:40Z,330000,False,18.0,260.0,1,left,MISS S. Barnes 26' running 3PT,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
34,PT08M37.00S,2025-04-09T23:47:17.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,6,3,2025-04-09T23:48:40Z,340000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,33.0,,,,,,,,,,,,,,,,,
36,PT08M21.00S,2025-04-09T23:47:45.0Z,1,REGULAR,foul,personal,[],1631115,,,1610612766,6,3,2025-04-09T23:47:57Z,360000,False,,,0,,O. Robinson personal FOUL (1 PF),"[1631115, 203994]",1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,1193.0,1.0,0.0,Nurkić,203994.0,,,,,,,,,
38,PT08M13.00S,2025-04-09T23:48:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642354,93.38042049934296,52.94117647058824,1610612766,6,5,2025-04-09T23:48:19Z,380000,False,15.0,10.0,1,right,K. Simpson driving Layup (3 PTS) (J. Nurkić 1 AST),"[1642354, 203994]",1610612766.0,CHA,driving,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,3.0,J. Nurkić,203994.0,1.0,,,,,
39,PT08M00.00S,2025-04-09T23:48:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,53.18627450980392,1610612761,6,5,2025-04-09T23:48:33Z,390000,False,-16.0,14.0,1,left,MISS R. Barrett cutting finger roll Layup,[1629628],1610612761.0,TOR,cutting finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
40,PT07M58.00S,2025-04-09T23:48:29.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,6,5,2025-04-09T23:48:33Z,400000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT07M46.00S,2025-04-09T23:48:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,86.67871222076215,48.529411764705884,1610612766,6,7,2025-04-09T23:48:48Z,410000,False,-7.0,73.0,1,right,J. Nurkić 7' driving floating Jump Shot (4 PTS),[203994],1610612766.0,CHA,driving floating,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,,,,,,,,,,4.0,,,,,,,,
42,PT07M35.00S,2025-04-09T23:48:52.1Z,1,REGULAR,3pt,Jump Shot,[],1631115,32.53942181340342,44.36274509803921,1610612761,6,7,2025-04-09T23:49:00Z,420000,False,28.0,253.0,1,left,MISS O. Robinson 25' 3PT,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
43,PT07M33.00S,2025-04-09T23:48:54.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,6,7,2025-04-09T23:49:00Z,430000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT07M28.00S,2025-04-09T23:49:01.5Z,1,REGULAR,turnover,backcourt,[],1642354,,,1610612766,6,7,2025-04-09T23:49:39Z,440000,False,,,0,,K. Simpson backcourt TURNOVER (1 TO),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,,,,,,,1193.0,,,,,,,,,1.0,,,,
45,PT07M14.00S,2025-04-09T23:49:30.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,11.12023653088042,20.833333333333336,1610612761,8,7,2025-04-09T23:54:42Z,450000,False,146.0,52.0,1,left,S. Barnes 15' pullup Jump Shot (2 PTS) (R. Barrett 1 AST),"[1630567, 1629628]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,15.48,Made,,,,,,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,
48,PT06M55.00S,2025-04-09T23:50:09.3Z,1,REGULAR,3pt,Jump Shot,[],1629610,65.78515111695138,61.76470588235294,1610612766,8,7,2025-04-09T23:50:22Z,480000,False,59.0,269.0,1,right,MISS D. Jeffries 27' pullup 3PT - blocked,"[1629610, 1630567]",1610612766.0,CHA,pullup,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,Barnes,1630567.0,,
49,PT06M55.00S,2025-04-09T23:50:09.3Z,1,REGULAR,block,,[],1630567,,,1610612766,8,7,2025-04-09T23:50:12Z,490000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
50,PT06M53.00S,2025-04-09T23:50:11.3Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612761,8,7,2025-04-09T23:50:22Z,500000,False,,,0,,O. Robinson REBOUND (Off:0 Def:3),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT06M39.00S,2025-04-09T23:50:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,30.699737187910642,23.03921568627451,1610612761,8,7,2025-04-09T23:50:31Z,510000,False,135.0,236.0,1,left,MISS I. Quickley 27' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,,,,,,,,,,,,,,,,,
52,PT06M37.00S,2025-04-09T23:50:27.4Z,1,REGULAR,rebound,offensive,[],1642367,,,1610612761,8,7,2025-04-09T23:50:41Z,520000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Right Center,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,
53,PT06M32.00S,2025-04-09T23:50:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642367,5.732588699080158,44.6078431372549,1610612761,8,7,2025-04-09T23:53:51Z,530000,False,27.0,1.0,1,left,MISS J. Mogbo putback Layup,[1642367],1610612761.0,TOR,putback,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
54,PT06M30.00S,2025-04-09T23:50:32.9Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,8,7,2025-04-09T23:51:05Z,540000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:3),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
55,PT06M25.00S,2025-04-09T23:50:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,90.09526938239159,55.63725490196079,1610612766,8,9,2025-04-09T23:56:14Z,550000,False,28.0,41.0,1,right,D. Jeffries driving Layup (2 PTS),[1629610],1610612766.0,CHA,driving,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,,,,,,2.0,,,,,,,,
56,PT06M24.00S,2025-04-09T23:50:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,8,9,2025-04-09T23:50:44Z,560000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,8,9,2025-04-09T23:53:24Z,570000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,8,9,2025-04-09T23:53:24Z,580000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,8,9,2025-04-09T23:53:24Z,590000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,out,[],1629610,,,1610612761,8,9,2025-04-09T23:53:24Z,600000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,out,[],1642354,,,1610612761,8,9,2025-04-09T23:53:24Z,610000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,8,9,2025-04-09T23:53:24Z,620000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,in,[],1631197,,,1610612761,8,9,2025-04-09T23:53:24Z,630000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612761.0,TOR,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,in,[],1630639,,,1610612761,8,9,2025-04-09T23:53:24Z,640000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,in,[],1641878,,,1610612761,8,9,2025-04-09T23:53:24Z,650000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M24.00S,2025-04-09T23:53:07.0Z,1,REGULAR,substitution,in,[],1631111,,,1610612761,8,9,2025-04-09T23:53:24Z,660000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2025-04-09T23:53:48.4Z,1,REGULAR,3pt,Jump Shot,[],1642419,23.209592641261498,10.784313725490197,1610612761,8,9,2025-04-09T23:53:59Z,670000,False,196.0,166.0,1,left,MISS J. Battle 25' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
69,PT06M10.00S,2025-04-09T23:53:50.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,8,9,2025-04-09T23:53:59Z,680000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,
70,PT06M00.00S,2025-04-09T23:53:59.7Z,1,REGULAR,3pt,Jump Shot,[],1641733,69.99014454664915,20.833333333333336,1610612766,8,12,2025-04-09T23:54:05Z,690000,False,-146.0,230.0,1,right,N. Smith Jr. 27' 3PT  (3 PTS) (J. Nurkić 2 AST),"[1641733, 203994]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,,,,,,3.0,J. Nurkić,203994.0,2.0,,,,,
72,PT05M49.00S,2025-04-09T23:54:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631197,5.995400788436268,45.588235294117645,1610612761,8,12,2025-04-09T23:54:18Z,710000,False,22.0,4.0,1,left,MISS J. Rhoden driving finger roll Layup,[1631197],1610612761.0,TOR,driving finger roll,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2025-04-09T23:54:13.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,8,12,2025-04-09T23:54:18Z,720000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,72.0,4.0,4.0,0.0,,,,,,,,,,,,,,
74,PT05M29.00S,2025-04-09T23:54:35.6Z,1,REGULAR,foul,personal,[],1630639,,,1610612766,8,12,2025-04-09T23:54:51Z,730000,False,,,0,,A. Lawson personal FOUL (1 PF),"[1630639, 1642275]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Left Center,,,,,,,202027.0,1.0,0.0,Salaün,1642275.0,,,,,,,,,
76,PT05M29.00S,2025-04-09T23:54:45.2Z,1,REGULAR,substitution,out,[],1642275,,,1610612766,8,12,2025-04-09T23:54:55Z,750000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2025-04-09T23:54:45.2Z,1,REGULAR,substitution,in,[],1631301,,,1610612766,8,12,2025-04-09T23:54:55Z,760000,False,,,0,,SUB in: J. Sims,[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M21.00S,2025-04-09T23:55:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.59198423127464,43.872549019607845,1610612766,8,12,2025-04-09T23:55:19Z,770000,False,-31.0,17.0,1,right,MISS J. Nurkić driving Layup,[203994],1610612766.0,CHA,driving,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2025-04-09T23:55:15.2Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,8,12,2025-04-09T23:55:32Z,790000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M13.00S,2025-04-09T23:55:22.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642419,4.02431011826544,4.166666666666666,1610612761,11,12,2025-04-09T23:55:28Z,800000,False,229.0,-15.0,1,left,J. Battle 3PT running (3 PTS) (J. Mogbo 1 AST),"[1642419, 1642367]",1610612761.0,TOR,running,,,Battle,J. Battle,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,,,,,,3.0,J. Mogbo,1642367.0,1.0,,,,,
83,PT04M53.00S,2025-04-09T23:55:41.5Z,1,REGULAR,3pt,Jump Shot,[],1641878,70.77858081471747,20.34313725490196,1610612766,11,12,2025-04-09T23:55:46Z,820000,False,-148.0,222.0,1,right,MISS D. Baugh 26' 3PT,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
84,PT04M51.00S,2025-04-09T23:55:43.5Z,1,REGULAR,rebound,offensive,[],1631301,,,1610612766,11,12,2025-04-09T23:56:07Z,830000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1631301],1610612766.0,CHA,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,,
