actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT11M10.00S,2024-12-20T00:43:41.4Z,1,REGULAR,foul,personal,[],1629661,,,1610612761,3,0,2024-12-20T00:43:49Z,170000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1641711]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Dick,1641711.0
19,PT11M10.00S,2024-12-20T00:43:58.9Z,1,REGULAR,foul,personal,[],1630553,,,1610612761,3,0,2024-12-20T00:44:10Z,190000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1641711]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Dick,1641711.0
21,PT11M10.00S,2024-12-20T00:44:19.5Z,1,REGULAR,foul,offensive,[],1641711,,,1610612761,3,0,2024-12-20T00:46:36Z,210000,False,,,0,,G. Dick off-the-ball offensive FOUL (1 PF),"[1641711, 1630553]",1610612761.0,TOR,off-the-ball,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Johnson,1630553.0
23,PT11M10.00S,2024-12-20T00:44:19.5Z,1,REGULAR,turnover,offensive foul,[],1641711,,,1610612761,3,0,2024-12-20T00:44:19Z,230000,False,,,0,,G. Dick offensive foul TURNOVER (1 TO),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,1204.0,,,,
24,PT10M48.00S,2024-12-20T00:44:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627732,6.258212877792378,46.32352941176471,1610612751,3,0,2024-12-20T00:45:04Z,240000,False,18.0,6.0,1,left,MISS B. Simmons cutting Layup,[1627732],1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.94,Missed,,,,,,,,,,,,,,,
25,PT10M44.00S,2024-12-20T00:45:03.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,0,2024-12-20T00:45:04Z,250000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,24.0,,,,,1.0,0.0,1.0,,,,,
26,PT10M44.00S,2024-12-20T00:45:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,3,2,2024-12-20T00:45:03Z,260000,False,0.0,0.0,1,left,N. Claxton tip Layup (2 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,2.0,,,,,,,,,,,
27,PT10M23.00S,2024-12-20T00:45:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642266,89.70105124835742,57.107843137254896,1610612761,3,2,2024-12-20T00:45:31Z,270000,False,36.0,44.0,1,right,MISS J. Walter turnaround fadeaway Shot - blocked,"[1642266, 1629661]",1610612761.0,TOR,turnaround fadeaway,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,5.68,Missed,Johnson,1629661.0,,,,,,,,,,,,,
28,PT10M23.00S,2024-12-20T00:45:24.5Z,1,REGULAR,block,,[],1629661,,,1610612761,3,2,2024-12-20T00:45:28Z,280000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M19.00S,2024-12-20T00:45:28.5Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,3,2,2024-12-20T00:45:31Z,290000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,27.0,,,,,1.0,1.0,0.0,,,,,
30,PT10M13.00S,2024-12-20T00:45:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,11.383048620236531,47.30392156862745,1610612751,3,4,2024-12-20T00:45:40Z,300000,False,13.0,55.0,1,left,B. Simmons driving finger roll Layup (2 PTS),[1627732],1610612751.0,BKN,driving finger roll,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,5.61,Made,,,,2.0,,,,,,,,,,,
31,PT10M01.00S,2024-12-20T00:45:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630534,95.3515111695138,97.79411764705883,1610612761,3,4,2024-12-20T00:45:51Z,310000,False,239.0,-9.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,,23.92,Missed,,,,,,,,,,,,,,,
32,PT09M57.00S,2024-12-20T00:45:50.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,3,4,2024-12-20T00:45:51Z,320000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,31.0,,,,,2.0,2.0,0.0,,,,,
33,PT09M46.00S,2024-12-20T00:46:00.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,5.863994743758213,3.9215686274509802,1610612751,3,7,2024-12-20T00:46:04Z,330000,False,230.0,3.0,1,left,D. Finney-Smith 3PT  (3 PTS) (C. Johnson 1 AST),"[1627827, 1629661]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,23.04,Made,,,,3.0,C. Johnson,1629661.0,1.0,,,,,,,,
36,PT09M35.00S,2024-12-20T00:46:35.9Z,1,REGULAR,2pt,Jump Shot,[],1642367,93.77463863337714,81.37254901960785,1610612761,5,7,2024-12-20T01:11:36Z,360000,False,157.0,6.0,1,right,J. Mogbo 15' Jump Shot (2 PTS),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Mid-Range,8-16 Right,,,,15.7,Made,,,,2.0,,,,,,,,,,,
37,PT09M09.00S,2024-12-20T00:47:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,8.492115637319317,56.61764705882353,1610612751,5,7,2024-12-20T00:47:07Z,370000,False,-33.0,27.0,1,left,MISS K. Johnson driving Layup - blocked,"[1630553, 1630567]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,4.29,Missed,Barnes,1630567.0,,,,,,,,,,,,,
38,PT09M09.00S,2024-12-20T00:47:01.8Z,1,REGULAR,block,,[],1630567,,,1610612751,5,7,2024-12-20T00:47:04Z,380000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M06.00S,2024-12-20T00:47:04.8Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,5,7,2024-12-20T00:47:07Z,390000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,37.0,,,,,1.0,1.0,0.0,,,,,
40,PT08M56.00S,2024-12-20T00:47:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,80.23981603153744,64.70588235294117,1610612761,5,7,2024-12-20T00:47:22Z,400000,False,74.0,133.0,1,right,MISS S. Barnes 15' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,15.21,Missed,,,,,,,,,,,,,,,
41,PT08M51.00S,2024-12-20T00:47:19.3Z,1,REGULAR,rebound,offensive,[],1641711,,,1610612761,5,7,2024-12-20T00:47:22Z,410000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,40.0,,,,,1.0,0.0,1.0,,,,,
42,PT08M51.00S,2024-12-20T00:47:18.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641711,94.40999984741211,50.0,1610612761,7,7,2024-12-20T00:47:18Z,420000,False,0.0,0.0,1,right,G. Dick tip DUNK (5 PTS),[1641711],1610612761.0,TOR,tip,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,5.0,,,,,,,,,,,
43,PT08M45.00S,2024-12-20T00:47:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.783837056504599,47.05882352941176,1610612751,7,9,2024-12-20T00:47:30Z,430000,False,15.0,11.0,1,left,N. Claxton alley-oop Layup (4 PTS) (B. Simmons 1 AST),"[1629651, 1627732]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1.85,Made,,,,4.0,B. Simmons,1627732.0,1.0,,,,,,,,
45,PT08M34.00S,2024-12-20T00:47:36.5Z,1,REGULAR,3pt,Jump Shot,[],1630567,69.07030223390277,69.85294117647058,1610612761,7,9,2024-12-20T00:47:45Z,450000,False,99.0,238.0,1,right,MISS S. Barnes 25' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,25.81,Missed,,,,,,,,,,,,,,,
46,PT08M31.00S,2024-12-20T00:47:39.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,7,9,2024-12-20T00:47:45Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,45.0,,,,,,,,,,,,
48,PT08M20.00S,2024-12-20T00:48:03.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,33.85348226018397,35.294117647058826,1610612751,7,9,2024-12-20T00:48:07Z,480000,False,74.0,266.0,1,left,MISS C. Johnson 27' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,27.57,Missed,,,,,,,,,,,,,,,
49,PT08M17.00S,2024-12-20T00:48:06.9Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,7,9,2024-12-20T00:48:07Z,490000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Center,,,,,,,,48.0,,,,,2.0,2.0,0.0,,,,,
50,PT08M08.00S,2024-12-20T00:48:15.4Z,1,REGULAR,3pt,Jump Shot,[],1630534,69.33311432325887,26.225490196078432,1610612761,10,9,2024-12-20T00:48:19Z,500000,False,-119.0,236.0,1,right,O. Agbaji 26' 3PT  (3 PTS) (J. Mogbo 2 AST),"[1630534, 1642367]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,26.41,Made,,,,3.0,J. Mogbo,1642367.0,2.0,,,,,,,,
52,PT07M56.00S,2024-12-20T00:48:29.9Z,1,REGULAR,foul,offensive,[],1627732,,,1610612751,10,9,2024-12-20T00:48:37Z,520000,False,,,0,,B. Simmons off-the-ball offensive FOUL (1 PF),"[1627732, 1641711]",1610612751.0,BKN,off-the-ball,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Dick,1641711.0
54,PT07M56.00S,2024-12-20T00:48:29.9Z,1,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,10,9,2024-12-20T00:48:29Z,540000,False,,,0,,B. Simmons offensive foul TURNOVER (1 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,,,,,1204.0,,,,
55,PT07M49.00S,2024-12-20T00:48:54.2Z,1,REGULAR,foul,personal,[],1630553,,,1610612761,10,9,2024-12-20T00:49:07Z,550000,False,,,0,,K. Johnson personal FOUL (2 PF),"[1630553, 1641711]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Dick,1641711.0
57,PT07M42.00S,2024-12-20T00:49:17.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642367,93.38042049934296,49.754901960784316,1610612761,12,9,2024-12-20T00:49:21Z,570000,False,-1.0,10.0,1,right,J. Mogbo alley-oop DUNK (4 PTS) (S. Barnes 1 AST),"[1642367, 1630567]",1610612761.0,TOR,alley-oop,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,4.0,S. Barnes,1630567.0,1.0,,,,,,,,
59,PT07M42.00S,2024-12-20T00:49:21.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,12,9,2024-12-20T00:49:21Z,590000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M42.00S,2024-12-20T00:49:25.0Z,1,REGULAR,substitution,out,[],1630553,,,1610612751,12,9,2024-12-20T00:52:06Z,600000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M42.00S,2024-12-20T00:49:25.0Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,12,9,2024-12-20T00:52:06Z,610000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2024-12-20T00:52:37.7Z,1,REGULAR,3pt,Jump Shot,[],1629661,33.459264126149804,47.05882352941176,1610612751,12,12,2024-12-20T00:52:42Z,620000,False,15.0,262.0,1,left,C. Johnson 26' 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[1629661, 1627827]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,26.24,Made,,,,3.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,
64,PT06M56.00S,2024-12-20T00:53:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,86.67871222076215,49.754901960784316,1610612761,12,12,2024-12-20T00:53:08Z,640000,False,-1.0,73.0,1,right,MISS O. Agbaji 7' driving floating Shot,[1630534],1610612761.0,TOR,driving floating,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,7.27,Missed,,,,,,,,,,,,,,,
65,PT06M54.00S,2024-12-20T00:53:06.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,12,2024-12-20T00:53:08Z,650000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,64.0,,,,,2.0,1.0,1.0,,,,,
66,PT06M40.00S,2024-12-20T00:53:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629661,34.773324572930356,50.98039215686274,1610612751,12,12,2024-12-20T00:53:29Z,660000,False,-5.0,274.0,1,left,MISS C. Johnson 27' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,27.44,Missed,,,,,,,,,,,,,,,
67,PT06M37.00S,2024-12-20T00:53:22.7Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,12,12,2024-12-20T00:53:29Z,670000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,,,,,,66.0,,,,,1.0,1.0,0.0,,,,,
68,PT06M29.00S,2024-12-20T00:53:31.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642266,93.51182654402102,56.372549019607845,1610612761,14,12,2024-12-20T00:54:18Z,680000,False,32.0,8.0,1,right,J. Walter running Layup (2 PTS),[1642266],1610612761.0,TOR,running,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,3.3,Made,,,,2.0,,,,,,,,,,,
69,PT06M13.00S,2024-12-20T00:53:48.9Z,1,REGULAR,violation,kicked ball,[],1630534,,,1610612751,14,12,2024-12-20T00:55:11Z,690000,False,,,0,,O. Agbaji kicked ball VIOLATION,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,200833.0,,,,
70,PT06M13.00S,2024-12-20T00:53:53.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612751,14,12,2024-12-20T00:53:57Z,700000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2024-12-20T00:53:53.8Z,1,REGULAR,substitution,in,[],1642347,,,1610612751,14,12,2024-12-20T00:53:57Z,710000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2024-12-20T00:54:11.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,31.35676741130092,27.941176470588236,1610612751,14,12,2024-12-20T00:54:15Z,720000,False,110.0,242.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,26.62,Missed,,,,,,,,,,,,,,,
73,PT06M03.00S,2024-12-20T00:54:14.8Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,14,12,2024-12-20T00:54:15Z,730000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,72.0,,,,,3.0,1.0,2.0,,,,,
74,PT05M59.00S,2024-12-20T00:54:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1642367,,,1610612751,14,12,2024-12-20T00:54:35Z,740000,False,,,0,,J. Mogbo shooting personal FOUL (1 PF) (Claxton 2 FT),"[1642367, 1629651]",1610612761.0,TOR,shooting,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Claxton,1629651.0
76,PT05M59.00S,2024-12-20T00:54:47.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,14,12,2024-12-20T00:54:47Z,760000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
77,PT05M59.00S,2024-12-20T00:54:47.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,14,12,2024-12-20T00:54:47Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,
78,PT05M59.00S,2024-12-20T00:55:02.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,14,13,2024-12-20T00:55:02Z,780000,False,,,0,,N. Claxton Free Throw 2 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Made,,,,5.0,,,,,,,,,,,
79,PT05M37.00S,2024-12-20T00:55:26.6Z,1,REGULAR,2pt,Jump Shot,[],1642367,77.21747700394218,18.38235294117647,1610612761,14,13,2024-12-20T00:55:33Z,790000,False,-158.0,162.0,1,right,MISS J. Mogbo 22' step back Shot,[1642367],1610612761.0,TOR,step back,,,Mogbo,J. Mogbo,,,,,Mid-Range,16-24 Left Center,,,,22.61,Missed,,,,,,,,,,,,,,,
80,PT05M35.00S,2024-12-20T00:55:28.6Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,14,13,2024-12-20T00:55:33Z,800000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,,79.0,,,,,1.0,1.0,0.0,,,,,
82,PT05M32.00S,2024-12-20T00:55:37.7Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,14,13,2024-12-20T00:56:46Z,820000,False,,,0,,B. Simmons bad pass TURNOVER (2 TO),"[1627732, 1641711]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,2.0,Dick,1641711.0,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2024-12-20T00:55:37.7Z,1,REGULAR,steal,,[],1641711,,,1610612761,14,13,2024-12-20T00:55:40Z,830000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2024-12-20T00:55:41.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,95.0886990801577,54.166666666666664,1610612761,14,13,2024-12-20T00:57:38Z,840000,False,21.0,-6.0,1,right,MISS G. Dick running finger roll Layup - blocked,"[1641711, 1629651]",1610612761.0,TOR,running finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,Claxton,1629651.0,,,,,,,,,,,,,
166,PT05M26.00S,2024-12-20T00:55:41.8Z,1,REGULAR,block,,[],1629651,,,1610612761,14,13,2024-12-20T01:08:10Z,845000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2024-12-20T00:55:43.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,14,13,2024-12-20T00:57:38Z,850000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,84.0,,,,,3.0,3.0,0.0,,,,,
