actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M35.00S,2025-02-13T00:44:51.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.9060446780552,49.26470588235294,1610612739,5,6,2025-02-13T00:44:57Z,190000,False,-4.0,5.0,1,right,J. Allen alley-oop DUNK (2 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,Made,2.0,Restricted Area,0-8 Center,0.61,M. Strus,1629622.0,1.0,,,,,,,,,,,
21,PT10M13.00S,2025-02-13T00:45:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630193,31.09395532194481,67.64705882352942,1610612761,5,6,2025-02-13T00:45:23Z,210000,False,-88.0,240.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.55,,,,,,,,,,,,,,
22,PT10M09.00S,2025-02-13T00:45:16.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,5,6,2025-02-13T00:45:23Z,220000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,21.0,1.0,1.0,0.0,,,,
23,PT10M00.00S,2025-02-13T00:45:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,85.10183968462549,45.588235294117645,1610612739,5,8,2025-02-13T00:45:31Z,230000,False,-22.0,88.0,1,right,D. Mitchell 9' driving floating Jump Shot (3 PTS) (M. Strus 2 AST),"[1628378, 1629622]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,,,,Made,3.0,In The Paint (Non-RA),8-16 Center,9.02,M. Strus,1629622.0,2.0,,,,,,,,,,,
25,PT09M50.00S,2025-02-13T00:45:38.9Z,1,REGULAR,turnover,traveling,[],1629628,,,1610612761,5,8,2025-02-13T00:45:45Z,250000,False,,,0,,R. Barrett traveling TURNOVER (1 TO),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,1628171.0,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,,,,,,
26,PT09M37.00S,2025-02-13T00:46:05.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,73.14388961892247,84.80392156862744,1610612739,5,11,2025-02-13T00:46:10Z,260000,False,174.0,200.0,1,right,M. Strus 26' 3PT  (6 PTS) (D. Garland 1 AST),"[1629622, 1629636]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,6.0,Above the Break 3,24+ Right Center,26.5,D. Garland,1629636.0,1.0,,,,,,,,,,,
28,PT09M11.00S,2025-02-13T00:46:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,11.383048620236531,61.274509803921575,1610612761,7,11,2025-02-13T00:48:56Z,280000,False,-56.0,55.0,1,left,R. Barrett 7' floating Jump Shot (5 PTS) (J. Mogbo 1 AST),"[1629628, 1642367]",1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,,,,Made,5.0,In The Paint (Non-RA),0-8 Center,7.84,J. Mogbo,1642367.0,1.0,,,,,,,,,,,
30,PT08M58.00S,2025-02-13T00:46:44.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.5735873850197,59.31372549019608,1610612739,7,11,2025-02-13T00:46:50Z,300000,False,47.0,262.0,1,right,MISS D. Garland 26' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,Missed,,Above the Break 3,24+ Center,26.58,,,,,,,,,,,,,,
31,PT08M56.00S,2025-02-13T00:46:47.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,7,11,2025-02-13T00:46:47Z,310000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,30.0,1.0,0.0,1.0,,,,
32,PT08M53.00S,2025-02-13T00:46:49.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,75.3777923784494,86.27450980392157,1610612739,7,14,2025-02-13T00:46:55Z,320000,False,181.0,179.0,1,right,M. Strus 25' 3PT  (9 PTS) (J. Allen 1 AST),"[1629622, 1628386]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,9.0,Above the Break 3,24+ Right Center,25.48,J. Allen,1628386.0,1.0,,,,,,,,,,,
34,PT08M36.00S,2025-02-13T00:47:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,5.995400788436268,56.127450980392155,1610612761,7,14,2025-02-13T00:47:12Z,340000,False,-31.0,4.0,1,left,MISS G. Dick cutting finger roll Layup - blocked,"[1641711, 1630596]",1610612761.0,TOR,cutting finger roll,,,Dick,G. Dick,,,,,,,,Missed,,Restricted Area,0-8 Center,3.08,,,,,,,,,,,Mobley,1630596.0,,
35,PT08M36.00S,2025-02-13T00:47:07.3Z,1,REGULAR,block,,[],1630596,,,1610612761,7,14,2025-02-13T00:47:10Z,350000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
36,PT08M33.00S,2025-02-13T00:47:10.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,14,2025-02-13T00:47:12Z,360000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,34.0,1.0,1.0,0.0,,,,
37,PT08M30.00S,2025-02-13T00:47:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,73.01248357424441,16.42156862745098,1610612739,7,14,2025-02-13T00:47:21Z,370000,False,-168.0,201.0,1,right,MISS M. Strus 26' running 3PT,[1629622],1610612739.0,CLE,running,,,Strus,M. Strus,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.21,,,,,,,,,,,,,,
38,PT08M26.00S,2025-02-13T00:47:16.9Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612739,7,14,2025-02-13T00:47:16Z,380000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,37.0,1.0,0.0,1.0,,,,
39,PT08M22.00S,2025-02-13T00:47:21.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,95.74572930354796,2.941176470588235,1610612739,7,14,2025-02-13T00:47:27Z,390000,False,-235.0,-13.0,1,right,MISS M. Strus 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Missed,,Left Corner 3,24+ Left,23.56,,,,,,,,,,,,,,
40,PT08M18.00S,2025-02-13T00:47:25.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,7,14,2025-02-13T00:47:27Z,400000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,39.0,1.0,1.0,0.0,,,,
41,PT08M00.00S,2025-02-13T00:47:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,8.492115637319317,59.31372549019608,1610612761,9,14,2025-02-13T00:47:50Z,410000,False,-47.0,27.0,1,left,S. Barnes fadeaway bank Jump Shot (2 PTS) (R. Barrett 2 AST),"[1630567, 1629628]",1610612761.0,TOR,fadeaway bank,,,Barnes,S. Barnes,,,,,,,,Made,2.0,In The Paint (Non-RA),0-8 Center,5.4,R. Barrett,1629628.0,2.0,,,,,,,,,,,
43,PT07M47.00S,2025-02-13T00:47:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.49342969776609,43.872549019607845,1610612739,9,14,2025-02-13T00:48:01Z,430000,False,-31.0,253.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,,,,Missed,,Above the Break 3,24+ Center,25.49,,,,,,,,,,,,,,
44,PT07M44.00S,2025-02-13T00:47:58.9Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,9,14,2025-02-13T00:48:01Z,440000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,43.0,1.0,1.0,0.0,,,,
45,PT07M37.00S,2025-02-13T00:48:05.7Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612761,9,14,2025-02-13T00:48:10Z,450000,False,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 1629636]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,Garland,1629636.0,,,,,,,,
46,PT07M37.00S,2025-02-13T00:48:05.7Z,1,REGULAR,steal,,[],1629636,,,1610612739,9,14,2025-02-13T00:56:25Z,460000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
47,PT07M30.00S,2025-02-13T00:48:13.7Z,1,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612739,9,14,2025-02-13T00:48:25Z,470000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630193, 1628378]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,1830.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,Mitchell,1628378.0
49,PT07M30.00S,2025-02-13T00:48:45.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628378,,,1610612739,9,15,2025-02-13T00:48:45Z,490000,False,,,0,,D. Mitchell Free Throw 1 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
50,PT07M30.00S,2025-02-13T00:48:46.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612739,9,15,2025-02-13T00:48:56Z,500000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2025-02-13T00:48:46.4Z,1,REGULAR,substitution,in,[],1630534,,,1610612739,9,15,2025-02-13T00:48:56Z,510000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M30.00S,2025-02-13T00:49:08.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628378,,,1610612739,9,16,2025-02-13T00:49:08Z,520000,False,,,0,,D. Mitchell Free Throw 2 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2025-02-13T00:49:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,26.62614980289093,20.833333333333336,1610612761,9,16,2025-02-13T00:49:37Z,530000,False,146.0,198.0,1,left,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,Above the Break 3,24+ Right Center,24.57,,,,,,,,,,,,,,
54,PT07M10.00S,2025-02-13T00:49:32.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,9,16,2025-02-13T00:49:37Z,540000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,53.0,2.0,2.0,0.0,,,,
55,PT06M58.00S,2025-02-13T00:49:44.1Z,1,REGULAR,3pt,Jump Shot,[],1629622,93.77463863337714,97.05882352941177,1610612739,9,19,2025-02-13T00:49:49Z,550000,False,235.0,6.0,1,right,M. Strus 3PT  (12 PTS) (D. Mitchell 1 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,12.0,Right Corner 3,24+ Right,23.54,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
57,PT06M57.00S,2025-02-13T00:49:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,9,19,2025-02-13T00:49:52Z,570000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2025-02-13T00:51:42.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612761,9,19,2025-02-13T00:52:39Z,580000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2025-02-13T00:51:42.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612761,9,19,2025-02-13T00:52:39Z,590000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2025-02-13T00:51:42.6Z,1,REGULAR,substitution,in,[],1630241,,,1610612761,9,19,2025-02-13T00:52:39Z,600000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2025-02-13T00:51:42.6Z,1,REGULAR,substitution,in,[],1629631,,,1610612761,9,19,2025-02-13T00:52:39Z,610000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M39.00S,2025-02-13T00:53:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630534,21.632720105124836,11.76470588235294,1610612761,9,19,2025-02-13T00:53:12Z,620000,False,191.0,151.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,Above the Break 3,24+ Right Center,24.35,,,,,,,,,,,,,,
63,PT06M36.00S,2025-02-13T00:53:10.4Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,9,19,2025-02-13T00:53:12Z,630000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,62.0,1.0,1.0,0.0,,,,
64,PT06M22.00S,2025-02-13T00:53:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630241,73.14388961892247,14.950980392156863,1610612739,9,19,2025-02-13T00:53:31Z,640000,False,-175.0,200.0,1,right,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.58,,,,,,,,,,,,,,
65,PT06M21.00S,2025-02-13T00:53:25.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,9,19,2025-02-13T00:53:31Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,64.0,,,,,,,
67,PT06M19.00S,2025-02-13T00:53:45.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,93.11760840998686,95.58823529411765,1610612739,9,19,2025-02-13T00:53:51Z,670000,False,228.0,12.0,1,right,MISS M. Strus 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Missed,,Right Corner 3,24+ Right,22.82,,,,,,,,,,,,,,
68,PT06M16.00S,2025-02-13T00:53:48.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,9,19,2025-02-13T00:53:51Z,680000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,67.0,1.0,1.0,0.0,,,,
69,PT06M12.00S,2025-02-13T00:53:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,5.863994743758213,51.9607843137255,1610612761,9,19,2025-02-13T00:54:04Z,690000,False,-10.0,3.0,1,left,MISS O. Agbaji running finger roll Layup - blocked,"[1630534, 1628386]",1610612761.0,TOR,running finger roll,,,Agbaji,O. Agbaji,,,,,,,,Missed,,Restricted Area,0-8 Center,1.01,,,,,,,,,,,Allen,1628386.0,,
70,PT06M12.00S,2025-02-13T00:53:52.9Z,1,REGULAR,block,,[],1628386,,,1610612761,9,19,2025-02-13T00:53:55Z,700000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
71,PT06M10.00S,2025-02-13T00:53:54.9Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,9,19,2025-02-13T00:57:24Z,710000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,69.0,1.0,1.0,0.0,,,,
72,PT06M02.00S,2025-02-13T00:54:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,70.90998685939553,76.47058823529412,1610612739,9,22,2025-02-13T00:54:07Z,720000,False,132.0,221.0,1,right,S. Merrill 25' 3PT  (3 PTS) (D. Garland 2 AST),"[1630241, 1629636]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,Made,3.0,Above the Break 3,24+ Right Center,25.75,D. Garland,1629636.0,2.0,,,,,,,,,,,
74,PT05M47.00S,2025-02-13T00:54:19.6Z,1,REGULAR,foul,personal,[],1629636,,,1610612761,9,22,2025-02-13T00:54:27Z,740000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1630193]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,1830.0,1.0,0.0,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,Quickley,1630193.0
76,PT05M47.00S,2025-02-13T00:54:25.6Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,9,22,2025-02-13T00:54:29Z,760000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2025-02-13T00:54:25.6Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,9,22,2025-02-13T00:54:29Z,770000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2025-02-13T00:54:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,8.754927726675426,62.99019607843137,1610612761,9,22,2025-02-13T00:59:16Z,780000,False,-65.0,30.0,1,left,MISS S. Barnes 7' fadeaway bank Shot,[1630567],1610612761.0,TOR,fadeaway bank,,,Barnes,S. Barnes,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,7.15,,,,,,,,,,,,,,
79,PT05M34.00S,2025-02-13T00:54:57.8Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,9,22,2025-02-13T00:55:01Z,790000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,78.0,2.0,2.0,0.0,,,,
80,PT05M29.00S,2025-02-13T00:55:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,94.03745072273325,50.0,1610612739,9,24,2025-02-13T00:55:07Z,800000,False,0.0,4.0,1,right,D. Garland running Layup (2 PTS),[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,,Made,2.0,Restricted Area,0-8 Center,0.35,,,,,,,,,,,,,,
81,PT05M13.00S,2025-02-13T00:55:18.3Z,1,REGULAR,3pt,Jump Shot,[],1630567,32.14520367936925,49.50980392156863,1610612761,9,24,2025-02-13T00:55:23Z,810000,False,2.0,250.0,1,left,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,Above the Break 3,24+ Center,24.97,,,,,,,,,,,,,,
82,PT05M09.00S,2025-02-13T00:55:22.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,9,24,2025-02-13T00:55:23Z,820000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,81.0,2.0,1.0,1.0,,,,
83,PT04M57.00S,2025-02-13T00:55:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630241,94.56307490144546,2.450980392156863,1610612739,9,27,2025-02-13T00:55:38Z,830000,False,-238.0,-1.0,1,right,S. Merrill 3PT  (6 PTS) (D. Garland 3 AST),"[1630241, 1629636]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,Made,6.0,Left Corner 3,24+ Left,23.77,D. Garland,1629636.0,3.0,,,,,,,,,,,
85,PT04M45.00S,2025-02-13T00:55:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,5.995400788436268,50.98039215686274,1610612761,11,27,2025-02-13T00:55:51Z,850000,False,-5.0,4.0,1,left,O. Agbaji cutting Layup (2 PTS) (J. Mogbo 2 AST),"[1630534, 1642367]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,,,,Made,2.0,Restricted Area,0-8 Center,0.63,J. Mogbo,1642367.0,2.0,,,,,,,,,,,
87,PT04M36.00S,2025-02-13T00:55:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.9060446780552,48.03921568627451,1610612739,11,29,2025-02-13T00:56:01Z,870000,False,-10.0,5.0,1,right,D. Garland driving finger roll Layup (4 PTS) (J. Allen 2 AST),"[1629636, 1628386]",1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,Made,4.0,Restricted Area,0-8 Center,1.09,J. Allen,1628386.0,2.0,,,,,,,,,,,
