actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
361,PT09M36.00S,2022-03-04T02:07:32.1Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,57,49,2022-03-04T02:07:39Z,3540000,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,360.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
362,PT09M28.00S,2022-03-04T02:07:40.3Z,3,REGULAR,turnover,bad pass,[],1630533,,,1610612763,57,49,2022-03-04T02:07:45Z,3550000,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 1629057]",1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,
363,PT09M28.00S,2022-03-04T02:07:40.3Z,3,REGULAR,steal,,[],1629057,,,1610612738,57,49,2022-03-04T02:07:41Z,3560000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
364,PT09M13.00S,2022-03-04T02:07:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,92.85479632063075,50.98039215686274,1610612738,59,49,2022-03-04T02:08:00Z,3570000,5.0,15.0,1,right,G. Williams cutting finger roll Layup (11 PTS) (A. Horford 1 AST),"[1629684, 201143]",1610612738.0,BOS,cutting finger roll,,,,,,1.55,Made,Williams,G. Williams,,,,,11.0,A. Horford,201143.0,1.0,,,,,,,,,,,
366,PT09M00.00S,2022-03-04T02:08:07.4Z,3,REGULAR,3pt,Jump Shot,[],1630533,20.05584756898817,91.42156862745098,1610612763,59,49,2022-03-04T02:08:12Z,3590000,-207.0,136.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,,,,24.78,Missed,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
367,PT08M57.00S,2022-03-04T02:08:10.1Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,59,49,2022-03-04T02:08:10Z,3600000,,,0,,S. Adams REBOUND (Off:6 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,366.0,7.0,1.0,6.0,,,,,,,,,,,,,,,
368,PT08M56.00S,2022-03-04T02:08:11.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628991,6.915243101182654,71.56862745098039,1610612763,59,51,2022-03-04T02:08:48Z,3610000,-108.0,13.0,1,left,J. Jackson Jr. 10' bank Jump Shot (13 PTS) (S. Adams 3 AST),"[1628991, 203500]",1610612763.0,MEM,bank,,,,,,10.85,Made,Jackson Jr.,J. Jackson Jr.,,,,,13.0,S. Adams,203500.0,3.0,,,,,,,,,,,
370,PT08M39.00S,2022-03-04T02:08:31.3Z,3,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612738,59,51,2022-03-04T02:08:38Z,3630000,,,0,,D. Bane shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630217, 1628369]",1610612763.0,MEM,shooting,,,,,,,,Bane,D. Bane,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,,,
372,PT08M39.00S,2022-03-04T02:08:59.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,60,51,2022-03-04T02:08:59Z,3650000,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,11.0,,,,,,,,,,,,,,
373,PT08M39.00S,2022-03-04T02:09:16.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,61,51,2022-03-04T02:09:16Z,3660000,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,,,,,Made,Tatum,J. Tatum,,,,,12.0,,,,,,,,,,,,,,
374,PT08M27.00S,2022-03-04T02:09:31.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.514454664914586,57.35294117647059,1610612763,61,53,2022-03-04T02:09:37Z,3670000,-37.0,56.0,1,left,J. Jackson Jr. 6' turnaround Hook (15 PTS) (J. Morant 6 AST),"[1628991, 1629630]",1610612763.0,MEM,turnaround,,,,,,6.68,Made,Jackson Jr.,J. Jackson Jr.,,,,,15.0,J. Morant,1629630.0,6.0,,,,,,,,,,,
376,PT08M10.00S,2022-03-04T02:09:47.7Z,3,REGULAR,2pt,Jump Shot,[],203935,77.61169513797634,50.73529411764706,1610612738,63,53,2022-03-04T02:09:52Z,3690000,4.0,158.0,1,right,M. Smart 15' turnaround fadeaway Jump Shot (15 PTS),[203935],1610612738.0,BOS,turnaround fadeaway,,,,,,15.8,Made,Smart,M. Smart,,,,,15.0,,,,,,,,,,,,,,
377,PT07M57.00S,2022-03-04T02:10:01.0Z,3,REGULAR,3pt,Jump Shot,[],1629630,29.911300919842315,70.83333333333334,1610612763,63,53,2022-03-04T02:10:08Z,3700000,-104.0,229.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,,,,25.13,Missed,Morant,J. Morant,,,,,,,,,,,,,,,,,,,
378,PT07M54.00S,2022-03-04T02:10:04.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,53,2022-03-04T02:10:08Z,3710000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,377.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
379,PT07M47.00S,2022-03-04T02:10:11.6Z,3,REGULAR,3pt,Jump Shot,[],203935,68.9388961892247,76.47058823529412,1610612738,63,53,2022-03-04T02:10:18Z,3720000,132.0,239.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,,,,27.37,Missed,Smart,M. Smart,,,,,,,,,,,,,,,,,,,
380,PT07M45.00S,2022-03-04T02:10:13.6Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,63,53,2022-03-04T02:10:18Z,3730000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,379.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
381,PT07M40.00S,2022-03-04T02:10:18.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,30.436925098554536,67.8921568627451,1610612763,63,53,2022-03-04T02:12:13Z,3740000,-89.0,234.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,25.02,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
382,PT07M37.00S,2022-03-04T02:10:21.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,63,53,2022-03-04T02:10:24Z,3750000,,,0,,A. Horford REBOUND (Off:3 Def:6),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,381.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
383,PT07M24.00S,2022-03-04T02:10:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,47.30392156862745,1610612738,65,53,2022-03-04T02:10:38Z,3760000,-13.0,18.0,1,right,J. Tatum driving finger roll Layup (14 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,,,,2.28,Made,Tatum,J. Tatum,,,,,14.0,M. Smart,203935.0,6.0,,,,,,,,,,,
385,PT07M11.00S,2022-03-04T02:10:53.9Z,3,REGULAR,turnover,bad pass,[],203500,,,1610612763,65,53,2022-03-04T02:11:15Z,3780000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1629057]",1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,
386,PT07M11.00S,2022-03-04T02:10:53.9Z,3,REGULAR,steal,,[],1629057,,,1610612738,65,53,2022-03-04T02:11:02Z,3790000,,,0,,R. Williams III STEAL (3 STL),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
387,PT07M09.00S,2022-03-04T02:11:02.9Z,3,REGULAR,foul,personal,[],1628991,,,1610612738,65,53,2022-03-04T02:13:19Z,3800000,,,0,,J. Jackson Jr. loose ball personal FOUL (3 PF),"[1628991, 1629057]",1610612763.0,MEM,loose ball,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,2003.0,3.0,0.0,Williams III,1629057.0,,,,,,
399,PT07M09.00S,2022-03-04T02:11:21.7Z,3,REGULAR,substitution,out,[],1630533,,,1610612738,65,53,2022-03-04T02:13:34Z,3815000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,
400,PT07M09.00S,2022-03-04T02:11:21.7Z,3,REGULAR,substitution,in,[],1629001,,,1610612738,65,53,2022-03-04T02:13:34Z,3817500,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
389,PT06M46.00S,2022-03-04T02:11:40.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,91.93495400788436,48.529411764705884,1610612738,67,53,2022-03-04T02:11:44Z,3820000,-7.0,23.0,1,right,R. Williams III alley-oop DUNK (8 PTS) (A. Horford 2 AST),"[1629057, 201143]",1610612738.0,BOS,alley-oop,,,,,,2.44,Made,Williams III,R. Williams III,,,,,8.0,A. Horford,201143.0,2.0,,,,,,,,,,,
391,PT06M28.00S,2022-03-04T02:11:57.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,7.966491458607096,46.81372549019608,1610612763,67,55,2022-03-04T02:12:02Z,3840000,16.0,22.0,1,left,S. Adams driving Layup (4 PTS),[203500],1610612763.0,MEM,driving,,,,,,2.75,Made,Adams,S. Adams,,,,,4.0,,,,,,,,,,,,,,
392,PT06M10.00S,2022-03-04T02:12:16.1Z,3,REGULAR,3pt,Jump Shot,[],201143,81.553876478318,3.9215686274509802,1610612738,70,55,2022-03-04T02:12:22Z,3850000,-230.0,121.0,1,right,A. Horford 26' 3PT  (13 PTS) (M. Smart 7 AST),"[201143, 203935]",1610612738.0,BOS,,,,,,,26.02,Made,Horford,A. Horford,,,,,13.0,M. Smart,203935.0,7.0,,,,,,,,,,,
394,PT05M47.00S,2022-03-04T02:12:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,12.434296977660972,40.68627450980392,1610612763,70,55,2022-03-04T02:12:45Z,3870000,47.0,64.0,1,left,MISS S. Adams 7' Layup,[203500],1610612763.0,MEM,,,,,,,7.95,Missed,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
395,PT05M43.00S,2022-03-04T02:12:43.2Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612763,70,55,2022-03-04T02:12:45Z,3880000,,,0,,D. Melton REBOUND (Off:1 Def:5),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,394.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
396,PT05M41.00S,2022-03-04T02:12:44.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,28.465834428383708,25.49019607843137,1610612763,70,58,2022-03-04T02:12:56Z,3890000,123.0,215.0,1,left,D. Bane 24' 3PT  (5 PTS) (D. Melton 1 AST),"[1630217, 1629001]",1610612763.0,MEM,,,,,,,24.75,Made,Bane,D. Bane,,,,,5.0,D. Melton,1629001.0,1.0,,,,,,,,,,,
397,PT05M11.00S,2022-03-04T02:13:17.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.59198423127464,50.98039215686274,1610612738,72,58,2022-03-04T02:19:30Z,3900000,5.0,17.0,1,right,R. Williams III alley-oop DUNK (10 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,,,,1.78,Made,Williams III,R. Williams III,,,,,10.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
401,PT04M48.00S,2022-03-04T02:13:38.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,31.488173455978973,68.62745098039215,1610612763,72,58,2022-03-04T02:15:43Z,3920000,-93.0,243.0,1,left,MISS D. Bane 26' step back 3PT,[1630217],1610612763.0,MEM,step back,,,,,,26.07,Missed,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
402,PT04M44.00S,2022-03-04T02:13:42.8Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,72,58,2022-03-04T02:13:43Z,3930000,,,0,,S. Adams REBOUND (Off:7 Def:1),[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,401.0,8.0,1.0,7.0,,,,,,,,,,,,,,,
403,PT04M38.00S,2022-03-04T02:13:48.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,12.302890932982917,42.40196078431372,1610612763,72,58,2022-03-04T02:13:54Z,3940000,38.0,63.0,1,left,MISS J. Jackson Jr. 7' driving Layup - blocked,"[1628991, 1629057]",1610612763.0,MEM,driving,,,,,,7.37,Missed,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,Williams III,1629057.0,,,,
404,PT04M38.00S,2022-03-04T02:13:48.7Z,3,REGULAR,block,,[],1629057,,,1610612763,72,58,2022-03-04T02:13:51Z,3950000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
405,PT04M35.00S,2022-03-04T02:13:51.7Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,72,58,2022-03-04T02:13:54Z,3960000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,403.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
406,PT04M34.00S,2022-03-04T02:13:52.9Z,3,REGULAR,2pt,Layup,['2ndchance'],203500,10.85742444152431,74.26470588235294,1610612763,72,58,2022-03-04T02:15:29Z,3970000,-121.0,50.0,1,left,MISS S. Adams 13' Layup - blocked,"[203500, 201143]",1610612763.0,MEM,,,,,,,13.1,Missed,Adams,S. Adams,,,,,,,,,,,,,,Horford,201143.0,,,,
407,PT04M34.00S,2022-03-04T02:13:52.9Z,3,REGULAR,block,,[],201143,,,1610612763,72,58,2022-03-04T02:13:58Z,3980000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
408,PT04M29.00S,2022-03-04T02:13:57.9Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612763,72,58,2022-03-04T02:14:05Z,3990000,,,0,,D. Melton REBOUND (Off:2 Def:5),[1629001],1610612763.0,MEM,,,,,,,,,Melton,D. Melton,406.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
409,PT04M29.00S,2022-03-04T02:14:01.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,7.5722733245729295,55.88235294117647,1610612763,72,58,2022-03-04T02:14:15Z,4000000,-29.0,19.0,1,left,MISS D. Melton Layup,[1629001],1610612763.0,MEM,,,,,,,3.48,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
410,PT04M29.00S,2022-03-04T02:14:01.2Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,72,58,2022-03-04T02:16:24Z,4010000,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:4),[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,409.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
411,PT04M29.00S,2022-03-04T02:14:10.3Z,3,REGULAR,foul,personal,[],1629057,,,1610612763,72,58,2022-03-04T02:14:21Z,4020000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 1628991]",1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,2003.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,
413,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612763,72,58,2022-03-04T02:14:29Z,4040000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
414,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,out,[],1629057,,,1610612763,72,58,2022-03-04T02:14:29Z,4050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,
415,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,72,58,2022-03-04T02:14:29Z,4060000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,
416,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,72,58,2022-03-04T02:14:29Z,4070000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,
417,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,in,[],1628401,,,1610612763,72,58,2022-03-04T02:14:29Z,4080000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
418,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,in,[],1628464,,,1610612763,72,58,2022-03-04T02:14:29Z,4090000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,
419,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,72,58,2022-03-04T02:14:29Z,4100000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,
420,PT04M29.00S,2022-03-04T02:14:18.9Z,3,REGULAR,substitution,in,[],203937,,,1610612763,72,58,2022-03-04T02:14:29Z,4110000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
421,PT04M19.00S,2022-03-04T02:14:37.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,33.327858081471746,42.40196078431372,1610612763,72,61,2022-03-04T02:15:42Z,4120000,38.0,261.0,1,left,J. Morant 26' 3PT  (13 PTS) (S. Adams 4 AST),"[1629630, 203500]",1610612763.0,MEM,,,,,,,26.36,Made,Morant,J. Morant,,,,,13.0,S. Adams,203500.0,4.0,,,,,,,,,,,
423,PT04M00.00S,2022-03-04T02:14:57.3Z,3,REGULAR,2pt,Jump Shot,[],1628401,89.04402102496715,75.24509803921569,1610612738,74,61,2022-03-04T02:16:46Z,4140000,126.0,50.0,1,right,D. White 13' driving floating bank Jump Shot (6 PTS),[1628401],1610612738.0,BOS,driving floating bank,,,,,,13.59,Made,White,D. White,,,,,6.0,,,,,,,,,,,,,,
424,PT04M00.00S,2022-03-04T02:15:02.5Z,3,REGULAR,foul,personal,['1freethrow'],203500,,,1610612738,74,61,2022-03-04T02:15:08Z,4150000,,,0,,S. Adams shooting personal FOUL (1 PF) (White 1 FT),"[203500, 1628401]",1610612763.0,MEM,shooting,,,,,,,,Adams,S. Adams,,,,,,,,,1628172.0,1.0,1.0,White,1628401.0,,,,,,
426,PT04M00.00S,2022-03-04T02:15:35.3Z,3,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,74,61,2022-03-04T02:15:35Z,4170000,,,0,,MISS D. White Free Throw 1 of 1,[1628401],1610612738.0,BOS,,,,,,,,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
427,PT03M59.00S,2022-03-04T02:15:36.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,74,61,2022-03-04T02:15:36Z,4180000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,426.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
429,PT03M41.00S,2022-03-04T02:15:56.7Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612763,74,61,2022-03-04T02:16:04Z,4200000,,,0,,M. Smart shooting personal FOUL (2 PF) (Morant 2 FT),"[203935, 1629630]",1610612738.0,BOS,shooting,,,,,,,,Smart,M. Smart,,,,,,,,,101283.0,2.0,0.0,Morant,1629630.0,,,,,,
431,PT03M41.00S,2022-03-04T02:16:27.0Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,74,62,2022-03-04T02:16:27Z,4220000,,,0,,J. Morant Free Throw 1 of 2 (14 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,14.0,,,,,,,,,,,,,,
432,PT03M41.00S,2022-03-04T02:16:28.2Z,3,REGULAR,substitution,out,[],203500,,,1610612763,74,62,2022-03-04T02:16:31Z,4230000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,
433,PT03M41.00S,2022-03-04T02:16:28.2Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,74,62,2022-03-04T02:16:31Z,4240000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,
434,PT03M41.00S,2022-03-04T02:16:46.1Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,74,63,2022-03-04T02:16:46Z,4250000,,,0,,J. Morant Free Throw 2 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,Morant,J. Morant,,,,,15.0,,,,,,,,,,,,,,
435,PT03M30.00S,2022-03-04T02:17:01.7Z,3,REGULAR,turnover,bad pass,[],1628464,,,1610612738,74,63,2022-03-04T02:17:05Z,4260000,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 203937]",1610612738.0,BOS,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,1.0,Anderson,203937.0,
436,PT03M30.00S,2022-03-04T02:17:01.7Z,3,REGULAR,steal,,[],203937,,,1610612763,74,63,2022-03-04T02:17:03Z,4270000,,,0,,K. Anderson STEAL (4 STL),[203937],1610612763.0,MEM,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
437,PT03M27.00S,2022-03-04T02:17:06.8Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,74,63,2022-03-04T02:21:36Z,4280000,,,0,,J. Morant lost ball out-of-bounds TURNOVER (2 TO),[1629630],1610612763.0,MEM,lost ball,,,,,,,,Morant,J. Morant,,,,,,,,,2003.0,,,,,,,2.0,,,
438,PT03M14.00S,2022-03-04T02:17:27.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628401,78.79434954007884,63.48039215686274,1610612738,74,63,2022-03-04T02:22:41Z,4290000,67.0,147.0,1,right,MISS D. White 16' floating Shot,[1628401],1610612738.0,BOS,floating,,,,,,16.15,Missed,White,D. White,,,,,,,,,,,,,,,,,,,
439,PT03M11.00S,2022-03-04T02:17:30.0Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,74,63,2022-03-04T02:17:29Z,4300000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,,,,,,Theis,D. Theis,438.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
440,PT03M05.00S,2022-03-04T02:17:37.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628464,91.93495400788436,52.69607843137255,1610612738,76,63,2022-03-04T02:19:52Z,4310000,13.0,23.0,1,right,D. Theis alley-oop Layup (4 PTS) (M. Smart 8 AST),"[1628464, 203935]",1610612738.0,BOS,alley-oop,,,,,,2.69,Made,Theis,D. Theis,,,,,4.0,M. Smart,203935.0,8.0,,,,,,,,,,,
442,PT03M05.00S,2022-03-04T02:17:40.2Z,3,REGULAR,foul,personal,['1freethrow'],203937,,,1610612738,76,63,2022-03-04T02:18:01Z,4330000,,,0,,K. Anderson shooting personal FOUL (2 PF) (Theis 1 FT),"[203937, 1628464]",1610612763.0,MEM,shooting,,,,,,,,Anderson,K. Anderson,,,,,,,,,101283.0,2.0,0.0,Theis,1628464.0,,,,,,
444,PT03M05.00S,2022-03-04T02:18:11.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628464,,,1610612738,77,63,2022-03-04T02:18:11Z,4350000,,,0,,D. Theis Free Throw 1 of 1 (5 PTS),[1628464],1610612738.0,BOS,,,,,,,,Made,Theis,D. Theis,,,,,5.0,,,,,,,,,,,,,,
445,PT02M46.00S,2022-03-04T02:18:32.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.828515111695138,43.38235294117647,1610612763,77,63,2022-03-04T02:18:38Z,4360000,33.0,68.0,1,left,MISS K. Anderson 7' turnaround Hook,[203937],1610612763.0,MEM,turnaround,,,,,,7.57,Missed,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,
446,PT02M44.00S,2022-03-04T02:18:34.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,77,63,2022-03-04T02:18:38Z,4370000,,,0,,A. Horford REBOUND (Off:3 Def:7),[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,445.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
447,PT02M36.00S,2022-03-04T02:18:42.4Z,3,REGULAR,3pt,Jump Shot,[],201143,65.91655716162943,36.27450980392157,1610612738,77,63,2022-03-04T02:18:49Z,4380000,-69.0,268.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,,,,27.65,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
448,PT02M35.00S,2022-03-04T02:18:43.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,77,63,2022-03-04T02:18:49Z,4390000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,
449,PT02M35.00S,2022-03-04T02:18:51.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,77,63,2022-03-04T02:18:51Z,4400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M35.00S,2022-03-04T02:18:58.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,77,63,2022-03-04T02:18:58Z,4410000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M35.00S,2022-03-04T02:21:40.7Z,3,REGULAR,substitution,out,[],201143,,,1610612763,77,63,2022-03-04T02:22:01Z,4420000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
