actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
78,PT06M07.00S,2021-10-22T23:54:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,5.863994743758213,46.32352941176471,1610612761,12,10,2021-10-22T23:54:47Z,780000,18.0,3.0,1,left,S. Barnes tip DUNK (5 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,1.86,Made,,,,,,,,5.0,,,,,,,,
79,PT05M56.00S,2021-10-22T23:54:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.28449408672799,35.049019607843135,1610612738,14,10,2021-10-22T23:54:54Z,790000,-75.0,76.0,1,right,J. Tatum 10' turnaround fadeaway Jump Shot (10 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,10.69,Made,,,,,,,,10.0,,,,,,,,
80,PT05M47.00S,2021-10-22T23:54:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630173,31.750985545335087,71.32352941176471,1610612761,14,10,2021-10-22T23:55:02Z,800000,-107.0,246.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,
81,PT05M43.00S,2021-10-22T23:54:58.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,14,10,2021-10-22T23:55:02Z,810000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT05M32.00S,2021-10-22T23:55:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,82.86793692509855,53.92156862745098,1610612738,14,10,2021-10-22T23:55:15Z,820000,20.0,109.0,1,right,MISS M. Smart 11' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,,,,11.03,Missed,,,,,,,,,,,,,,,,
83,PT05M29.00S,2021-10-22T23:55:12.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,14,10,2021-10-22T23:55:15Z,830000,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,82.0,5.0,3.0,2.0,,,,,,,,,,,,
84,PT05M13.00S,2021-10-22T23:55:31.7Z,1,REGULAR,foul,personal,[],1628369,,,1610612761,14,10,2021-10-22T23:55:57Z,840000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,VanVleet,1627832.0,
86,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,14,10,2021-10-22T23:55:47Z,860000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,out,[],203935,,,1610612761,14,10,2021-10-22T23:55:47Z,870000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,14,10,2021-10-22T23:55:47Z,880000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,in,[],1629641,,,1610612761,14,10,2021-10-22T23:55:47Z,890000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,in,[],203471,,,1610612761,14,10,2021-10-22T23:55:47Z,900000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2021-10-22T23:55:37.6Z,1,REGULAR,substitution,in,[],203920,,,1610612761,14,10,2021-10-22T23:55:47Z,910000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M00.00S,2021-10-22T23:56:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,28.728646517739815,21.323529411764707,1610612761,14,10,2021-10-22T23:56:20Z,920000,143.0,218.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,,
93,PT04M54.00S,2021-10-22T23:56:15.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,14,10,2021-10-22T23:56:24Z,930000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,
94,PT04M43.00S,2021-10-22T23:56:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.65637319316689,36.76470588235294,1610612738,14,10,2021-10-22T23:59:41Z,940000,-66.0,101.0,1,right,MISS J. Tatum 12' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,12.08,Missed,,,,,,,,,,,,,,,,
95,PT04M38.00S,2021-10-22T23:56:30.2Z,1,REGULAR,rebound,offensive,[],1626196,,,1610612738,14,10,2021-10-22T23:56:39Z,950000,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,94.0,1.0,0.0,1.0,,,,,,,,,,,,
96,PT04M34.00S,2021-10-22T23:56:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,85.10183968462549,96.32352941176471,1610612738,14,10,2021-10-22T23:59:52Z,960000,232.0,88.0,1,right,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,24.76,Missed,,,,,,,,,,,,,,,,
97,PT04M33.00S,2021-10-22T23:56:35.3Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,14,10,2021-10-22T23:57:57Z,970000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,
98,PT04M31.00S,2021-10-22T23:56:43.7Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,14,10,2021-10-22T23:56:55Z,980000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,1.0,,,,,,,,,101283.0,,,,,,,,,,,
99,PT04M31.00S,2021-10-22T23:56:49.5Z,1,REGULAR,substitution,out,[],1629018,,,1610612738,14,10,2021-10-22T23:56:51Z,990000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2021-10-22T23:56:49.5Z,1,REGULAR,substitution,in,[],201609,,,1610612738,14,10,2021-10-22T23:56:51Z,1000000,,,0,,SUB in: G. Dragic,[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2021-10-22T23:57:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,14,10,2021-10-22T23:57:30Z,1010000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,101283.0,,,,,,,,,,,
102,PT04M11.00S,2021-10-22T23:57:22.4Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,14,10,2021-10-22T23:57:26Z,1020000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2021-10-22T23:57:22.4Z,1,REGULAR,substitution,in,[],1629004,,,1610612761,14,10,2021-10-22T23:57:26Z,1030000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M59.00S,2021-10-22T23:57:45.9Z,1,REGULAR,turnover,lost ball,[],203920,,,1610612761,14,10,2021-10-22T23:58:06Z,1040000,,,0,,K. Birch lost ball TURNOVER (1 TO),"[203920, 1626196]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,1.0,Richardson,1626196.0,,,,,,,,,,,,,,,,,,
105,PT03M59.00S,2021-10-22T23:57:45.9Z,1,REGULAR,steal,,[],1626196,,,1610612738,14,10,2021-10-23T00:01:00Z,1050000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2021-10-22T23:57:54.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,70.90998685939553,14.950980392156863,1610612738,17,10,2021-10-22T23:58:09Z,1060000,-175.0,221.0,1,right,J. Richardson 28' 3PT  (3 PTS) (D. Schroder 1 AST),"[1626196, 203471]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,28.19,Made,,,,,,,,3.0,D. Schroder,203471.0,1.0,,,,,
108,PT03M38.00S,2021-10-22T23:58:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,6.915243101182654,41.911764705882355,1610612761,17,10,2021-10-22T23:58:13Z,1080000,40.0,13.0,1,left,MISS F. VanVleet driving finger roll Layup - blocked,"[1627832, 1629057]",1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,,,,4.23,Missed,,,,,,Williams III,1629057.0,,,,,,,,,
109,PT03M38.00S,2021-10-22T23:58:06.2Z,1,REGULAR,block,,[],1629057,,,1610612761,17,10,2021-10-22T23:58:08Z,1090000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2021-10-22T23:58:06.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,10,2021-10-22T23:58:13Z,1100000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,108.0,4.0,4.0,0.0,,,,,,,,,,,,
111,PT03M24.00S,2021-10-22T23:58:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,84.70762155059133,40.931372549019606,1610612738,17,10,2021-10-22T23:58:37Z,1110000,-45.0,91.0,1,right,MISS J. Richardson 10' Jump Shot,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,10.18,Missed,,,,,,,,,,,,,,,,
112,PT03M21.00S,2021-10-22T23:58:23.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,17,10,2021-10-22T23:58:37Z,1120000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,111.0,4.0,2.0,2.0,,,,,,,,,,,,
113,PT03M09.00S,2021-10-22T23:58:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,9.937582128777924,40.19607843137255,1610612761,17,12,2021-10-22T23:58:41Z,1130000,49.0,41.0,1,left,S. Barnes 6' Layup (7 PTS) (F. VanVleet 2 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,6.38,Made,,,,,,,,7.0,F. VanVleet,1627832.0,2.0,,,,,
115,PT03M01.00S,2021-10-22T23:58:48.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,17,12,2021-10-22T23:58:48Z,1150000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,17,12,2021-10-23T00:01:36Z,1160000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,17,12,2021-10-23T00:01:36Z,1170000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612738,17,12,2021-10-23T00:01:36Z,1180000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,out,[],1627832,,,1610612738,17,12,2021-10-23T00:01:36Z,1190000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,17,12,2021-10-23T00:01:36Z,1200000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,17,12,2021-10-23T00:01:36Z,1210000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612738,17,12,2021-10-23T00:01:36Z,1220000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M01.00S,2021-10-23T00:01:12.6Z,1,REGULAR,substitution,in,[],1628449,,,1610612738,17,12,2021-10-23T00:01:36Z,1230000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2021-10-23T00:01:52.4Z,1,REGULAR,3pt,Jump Shot,[],1626196,93.38042049934296,2.941176470588235,1610612738,20,12,2021-10-23T00:01:57Z,1240000,-235.0,10.0,1,right,J. Richardson 3PT  (6 PTS) (P. Pritchard 1 AST),"[1626196, 1630202]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,23.55,Made,,,,,,,,6.0,P. Pritchard,1630202.0,1.0,,,,,
127,PT02M36.00S,2021-10-23T00:02:04.3Z,1,REGULAR,3pt,Jump Shot,[],201609,28.07161629434954,17.15686274509804,1610612761,20,15,2021-10-23T00:02:11Z,1260000,164.0,211.0,1,left,G. Dragic 26' 3PT  (3 PTS) (O. Anunoby 1 AST),"[201609, 1628384]",1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,26.77,Made,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,,
129,PT02M18.00S,2021-10-23T00:02:22.9Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,20,15,2021-10-23T00:02:28Z,1280000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 203920]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,1.0,Birch,203920.0,,,,,,,,,,,,,,,,,,
130,PT02M18.00S,2021-10-23T00:02:22.9Z,1,REGULAR,steal,,[],203920,,,1610612761,20,15,2021-10-23T00:02:24Z,1290000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2021-10-23T00:02:29.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628449,15.456636005256241,41.17647058823529,1610612761,20,17,2021-10-23T00:02:38Z,1300000,44.0,93.0,1,left,C. Boucher 10' floating Jump Shot (2 PTS) (G. Dragic 1 AST),"[1628449, 201609]",1610612761.0,TOR,floating,,,Boucher,C. Boucher,,,,,,,,10.27,Made,,,,,,,,2.0,G. Dragic,201609.0,1.0,,,,,
133,PT01M50.00S,2021-10-23T00:02:50.2Z,1,REGULAR,3pt,Jump Shot,[],203471,66.44218134034165,27.696078431372552,1610612738,20,17,2021-10-23T00:02:56Z,1320000,-112.0,263.0,1,right,MISS D. Schroder 28' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,28.56,Missed,,,,,,,,,,,,,,,,
134,PT01M47.00S,2021-10-23T00:02:53.2Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,20,17,2021-10-23T00:02:56Z,1330000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,
135,PT01M40.00S,2021-10-23T00:03:07.3Z,1,REGULAR,foul,personal,[],1629641,,,1610612761,20,17,2021-10-23T00:03:19Z,1340000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 1628384]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,101283.0,,,,,,,1.0,0.0,Anunoby,1628384.0,
137,PT01M33.00S,2021-10-23T00:03:40.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,20,17,2021-10-23T00:03:40Z,1360000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M33.00S,2021-10-23T00:05:00.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,20,17,2021-10-23T00:05:10Z,1370000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,
139,PT01M30.00S,2021-10-23T00:05:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612761,20,17,2021-10-23T00:05:27Z,1380000,,,0,,D. Schroder personal FOUL (1 PF) (Anunoby 2 FT),"[203471, 1628384]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,200832.0,,,,,,,1.0,0.0,Anunoby,1628384.0,
141,PT01M30.00S,2021-10-23T00:05:36.9Z,1,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,20,18,2021-10-23T00:05:37Z,1400000,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,Made,,,,,,,,1.0,,,,,,,,
142,PT01M30.00S,2021-10-23T00:05:51.2Z,1,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,20,19,2021-10-23T00:05:51Z,1410000,,,0,,O. Anunoby Free Throw 2 of 2 (2 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,Made,,,,,,,,2.0,,,,,,,,
143,PT01M20.00S,2021-10-23T00:06:09.6Z,1,REGULAR,3pt,Jump Shot,[],1626196,68.80749014454665,76.7156862745098,1610612738,23,19,2021-10-23T00:06:15Z,1420000,134.0,241.0,1,right,J. Richardson 27' 3PT  (9 PTS) (G. Williams 1 AST),"[1626196, 1629684]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,27.53,Made,,,,,,,,9.0,G. Williams,1629684.0,1.0,,,,,
145,PT01M05.00S,2021-10-23T00:06:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.046649145860711,58.333333333333336,1610612761,23,19,2021-10-23T00:06:31Z,1440000,-42.0,14.0,1,left,MISS O. Anunoby Layup,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,4.39,Missed,,,,,,,,,,,,,,,,
146,PT01M03.00S,2021-10-23T00:06:26.2Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,23,19,2021-10-23T00:08:03Z,1450000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,145.0,1.0,0.0,1.0,,,,,,,,,,,,
147,PT01M02.00S,2021-10-23T00:06:28.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628384,5.590000152587891,50.0,1610612761,23,19,2021-10-23T00:08:08Z,1460000,0.0,0.0,1,left,MISS O. Anunoby putback Layup,[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
148,PT01M01.00S,2021-10-23T00:06:29.2Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,23,19,2021-10-23T00:08:08Z,1470000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,
149,PT01M01.00S,2021-10-23T00:06:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,8.754927726675426,54.65686274509803,1610612761,23,19,2021-10-23T00:06:47Z,1480000,-23.0,30.0,1,left,MISS C. Boucher tip Layup - blocked,"[1628449, 1629684]",1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,,,,3.78,Missed,,,,,,Williams,1629684.0,,,,,,,,,
150,PT01M01.00S,2021-10-23T00:06:29.8Z,1,REGULAR,block,,[],1629684,,,1610612761,23,19,2021-10-23T00:06:31Z,1490000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M00.00S,2021-10-23T00:06:30.8Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,23,19,2021-10-23T00:06:47Z,1500000,,,0,,O. Anunoby REBOUND (Off:2 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,149.0,2.0,0.0,2.0,,,,,,,,,,,,
152,PT00M59.50S,2021-10-23T00:06:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,6.783837056504599,51.470588235294116,1610612761,23,21,2021-10-23T00:06:54Z,1510000,-7.0,11.0,1,left,O. Anunoby Layup (4 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,1.35,Made,,,,,,,,4.0,,,,,,,,
153,PT00M46.50S,2021-10-23T00:06:51.5Z,1,REGULAR,foul,offensive,['inpenalty'],1629684,,,1610612738,23,21,2021-10-23T00:07:15Z,1520000,,,0,,G. Williams offensive FOUL (1 PF),"[1629684, 1629004]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Mykhailiuk,1629004.0,
155,PT00M46.50S,2021-10-23T00:06:51.5Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,23,21,2021-10-23T00:06:51Z,1540000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,1.0,,,,,,,,,1204.0,,,,,,,,,,,
156,PT00M32.20S,2021-10-23T00:07:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,8.09789750328515,53.18627450980392,1610612761,23,21,2021-10-23T00:07:27Z,1550000,-16.0,24.0,1,left,MISS O. Anunoby Layup,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,2.85,Missed,,,,,,,,,,,,,,,,
157,PT00M28.00S,2021-10-23T00:07:24.4Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,23,21,2021-10-23T00:07:24Z,1560000,,,0,,O. Anunoby REBOUND (Off:3 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,156.0,3.0,0.0,3.0,,,,,,,,,,,,
158,PT00M28.00S,2021-10-23T00:07:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,5.590000152587891,50.0,1610612761,23,21,2021-10-23T00:07:24Z,1570000,0.0,0.0,1,left,MISS O. Anunoby tip Layup,[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
159,PT00M27.20S,2021-10-23T00:07:25.2Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,23,21,2021-10-23T00:07:25Z,1580000,,,0,,K. Birch REBOUND (Off:1 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,
160,PT00M26.60S,2021-10-23T00:07:25.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201609,8.09789750328515,95.58823529411765,1610612761,23,21,2021-10-23T00:07:38Z,1590000,-228.0,24.0,1,left,MISS G. Dragic 3PT,[201609],1610612761.0,TOR,,,,Dragic,G. Dragic,,,,,,,,22.91,Missed,,,,,,,,,,,,,,,,
161,PT00M24.30S,2021-10-23T00:07:28.1Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,23,21,2021-10-23T00:07:28Z,1600000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,160.0,3.0,1.0,2.0,,,,,,,,,,,,
162,PT00M18.40S,2021-10-23T00:07:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201609,7.5722733245729295,46.07843137254902,1610612761,23,23,2021-10-23T00:07:50Z,1610000,20.0,19.0,1,left,G. Dragic driving finger roll Layup (5 PTS),[201609],1610612761.0,TOR,driving finger roll,,,Dragic,G. Dragic,,,,,,,,2.71,Made,,,,,,,,5.0,,,,,,,,
163,PT00M00.00S,2021-10-23T00:07:54.4Z,1,REGULAR,turnover,lost ball,[],203471,,,1610612738,23,23,2021-10-23T00:07:59Z,1620000,,,0,,D. Schroder lost ball TURNOVER (2 TO),"[203471, 203920]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,2.0,Birch,203920.0,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-10-23T00:07:54.4Z,1,REGULAR,steal,,[],203920,,,1610612761,23,23,2021-10-23T00:07:56Z,1630000,,,0,,K. Birch STEAL (2 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
