actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
20,PT10M11.00S,2021-12-23T00:42:39.2Z,1,REGULAR,2pt,Jump Shot,[],1629636,7.966491458607096,66.17647058823529,1610612739,6,2,2021-12-23T00:42:49Z,200000,-81.0,22.0,1,left,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,8.39,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2021-12-23T00:42:42.2Z,1,REGULAR,rebound,offensive,[],201937,,,1610612739,6,2,2021-12-23T00:42:49Z,210000,,,0,,R. Rubio REBOUND (Off:1 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
22,PT10M07.00S,2021-12-23T00:42:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201937,28.86005256241787,74.26470588235294,1610612739,6,2,2021-12-23T00:44:18Z,220000,-121.0,219.0,1,left,MISS R. Rubio 25' step back 3PT,[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M06.00S,2021-12-23T00:42:45.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,6,2,2021-12-23T00:43:22Z,230000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2021-12-23T00:43:21.2Z,1,REGULAR,jumpball,recovered,[],1629731,,,1610612739,6,2,2021-12-23T00:43:21Z,240000,,,0,,Jump Ball T. Fall vs. R. Langford: Tip to D. Wade,"[1629731, 1629605, 1629641]",1610612739.0,CLE,heldball,D. Wade,1629731.0,Wade,D. Wade,Fall,1629605.0,Langford,1629641.0,,,,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2021-12-23T00:43:28.4Z,1,REGULAR,foul,personal,[],1629641,,,1610612739,6,2,2021-12-23T00:43:37Z,270000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 1629605]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,2005.0,,1.0,0.0,Fall,1629605.0,,,,,
29,PT09M47.00S,2021-12-23T00:43:52.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,26.231931668856767,80.14705882352942,1610612739,6,2,2021-12-23T00:43:58Z,290000,-151.0,194.0,1,left,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2021-12-23T00:43:55.4Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,6,2,2021-12-23T00:43:58Z,300000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M31.00S,2021-12-23T00:44:08.1Z,1,REGULAR,2pt,Jump Shot,[],1627759,77.87450722733246,63.23529411764706,1610612738,8,2,2021-12-23T00:44:12Z,310000,66.0,155.0,1,right,J. Brown 16' step back Jump Shot (5 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,16.9,Made,,,,,5.0,,,,,,,,,,,,,,
32,PT09M21.00S,2021-12-23T00:44:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,4.681340341655716,61.76470588235294,1610612739,8,2,2021-12-23T00:44:30Z,320000,-59.0,-8.0,1,left,MISS R. Rubio fadeaway Shot,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,5.94,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M20.00S,2021-12-23T00:44:18.7Z,1,REGULAR,rebound,offensive,[],1629605,,,1610612739,8,2,2021-12-23T00:44:30Z,330000,,,0,,T. Fall REBOUND (Off:1 Def:0),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
34,PT09M20.00S,2021-12-23T00:44:22.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629605,5.590000152587891,50.0,1610612739,8,2,2021-12-23T00:44:38Z,340000,0.0,0.0,1,left,MISS T. Fall tip Layup,[1629605],1610612739.0,CLE,tip,,,Fall,T. Fall,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M18.00S,2021-12-23T00:44:24.1Z,1,REGULAR,rebound,offensive,[],1629605,,,1610612739,8,2,2021-12-23T00:44:38Z,350000,,,0,,T. Fall REBOUND (Off:2 Def:0),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
36,PT09M17.00S,2021-12-23T00:44:24.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629605,5.590000152587891,50.0,1610612739,8,4,2021-12-23T00:46:01Z,360000,0.0,0.0,1,left,T. Fall putback Layup (2 PTS),[1629605],1610612739.0,CLE,putback,,,Fall,T. Fall,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
37,PT09M13.00S,2021-12-23T00:44:26.2Z,1,REGULAR,turnover,bad pass,[],1629057,,,1610612738,8,4,2021-12-23T00:44:51Z,370000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 201937]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,1.0,,,,,Rubio,201937.0,,,
38,PT09M13.00S,2021-12-23T00:44:26.2Z,1,REGULAR,steal,,[],201937,,,1610612739,8,4,2021-12-23T00:44:28Z,380000,,,0,,R. Rubio STEAL (1 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M12.00S,2021-12-23T00:44:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,7.835085413929041,51.470588235294116,1610612739,8,6,2021-12-23T00:46:36Z,390000,-7.0,21.0,1,left,L. Markkanen cutting Layup (2 PTS) (R. Rubio 1 AST),"[1628374, 201937]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,2.24,Made,,,,,2.0,R. Rubio,201937.0,1.0,,,,,,,,,,,
41,PT09M12.00S,2021-12-23T00:44:38.6Z,1,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612739,8,6,2021-12-23T00:44:49Z,410000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1629057, 1628374]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1199.0,,1.0,0.0,Markkanen,1628374.0,,,,,
43,PT09M12.00S,2021-12-23T00:44:53.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628374,,,1610612739,8,7,2021-12-23T00:44:53Z,430000,,,0,,L. Markkanen Free Throw 1 of 1 (3 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
44,PT08M57.00S,2021-12-23T00:45:09.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,65.78515111695138,53.431372549019606,1610612738,8,7,2021-12-23T00:47:06Z,440000,17.0,269.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M55.00S,2021-12-23T00:45:11.2Z,1,REGULAR,rebound,defensive,[],1629605,,,1610612739,8,7,2021-12-23T00:45:13Z,450000,,,0,,T. Fall REBOUND (Off:2 Def:1),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,44.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
46,PT08M46.00S,2021-12-23T00:45:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629605,7.966491458607096,53.18627450980392,1610612739,8,7,2021-12-23T00:45:32Z,460000,-16.0,22.0,1,left,MISS T. Fall alley-oop Layup,[1629605],1610612739.0,CLE,alley-oop,,,Fall,T. Fall,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M45.00S,2021-12-23T00:45:21.0Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,8,7,2021-12-23T00:45:32Z,470000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT08M39.00S,2021-12-23T00:45:28.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,69.85873850197109,80.88235294117648,1610612738,8,7,2021-12-23T00:47:47Z,480000,154.0,231.0,1,right,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.77,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M37.00S,2021-12-23T00:45:30.0Z,1,REGULAR,rebound,defensive,[],1629605,,,1610612739,8,7,2021-12-23T00:45:35Z,490000,,,0,,T. Fall REBOUND (Off:2 Def:2),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,48.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
50,PT08M24.00S,2021-12-23T00:45:43.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,4.28712220762155,95.58823529411765,1610612739,8,7,2021-12-23T00:45:50Z,500000,-228.0,-12.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M21.00S,2021-12-23T00:45:46.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,8,7,2021-12-23T00:45:50Z,510000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
52,PT08M21.00S,2021-12-23T00:45:53.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,8,7,2021-12-23T00:45:53Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M18.00S,2021-12-23T00:46:06.5Z,1,REGULAR,turnover,bad pass,[],1629731,,,1610612739,8,7,2021-12-23T00:46:11Z,530000,,,0,,D. Wade bad pass TURNOVER (1 TO),"[1629731, 203935]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,1.0,,,,,Smart,203935.0,,,
54,PT08M18.00S,2021-12-23T00:46:06.5Z,1,REGULAR,steal,,[],203935,,,1610612738,8,7,2021-12-23T00:46:08Z,540000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M14.00S,2021-12-23T00:46:10.7Z,1,REGULAR,turnover,lost ball,[],1629057,,,1610612738,8,7,2021-12-23T00:46:14Z,550000,,,0,,R. Williams III lost ball TURNOVER (2 TO),"[1629057, 201937]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,2.0,,,,,Rubio,201937.0,,,
56,PT08M14.00S,2021-12-23T00:46:10.7Z,1,REGULAR,steal,,[],201937,,,1610612739,8,7,2021-12-23T00:46:12Z,560000,,,0,,R. Rubio STEAL (2 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M11.00S,2021-12-23T00:46:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612739,8,7,2021-12-23T00:46:25Z,570000,,,0,,R. Langford shooting personal FOUL (2 PF) (Rubio 2 FT),"[1629641, 201937]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,1627529.0,,2.0,0.0,Rubio,201937.0,,,,,
59,PT08M11.00S,2021-12-23T00:46:40.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201937,,,1610612739,8,8,2021-12-23T00:46:40Z,590000,,,0,,R. Rubio Free Throw 1 of 2 (1 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
60,PT08M11.00S,2021-12-23T00:46:41.3Z,1,REGULAR,substitution,out,[],1629641,,,1610612739,8,8,2021-12-23T00:46:45Z,600000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M11.00S,2021-12-23T00:46:41.3Z,1,REGULAR,substitution,in,[],1630174,,,1610612739,8,8,2021-12-23T00:46:45Z,610000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M11.00S,2021-12-23T00:46:57.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201937,,,1610612739,8,9,2021-12-23T00:46:57Z,620000,,,0,,R. Rubio Free Throw 2 of 2 (2 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
63,PT08M00.00S,2021-12-23T00:47:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1629605,,,1610612738,8,9,2021-12-23T00:47:24Z,630000,,,0,,T. Fall shooting personal FOUL (1 PF) (Williams III 2 FT),"[1629605, 1629057]",1610612739.0,CLE,shooting,,,Fall,T. Fall,,,,,,,,,,,,,,,1627529.0,,1.0,0.0,Williams III,1629057.0,,,,,
65,PT08M00.00S,2021-12-23T00:47:41.0Z,1,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,9,9,2021-12-23T00:48:14Z,650000,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
66,PT08M00.00S,2021-12-23T00:47:41.0Z,1,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,9,9,2021-12-23T00:48:14Z,660000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
67,PT08M00.00S,2021-12-23T00:47:41.0Z,1,REGULAR,rebound,defensive,[],1629605,,,1610612739,9,9,2021-12-23T00:48:14Z,670000,,,0,,T. Fall REBOUND (Off:2 Def:3),[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,66.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
68,PT07M47.00S,2021-12-23T00:48:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,6.83311432325887,45.986519607843135,1610612739,9,9,2021-12-23T00:50:39Z,680000,20.0,12.0,1,left,MISS D. Garland driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,,
69,PT07M46.00S,2021-12-23T00:48:14.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,9,9,2021-12-23T00:48:27Z,690000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
70,PT07M26.00S,2021-12-23T00:48:34.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,94.30026281208936,96.81372549019608,1610612738,12,9,2021-12-23T00:48:41Z,700000,234.0,1.0,1,right,J. Brown 3PT  (8 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.41,Made,,,,,8.0,M. Smart,203935.0,2.0,,,,,,,,,,,
72,PT07M17.00S,2021-12-23T00:48:45.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,12,9,2021-12-23T00:48:45Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M17.00S,2021-12-23T00:48:48.2Z,1,REGULAR,substitution,out,[],201937,,,1610612739,12,9,2021-12-23T00:48:57Z,730000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M17.00S,2021-12-23T00:48:48.2Z,1,REGULAR,substitution,out,[],1629605,,,1610612739,12,9,2021-12-23T00:48:57Z,740000,,,0,,SUB out: T. Fall,[1629605],1610612739.0,CLE,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M17.00S,2021-12-23T00:48:48.2Z,1,REGULAR,substitution,in,[],201567,,,1610612739,12,9,2021-12-23T00:48:57Z,750000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M17.00S,2021-12-23T00:48:48.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,12,9,2021-12-23T00:48:57Z,760000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M16.00S,2021-12-23T00:49:30.9Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612739,12,9,2021-12-23T00:50:45Z,770000,,,0,,J. Brown away-from-play personal FOUL (1 PF) (Osman 1 FT),"[1627759, 1626224]",1610612738.0,BOS,away-from-play,,,Brown,J. Brown,,,,,,,,,,,,,,,2005.0,,1.0,0.0,Osman,1626224.0,,,,,
79,PT07M16.00S,2021-12-23T00:49:37.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612739,12,9,2021-12-23T00:51:02Z,790000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1199.0,,,,,,,,Off-Ball - Foul Occurred Before Inbounds,,
80,PT07M16.00S,2021-12-23T00:50:48.4Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,12,10,2021-12-23T00:50:48Z,800000,,,0,,D. Garland away-from-play Free Throw 1 of 1 (3 PTS),[1629636],1610612739.0,CLE,away-from-play,,,Garland,D. Garland,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
81,PT07M09.00S,2021-12-23T00:51:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,35.43035479632063,52.20588235294118,1610612739,12,10,2021-12-23T00:51:26Z,810000,-11.0,281.0,1,left,MISS D. Garland 28' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,28.07,Missed,,,,,,,,,,,,,,,,,,,
82,PT07M05.00S,2021-12-23T00:51:22.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,12,10,2021-12-23T00:51:26Z,820000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
83,PT06M56.00S,2021-12-23T00:51:34.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,12,10,2021-12-23T00:51:34Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M56.00S,2021-12-23T00:51:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,12,10,2021-12-23T00:51:37Z,840000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M51.00S,2021-12-23T00:54:34.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.46452036793693,76.7156862745098,1610612738,12,10,2021-12-23T00:54:49Z,850000,134.0,235.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
86,PT06M48.00S,2021-12-23T00:54:37.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,12,10,2021-12-23T00:54:42Z,860000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT06M31.00S,2021-12-23T00:54:54.5Z,1,REGULAR,3pt,Jump Shot,[],201567,32.933639947437584,48.529411764705884,1610612739,12,10,2021-12-23T00:54:59Z,870000,7.0,257.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
88,PT06M28.00S,2021-12-23T00:54:57.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,10,2021-12-23T00:54:59Z,880000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
89,PT06M19.00S,2021-12-23T00:55:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.80354796320631,50.98039215686274,1610612738,14,10,2021-12-23T00:55:12Z,890000,5.0,25.0,1,right,R. Williams III alley-oop Layup (3 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.5,Made,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
91,PT06M09.00S,2021-12-23T00:55:16.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,13.222733245729303,46.568627450980394,1610612739,14,10,2021-12-23T00:55:22Z,910000,17.0,72.0,1,left,MISS L. Markkanen 7' turnaround Hook,[1628374],1610612739.0,CLE,turnaround,,,Markkanen,L. Markkanen,,,,,7.38,Missed,,,,,,,,,,,,,,,,,,,
92,PT06M07.00S,2021-12-23T00:55:18.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,10,2021-12-23T00:55:22Z,920000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
93,PT06M00.00S,2021-12-23T00:55:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.9060446780552,40.68627450980392,1610612738,14,10,2021-12-23T00:55:33Z,930000,-47.0,5.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.68,Missed,,,,,,,,,,,,,,,,,,,
