actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M36.00S,2021-12-19T00:12:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,5.469776609724048,59.80392156862745,1610612752,6,2,2021-12-19T00:12:44Z,170000,-49.0,-1.0,1,left,A. Burks driving finger roll Layup (2 PTS),[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,4.9,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M27.00S,2021-12-19T00:12:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,65.39093298291722,55.392156862745104,1610612738,9,2,2021-12-19T00:12:53Z,180000,27.0,273.0,1,right,J. Tatum 27' 3PT  (6 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.41,Made,6.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
20,PT10M13.00S,2021-12-19T00:13:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,7.046649145860711,46.32352941176471,1610612752,9,4,2021-12-19T00:13:06Z,200000,18.0,14.0,1,left,K. Walker driving Layup (2 PTS),[202689],1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,2.29,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M59.00S,2021-12-19T00:13:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.27792378449409,44.85294117647059,1610612738,11,4,2021-12-19T00:13:20Z,210000,-26.0,29.0,1,right,R. Williams III cutting Layup (2 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,3.91,Made,2.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
23,PT09M48.00S,2021-12-19T00:13:26.0Z,1,REGULAR,3pt,Jump Shot,[],202689,30.56833114323259,69.87591911764706,1610612752,11,7,2021-12-19T00:13:36Z,230000,-99.0,235.0,1,left,K. Walker 25' 3PT pullup (5 PTS),[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,25.5,Made,5.0,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2021-12-19T00:13:32.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,71.69842312746385,18.627450980392158,1610612738,11,7,2021-12-19T00:13:44Z,240000,-157.0,214.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
25,PT09M42.00S,2021-12-19T00:13:34.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,11,7,2021-12-19T00:13:44Z,250000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,
26,PT09M35.00S,2021-12-19T00:13:42.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,11,7,2021-12-19T00:13:42Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2021-12-19T00:14:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,20.18725361366623,36.76470588235294,1610612752,11,7,2021-12-19T00:14:15Z,270000,66.0,137.0,1,left,MISS K. Walker 15' pullup Shot,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,15.24,Missed,,,,,,,,,,,,,,,,,,
28,PT09M22.00S,2021-12-19T00:14:10.2Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,11,7,2021-12-19T00:14:15Z,280000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT09M07.00S,2021-12-19T00:14:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.32917214191852,54.166666666666664,1610612738,11,7,2021-12-19T00:14:36Z,290000,21.0,20.0,1,right,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,
30,PT09M05.00S,2021-12-19T00:14:27.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,7,2021-12-19T00:14:36Z,300000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,
31,PT08M57.00S,2021-12-19T00:14:36.6Z,1,REGULAR,foul,personal,['3freethrow'],1629057,,,1610612752,11,7,2021-12-19T00:14:47Z,310000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Burks 3 FT),"[1629057, 202692]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,201245.0,1.0,0.0,,,,,Burks,202692.0,,,,,
33,PT08M57.00S,2021-12-19T00:15:03.9Z,1,REGULAR,freethrow,1 of 3,[],202692,,,1610612752,11,7,2021-12-19T00:15:04Z,330000,,,0,,MISS A. Burks Free Throw 1 of 3,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT08M57.00S,2021-12-19T00:15:03.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,11,7,2021-12-19T00:15:04Z,340000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,
35,PT08M57.00S,2021-12-19T00:15:17.2Z,1,REGULAR,freethrow,2 of 3,[],202692,,,1610612752,11,8,2021-12-19T00:15:17Z,350000,,,0,,A. Burks Free Throw 2 of 3 (3 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
36,PT08M57.00S,2021-12-19T00:15:30.8Z,1,REGULAR,freethrow,3 of 3,[],202692,,,1610612752,11,9,2021-12-19T00:15:30Z,360000,,,0,,A. Burks Free Throw 3 of 3 (4 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2021-12-19T00:15:48.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.83639947437582,56.372549019607845,1610612738,11,9,2021-12-19T00:15:57Z,370000,32.0,259.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
38,PT08M39.00S,2021-12-19T00:15:50.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,9,2021-12-19T00:15:57Z,380000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,
39,PT08M30.00S,2021-12-19T00:15:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,7.966491458607096,43.38235294117647,1610612752,11,9,2021-12-19T00:16:04Z,390000,33.0,22.0,1,left,MISS K. Walker driving finger roll Layup,[202689],1610612752.0,NYK,driving finger roll,,,Walker,K. Walker,,,,,4.0,Missed,,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2021-12-19T00:16:01.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,11,9,2021-12-19T00:16:04Z,400000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,
41,PT08M25.00S,2021-12-19T00:16:06.7Z,1,REGULAR,foul,personal,['2freethrow'],202689,,,1610612738,11,9,2021-12-19T00:16:16Z,410000,,,0,,K. Walker shooting personal FOUL (1 PF) (Tatum 2 FT),"[202689, 1628369]",1610612752.0,NYK,shooting,,,Walker,K. Walker,,,,,,,,,,,201245.0,1.0,0.0,,,,,Tatum,1628369.0,,,,,
43,PT08M25.00S,2021-12-19T00:16:28.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,12,9,2021-12-19T00:16:28Z,430000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
44,PT08M25.00S,2021-12-19T00:16:41.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,13,9,2021-12-19T00:16:41Z,440000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
45,PT08M15.00S,2021-12-19T00:16:53.0Z,1,REGULAR,3pt,Jump Shot,[],203944,32.14520367936925,34.55882352941176,1610612752,13,9,2021-12-19T00:17:00Z,450000,77.0,250.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2021-12-19T00:16:57.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,13,9,2021-12-19T00:17:00Z,460000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,
47,PT08M05.00S,2021-12-19T00:17:03.1Z,1,REGULAR,foul,personal,['2freethrow'],202689,,,1610612738,13,9,2021-12-19T00:17:55Z,470000,,,0,,K. Walker shooting personal FOUL (2 PF) (Brown 2 FT),"[202689, 1627759]",1610612752.0,NYK,shooting,,,Walker,K. Walker,,,,,,,,,,,1627962.0,2.0,0.0,,,,,Brown,1627759.0,,,,,
49,PT08M05.00S,2021-12-19T00:17:27.9Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,14,9,2021-12-19T00:18:02Z,490000,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
50,PT08M05.00S,2021-12-19T00:17:32.0Z,1,REGULAR,substitution,out,[],202689,,,1610612738,14,9,2021-12-19T00:17:34Z,500000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M05.00S,2021-12-19T00:17:32.0Z,1,REGULAR,substitution,in,[],1627782,,,1610612738,14,9,2021-12-19T00:17:34Z,510000,,,0,,SUB in: W. Selden,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M05.00S,2021-12-19T00:17:27.9Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,15,9,2021-12-19T00:18:02Z,520000,,,0,,J. Brown Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
53,PT07M54.00S,2021-12-19T00:18:00.6Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612752,15,9,2021-12-19T00:18:05Z,530000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1627759]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,
54,PT07M54.00S,2021-12-19T00:18:00.6Z,1,REGULAR,steal,,[],1627759,,,1610612738,15,9,2021-12-19T00:18:02Z,540000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M50.00S,2021-12-19T00:18:04.2Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,15,9,2021-12-19T00:18:08Z,550000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 202692]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,Burks,202692.0,,
56,PT07M50.00S,2021-12-19T00:18:04.2Z,1,REGULAR,steal,,[],202692,,,1610612752,15,9,2021-12-19T00:18:05Z,560000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M41.00S,2021-12-19T00:18:13.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203095,10.463206307490145,40.931372549019606,1610612752,15,9,2021-12-19T00:18:20Z,570000,45.0,46.0,1,left,MISS E. Fournier 6' driving Hook,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,6.45,Missed,,,,,,,,,,,,,,,,,,
58,PT07M39.00S,2021-12-19T00:18:15.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,15,9,2021-12-19T00:20:01Z,580000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,
59,PT07M30.00S,2021-12-19T00:18:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.64717477003943,17.647058823529413,1610612738,15,9,2021-12-19T00:21:34Z,590000,-162.0,223.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,
60,PT07M27.00S,2021-12-19T00:18:27.7Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,15,9,2021-12-19T00:18:32Z,600000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,
61,PT07M12.00S,2021-12-19T00:18:42.3Z,1,REGULAR,3pt,Jump Shot,[],203095,6.915243101182654,3.431372549019608,1610612752,15,9,2021-12-19T00:18:47Z,610000,233.0,13.0,1,left,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2021-12-19T00:18:45.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,15,9,2021-12-19T00:18:47Z,620000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,
63,PT06M56.00S,2021-12-19T00:19:03.5Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,15,9,2021-12-19T00:19:14Z,630000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,201245.0,,,,,,,,,2.0,,,,
64,PT06M56.00S,2021-12-19T00:19:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,15,9,2021-12-19T00:19:10Z,640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2021-12-19T00:21:25.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612752,15,9,2021-12-19T00:21:39Z,650000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M56.00S,2021-12-19T00:21:25.9Z,1,REGULAR,substitution,in,[],1626196,,,1610612752,15,9,2021-12-19T00:21:39Z,660000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2021-12-19T00:22:22.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,31.225361366622867,70.34313725490196,1610612752,15,9,2021-12-19T00:22:27Z,670000,-102.0,241.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2021-12-19T00:22:24.6Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,15,9,2021-12-19T00:22:27Z,680000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,
69,PT06M22.00S,2021-12-19T00:22:39.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,63.288436268068324,30.637254901960787,1610612738,18,9,2021-12-19T00:22:44Z,690000,-97.0,293.0,1,right,J. Brown 30' 3PT  (8 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,30.82,Made,8.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
71,PT06M07.00S,2021-12-19T00:22:57.0Z,1,REGULAR,foul,personal,[],203935,,,1610612752,18,9,2021-12-19T00:23:16Z,710000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 202692]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1627962.0,1.0,0.0,,,,,Burks,202692.0,,,,,
73,PT06M07.00S,2021-12-19T00:23:02.5Z,1,REGULAR,substitution,out,[],1630174,,,1610612752,18,9,2021-12-19T00:23:07Z,730000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2021-12-19T00:23:02.5Z,1,REGULAR,substitution,out,[],203457,,,1610612752,18,9,2021-12-19T00:23:07Z,740000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2021-12-19T00:23:02.5Z,1,REGULAR,substitution,in,[],202683,,,1610612752,18,9,2021-12-19T00:23:07Z,750000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2021-12-19T00:23:02.5Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,18,9,2021-12-19T00:23:07Z,760000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M59.00S,2021-12-19T00:23:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203095,11.563731931668856,59.516697303921575,1610612752,18,11,2021-12-19T00:24:23Z,770000,-48.0,56.0,1,left,E. Fournier 7' driving finger roll Layup (2 PTS),[203095],1610612752.0,NYK,driving finger roll,,,Fournier,E. Fournier,,,,,7.36,Made,2.0,,,,,,,,,,,,,,,,,
78,PT05M59.00S,2021-12-19T00:23:33.2Z,1,REGULAR,foul,personal,['1freethrow'],1626196,,,1610612752,18,11,2021-12-19T00:23:42Z,780000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Fournier 1 FT),"[1626196, 203095]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,1627962.0,1.0,0.0,,,,,Fournier,203095.0,,,,,
80,PT05M59.00S,2021-12-19T00:23:50.6Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,18,12,2021-12-19T00:23:50Z,800000,,,0,,E. Fournier Free Throw 1 of 1 (3 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2021-12-19T00:24:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,89.88173455978975,48.97748161764706,1610612738,18,12,2021-12-19T00:24:16Z,810000,-5.0,43.0,1,right,MISS J. Richardson driving floating Shot,[1626196],1610612738.0,BOS,driving floating,,,Richardson,J. Richardson,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,
82,PT05M41.00S,2021-12-19T00:24:10.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,18,12,2021-12-19T00:24:16Z,820000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,81.0,3.0,2.0,1.0,,,,,,,
83,PT05M38.00S,2021-12-19T00:24:15.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,18,12,2021-12-19T00:24:15Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M37.00S,2021-12-19T00:24:36.0Z,1,REGULAR,foul,personal,[],1627782,,,1610612738,18,12,2021-12-19T00:25:21Z,840000,,,0,,W. Selden personal FOUL (1 PF),"[1627782, 1627759]",1610612752.0,NYK,,,,Selden,W. Selden,,,,,,,,,,,2530.0,1.0,0.0,,,,,Brown,1627759.0,,,,,
86,PT05M24.00S,2021-12-19T00:24:59.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,69.20170827858082,82.1078431372549,1610612738,21,12,2021-12-19T00:25:19Z,860000,161.0,237.0,1,right,J. Brown 28' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,28.62,Made,11.0,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2021-12-19T00:25:16.7Z,1,REGULAR,3pt,Jump Shot,[],202692,30.699737187910642,22.30392156862745,1610612752,21,12,2021-12-19T00:26:12Z,870000,138.0,236.0,1,left,MISS A. Burks 27' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2021-12-19T00:25:19.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,21,12,2021-12-19T00:25:26Z,880000,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,87.0,1.0,0.0,1.0,,,,,,,
89,PT05M00.00S,2021-12-19T00:25:24.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627782,6.258212877792378,95.83333333333334,1610612752,21,12,2021-12-19T00:25:31Z,890000,-229.0,6.0,1,left,MISS W. Selden 3PT,[1627782],1610612752.0,NYK,,,,Selden,W. Selden,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2021-12-19T00:25:26.7Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,21,12,2021-12-19T00:25:31Z,900000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,
