actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M03.00S,2022-02-13T19:12:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,5.995400788436268,53.431372549019606,1610612737,2,6,2022-02-13T19:13:00Z,170000,-17.0,4.0,1,left,MISS D. Hunter Layup - blocked,"[1629631, 1629057]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,1.76,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
18,PT10M03.00S,2022-02-13T19:12:53.8Z,1,REGULAR,block,,[],1629057,,,1610612737,2,6,2022-02-13T19:12:56Z,180000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M00.00S,2022-02-13T19:12:56.8Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,2,6,2022-02-13T19:13:00Z,190000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT09M58.00S,2022-02-13T19:13:01.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,92.46057818659659,46.32352941176471,1610612738,4,6,2022-02-13T19:15:17Z,200000,-18.0,18.0,1,right,J. Brown running Layup (2 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.6,Made,,,,,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,
22,PT09M48.00S,2022-02-13T19:13:10.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,23.340998685939553,49.50980392156863,1610612737,4,6,2022-02-13T19:13:22Z,220000,2.0,167.0,1,left,MISS T. Young 16' Jump Shot,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,16.69,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2022-02-13T19:13:12.7Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,4,6,2022-02-13T19:13:22Z,230000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
24,PT09M43.00S,2022-02-13T19:13:15.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,2.9730617608409986,94.6078431372549,1610612737,4,6,2022-02-13T19:15:15Z,240000,-223.0,-25.0,1,left,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M40.00S,2022-02-13T19:13:18.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,4,6,2022-02-13T19:13:34Z,250000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M32.00S,2022-02-13T19:13:24.6Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,4,6,2022-02-13T19:13:38Z,260000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,,
27,PT09M32.00S,2022-02-13T19:13:24.6Z,1,REGULAR,steal,,[],1629027,,,1610612737,4,6,2022-02-13T19:13:26Z,270000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M30.00S,2022-02-13T19:13:28.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628989,9.543363994743759,3.9215686274509802,1610612737,4,6,2022-02-13T19:15:55Z,280000,230.0,37.0,1,left,MISS K. Huerter running 3PT - blocked,"[1628989, 201143]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,23.34,Missed,,,,,,,,,Horford,201143.0,,,,,,,,,
29,PT09M30.00S,2022-02-13T19:13:28.6Z,1,REGULAR,block,,[],201143,,,1610612737,4,6,2022-02-13T19:13:32Z,290000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2022-02-13T19:13:31.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,6,2022-02-13T19:13:54Z,300000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M22.00S,2022-02-13T19:13:38.7Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,4,6,2022-02-13T19:14:12Z,310000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,,,201640.0,,,,,
32,PT09M15.00S,2022-02-13T19:13:47.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,3.630091984231275,96.81372549019608,1610612737,4,6,2022-02-13T19:14:18Z,320000,-234.0,-18.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2022-02-13T19:13:50.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,6,2022-02-13T19:13:50Z,330000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
34,PT09M07.00S,2022-02-13T19:13:56.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,74.19513797634691,87.00980392156863,1610612738,4,6,2022-02-13T19:16:57Z,340000,185.0,190.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2022-02-13T19:13:58.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,6,2022-02-13T19:14:21Z,350000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
36,PT08M54.00S,2022-02-13T19:14:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.863994743758213,54.41176470588235,1610612737,4,8,2022-02-13T19:14:24Z,360000,-22.0,3.0,1,left,T. Young driving finger roll Layup (5 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,2.23,Made,,,,,5.0,,,,,,,,,,,,,,
37,PT08M42.00S,2022-02-13T19:14:23.7Z,1,REGULAR,foul,personal,[],1628989,,,1610612738,4,8,2022-02-13T19:14:33Z,370000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1628369]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Tatum,1628369.0,
39,PT08M38.00S,2022-02-13T19:14:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.78120893561103,37.00980392156863,1610612738,4,8,2022-02-13T19:15:07Z,390000,-65.0,53.0,1,right,MISS M. Smart 8' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,8.39,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M36.00S,2022-02-13T19:14:49.7Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,4,8,2022-02-13T19:15:07Z,400000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
41,PT08M31.00S,2022-02-13T19:14:52.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,6,8,2022-02-13T19:14:52Z,410000,0.0,0.0,1,right,R. Williams III tip DUNK (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
42,PT08M21.00S,2022-02-13T19:15:02.5Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,6,8,2022-02-13T19:15:11Z,420000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628369]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,
43,PT08M21.00S,2022-02-13T19:15:02.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,6,8,2022-02-13T19:15:04Z,430000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2022-02-13T19:15:10.3Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612738,6,8,2022-02-13T19:16:00Z,440000,,,0,,C. Capela shooting personal FOUL (1 PF) (Brown 2 FT),"[203991, 1627759]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Brown,1627759.0,
46,PT08M13.00S,2022-02-13T19:15:37.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,6,8,2022-02-13T19:15:37Z,460000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2022-02-13T19:15:37.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,6,8,2022-02-13T19:15:37Z,470000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,
48,PT08M13.00S,2022-02-13T19:15:49.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,7,8,2022-02-13T19:15:49Z,480000,,,0,,J. Brown Free Throw 2 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
49,PT07M58.00S,2022-02-13T19:16:08.0Z,1,REGULAR,2pt,Jump Shot,[],201568,24.52365308804205,62.99019607843137,1610612737,7,8,2022-02-13T19:16:13Z,490000,-65.0,178.0,1,left,MISS D. Gallinari 18' turnaround Shot,[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,18.95,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M56.00S,2022-02-13T19:16:10.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,7,8,2022-02-13T19:16:13Z,500000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
51,PT07M51.00S,2022-02-13T19:16:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,66.96780551905388,70.09803921568627,1610612738,7,8,2022-02-13T19:18:19Z,510000,100.0,258.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M48.00S,2022-02-13T19:16:17.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,8,2022-02-13T19:16:23Z,520000,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
53,PT07M32.00S,2022-02-13T19:16:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,8.754927726675426,2.696078431372549,1610612737,7,11,2022-02-13T19:16:38Z,530000,237.0,30.0,1,left,K. Huerter 3PT  (3 PTS) (D. Hunter 1 AST),"[1628989, 1629631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.84,Made,,,,,3.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,
55,PT07M21.00S,2022-02-13T19:16:47.5Z,1,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,7,11,2022-02-13T19:16:54Z,550000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1.0,,,202026.0,,,,,
56,PT07M21.00S,2022-02-13T19:16:52.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,7,11,2022-02-13T19:16:52Z,560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M02.00S,2022-02-13T19:20:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612737,7,11,2022-02-13T19:20:48Z,570000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Capela 2 FT),"[1629057, 203991]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Capela,203991.0,
59,PT07M02.00S,2022-02-13T19:20:59.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203991,,,1610612737,7,12,2022-02-13T19:20:59Z,590000,,,0,,C. Capela Free Throw 1 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
60,PT07M02.00S,2022-02-13T19:21:12.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203991,,,1610612737,7,13,2022-02-13T19:21:12Z,600000,,,0,,C. Capela Free Throw 2 of 2 (2 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
62,PT06M50.00S,2022-02-13T19:21:37.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",203935,90.62089356110381,42.15686274509804,1610612738,9,13,2022-02-13T19:23:09Z,620000,-39.0,36.0,1,right,M. Smart Jump Shot (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,5.3,Made,,,,,2.0,,,,,,,,,,,,,,
63,PT06M50.00S,2022-02-13T19:21:41.9Z,1,REGULAR,violation,defensive goaltending,[],203991,,,1610612738,9,13,2022-02-13T19:23:14Z,630000,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,202026.0,,,,,
64,PT06M44.00S,2022-02-13T19:21:48.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.327858081471746,62.254901960784316,1610612737,9,16,2022-02-13T19:23:38Z,640000,-61.0,261.0,1,left,T. Young 26' 3PT pullup (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.79,Made,,,,,8.0,,,,,,,,,,,,,,
65,PT06M29.00S,2022-02-13T19:21:55.7Z,1,REGULAR,3pt,Jump Shot,[],203935,70.38436268068331,20.588235294117645,1610612738,9,16,2022-02-13T19:24:03Z,650000,-147.0,226.0,1,right,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M27.00S,2022-02-13T19:21:57.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,16,2022-02-13T19:22:02Z,660000,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,65.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
67,PT06M06.00S,2022-02-13T19:22:19.3Z,1,REGULAR,2pt,Jump Shot,[],1628989,23.47240473061761,55.14705882352941,1610612737,9,16,2022-02-13T19:24:47Z,670000,-26.0,168.0,1,left,MISS K. Huerter 17' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2022-02-13T19:22:21.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,9,16,2022-02-13T19:22:25Z,680000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
69,PT05M59.00S,2022-02-13T19:22:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,90.22667542706965,52.450980392156865,1610612738,9,16,2022-02-13T19:22:32Z,690000,12.0,39.0,1,right,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2022-02-13T19:22:28.4Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,9,16,2022-02-13T19:22:32Z,700000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
71,PT05M46.00S,2022-02-13T19:22:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629027,36.21879106438896,28.921568627450984,1610612737,9,16,2022-02-13T19:25:49Z,710000,105.0,288.0,1,left,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,30.67,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2022-02-13T19:22:42.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,9,16,2022-02-13T19:22:45Z,720000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
73,PT05M35.00S,2022-02-13T19:22:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,26.96078431372549,1610612738,9,16,2022-02-13T19:22:58Z,730000,-115.0,247.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2022-02-13T19:22:54.2Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,9,16,2022-02-13T19:22:58Z,740000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,73.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
75,PT05M29.00S,2022-02-13T19:22:56.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,69.07030223390277,76.7156862745098,1610612738,9,16,2022-02-13T19:23:01Z,750000,134.0,238.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M27.00S,2022-02-13T19:22:58.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,16,2022-02-13T19:23:01Z,760000,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,75.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
77,PT05M17.00S,2022-02-13T19:23:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.440867279894875,43.872549019607845,1610612737,9,18,2022-02-13T19:23:22Z,770000,31.0,17.0,1,left,T. Young driving Layup (10 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,3.52,Made,,,,,10.0,,,,,,,,,,,,,,
78,PT05M17.00S,2022-02-13T19:23:17.7Z,1,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612737,9,18,2022-02-13T19:23:32Z,780000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Young 1 FT),"[1628369, 1629027]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Young,1629027.0,
80,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612737,9,18,2022-02-13T19:23:30Z,800000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,out,[],201143,,,1610612737,9,18,2022-02-13T19:23:30Z,810000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,9,18,2022-02-13T19:23:30Z,820000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612737,9,18,2022-02-13T19:23:30Z,830000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612737,9,18,2022-02-13T19:23:30Z,840000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M17.00S,2022-02-13T19:23:24.9Z,1,REGULAR,substitution,in,[],203992,,,1610612737,9,18,2022-02-13T19:23:30Z,850000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2022-02-13T19:23:46.0Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,9,19,2022-02-13T19:23:46Z,860000,,,0,,T. Young Free Throw 1 of 1 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
87,PT05M09.00S,2022-02-13T19:24:02.8Z,1,REGULAR,foul,personal,[],203992,,,1610612738,9,19,2022-02-13T19:24:18Z,870000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 203935]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Smart,203935.0,
