actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
279,PT01M59.00S,2022-01-09T01:32:07.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.11760840998686,46.81372549019608,1610612738,44,38,2022-01-09T01:32:28Z,2770000,-16.0,12.0,1,right,R. Williams III cutting DUNK (6 PTS) (J. Brown 7 AST),"[1629057, 1627759]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.0,Made,6.0,J. Brown,1627759.0,7.0,,,,,,,,,,,,,,,
282,PT01M36.00S,2022-01-09T01:32:32.4Z,2,REGULAR,2pt,Jump Shot,[],202692,11.957950065703022,87.0327818627451,1610612752,44,38,2022-01-09T01:32:44Z,2790000,-185.0,60.0,1,left,MISS A. Burks 19' Jump Shot,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
283,PT01M34.00S,2022-01-09T01:32:34.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,38,2022-01-09T01:32:44Z,2800000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,
284,PT01M21.00S,2022-01-09T01:32:44.9Z,2,REGULAR,3pt,Jump Shot,[],203935,90.88370565045992,3.431372549019608,1610612738,44,38,2022-01-09T01:32:55Z,2810000,-233.0,33.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
285,PT01M18.00S,2022-01-09T01:32:47.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,44,38,2022-01-09T01:32:55Z,2820000,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,284.0,7.0,6.0,1.0,,,,,,,,,,,
286,PT01M10.00S,2022-01-09T01:32:55.9Z,2,REGULAR,2pt,Jump Shot,[],203944,20.45006570302234,37.745098039215684,1610612752,44,40,2022-01-09T01:33:03Z,2830000,61.0,140.0,1,left,J. Randle 15' fadeaway Jump Shot (7 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,15.26,Made,7.0,,,,,,,,,,,,,,,,,,
287,PT00M47.40S,2022-01-09T01:33:21.9Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,44,40,2022-01-09T01:33:26Z,2840000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1.0,2003.0,,,,,,,
288,PT00M35.90S,2022-01-09T01:33:42.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203944,26.757555847568987,83.57843137254902,1610612752,44,40,2022-01-09T01:33:51Z,2850000,-168.0,199.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
289,PT00M32.40S,2022-01-09T01:33:46.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,44,40,2022-01-09T01:33:51Z,2860000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,288.0,1.0,1.0,0.0,,,,,,,,,,,
290,PT00M13.70S,2022-01-09T01:34:07.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,64.99671484888306,48.03921568627451,1610612738,44,40,2022-01-09T01:35:45Z,2870000,-10.0,277.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,,
291,PT00M11.00S,2022-01-09T01:34:10.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,44,40,2022-01-09T01:34:45Z,2880000,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,290.0,4.0,3.0,1.0,,,,,,,,,,,
294,PT00M00.90S,2022-01-09T01:34:24.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612752,44,40,2022-01-09T01:34:49Z,2900000,,,0,,A. Horford shooting personal FOUL (1 PF) (Barrett 2 FT),"[201143, 1629628]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Barrett,1629628.0,,,
296,PT00M00.90S,2022-01-09T01:34:59.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,44,40,2022-01-09T01:35:21Z,2920000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,
297,PT00M00.90S,2022-01-09T01:35:05.8Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,44,40,2022-01-09T01:35:05Z,2930000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M00.90S,2022-01-09T01:35:05.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,44,40,2022-01-09T01:35:05Z,2940000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,
299,PT00M00.90S,2022-01-09T01:35:05.8Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,44,40,2022-01-09T01:35:42Z,2950000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
300,PT00M00.20S,2022-01-09T01:35:06.5Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,44,40,2022-01-09T01:35:42Z,2960000,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,299.0,4.0,1.0,3.0,,,,,,,,,,,
301,PT00M00.10S,2022-01-09T01:35:15.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629011,7.046649145860711,50.73529411764706,1610612752,44,42,2022-01-09T01:35:53Z,2970000,-4.0,14.0,1,left,M. Robinson Hook (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,1.42,Made,5.0,,,,,,,,,,,,,,,,,,
302,PT00M00.00S,2022-01-09T01:35:24.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,44,42,2022-01-09T01:36:05Z,2980000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,End Period - Good Basket
303,PT00M00.00S,2022-01-09T01:35:54.5Z,2,REGULAR,period,end,[],0,,,1610612738,44,42,2022-01-09T01:35:54Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-01-09T01:50:31.3Z,3,REGULAR,period,start,[],0,,,1610612752,44,42,2022-01-09T01:50:32Z,3000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT11M41.00S,2022-01-09T01:50:49.6Z,3,REGULAR,turnover,lost ball,[],1629628,,,1610612752,44,42,2022-01-09T01:50:53Z,3010000,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 203935]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,2.0,,,,,,Smart,203935.0,
306,PT11M41.00S,2022-01-09T01:50:49.6Z,3,REGULAR,steal,,[],203935,,,1610612738,44,42,2022-01-09T01:50:51Z,3020000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M37.00S,2022-01-09T01:50:54.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,12.171484888304862,38.48039215686275,1610612738,44,42,2022-01-09T01:51:06Z,3030000,58.0,62.0,1,left,MISS M. Smart 8' running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,8.46,Missed,,,,,,,,,,,,,,,,,,,
308,PT11M32.00S,2022-01-09T01:50:57.5Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,44,42,2022-01-09T01:50:57Z,3040000,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,307.0,5.0,2.0,3.0,,,,,,,,,,,
309,PT11M32.00S,2022-01-09T01:50:58.2Z,3,REGULAR,turnover,bad pass,[],1629011,,,1610612752,44,42,2022-01-09T01:51:23Z,3050000,,,0,,M. Robinson bad pass TURNOVER (1 TO),"[1629011, 203935]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,1.0,,,,,,Smart,203935.0,
310,PT11M32.00S,2022-01-09T01:50:58.2Z,3,REGULAR,steal,,[],203935,,,1610612738,44,42,2022-01-09T01:51:00Z,3060000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT11M26.00S,2022-01-09T01:51:03.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,6.783837056504599,96.07843137254902,1610612738,47,42,2022-01-09T01:51:54Z,3070000,-230.0,11.0,1,left,J. Tatum 3PT pullup (12 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.07,Made,12.0,,,,,,,,,,,,,,,,,,
312,PT11M06.00S,2022-01-09T01:51:24.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203944,84.05059132720105,52.94117647058824,1610612752,47,44,2022-01-09T01:51:32Z,3080000,15.0,97.0,1,right,J. Randle 9' driving Hook (9 PTS) (I. Quickley 3 AST),"[203944, 1630193]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,9.85,Made,9.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,,
313,PT10M49.00S,2022-01-09T01:51:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.492115637319317,41.17647058823529,1610612738,49,44,2022-01-09T01:51:46Z,3090000,44.0,27.0,1,left,J. Brown driving Layup (11 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.19,Made,11.0,,,,,,,,,,,,,,,,,,
315,PT10M32.00S,2022-01-09T01:51:58.9Z,3,REGULAR,2pt,Jump Shot,[],203944,77.21747700394218,63.970588235294116,1610612752,49,44,2022-01-09T01:52:03Z,3100000,70.0,162.0,1,right,MISS J. Randle 17' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,17.62,Missed,,,,,,,,,,,,,,,,,,,
316,PT10M30.00S,2022-01-09T01:52:00.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,44,2022-01-09T01:52:03Z,3110000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,315.0,7.0,6.0,1.0,,,,,,,,,,,
317,PT10M22.00S,2022-01-09T01:52:08.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,9.543363994743759,62.745098039215684,1610612738,51,44,2022-01-09T01:52:35Z,3120000,-64.0,37.0,1,left,J. Brown 7' turnaround Hook (13 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,7.38,Made,13.0,,,,,,,,,,,,,,,,,,
318,PT10M20.00S,2022-01-09T01:52:14.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,51,44,2022-01-09T01:52:14Z,3130000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT10M02.00S,2022-01-09T01:55:21.5Z,3,REGULAR,3pt,Jump Shot,[],1629628,73.80091984231275,11.76470588235294,1610612752,51,44,2022-01-09T01:55:30Z,3140000,-191.0,194.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,,
320,PT09M57.00S,2022-01-09T01:55:26.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,44,2022-01-09T01:55:30Z,3150000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,,,,
321,PT09M45.00S,2022-01-09T01:55:38.3Z,3,REGULAR,3pt,Jump Shot,[],203935,31.61957950065703,49.50980392156863,1610612738,54,44,2022-01-09T01:55:43Z,3160000,2.0,245.0,1,left,M. Smart 24' 3PT  (7 PTS) (J. Brown 8 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.47,Made,7.0,J. Brown,1627759.0,8.0,,,,,,,,,,,,,,,
323,PT09M21.00S,2022-01-09T01:56:03.4Z,3,REGULAR,2pt,Jump Shot,[],1630193,87.99277266754271,19.11764705882353,1610612752,54,46,2022-01-09T01:56:09Z,3180000,-154.0,60.0,1,right,I. Quickley 16' pullup Jump Shot (14 PTS) (J. Randle 5 AST),"[1630193, 203944]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,16.58,Made,14.0,J. Randle,203944.0,5.0,,,,,,,,,,,,,,,
325,PT09M02.00S,2022-01-09T01:56:21.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,24.52365308804205,90.93137254901961,1610612738,54,46,2022-01-09T01:56:32Z,3200000,-205.0,178.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
326,PT08M59.00S,2022-01-09T01:56:24.9Z,3,REGULAR,rebound,defensive,[],202692,,,1610612752,54,46,2022-01-09T01:56:32Z,3210000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,325.0,1.0,1.0,0.0,,,,,,,,,,,
327,PT08M50.00S,2022-01-09T01:56:36.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,89.56964520367937,50.0,1610612752,54,46,2022-01-09T01:56:46Z,3220000,0.0,46.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 201143]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,4.55,Missed,,,,,,,,,Horford,201143.0,,,,,,,,,
328,PT08M50.00S,2022-01-09T01:56:36.0Z,3,REGULAR,block,,[],201143,,,1610612752,54,46,2022-01-09T01:56:38Z,3230000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT08M49.00S,2022-01-09T01:56:37.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,54,46,2022-01-09T01:56:46Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,,,
330,PT08M49.00S,2022-01-09T01:56:41.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,54,46,2022-01-09T01:56:41Z,3250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT08M47.00S,2022-01-09T01:56:54.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,91.27792378449409,81.61764705882352,1610612752,54,46,2022-01-09T01:57:00Z,3260000,158.0,29.0,1,right,MISS R. Barrett 16' Jump Shot,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,16.08,Missed,,,,,,,,,,,,,,,,,,,
332,PT08M45.00S,2022-01-09T01:56:56.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,54,46,2022-01-09T01:57:00Z,3270000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,331.0,2.0,2.0,0.0,,,,,,,,,,,
333,PT08M39.00S,2022-01-09T01:57:01.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,7.046649145860711,47.794117647058826,1610612738,56,46,2022-01-09T01:57:08Z,3280000,11.0,14.0,1,left,J. Tatum running Layup (14 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.76,Made,14.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
335,PT08M23.00S,2022-01-09T01:57:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,89.04402102496715,42.40196078431372,1610612752,56,46,2022-01-09T01:57:24Z,3300000,-38.0,50.0,1,right,MISS J. Randle 6' driving Layup - blocked,"[203944, 1629057]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,6.32,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
336,PT08M23.00S,2022-01-09T01:57:17.7Z,3,REGULAR,block,,[],1629057,,,1610612752,56,46,2022-01-09T01:57:19Z,3310000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M21.00S,2022-01-09T01:57:19.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,56,46,2022-01-09T01:57:24Z,3320000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,335.0,3.0,3.0,0.0,,,,,,,,,,,
338,PT08M14.00S,2022-01-09T01:57:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,5.075558475689881,53.92156862745098,1610612738,58,46,2022-01-09T01:57:31Z,3330000,-20.0,-5.0,1,left,R. Williams III Layup (8 PTS) (A. Horford 5 AST),"[1629057, 201143]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.02,Made,8.0,A. Horford,201143.0,5.0,,,,,,,,,,,,,,,
340,PT07M54.00S,2022-01-09T01:57:49.7Z,3,REGULAR,foul,personal,[],201143,,,1610612752,58,46,2022-01-09T01:57:57Z,3350000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 203944]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Randle,203944.0,,,
342,PT07M47.00S,2022-01-09T01:58:18.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,92.46057818659659,58.57843137254902,1610612752,58,46,2022-01-09T01:58:24Z,3370000,43.0,18.0,1,right,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,4.67,Missed,,,,,,,,,,,,,,,,,,,
343,PT07M44.00S,2022-01-09T01:58:21.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,46,2022-01-09T01:58:24Z,3380000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,342.0,5.0,4.0,1.0,,,,,,,,,,,
344,PT07M26.00S,2022-01-09T01:58:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,63.970588235294116,1610612738,58,46,2022-01-09T01:58:43Z,3390000,-70.0,31.0,1,left,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,,
345,PT07M24.00S,2022-01-09T01:58:40.2Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,58,46,2022-01-09T01:58:43Z,3400000,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,344.0,8.0,7.0,1.0,,,,,,,,,,,
346,PT07M06.00S,2022-01-09T01:58:58.5Z,3,REGULAR,3pt,Jump Shot,[],1629628,71.56085742444152,18.39767156862745,1610612752,58,49,2022-01-09T01:59:04Z,3410000,-158.0,215.0,1,right,R. Barrett 26' 3PT  (13 PTS) (J. Randle 6 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.67,Made,13.0,J. Randle,203944.0,6.0,,,,,,,,,,,,,,,
348,PT06M45.00S,2022-01-09T01:59:18.9Z,3,REGULAR,3pt,Jump Shot,[],201143,10.463206307490145,3.431372549019608,1610612738,61,49,2022-01-09T01:59:23Z,3430000,233.0,46.0,1,left,A. Horford 3PT  (3 PTS) (J. Brown 9 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.73,Made,3.0,J. Brown,1627759.0,9.0,,,,,,,,,,,,,,,
350,PT06M21.00S,2022-01-09T01:59:45.1Z,3,REGULAR,foul,personal,[],1627759,,,1610612752,61,49,2022-01-09T01:59:51Z,3450000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 202692]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Burks,202692.0,,,
352,PT06M13.00S,2022-01-09T02:00:17.1Z,3,REGULAR,2pt,Jump Shot,[],1629628,76.2976346911958,48.77450980392157,1610612752,61,51,2022-01-09T02:00:56Z,3470000,-6.0,170.0,1,right,R. Barrett 17' pullup bank Jump Shot (15 PTS),[1629628],1610612752.0,NYK,pullup bank,,,Barrett,R. Barrett,,,,,17.04,Made,15.0,,,,,,,,,,,,,,,,,,
353,PT06M13.00S,2022-01-09T02:00:20.7Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612752,61,51,2022-01-09T02:00:26Z,3480000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Barrett 1 FT),"[1629057, 1629628]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Barrett,1629628.0,,,
355,PT06M13.00S,2022-01-09T02:00:28.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612752,61,51,2022-01-09T02:00:45Z,3500000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M13.00S,2022-01-09T02:00:28.3Z,3,REGULAR,substitution,in,[],1626196,,,1610612752,61,51,2022-01-09T02:00:45Z,3510000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M13.00S,2022-01-09T02:00:43.6Z,3,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,61,51,2022-01-09T02:00:43Z,3520000,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
358,PT06M13.00S,2022-01-09T02:00:43.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,51,2022-01-09T02:00:48Z,3530000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,357.0,6.0,5.0,1.0,,,,,,,,,,,
359,PT05M49.00S,2022-01-09T02:01:06.7Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612738,61,51,2022-01-09T02:01:16Z,3540000,,,0,,J. Randle shooting personal FOUL (3 PF) (Richardson 2 FT),"[203944, 1626196]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,1628168.0,3.0,0.0,Richardson,1626196.0,,,
361,PT05M49.00S,2022-01-09T02:01:34.9Z,3,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,62,51,2022-01-09T02:01:34Z,3560000,,,0,,J. Richardson Free Throw 1 of 2 (10 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
362,PT05M49.00S,2022-01-09T02:01:53.9Z,3,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,63,51,2022-01-09T02:01:53Z,3570000,,,0,,J. Richardson Free Throw 2 of 2 (11 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
363,PT05M27.00S,2022-01-09T02:02:19.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,91.67214191852825,64.2156862745098,1610612752,63,51,2022-01-09T02:02:31Z,3580000,71.0,26.0,1,right,MISS I. Quickley 7' driving bank Shot - blocked,"[1630193, 1629057]",1610612752.0,NYK,driving bank,,,Quickley,I. Quickley,,,,,7.56,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,,
364,PT05M27.00S,2022-01-09T02:02:19.9Z,3,REGULAR,block,,[],1629057,,,1610612752,63,51,2022-01-09T02:02:21Z,3590000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M24.00S,2022-01-09T02:02:22.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,63,51,2022-01-09T02:02:31Z,3600000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,,,,
366,PT05M22.00S,2022-01-09T02:02:27.6Z,3,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,63,51,2022-01-09T02:02:37Z,3610000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1.0,1628168.0,,,,,,,
367,PT05M16.00S,2022-01-09T02:02:46.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202692,72.61826544021025,85.04901960784314,1610612752,63,51,2022-01-09T02:02:54Z,3620000,175.0,205.0,1,right,MISS A. Burks 26' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
368,PT05M14.00S,2022-01-09T02:02:48.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,63,51,2022-01-09T02:02:54Z,3630000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,367.0,,,,,,,,,,,,,,
369,PT05M14.00S,2022-01-09T02:02:51.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,63,51,2022-01-09T02:02:51Z,3640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
