actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
18,PT10M43.00S,2021-12-21T00:49:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,94.40999984741211,50.0,1610612738,2,5,2021-12-21T00:49:19Z,180000,0.0,0.0,1,right,E. Freedom tip Layup (2 PTS),[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2021-12-21T00:49:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,13.354139290407357,49.50980392156863,1610612755,2,5,2021-12-21T00:50:25Z,190000,2.0,73.0,1,left,MISS J. Embiid 7' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,7.3,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2021-12-21T00:49:29.4Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,2,5,2021-12-21T00:49:40Z,200000,,,0,,E. Freedom REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,19.0,2.0,1.0,1.0,,,,,,
21,PT10M33.00S,2021-12-21T00:49:34.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,2,5,2021-12-21T00:49:34Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M21.00S,2021-12-21T00:49:52.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202683,86.81011826544021,46.81372549019608,1610612738,4,5,2021-12-21T00:49:58Z,220000,-16.0,71.0,1,right,E. Freedom 7' driving Hook (4 PTS) (J. Brown 1 AST),"[202683, 1627759]",1610612738.0,BOS,driving,,,Freedom,E. Freedom,,,,,7.32,Made,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
24,PT10M03.00S,2021-12-21T00:50:09.9Z,1,REGULAR,2pt,Jump Shot,[],203954,15.325229960578188,87.25490196078431,1610612755,4,7,2021-12-21T00:50:15Z,240000,-186.0,92.0,1,left,J. Embiid 20' Jump Shot (2 PTS) (S. Curry 1 AST),"[203954, 203552]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,20.76,Made,2.0,S. Curry,203552.0,1.0,,,,,,,,,,,,,,,
26,PT09M44.00S,2021-12-21T00:50:29.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,72.35545335085413,82.1078431372549,1610612738,4,7,2021-12-21T00:50:36Z,260000,161.0,207.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M41.00S,2021-12-21T00:50:32.3Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,4,7,2021-12-21T00:50:36Z,270000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT09M30.00S,2021-12-21T00:50:43.7Z,1,REGULAR,2pt,Jump Shot,[],203954,8.754927726675426,22.30392156862745,1610612755,4,9,2021-12-21T00:52:02Z,280000,138.0,30.0,1,left,J. Embiid 14' pullup Jump Shot (4 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,14.17,Made,4.0,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2021-12-21T00:51:03.9Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,4,9,2021-12-21T00:51:09Z,290000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,2882.0,,,,,,,,,1.0,,,,,
30,PT09M00.00S,2021-12-21T00:51:23.2Z,1,REGULAR,foul,personal,['2freethrow'],202683,,,1610612755,4,9,2021-12-21T00:52:08Z,300000,,,0,,E. Freedom shooting personal FOUL (1 PF) (Embiid 2 FT),"[202683, 203954]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,2882.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,
32,PT09M00.00S,2021-12-21T00:51:48.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,4,9,2021-12-21T00:51:48Z,320000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2021-12-21T00:51:48.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,4,9,2021-12-21T00:51:48Z,330000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,
34,PT09M00.00S,2021-12-21T00:52:07.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,4,10,2021-12-21T00:52:07Z,340000,,,0,,J. Embiid Free Throw 2 of 2 (5 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
35,PT08M50.00S,2021-12-21T00:52:20.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.80354796320631,49.50980392156863,1610612738,6,10,2021-12-21T00:52:27Z,350000,-2.0,25.0,1,right,J. Tatum driving DUNK (2 PTS) (D. Schroder 1 AST),"[1628369, 203471]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.46,Made,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,,
37,PT08M37.00S,2021-12-21T00:52:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,7.046649145860711,49.50980392156863,1610612755,6,12,2021-12-21T00:52:38Z,370000,2.0,14.0,1,left,M. Thybulle alley-oop DUNK (2 PTS) (J. Embiid 1 AST),"[1629680, 203954]",1610612755.0,PHI,alley-oop,,,Thybulle,M. Thybulle,,,,,1.39,Made,2.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,,
39,PT08M26.00S,2021-12-21T00:52:47.0Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,6,12,2021-12-21T00:52:56Z,390000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Tatum 2 FT),"[203954, 1628369]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,1627529.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
41,PT08M26.00S,2021-12-21T00:53:10.1Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,6,12,2021-12-21T00:53:10Z,410000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2021-12-21T00:53:10.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,6,12,2021-12-21T00:53:10Z,420000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,
43,PT08M26.00S,2021-12-21T00:53:26.6Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,7,12,2021-12-21T00:53:26Z,430000,,,0,,J. Tatum Free Throw 2 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
44,PT08M05.00S,2021-12-21T00:53:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,11.12023653088042,58.333333333333336,1610612755,7,12,2021-12-21T00:53:55Z,440000,-42.0,52.0,1,left,MISS T. Harris 6' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,6.67,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M03.00S,2021-12-21T00:53:51.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,12,2021-12-21T00:53:55Z,450000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,
46,PT07M50.00S,2021-12-21T00:54:04.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,81.42247043363994,94.85294117647058,1610612738,7,12,2021-12-21T00:54:10Z,460000,224.0,122.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
47,PT07M46.00S,2021-12-21T00:54:08.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,7,12,2021-12-21T00:54:10Z,470000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,
48,PT07M38.00S,2021-12-21T00:54:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,16.245072273324574,51.470588235294116,1610612755,7,12,2021-12-21T00:54:21Z,480000,-7.0,100.0,1,left,MISS S. Curry 10' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2021-12-21T00:54:18.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,12,2021-12-21T00:54:21Z,490000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,
50,PT07M32.00S,2021-12-21T00:54:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.01511169513797,43.872549019607845,1610612738,7,12,2021-12-21T00:54:32Z,500000,-31.0,32.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 201980]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,4.43,Missed,,,,,,,,,,,,,,,Green,201980.0,,,
51,PT07M32.00S,2021-12-21T00:54:22.3Z,1,REGULAR,block,,[],201980,,,1610612738,7,12,2021-12-21T00:54:24Z,510000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M29.00S,2021-12-21T00:54:25.3Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,7,12,2021-12-21T00:54:32Z,520000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,
53,PT07M26.00S,2021-12-21T00:54:28.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,7.966491458607096,95.09803921568627,1610612755,7,15,2021-12-21T00:54:37Z,530000,-225.0,22.0,1,left,S. Curry 3PT  (3 PTS) (T. Harris 1 AST),"[203552, 202699]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,22.66,Made,3.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
55,PT07M25.00S,2021-12-21T00:54:34.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,7,15,2021-12-21T00:54:34Z,550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M25.00S,2021-12-21T00:55:31.7Z,1,REGULAR,memo,,[],0,,,1610612738,7,15,2021-12-21T00:55:31Z,560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start of Game Delay-7 minutes-Due to Fire Alarm.,,
57,PT07M12.00S,2021-12-21T00:57:44.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628369,91.59001314060447,63.25827205882353,1610612738,7,15,2021-12-21T00:57:56Z,570000,66.0,27.0,1,right,MISS J. Tatum 7' driving Hook,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.14,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M09.00S,2021-12-21T00:57:47.3Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,7,15,2021-12-21T00:57:56Z,580000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,
59,PT07M00.00S,2021-12-21T00:57:55.5Z,1,REGULAR,turnover,bad pass,[],203552,,,1610612755,7,15,2021-12-21T00:58:00Z,590000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[203552, 203935]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,1.0,,,,Smart,203935.0
60,PT07M00.00S,2021-12-21T00:57:55.5Z,1,REGULAR,steal,,[],203935,,,1610612738,7,15,2021-12-21T00:57:57Z,600000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2021-12-21T00:57:58.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,92.59198423127464,50.245098039215684,1610612738,9,15,2021-12-21T00:58:04Z,610000,1.0,17.0,1,right,M. Smart running DUNK (2 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.71,Made,2.0,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2021-12-21T00:58:25.8Z,1,REGULAR,3pt,Jump Shot,[],201980,32.670827858081466,50.49019607843137,1610612755,9,15,2021-12-21T00:58:31Z,620000,-2.0,255.0,1,left,MISS D. Green 25' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2021-12-21T00:58:27.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,15,2021-12-21T00:58:31Z,630000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,
64,PT06M24.00S,2021-12-21T00:58:32.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203471,92.90407358738501,52.615655637254896,1610612738,11,15,2021-12-21T00:58:43Z,640000,13.0,14.0,1,right,D. Schroder running finger roll Layup (2 PTS) (J. Tatum 1 AST),"[203471, 1628369]",1610612738.0,BOS,running finger roll,,,Schroder,D. Schroder,,,,,1.93,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
66,PT06M09.00S,2021-12-21T00:58:46.2Z,1,REGULAR,2pt,Jump Shot,[],203552,25.36136662286465,69.140625,1610612755,11,17,2021-12-21T00:58:52Z,660000,-96.0,186.0,1,left,S. Curry 20' pullup Jump Shot (5 PTS) (J. Embiid 2 AST),"[203552, 203954]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,20.91,Made,5.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,,
67,PT05M49.00S,2021-12-21T00:59:06.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,84.57621550591328,72.30392156862744,1610612738,13,17,2021-12-21T00:59:12Z,670000,112.0,92.0,1,right,J. Brown 14' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,14.49,Made,2.0,,,,,,,,,,,,,,,,,,
69,PT05M37.00S,2021-12-21T00:59:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629680,18.74178712220762,5.88235294117647,1610612755,13,17,2021-12-21T00:59:23Z,680000,221.0,124.0,1,left,MISS M. Thybulle 25' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M35.00S,2021-12-21T00:59:20.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,17,2021-12-21T00:59:23Z,690000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,69.0,3.0,3.0,0.0,,,,,,
71,PT05M30.00S,2021-12-21T00:59:27.8Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,13,17,2021-12-21T01:01:00Z,700000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1629680]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201245.0,1.0,0.0,Thybulle,1629680.0,,,,,,,,,,
73,PT05M30.00S,2021-12-21T00:59:27.8Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,13,17,2021-12-21T00:59:27Z,720000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201245.0,,,,,,,,,1.0,,,,,
74,PT05M30.00S,2021-12-21T00:59:37.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612755,13,17,2021-12-21T00:59:44Z,730000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M30.00S,2021-12-21T00:59:37.4Z,1,REGULAR,substitution,in,[],1629641,,,1610612755,13,17,2021-12-21T00:59:44Z,740000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M16.00S,2021-12-21T01:00:07.0Z,1,REGULAR,foul,offensive,[],202699,,,1610612755,13,17,2021-12-21T01:00:19Z,750000,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 203471]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,1627529.0,1.0,0.0,Schroder,203471.0,,,,,,,,,,
78,PT05M16.00S,2021-12-21T01:00:07.0Z,1,REGULAR,turnover,offensive foul,[],202699,,,1610612755,13,17,2021-12-21T01:00:07Z,770000,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,1627529.0,,,,,,,,,1.0,,,,,
79,PT04M53.00S,2021-12-21T01:00:40.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202683,64.33968462549278,50.49019607843137,1610612738,13,17,2021-12-21T01:00:52Z,780000,2.0,283.0,1,right,MISS E. Freedom 28' 3PT,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,28.27,Missed,,,,,,,,,,,,,,,,,,,
80,PT04M46.00S,2021-12-21T01:00:47.3Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,13,17,2021-12-21T01:00:52Z,790000,,,0,,E. Freedom REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,79.0,3.0,1.0,2.0,,,,,,
81,PT04M45.00S,2021-12-21T01:00:47.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,92.77266754270697,53.515625,1610612738,13,17,2021-12-21T01:00:59Z,800000,18.0,15.0,1,right,MISS E. Freedom putback Layup,[202683],1610612738.0,BOS,putback,,,Freedom,E. Freedom,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
82,PT04M43.00S,2021-12-21T01:00:49.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,17,2021-12-21T01:00:59Z,810000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,81.0,3.0,3.0,0.0,,,,,,
83,PT04M41.00S,2021-12-21T01:00:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203954,8.09789750328515,47.794117647058826,1610612755,13,17,2021-12-21T01:01:08Z,820000,11.0,24.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 203935]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,2.6,Missed,,,,,,,,,,,,,,,Smart,203935.0,,,
84,PT04M41.00S,2021-12-21T01:00:51.3Z,1,REGULAR,block,,[],203935,,,1610612755,13,17,2021-12-21T01:01:20Z,830000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M39.00S,2021-12-21T01:00:53.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,13,17,2021-12-21T01:01:08Z,840000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,
86,PT04M29.00S,2021-12-21T01:01:03.7Z,1,REGULAR,2pt,Jump Shot,[],202683,91.01511169513797,33.088235294117645,1610612738,13,17,2021-12-21T01:01:15Z,850000,-85.0,32.0,1,right,MISS E. Freedom 9' turnaround Shot,[202683],1610612738.0,BOS,turnaround,,,Freedom,E. Freedom,,,,,9.04,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M26.00S,2021-12-21T01:01:06.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,13,17,2021-12-21T01:01:15Z,860000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT04M15.00S,2021-12-21T01:01:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,10.5946123521682,44.36274509803921,1610612755,13,19,2021-12-21T01:02:55Z,870000,28.0,47.0,1,left,J. Embiid turnaround fadeaway Jump Shot (7 PTS) (D. Green 2 AST),"[203954, 201980]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,5.49,Made,7.0,D. Green,201980.0,2.0,,,,,,,,,,,,,,,
90,PT04M03.00S,2021-12-21T01:01:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.919185282523,48.529411764705884,1610612738,13,19,2021-12-21T01:01:39Z,890000,-7.0,99.0,1,right,MISS J. Brown 9' driving floating Shot - blocked,"[1627759, 1629680]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.9,Missed,,,,,,,,,,,,,,,Thybulle,1629680.0,,,
91,PT04M03.00S,2021-12-21T01:01:29.4Z,1,REGULAR,block,,[],1629680,,,1610612738,13,19,2021-12-21T01:01:31Z,900000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
