actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
281,PT02M56.00S,2022-03-24T00:30:13.6Z,2,REGULAR,substitution,in,[],1629672,,,1610612738,62,39,2022-03-24T00:30:28Z,2770000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M43.00S,2022-03-24T00:31:00.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,62,39,2022-03-24T00:31:00Z,2780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M38.00S,2022-03-24T00:31:12.9Z,2,REGULAR,3pt,Jump Shot,[],201143,32.013797634691194,40.44117647058824,1610612738,65,39,2022-03-24T00:31:20Z,2790000,48.0,248.0,1,left,A. Horford 25' 3PT  (6 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.3,Made,6.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
285,PT02M16.00S,2022-03-24T00:31:33.5Z,2,REGULAR,2pt,Jump Shot,[],1628378,87.72996057818659,74.01960784313727,1610612762,65,39,2022-03-24T00:31:38Z,2810000,120.0,63.0,1,right,MISS D. Mitchell 13' fadeaway Shot,[1628378],1610612762.0,UTA,fadeaway,,,Mitchell,D. Mitchell,,,,,13.55,Missed,,,,,,,,,,,,,,,,,,,
286,PT02M14.00S,2022-03-24T00:31:35.5Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,65,39,2022-03-24T00:31:38Z,2820000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,285.0,1.0,1.0,0.0,,,,,,,,
287,PT02M10.00S,2022-03-24T00:31:40.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.53942181340342,26.47058823529412,1610612738,68,39,2022-03-24T00:31:47Z,2830000,118.0,253.0,1,left,J. Tatum 27' 3PT  (19 PTS) (M. Smart 10 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.94,Made,19.0,M. Smart,203935.0,10.0,,,,,,,,,,,,,,,
289,PT01M53.00S,2022-03-24T00:31:56.7Z,2,REGULAR,2pt,Jump Shot,[],1628378,81.68528252299606,67.15686274509804,1610612762,68,41,2022-03-24T00:32:03Z,2850000,86.0,120.0,1,right,D. Mitchell 14' pullup Jump Shot (17 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,14.73,Made,17.0,,,,,,,,,,,,,,,,,,
290,PT01M41.00S,2022-03-24T00:32:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,28.991458607095925,77.45098039215686,1610612738,68,41,2022-03-24T00:32:30Z,2860000,-137.0,220.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
291,PT01M39.00S,2022-03-24T00:32:12.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,68,41,2022-03-24T00:32:30Z,2870000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,290.0,4.0,3.0,1.0,,,,,,,,
292,PT01M25.00S,2022-03-24T00:32:26.1Z,2,REGULAR,3pt,Jump Shot,[],1629672,89.04402102496715,95.34313725490196,1610612762,68,41,2022-03-24T00:32:48Z,2880000,227.0,50.0,1,right,MISS E. Paschall 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
293,PT01M23.00S,2022-03-24T00:32:28.1Z,2,REGULAR,rebound,offensive,[],201144,,,1610612762,68,41,2022-03-24T00:32:48Z,2890000,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,292.0,2.0,1.0,1.0,,,,,,,,
294,PT01M11.00S,2022-03-24T00:32:39.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201144,92.9862023653088,56.61764705882353,1610612762,68,43,2022-03-24T00:32:56Z,2900000,33.0,13.0,1,right,M. Conley driving floating bank Jump Shot (7 PTS),[201144],1610612762.0,UTA,driving floating bank,,,Conley,M. Conley,,,,,3.57,Made,7.0,,,,,,,,,,,,,,,,,,
295,PT00M50.30S,2022-03-24T00:33:01.9Z,2,REGULAR,3pt,Jump Shot,[],203935,27.677398160315374,78.92156862745098,1610612738,68,43,2022-03-24T00:33:24Z,2910000,-145.0,208.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M48.30S,2022-03-24T00:33:03.9Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,68,43,2022-03-24T00:33:24Z,2920000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,295.0,3.0,3.0,0.0,,,,,,,,
297,PT00M34.40S,2022-03-24T00:33:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,90.75229960578186,51.9607843137255,1610612762,68,45,2022-03-24T00:33:35Z,2930000,10.0,34.0,1,right,D. Mitchell driving floating Jump Shot (19 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,3.58,Made,19.0,,,,,,,,,,,,,,,,,,
298,PT00M13.80S,2022-03-24T00:33:40.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,20.581471747700395,40.931372549019606,1610612738,68,45,2022-03-24T00:34:01Z,2940000,45.0,141.0,1,left,MISS J. Tatum 14' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,14.81,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M11.20S,2022-03-24T00:33:43.4Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,68,45,2022-03-24T00:34:01Z,2950000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,298.0,5.0,4.0,1.0,,,,,,,,
303,PT00M00.00S,2022-03-24T00:34:01.3Z,2,REGULAR,period,end,[],0,,,1610612762,68,45,2022-03-24T00:34:01Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-03-24T00:49:18.4Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612762,68,45,2022-03-24T00:49:33Z,3000000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-03-24T00:49:18.4Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612762,68,45,2022-03-24T00:49:33Z,3010000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-03-24T00:49:25.4Z,3,REGULAR,period,start,[],0,,,1610612738,68,45,2022-03-24T00:49:33Z,3020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M42.00S,2022-03-24T00:49:43.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,91.67214191852825,72.05882352941177,1610612738,70,45,2022-03-24T00:49:50Z,3030000,110.0,26.0,1,right,J. Tatum 11' fadeaway Jump Shot (21 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.33,Made,21.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,,
308,PT11M17.00S,2022-03-24T00:50:07.4Z,3,REGULAR,2pt,Jump Shot,[],1628378,25.443495400788436,50.0,1610612762,70,47,2022-03-24T00:50:12Z,3040000,0.0,187.0,1,left,D. Mitchell 18' pullup Jump Shot (21 PTS) (R. Gobert 1 AST),"[1628378, 203497]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,18.67,Made,21.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,,
310,PT10M59.00S,2022-03-24T00:50:25.1Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,70,47,2022-03-24T00:50:30Z,3050000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 203497]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1.0,Gobert,203497.0,,,,,,,,,,,,
311,PT10M59.00S,2022-03-24T00:50:25.1Z,3,REGULAR,steal,,[],203497,,,1610612762,70,47,2022-03-24T00:50:30Z,3060000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT10M54.00S,2022-03-24T00:50:32.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629672,6.1268068331143235,38.72549019607843,1610612762,70,49,2022-03-24T00:50:55Z,3070000,56.0,5.0,1,left,E. Paschall running Layup (4 PTS),[1629672],1610612762.0,UTA,running,,,Paschall,E. Paschall,,,,,5.66,Made,4.0,,,,,,,,,,,,,,,,,,
313,PT10M54.00S,2022-03-24T00:50:37.1Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612762,70,49,2022-03-24T00:50:44Z,3080000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Paschall 1 FT),"[1629057, 1629672]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Paschall,1629672.0,,,
315,PT10M54.00S,2022-03-24T00:51:01.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629672,,,1610612762,70,50,2022-03-24T00:51:01Z,3100000,,,0,,E. Paschall Free Throw 1 of 1 (5 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
316,PT10M42.00S,2022-03-24T00:51:18.4Z,3,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,70,50,2022-03-24T00:51:24Z,3110000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (2 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,,,,,,,2.0,,,,,,,201246.0,,,,,,,
317,PT10M31.00S,2022-03-24T00:51:37.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629672,28.728646517739815,79.65686274509804,1610612762,70,50,2022-03-24T00:51:49Z,3120000,-148.0,218.0,1,left,MISS E. Paschall 26' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
318,PT10M27.00S,2022-03-24T00:51:41.2Z,3,REGULAR,rebound,offensive,[],203497,,,1610612762,70,50,2022-03-24T00:51:41Z,3130000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,317.0,6.0,4.0,2.0,,,,,,,,
319,PT10M23.00S,2022-03-24T00:51:45.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201144,26.49474375821288,13.970588235294118,1610612762,70,50,2022-03-24T00:52:00Z,3140000,180.0,197.0,1,left,MISS M. Conley 26' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
320,PT10M20.00S,2022-03-24T00:51:48.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,50,2022-03-24T01:07:09Z,3150000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,319.0,2.0,2.0,0.0,,,,,,,,
321,PT10M13.00S,2022-03-24T00:51:54.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,66.44218134034165,36.76470588235294,1610612738,70,50,2022-03-24T00:55:11Z,3160000,-66.0,263.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
322,PT10M11.00S,2022-03-24T00:51:56.6Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,70,50,2022-03-24T00:52:05Z,3170000,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,321.0,7.0,5.0,2.0,,,,,,,,
323,PT10M06.00S,2022-03-24T00:52:02.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629672,6.258212877792378,54.166666666666664,1610612762,70,50,2022-03-24T00:52:24Z,3180000,-21.0,6.0,1,left,MISS E. Paschall running Layup - blocked,"[1629672, 1629057]",1610612762.0,UTA,running,,,Paschall,E. Paschall,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,Williams III,1629057.0
324,PT10M06.00S,2022-03-24T00:52:02.6Z,3,REGULAR,block,,[],1629057,,,1610612762,70,50,2022-03-24T00:52:06Z,3190000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT10M05.00S,2022-03-24T00:52:03.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,70,50,2022-03-24T00:52:24Z,3200000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,323.0,,,,,,,,,,,
326,PT10M05.00S,2022-03-24T00:52:10.9Z,3,REGULAR,foul,personal,[],203497,,,1610612738,70,50,2022-03-24T00:52:20Z,3210000,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1629057]",1610612762.0,UTA,loose ball,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Williams III,1629057.0,,,
328,PT09M50.00S,2022-03-24T00:52:30.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.80354796320631,46.81372549019608,1610612738,72,50,2022-03-24T00:52:33Z,3230000,-16.0,25.0,1,right,R. Williams III DUNK (8 PTS) (J. Brown 4 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.92,Made,8.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
331,PT09M35.00S,2022-03-24T00:52:44.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,11.777266754270697,45.34313725490196,1610612762,72,52,2022-03-24T00:52:50Z,3250000,23.0,58.0,1,left,D. Mitchell 6' driving floating Jump Shot (23 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,6.27,Made,23.0,,,,,,,,,,,,,,,,,,
332,PT09M22.00S,2022-03-24T00:52:56.9Z,3,REGULAR,3pt,Jump Shot,[],201143,65.39093298291722,46.07843137254902,1610612738,75,52,2022-03-24T00:53:02Z,3260000,-20.0,273.0,1,right,A. Horford 27' 3PT  (9 PTS) (J. Brown 5 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,27.35,Made,9.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
334,PT09M07.00S,2022-03-24T00:53:12.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,13.272010512483575,47.526041666666664,1610612762,75,54,2022-03-24T00:57:54Z,3280000,12.0,72.0,1,left,M. Conley 7' driving floating Jump Shot (9 PTS),[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,7.34,Made,9.0,,,,,,,,,,,,,,,,,,
335,PT08M51.00S,2022-03-24T00:53:28.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,79.97700394218134,41.66666666666667,1610612738,75,54,2022-03-24T00:53:37Z,3290000,-42.0,136.0,1,right,MISS J. Brown 14' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,14.2,Missed,,,,,,,,,,,,,,,,,,,
336,PT08M49.00S,2022-03-24T00:53:30.0Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,75,54,2022-03-24T00:53:37Z,3300000,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,335.0,8.0,6.0,2.0,,,,,,,,
337,PT08M39.00S,2022-03-24T00:53:40.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,8.40998685939553,62.55361519607843,1610612762,75,54,2022-03-24T00:58:39Z,3310000,-63.0,27.0,1,left,MISS M. Conley 6' driving floating bank Shot,[201144],1610612762.0,UTA,driving floating bank,,,Conley,M. Conley,,,,,6.82,Missed,,,,,,,,,,,,,,,,,,,
338,PT08M37.00S,2022-03-24T00:53:42.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,75,54,2022-03-24T00:53:49Z,3320000,,,0,,R. Williams III REBOUND (Off:2 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,337.0,10.0,8.0,2.0,,,,,,,,
339,PT08M30.00S,2022-03-24T00:53:50.6Z,3,REGULAR,3pt,Jump Shot,[],201143,92.9862023653088,3.6764705882352944,1610612738,75,54,2022-03-24T00:54:00Z,3330000,-232.0,13.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
340,PT08M28.00S,2022-03-24T00:53:52.6Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,75,54,2022-03-24T00:54:00Z,3340000,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,
341,PT08M16.00S,2022-03-24T00:54:08.8Z,3,REGULAR,violation,kicked ball,[],1628369,,,1610612762,75,54,2022-03-24T00:54:16Z,3350000,,,0,,J. Tatum kicked ball VIOLATION,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2534.0,,,,,,,
342,PT08M11.00S,2022-03-24T00:54:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,17.427726675427067,44.6078431372549,1610612762,75,56,2022-03-24T00:54:39Z,3360000,27.0,111.0,1,left,D. Mitchell 11' floating Jump Shot (25 PTS),[1628378],1610612762.0,UTA,floating,,,Mitchell,D. Mitchell,,,,,11.45,Made,25.0,,,,,,,,,,,,,,,,,,
343,PT08M09.00S,2022-03-24T00:54:40.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,56,2022-03-24T00:54:40Z,3370000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT07M58.00S,2022-03-24T00:57:42.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,89.56964520367937,46.32352941176471,1610612738,77,56,2022-03-24T00:57:48Z,3380000,-18.0,46.0,1,right,R. Williams III cutting DUNK (10 PTS) (M. Smart 11 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,4.91,Made,10.0,M. Smart,203935.0,11.0,,,,,,,,,,,,,,,
346,PT07M39.00S,2022-03-24T00:58:03.4Z,3,REGULAR,turnover,lost ball,[],201144,,,1610612762,77,56,2022-03-24T00:58:20Z,3400000,,,0,,M. Conley lost ball TURNOVER (2 TO),"[201144, 1629057]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,2.0,Williams III,1629057.0,,,,,,,,,,,,
347,PT07M39.00S,2022-03-24T00:58:03.4Z,3,REGULAR,steal,,[],1629057,,,1610612738,77,56,2022-03-24T00:58:39Z,3410000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT07M36.00S,2022-03-24T00:58:07.8Z,3,REGULAR,foul,personal,[],1626220,,,1610612738,77,56,2022-03-24T00:58:31Z,3420000,,,0,,R. O'Neale take personal FOUL (1 PF),"[1626220, 1627759]",1610612762.0,UTA,take,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Brown,1627759.0,,,
350,PT07M23.00S,2022-03-24T00:58:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,90.22667542706965,47.794117647058826,1610612738,77,56,2022-03-24T00:58:54Z,3440000,-11.0,39.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.09,Missed,,,,,,,,,,,,,,,,,,,
351,PT07M21.00S,2022-03-24T00:58:46.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,77,56,2022-03-24T00:58:54Z,3450000,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,
352,PT07M16.00S,2022-03-24T00:58:52.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,31.882391590013142,30.14705882352941,1610612762,77,56,2022-03-24T01:00:34Z,3460000,99.0,247.0,1,left,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
353,PT07M14.00S,2022-03-24T00:58:54.2Z,3,REGULAR,rebound,offensive,[],1628378,,,1610612762,77,56,2022-03-24T00:59:06Z,3470000,,,0,,D. Mitchell REBOUND (Off:1 Def:3),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,352.0,4.0,3.0,1.0,,,,,,,,
354,PT07M07.00S,2022-03-24T00:58:59.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,7.046649145860711,3.1862745098039214,1610612762,77,59,2022-03-24T01:01:27Z,3480000,234.0,14.0,1,left,D. Mitchell 3PT  (28 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.45,Made,28.0,,,,,,,,,,,,,,,,,,
355,PT06M41.00S,2022-03-24T00:59:26.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,68.9388961892247,25.49019607843137,1610612738,77,59,2022-03-24T01:00:39Z,3490000,-123.0,239.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
356,PT06M36.00S,2022-03-24T00:59:31.9Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,77,59,2022-03-24T01:00:39Z,3500000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,355.0,4.0,3.0,1.0,,,,,,,,
357,PT06M31.00S,2022-03-24T00:59:35.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,89.56964520367937,45.588235294117645,1610612738,79,59,2022-03-24T00:59:51Z,3510000,-22.0,46.0,1,right,J. Brown driving Layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.06,Made,16.0,,,,,,,,,,,,,,,,,,
358,PT06M10.00S,2022-03-24T00:59:56.6Z,3,REGULAR,3pt,Jump Shot,[],1628378,31.61957950065703,24.019607843137255,1610612762,79,59,2022-03-24T01:02:27Z,3520000,130.0,245.0,1,left,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
359,PT06M09.00S,2022-03-24T00:59:57.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,59,2022-03-24T01:00:45Z,3530000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,358.0,3.0,3.0,0.0,,,,,,,,
360,PT06M00.00S,2022-03-24T01:00:06.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.20170827858082,26.47058823529412,1610612738,82,59,2022-03-24T01:02:56Z,3540000,-118.0,237.0,1,right,J. Tatum 26' 3PT pullup (24 PTS) (M. Smart 12 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.46,Made,24.0,M. Smart,203935.0,12.0,,,,,,,,,,,,,,,
361,PT05M36.00S,2022-03-24T01:00:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,7.178055190538765,51.71568627450981,1610612762,82,59,2022-03-24T01:00:54Z,3550000,-9.0,15.0,1,left,MISS E. Paschall driving Layup - blocked,"[1629672, 1629057]",1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,Williams III,1629057.0
362,PT05M36.00S,2022-03-24T01:00:32.2Z,3,REGULAR,block,,[],1629057,,,1610612762,82,59,2022-03-24T01:00:34Z,3560000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT05M34.00S,2022-03-24T01:00:34.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,82,59,2022-03-24T01:00:54Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,
364,PT05M34.00S,2022-03-24T01:00:37.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,82,59,2022-03-24T01:00:37Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M34.00S,2022-03-24T01:00:40.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612762,82,59,2022-03-24T01:00:59Z,3590000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M34.00S,2022-03-24T01:00:40.7Z,3,REGULAR,substitution,out,[],201143,,,1610612762,82,59,2022-03-24T01:00:59Z,3600000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M34.00S,2022-03-24T01:00:40.7Z,3,REGULAR,substitution,out,[],1629672,,,1610612762,82,59,2022-03-24T01:00:59Z,3610000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
