actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
538,PT05M43.00S,2022-02-01T02:31:43.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,11.645860709592641,40.19607843137255,1610612738,106,80,2022-02-01T02:31:47Z,5300000,49.0,57.0,1,left,MISS A. Nesmith 7' driving finger roll Layup,[1630174],1610612738.0,BOS,driving finger roll,,,Nesmith,A. Nesmith,,,,,,,,,,Missed,,,,,7.52,,,,,,,,,
539,PT05M40.00S,2022-02-01T02:31:46.5Z,4,REGULAR,rebound,defensive,[],1629735,,,1610612748,106,80,2022-02-01T02:31:47Z,5310000,,,0,,C. Silva REBOUND (Off:3 Def:6),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,538.0,9.0,6.0,3.0,,,,,,,,,,
540,PT05M34.00S,2022-02-01T02:31:50.9Z,4,REGULAR,3pt,Jump Shot,[],1629622,65.52233902759527,45.588235294117645,1610612748,106,83,2022-02-01T02:31:56Z,5320000,-22.0,272.0,1,right,M. Strus 27' 3PT  (24 PTS) (G. Vincent 9 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,27.25,,,,,,24.0,G. Vincent,1629216.0,9.0
542,PT05M13.00S,2022-02-01T02:32:13.0Z,4,REGULAR,3pt,Jump Shot,[],1626196,25.443495400788436,12.009803921568627,1610612738,106,83,2022-02-01T02:33:52Z,5340000,190.0,187.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,26.64,,,,,,,,,
543,PT05M09.00S,2022-02-01T02:32:16.7Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,106,83,2022-02-01T02:32:16Z,5350000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,542.0,3.0,1.0,2.0,,,,,,,,,,
544,PT05M03.00S,2022-02-01T02:32:25.1Z,4,REGULAR,foul,personal,['2freethrow'],1629735,,,1610612738,106,83,2022-02-01T02:32:34Z,5360000,,,0,,C. Silva shooting personal FOUL (3 PF) (Horford 2 FT),"[1629735, 201143]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,201245.0,3.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
546,PT05M03.00S,2022-02-01T02:32:52.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201143,,,1610612738,107,83,2022-02-01T02:32:52Z,5380000,,,0,,A. Horford Free Throw 1 of 2 (11 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,,,,,,,,,,,11.0,,,
547,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],1626196,,,1610612738,107,83,2022-02-01T02:33:17Z,5390000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,107,83,2022-02-01T02:33:17Z,5400000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],203471,,,1610612738,107,83,2022-02-01T02:33:17Z,5410000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
550,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],1629216,,,1610612738,107,83,2022-02-01T02:33:17Z,5420000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
551,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],1628389,,,1610612738,107,83,2022-02-01T02:33:17Z,5430000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
552,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,107,83,2022-02-01T02:33:17Z,5440000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
553,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,107,83,2022-02-01T02:33:17Z,5450000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,107,83,2022-02-01T02:33:17Z,5460000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],202683,,,1610612738,107,83,2022-02-01T02:33:17Z,5470000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],2617,,,1610612738,107,83,2022-02-01T02:33:17Z,5480000,,,0,,SUB in: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],1629130,,,1610612738,107,83,2022-02-01T02:33:17Z,5490000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M03.00S,2022-02-01T02:32:53.4Z,4,REGULAR,substitution,in,[],1629657,,,1610612738,107,83,2022-02-01T02:33:17Z,5500000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M03.00S,2022-02-01T02:33:18.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201143,,,1610612738,108,83,2022-02-01T02:33:18Z,5510000,,,0,,A. Horford Free Throw 2 of 2 (12 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,,,,,,,,,,,12.0,,,
563,PT04M48.00S,2022-02-01T02:33:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629657,93.9060446780552,55.63725490196079,1610612748,108,83,2022-02-01T02:34:11Z,5520000,28.0,5.0,1,right,MISS K. Guy Layup - blocked,"[1629657, 201143]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Missed,,,,,2.86,Horford,201143.0,,,,,,,
564,PT04M48.00S,2022-02-01T02:33:34.9Z,4,REGULAR,block,,[],201143,,,1610612748,108,83,2022-02-01T02:33:37Z,5530000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
565,PT04M45.00S,2022-02-01T02:33:37.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,108,83,2022-02-01T02:34:11Z,5540000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,563.0,9.0,7.0,2.0,,,,,,,,,,
566,PT04M40.00S,2022-02-01T02:33:44.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201143,5.601182654402102,45.588235294117645,1610612738,110,83,2022-02-01T02:34:45Z,5550000,22.0,0.0,1,left,A. Horford driving Layup (14 PTS),[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,,,,Made,,,,,2.21,,,,,,14.0,,,
567,PT04M40.00S,2022-02-01T02:33:50.4Z,4,REGULAR,violation,defensive goaltending,[],1629735,,,1610612738,110,83,2022-02-01T02:34:45Z,5560000,,,0,,C. Silva defensive goaltending VIOLATION,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,201245.0,,,,,,,,,,,,,,,,,,,
568,PT04M38.00S,2022-02-01T02:33:57.2Z,4,REGULAR,foul,personal,[],1630202,,,1610612748,110,83,2022-02-01T02:34:03Z,5570000,,,0,,P. Pritchard take personal FOUL (1 PF),"[1630202, 1629657]",1610612738.0,BOS,take,,,Pritchard,P. Pritchard,,,,,1626302.0,1.0,0.0,Guy,1629657.0,,,,,,,,,,,,,,,
570,PT04M38.00S,2022-02-01T02:34:05.3Z,4,REGULAR,substitution,out,[],201143,,,1610612748,110,83,2022-02-01T02:34:09Z,5590000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M38.00S,2022-02-01T02:34:05.3Z,4,REGULAR,substitution,in,[],1630573,,,1610612748,110,83,2022-02-01T02:34:09Z,5600000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M22.00S,2022-02-01T02:34:30.3Z,4,REGULAR,turnover,out-of-bounds,[],1629735,,,1610612748,110,83,2022-02-01T02:35:22Z,5610000,,,0,,C. Silva bad pass out-of-bounds TURNOVER (4 TO),[1629735],1610612748.0,MIA,bad pass,,,Silva,C. Silva,,,,,201245.0,,,,,,,,,,,,,4.0,,,,,,
573,PT04M05.00S,2022-02-01T02:34:56.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629641,17.559132720105126,93.87254901960785,1610612738,110,83,2022-02-01T02:35:24Z,5620000,-219.0,113.0,1,left,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,Missed,,,,,24.66,,,,,,,,,
574,PT04M03.00S,2022-02-01T02:34:58.8Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,110,83,2022-02-01T02:34:58Z,5630000,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,573.0,3.0,3.0,0.0,,,,,,,,,,
575,PT03M57.00S,2022-02-01T02:35:05.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629657,67.7562417871222,33.57843137254902,1610612748,110,83,2022-02-01T02:38:30Z,5640000,-82.0,251.0,1,right,MISS K. Guy 26' 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Missed,,,,,26.37,,,,,,,,,
576,PT03M55.00S,2022-02-01T02:35:07.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,110,83,2022-02-01T02:38:30Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,
577,PT03M55.00S,2022-02-01T02:35:11.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,110,83,2022-02-01T02:35:11Z,5660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M54.00S,2022-02-01T02:35:33.2Z,4,REGULAR,turnover,out-of-bounds,[],1629657,,,1610612748,110,83,2022-02-01T02:40:31Z,5670000,,,0,,K. Guy bad pass out-of-bounds TURNOVER (2 TO),[1629657],1610612748.0,MIA,bad pass,,,Guy,K. Guy,,,,,201245.0,,,,,,,,,,,,,2.0,,,,,,
579,PT03M41.00S,2022-02-01T02:35:50.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,6.783837056504599,4.901960784313726,1610612738,113,83,2022-02-01T02:36:05Z,5680000,225.0,11.0,1,left,S. Hauser 3PT fadeaway (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,fadeaway,,,Hauser,S. Hauser,,,,,,,,,,Made,,,,,22.58,,,,,,3.0,P. Pritchard,1630202.0,1.0
581,PT03M28.00S,2022-02-01T02:36:07.7Z,4,REGULAR,foul,personal,[],1630573,,,1610612748,113,83,2022-02-01T02:36:19Z,5700000,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1629657]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,2882.0,1.0,0.0,Guy,1629657.0,,,,,,,,,,,,,,,
583,PT03M18.00S,2022-02-01T02:36:30.4Z,4,REGULAR,3pt,Jump Shot,[],1629130,67.7562417871222,63.725490196078425,1610612748,113,86,2022-02-01T02:36:50Z,5720000,69.0,251.0,1,right,D. Robinson 25' 3PT  (6 PTS) (U. Haslem 1 AST),"[1629130, 2617]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Made,,,,,25.98,,,,,,6.0,U. Haslem,2617.0,1.0
585,PT03M04.00S,2022-02-01T02:36:45.7Z,4,REGULAR,foul,personal,['2freethrow'],1629735,,,1610612738,113,86,2022-02-01T02:36:54Z,5730000,,,0,,C. Silva shooting personal FOUL (4 PF) (Freedom 2 FT),"[1629735, 202683]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,201245.0,4.0,0.0,Freedom,202683.0,,,,,,,,,,,,,,,
588,PT03M04.00S,2022-02-01T02:37:06.0Z,4,REGULAR,freethrow,1 of 2,[],202683,,,1610612738,114,86,2022-02-01T02:37:06Z,5750000,,,0,,E. Freedom Free Throw 1 of 2 (1 PTS),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,Made,,,,,,,,,,,1.0,,,
589,PT03M04.00S,2022-02-01T02:37:19.0Z,4,REGULAR,freethrow,2 of 2,[],202683,,,1610612738,115,86,2022-02-01T02:37:19Z,5760000,,,0,,E. Freedom Free Throw 2 of 2 (2 PTS),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,Made,,,,,,,,,,,2.0,,,
590,PT02M50.00S,2022-02-01T02:37:34.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2617,84.05059132720105,47.549019607843135,1610612748,115,86,2022-02-01T02:37:42Z,5770000,-12.0,97.0,1,right,MISS U. Haslem 9' fadeaway Shot,[2617],1610612748.0,MIA,fadeaway,,,Haslem,U. Haslem,,,,,,,,,,Missed,,,,,9.82,,,,,,,,,
591,PT02M47.00S,2022-02-01T02:37:37.8Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,115,86,2022-02-01T02:37:42Z,5780000,,,0,,E. Freedom REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,590.0,1.0,1.0,0.0,,,,,,,,,,
592,PT02M33.00S,2022-02-01T02:37:55.4Z,4,REGULAR,turnover,traveling,[],1630202,,,1610612738,115,86,2022-02-01T02:38:00Z,5790000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,201245.0,,,,,,,,,,,,,1.0,,,,,,
593,PT02M33.00S,2022-02-01T02:38:00.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,115,86,2022-02-01T02:38:00Z,5800000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M33.00S,2022-02-01T02:39:55.8Z,4,REGULAR,substitution,out,[],202683,,,1610612748,115,86,2022-02-01T02:40:46Z,5810000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,
595,PT02M33.00S,2022-02-01T02:39:55.8Z,4,REGULAR,substitution,in,[],1628981,,,1610612748,115,86,2022-02-01T02:40:46Z,5820000,,,0,,SUB in: B. Fernando,[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M23.00S,2022-02-01T02:40:57.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,68.54467805519053,26.715686274509803,1610612748,115,86,2022-02-01T02:41:04Z,5830000,-116.0,243.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,26.96,,,,,,,,,
597,PT02M19.00S,2022-02-01T02:41:01.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,115,86,2022-02-01T02:41:04Z,5840000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,596.0,1.0,1.0,0.0,,,,,,,,,,
598,PT02M04.00S,2022-02-01T02:41:16.8Z,4,REGULAR,2pt,Jump Shot,[],1630174,23.209592641261498,36.51960784313725,1610612738,117,86,2022-02-01T02:41:22Z,5850000,67.0,166.0,1,left,A. Nesmith 17' pullup Jump Shot (2 PTS) (B. Fernando 1 AST),"[1630174, 1628981]",1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,,,,,,Made,,,,,17.89,,,,,,2.0,B. Fernando,1628981.0,1.0
600,PT01M49.00S,2022-02-01T02:41:34.7Z,4,REGULAR,turnover,out-of-bounds,[],2617,,,1610612748,117,86,2022-02-01T02:41:51Z,5870000,,,0,,U. Haslem lost ball out-of-bounds TURNOVER (1 TO),[2617],1610612748.0,MIA,lost ball,,,Haslem,U. Haslem,,,,,2882.0,,,,,,,,,,,,,1.0,,,,,,
601,PT01M34.00S,2022-02-01T02:41:56.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,3.630091984231275,96.56862745098039,1610612738,117,86,2022-02-01T02:42:04Z,5880000,-233.0,-18.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,Missed,,,,,23.35,,,,,,,,,
602,PT01M31.00S,2022-02-01T02:41:59.0Z,4,REGULAR,rebound,defensive,[],2617,,,1610612748,117,86,2022-02-01T02:42:04Z,5890000,,,0,,U. Haslem REBOUND (Off:0 Def:1),[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,601.0,1.0,1.0,0.0,,,,,,,,,,
603,PT01M25.00S,2022-02-01T02:42:06.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612748,117,86,2022-02-01T02:42:11Z,5900000,,,0,,S. Hauser shooting personal FOUL (2 PF) (Guy 2 FT),"[1630573, 1629657]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,201245.0,2.0,0.0,Guy,1629657.0,,,,,,,,,,,,,,,
605,PT01M25.00S,2022-02-01T02:42:28.4Z,4,REGULAR,freethrow,1 of 2,[],1629657,,,1610612748,117,86,2022-02-01T02:42:28Z,5920000,,,0,,MISS K. Guy Free Throw 1 of 2,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Missed,,,,,,,,,,,,,,
606,PT01M25.00S,2022-02-01T02:42:28.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,117,86,2022-02-01T02:42:28Z,5930000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,
607,PT01M25.00S,2022-02-01T02:42:38.4Z,4,REGULAR,freethrow,2 of 2,[],1629657,,,1610612748,117,87,2022-02-01T02:42:38Z,5940000,,,0,,K. Guy Free Throw 2 of 2 (4 PTS),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,Made,,,,,,,,,,,4.0,,,
608,PT01M15.00S,2022-02-01T02:42:53.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,8.754927726675426,49.754901960784316,1610612738,117,87,2022-02-01T02:43:00Z,5950000,1.0,30.0,1,left,MISS R. Langford driving floating Shot,[1629641],1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,,,,,,Missed,,,,,2.98,,,,,,,,,
609,PT01M13.00S,2022-02-01T02:42:55.2Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,117,87,2022-02-01T02:43:00Z,5960000,,,0,,D. Robinson REBOUND (Off:1 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,608.0,5.0,4.0,1.0,,,,,,,,,,
610,PT01M04.00S,2022-02-01T02:43:05.8Z,4,REGULAR,turnover,bad pass,[],1629657,,,1610612748,117,87,2022-02-01T02:43:13Z,5970000,,,0,,K. Guy bad pass TURNOVER (3 TO),"[1629657, 1630174]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,3.0,Nesmith,1630174.0,,,,
611,PT01M04.00S,2022-02-01T02:43:05.8Z,4,REGULAR,steal,,[],1630174,,,1610612738,117,87,2022-02-01T02:43:08Z,5980000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M58.50S,2022-02-01T02:43:11.1Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629641,22.026938239159,8.088235294117647,1610612738,117,87,2022-02-01T02:43:49Z,5990000,210.0,155.0,1,left,MISS R. Langford 26' running pullup 3PT,[1629641],1610612738.0,BOS,running pullup,,,Langford,R. Langford,,,,,,,,,,Missed,,,,,26.04,,,,,,,,,
613,PT00M56.60S,2022-02-01T02:43:13.0Z,4,REGULAR,rebound,offensive,[],1628981,,,1610612738,117,87,2022-02-01T02:43:49Z,6000000,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,612.0,1.0,0.0,1.0,,,,,,,,,,
614,PT00M55.70S,2022-02-01T02:43:14.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628981,6.1268068331143235,46.81372549019608,1610612738,117,87,2022-02-01T02:45:10Z,6010000,16.0,5.0,1,left,MISS B. Fernando putback Layup - blocked,"[1628981, 1629735]",1610612738.0,BOS,putback,,,Fernando,B. Fernando,,,,,,,,,,Missed,,,,,1.67,Silva,1629735.0,,,,,,,
615,PT00M55.70S,2022-02-01T02:43:14.4Z,4,REGULAR,block,,[],1629735,,,1610612738,117,87,2022-02-01T02:43:16Z,6020000,,,0,,C. Silva BLOCK (1 BLK),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M53.80S,2022-02-01T02:43:16.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,117,87,2022-02-01T02:45:10Z,6030000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,
616,PT00M53.80S,2022-02-01T02:43:37.8Z,4,REGULAR,jumpball,recovered,[],1629130,,,1610612748,117,87,2022-02-01T02:44:57Z,6040000,,,0,,Jump Ball C. Silva vs. B. Fernando: Tip to D. Robinson,"[1629130, 1629735, 1628981]",1610612748.0,MIA,heldball,D. Robinson,1629130.0,Robinson,D. Robinson,Silva,1629735.0,Fernando,1628981.0,,,,,,,,,,,,,,,,,,,,
620,PT00M43.50S,2022-02-01T02:43:48.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,76.95466491458606,88.97058823529412,1610612748,117,90,2022-02-01T02:43:54Z,6070000,195.0,164.0,1,right,M. Strus 25' 3PT  (27 PTS) (C. Silva 2 AST),"[1629622, 1629735]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,25.48,,,,,,27.0,C. Silva,1629735.0,2.0
622,PT00M35.70S,2022-02-01T02:44:00.6Z,4,REGULAR,3pt,Jump Shot,[],1628981,33.327858081471746,40.931372549019606,1610612738,120,90,2022-02-01T02:44:11Z,6090000,45.0,261.0,1,left,B. Fernando 26' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1628981, 1630202]",1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,Made,,,,,26.47,,,,,,3.0,P. Pritchard,1630202.0,2.0
624,PT00M28.40S,2022-02-01T02:44:13.2Z,4,REGULAR,turnover,bad pass,[],1629657,,,1610612748,120,90,2022-02-01T02:44:18Z,6110000,,,0,,K. Guy bad pass TURNOVER (4 TO),"[1629657, 1630174]",1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,4.0,Nesmith,1630174.0,,,,
625,PT00M28.40S,2022-02-01T02:44:13.2Z,4,REGULAR,steal,,[],1630174,,,1610612738,120,90,2022-02-01T02:44:15Z,6120000,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M26.30S,2022-02-01T02:44:17.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,120,90,2022-02-01T02:44:28Z,6130000,,,0,,M. Strus shooting personal FOUL (3 PF) (Nesmith 2 FT),"[1629622, 1630174]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,2882.0,3.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
628,PT00M26.30S,2022-02-01T02:44:42.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630174,,,1610612738,121,90,2022-02-01T02:44:42Z,6150000,,,0,,A. Nesmith Free Throw 1 of 2 (3 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,Made,,,,,,,,,,,3.0,,,
629,PT00M26.30S,2022-02-01T02:44:54.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630174,,,1610612738,122,90,2022-02-01T02:44:54Z,6160000,,,0,,A. Nesmith Free Throw 2 of 2 (4 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,Made,,,,,,,,,,,4.0,,,
630,PT00M15.60S,2022-02-01T02:45:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2617,93.11760840998686,53.18627450980392,1610612748,122,92,2022-02-01T02:45:18Z,6170000,16.0,12.0,1,right,U. Haslem reverse Layup (2 PTS) (C. Silva 3 AST),"[2617, 1629735]",1610612748.0,MIA,reverse,,,Haslem,U. Haslem,,,,,,,,,,Made,,,,,2.0,,,,,,2.0,C. Silva,1629735.0,3.0
632,PT00M00.00S,2022-02-01T02:45:34.5Z,4,REGULAR,period,end,[],0,,,1610612738,122,92,2022-02-01T02:45:34Z,6190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M00.00S,2022-02-01T02:46:14.9Z,4,REGULAR,game,end,[],0,,,0,122,92,2022-02-01T02:46:15Z,6200000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
