actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
535,PT09M10.00S,2022-02-12T02:25:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.652431011826544,61.274509803921575,1610612738,81,88,2022-02-12T02:25:45Z,5260000,-56.0,10.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,5.73,Missed,,,,,,,,,,,,,,,,
536,PT09M08.00S,2022-02-12T02:25:41.5Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,81,88,2022-02-12T02:25:41Z,5270000,,,0,,A. Horford REBOUND (Off:4 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,535.0,11.0,7.0,4.0,,,,
537,PT08M59.00S,2022-02-12T02:25:51.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,32.013797634691194,16.666666666666664,1610612738,84,88,2022-02-12T02:25:55Z,5280000,167.0,248.0,1,left,P. Pritchard 29' 3PT step back (3 PTS) (A. Horford 3 AST),"[1630202, 201143]",1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,29.92,Made,3.0,A. Horford,201143.0,3.0,,,,,,,,,,,,
538,PT08M34.00S,2022-02-12T02:26:15.8Z,4,REGULAR,3pt,Jump Shot,[],203210,91.5407358738502,3.431372549019608,1610612743,84,88,2022-02-12T02:26:21Z,5290000,-233.0,27.0,1,right,MISS J. Green 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,23.44,Missed,,,,,,,,,,,,,,,,
539,PT08M31.00S,2022-02-12T02:26:18.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,84,88,2022-02-12T02:26:21Z,5300000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,538.0,3.0,3.0,0.0,,,,
541,PT08M26.00S,2022-02-12T02:26:26.3Z,4,REGULAR,foul,personal,['2freethrow'],203210,,,1610612738,84,88,2022-02-12T02:26:34Z,5310000,,,0,,J. Green shooting personal FOUL (1 PF) (Smart 2 FT),"[203210, 203935]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,1204.0,,,,,,,,1.0,0.0,Smart,203935.0,,,,,,,,
543,PT08M26.00S,2022-02-12T02:26:55.7Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,85,88,2022-02-12T02:26:55Z,5330000,,,0,,M. Smart Free Throw 1 of 2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
544,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,85,88,2022-02-12T02:27:09Z,5340000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,out,[],201143,,,1610612738,85,88,2022-02-12T02:27:09Z,5350000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,out,[],1627854,,,1610612738,85,88,2022-02-12T02:27:09Z,5360000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,85,88,2022-02-12T02:27:09Z,5370000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,85,88,2022-02-12T02:27:09Z,5380000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M26.00S,2022-02-12T02:26:56.4Z,4,REGULAR,substitution,in,[],203932,,,1610612738,85,88,2022-02-12T02:27:09Z,5390000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M26.00S,2022-02-12T02:27:17.9Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,86,88,2022-02-12T02:27:17Z,5400000,,,0,,M. Smart Free Throw 2 of 2 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
551,PT08M10.00S,2022-02-12T02:27:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.14651773981603,49.01960784313725,1610612743,86,90,2022-02-12T02:29:44Z,5410000,-5.0,31.0,1,right,A. Gordon reverse Layup (15 PTS) (F. Campazzo 3 AST),"[203932, 1630267]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,,,3.11,Made,15.0,F. Campazzo,1630267.0,3.0,,,,,,,,,,,,
553,PT07M57.00S,2022-02-12T02:27:47.9Z,4,REGULAR,3pt,Jump Shot,[],203935,5.732588699080158,95.34313725490196,1610612738,89,90,2022-02-12T02:27:52Z,5430000,-227.0,1.0,1,left,M. Smart 3PT  (18 PTS) (R. Williams III 2 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,22.67,Made,18.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,
555,PT07M40.00S,2022-02-12T02:28:04.7Z,4,REGULAR,3pt,Jump Shot,[],203085,81.68528252299606,95.58823529411765,1610612743,89,90,2022-02-12T02:28:13Z,5450000,228.0,120.0,1,right,MISS A. Rivers 25' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,
556,PT07M36.00S,2022-02-12T02:28:08.7Z,4,REGULAR,rebound,offensive,[],203210,,,1610612743,89,90,2022-02-12T02:28:13Z,5460000,,,0,,J. Green REBOUND (Off:2 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,555.0,5.0,3.0,2.0,,,,
557,PT07M32.00S,2022-02-12T02:28:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,96.13994743758212,39.705882352941174,1610612743,89,90,2022-02-12T02:28:19Z,5470000,-51.0,-16.0,1,right,MISS J. Green driving Layup - blocked,"[203210, 1629057]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,,,5.4,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
558,PT07M32.00S,2022-02-12T02:28:12.3Z,4,REGULAR,block,,[],1629057,,,1610612743,89,90,2022-02-12T02:28:14Z,5480000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M30.00S,2022-02-12T02:28:14.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,89,90,2022-02-12T02:28:19Z,5490000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,557.0,4.0,4.0,0.0,,,,
560,PT07M19.00S,2022-02-12T02:28:26.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.863994743758213,50.0,1610612738,91,90,2022-02-12T02:30:06Z,5500000,0.0,3.0,1,left,R. Williams III alley-oop DUNK (13 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,0.26,Made,13.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,
562,PT07M19.00S,2022-02-12T02:28:34.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,90,2022-02-12T02:28:34Z,5520000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M19.00S,2022-02-12T02:29:14.6Z,4,REGULAR,foul,technical,['1freethrow'],203210,,,1610612743,91,90,2022-02-12T02:31:28Z,5530000,,,0,,J. Green technical FOUL (1 Tech),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,1204.0,,,,,,,,1.0,1.0,,,,,,,,,,
564,PT07M19.00S,2022-02-12T02:31:06.4Z,4,REGULAR,substitution,out,[],203210,,,1610612743,91,90,2022-02-12T02:31:25Z,5540000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M19.00S,2022-02-12T02:31:06.4Z,4,REGULAR,substitution,out,[],203085,,,1610612743,91,90,2022-02-12T02:31:25Z,5550000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M19.00S,2022-02-12T02:31:06.4Z,4,REGULAR,substitution,in,[],203999,,,1610612743,91,90,2022-02-12T02:31:25Z,5560000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M19.00S,2022-02-12T02:31:06.4Z,4,REGULAR,substitution,in,[],203115,,,1610612743,91,90,2022-02-12T02:31:25Z,5570000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M19.00S,2022-02-12T02:31:32.5Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612743,92,90,2022-02-12T02:31:32Z,5580000,,,0,,J. Tatum technical Free Throw 1 of 1 (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
569,PT07M08.00S,2022-02-12T02:31:55.1Z,4,REGULAR,turnover,lost ball,[],203932,,,1610612743,92,90,2022-02-12T02:31:59Z,5590000,,,0,,A. Gordon lost ball TURNOVER (2 TO),"[203932, 1628369]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,2.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
570,PT07M08.00S,2022-02-12T02:31:55.1Z,4,REGULAR,steal,,[],1628369,,,1610612738,92,90,2022-02-12T02:37:09Z,5600000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M54.00S,2022-02-12T02:32:08.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,21.107095926412615,78.92156862745098,1610612738,92,90,2022-02-12T02:32:13Z,5610000,-145.0,146.0,1,left,MISS J. Brown 20' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,20.54,Missed,,,,,,,,,,,,,,,,
572,PT06M53.00S,2022-02-12T02:32:09.5Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,92,90,2022-02-12T02:32:13Z,5620000,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,571.0,5.0,4.0,1.0,,,,
573,PT06M37.00S,2022-02-12T02:32:26.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.38042049934296,49.754901960784316,1610612743,92,92,2022-02-12T02:32:55Z,5630000,-1.0,10.0,1,right,A. Gordon DUNK (17 PTS) (N. Jokic 11 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,0.98,Made,17.0,N. Jokic,203999.0,11.0,,,,,,,,,,,,
575,PT06M24.00S,2022-02-12T02:32:40.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,5.338370565045992,95.58823529411765,1610612738,92,92,2022-02-12T02:33:00Z,5650000,-228.0,-2.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,
576,PT06M22.00S,2022-02-12T02:32:42.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,92,92,2022-02-12T02:33:00Z,5660000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,575.0,,,,,,,
577,PT06M20.00S,2022-02-12T02:32:51.6Z,4,REGULAR,foul,personal,[],1628401,,,1610612743,92,92,2022-02-12T02:32:57Z,5670000,,,0,,D. White loose ball personal FOUL (3 PF),"[1628401, 1630267]",1610612738.0,BOS,loose ball,,,White,D. White,,,,,1626300.0,,,,,,,,3.0,0.0,Campazzo,1630267.0,,,,,,,,
579,PT06M00.00S,2022-02-12T02:33:27.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203115,88.38699080157687,58.82352941176471,1610612743,92,92,2022-02-12T02:33:40Z,5690000,44.0,57.0,1,right,MISS W. Barton 7' driving Layup - blocked,"[203115, 1629057]",1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,7.18,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
580,PT06M00.00S,2022-02-12T02:33:27.4Z,4,REGULAR,block,,[],1629057,,,1610612743,92,92,2022-02-12T02:33:29Z,5700000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M58.00S,2022-02-12T02:33:29.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,92,92,2022-02-12T02:33:40Z,5710000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,,,
582,PT05M58.00S,2022-02-12T02:33:32.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,92,92,2022-02-12T02:33:32Z,5720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M56.00S,2022-02-12T02:33:54.9Z,4,REGULAR,turnover,bad pass,[],1630267,,,1610612743,92,92,2022-02-12T02:34:06Z,5730000,,,0,,F. Campazzo bad pass TURNOVER (2 TO),"[1630267, 1627759]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,2.0,,,,,,,,,,,,,,,Brown,1627759.0,,
584,PT05M56.00S,2022-02-12T02:33:54.9Z,4,REGULAR,steal,,[],1627759,,,1610612738,92,92,2022-02-12T02:33:56Z,5740000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M53.00S,2022-02-12T02:33:58.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,7.440867279894875,50.49019607843137,1610612738,92,92,2022-02-12T02:34:40Z,5750000,-2.0,17.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630192]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,1.76,Missed,,,,,,,,,,,,,,,Nnaji,1630192.0
603,PT05M53.00S,2022-02-12T02:33:58.6Z,4,REGULAR,block,,[],1630192,,,1610612738,92,92,2022-02-12T02:36:34Z,5755000,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M50.00S,2022-02-12T02:34:01.6Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,92,92,2022-02-12T02:34:40Z,5760000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,585.0,4.0,3.0,1.0,,,,
587,PT05M48.00S,2022-02-12T02:34:04.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,5.469776609724048,52.94117647058824,1610612738,94,92,2022-02-12T02:34:17Z,5770000,-15.0,-1.0,1,left,J. Tatum driving DUNK (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,1.47,Made,19.0,,,,,,,,,,,,,,,
588,PT05M48.00S,2022-02-12T02:34:06.4Z,4,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612738,94,92,2022-02-12T02:34:14Z,5780000,,,0,,Z. Nnaji shooting personal FOUL (3 PF) (Tatum 1 FT),"[1630192, 1628369]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,2534.0,,,,,,,,3.0,0.0,Tatum,1628369.0,,,,,,,,
590,PT05M48.00S,2022-02-12T02:34:32.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1628369,,,1610612738,95,92,2022-02-12T02:34:32Z,5800000,,,0,,J. Tatum Free Throw 1 of 1 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
591,PT05M28.00S,2022-02-12T02:34:56.9Z,4,REGULAR,3pt,Jump Shot,[],203999,85.10183968462549,4.6568627450980395,1610612743,95,95,2022-02-12T02:35:01Z,5810000,-227.0,88.0,1,right,N. Jokic 24' 3PT  (18 PTS) (W. Barton 3 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,24.3,Made,18.0,W. Barton,203115.0,3.0,,,,,,,,,,,,
652,PT05M05.00S,2022-02-12T02:35:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.14717477003942,45.36611519607843,1610612738,95,95,2022-02-12T02:52:13Z,5830000,23.0,24.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,3.35,Missed,,,,,,,,,,,,,,,,
653,PT05M04.00S,2022-02-12T02:35:13.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,95,95,2022-02-12T02:52:13Z,5835000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,652.0,,,,,,,
594,PT05M03.00S,2022-02-12T02:35:27.9Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,95,95,2022-02-12T02:35:37Z,5840000,,,0,,J. Tatum traveling TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,2.0,,,,,,,,,,,,,,,,,,
595,PT04M51.00S,2022-02-12T02:35:44.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203999,66.3107752956636,34.80392156862745,1610612743,95,95,2022-02-12T02:35:58Z,5850000,-76.0,264.0,1,right,MISS N. Jokic 27' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,27.49,Missed,,,,,,,,,,,,,,,,
596,PT04M47.00S,2022-02-12T02:35:48.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,95,95,2022-02-12T02:35:48Z,5860000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,595.0,5.0,5.0,0.0,,,,
597,PT04M41.00S,2022-02-12T02:35:56.8Z,4,REGULAR,3pt,Jump Shot,[],203935,32.013797634691194,45.83333333333333,1610612738,95,95,2022-02-12T02:36:06Z,5870000,21.0,248.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,24.93,Missed,,,,,,,,,,,,,,,,
598,PT04M39.00S,2022-02-12T02:35:58.8Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,95,95,2022-02-12T02:36:06Z,5880000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,597.0,5.0,3.0,2.0,,,,
599,PT04M34.00S,2022-02-12T02:36:02.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,13.354139290407357,4.166666666666666,1610612738,95,95,2022-02-12T02:36:09Z,5890000,229.0,73.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,24.05,Missed,,,,,,,,,,,,,,,,
600,PT04M32.00S,2022-02-12T02:36:04.3Z,4,REGULAR,rebound,defensive,[],203115,,,1610612743,95,95,2022-02-12T02:36:09Z,5900000,,,0,,W. Barton REBOUND (Off:0 Def:5),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,599.0,5.0,5.0,0.0,,,,
601,PT04M14.00S,2022-02-12T02:36:21.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.59198423127464,55.392156862745104,1610612743,95,95,2022-02-12T02:36:42Z,5910000,27.0,17.0,1,right,MISS N. Jokic turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,3.2,Missed,,,,,,,,,,,,,,,,
602,PT04M12.00S,2022-02-12T02:36:23.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,95,95,2022-02-12T02:36:23Z,5920000,,,0,,D. White REBOUND (Off:2 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,601.0,6.0,4.0,2.0,,,,
604,PT04M00.00S,2022-02-12T02:36:36.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,24.129434954007884,83.57843137254902,1610612738,95,95,2022-02-12T02:36:46Z,5930000,-168.0,174.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,24.2,Missed,,,,,,,,,,,,,,,,
605,PT03M57.00S,2022-02-12T02:36:39.0Z,4,REGULAR,rebound,defensive,[],203115,,,1610612743,95,95,2022-02-12T02:36:46Z,5940000,,,0,,W. Barton REBOUND (Off:0 Def:6),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,604.0,6.0,6.0,0.0,,,,
606,PT03M53.00S,2022-02-12T02:36:54.0Z,4,REGULAR,foul,personal,[],1629057,,,1610612743,95,95,2022-02-12T02:37:13Z,5950000,,,0,,R. Williams III personal FOUL (3 PF),"[1629057, 203999]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1626300.0,,,,,,,,3.0,0.0,Jokic,203999.0,,,,,,,,
608,PT03M53.00S,2022-02-12T02:37:01.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,95,95,2022-02-12T02:37:01Z,5970000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M46.00S,2022-02-12T02:40:07.6Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612743,95,95,2022-02-12T02:40:20Z,5980000,,,0,,D. White shooting personal FOUL (4 PF) (Barton 2 FT),"[1628401, 203115]",1610612738.0,BOS,shooting,,,White,D. White,,,,,1204.0,,,,,,,,4.0,0.0,Barton,203115.0,,,,,,,,
611,PT03M46.00S,2022-02-12T02:40:31.3Z,4,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,95,95,2022-02-12T02:40:31Z,6000000,,,0,,MISS W. Barton Free Throw 1 of 2,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,Missed,,,,,,,,,,,,,,,,
612,PT03M46.00S,2022-02-12T02:40:31.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,95,95,2022-02-12T02:40:31Z,6010000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,611.0,,,,,,,
613,PT03M46.00S,2022-02-12T02:40:43.8Z,4,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,95,96,2022-02-12T02:40:43Z,6020000,,,0,,W. Barton Free Throw 2 of 2 (13 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
615,PT03M29.00S,2022-02-12T02:41:04.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.258212877792378,48.77450980392157,1610612738,97,96,2022-02-12T02:41:08Z,6030000,6.0,6.0,1,left,R. Williams III alley-oop DUNK (15 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,0.88,Made,15.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,
617,PT03M07.00S,2022-02-12T02:41:25.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,86.15308804204993,38.23529411764706,1610612743,97,96,2022-02-12T02:41:34Z,6050000,-59.0,78.0,1,right,MISS A. Gordon 9' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,,,9.74,Missed,,,,,,,,,,,,,,,,
618,PT03M04.00S,2022-02-12T02:41:28.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,97,96,2022-02-12T02:41:34Z,6060000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,617.0,6.0,6.0,0.0,,,,
619,PT03M01.00S,2022-02-12T02:41:34.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203115,,,1610612738,97,96,2022-02-12T02:41:39Z,6070000,,,0,,W. Barton personal FOUL (2 PF) (Brown 2 FT),"[203115, 1627759]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,2534.0,,,,,,,,2.0,0.0,Brown,1627759.0,,,,,,,,
623,PT03M01.00S,2022-02-12T02:42:11.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,97,96,2022-02-12T02:47:27Z,6110000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M01.00S,2022-02-12T02:42:11.0Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,97,96,2022-02-12T02:47:00Z,6112500,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,
622,PT03M01.00S,2022-02-12T02:42:11.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,97,96,2022-02-12T02:47:00Z,6113750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,,,
624,PT03M01.00S,2022-02-12T02:42:11.0Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,98,96,2022-02-12T02:47:00Z,6114375,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
