actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
40,PT07M15.00S,2022-03-13T19:50:54.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627827,28.86005256241787,26.96078431372549,1610612742,12,9,2022-03-13T19:52:41Z,400000,115.0,219.0,1,left,MISS D. Finney-Smith 24' running pullup 3PT,[1627827],1610612742.0,DAL,running pullup,,,Finney-Smith,D. Finney-Smith,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M12.00S,2022-03-13T19:50:57.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,9,2022-03-13T19:51:03Z,410000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,40.0,2.0,1.0,1.0,,,,,,,
42,PT06M58.00S,2022-03-13T19:51:12.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,89.30683311432325,3.431372549019608,1610612738,15,9,2022-03-13T19:51:18Z,420000,-233.0,48.0,1,right,J. Tatum 3PT  (6 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.77,Made,6.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,,
44,PT06M29.00S,2022-03-13T19:51:41.1Z,1,REGULAR,3pt,Jump Shot,[],203915,6.915243101182654,95.09803921568627,1610612742,15,9,2022-03-13T19:51:50Z,440000,-225.0,13.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,,
45,PT06M26.00S,2022-03-13T19:51:44.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,15,9,2022-03-13T19:51:50Z,450000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,
46,PT06M19.00S,2022-03-13T19:51:50.3Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,15,9,2022-03-13T19:51:54Z,460000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1629029]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,,,,,,,Doncic,1629029.0,,,,,
47,PT06M19.00S,2022-03-13T19:51:50.3Z,1,REGULAR,steal,,[],1629029,,,1610612742,15,9,2022-03-13T19:51:51Z,470000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M17.00S,2022-03-13T19:51:54.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628973,23.73521681997372,10.294117647058822,1610612742,15,12,2022-03-13T19:53:46Z,480000,199.0,171.0,1,left,J. Brunson 26' 3PT running pullup (5 PTS) (L. Doncic 2 AST),"[1628973, 1629029]",1610612742.0,DAL,running pullup,,,Brunson,J. Brunson,,,,,26.17,Made,5.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,,
50,PT05M53.00S,2022-03-13T19:52:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.20433639947439,52.94117647058824,1610612738,17,12,2022-03-13T19:52:40Z,500000,15.0,68.0,1,right,M. Smart 6' turnaround Jump Shot (2 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,6.94,Made,2.0,,,,,,,,,,,,,,,,,,
51,PT05M39.00S,2022-03-13T19:52:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,34.11629434954008,61.51960784313726,1610612742,17,12,2022-03-13T19:53:00Z,510000,-58.0,268.0,1,left,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
52,PT05M37.00S,2022-03-13T19:52:34.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,17,12,2022-03-13T19:53:00Z,520000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,
53,PT05M33.00S,2022-03-13T19:52:40.9Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,17,12,2022-03-13T19:53:07Z,530000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1626300.0,2.0,,,,,,,,,,,,,
54,PT05M33.00S,2022-03-13T19:52:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,12,2022-03-13T19:52:54Z,540000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612742,17,12,2022-03-13T19:56:20Z,550000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,out,[],201143,,,1610612742,17,12,2022-03-13T19:56:20Z,560000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,out,[],203939,,,1610612742,17,12,2022-03-13T19:56:20Z,570000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,in,[],1628401,,,1610612742,17,12,2022-03-13T19:56:20Z,580000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612742,17,12,2022-03-13T19:56:20Z,590000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M33.00S,2022-03-13T19:55:48.4Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,17,12,2022-03-13T19:56:20Z,600000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M08.00S,2022-03-13T19:56:41.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,6.915243101182654,95.83333333333334,1610612742,17,12,2022-03-13T19:57:16Z,610000,-229.0,13.0,1,left,MISS L. Doncic 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M07.00S,2022-03-13T19:56:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,17,12,2022-03-13T19:56:52Z,620000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,
63,PT05M07.00S,2022-03-13T19:56:46.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612742,17,12,2022-03-13T19:57:04Z,630000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M01.00S,2022-03-13T19:57:03.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,77.7431011826544,58.57843137254902,1610612738,17,12,2022-03-13T19:57:33Z,640000,43.0,157.0,1,right,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.25,Missed,,,,,,,,,,,,,,,,,,,
65,PT04M59.00S,2022-03-13T19:57:05.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,17,12,2022-03-13T19:57:33Z,650000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,
66,PT04M51.00S,2022-03-13T19:57:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612742,17,12,2022-03-13T19:57:23Z,660000,,,0,,D. White shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1628401, 203915]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,101284.0,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0,
70,PT04M51.00S,2022-03-13T19:57:38.2Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,17,12,2022-03-13T20:14:08Z,677500,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M51.00S,2022-03-13T19:57:38.2Z,1,REGULAR,substitution,in,[],203504,,,1610612742,17,12,2022-03-13T20:14:08Z,681250,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M51.00S,2022-03-13T19:57:38.7Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,17,12,2022-03-13T20:15:06Z,685000,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
69,PT04M51.00S,2022-03-13T19:57:38.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,17,12,2022-03-13T20:15:06Z,692500,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,
72,PT04M51.00S,2022-03-13T19:57:38.7Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,17,12,2022-03-13T20:15:06Z,696250,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
73,PT04M50.00S,2022-03-13T19:57:39.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,17,12,2022-03-13T20:15:06Z,698125,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,
74,PT04M35.00S,2022-03-13T19:58:07.6Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612738,17,12,2022-03-13T19:58:59Z,715000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (White 2 FT),"[203915, 1628401]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,1626300.0,,,,,,,,,,1.0,0.0,White,1628401.0,
76,PT04M35.00S,2022-03-13T19:58:39.6Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,18,12,2022-03-13T19:59:10Z,760000,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
77,PT04M35.00S,2022-03-13T19:58:39.6Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,18,12,2022-03-13T19:59:10Z,770000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M35.00S,2022-03-13T19:58:39.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,18,12,2022-03-13T19:59:10Z,780000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,
79,PT04M22.00S,2022-03-13T19:59:09.0Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612742,18,12,2022-03-13T19:59:21Z,790000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629057, 1629029]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1626300.0,,,,,,,,,,1.0,0.0,Doncic,1629029.0,
81,PT04M22.00S,2022-03-13T19:59:40.7Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,18,13,2022-03-13T19:59:40Z,810000,,,0,,L. Doncic Free Throw 1 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
82,PT04M22.00S,2022-03-13T19:59:58.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,18,14,2022-03-13T19:59:58Z,820000,,,0,,L. Doncic Free Throw 2 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
83,PT04M10.00S,2022-03-13T20:00:15.9Z,1,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,18,14,2022-03-13T20:00:30Z,830000,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,bad pass,,,Williams,G. Williams,,,,,,,,,,,200834.0,1.0,,,,,,,,,,,,,
84,PT03M58.00S,2022-03-13T20:00:35.8Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,18,14,2022-03-13T20:00:41Z,840000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1629684]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,2.0,,,,,,,Williams,1629684.0,,,,,
85,PT03M58.00S,2022-03-13T20:00:35.8Z,1,REGULAR,steal,,[],1629684,,,1610612738,18,14,2022-03-13T20:00:37Z,850000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M51.00S,2022-03-13T20:00:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.32917214191852,56.86274509803921,1610612738,18,14,2022-03-13T20:03:12Z,860000,34.0,20.0,1,right,MISS J. Brown Layup - blocked,"[1627759, 1628467]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.95,Missed,,,,,,,Kleber,1628467.0,,,,,,,,,,,
87,PT03M51.00S,2022-03-13T20:00:43.4Z,1,REGULAR,block,,[],1628467,,,1610612738,18,14,2022-03-13T20:00:45Z,870000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M49.00S,2022-03-13T20:00:45.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,18,14,2022-03-13T20:01:26Z,880000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,86.0,3.0,3.0,0.0,,,,,,,
