actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
272,PT02M32.00S,2022-01-22T01:28:49.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,84.44480946123521,49.50980392156863,1610612738,51,47,2022-01-22T01:29:18Z,2710000,-2.0,94.0,1,right,R. Williams III 9' turnaround fadeaway Jump Shot (4 PTS),[1629057],1610612738.0,BOS,turnaround fadeaway,,,Williams III,R. Williams III,,,,,9.37,Made,,,,,,,,,,4.0,,,,,,,,,
273,PT02M32.00S,2022-01-22T01:28:55.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203496,,,1610612738,51,47,2022-01-22T01:29:07Z,2720000,,,0,,R. Covington shooting personal FOUL (3 PF) (Williams III 1 FT),"[203496, 1629057]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,,,,,,,1627962.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,,
275,PT02M32.00S,2022-01-22T01:29:02.9Z,2,REGULAR,substitution,out,[],1630570,,,1610612738,51,47,2022-01-22T01:29:06Z,2740000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M32.00S,2022-01-22T01:29:02.9Z,2,REGULAR,substitution,in,[],203994,,,1610612738,51,47,2022-01-22T01:29:06Z,2750000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M32.00S,2022-01-22T01:29:02.9Z,2,REGULAR,substitution,out,[],203463,,,1610612738,51,47,2022-01-22T01:29:28Z,2780000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M32.00S,2022-01-22T01:29:02.9Z,2,REGULAR,substitution,in,[],1629642,,,1610612738,51,47,2022-01-22T01:29:28Z,2790000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M32.00S,2022-01-22T01:29:38.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629057,,,1610612738,52,47,2022-01-22T01:29:38Z,2800000,,,0,,R. Williams III Free Throw 1 of 1 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
282,PT02M23.00S,2022-01-22T01:29:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612757,52,47,2022-01-22T01:30:15Z,2810000,,,0,,J. Brown personal FOUL (1 PF) (Nurkic 2 FT),"[1627759, 203994]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1627962.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,
284,PT02M23.00S,2022-01-22T01:30:19.5Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,52,48,2022-01-22T01:30:19Z,2830000,,,0,,J. Nurkic Free Throw 1 of 2 (8 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
285,PT02M23.00S,2022-01-22T01:30:34.1Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,52,49,2022-01-22T01:30:34Z,2840000,,,0,,J. Nurkic Free Throw 2 of 2 (9 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
286,PT02M04.00S,2022-01-22T01:30:57.2Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,52,49,2022-01-22T01:31:03Z,2850000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203994]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,,,,Nurkic,203994.0,,,
287,PT02M04.00S,2022-01-22T01:30:57.2Z,2,REGULAR,steal,,[],203994,,,1610612757,52,49,2022-01-22T01:32:45Z,2860000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M57.00S,2022-01-22T01:31:03.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,25.312089356110377,82.59803921568627,1610612757,52,52,2022-01-22T01:31:16Z,2870000,-163.0,185.0,1,left,C. McCollum 24' 3PT running pullup (13 PTS),[203468],1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,24.69,Made,,,,,,,,,,13.0,,,,,,,,,
289,PT01M38.00S,2022-01-22T01:31:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.14651773981603,43.627450980392155,1610612738,52,52,2022-01-22T01:31:32Z,2880000,-32.0,31.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.43,Missed,,,,,,,,,,,,,,,,,,,
290,PT01M35.00S,2022-01-22T01:31:25.9Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,52,52,2022-01-22T01:31:32Z,2890000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,289.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
291,PT01M35.00S,2022-01-22T01:31:32.3Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,52,52,2022-01-22T01:31:39Z,2900000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612757.0,POR,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,1627962.0,,,,,,1.0,,,,,,,,
292,PT01M35.00S,2022-01-22T01:31:49.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1627759,,,1610612738,52,52,2022-01-22T01:31:56Z,2910000,,,0,,J. Brown technical FOUL (1 Tech),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1627962.0,1.0,1.0,,,,,,,,,,,,
293,PT01M35.00S,2022-01-22T01:32:07.2Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612738,52,53,2022-01-22T01:32:07Z,2920000,,,0,,A. Simons technical Free Throw 1 of 1 (11 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
294,PT01M35.00S,2022-01-22T01:32:16.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,52,53,2022-01-22T01:32:21Z,2930000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M35.00S,2022-01-22T01:32:16.6Z,2,REGULAR,substitution,in,[],201143,,,1610612738,52,53,2022-01-22T01:32:21Z,2940000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M24.00S,2022-01-22T01:32:46.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.11760840998686,50.73529411764706,1610612738,54,53,2022-01-22T01:32:51Z,2950000,4.0,12.0,1,right,J. Tatum driving Layup (12 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.27,Made,,,,,,,,,,12.0,,,,,,,,,
297,PT01M04.00S,2022-01-22T01:33:07.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,6.783837056504599,37.99019607843137,1610612757,54,53,2022-01-22T01:33:23Z,2960000,60.0,11.0,1,left,MISS J. Nurkic 6' driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,6.11,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M01.00S,2022-01-22T01:33:10.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,54,53,2022-01-22T01:33:23Z,2970000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
299,PT00M58.40S,2022-01-22T01:33:18.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612738,54,53,2022-01-22T01:33:26Z,2980000,,,0,,C. McCollum personal FOUL (1 PF) (Tatum 2 FT),"[203468, 1628369]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,1662.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
301,PT00M58.40S,2022-01-22T01:33:46.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,55,53,2022-01-22T01:34:11Z,3000000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
302,PT00M58.40S,2022-01-22T01:33:46.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,55,53,2022-01-22T01:34:11Z,3010000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M58.40S,2022-01-22T01:33:46.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,55,53,2022-01-22T01:34:11Z,3020000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
304,PT00M40.40S,2022-01-22T01:34:28.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612757,55,53,2022-01-22T01:34:34Z,3030000,,,0,,A. Horford personal FOUL (2 PF) (McCollum 2 FT),"[201143, 203468]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,1662.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,
306,PT00M40.40S,2022-01-22T01:34:48.7Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612757,55,53,2022-01-22T01:34:48Z,3050000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
307,PT00M40.40S,2022-01-22T01:34:48.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,55,53,2022-01-22T01:34:48Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,
308,PT00M40.40S,2022-01-22T01:34:51.6Z,2,REGULAR,substitution,out,[],203496,,,1610612757,55,53,2022-01-22T01:34:56Z,3070000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M40.40S,2022-01-22T01:34:51.6Z,2,REGULAR,substitution,in,[],1629604,,,1610612757,55,53,2022-01-22T01:34:56Z,3080000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M40.40S,2022-01-22T01:35:09.8Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612757,55,54,2022-01-22T01:35:09Z,3090000,,,0,,C. McCollum Free Throw 2 of 2 (14 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
311,PT00M31.10S,2022-01-22T01:35:21.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.41327201051249,72.30392156862744,1610612738,55,54,2022-01-22T01:35:48Z,3100000,112.0,244.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
312,PT00M28.90S,2022-01-22T01:35:23.3Z,2,REGULAR,rebound,defensive,[],1629604,,,1610612757,55,54,2022-01-22T01:35:25Z,3110000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
313,PT00M12.20S,2022-01-22T01:35:40.0Z,2,REGULAR,3pt,Jump Shot,[],203468,29.517082785808146,29.65686274509804,1610612757,55,54,2022-01-22T01:35:58Z,3120000,102.0,225.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
314,PT00M10.20S,2022-01-22T01:35:42.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,55,54,2022-01-22T01:35:46Z,3130000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
315,PT00M01.20S,2022-01-22T01:35:50.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,89.70105124835742,94.36274509803921,1610612738,58,54,2022-01-22T01:36:19Z,3140000,222.0,44.0,1,right,J. Brown 3PT step back (12 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,22.62,Made,,,,,,,,,,12.0,,A. Horford,201143.0,1.0,,,,,
317,PT00M00.00S,2022-01-22T01:35:59.5Z,2,REGULAR,period,end,[],0,,,1610612757,58,54,2022-01-22T01:35:59Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612757,58,54,2022-01-22T01:51:11Z,3170000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612757,58,54,2022-01-22T01:51:11Z,3180000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,out,['startperiod'],1629604,,,1610612757,58,54,2022-01-22T01:51:11Z,3190000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612757,58,54,2022-01-22T01:51:11Z,3200000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,in,['startperiod'],203471,,,1610612757,58,54,2022-01-22T01:51:11Z,3210000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-22T01:50:59.1Z,3,REGULAR,substitution,in,['startperiod'],203496,,,1610612757,58,54,2022-01-22T01:56:00Z,3225000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-01-22T01:51:24.6Z,3,REGULAR,period,start,[],0,,,1610612738,58,54,2022-01-22T01:51:24Z,3230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M37.00S,2022-01-22T01:51:46.7Z,3,REGULAR,2pt,Jump Shot,[],1628369,28.07161629434954,40.931372549019606,1610612738,60,54,2022-01-22T01:53:32Z,3240000,45.0,211.0,1,left,J. Tatum 21' pullup Jump Shot (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,21.62,Made,,,,,,,,,,15.0,,,,,,,,,
326,PT11M16.00S,2022-01-22T01:52:07.0Z,3,REGULAR,3pt,Jump Shot,[],1629642,68.80749014454665,68.38235294117648,1610612757,60,54,2022-01-22T01:52:12Z,3250000,92.0,241.0,1,right,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
327,PT11M13.00S,2022-01-22T01:52:10.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,60,54,2022-01-22T01:52:12Z,3260000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
328,PT11M06.00S,2022-01-22T01:52:16.9Z,3,REGULAR,2pt,Jump Shot,[],203471,15.719448094612352,32.1078431372549,1610612738,62,54,2022-01-22T01:52:23Z,3270000,89.0,95.0,1,left,D. Schroder 13' pullup Jump Shot (4 PTS) (J. Brown 5 AST),"[203471, 1627759]",1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,13.07,Made,,,,,,,,,,4.0,,J. Brown,1627759.0,5.0,,,,,
330,PT10M48.00S,2022-01-22T01:52:35.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,86.5473061760841,42.40196078431372,1610612757,62,54,2022-01-22T01:52:42Z,3290000,-38.0,74.0,1,right,MISS J. Nurkic 8' driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,8.32,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M45.00S,2022-01-22T01:52:38.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,54,2022-01-22T01:52:42Z,3300000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,330.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
332,PT10M40.00S,2022-01-22T01:52:42.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1628369,28.962713534822605,40.123314950980394,1610612738,62,54,2022-01-22T01:53:32Z,3310000,49.0,220.0,1,left,MISS J. Tatum 22' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.52,Missed,,,,,,,,,,,,,,,,,,,
333,PT10M38.00S,2022-01-22T01:52:44.8Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,62,54,2022-01-22T01:53:32Z,3320000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,332.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
334,PT10M30.00S,2022-01-22T01:52:53.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.77463863337714,51.9607843137255,1610612757,62,56,2022-01-22T01:55:11Z,3330000,10.0,6.0,1,right,J. Nurkic cutting Layup (11 PTS) (C. McCollum 2 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,1.15,Made,,,,,,,,,,11.0,,C. McCollum,203468.0,2.0,,,,,
336,PT10M21.00S,2022-01-22T01:53:02.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.732588699080158,52.69607843137255,1610612738,64,56,2022-01-22T01:53:10Z,3350000,-13.0,1.0,1,left,D. Schroder driving Layup (6 PTS) (A. Horford 2 AST),"[203471, 201143]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.36,Made,,,,,,,,,,6.0,,A. Horford,201143.0,2.0,,,,,
338,PT10M21.00S,2022-01-22T01:53:07.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,64,56,2022-01-22T01:53:07Z,3370000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M05.00S,2022-01-22T01:56:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,80.3712220762155,62.5,1610612757,64,58,2022-01-22T01:56:18Z,3380000,62.0,132.0,1,right,A. Simons 14' pullup Jump Shot (13 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,14.6,Made,,,,,,,,,,13.0,,,,,,,,,
341,PT09M46.00S,2022-01-22T01:56:36.3Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612738,64,58,2022-01-22T01:56:53Z,3390000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Tatum 2 FT),"[203994, 1628369]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,1627962.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
343,PT09M46.00S,2022-01-22T01:56:57.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,65,58,2022-01-22T01:56:57Z,3410000,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
344,PT09M46.00S,2022-01-22T01:57:10.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,66,58,2022-01-22T01:57:10Z,3420000,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
345,PT09M32.00S,2022-01-22T01:57:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.56307490144546,53.92156862745098,1610612757,66,58,2022-01-22T01:57:35Z,3430000,20.0,-1.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M30.00S,2022-01-22T01:57:28.7Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,66,58,2022-01-22T01:57:35Z,3440000,,,0,,J. Nurkic REBOUND (Off:3 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,345.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
347,PT09M30.00S,2022-01-22T01:57:35.8Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612757,66,58,2022-01-22T01:57:44Z,3450000,,,0,,J. Brown shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1627759, 203994]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,1627962.0,2.0,1.0,Nurkic,203994.0,,,,,,,,,,
349,PT09M30.00S,2022-01-22T01:57:56.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,66,58,2022-01-22T01:57:56Z,3470000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
350,PT09M30.00S,2022-01-22T01:57:56.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,66,58,2022-01-22T01:57:56Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,
351,PT09M30.00S,2022-01-22T01:57:56.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,66,58,2022-01-22T01:58:15Z,3490000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
352,PT09M30.00S,2022-01-22T01:57:56.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,58,2022-01-22T01:58:15Z,3500000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
353,PT09M09.00S,2022-01-22T01:58:30.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,21.50131406044678,89.70588235294117,1610612738,66,58,2022-01-22T01:58:35Z,3510000,-199.0,150.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M06.00S,2022-01-22T01:58:33.3Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,66,58,2022-01-22T01:58:35Z,3520000,,,0,,N. Little REBOUND (Off:0 Def:5),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,353.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
355,PT08M51.00S,2022-01-22T01:58:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.59198423127464,45.09803921568628,1610612757,66,60,2022-01-22T01:58:51Z,3530000,-25.0,17.0,1,right,J. Nurkic driving Layup (13 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.99,Made,,,,,,,,,,13.0,,,,,,,,,
356,PT08M34.00S,2022-01-22T01:59:05.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,26.757555847568987,51.9607843137255,1610612738,68,60,2022-01-22T01:59:12Z,3540000,-10.0,199.0,1,left,J. Brown 19' pullup Jump Shot (14 PTS) (D. Schroder 4 AST),"[1627759, 203471]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,19.92,Made,,,,,,,,,,14.0,,D. Schroder,203471.0,4.0,,,,,
358,PT08M23.00S,2022-01-22T01:59:16.0Z,3,REGULAR,3pt,Jump Shot,[],203468,68.9388961892247,74.50980392156863,1610612757,68,63,2022-01-22T01:59:29Z,3560000,123.0,239.0,1,right,C. McCollum 26' 3PT step back (17 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,26.9,Made,,,,,,,,,,17.0,,,,,,,,,
359,PT08M10.00S,2022-01-22T01:59:32.4Z,3,REGULAR,foul,personal,[],203994,,,1610612738,68,63,2022-01-22T01:59:45Z,3570000,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 1628369]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,1627962.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,
361,PT08M00.00S,2022-01-22T01:59:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.492115637319317,42.15686274509804,1610612738,68,63,2022-01-22T02:00:05Z,3590000,39.0,27.0,1,left,MISS J. Brown cutting Layup,[1627759],1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,4.78,Missed,,,,,,,,,,,,,,,,,,,
362,PT07M58.00S,2022-01-22T02:00:00.4Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,68,63,2022-01-22T02:00:05Z,3600000,,,0,,J. Nurkic REBOUND (Off:3 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,361.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
