actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
30,PT10M08.00S,2021-12-18T00:48:08.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,3,4,2021-12-18T00:48:08Z,300000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,
31,PT10M08.00S,2021-12-18T00:48:27.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626172,,,1610612744,3,5,2021-12-18T00:48:27Z,310000,,,0,,K. Looney Free Throw 2 of 2 (1 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
32,PT09M53.00S,2021-12-18T00:48:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,47.549019607843135,1610612738,3,5,2021-12-18T00:48:51Z,320000,-12.0,23.0,1,right,MISS J. Tatum driving finger roll Layup - blocked,"[1628369, 203952]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.63,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0,
34,PT09M53.00S,2021-12-18T00:48:42.7Z,1,REGULAR,block,,[],203952,,,1610612738,3,5,2021-12-18T00:48:51Z,325000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M51.00S,2021-12-18T00:48:44.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,5,2021-12-18T00:48:51Z,330000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
35,PT09M34.00S,2021-12-18T00:49:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,26.363337713534822,18.872549019607842,1610612744,3,5,2021-12-18T00:49:07Z,340000,156.0,195.0,1,left,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M32.00S,2021-12-18T00:49:03.6Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,3,5,2021-12-18T00:49:07Z,350000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT09M21.00S,2021-12-18T00:49:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629641,77.08607095926413,10.784313725490197,1610612738,3,5,2021-12-18T00:49:19Z,360000,-196.0,163.0,1,right,MISS R. Langford 25' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M19.00S,2021-12-18T00:49:16.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,5,2021-12-18T00:49:19Z,370000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT09M14.00S,2021-12-18T00:49:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630541,7.30946123521682,46.568627450980394,1610612744,3,5,2021-12-18T00:49:27Z,380000,17.0,16.0,1,left,MISS M. Moody running Layup,[1630541],1610612744.0,GSW,running,,,Moody,M. Moody,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M13.00S,2021-12-18T00:49:22.1Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,3,5,2021-12-18T00:49:27Z,390000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
41,PT09M10.00S,2021-12-18T00:49:27.8Z,1,REGULAR,foul,personal,[],1626172,,,1610612738,3,5,2021-12-18T00:49:35Z,400000,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 1628369]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,204059.0,,,,,,,1.0,0.0,Tatum,1628369.0,,,
43,PT09M05.00S,2021-12-18T00:49:51.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,77.08607095926413,87.99019607843137,1610612738,3,5,2021-12-18T00:49:56Z,420000,190.0,163.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
44,PT09M03.00S,2021-12-18T00:49:53.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,5,2021-12-18T00:49:56Z,430000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
45,PT08M59.00S,2021-12-18T00:49:57.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630541,6.389618922470433,48.03921568627451,1610612744,3,7,2021-12-18T00:50:03Z,440000,10.0,8.0,1,left,M. Moody running DUNK (2 PTS) (A. Wiggins 1 AST),"[1630541, 203952]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,1.24,Made,,,,,2.0,,,A. Wiggins,203952.0,1.0,,,,,,,,,
47,PT08M35.00S,2021-12-18T00:50:21.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,66.96780551905388,26.96078431372549,1610612738,3,7,2021-12-18T00:50:31Z,460000,-115.0,258.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.26,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M31.00S,2021-12-18T00:50:25.4Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,3,7,2021-12-18T00:50:31Z,470000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
49,PT08M29.00S,2021-12-18T00:50:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,91.40932982917214,59.55882352941176,1610612738,3,7,2021-12-18T00:50:38Z,480000,48.0,28.0,1,right,MISS R. Langford driving Layup - blocked,"[1629641, 1626172]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,5.55,Missed,,,,,,,,,,,,,,,,,Looney,1626172.0,
50,PT08M29.00S,2021-12-18T00:50:29.5Z,1,REGULAR,block,,[],1626172,,,1610612738,3,7,2021-12-18T00:50:31Z,490000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M28.00S,2021-12-18T00:50:30.5Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,3,7,2021-12-18T00:50:38Z,500000,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,49.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
52,PT08M20.00S,2021-12-18T00:50:38.0Z,1,REGULAR,3pt,Jump Shot,[],201939,25.837713534822605,83.08823529411765,1610612744,3,10,2021-12-18T00:50:45Z,510000,-165.0,190.0,1,left,S. Curry 25' 3PT  (3 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.22,Made,,,,,3.0,,,D. Green,203110.0,2.0,,,,,,,,,
54,PT08M20.00S,2021-12-18T00:50:41.7Z,1,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612744,3,10,2021-12-18T00:50:49Z,530000,,,0,,J. Brown shooting personal FOUL (1 PF) (Curry 1 FT),"[1627759, 201939]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Curry,201939.0,,,
56,PT08M20.00S,2021-12-18T00:51:12.7Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,3,11,2021-12-18T00:51:12Z,550000,,,0,,S. Curry Free Throw 1 of 1 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
57,PT08M09.00S,2021-12-18T00:51:26.4Z,1,REGULAR,3pt,Jump Shot,[],1629641,89.96386333771353,4.411764705882353,1610612738,3,11,2021-12-18T00:51:33Z,560000,-228.0,42.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
58,PT08M07.00S,2021-12-18T00:51:28.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,3,11,2021-12-18T00:51:33Z,570000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT07M58.00S,2021-12-18T00:51:36.9Z,1,REGULAR,3pt,Jump Shot,[],201939,25.969119579500656,83.82352941176471,1610612744,3,14,2021-12-18T00:51:42Z,580000,-169.0,192.0,1,left,S. Curry 25' 3PT step back (7 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.55,Made,,,,,7.0,,,,,,,,,,,,,,
60,PT07M56.00S,2021-12-18T00:51:43.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,3,14,2021-12-18T00:51:43Z,590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M40.00S,2021-12-18T00:55:22.3Z,1,REGULAR,3pt,Jump Shot,[],203935,70.12155059132719,76.47058823529412,1610612738,6,14,2021-12-18T00:55:27Z,600000,132.0,228.0,1,right,M. Smart 26' 3PT  (3 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.4,Made,,,,,3.0,,,J. Tatum,1628369.0,2.0,,,,,,,,,
63,PT07M20.00S,2021-12-18T00:55:41.5Z,1,REGULAR,3pt,Jump Shot,[],201939,19.92444152431012,7.598039215686274,1610612744,6,14,2021-12-18T00:56:22Z,620000,212.0,135.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M19.00S,2021-12-18T00:55:43.8Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,6,14,2021-12-18T00:55:43Z,630000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT07M11.00S,2021-12-18T00:55:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,64.70588235294117,1610612738,6,14,2021-12-18T00:56:25Z,640000,74.0,252.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
66,PT07M09.00S,2021-12-18T00:55:53.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,14,2021-12-18T00:56:36Z,650000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT07M03.00S,2021-12-18T00:56:01.9Z,1,REGULAR,foul,personal,[],203935,,,1610612744,6,14,2021-12-18T00:56:27Z,660000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203952]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1148.0,,,,,,,1.0,0.0,Wiggins,203952.0,,,
69,PT06M53.00S,2021-12-18T00:56:25.2Z,1,REGULAR,2pt,Jump Shot,[],203952,8.754927726675426,82.84313725490196,1610612744,6,16,2021-12-18T00:56:30Z,680000,-164.0,30.0,1,left,A. Wiggins 16' step back Jump Shot (6 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,16.69,Made,,,,,6.0,,,,,,,,,,,,,,
70,PT06M36.00S,2021-12-18T00:56:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,85.23324572930355,53.67647058823529,1610612738,6,16,2021-12-18T00:56:51Z,690000,18.0,86.0,1,right,MISS J. Brown 8' driving Layup - blocked,"[1627759, 1630541]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,8.82,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0,
71,PT06M36.00S,2021-12-18T00:56:42.7Z,1,REGULAR,block,,[],1630541,,,1610612738,6,16,2021-12-18T00:56:45Z,700000,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2021-12-18T00:56:44.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,6,16,2021-12-18T00:56:51Z,710000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,70.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
73,PT06M28.00S,2021-12-18T00:56:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626172,7.178055190538765,47.794117647058826,1610612744,6,18,2021-12-18T00:56:57Z,720000,11.0,15.0,1,left,K. Looney cutting Layup (3 PTS) (D. Green 3 AST),"[1626172, 203110]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.86,Made,,,,,3.0,,,D. Green,203110.0,3.0,,,,,,,,,
75,PT06M19.00S,2021-12-18T00:57:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.5407358738502,45.588235294117645,1610612738,8,18,2021-12-18T00:57:06Z,740000,-22.0,27.0,1,right,M. Smart driving Layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.49,Made,,,,,5.0,,,,,,,,,,,,,,
76,PT06M01.00S,2021-12-18T00:57:17.1Z,1,REGULAR,2pt,Jump Shot,[],203952,7.440867279894875,77.94117647058823,1610612744,8,18,2021-12-18T00:57:25Z,750000,-140.0,17.0,1,left,MISS A. Wiggins 14' fadeaway bank Shot,[203952],1610612744.0,GSW,fadeaway bank,,,Wiggins,A. Wiggins,,,,,14.08,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M59.00S,2021-12-18T00:57:19.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,8,18,2021-12-18T00:57:25Z,760000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,76.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
78,PT05M57.00S,2021-12-18T00:57:23.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630541,18.610381077529567,33.33333333333333,1610612744,8,18,2021-12-18T00:57:39Z,770000,83.0,122.0,1,left,MISS M. Moody 14' driving floating Shot,[1630541],1610612744.0,GSW,driving floating,,,Moody,M. Moody,,,,,14.81,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2021-12-18T00:57:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,8,18,2021-12-18T00:57:56Z,780000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,
80,PT05M53.00S,2021-12-18T00:57:30.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,8,18,2021-12-18T00:57:30Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2021-12-18T00:57:41.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612744,8,18,2021-12-18T00:57:51Z,800000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M53.00S,2021-12-18T00:57:41.1Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,8,18,2021-12-18T00:57:51Z,810000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M53.00S,2021-12-18T00:57:41.1Z,1,REGULAR,substitution,in,[],1626196,,,1610612744,8,18,2021-12-18T00:57:51Z,820000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M53.00S,2021-12-18T00:57:41.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,8,18,2021-12-18T00:57:51Z,830000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2021-12-18T00:58:04.3Z,1,REGULAR,foul,personal,[],1627759,,,1610612744,8,18,2021-12-18T00:58:08Z,840000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201939]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,204058.0,,,,,,,2.0,0.0,Curry,201939.0,,,
87,PT05M36.00S,2021-12-18T00:58:37.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201939,9.674770039421814,74.50980392156863,1610612744,8,20,2021-12-18T00:58:42Z,860000,-123.0,38.0,1,left,S. Curry 12' driving floating Jump Shot (9 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,12.84,Made,,,,,9.0,,,D. Green,203110.0,4.0,,,,,,,,,
89,PT05M21.00S,2021-12-18T00:58:55.6Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612738,8,20,2021-12-18T00:59:26Z,880000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Langford 2 FT),"[203952, 1629641]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,204058.0,,,,,,,1.0,0.0,Langford,1629641.0,,,
91,PT05M21.00S,2021-12-18T00:59:30.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,8,20,2021-12-18T01:00:33Z,900000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,Common Foul Upheld
92,PT05M21.00S,2021-12-18T01:01:10.3Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,9,20,2021-12-18T01:01:10Z,910000,,,0,,R. Langford Free Throw 1 of 2 (1 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
