actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
184,PT10M15.00S,2021-12-18T01:20:59.5Z,2,REGULAR,3pt,Jump Shot,[],203952,7.30946123521682,94.85294117647058,1610612744,33,41,2021-12-18T01:21:24Z,1830000,-224.0,16.0,1,left,A. Wiggins 3PT  (13 PTS) (N. Bjelica 2 AST),"[203952, 202357]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.49,Made,,,,,13.0,,,N. Bjelica,202357.0,2.0,,,,,,,,,
186,PT09M55.00S,2021-12-18T01:21:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,93.38042049934296,50.245098039215684,1610612738,35,41,2021-12-18T01:22:03Z,1850000,1.0,10.0,1,right,E. Freedom driving Layup (4 PTS) (J. Tatum 5 AST),"[202683, 1628369]",1610612738.0,BOS,driving,,,Freedom,E. Freedom,,,,,0.98,Made,,,,,4.0,,,J. Tatum,1628369.0,5.0,,,,,,,,,
188,PT09M40.00S,2021-12-18T01:21:34.6Z,2,REGULAR,3pt,Jump Shot,[],2738,29.38567674113009,26.715686274509803,1610612744,35,41,2021-12-18T01:21:40Z,1870000,116.0,224.0,1,left,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M36.00S,2021-12-18T01:21:38.6Z,2,REGULAR,rebound,offensive,[],1629185,,,1610612744,35,41,2021-12-18T01:21:40Z,1880000,,,0,,C. Chiozza REBOUND (Off:1 Def:0),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,188.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
190,PT09M25.00S,2021-12-18T01:21:51.0Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612744,35,41,2021-12-18T01:21:59Z,1890000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Bjelica 2 FT),"[1630174, 202357]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,204058.0,,,,,,,2.0,0.0,Bjelica,202357.0,,,
192,PT09M25.00S,2021-12-18T01:22:16.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202357,,,1610612744,35,42,2021-12-18T01:22:16Z,1910000,,,0,,N. Bjelica Free Throw 1 of 2 (1 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
193,PT09M25.00S,2021-12-18T01:22:31.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202357,,,1610612744,35,43,2021-12-18T01:22:31Z,1920000,,,0,,N. Bjelica Free Throw 2 of 2 (2 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
194,PT09M16.00S,2021-12-18T01:22:43.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,64.20827858081472,56.61764705882353,1610612738,35,43,2021-12-18T01:23:35Z,1930000,33.0,284.0,1,right,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,28.58,Missed,,,,,,,,,,,,,,,,,,,
195,PT09M13.00S,2021-12-18T01:22:46.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,35,43,2021-12-18T01:22:55Z,1940000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,
196,PT09M13.00S,2021-12-18T01:22:55.4Z,2,REGULAR,foul,personal,[],1630174,,,1610612744,35,43,2021-12-18T01:23:01Z,1950000,,,0,,A. Nesmith loose ball personal FOUL (3 PF),"[1630174, 203952]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,204058.0,,,,,,,3.0,0.0,Wiggins,203952.0,,,
198,PT09M13.00S,2021-12-18T01:23:04.7Z,2,REGULAR,substitution,out,[],1630174,,,1610612744,35,43,2021-12-18T01:23:07Z,1970000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M13.00S,2021-12-18T01:23:04.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612744,35,43,2021-12-18T01:23:07Z,1980000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2021-12-18T01:23:31.9Z,2,REGULAR,foul,personal,[],1628369,,,1610612744,35,43,2021-12-18T01:23:37Z,1990000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 202357]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,204058.0,,,,,,,1.0,0.0,Bjelica,202357.0,,,
202,PT08M56.00S,2021-12-18T01:23:53.8Z,2,REGULAR,3pt,Jump Shot,[],1629185,31.61957950065703,69.85294117647058,1610612744,35,43,2021-12-18T01:24:03Z,2010000,-99.0,245.0,1,left,MISS C. Chiozza 26' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M54.00S,2021-12-18T01:23:55.8Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,35,43,2021-12-18T01:24:03Z,2020000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,202.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
204,PT08M54.00S,2021-12-18T01:23:59.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203952,5.590000152587891,50.0,1610612744,35,43,2021-12-18T01:24:16Z,2030000,0.0,0.0,1,left,MISS A. Wiggins tip DUNK,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2021-12-18T01:24:01.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,35,43,2021-12-18T01:24:16Z,2040000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
206,PT08M44.00S,2021-12-18T01:24:04.9Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,35,43,2021-12-18T01:24:25Z,2050000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 2738]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,2.0,,,,Iguodala,2738.0,,,,,,,
207,PT08M44.00S,2021-12-18T01:24:04.9Z,2,REGULAR,steal,,[],2738,,,1610612744,35,43,2021-12-18T01:24:06Z,2060000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M42.00S,2021-12-18T01:24:07.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2738,5.732588699080158,50.245098039215684,1610612744,35,45,2021-12-18T01:25:47Z,2070000,-1.0,1.0,1,left,A. Iguodala running DUNK (2 PTS),[2738],1610612744.0,GSW,running,,,Iguodala,A. Iguodala,,,,,0.18,Made,,,,,2.0,,,,,,,,,,,,,,
209,PT08M32.00S,2021-12-18T01:24:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.94809461235218,44.85294117647059,1610612738,35,45,2021-12-18T01:24:37Z,2080000,-26.0,117.0,1,right,MISS J. Brown 12' driving floating Shot - blocked,"[1627759, 202357]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,12.0,Missed,,,,,,,,,,,,,,,,,Bjelica,202357.0,
210,PT08M32.00S,2021-12-18T01:24:27.8Z,2,REGULAR,block,,[],202357,,,1610612738,35,45,2021-12-18T01:24:31Z,2090000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M31.00S,2021-12-18T01:24:28.8Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,35,45,2021-12-18T01:24:37Z,2100000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
212,PT08M26.00S,2021-12-18T01:24:34.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202357,8.09789750328515,46.81372549019608,1610612744,35,45,2021-12-18T01:24:48Z,2110000,16.0,24.0,1,left,MISS N. Bjelica running Layup,[202357],1610612744.0,GSW,running,,,Bjelica,N. Bjelica,,,,,2.85,Missed,,,,,,,,,,,,,,,,,,,
213,PT08M25.00S,2021-12-18T01:24:35.6Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,35,45,2021-12-18T01:24:48Z,2120000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
214,PT08M25.00S,2021-12-18T01:24:37.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202357,5.590000152587891,50.0,1610612744,35,47,2021-12-18T01:24:53Z,2130000,0.0,0.0,1,left,N. Bjelica tip Layup (4 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
215,PT08M24.00S,2021-12-18T01:24:39.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,47,2021-12-18T01:24:39Z,2140000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M24.00S,2021-12-18T01:27:33.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,35,47,2021-12-18T01:28:03Z,2150000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M24.00S,2021-12-18T01:27:33.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,35,47,2021-12-18T01:28:03Z,2160000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M24.00S,2021-12-18T01:27:33.1Z,2,REGULAR,substitution,in,[],203935,,,1610612738,35,47,2021-12-18T01:28:03Z,2170000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M24.00S,2021-12-18T01:27:33.1Z,2,REGULAR,substitution,in,[],1630271,,,1610612738,35,47,2021-12-18T01:28:03Z,2180000,,,0,,SUB in: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M06.00S,2021-12-18T01:28:20.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202683,90.09526938239159,47.05882352941176,1610612738,35,47,2021-12-18T01:28:30Z,2190000,-15.0,41.0,1,right,MISS E. Freedom turnaround Hook - blocked,"[202683, 2738]",1610612738.0,BOS,turnaround,,,Freedom,E. Freedom,,,,,4.32,Missed,,,,,,,,,,,,,,,,,Iguodala,2738.0,
221,PT08M06.00S,2021-12-18T01:28:20.8Z,2,REGULAR,block,,[],2738,,,1610612738,35,47,2021-12-18T01:28:23Z,2200000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M04.00S,2021-12-18T01:28:22.8Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,35,47,2021-12-18T01:28:30Z,2210000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,220.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
223,PT07M51.00S,2021-12-18T01:28:36.1Z,2,REGULAR,3pt,Jump Shot,[],2738,32.802233902759525,44.36274509803921,1610612744,35,47,2021-12-18T01:28:45Z,2220000,28.0,256.0,1,left,MISS A. Iguodala 25' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
224,PT07M49.00S,2021-12-18T01:28:38.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,35,47,2021-12-18T01:28:45Z,2230000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
225,PT07M36.00S,2021-12-18T01:28:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,93.11760840998686,59.31372549019608,1610612738,35,47,2021-12-18T01:28:58Z,2240000,47.0,12.0,1,right,MISS M. Smart fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,4.82,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M34.00S,2021-12-18T01:28:52.2Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,35,47,2021-12-18T01:28:58Z,2250000,,,0,,E. Freedom REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,225.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
227,PT07M34.00S,2021-12-18T01:28:53.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202683,94.40999984741211,50.0,1610612738,37,47,2021-12-18T01:29:04Z,2260000,0.0,0.0,1,right,E. Freedom tip Layup (6 PTS),[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
228,PT07M22.00S,2021-12-18T01:29:04.5Z,2,REGULAR,2pt,Jump Shot,[],203952,10.85742444152431,73.77450980392157,1610612744,37,49,2021-12-18T01:29:27Z,2270000,-119.0,50.0,1,left,A. Wiggins 12' pullup Jump Shot (15 PTS) (A. Iguodala 3 AST),"[203952, 2738]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,12.88,Made,,,,,15.0,,,A. Iguodala,2738.0,3.0,,,,,,,,,
247,PT07M04.00S,2021-12-18T01:29:13.6Z,2,REGULAR,turnover,lost ball,[],1630271,,,1610612738,37,49,2021-12-18T01:32:50Z,2277500,,,0,,B. Thomas lost ball TURNOVER (1 TO),"[1630271, 2738]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,1.0,,,,Iguodala,2738.0,,,,,,,
248,PT07M04.00S,2021-12-18T01:29:13.6Z,2,REGULAR,steal,,[],2738,,,1610612744,37,49,2021-12-18T01:32:50Z,2278750,,,0,,A. Iguodala STEAL (2 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M57.00S,2021-12-18T01:29:30.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202357,30.831143232588698,79.41176470588235,1610612744,37,49,2021-12-18T01:32:54Z,2310000,-147.0,237.0,1,left,MISS N. Bjelica 27' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M57.00S,2021-12-18T01:29:30.3Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,37,49,2021-12-18T01:29:36Z,2320000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
235,PT06M52.00S,2021-12-18T01:29:37.4Z,2,REGULAR,foul,personal,[],202357,,,1610612738,37,49,2021-12-18T01:30:19Z,2330000,,,0,,N. Bjelica personal FOUL (1 PF),"[202357, 202683]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,204058.0,,,,,,,1.0,0.0,Freedom,202683.0,,,
237,PT06M52.00S,2021-12-18T01:29:48.6Z,2,REGULAR,substitution,out,[],202357,,,1610612738,37,49,2021-12-18T01:29:51Z,2350000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M52.00S,2021-12-18T01:29:48.6Z,2,REGULAR,substitution,in,[],1626172,,,1610612738,37,49,2021-12-18T01:29:51Z,2360000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M44.00S,2021-12-18T01:30:13.5Z,2,REGULAR,3pt,Jump Shot,[],203935,65.91655716162943,63.725490196078425,1610612738,37,49,2021-12-18T01:30:24Z,2370000,69.0,268.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M41.00S,2021-12-18T01:30:16.5Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,37,49,2021-12-18T01:30:24Z,2380000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,239.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
241,PT06M24.00S,2021-12-18T01:30:33.5Z,2,REGULAR,3pt,Jump Shot,[],2738,15.850854139290407,95.58823529411765,1610612744,37,52,2021-12-18T01:30:37Z,2390000,-228.0,96.0,1,left,A. Iguodala 24' 3PT  (5 PTS) (A. Wiggins 2 AST),"[2738, 203952]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,24.75,Made,,,,,5.0,,,A. Wiggins,203952.0,2.0,,,,,,,,,
243,PT06M14.00S,2021-12-18T01:30:43.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.78777923784494,43.627450980392155,1610612738,39,52,2021-12-18T01:30:48Z,2410000,-32.0,100.0,1,right,M. Smart 10' driving floating Jump Shot (9 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,10.49,Made,,,,,9.0,,,,,,,,,,,,,,
244,PT06M03.00S,2021-12-18T01:30:54.3Z,2,REGULAR,3pt,Jump Shot,[],203952,21.107095926412615,93.38235294117648,1610612744,39,55,2021-12-18T01:30:58Z,2420000,-217.0,146.0,1,left,A. Wiggins 26' 3PT  (18 PTS) (A. Iguodala 4 AST),"[203952, 2738]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.14,Made,,,,,18.0,,,A. Iguodala,2738.0,4.0,,,,,,,,,
246,PT06M02.00S,2021-12-18T01:31:03.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,39,55,2021-12-18T01:31:03Z,2440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M02.00S,2021-12-18T01:33:55.1Z,2,REGULAR,substitution,out,[],202683,,,1610612738,39,55,2021-12-18T01:34:26Z,2450000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M02.00S,2021-12-18T01:33:55.1Z,2,REGULAR,substitution,out,[],2738,,,1610612738,39,55,2021-12-18T01:34:26Z,2460000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M02.00S,2021-12-18T01:33:55.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,39,55,2021-12-18T01:34:26Z,2470000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M02.00S,2021-12-18T01:33:55.1Z,2,REGULAR,substitution,in,[],203110,,,1610612738,39,55,2021-12-18T01:34:26Z,2480000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M49.00S,2021-12-18T01:34:40.4Z,2,REGULAR,3pt,Jump Shot,[],1630271,84.44480946123521,97.30392156862744,1610612738,39,55,2021-12-18T01:34:47Z,2490000,237.0,94.0,1,right,MISS B. Thomas 25' 3PT,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
254,PT05M45.00S,2021-12-18T01:34:44.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,39,55,2021-12-18T01:34:47Z,2500000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,
255,PT05M45.00S,2021-12-18T01:34:47.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,39,55,2021-12-18T01:34:47Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M36.00S,2021-12-18T01:34:59.4Z,2,REGULAR,3pt,Jump Shot,[],203952,20.71287779237845,92.64705882352942,1610612744,39,58,2021-12-18T01:35:03Z,2520000,-213.0,142.0,1,left,A. Wiggins 25' 3PT  (21 PTS) (D. Green 5 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.63,Made,,,,,21.0,,,D. Green,203110.0,5.0,,,,,,,,,
259,PT05M31.00S,2021-12-18T01:35:05.0Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,39,58,2021-12-18T01:35:42Z,2550000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629185]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,3.0,,,,Chiozza,1629185.0,,,,,,,
260,PT05M31.00S,2021-12-18T01:35:05.0Z,2,REGULAR,steal,,[],1629185,,,1610612744,39,58,2021-12-18T01:35:08Z,2560000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M30.00S,2021-12-18T01:35:10.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629185,7.884362680683312,96.83670343137256,1610612744,39,58,2021-12-18T01:35:27Z,2570000,-234.0,22.0,1,left,MISS C. Chiozza 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
262,PT05M28.00S,2021-12-18T01:35:12.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,39,58,2021-12-18T01:35:27Z,2580000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
263,PT05M16.00S,2021-12-18T01:35:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,87.72996057818659,43.13725490196079,1610612738,39,58,2021-12-18T01:36:21Z,2590000,-34.0,63.0,1,right,MISS R. Williams III 7' turnaround Shot,[1629057],1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,7.16,Missed,,,,,,,,,,,,,,,,,,,
264,PT05M12.00S,2021-12-18T01:35:24.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,39,58,2021-12-18T01:35:34Z,2600000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,263.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
265,PT05M03.00S,2021-12-18T01:35:33.1Z,2,REGULAR,2pt,Jump Shot,[],203952,9.149145860709593,25.245098039215684,1610612744,39,58,2021-12-18T01:35:37Z,2610000,124.0,34.0,1,left,MISS A. Wiggins 12' fadeaway Shot,[203952],1610612744.0,GSW,fadeaway,,,Wiggins,A. Wiggins,,,,,12.83,Missed,,,,,,,,,,,,,,,,,,,
266,PT05M01.00S,2021-12-18T01:35:35.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,39,58,2021-12-18T01:35:37Z,2620000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,265.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
267,PT04M52.00S,2021-12-18T01:35:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,79.84559789750328,38.72549019607843,1610612738,39,58,2021-12-18T01:35:51Z,2630000,-56.0,137.0,1,right,MISS J. Richardson 14' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M50.00S,2021-12-18T01:35:45.7Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612744,39,58,2021-12-18T01:35:51Z,2640000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,267.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
269,PT04M43.00S,2021-12-18T01:35:53.0Z,2,REGULAR,3pt,Jump Shot,[],1627814,34.247700394218136,35.78431372549019,1610612744,39,58,2021-12-18T01:36:02Z,2650000,71.0,269.0,1,left,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.86,Missed,,,,,,,,,,,,,,,,,,,
270,PT04M41.00S,2021-12-18T01:35:55.0Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,39,58,2021-12-18T01:36:02Z,2660000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,269.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
271,PT04M40.00S,2021-12-18T01:36:00.5Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612744,39,58,2021-12-18T01:36:11Z,2670000,,,0,,M. Smart shooting personal FOUL (2 PF) (Looney 2 FT),"[203935, 1626172]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,1148.0,,,,,,,2.0,0.0,Looney,1626172.0,,,
273,PT04M40.00S,2021-12-18T01:36:25.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,39,59,2021-12-18T01:36:59Z,2690000,,,0,,K. Looney Free Throw 1 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
