actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
22,PT09M49.00S,2024-11-03T02:42:57.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,5,3,2024-11-03T02:43:15Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,21.0,,,,,,,,,,,,,,,,,
24,PT09M35.00S,2024-11-03T02:43:21.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,65.52233902759527,66.42156862745098,1610612746,8,3,2024-11-03T02:43:25Z,240000,False,82.0,272.0,1,right,N. Powell 28' 3PT  (3 PTS) (J. Harden 1 AST),"[1626181, 201935]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,28.37,Made,,3.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,
26,PT09M22.00S,2024-11-03T02:43:33.9Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,8,3,2024-11-03T02:43:38Z,260000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1626181]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,,
27,PT09M22.00S,2024-11-03T02:43:33.9Z,1,REGULAR,steal,,[],1626181,,,1610612746,8,3,2024-11-03T02:43:36Z,270000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
28,PT09M19.00S,2024-11-03T02:43:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612746,8,3,2024-11-03T02:43:53Z,280000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Mann 2 FT),"[1631114, 1629611]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Mann,1629611.0,,
30,PT09M19.00S,2024-11-03T02:44:30.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629611,,,1610612746,9,3,2024-11-03T02:44:30Z,300000,False,,,0,,T. Mann Free Throw 1 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
31,PT09M19.00S,2024-11-03T02:44:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,3,2024-11-03T02:44:36Z,310000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M19.00S,2024-11-03T02:47:39.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629611,,,1610612746,10,3,2024-11-03T02:47:39Z,320000,False,,,0,,T. Mann Free Throw 2 of 2 (7 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
33,PT09M03.00S,2024-11-03T02:47:55.8Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,10,3,2024-11-03T02:48:03Z,330000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1626181]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,,
34,PT09M03.00S,2024-11-03T02:47:55.8Z,1,REGULAR,steal,,[],1626181,,,1610612746,10,3,2024-11-03T02:47:59Z,340000,False,,,0,,N. Powell STEAL (2 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2024-11-03T02:48:01.9Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612746,10,3,2024-11-03T02:48:06Z,350000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1631114]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Williams,1631114.0,,,,,,,
36,PT08M57.00S,2024-11-03T02:48:01.9Z,1,REGULAR,steal,,[],1631114,,,1610612760,10,3,2024-11-03T02:48:04Z,360000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
37,PT08M48.00S,2024-11-03T02:48:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,8.623521681997373,44.85294117647059,1610612760,10,3,2024-11-03T02:48:15Z,370000,False,26.0,29.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
38,PT08M45.00S,2024-11-03T02:48:14.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,3,2024-11-03T02:48:15Z,380000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,37.0,,,,,2.0,1.0,1.0,,,,,,,,,,
39,PT08M40.00S,2024-11-03T02:48:18.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,89.83245729303549,47.30392156862745,1610612746,10,3,2024-11-03T02:48:27Z,390000,False,-13.0,43.0,1,right,MISS J. Harden running finger roll Layup,[201935],1610612746.0,LAC,running finger roll,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2024-11-03T02:48:20.6Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,10,3,2024-11-03T02:48:27Z,400000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,,,,,2.0,2.0,0.0,,,,,,,,,,
41,PT08M34.00S,2024-11-03T02:48:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612760,10,3,2024-11-03T02:48:33Z,410000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Dort 2 FT),"[1627826, 1629652]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Dort,1629652.0,,
43,PT08M34.00S,2024-11-03T02:48:58.1Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,10,4,2024-11-03T02:49:24Z,430000,False,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
44,PT08M34.00S,2024-11-03T02:48:58.1Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,10,4,2024-11-03T02:49:24Z,440000,False,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2024-11-03T02:49:01.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,4,2024-11-03T02:49:24Z,450000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,44.0,,,,,1.0,1.0,0.0,,,,,,,,,,
47,PT08M18.00S,2024-11-03T02:49:52.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,94.03745072273325,50.0,1610612746,12,4,2024-11-03T02:49:56Z,470000,False,0.0,4.0,1,right,D. Jones Jr. driving DUNK (2 PTS),[1627884],1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.35,Made,,2.0,,,,,,,,,,,,,,,,
48,PT08M04.00S,2024-11-03T02:50:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.245072273324574,56.86274509803921,1610612760,12,6,2024-11-03T02:50:08Z,480000,False,-34.0,100.0,1,left,S. Gilgeous-Alexander 10' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.59,Made,,2.0,,,,,,,,,,,,,,,,
49,PT07M54.00S,2024-11-03T02:50:18.0Z,1,REGULAR,foul,offensive,[],201935,,,1610612746,12,6,2024-11-03T02:50:30Z,490000,False,,,0,,J. Harden offensive FOUL (1 PF),"[201935, 1629652]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2530.0,1.0,0.0,Dort,1629652.0,,
51,PT07M54.00S,2024-11-03T02:50:18.0Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612746,12,6,2024-11-03T02:50:30Z,510000,False,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,2530.0,,,,,,
52,PT07M44.00S,2024-11-03T02:50:41.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,32.802233902759525,49.50980392156863,1610612760,12,6,2024-11-03T02:50:45Z,520000,False,2.0,256.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
53,PT07M40.00S,2024-11-03T02:50:45.7Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,12,6,2024-11-03T02:50:45Z,530000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,52.0,,,,,1.0,1.0,0.0,,,,,,,,,,
54,PT07M25.00S,2024-11-03T02:50:59.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,85.62746386333771,43.13725490196079,1610612746,14,6,2024-11-03T02:51:03Z,540000,False,-34.0,83.0,1,right,I. Zubac 8' turnaround Hook (2 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.94,Made,,2.0,,,,,,,,,,,,,,,,
55,PT07M08.00S,2024-11-03T02:51:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,5.469776609724048,96.56862745098039,1610612760,14,6,2024-11-03T02:51:21Z,550000,False,-233.0,-1.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2024-11-03T02:51:19.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,14,6,2024-11-03T02:51:21Z,560000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,55.0,,,,,2.0,2.0,0.0,,,,,,,,,,
57,PT06M57.00S,2024-11-03T02:51:32.7Z,1,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612746,14,6,2024-11-03T02:51:38Z,570000,False,,,0,,N. Powell lost ball out-of-bounds TURNOVER (1 TO),[1626181],1610612746.0,LAC,lost ball,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,2530.0,,,,,,
58,PT06M57.00S,2024-11-03T02:51:45.0Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,14,6,2024-11-03T02:51:48Z,580000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2024-11-03T02:51:45.0Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,14,6,2024-11-03T02:51:48Z,590000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2024-11-03T02:52:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,30.436925098554536,72.30392156862744,1610612760,14,6,2024-11-03T02:52:08Z,600000,False,-112.0,234.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2024-11-03T02:52:07.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,14,6,2024-11-03T02:52:08Z,610000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,60.0,,,,,3.0,3.0,0.0,,,,,,,,,,
62,PT06M33.00S,2024-11-03T02:52:19.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,88.51839684625493,4.411764705882353,1610612746,14,6,2024-11-03T02:52:23Z,620000,False,-228.0,55.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
63,PT06M30.00S,2024-11-03T02:52:22.3Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,14,6,2024-11-03T02:52:23Z,630000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,62.0,,,,,1.0,1.0,0.0,,,,,,,,,,
64,PT06M21.00S,2024-11-03T02:52:30.5Z,1,REGULAR,2pt,Jump Shot,[],1631114,18.74178712220762,70.58823529411765,1610612760,14,6,2024-11-03T02:52:34Z,640000,False,-103.0,124.0,1,left,MISS J. Williams 16' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,16.09,Missed,,,,,,,,,,,,,,,,,,
65,PT06M21.00S,2024-11-03T02:52:30.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,14,6,2024-11-03T02:52:34Z,650000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,64.0,,,,,4.0,4.0,0.0,,,,,,,,,,
66,PT06M21.00S,2024-11-03T02:52:35.2Z,1,REGULAR,foul,personal,[],1629652,,,1610612746,14,6,2024-11-03T02:53:14Z,660000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1627826]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1629171.0,1.0,0.0,Zubac,1627826.0,,
68,PT06M21.00S,2024-11-03T02:52:43.2Z,1,REGULAR,substitution,out,[],1628983,,,1610612746,14,6,2024-11-03T02:52:46Z,680000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2024-11-03T02:52:43.2Z,1,REGULAR,substitution,in,[],1641717,,,1610612746,14,6,2024-11-03T02:52:46Z,690000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2024-11-03T02:53:10.6Z,1,REGULAR,3pt,Jump Shot,[],1626181,72.22404730617609,16.911764705882355,1610612746,14,6,2024-11-03T02:53:16Z,700000,False,-165.0,209.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2024-11-03T02:53:14.3Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,14,6,2024-11-03T02:53:14Z,710000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,70.0,,,,,2.0,1.0,1.0,,,,,,,,,,
72,PT05M59.00S,2024-11-03T02:53:20.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,67.23061760840999,65.93137254901961,1610612746,14,6,2024-11-03T02:53:24Z,720000,False,80.0,256.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2024-11-03T02:53:24.1Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,14,6,2024-11-03T02:53:24Z,730000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,72.0,,,,,1.0,1.0,0.0,,,,,,,,,,
74,PT05M48.00S,2024-11-03T02:53:31.0Z,1,REGULAR,3pt,Jump Shot,[],1631114,23.73521681997372,11.029411764705882,1610612760,14,9,2024-11-03T02:53:35Z,740000,False,195.0,171.0,1,left,J. Williams 25' 3PT  (3 PTS) (C. Wallace 1 AST),"[1631114, 1641717]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.9,Made,,3.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,
76,PT05M37.00S,2024-11-03T02:53:49.2Z,1,REGULAR,foul,personal,[],1627936,,,1610612746,14,9,2024-11-03T02:53:58Z,760000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1627826]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,2530.0,1.0,0.0,Zubac,1627826.0,,
78,PT05M37.00S,2024-11-03T02:53:53.7Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,14,9,2024-11-03T02:54:02Z,780000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2024-11-03T02:53:53.7Z,1,REGULAR,substitution,in,[],1630539,,,1610612746,14,9,2024-11-03T02:54:02Z,790000,False,,,0,,SUB in: K. Jones,[1630539],1610612746.0,LAC,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2024-11-03T02:54:22.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630539,93.9060446780552,50.0,1610612746,16,9,2024-11-03T02:54:26Z,800000,False,0.0,5.0,1,right,K. Jones alley-oop DUNK (2 PTS) (J. Harden 2 AST),"[1630539, 201935]",1610612746.0,LAC,alley-oop,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,0.48,Made,,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,
82,PT05M11.00S,2024-11-03T02:54:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,10.5946123521682,52.69607843137255,1610612760,16,11,2024-11-03T02:54:42Z,820000,False,-13.0,47.0,1,left,C. Wallace driving floating Jump Shot (2 PTS) (L. Dort 1 AST),"[1641717, 1629652]",1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,
84,PT04M54.00S,2024-11-03T02:54:56.7Z,1,REGULAR,3pt,Jump Shot,[],1627884,74.58935611038108,11.519607843137255,1610612746,16,11,2024-11-03T02:55:00Z,840000,False,-192.0,186.0,1,right,MISS D. Jones Jr. 26' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2024-11-03T02:54:58.7Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,16,11,2024-11-03T02:55:00Z,850000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,84.0,,,,,2.0,2.0,0.0,,,,,,,,,,
