actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
509,PT10M40.00S,2024-11-10T05:28:46.4Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612746,81,75,2024-11-10T05:29:59Z,5000000,False,,,0,,K. Dunn REBOUND (Off:0 Def:3),[1627739],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Dunn,K. Dunn,508.0,3.0,3.0,0.0,,,,,,,,,,,,,,
510,PT10M32.00S,2024-11-10T05:28:54.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629645,93.24901445466492,47.794117647058826,1610612746,83,75,2024-11-10T05:28:59Z,5010000,False,-11.0,11.0,1,right,K. Porter Jr. running Layup (15 PTS) (I. Zubac 1 AST),"[1629645, 1627826]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,1.56,Made,Porter Jr.,K. Porter Jr.,,,,,,,,,,15.0,,,I. Zubac,1627826.0,1.0,,,
512,PT10M22.00S,2024-11-10T05:29:06.9Z,4,REGULAR,3pt,Jump Shot,[],1642419,4.418528252299605,94.6078431372549,1610612761,83,75,2024-11-10T05:30:56Z,5030000,False,-223.0,-11.0,1,left,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,22.33,Missed,Battle,J. Battle,,,,,,,,,,,,,,,,,,
513,PT10M19.00S,2024-11-10T05:29:09.9Z,4,REGULAR,rebound,defensive,[],201587,,,1610612746,83,75,2024-11-10T05:30:56Z,5040000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,,,Batum,N. Batum,512.0,2.0,2.0,0.0,,,,,,,,,,,,,,
514,PT10M14.00S,2024-11-10T05:29:14.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629599,94.34954007884363,48.544730392156865,1610612746,83,75,2024-11-10T05:31:54Z,5050000,False,-7.0,1.0,1,right,MISS A. Coffey running Layup,[1629599],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,0.73,Missed,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
515,PT10M12.00S,2024-11-10T05:29:16.4Z,4,REGULAR,rebound,offensive,[],201587,,,1610612746,83,75,2024-11-10T05:31:54Z,5060000,False,,,0,,N. Batum REBOUND (Off:1 Def:2),[201587],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Batum,N. Batum,514.0,3.0,2.0,1.0,,,,,,,,,,,,,,
516,PT10M11.00S,2024-11-10T05:29:17.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",201587,94.40999984741211,50.0,1610612746,85,75,2024-11-10T05:31:45Z,5070000,False,0.0,0.0,1,right,N. Batum tip Layup (7 PTS),[201587],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Batum,N. Batum,,,,,,,,,,7.0,,,,,,,,
517,PT10M10.00S,2024-11-10T05:29:22.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,85,75,2024-11-10T05:29:22Z,5080000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M10.00S,2024-11-10T05:31:42.1Z,4,REGULAR,substitution,out,[],201587,,,1610612761,85,75,2024-11-10T05:32:04Z,5090000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
519,PT10M10.00S,2024-11-10T05:31:42.1Z,4,REGULAR,substitution,out,[],1642419,,,1610612761,85,75,2024-11-10T05:32:04Z,5100000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,
520,PT10M10.00S,2024-11-10T05:31:42.1Z,4,REGULAR,substitution,in,[],1626181,,,1610612761,85,75,2024-11-10T05:32:04Z,5110000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
521,PT10M10.00S,2024-11-10T05:31:42.1Z,4,REGULAR,substitution,in,[],1630534,,,1610612761,85,75,2024-11-10T05:32:04Z,5120000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
522,PT09M59.00S,2024-11-10T05:32:24.9Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612761,85,75,2024-11-10T05:32:42Z,5130000,False,,,0,,J. Pöltl bad pass TURNOVER (4 TO),"[1627751, 1629645]",1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,4.0,Porter Jr.,1629645.0
523,PT09M59.00S,2024-11-10T05:32:24.9Z,4,REGULAR,steal,,[],1629645,,,1610612746,85,75,2024-11-10T05:32:26Z,5140000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
524,PT09M42.00S,2024-11-10T05:32:43.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627826,87.33574244415243,52.20588235294118,1610612746,85,75,2024-11-10T05:33:22Z,5150000,False,11.0,67.0,1,right,MISS I. Zubac 6' Jump Shot - blocked,"[1627826, 1627751]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,Zubac,I. Zubac,,,,,,,,,,,Pöltl,1627751.0,,,,,,
525,PT09M42.00S,2024-11-10T05:32:43.2Z,4,REGULAR,block,,[],1627751,,,1610612746,85,75,2024-11-10T05:32:45Z,5160000,False,,,0,,J. Pöltl BLOCK (3 BLK),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
526,PT09M40.00S,2024-11-10T05:32:45.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,85,75,2024-11-10T05:33:22Z,5170000,False,,,0,,J. Pöltl REBOUND (Off:1 Def:10),[1627751],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pöltl,J. Pöltl,524.0,11.0,10.0,1.0,,,,,,,,,,,,,,
527,PT09M34.00S,2024-11-10T05:32:49.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,17.95335085413929,92.64705882352942,1610612761,85,75,2024-11-10T05:33:43Z,5180000,False,-213.0,116.0,1,left,MISS I. Quickley 24' running 3PT,[1630193],1610612761.0,TOR,running,,,,,,Above the Break 3,24+ Left Center,24.29,Missed,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
528,PT09M32.00S,2024-11-10T05:32:51.7Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612746,85,75,2024-11-10T05:33:43Z,5190000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:6),[1629645],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Porter Jr.,K. Porter Jr.,527.0,6.0,6.0,0.0,,,,,,,,,,,,,,
529,PT09M10.00S,2024-11-10T05:33:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.38042049934296,54.41176470588235,1610612746,87,75,2024-11-10T05:33:15Z,5200000,False,22.0,10.0,1,right,N. Powell driving Layup (15 PTS),[1626181],1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,2.41,Made,Powell,N. Powell,,,,,,,,,,15.0,,,,,,,,
530,PT08M59.00S,2024-11-10T05:33:25.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,14.799605781865965,53.67647058823529,1610612761,87,75,2024-11-10T05:34:29Z,5210000,False,-18.0,87.0,1,left,MISS R. Barrett 8' floating Shot,[1629628],1610612761.0,TOR,floating,,,,,,In The Paint (Non-RA),8-16 Center,8.85,Missed,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
531,PT08M57.00S,2024-11-10T05:33:27.0Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,87,75,2024-11-10T05:34:29Z,5220000,False,,,0,,I. Zubac REBOUND (Off:2 Def:9),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Zubac,I. Zubac,530.0,11.0,9.0,2.0,,,,,,,,,,,,,,
532,PT08M38.00S,2024-11-10T05:33:44.0Z,4,REGULAR,foul,offensive,[],1629645,,,1610612746,87,75,2024-11-10T05:33:52Z,5230000,False,,,0,,K. Porter Jr. offensive FOUL (1 PF),"[1629645, 1630193]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Porter Jr.,K. Porter Jr.,,,,,202007.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,
534,PT08M38.00S,2024-11-10T05:33:44.0Z,4,REGULAR,turnover,offensive foul,[],1629645,,,1610612746,87,75,2024-11-10T05:33:44Z,5250000,False,,,0,,K. Porter Jr. offensive foul TURNOVER (2 TO),[1629645],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Porter Jr.,K. Porter Jr.,,,,,202007.0,,,,,,,,,,,2.0,,
535,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,87,75,2024-11-10T05:34:18Z,5260000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
536,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,out,[],1629628,,,1610612761,87,75,2024-11-10T05:34:18Z,5270000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
537,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,out,[],1627751,,,1610612761,87,75,2024-11-10T05:34:18Z,5280000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,
538,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,87,75,2024-11-10T05:34:18Z,5290000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,
539,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,in,[],1628981,,,1610612761,87,75,2024-11-10T05:34:18Z,5300000,False,,,0,,SUB in: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,
540,PT08M38.00S,2024-11-10T05:33:53.0Z,4,REGULAR,substitution,in,[],1630558,,,1610612761,87,75,2024-11-10T05:34:18Z,5310000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
541,PT08M22.00S,2024-11-10T05:34:30.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628981,9.937582128777924,32.59803921568628,1610612761,87,75,2024-11-10T05:35:27Z,5320000,False,87.0,41.0,1,left,MISS B. Fernando 9' floating Shot - blocked,"[1628981, 1626181]",1610612761.0,TOR,floating,,,,,,Mid-Range,8-16 Right,9.61,Missed,Fernando,B. Fernando,,,,,,,,,,,Powell,1626181.0,,,,,,
542,PT08M22.00S,2024-11-10T05:34:30.2Z,4,REGULAR,block,,[],1626181,,,1610612761,87,75,2024-11-10T05:35:01Z,5330000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
543,PT08M21.00S,2024-11-10T05:34:31.2Z,4,REGULAR,rebound,offensive,[],1628981,,,1610612761,87,75,2024-11-10T05:35:27Z,5340000,False,,,0,,B. Fernando REBOUND (Off:1 Def:0),[1628981],1610612761.0,TOR,,,,,,,Mid-Range,8-16 Right,,,Fernando,B. Fernando,541.0,1.0,0.0,1.0,,,,,,,,,,,,,,
544,PT08M18.00S,2024-11-10T05:34:37.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628981,6.307490144546648,46.12055759803921,1610612761,87,77,2024-11-10T05:35:54Z,5350000,False,19.0,7.0,1,left,B. Fernando putback Layup (2 PTS),[1628981],1610612761.0,TOR,putback,,,,,,Restricted Area,0-8 Center,2.06,Made,Fernando,B. Fernando,,,,,,,,,,2.0,,,,,,,,
545,PT08M06.00S,2024-11-10T05:34:46.5Z,4,REGULAR,foul,personal,[],1628981,,,1610612746,87,77,2024-11-10T05:34:49Z,5360000,False,,,0,,B. Fernando personal FOUL (1 PF),"[1628981, 1627826]",1610612761.0,TOR,,,,,,,Mid-Range,16-24 Right Center,,,Fernando,B. Fernando,,,,,1204.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
547,PT07M57.00S,2024-11-10T05:35:11.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,84.97043363994744,49.01960784313725,1610612746,89,77,2024-11-10T05:35:15Z,5380000,False,-5.0,89.0,1,right,K. Dunn 8' driving floating Jump Shot (7 PTS) (K. Porter Jr. 5 AST),"[1627739, 1629645]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,Dunn,K. Dunn,,,,,,,,,,7.0,,,K. Porter Jr.,1629645.0,5.0,,,
549,PT07M39.00S,2024-11-10T05:35:28.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,14.011169513797633,50.98039215686274,1610612761,89,79,2024-11-10T05:35:31Z,5400000,False,-5.0,79.0,1,left,O. Agbaji 7' driving floating Jump Shot (16 PTS) (B. Fernando 1 AST),"[1630534, 1628981]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.94,Made,Agbaji,O. Agbaji,,,,,,,,,,16.0,,,B. Fernando,1628981.0,1.0,,,
551,PT07M21.00S,2024-11-10T05:35:48.6Z,4,REGULAR,turnover,bad pass,[],1626181,,,1610612746,89,79,2024-11-10T05:37:07Z,5420000,False,,,0,,N. Powell bad pass TURNOVER (2 TO),"[1626181, 1630534]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Powell,N. Powell,,,,,,,,,,,,,,,,2.0,Agbaji,1630534.0
552,PT07M21.00S,2024-11-10T05:35:48.6Z,4,REGULAR,steal,,[],1630534,,,1610612761,89,79,2024-11-10T05:35:50Z,5430000,False,,,0,,O. Agbaji STEAL (2 STL),[1630534],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
553,PT07M14.00S,2024-11-10T05:35:56.2Z,4,REGULAR,foul,personal,[],1629645,,,1610612761,89,79,2024-11-10T05:36:02Z,5440000,False,,,0,,K. Porter Jr. personal FOUL (2 PF),"[1629645, 1628981]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Porter Jr.,K. Porter Jr.,,,,,1204.0,2.0,0.0,Fernando,1628981.0,,,,,,,,,
555,PT07M06.00S,2024-11-10T05:36:24.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,18.478975032851512,93.38235294117648,1610612761,89,79,2024-11-10T05:37:42Z,5460000,False,-217.0,121.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,24.85,Missed,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,
556,PT07M04.00S,2024-11-10T05:36:26.7Z,4,REGULAR,rebound,offensive,[],1630558,,,1610612761,89,79,2024-11-10T05:37:42Z,5470000,False,,,0,,D. Mitchell REBOUND (Off:2 Def:2),[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,555.0,4.0,2.0,2.0,,,,,,,,,,,,,,
557,PT07M00.00S,2024-11-10T05:36:29.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630534,4.812746386333772,96.32352941176471,1610612761,89,82,2024-11-10T05:36:33Z,5480000,False,-232.0,-7.0,1,left,O. Agbaji 3PT  (19 PTS) (D. Mitchell 4 AST),"[1630534, 1630558]",1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,23.17,Made,Agbaji,O. Agbaji,,,,,,,,,,19.0,,,D. Mitchell,1630558.0,4.0,,,
559,PT07M00.00S,2024-11-10T05:36:35.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,89,82,2024-11-10T05:36:35Z,5500000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M00.00S,2024-11-10T05:39:04.7Z,4,REGULAR,substitution,out,[],1627739,,,1610612746,89,82,2024-11-10T05:39:23Z,5510000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,
561,PT07M00.00S,2024-11-10T05:39:04.7Z,4,REGULAR,substitution,in,[],201935,,,1610612746,89,82,2024-11-10T05:39:23Z,5520000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
562,PT06M38.00S,2024-11-10T05:39:54.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,92.72339027595268,43.38235294117647,1610612746,89,82,2024-11-10T05:40:38Z,5530000,False,-33.0,16.0,1,right,MISS I. Zubac turnaround Shot,[1627826],1610612746.0,LAC,turnaround,,,,,,Restricted Area,0-8 Center,3.67,Missed,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,
563,PT06M36.00S,2024-11-10T05:39:56.3Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,89,82,2024-11-10T05:40:38Z,5540000,False,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Boucher,C. Boucher,562.0,4.0,2.0,2.0,,,,,,,,,,,,,,
564,PT06M17.00S,2024-11-10T05:40:13.0Z,4,REGULAR,3pt,Jump Shot,[],1630558,20.581471747700395,89.4607843137255,1610612761,89,82,2024-11-10T05:40:17Z,5550000,False,-197.0,141.0,1,left,MISS D. Mitchell 24' 3PT,[1630558],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,24.25,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
565,PT06M15.00S,2024-11-10T05:40:15.0Z,4,REGULAR,rebound,defensive,[],201935,,,1610612746,89,82,2024-11-10T05:41:13Z,5560000,False,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Harden,J. Harden,564.0,10.0,10.0,0.0,,,,,,,,,,,,,,
566,PT06M05.00S,2024-11-10T05:40:28.6Z,4,REGULAR,foul,personal,[],1630558,,,1610612746,89,82,2024-11-10T05:40:43Z,5570000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1627826]",1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,,,,,2534.0,2.0,0.0,Zubac,1627826.0,,,,,,,,,
568,PT05M54.00S,2024-11-10T05:41:01.2Z,4,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612746,89,82,2024-11-10T05:41:11Z,5590000,False,,,0,,B. Fernando shooting personal FOUL (2 PF) (Harden 2 FT),"[1628981, 201935]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,,Fernando,B. Fernando,,,,,1204.0,2.0,0.0,Harden,201935.0,,,,,,,,,
570,PT05M54.00S,2024-11-10T05:41:33.5Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,90,82,2024-11-10T05:41:33Z,5610000,False,,,0,,J. Harden Free Throw 1 of 2 (18 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,18.0,,,,,,,,
571,PT05M54.00S,2024-11-10T05:41:34.4Z,4,REGULAR,substitution,out,[],1629599,,,1610612746,90,82,2024-11-10T05:41:53Z,5620000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,,,,,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,
572,PT05M54.00S,2024-11-10T05:41:34.4Z,4,REGULAR,substitution,out,[],1629645,,,1610612746,90,82,2024-11-10T05:41:53Z,5630000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,
573,PT05M54.00S,2024-11-10T05:41:34.4Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,90,82,2024-11-10T05:41:53Z,5640000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,
574,PT05M54.00S,2024-11-10T05:41:34.4Z,4,REGULAR,substitution,in,[],1627884,,,1610612746,90,82,2024-11-10T05:41:53Z,5650000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,
575,PT05M54.00S,2024-11-10T05:42:16.6Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,91,82,2024-11-10T05:42:16Z,5660000,False,,,0,,J. Harden Free Throw 2 of 2 (19 PTS),[201935],1610612746.0,LAC,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,,,19.0,,,,,,,,
576,PT05M42.00S,2024-11-10T05:42:17.5Z,4,REGULAR,3pt,Jump Shot,[],1641711,30.831143232588698,64.70588235294117,1610612761,91,82,2024-11-10T05:42:44Z,5670000,False,-74.0,237.0,1,left,MISS G. Dick 24' 3PT,[1641711],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,24.84,Missed,Dick,G. Dick,,,,,,,,,,,,,,,,,,
577,PT05M40.00S,2024-11-10T05:42:19.5Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,91,82,2024-11-10T05:42:44Z,5680000,False,,,0,,C. Boucher REBOUND (Off:3 Def:2),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Boucher,C. Boucher,576.0,5.0,2.0,3.0,,,,,,,,,,,,,,
578,PT05M38.00S,2024-11-10T05:42:20.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,6.389618922470433,48.28431372549019,1610612761,91,84,2024-11-10T05:42:25Z,5690000,False,9.0,8.0,1,left,C. Boucher putback Layup (9 PTS),[1628449],1610612761.0,TOR,putback,,,,,,Restricted Area,0-8 Center,1.15,Made,Boucher,C. Boucher,,,,,,,,,,9.0,,,,,,,,
579,PT05M38.00S,2024-11-10T05:42:23.7Z,4,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612761,91,84,2024-11-10T05:42:46Z,5700000,False,,,0,,I. Zubac shooting personal FOUL (3 PF) (Boucher 1 FT),"[1627826, 1628449]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,Zubac,I. Zubac,,,,,1204.0,3.0,0.0,Boucher,1628449.0,,,,,,,,,
581,PT05M38.00S,2024-11-10T05:42:47.5Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1628449,,,1610612761,91,85,2024-11-10T05:42:47Z,5720000,False,,,0,,C. Boucher Free Throw 1 of 1 (10 PTS),[1628449],1610612761.0,TOR,,,,,,,,,,Made,Boucher,C. Boucher,,,,,,,,,,10.0,,,,,,,,
582,PT05M30.00S,2024-11-10T05:42:55.6Z,4,REGULAR,foul,personal,[],1628981,,,1610612746,91,85,2024-11-10T05:43:07Z,5730000,False,,,0,,B. Fernando personal FOUL (3 PF),"[1628981, 1627826]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,,Fernando,B. Fernando,,,,,2534.0,3.0,0.0,Zubac,1627826.0,,,,,,,,,
584,PT05M30.00S,2024-11-10T05:43:03.0Z,4,REGULAR,substitution,out,[],1630558,,,1610612746,91,85,2024-11-10T05:43:10Z,5750000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
585,PT05M30.00S,2024-11-10T05:43:03.0Z,4,REGULAR,substitution,in,[],1630193,,,1610612746,91,85,2024-11-10T05:43:10Z,5760000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
586,PT05M19.00S,2024-11-10T05:43:28.0Z,4,REGULAR,3pt,Jump Shot,[],201935,72.35545335085413,20.34313725490196,1610612746,91,85,2024-11-10T05:44:01Z,5770000,False,-148.0,207.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Left Center,25.5,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
587,PT05M17.00S,2024-11-10T05:43:30.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,91,85,2024-11-10T05:44:01Z,5780000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,,586.0,,,,,,,,,,,,,,,,,
589,PT05M06.00S,2024-11-10T05:43:57.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612746,91,85,2024-11-10T05:44:11Z,5800000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Powell 2 FT),"[1628449, 1626181]",1610612761.0,TOR,shooting,,,,,,Mid-Range,8-16 Center,,,Boucher,C. Boucher,,,,,2534.0,1.0,0.0,Powell,1626181.0,,,,,,,,,
591,PT05M06.00S,2024-11-10T05:44:23.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626181,,,1610612746,92,85,2024-11-10T05:44:23Z,5820000,False,,,0,,N. Powell Free Throw 1 of 2 (16 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,16.0,,,,,,,,
592,PT05M06.00S,2024-11-10T05:44:42.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626181,,,1610612746,93,85,2024-11-10T05:44:42Z,5830000,False,,,0,,N. Powell Free Throw 2 of 2 (17 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,Powell,N. Powell,,,,,,,,,,17.0,,,,,,,,
