actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
21,PT10M28.00S,2025-03-16T23:12:04.7Z,1,REGULAR,2pt,Jump Shot,[],202695,20.45006570302234,30.88235294117647,1610612746,2,0,2025-03-16T23:12:47Z,210000,False,96.0,140.0,1,left,MISS K. Leonard 16' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,16.93,Missed,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2025-03-16T23:12:08.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,0,2025-03-16T23:12:10Z,220000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M12.00S,2025-03-16T23:12:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,82.21090670170827,46.32352941176471,1610612766,2,2,2025-03-16T23:12:28Z,230000,False,-18.0,115.0,1,right,L. Ball 11' driving floating Jump Shot (2 PTS) (M. Williams 1 AST),"[1630163, 1631109]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,,,,,2.0,,,,M. Williams,1631109.0,1.0,,,,,,,
25,PT09M56.00S,2025-03-16T23:12:36.8Z,1,REGULAR,2pt,Jump Shot,[],201935,17.427726675427067,66.42156862745098,1610612746,4,2,2025-03-16T23:13:08Z,250000,False,-82.0,111.0,1,left,J. Harden 13' pullup Jump Shot (2 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,13.83,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M45.00S,2025-03-16T23:12:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,69.46452036793693,22.058823529411764,1610612766,4,2,2025-03-16T23:13:23Z,260000,False,-140.0,235.0,1,right,MISS L. Ball 27' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.3,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2025-03-16T23:12:50.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,2,2025-03-16T23:12:53Z,270000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M26.00S,2025-03-16T23:13:07.4Z,1,REGULAR,3pt,Jump Shot,[],201935,23.078186596583443,89.70588235294117,1610612746,7,2,2025-03-16T23:13:12Z,280000,False,-199.0,164.0,1,left,J. Harden 25' 3PT step back (5 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,25.77,Made,,,,,5.0,,,,,,,,,,,,,
29,PT09M14.00S,2025-03-16T23:13:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,88.64980289093299,54.41176470588235,1610612766,7,2,2025-03-16T23:13:23Z,290000,False,22.0,54.0,1,right,MISS M. Williams driving Layup - blocked,"[1631109, 202695]",1610612766.0,CHA,driving,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,Leonard,202695.0,,,,,
30,PT09M14.00S,2025-03-16T23:13:19.9Z,1,REGULAR,block,,[],202695,,,1610612766,7,2,2025-03-16T23:13:22Z,300000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M11.00S,2025-03-16T23:13:22.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,2,2025-03-16T23:13:23Z,310000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M04.00S,2025-03-16T23:13:28.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627884,7.046649145860711,46.568627450980394,1610612746,7,2,2025-03-16T23:13:33Z,320000,False,17.0,14.0,1,left,MISS D. Jones Jr. running alley-oop DUNK,[1627884],1610612746.0,LAC,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2025-03-16T23:13:30.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,7,2,2025-03-16T23:13:30Z,330000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M01.00S,2025-03-16T23:13:31.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,71.69842312746385,75.73529411764706,1610612766,7,2,2025-03-16T23:13:47Z,340000,False,129.0,214.0,1,right,MISS M. Bridges 24' running pullup 3PT,[1628970],1610612766.0,CHA,running pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2025-03-16T23:13:32.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,7,2,2025-03-16T23:13:47Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,34.0,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2025-03-16T23:13:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,17.0335085413929,48.77450980392157,1610612746,7,2,2025-03-16T23:14:01Z,370000,False,6.0,108.0,1,left,MISS K. Leonard 10' turnaround fadeaway Shot,[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,10.78,Missed,,,,,,,,,,,,,,,,,,
38,PT08M45.00S,2025-03-16T23:14:01.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,7,2,2025-03-16T23:14:01Z,380000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M42.00S,2025-03-16T23:14:04.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630182,92.72339027595268,51.470588235294116,1610612766,7,4,2025-03-16T23:14:12Z,390000,False,7.0,16.0,1,right,J. Green cutting DUNK (2 PTS) (L. Ball 1 AST),"[1630182, 1630163]",1610612766.0,CHA,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,2.0,,,,L. Ball,1630163.0,1.0,,,,,,,
41,PT08M27.00S,2025-03-16T23:14:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.091327201051248,57.107843137254896,1610612746,9,4,2025-03-16T23:14:23Z,410000,False,-36.0,71.0,1,left,J. Harden 7' driving floating Jump Shot (7 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,7.9,Made,,,,,7.0,,,,I. Zubac,1627826.0,1.0,,,,,,,
43,PT08M15.00S,2025-03-16T23:14:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,85.75886990801577,52.20588235294118,1610612766,9,6,2025-03-16T23:14:38Z,430000,False,11.0,81.0,1,right,L. Ball 8' driving floating Jump Shot (4 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.21,Made,,,,,4.0,,,,,,,,,,,,,
44,PT08M15.00S,2025-03-16T23:14:37.6Z,1,REGULAR,foul,personal,['1freethrow'],201935,,,1610612766,9,6,2025-03-16T23:14:47Z,440000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Ball 1 FT),"[201935, 1630163]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Ball,1630163.0
46,PT08M15.00S,2025-03-16T23:15:04.9Z,1,REGULAR,freethrow,1 of 1,[],1630163,,,1610612766,9,7,2025-03-16T23:15:04Z,460000,False,,,0,,L. Ball Free Throw 1 of 1 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
47,PT08M08.00S,2025-03-16T23:15:18.4Z,1,REGULAR,foul,personal,[],1631109,,,1610612746,9,7,2025-03-16T23:15:25Z,470000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 1627826]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Zubac,1627826.0
49,PT08M00.00S,2025-03-16T23:15:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.389618922470433,56.61764705882353,1610612746,9,7,2025-03-16T23:15:46Z,490000,False,-33.0,8.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
51,PT07M57.00S,2025-03-16T23:15:46.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,9,7,2025-03-16T23:15:46Z,510000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
52,PT07M55.00S,2025-03-16T23:15:48.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629610,70.77858081471747,26.225490196078432,1610612766,9,7,2025-03-16T23:15:56Z,520000,False,-119.0,222.0,1,right,MISS D. Jeffries 25' running 3PT,[1629610],1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
53,PT07M50.00S,2025-03-16T23:15:53.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,7,2025-03-16T23:15:56Z,530000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,,,
54,PT07M47.00S,2025-03-16T23:15:56.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,30.042706964520367,72.05882352941177,1610612746,9,7,2025-03-16T23:16:04Z,540000,False,-110.0,230.0,1,left,MISS N. Powell 25' step back 3PT,[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
55,PT07M43.00S,2025-03-16T23:16:00.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,7,2025-03-16T23:16:04Z,550000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M29.00S,2025-03-16T23:16:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,92.59198423127464,50.245098039215684,1610612766,9,9,2025-03-16T23:16:20Z,560000,False,1.0,17.0,1,right,M. Williams cutting finger roll Layup (2 PTS) (J. Green 1 AST),"[1631109, 1630182]",1610612766.0,CHA,cutting finger roll,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,2.0,,,,J. Green,1630182.0,1.0,,,,,,,
58,PT07M13.00S,2025-03-16T23:16:40.6Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,9,9,2025-03-16T23:16:45Z,580000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1631109]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Williams,1631109.0,,,,,,,,,,
59,PT07M13.00S,2025-03-16T23:16:40.6Z,1,REGULAR,steal,,[],1631109,,,1610612766,9,9,2025-03-16T23:16:42Z,590000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2025-03-16T23:16:47.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631109,92.9862023653088,53.18627450980392,1610612766,9,11,2025-03-16T23:18:20Z,600000,False,16.0,13.0,1,right,M. Williams running Layup (4 PTS) (D. Jeffries 1 AST),"[1631109, 1629610]",1610612766.0,CHA,running,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,4.0,,,,D. Jeffries,1629610.0,1.0,,,,,,,
62,PT06M50.00S,2025-03-16T23:17:07.0Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612746,9,11,2025-03-16T23:19:34Z,620000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Leonard 2 FT),"[1628970, 202695]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Leonard,202695.0
64,PT06M50.00S,2025-03-16T23:17:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,9,11,2025-03-16T23:17:15Z,640000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2025-03-16T23:20:26.6Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,10,11,2025-03-16T23:20:26Z,650000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
66,PT06M50.00S,2025-03-16T23:20:41.3Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,11,11,2025-03-16T23:20:41Z,660000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
67,PT06M37.00S,2025-03-16T23:20:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629610,74.98357424441524,86.27450980392157,1610612766,11,11,2025-03-16T23:21:02Z,670000,False,181.0,183.0,1,right,MISS D. Jeffries 25' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2025-03-16T23:21:01.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,11,11,2025-03-16T23:21:02Z,680000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT06M27.00S,2025-03-16T23:21:07.6Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,11,11,2025-03-16T23:21:12Z,690000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,202058.0,,,,
70,PT06M27.00S,2025-03-16T23:21:12.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612766,11,11,2025-03-16T23:21:21Z,700000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2025-03-16T23:21:12.0Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,11,11,2025-03-16T23:21:21Z,710000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2025-03-16T23:21:12.0Z,1,REGULAR,substitution,in,[],203992,,,1610612766,11,11,2025-03-16T23:21:21Z,720000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M27.00S,2025-03-16T23:21:12.0Z,1,REGULAR,substitution,in,[],1641733,,,1610612766,11,11,2025-03-16T23:21:21Z,730000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M13.00S,2025-03-16T23:21:41.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630163,85.62746386333771,65.93137254901961,1610612766,11,11,2025-03-16T23:21:45Z,740000,False,80.0,83.0,1,right,MISS L. Ball 11' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,11.48,Missed,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2025-03-16T23:21:44.2Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,11,11,2025-03-16T23:21:44Z,750000,False,,,0,,M. Williams REBOUND (Off:1 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,74.0,4.0,3.0,1.0,,,,,,,,,,,,,,
76,PT06M10.00S,2025-03-16T23:21:45.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630182,68.01905387647832,34.80392156862745,1610612766,11,11,2025-03-16T23:21:51Z,760000,False,-76.0,248.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
77,PT06M04.00S,2025-03-16T23:21:50.9Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,11,11,2025-03-16T23:21:50Z,770000,False,,,0,,M. Williams REBOUND (Off:2 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,76.0,5.0,3.0,2.0,,,,,,,,,,,,,,
78,PT06M02.00S,2025-03-16T23:21:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629610,92.85479632063075,44.85294117647059,1610612766,11,11,2025-03-16T23:21:58Z,780000,False,-26.0,15.0,1,right,MISS D. Jeffries driving Layup,[1629610],1610612766.0,CHA,driving,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
79,PT05M58.00S,2025-03-16T23:21:58.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612746,11,11,2025-03-16T23:21:58Z,790000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT05M49.00S,2025-03-16T23:22:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,6.652431011826544,43.872549019607845,1610612746,13,11,2025-03-16T23:22:56Z,800000,False,31.0,10.0,1,left,I. Zubac driving reverse Layup (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,driving reverse,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,2.0,,,,J. Harden,201935.0,1.0,,,,,,,
