actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
268,PT02M27.00S,2024-11-07T04:06:20.1Z,2,REGULAR,2pt,Jump Shot,[],1628997,5.732588699080158,89.4607843137255,1610612755,47,44,2024-11-07T04:06:32Z,2600000,False,-197.0,1.0,1,left,MISS C. Martin 19' Jump Shot,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,,,,,,,19.73,Missed,,,,,,,,,,,,
269,PT02M25.00S,2024-11-07T04:06:22.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,47,44,2024-11-07T04:11:54Z,2610000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,268.0,2.0,2.0,0.0,,,,
270,PT02M08.00S,2024-11-07T04:06:39.5Z,2,REGULAR,3pt,Jump Shot,[],1626181,68.67608409986859,68.62745098039215,1610612746,47,44,2024-11-07T04:12:41Z,2620000,False,93.0,242.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,25.92,Missed,,,,,,,,,,,,
271,PT02M06.00S,2024-11-07T04:06:41.5Z,2,REGULAR,rebound,offensive,[],1627884,,,1610612746,47,44,2024-11-07T04:12:41Z,2630000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,270.0,2.0,1.0,1.0,,,,
272,PT01M57.00S,2024-11-07T04:06:49.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201935,94.82588699080158,22.30392156862745,1610612746,47,44,2024-11-07T04:13:12Z,2640000,False,-138.0,-4.0,1,right,MISS J. Harden 13' step back Shot,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,13.86,Missed,,,,,,,,,,,,
273,PT01M55.00S,2024-11-07T04:06:51.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,47,44,2024-11-07T04:06:53Z,2650000,False,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,272.0,8.0,5.0,3.0,,,,
274,PT01M44.00S,2024-11-07T04:07:02.2Z,2,REGULAR,2pt,Jump Shot,[],202331,27.151773981603156,44.6078431372549,1610612755,47,46,2024-11-07T04:13:42Z,2660000,False,27.0,203.0,1,left,P. George 20' step back Jump Shot (10 PTS),[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,20.45,Made,10.0,,,,,,,,,,,
275,PT01M26.00S,2024-11-07T04:07:21.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.77463863337714,48.77450980392157,1610612746,49,46,2024-11-07T04:07:26Z,2670000,False,-6.0,6.0,1,right,D. Jones Jr. alley-oop DUNK (7 PTS) (J. Harden 4 AST),"[1627884, 201935]",1610612746.0,LAC,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,0.86,Made,7.0,J. Harden,201935.0,4.0,,,,,,,,
277,PT01M04.00S,2024-11-07T04:07:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.652431011826544,48.28431372549019,1610612755,49,48,2024-11-07T04:07:45Z,2690000,False,9.0,10.0,1,left,T. Maxey driving Layup (12 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,1.32,Made,12.0,,,,,,,,,,,
278,PT00M50.70S,2024-11-07T04:07:59.1Z,2,REGULAR,foul,personal,['2freethrow'],202331,,,1610612746,49,48,2024-11-07T04:08:05Z,2700000,False,,,0,,P. George shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[202331, 1627884]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,203593.0,,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,
280,PT00M50.70S,2024-11-07T04:08:28.2Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612746,50,48,2024-11-07T04:08:28Z,2720000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (8 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
281,PT00M50.70S,2024-11-07T04:08:45.4Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612746,51,48,2024-11-07T04:08:45Z,2730000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (9 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,
282,PT00M29.90S,2024-11-07T04:09:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.258212877792378,54.65686274509803,1610612755,51,48,2024-11-07T04:09:24Z,2740000,False,-23.0,6.0,1,left,MISS E. Gordon driving Layup,[201569],1610612755.0,PHI,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,2.41,Missed,,,,,,,,,,,,
283,PT00M27.80S,2024-11-07T04:09:13.5Z,2,REGULAR,rebound,offensive,[],202331,,,1610612755,51,48,2024-11-07T04:09:13Z,2750000,False,,,0,,P. George REBOUND (Off:2 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,282.0,5.0,3.0,2.0,,,,
284,PT00M27.80S,2024-11-07T04:09:19.9Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612755,51,48,2024-11-07T04:09:27Z,2760000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (George 2 FT),"[1626181, 202331]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,203593.0,,2.0,0.0,George,202331.0,,,,,,,,,,,,,,
286,PT00M27.80S,2024-11-07T04:09:51.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202331,,,1610612755,51,49,2024-11-07T04:09:51Z,2780000,False,,,0,,P. George Free Throw 1 of 2 (11 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,
287,PT00M27.80S,2024-11-07T04:09:55.5Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,51,49,2024-11-07T04:10:05Z,2790000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT00M27.80S,2024-11-07T04:09:55.5Z,2,REGULAR,substitution,in,[],200768,,,1610612755,51,49,2024-11-07T04:10:05Z,2800000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT00M27.80S,2024-11-07T04:10:18.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202331,,,1610612755,51,50,2024-11-07T04:10:18Z,2810000,False,,,0,,P. George Free Throw 2 of 2 (12 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,
290,PT00M08.50S,2024-11-07T04:10:42.5Z,2,REGULAR,3pt,Jump Shot,[],201935,64.07687253613666,46.32352941176471,1610612746,51,50,2024-11-07T04:10:47Z,2820000,False,-18.0,285.0,1,right,MISS J. Harden 28' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,28.58,Missed,,,,,,,,,,,,
291,PT00M05.90S,2024-11-07T04:10:45.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,51,50,2024-11-07T04:10:45Z,2830000,False,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,290.0,9.0,6.0,3.0,,,,
292,PT00M00.60S,2024-11-07T04:10:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629611,,,1610612755,51,50,2024-11-07T04:13:40Z,2840000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Martin 3 FT),"[1629611, 1628997]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,203593.0,,1.0,0.0,Martin,1628997.0,,,,,,,,,,,,,,
295,PT00M00.60S,2024-11-07T04:13:58.6Z,2,REGULAR,freethrow,1 of 3,[],1628997,,,1610612755,51,50,2024-11-07T04:15:05Z,2870000,False,,,0,,MISS C. Martin Free Throw 1 of 3,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
296,PT00M00.60S,2024-11-07T04:13:58.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,51,50,2024-11-07T04:15:05Z,2880000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,
297,PT00M00.60S,2024-11-07T04:13:58.6Z,2,REGULAR,freethrow,2 of 3,[],1628997,,,1610612755,51,50,2024-11-07T04:15:05Z,2890000,False,,,0,,MISS C. Martin Free Throw 2 of 3,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
298,PT00M00.60S,2024-11-07T04:13:58.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,51,50,2024-11-07T04:15:05Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,
299,PT00M00.60S,2024-11-07T04:13:58.6Z,2,REGULAR,freethrow,3 of 3,[],1628997,,,1610612755,51,51,2024-11-07T04:15:05Z,2910000,False,,,0,,C. Martin Free Throw 3 of 3 (8 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
300,PT00M00.00S,2024-11-07T04:14:53.5Z,2,REGULAR,period,end,[],0,,,1610612746,51,51,2024-11-07T04:14:53Z,2920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-11-07T04:30:23.0Z,3,REGULAR,substitution,out,['startperiod'],201569,,,1610612746,51,51,2024-11-07T04:30:37Z,2930000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-11-07T04:30:23.0Z,3,REGULAR,substitution,out,['startperiod'],200768,,,1610612746,51,51,2024-11-07T04:30:37Z,2940000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-11-07T04:30:23.0Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612746,51,51,2024-11-07T04:30:37Z,2950000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2024-11-07T04:30:23.0Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612746,51,51,2024-11-07T04:30:37Z,2960000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2024-11-07T04:30:34.0Z,3,REGULAR,period,start,[],0,,,1610612746,51,51,2024-11-07T04:30:38Z,2970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M43.00S,2024-11-07T04:31:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,8.886333771353483,50.245098039215684,1610612746,51,51,2024-11-07T04:31:40Z,2990000,False,-1.0,31.0,1,left,MISS T. Mann driving floating Shot - blocked,"[1629611, 202331]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,3.1,Missed,,,,,,,,,George,202331.0,,
308,PT11M43.00S,2024-11-07T04:31:02.4Z,3,REGULAR,block,,[],202331,,,1610612746,51,51,2024-11-07T04:31:04Z,3000000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT11M41.00S,2024-11-07T04:31:04.4Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,51,51,2024-11-07T04:31:40Z,3010000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,307.0,1.0,1.0,0.0,,,,
310,PT11M38.00S,2024-11-07T04:31:06.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630178,85.3646517739816,49.01960784313725,1610612755,51,51,2024-11-07T04:31:12Z,3020000,False,-5.0,85.0,1,right,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.52,Missed,,,,,,,,,,,,
311,PT11M35.00S,2024-11-07T04:31:08.3Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612746,51,51,2024-11-07T04:31:08Z,3030000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,310.0,3.0,2.0,1.0,,,,
312,PT11M23.00S,2024-11-07T04:31:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,8.886333771353483,47.549019607843135,1610612746,53,51,2024-11-07T04:31:29Z,3040000,False,12.0,31.0,1,left,D. Jones Jr. driving Layup (11 PTS) (J. Harden 5 AST),"[1627884, 201935]",1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.34,Made,11.0,J. Harden,201935.0,5.0,,,,,,,,
314,PT11M23.00S,2024-11-07T04:31:27.6Z,3,REGULAR,foul,personal,['1freethrow'],203083,,,1610612746,53,51,2024-11-07T04:31:36Z,3060000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Jones Jr. 1 FT),"[203083, 1627884]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,203593.0,,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,
316,PT11M23.00S,2024-11-07T04:32:00.7Z,3,REGULAR,freethrow,1 of 1,[],1627884,,,1610612746,54,51,2024-11-07T04:32:00Z,3080000,False,,,0,,D. Jones Jr. Free Throw 1 of 1 (12 PTS),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,
317,PT11M10.00S,2024-11-07T04:32:18.3Z,3,REGULAR,2pt,Jump Shot,[],1628997,80.50262812089356,15.686274509803921,1610612755,54,51,2024-11-07T04:33:27Z,3090000,False,-172.0,131.0,1,right,MISS C. Martin 21' Jump Shot,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,,21.58,Missed,,,,,,,,,,,,
318,PT11M07.00S,2024-11-07T04:32:21.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,54,51,2024-11-07T04:33:27Z,3100000,False,,,0,,A. Drummond REBOUND (Off:4 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,317.0,10.0,6.0,4.0,,,,
319,PT11M06.00S,2024-11-07T04:32:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.11760840998686,55.392156862745104,1610612755,54,51,2024-11-07T04:33:38Z,3110000,False,27.0,12.0,1,right,MISS A. Drummond driving reverse Layup,[203083],1610612755.0,PHI,driving reverse,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,2.96,Missed,,,,,,,,,,,,
320,PT11M04.00S,2024-11-07T04:32:25.2Z,3,REGULAR,rebound,offensive,[],202331,,,1610612755,54,51,2024-11-07T04:33:38Z,3120000,False,,,0,,P. George REBOUND (Off:3 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,319.0,6.0,3.0,3.0,,,,
321,PT11M04.00S,2024-11-07T04:32:27.5Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202331,94.40999984741211,50.0,1610612755,54,51,2024-11-07T04:33:49Z,3130000,False,0.0,0.0,1,right,MISS P. George tip DUNK,[202331],1610612755.0,PHI,tip,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
322,PT11M02.00S,2024-11-07T04:32:29.5Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612746,54,51,2024-11-07T04:33:49Z,3140000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:3),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,321.0,4.0,3.0,1.0,,,,
323,PT10M50.00S,2024-11-07T04:32:35.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,54,51,2024-11-07T04:32:38Z,3150000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 202331]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,2.0,,,,,,,,,,,,,,,,,George,202331.0
324,PT10M50.00S,2024-11-07T04:32:35.6Z,3,REGULAR,steal,,[],202331,,,1610612755,54,51,2024-11-07T04:32:37Z,3160000,False,,,0,,P. George STEAL (2 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
325,PT10M42.00S,2024-11-07T04:32:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,83.52496714848883,98.52941176470588,1610612755,54,51,2024-11-07T04:32:48Z,3170000,False,243.0,102.0,1,right,MISS C. Martin 26' 3PT,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,26.33,Missed,,,,,,,,,,,,
326,PT10M38.00S,2024-11-07T04:32:48.2Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,54,51,2024-11-07T04:32:48Z,3180000,False,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,325.0,6.0,4.0,2.0,,,,
327,PT10M33.00S,2024-11-07T04:32:52.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,21.895532194480946,7.352941176470589,1610612746,57,51,2024-11-07T04:32:59Z,3190000,False,213.0,153.0,1,left,N. Powell 26' 3PT running pullup (18 PTS),[1626181],1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,26.26,Made,18.0,,,,,,,,,,,
328,PT10M12.00S,2024-11-07T04:33:17.6Z,3,REGULAR,foul,personal,[],1629611,,,1610612755,57,51,2024-11-07T04:33:24Z,3200000,False,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,2.0,0.0,George,202331.0,,,,,,,,,,,,,,
330,PT09M58.00S,2024-11-07T04:33:51.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,85.10183968462549,56.372549019607845,1610612755,57,53,2024-11-07T04:33:55Z,3220000,False,32.0,88.0,1,right,K. Oubre Jr. 9' pullup Jump Shot (7 PTS),[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.31,Made,7.0,,,,,,,,,,,
331,PT09M41.00S,2024-11-07T04:34:07.6Z,3,REGULAR,3pt,Jump Shot,[],1629611,8.360709592641262,2.450980392156863,1610612746,60,53,2024-11-07T04:34:12Z,3230000,False,238.0,26.0,1,left,T. Mann 3PT  (3 PTS) (N. Powell 2 AST),"[1629611, 1626181]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,,,,,23.91,Made,3.0,N. Powell,1626181.0,2.0,,,,,,,,
333,PT09M14.00S,2024-11-07T04:34:35.7Z,3,REGULAR,3pt,Jump Shot,[],1626162,76.69185282522996,11.76470588235294,1610612755,60,53,2024-11-07T04:35:48Z,3250000,False,-191.0,167.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,25.36,Missed,,,,,,,,,,,,
334,PT09M12.00S,2024-11-07T04:34:37.7Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,60,53,2024-11-07T04:35:48Z,3260000,False,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,333.0,7.0,5.0,2.0,,,,
335,PT09M06.00S,2024-11-07T04:34:44.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,7.178055190538765,49.01960784313725,1610612746,62,53,2024-11-07T04:36:03Z,3270000,False,5.0,15.0,1,left,T. Mann running reverse Layup (5 PTS),[1629611],1610612746.0,LAC,running reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,1.58,Made,5.0,,,,,,,,,,,
336,PT09M05.00S,2024-11-07T04:34:57.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,62,53,2024-11-07T04:34:57Z,3280000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M53.00S,2024-11-07T04:38:23.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,77.34888304862024,7.352941176470589,1610612755,62,53,2024-11-07T04:38:29Z,3290000,False,-213.0,160.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,26.68,Missed,,,,,,,,,,,,
338,PT08M52.00S,2024-11-07T04:38:24.1Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,62,53,2024-11-07T04:38:34Z,3300000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,337.0,2.0,1.0,1.0,,,,
339,PT08M39.00S,2024-11-07T04:38:37.2Z,3,REGULAR,2pt,Jump Shot,[],201935,9.411957950065702,67.15686274509804,1610612746,62,53,2024-11-07T04:39:11Z,3310000,False,-86.0,36.0,1,left,MISS J. Harden 9' step back bank Shot,[201935],1610612746.0,LAC,step back bank,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,9.3,Missed,,,,,,,,,,,,
340,PT08M36.00S,2024-11-07T04:38:40.2Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,62,53,2024-11-07T04:38:41Z,3320000,False,,,0,,P. George REBOUND (Off:3 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,339.0,7.0,4.0,3.0,,,,
341,PT08M25.00S,2024-11-07T04:38:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.59198423127464,50.0,1610612755,62,55,2024-11-07T04:38:54Z,3330000,False,0.0,17.0,1,right,P. George driving Layup (14 PTS),[202331],1610612755.0,PHI,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,1.71,Made,14.0,,,,,,,,,,,
342,PT08M07.00S,2024-11-07T04:39:09.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,5.732588699080158,49.50980392156863,1610612746,64,55,2024-11-07T04:39:12Z,3340000,False,2.0,1.0,1,left,T. Mann cutting Layup (7 PTS) (J. Harden 6 AST),"[1629611, 201935]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,0.29,Made,7.0,J. Harden,201935.0,6.0,,,,,,,,
345,PT07M51.00S,2024-11-07T04:39:48.7Z,3,REGULAR,foul,personal,[],1627884,,,1610612755,64,55,2024-11-07T04:39:56Z,3370000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 202331]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left,203593.0,,1.0,0.0,George,202331.0,,,,,,,,,,,,,,
347,PT07M43.00S,2024-11-07T04:40:09.6Z,3,REGULAR,3pt,Jump Shot,[],202331,70.90998685939553,15.196078431372548,1610612755,64,55,2024-11-07T04:40:15Z,3390000,False,-174.0,221.0,1,right,MISS P. George 28' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,28.12,Missed,,,,,,,,,,,,
348,PT07M41.00S,2024-11-07T04:40:11.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,64,55,2024-11-07T04:40:34Z,3400000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,347.0,3.0,3.0,0.0,,,,
349,PT07M36.00S,2024-11-07T04:40:16.8Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612746,64,55,2024-11-07T04:40:23Z,3410000,False,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1628997]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,,,,,,,,,,,Martin,1628997.0
350,PT07M36.00S,2024-11-07T04:40:16.8Z,3,REGULAR,steal,,[],1628997,,,1610612755,64,55,2024-11-07T04:40:19Z,3420000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
