actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
26,PT10M05.00S,2025-01-23T03:43:26.3Z,1,REGULAR,foul,personal,[],1628964,,,1610612738,5,8,2025-01-23T03:43:33Z,260000,False,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1628436]",1610612746.0,LAC,loose ball,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,,
29,PT09M47.00S,2025-01-23T03:43:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,5.913272010512484,3.209252450980392,1610612738,5,11,2025-01-23T03:44:04Z,290000,False,234.0,3.0,1,left,S. Hauser 3PT  (3 PTS) (J. Brown 1 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.4,J. Brown,1627759.0,1.0,,,,,,,,
31,PT09M37.00S,2025-01-23T03:44:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,89.09329829172142,48.552389705882355,1610612746,7,11,2025-01-23T03:44:13Z,310000,False,-7.0,50.0,1,right,A. Coffey fadeaway Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[1629599, 1627884]",1610612746.0,LAC,fadeaway,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,5.05,D. Jones Jr.,1627884.0,1.0,,,,,,,,
33,PT09M24.00S,2025-01-23T03:44:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.873193166885677,46.07843137254902,1610612738,7,13,2025-01-23T03:44:21Z,330000,False,20.0,125.0,1,left,J. Brown 12' fadeaway Jump Shot (7 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,12.64,,,,,,,,,,,
34,PT09M06.00S,2025-01-23T03:44:37.0Z,1,REGULAR,2pt,Jump Shot,[],1629645,91.06438896189225,82.86611519607843,1610612746,9,13,2025-01-23T03:44:42Z,340000,False,164.0,31.0,1,right,K. Porter Jr. 16' step back Jump Shot (2 PTS),[1629645],1610612746.0,LAC,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,Made,,2.0,16.73,,,,,,,,,,,
35,PT08M56.00S,2025-01-23T03:44:49.3Z,1,REGULAR,foul,personal,[],1627884,,,1610612738,9,13,2025-01-23T03:45:05Z,350000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1628369]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,1179.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
37,PT08M51.00S,2025-01-23T03:45:09.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,34.510512483574246,55.63725490196079,1610612738,9,13,2025-01-23T03:45:14Z,370000,False,-28.0,272.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.34,,,,,,,,,,,
38,PT08M50.00S,2025-01-23T03:45:10.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,9,13,2025-01-23T03:45:14Z,380000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,37.0,,,,,,,,,,,,,
40,PT08M28.00S,2025-01-23T03:45:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,81.42247043363994,50.49019607843137,1610612746,11,13,2025-01-23T03:45:46Z,400000,False,2.0,122.0,1,right,K. Porter Jr. 12' fadeaway Jump Shot (4 PTS),[1629645],1610612746.0,LAC,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,12.21,,,,,,,,,,,
41,PT08M12.00S,2025-01-23T03:45:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.16491458607096,47.05882352941176,1610612738,11,13,2025-01-23T03:46:00Z,410000,False,15.0,109.0,1,left,MISS J. Brown 10' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,10.99,,,,,,,,,,,
42,PT08M10.00S,2025-01-23T03:45:59.6Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612746,11,13,2025-01-23T03:46:00Z,420000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,41.0,,,,,,1.0,1.0,0.0,,,,,
43,PT07M58.00S,2025-01-23T03:46:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,83.26215505913272,56.61764705882353,1610612746,11,13,2025-01-23T03:49:30Z,430000,False,33.0,105.0,1,right,MISS K. Porter Jr. 10' driving floating Shot - blocked,"[1629645, 1628436]",1610612746.0,LAC,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,10.99,,,,,,,Kornet,1628436.0,,,
57,PT07M58.00S,2025-01-23T03:46:10.9Z,1,REGULAR,block,,[],1628436,,,1610612746,11,13,2025-01-23T03:47:53Z,435000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M56.00S,2025-01-23T03:46:12.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,11,13,2025-01-23T03:46:14Z,440000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,43.0,,,,,,1.0,1.0,0.0,,,,,
45,PT07M51.00S,2025-01-23T03:46:17.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,26.888961892247043,81.86274509803921,1610612738,11,13,2025-01-23T03:46:26Z,450000,False,-159.0,200.0,1,left,MISS J. Tatum 25' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.59,,,,,,,,,,,
46,PT07M50.00S,2025-01-23T03:46:18.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,11,13,2025-01-23T03:46:26Z,460000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,45.0,,,,,,,,,,,,,
47,PT07M50.00S,2025-01-23T03:46:24.9Z,1,REGULAR,foul,personal,[],1628436,,,1610612746,11,13,2025-01-23T03:46:49Z,470000,False,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 1628964]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,,,,,,,
49,PT07M30.00S,2025-01-23T03:46:56.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,80.1084099868594,31.372549019607842,1610612746,13,13,2025-01-23T03:47:00Z,490000,False,-93.0,134.0,1,right,K. Porter Jr. 16' pullup Jump Shot (6 PTS),[1629645],1610612746.0,LAC,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,6.0,16.36,,,,,,,,,,,
50,PT07M19.00S,2025-01-23T03:47:08.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,8.492115637319317,2.941176470588235,1610612738,13,13,2025-01-23T03:47:12Z,500000,False,235.0,27.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.69,,,,,,,,,,,
51,PT07M19.00S,2025-01-23T03:47:08.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,13,13,2025-01-23T03:48:09Z,510000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,50.0,,,,,,1.0,1.0,0.0,,,,,
52,PT07M08.00S,2025-01-23T03:47:18.9Z,1,REGULAR,2pt,Jump Shot,[],1627884,79.89487516425756,15.954350490196079,1610612746,15,13,2025-01-23T03:47:33Z,520000,False,-170.0,136.0,1,right,D. Jones Jr. 21' Jump Shot (4 PTS) (K. Porter Jr. 1 AST),"[1627884, 1629645]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,4.0,21.82,K. Porter Jr.,1629645.0,1.0,,,,,,,,
54,PT06M53.00S,2025-01-23T03:47:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,24.78646517739816,11.76470588235294,1610612738,15,16,2025-01-23T03:47:37Z,540000,False,191.0,180.0,1,left,S. Hauser 26' 3PT  (6 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,26.29,J. Tatum,1628369.0,2.0,,,,,,,,
56,PT06M35.00S,2025-01-23T03:47:52.4Z,1,REGULAR,3pt,Jump Shot,[],1627884,70.25295663600527,70.09803921568627,1610612746,18,16,2025-01-23T03:47:57Z,560000,False,100.0,227.0,1,right,D. Jones Jr. 24' 3PT  (7 PTS) (K. Porter Jr. 2 AST),"[1627884, 1629645]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,7.0,24.83,K. Porter Jr.,1629645.0,2.0,,,,,,,,
59,PT06M20.00S,2025-01-23T03:48:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,21.76412614980289,10.049019607843137,1610612738,18,19,2025-01-23T03:53:15Z,580000,False,200.0,152.0,1,left,J. Tatum 25' 3PT pullup (6 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,25.11,D. White,1628401.0,2.0,,,,,,,,
61,PT06M20.00S,2025-01-23T03:48:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,19,2025-01-23T03:48:13Z,600000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M20.00S,2025-01-23T03:50:42.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612746,18,19,2025-01-23T03:51:10Z,610000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2025-01-23T03:50:42.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612746,18,19,2025-01-23T03:51:10Z,620000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M20.00S,2025-01-23T03:50:42.9Z,1,REGULAR,substitution,in,[],1629674,,,1610612746,18,19,2025-01-23T03:51:10Z,630000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2025-01-23T03:50:42.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612746,18,19,2025-01-23T03:51:10Z,640000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2025-01-23T03:51:19.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,91.80354796320631,48.03921568627451,1610612746,20,19,2025-01-23T03:53:59Z,650000,False,-10.0,25.0,1,right,T. Mann cutting DUNK (5 PTS) (K. Porter Jr. 3 AST),"[1629611, 1629645]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,2.64,K. Porter Jr.,1629645.0,3.0,,,,,,,,
68,PT05M45.00S,2025-01-23T03:51:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,10.988830486202366,34.55882352941176,1610612738,20,21,2025-01-23T03:51:48Z,670000,False,77.0,51.0,1,left,P. Pritchard 9' step back Jump Shot (2 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,2.0,9.24,,,,,,,,,,,
69,PT05M34.00S,2025-01-23T03:51:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,71.82982917214193,85.7843137254902,1610612746,20,21,2025-01-23T03:52:00Z,680000,False,179.0,212.0,1,right,MISS T. Mann 27' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.76,,,,,,,,,,,
70,PT05M32.00S,2025-01-23T03:51:56.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,20,21,2025-01-23T03:51:56Z,690000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,69.0,,,,,,2.0,1.0,1.0,,,,,
71,PT05M30.00S,2025-01-23T03:51:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,92.19776609724047,52.94117647058824,1610612746,20,21,2025-01-23T03:52:04Z,700000,False,15.0,21.0,1,right,MISS D. Jones Jr. putback Layup,[1627884],1610612746.0,LAC,putback,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.55,,,,,,,,,,,
72,PT05M29.00S,2025-01-23T03:51:59.6Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,20,21,2025-01-23T03:55:02Z,710000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,71.0,,,,,,3.0,1.0,2.0,,,,,
73,PT05M29.00S,2025-01-23T03:52:02.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612746,22,21,2025-01-23T03:55:09Z,720000,False,0.0,0.0,1,right,D. Jones Jr. tip Layup (9 PTS),[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,0.0,,,,,,,,,,,
74,PT05M15.00S,2025-01-23T03:52:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630573,31.750985545335087,70.34313725490196,1610612738,22,24,2025-01-23T03:52:16Z,730000,False,-102.0,246.0,1,left,S. Hauser 26' 3PT pullup (9 PTS) (J. Brown 2 AST),"[1630573, 1627759]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,9.0,26.62,J. Brown,1627759.0,2.0,,,,,,,,
76,PT04M55.00S,2025-01-23T03:52:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.22667542706965,52.94117647058824,1610612746,24,24,2025-01-23T03:52:36Z,750000,False,15.0,39.0,1,right,K. Porter Jr. driving Layup (8 PTS),[1629645],1610612746.0,LAC,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,4.21,,,,,,,,,,,
77,PT04M45.00S,2025-01-23T03:52:43.6Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,24,24,2025-01-23T03:52:47Z,760000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1629645]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0
78,PT04M45.00S,2025-01-23T03:52:43.6Z,1,REGULAR,steal,,[],1629645,,,1610612746,24,24,2025-01-23T03:52:46Z,770000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
79,PT04M38.00S,2025-01-23T03:52:50.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,80.1084099868594,53.18627450980392,1610612746,24,24,2025-01-23T03:57:00Z,780000,False,16.0,134.0,1,right,MISS K. Porter Jr. 13' step back Shot,[1629645],1610612746.0,LAC,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.54,,,,,,,,,,,
80,PT04M34.00S,2025-01-23T03:52:54.6Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,24,24,2025-01-23T03:52:55Z,790000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,79.0,,,,,,1.0,1.0,0.0,,,,,
81,PT04M25.00S,2025-01-23T03:53:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629674,8.754927726675426,50.49019607843137,1610612738,24,26,2025-01-23T03:53:07Z,800000,False,-2.0,30.0,1,left,N. Queta cutting Layup (2 PTS) (J. Brown 3 AST),"[1629674, 1627759]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.99,J. Brown,1627759.0,3.0,,,,,,,,
83,PT04M15.00S,2025-01-23T03:53:18.3Z,1,REGULAR,violation,kicked ball,[],1630573,,,1610612746,24,26,2025-01-23T03:53:33Z,820000,False,,,0,,S. Hauser kicked ball VIOLATION,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,1627541.0,,,,,,,,,,,,,,,,,,,
84,PT04M15.00S,2025-01-23T03:53:21.4Z,1,REGULAR,substitution,out,[],1628964,,,1610612746,24,26,2025-01-23T03:53:26Z,830000,False,,,0,,SUB out: M. Bamba,[1628964],1610612746.0,LAC,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M15.00S,2025-01-23T03:53:21.4Z,1,REGULAR,substitution,in,[],1641738,,,1610612746,24,26,2025-01-23T03:53:26Z,840000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M05.00S,2025-01-23T03:53:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,92.32917214191852,51.470588235294116,1610612746,26,26,2025-01-23T03:53:47Z,850000,False,7.0,20.0,1,right,D. Jones Jr. DUNK (11 PTS) (K. Brown 1 AST),"[1627884, 1641738]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,2.1,K. Brown,1641738.0,1.0,,,,,,,,
88,PT03M46.00S,2025-01-23T03:54:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,9.411957950065702,43.38235294117647,1610612738,26,28,2025-01-23T04:00:17Z,870000,False,33.0,36.0,1,left,P. Pritchard driving floating Jump Shot (4 PTS),[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,4.0,4.89,,,,,,,,,,,
90,PT03M31.00S,2025-01-23T03:54:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629645,71.04139290407359,18.872549019607842,1610612746,26,28,2025-01-23T03:54:20Z,890000,False,-156.0,220.0,1,right,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612746.0,LAC,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.92,,,,,,,,,,,
