actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
26,PT09M10.00S,2024-12-04T03:44:31.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,2,2024-12-04T03:44:33Z,260000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
28,PT09M08.00S,2024-12-04T03:44:39.2Z,1,REGULAR,foul,personal,[],203924,,,1610612746,7,2,2024-12-04T03:44:45Z,280000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1626181]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,,,,,,,1.0,0.0,Powell,1626181.0,,,
30,PT09M06.00S,2024-12-04T03:44:53.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,91.5407358738502,53.431372549019606,1610612746,9,2,2024-12-04T03:44:59Z,300000,False,17.0,27.0,1,right,D. Jones Jr. alley-oop DUNK (2 PTS) (N. Powell 1 AST),"[1627884, 1626181]",1610612746.0,LAC,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.2,Made,2.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
32,PT09M05.00S,2024-12-04T03:45:00.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,2,2024-12-04T03:45:00Z,320000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT08M42.00S,2024-12-04T03:48:11.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,29.25427069645204,15.196078431372548,1610612757,9,5,2024-12-04T03:48:51Z,330000,False,174.0,222.0,1,left,S. Sharpe 28' 3PT pullup (5 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,28.25,Made,5.0,,,,,,,,,,,,,,,,,
34,PT08M22.00S,2024-12-04T03:48:30.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,70.51576872536137,18.872549019607842,1610612746,12,5,2024-12-04T03:48:39Z,340000,False,-156.0,225.0,1,right,N. Powell 27' 3PT  (8 PTS) (J. Harden 3 AST),"[1626181, 201935]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.33,Made,8.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
36,PT08M03.00S,2024-12-04T03:48:51.0Z,1,REGULAR,2pt,Jump Shot,[],203924,4.681340341655716,23.774509803921568,1610612757,12,7,2024-12-04T03:48:54Z,360000,False,131.0,-8.0,1,left,J. Grant 13' turnaround fadeaway Jump Shot (2 PTS),[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,13.14,Made,2.0,,,,,,,,,,,,,,,,,
37,PT07M49.00S,2024-12-04T03:49:13.3Z,1,REGULAR,foul,offensive,[],201935,,,1610612746,12,7,2024-12-04T03:49:20Z,370000,False,,,0,,J. Harden offensive FOUL (1 PF),"[201935, 1641739]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,1629178.0,,,,,,,1.0,0.0,Camara,1641739.0,,,
39,PT07M49.00S,2024-12-04T03:49:13.3Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612746,12,7,2024-12-04T03:49:13Z,390000,False,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,1629178.0,,,,,,,,,,,1.0,,
41,PT07M34.00S,2024-12-04T03:49:51.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629014,4.155716162943495,56.372549019607845,1610612757,12,9,2024-12-04T04:02:43Z,410000,False,-32.0,-13.0,1,left,A. Simons driving bank Hook (2 PTS),[1629014],1610612757.0,POR,driving bank,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,3.46,Made,2.0,,,,,,,,,,,,,,,,,
42,PT07M17.00S,2024-12-04T03:50:08.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,90.88370565045992,48.529411764705884,1610612746,14,9,2024-12-04T03:50:13Z,420000,False,-7.0,33.0,1,right,I. Zubac driving DUNK (4 PTS) (N. Powell 2 AST),"[1627826, 1626181]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.4,Made,4.0,N. Powell,1626181.0,2.0,,,,,,,,,,,,,,
44,PT06M51.00S,2024-12-04T03:50:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,33.459264126149804,36.51960784313725,1610612757,14,9,2024-12-04T03:50:49Z,440000,False,67.0,262.0,1,left,MISS A. Simons 27' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
45,PT06M47.00S,2024-12-04T03:50:45.1Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,14,9,2024-12-04T03:50:49Z,450000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,
46,PT06M43.00S,2024-12-04T03:50:49.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,70.38436268068331,20.34313725490196,1610612746,17,9,2024-12-04T03:51:01Z,460000,False,-148.0,226.0,1,right,N. Powell 27' 3PT running pullup (11 PTS) (D. Jones Jr. 1 AST),"[1626181, 1627884]",1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.02,Made,11.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
48,PT06M25.00S,2024-12-04T03:51:07.0Z,1,REGULAR,turnover,lost ball,[],1631101,,,1610612757,17,9,2024-12-04T03:51:09Z,480000,False,,,0,,S. Sharpe lost ball TURNOVER (2 TO),"[1631101, 201935]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Harden,201935.0
49,PT06M25.00S,2024-12-04T03:51:07.0Z,1,REGULAR,steal,,[],201935,,,1610612746,17,9,2024-12-04T03:51:08Z,490000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
50,PT06M22.00S,2024-12-04T03:51:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627739,92.06636005256242,50.245098039215684,1610612746,19,9,2024-12-04T03:51:16Z,500000,False,1.0,22.0,1,right,K. Dunn running Layup (2 PTS) (J. Harden 4 AST),"[1627739, 201935]",1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
52,PT06M10.00S,2024-12-04T03:51:22.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,28.465834428383708,13.970588235294118,1610612757,19,9,2024-12-04T03:52:08Z,520000,False,180.0,215.0,1,left,MISS A. Simons 28' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,28.05,Missed,,,,,,,,,,,,,,,,,,
53,PT06M10.00S,2024-12-04T03:51:22.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,19,9,2024-12-04T03:52:08Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,52.0,,,,,,,,,,,,
55,PT06M10.00S,2024-12-04T03:51:29.3Z,1,REGULAR,substitution,out,[],1631101,,,1610612746,19,9,2024-12-04T03:51:33Z,550000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M10.00S,2024-12-04T03:51:29.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612746,19,9,2024-12-04T03:51:33Z,560000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT05M54.00S,2024-12-04T03:51:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,81.8166885676741,44.11764705882353,1610612746,21,9,2024-12-04T03:51:58Z,570000,False,-29.0,118.0,1,right,K. Dunn 12' driving floating Jump Shot (4 PTS) (I. Zubac 1 AST),"[1627739, 1627826]",1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,12.2,Made,4.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
59,PT05M41.00S,2024-12-04T03:52:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630166,17.296320630749015,2.696078431372549,1610612757,21,12,2024-12-04T03:54:39Z,590000,False,237.0,110.0,1,left,D. Avdija 26' 3PT  (3 PTS) (D. Ayton 1 AST),"[1630166, 1629028]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.09,Made,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
65,PT05M13.00S,2024-12-04T03:52:54.2Z,1,REGULAR,foul,personal,['3freethrow'],1641739,,,1610612746,21,12,2024-12-04T03:53:02Z,650000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Powell 3 FT),"[1641739, 1626181]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,1629178.0,,,,,,,1.0,0.0,Powell,1626181.0,,,
67,PT05M13.00S,2024-12-04T03:53:30.6Z,1,REGULAR,freethrow,1 of 3,[],1626181,,,1610612746,22,12,2024-12-04T04:30:54Z,670000,False,,,0,,N. Powell Free Throw 1 of 3 (12 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
68,PT05M13.00S,2024-12-04T03:53:49.8Z,1,REGULAR,freethrow,2 of 3,[],1626181,,,1610612746,23,12,2024-12-04T04:30:54Z,680000,False,,,0,,N. Powell Free Throw 2 of 3 (13 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
69,PT05M13.00S,2024-12-04T03:53:54.0Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,23,12,2024-12-04T03:53:58Z,690000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M13.00S,2024-12-04T03:53:54.0Z,1,REGULAR,substitution,in,[],1641757,,,1610612746,23,12,2024-12-04T03:53:58Z,700000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M13.00S,2024-12-04T03:54:16.9Z,1,REGULAR,freethrow,3 of 3,[],1626181,,,1610612746,24,12,2024-12-04T04:30:54Z,710000,False,,,0,,N. Powell Free Throw 3 of 3 (14 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
72,PT05M00.00S,2024-12-04T03:54:30.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,28.728646517739815,19.11764705882353,1610612757,24,15,2024-12-04T03:54:35Z,720000,False,154.0,218.0,1,left,D. Avdija 26' 3PT  (6 PTS) (A. Simons 1 AST),"[1630166, 1629014]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.67,Made,6.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
74,PT04M45.00S,2024-12-04T03:54:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,89.56964520367937,53.92156862745098,1610612746,24,15,2024-12-04T03:54:58Z,740000,False,20.0,46.0,1,right,MISS D. Jones Jr. driving Layup,[1627884],1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,,,,
75,PT04M45.00S,2024-12-04T03:54:46.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,24,15,2024-12-04T03:54:58Z,750000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,
76,PT04M45.00S,2024-12-04T03:54:50.9Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612746,24,15,2024-12-04T03:54:56Z,760000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630166, 1627826]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,,,,,,,1.0,0.0,Zubac,1627826.0,,,
78,PT04M45.00S,2024-12-04T03:55:16.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,24,15,2024-12-04T03:55:16Z,780000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
79,PT04M45.00S,2024-12-04T03:55:16.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,24,15,2024-12-04T03:55:16Z,790000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,
80,PT04M45.00S,2024-12-04T03:55:18.1Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,24,15,2024-12-04T03:55:32Z,800000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2024-12-04T03:55:18.1Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,24,15,2024-12-04T03:55:32Z,810000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M45.00S,2024-12-04T03:55:18.1Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,24,15,2024-12-04T03:55:32Z,820000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M45.00S,2024-12-04T03:55:18.1Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,24,15,2024-12-04T03:55:32Z,830000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M45.00S,2024-12-04T03:55:16.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,24,15,2024-12-04T03:55:49Z,840000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
85,PT04M42.00S,2024-12-04T03:55:19.6Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,24,15,2024-12-04T03:55:49Z,850000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,
86,PT04M35.00S,2024-12-04T03:55:56.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,8.09789750328515,52.94117647058824,1610612757,24,17,2024-12-04T03:56:00Z,860000,False,-15.0,24.0,1,left,T. Camara driving bank Hook (2 PTS),[1641739],1610612757.0,POR,driving bank,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.78,Made,2.0,,,,,,,,,,,,,,,,,
87,PT04M13.00S,2024-12-04T03:56:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,80.50262812089356,59.55882352941176,1610612746,26,17,2024-12-04T03:56:23Z,870000,False,48.0,131.0,1,right,J. Miller 13' driving floating Jump Shot (2 PTS) (A. Coffey 1 AST),"[1641757, 1629599]",1610612746.0,LAC,driving floating,,,Miller,J. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.93,Made,2.0,A. Coffey,1629599.0,1.0,,,,,,,,,,,,,,
89,PT03M58.00S,2024-12-04T03:56:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,9.543363994743759,47.794117647058826,1610612757,26,19,2024-12-04T03:56:37Z,890000,False,11.0,37.0,1,left,D. Ayton cutting Layup (2 PTS) (A. Simons 2 AST),"[1629028, 1629014]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.88,Made,2.0,A. Simons,1629014.0,2.0,,,,,,,,,,,,,,
91,PT03M36.00S,2024-12-04T03:56:54.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,71.69842312746385,79.65686274509804,1610612746,29,19,2024-12-04T03:56:58Z,910000,False,148.0,214.0,1,right,T. Mann 26' 3PT  (3 PTS) (J. Harden 5 AST),"[1629611, 201935]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.0,Made,3.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
93,PT03M18.00S,2024-12-04T03:57:12.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,9.149145860709593,45.588235294117645,1610612757,29,21,2024-12-04T03:57:16Z,930000,False,22.0,34.0,1,left,D. Ayton alley-oop DUNK (4 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.01,Made,4.0,J. Grant,203924.0,1.0,,,,,,,,,,,,,,
95,PT03M02.00S,2024-12-04T03:57:30.8Z,1,REGULAR,foul,personal,['3freethrow'],1641739,,,1610612746,29,21,2024-12-04T03:57:37Z,950000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Harden 3 FT),"[1641739, 201935]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,1626301.0,,,,,,,2.0,0.0,Harden,201935.0,,,
97,PT03M02.00S,2024-12-04T03:58:02.8Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,29,21,2024-12-04T03:58:02Z,970000,False,,,0,,MISS J. Harden Free Throw 1 of 3,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
