actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M17.00S,2024-12-02T03:11:27.6Z,1,REGULAR,block,,[],203999,,,1610612746,0,0,2024-12-02T03:11:31Z,150000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M13.00S,2024-12-02T03:11:31.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2024-12-02T03:11:35Z,160000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT11M09.00S,2024-12-02T03:11:36.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629008,8.09789750328515,49.754901960784316,1610612743,0,0,2024-12-02T03:14:59Z,170000,False,1.0,24.0,1,left,MISS M. Porter Jr. driving floating Shot - blocked,"[1629008, 1627739]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.36,Missed,,,,,Dunn,1627739.0,,,,,,,,,
18,PT11M09.00S,2024-12-02T03:11:36.4Z,1,REGULAR,block,,[],1627739,,,1610612743,0,0,2024-12-02T03:11:38Z,180000,False,,,0,,K. Dunn BLOCK (1 BLK),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT11M06.00S,2024-12-02T03:11:39.4Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2024-12-02T03:11:44Z,190000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT11M04.00S,2024-12-02T03:11:40.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,72.35545335085413,14.705882352941178,1610612746,3,0,2024-12-02T03:31:26Z,210000,False,-176.0,207.0,1,right,N. Powell 27' 3PT running (3 PTS) (K. Dunn 1 AST),"[1626181, 1627739]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,27.23,Made,,,,,,,3.0,K. Dunn,1627739.0,1.0,,,,,
23,PT10M45.00S,2024-12-02T03:12:02.7Z,1,REGULAR,turnover,traveling,[],1627750,,,1610612743,3,0,2024-12-02T03:12:08Z,230000,False,,,0,,J. Murray traveling TURNOVER (2 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,202058.0,,,,
24,PT10M33.00S,2024-12-02T03:12:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,89.56964520367937,54.166666666666664,1610612746,5,0,2024-12-02T03:15:41Z,240000,False,21.0,46.0,1,right,N. Powell driving Layup (5 PTS) (J. Harden 1 AST),"[1626181, 201935]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,5.0,Made,,,,,,,5.0,J. Harden,201935.0,1.0,,,,,
26,PT10M21.00S,2024-12-02T03:12:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,5.469776609724048,54.90196078431373,1610612743,5,0,2024-12-02T03:16:02Z,260000,False,-25.0,-1.0,1,left,MISS P. Watson driving reverse Layup,[1631212],1610612743.0,DEN,driving reverse,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
27,PT10M20.00S,2024-12-02T03:12:43.2Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,5,0,2024-12-02T03:12:45Z,270000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
28,PT10M14.00S,2024-12-02T03:12:49.4Z,1,REGULAR,3pt,Jump Shot,[],201935,77.08607095926413,6.372549019607843,1610612746,5,0,2024-12-02T03:12:53Z,280000,False,-218.0,163.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,27.22,Missed,,,,,,,,,,,,,,,
29,PT10M11.00S,2024-12-02T03:12:52.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,5,0,2024-12-02T03:12:53Z,290000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,
30,PT10M02.00S,2024-12-02T03:13:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,5.863994743758213,53.431372549019606,1610612743,5,2,2024-12-02T03:13:06Z,300000,False,-17.0,3.0,1,left,J. Murray driving Layup (2 PTS) (C. Braun 1 AST),"[1627750, 1631128]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,1.74,Made,,,,,,,2.0,C. Braun,1631128.0,1.0,,,,,
32,PT09M37.00S,2024-12-02T03:13:26.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,83.65637319316689,55.88235294117647,1610612746,5,2,2024-12-02T03:13:30Z,320000,False,29.0,101.0,1,right,MISS I. Zubac 10' driving Hook,[1627826],1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,10.53,Missed,,,,,,,,,,,,,,,
33,PT09M36.00S,2024-12-02T03:13:27.6Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,5,2,2024-12-02T03:13:30Z,330000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,
34,PT09M19.00S,2024-12-02T03:13:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,20.05584756898817,50.0,1610612743,5,2,2024-12-02T03:14:07Z,340000,False,0.0,136.0,1,left,MISS M. Porter Jr. 13' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.6,Missed,,,,,,,,,,,,,,,
35,PT09M19.00S,2024-12-02T03:13:45.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,5,2,2024-12-02T03:14:07Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,34.0,,,,,,,,,,,,,,
37,PT09M01.00S,2024-12-02T03:14:11.4Z,1,REGULAR,3pt,Jump Shot,[],1627739,90.22667542706965,1.2254901960784315,1610612746,5,2,2024-12-02T03:14:16Z,370000,False,-244.0,39.0,1,right,MISS K. Dunn 24' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,,24.71,Missed,,,,,,,,,,,,,,,
38,PT08M57.00S,2024-12-02T03:14:15.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,2,2024-12-02T03:14:16Z,380000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,
39,PT08M37.00S,2024-12-02T03:14:34.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,21.23850197109067,65.19607843137256,1610612743,5,2,2024-12-02T03:14:39Z,390000,False,-76.0,147.0,1,left,MISS M. Porter Jr. 16' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,16.56,Missed,,,,,,,,,,,,,,,
40,PT08M34.00S,2024-12-02T03:14:37.8Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,5,2,2024-12-02T03:14:39Z,400000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M22.00S,2024-12-02T03:14:49.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,87.72996057818659,95.34313725490196,1610612746,5,2,2024-12-02T03:14:59Z,410000,False,227.0,63.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,,,,23.52,Missed,,,,,,,,,,,,,,,
42,PT08M22.00S,2024-12-02T03:14:58.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,5,2,2024-12-02T03:14:58Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,41.0,,,,,,,,,,,,,,
43,PT08M22.00S,2024-12-02T03:14:59.8Z,1,REGULAR,foul,personal,[],1627750,,,1610612746,5,2,2024-12-02T03:15:06Z,430000,False,,,0,,J. Murray loose ball personal FOUL (1 PF),"[1627750, 1627739]",1610612743.0,DEN,loose ball,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Dunn,1627739.0
45,PT08M19.00S,2024-12-02T03:15:26.0Z,1,REGULAR,foul,personal,[],1629008,,,1610612746,5,2,2024-12-02T03:15:48Z,450000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1627884]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Jones Jr.,1627884.0
47,PT08M13.00S,2024-12-02T03:15:46.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627884,91.40932982917214,47.30392156862745,1610612746,7,2,2024-12-02T03:15:51Z,470000,False,-13.0,28.0,1,right,D. Jones Jr. DUNK (2 PTS) (J. Harden 2 AST),"[1627884, 201935]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,3.14,Made,,,,,,,2.0,J. Harden,201935.0,2.0,,,,,
49,PT08M12.00S,2024-12-02T03:15:53.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,7,2,2024-12-02T03:15:53Z,490000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M57.00S,2024-12-02T03:19:08.6Z,1,REGULAR,3pt,Jump Shot,[],203999,31.802316031537455,42.91513480392157,1610612743,7,2,2024-12-02T03:19:14Z,500000,False,35.0,246.0,1,left,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,24.89,Missed,,,,,,,,,,,,,,,
51,PT07M54.00S,2024-12-02T03:19:11.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,7,2,2024-12-02T03:19:14Z,510000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT07M47.00S,2024-12-02T03:19:19.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,92.59198423127464,49.50980392156863,1610612746,9,2,2024-12-02T03:19:23Z,520000,False,-2.0,17.0,1,right,D. Jones Jr. cutting DUNK (4 PTS) (I. Zubac 1 AST),"[1627884, 1627826]",1610612746.0,LAC,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,,,4.0,I. Zubac,1627826.0,1.0,,,,,
54,PT07M23.00S,2024-12-02T03:19:43.0Z,1,REGULAR,turnover,bad pass,[],1631212,,,1610612743,9,2,2024-12-02T03:19:48Z,540000,False,,,0,,P. Watson bad pass TURNOVER (1 TO),"[1631212, 1627739]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,1.0,Dunn,1627739.0,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2024-12-02T03:19:43.0Z,1,REGULAR,steal,,[],1627739,,,1610612746,9,2,2024-12-02T03:19:44Z,550000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M19.00S,2024-12-02T03:19:46.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,90.62089356110381,49.01960784313725,1610612746,11,2,2024-12-02T03:20:00Z,560000,False,-5.0,36.0,1,right,N. Powell driving floating bank Jump Shot (7 PTS),[1626181],1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,3.6,Made,,,,,,,7.0,,,,,,,,
57,PT07M00.00S,2024-12-02T03:20:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.543363994743759,49.26470588235294,1610612743,11,4,2024-12-02T03:20:15Z,570000,False,4.0,37.0,1,left,N. Jokić Hook (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,3.74,Made,,,,,,,2.0,J. Murray,1627750.0,1.0,,,,,
59,PT06M31.00S,2024-12-02T03:20:34.5Z,1,REGULAR,2pt,Hook,[],1627826,83.65637319316689,25.49019607843137,1610612746,11,4,2024-12-02T03:20:39Z,590000,False,-123.0,101.0,1,right,MISS I. Zubac 15' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,15.88,Missed,,,,,,,,,,,,,,,
60,PT06M29.00S,2024-12-02T03:20:36.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,11,4,2024-12-02T03:20:39Z,600000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,
61,PT06M20.00S,2024-12-02T03:20:45.2Z,1,REGULAR,3pt,Jump Shot,[],203999,32.40801576872536,37.5,1610612743,11,7,2024-12-02T03:20:50Z,610000,False,62.0,252.0,1,left,N. Jokić 25' 3PT  (5 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,25.97,Made,,,,,,,5.0,M. Porter Jr.,1629008.0,1.0,,,,,
62,PT06M06.00S,2024-12-02T03:21:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612746,11,7,2024-12-02T03:21:10Z,620000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Harden 2 FT),"[1631212, 201935]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Harden,201935.0
64,PT06M06.00S,2024-12-02T03:21:34.2Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,12,7,2024-12-02T03:21:34Z,640000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
66,PT06M06.00S,2024-12-02T03:21:35.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,12,7,2024-12-02T03:21:45Z,650000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M06.00S,2024-12-02T03:21:35.6Z,1,REGULAR,substitution,out,[],1631212,,,1610612746,12,7,2024-12-02T03:21:45Z,660000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2024-12-02T03:21:35.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,12,7,2024-12-02T03:21:45Z,670000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2024-12-02T03:21:35.6Z,1,REGULAR,substitution,in,[],201566,,,1610612746,12,7,2024-12-02T03:21:45Z,680000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2024-12-02T03:21:58.8Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,13,7,2024-12-02T03:21:58Z,690000,False,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
71,PT05M52.00S,2024-12-02T03:22:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.485545335085414,54.166666666666664,1610612743,13,9,2024-12-02T03:22:32Z,700000,False,-21.0,74.0,1,left,N. Jokić 7' driving floating Jump Shot (7 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,7.72,Made,,,,,,,7.0,J. Murray,1627750.0,2.0,,,,,
73,PT05M34.00S,2024-12-02T03:22:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629599,87.20433639947439,97.30392156862744,1610612746,16,9,2024-12-02T03:22:35Z,720000,False,237.0,68.0,1,right,A. Coffey 24' 3PT  (3 PTS) (J. Harden 3 AST),"[1629599, 201935]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,,,,24.6,Made,,,,,,,3.0,J. Harden,201935.0,3.0,,,,,
75,PT05M15.00S,2024-12-02T03:22:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.543363994743759,53.431372549019606,1610612743,16,9,2024-12-02T03:22:58Z,740000,False,-17.0,37.0,1,left,MISS R. Westbrook driving reverse Layup,[201566],1610612743.0,DEN,driving reverse,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,4.1,Missed,,,,,,,,,,,,,,,
76,PT05M11.00S,2024-12-02T03:22:54.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,16,9,2024-12-02T03:22:54Z,750000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,
77,PT05M11.00S,2024-12-02T03:22:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,16,11,2024-12-02T03:22:53Z,760000,False,0.0,0.0,1,left,N. Jokić tip Layup (9 PTS),[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,9.0,,,,,,,,
78,PT04M52.00S,2024-12-02T03:23:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.25558475689881,41.42156862745098,1610612746,16,11,2024-12-02T03:23:33Z,770000,False,-43.0,58.0,1,right,MISS J. Harden 7' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,7.21,Missed,,,,,,,,,,,,,,,
79,PT04M48.00S,2024-12-02T03:23:17.4Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,16,11,2024-12-02T03:23:33Z,780000,False,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,
80,PT04M48.00S,2024-12-02T03:23:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,94.40999984741211,50.0,1610612746,16,11,2024-12-02T03:23:16Z,790000,False,0.0,0.0,1,right,MISS J. Harden tip Layup,[201935],1610612746.0,LAC,tip,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
81,PT04M47.00S,2024-12-02T03:23:17.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,16,11,2024-12-02T03:23:17Z,800000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,,
82,PT04M46.00S,2024-12-02T03:23:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,6.521024967148489,48.28431372549019,1610612743,16,13,2024-12-02T03:23:23Z,810000,False,9.0,9.0,1,left,M. Porter Jr. running Layup (2 PTS) (R. Westbrook 1 AST),"[1629008, 201566]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,
84,PT04M34.00S,2024-12-02T03:23:42.1Z,1,REGULAR,foul,personal,[],1629008,,,1610612746,16,13,2024-12-02T03:24:20Z,830000,False,,,0,,M. Porter Jr. personal FOUL (2 PF),"[1629008, 1627826]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Zubac,1627826.0
