actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
69,PT06M03.00S,2025-03-24T01:21:38.9Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,11,12,2025-03-24T01:21:38Z,670000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
70,PT06M03.00S,2025-03-24T01:21:57.0Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,12,12,2025-03-24T01:21:57Z,680000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
71,PT05M51.00S,2025-03-24T01:22:16.1Z,1,REGULAR,foul,offensive,[],1628392,,,1610612760,12,12,2025-03-24T01:22:26Z,690000,False,,,0,,I. Hartenstein offensive FOUL (1 PF),"[1628392, 1627826]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202007.0,1.0,0.0,Zubac,1627826.0,,,,,,,
73,PT05M51.00S,2025-03-24T01:22:16.1Z,1,REGULAR,turnover,offensive foul,[],1628392,,,1610612760,12,12,2025-03-24T01:22:16Z,710000,False,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202007.0,,,,,,,,,1.0,,
74,PT05M33.00S,2025-03-24T01:22:43.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,87.20433639947439,47.05882352941176,1610612746,14,12,2025-03-24T01:23:29Z,720000,False,-15.0,68.0,1,right,J. Harden 6' driving floating Jump Shot (2 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,,,,,,,,,,,,2.0,I. Zubac,1627826.0,1.0,,,
76,PT05M22.00S,2025-03-24T01:22:54.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,23.078186596583443,64.2156862745098,1610612760,14,12,2025-03-24T01:22:58Z,740000,False,-71.0,164.0,1,left,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,17.91,Missed,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2025-03-24T01:22:57.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,12,2025-03-24T01:22:58Z,750000,False,,,0,,I. Zubac REBOUND (Off:2 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,76.0,5.0,3.0,2.0,,,,,,,,,,,,,,
78,PT05M11.00S,2025-03-24T01:23:08.5Z,1,REGULAR,foul,personal,[],1629652,,,1610612746,14,12,2025-03-24T01:25:49Z,760000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1627826]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1628172.0,1.0,0.0,Zubac,1627826.0,,,,,,,
80,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,14,12,2025-03-24T01:23:48Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,14,12,2025-03-24T01:23:48Z,790000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,out,[],1641717,,,1610612746,14,12,2025-03-24T01:23:48Z,800000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612746,14,12,2025-03-24T01:23:48Z,810000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,in,[],1627884,,,1610612746,14,12,2025-03-24T01:23:48Z,820000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,in,[],203992,,,1610612746,14,12,2025-03-24T01:23:48Z,830000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,in,[],1631119,,,1610612746,14,12,2025-03-24T01:23:48Z,840000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2025-03-24T01:23:20.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612746,14,12,2025-03-24T01:23:48Z,850000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2025-03-24T01:23:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,80.50262812089356,39.46078431372549,1610612746,14,12,2025-03-24T01:24:02Z,860000,False,-53.0,131.0,1,right,MISS J. Harden 14' step back Shot,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,14.1,Missed,,,,,,,,,,,,,,,,,,
