actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
44,PT07M33.00S,2025-04-09T02:45:37.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,9,2025-04-09T02:45:56Z,440000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,43.0,4.0,4.0,0.0,,,,,,,
45,PT07M23.00S,2025-04-09T02:46:04.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,21.76412614980289,10.784313725490197,1610612746,14,9,2025-04-09T02:46:10Z,450000,False,196.0,152.0,1,left,MISS N. Powell 24' step back 3PT,[1626181],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,,
46,PT07M18.00S,2025-04-09T02:46:09.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,14,9,2025-04-09T02:46:10Z,460000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Biyombo,B. Biyombo,,,,,,,45.0,3.0,3.0,0.0,,,,,,,
47,PT07M09.00S,2025-04-09T02:46:17.4Z,1,REGULAR,2pt,Jump Shot,[],101108,94.56307490144546,72.05882352941177,1610612759,14,9,2025-04-09T02:46:23Z,470000,False,110.0,-1.0,1,right,MISS C. Paul 11' turnaround Shot,[101108],1610612759.0,SAS,turnaround,,,,,,Mid-Range,8-16 Right,11.03,Missed,,Paul,C. Paul,,,,,,,,,,,,,,,,,
48,PT07M07.00S,2025-04-09T02:46:19.4Z,1,REGULAR,rebound,offensive,[],202687,,,1610612759,14,9,2025-04-09T02:46:23Z,480000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:3),[202687],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Biyombo,B. Biyombo,,,,,,,47.0,4.0,3.0,1.0,,,,,,,
49,PT07M01.00S,2025-04-09T02:46:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,92.46057818659659,44.6078431372549,1610612759,14,9,2025-04-09T02:46:32Z,490000,False,-27.0,18.0,1,right,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,3.27,Missed,,Castle,S. Castle,,,,,,,,,,,,,,,,,
51,PT06M57.00S,2025-04-09T02:46:30.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,14,9,2025-04-09T02:46:32Z,510000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Harden,J. Harden,,,,,,,49.0,1.0,1.0,0.0,,,,,,,
52,PT06M54.00S,2025-04-09T02:46:33.1Z,1,REGULAR,3pt,Jump Shot,[],1627884,11.514454664914586,2.941176470588235,1610612746,14,9,2025-04-09T02:46:41Z,520000,False,235.0,56.0,1,left,MISS D. Jones Jr. 24' 3PT,[1627884],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,24.18,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
53,PT06M50.00S,2025-04-09T02:46:37.1Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,14,9,2025-04-09T02:46:41Z,530000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,,,,Right Corner 3,24+ Right,,,,Paul,C. Paul,,,,,,,52.0,1.0,1.0,0.0,,,,,,,
54,PT06M45.00S,2025-04-09T02:46:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,80.6340341655716,62.254901960784316,1610612759,14,11,2025-04-09T02:46:48Z,540000,False,61.0,130.0,1,right,C. Paul 14' pullup Jump Shot (2 PTS),[101108],1610612759.0,SAS,pullup,,,,,,In The Paint (Non-RA),8-16 Center,14.33,Made,2.0,Paul,C. Paul,,,,,,,,,,,,,,,,,
55,PT06M28.00S,2025-04-09T02:47:02.0Z,1,REGULAR,foul,personal,[],1642264,,,1610612746,14,11,2025-04-09T02:47:24Z,550000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 201935]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Castle,S. Castle,,,,,,,,,,,1628481.0,1.0,0.0,Harden,201935.0,,
57,PT06M28.00S,2025-04-09T02:47:09.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,11,2025-04-09T02:47:09Z,570000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M14.00S,2025-04-09T02:50:29.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,14,11,2025-04-09T02:50:38Z,580000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,,,,,,
59,PT06M02.00S,2025-04-09T02:50:50.5Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612759,14,11,2025-04-09T02:50:55Z,590000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612759.0,SAS,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Paul,C. Paul,1.0,,,,,,,,,,1626300.0,,,,,,
60,PT05M51.00S,2025-04-09T02:51:07.1Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612746,14,11,2025-04-09T02:51:31Z,600000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Zubac 2 FT),"[202687, 1627826]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,1628481.0,1.0,0.0,Zubac,1627826.0,,
62,PT05M51.00S,2025-04-09T02:51:32.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,15,11,2025-04-09T02:51:32Z,620000,False,,,0,,I. Zubac Free Throw 1 of 2 (5 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,Made,5.0,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
63,PT05M51.00S,2025-04-09T02:51:50.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,16,11,2025-04-09T02:51:50Z,630000,False,,,0,,I. Zubac Free Throw 2 of 2 (6 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,Made,6.0,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
64,PT05M32.00S,2025-04-09T02:52:11.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,91.14651773981603,54.65686274509803,1610612759,16,13,2025-04-09T02:52:24Z,640000,False,23.0,31.0,1,right,B. Biyombo driving Hook (4 PTS) (S. Castle 1 AST),"[202687, 1642264]",1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,3.85,Made,4.0,Biyombo,B. Biyombo,,,,S. Castle,1642264.0,1.0,,,,,,,,,,,
66,PT05M10.00S,2025-04-09T02:52:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,12.697109067017081,40.931372549019606,1610612746,16,13,2025-04-09T02:52:51Z,660000,False,45.0,67.0,1,left,MISS I. Zubac 8' driving floating Shot,[1627826],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.08,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
67,PT05M08.00S,2025-04-09T02:52:35.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,16,13,2025-04-09T02:52:37Z,670000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:4),[202687],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Biyombo,B. Biyombo,,,,,,,66.0,5.0,4.0,1.0,,,,,,,
68,PT04M55.00S,2025-04-09T02:52:48.4Z,1,REGULAR,3pt,Jump Shot,[],1642264,70.12155059132719,24.509803921568626,1610612759,16,16,2025-04-09T02:53:22Z,680000,False,-127.0,228.0,1,right,S. Castle 26' 3PT pullup (4 PTS) (B. Biyombo 1 AST),"[1642264, 202687]",1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Left Center,26.16,Made,4.0,Castle,S. Castle,,,,B. Biyombo,202687.0,1.0,,,,,,,,,,,
70,PT04M30.00S,2025-04-09T02:53:13.0Z,1,REGULAR,3pt,Jump Shot,[],1627884,18.873193166885677,91.66666666666666,1610612746,16,16,2025-04-09T02:53:19Z,700000,False,-208.0,125.0,1,left,MISS D. Jones Jr. 24' 3PT,[1627884],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,24.29,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
71,PT04M26.00S,2025-04-09T02:53:17.0Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,16,16,2025-04-09T02:53:19Z,710000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Vassell,D. Vassell,,,,,,,70.0,1.0,1.0,0.0,,,,,,,
72,PT04M13.00S,2025-04-09T02:53:30.3Z,1,REGULAR,2pt,Jump Shot,[],101108,93.77463863337714,74.50980392156863,1610612759,16,18,2025-04-09T02:53:36Z,720000,False,123.0,6.0,1,right,C. Paul 12' fadeaway Jump Shot (4 PTS),[101108],1610612759.0,SAS,fadeaway,,,,,,Mid-Range,8-16 Right,12.26,Made,4.0,Paul,C. Paul,,,,,,,,,,,,,,,,,
73,PT03M55.00S,2025-04-09T02:53:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,11.383048620236531,58.57843137254902,1610612746,16,18,2025-04-09T02:53:55Z,730000,False,-43.0,55.0,1,left,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
74,PT03M51.00S,2025-04-09T02:53:52.0Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,16,18,2025-04-09T02:53:55Z,740000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:5),[202687],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,73.0,6.0,5.0,1.0,,,,,,,
75,PT03M48.00S,2025-04-09T02:53:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612759,16,18,2025-04-09T02:54:08Z,750000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627826, 203084]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Zubac,I. Zubac,,,,,,,,,,,202049.0,1.0,0.0,Barnes,203084.0,,
77,PT03M48.00S,2025-04-09T02:54:22.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203084,,,1610612759,16,19,2025-04-09T02:54:57Z,770000,False,,,0,,H. Barnes Free Throw 1 of 2 (7 PTS),[203084],1610612759.0,SAS,,,,,,,,,,Made,7.0,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
78,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,out,[],1627739,,,1610612759,16,19,2025-04-09T02:54:39Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,
79,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612759,16,19,2025-04-09T02:54:39Z,790000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,
80,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,out,[],101108,,,1610612759,16,19,2025-04-09T02:54:39Z,800000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,
81,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,16,19,2025-04-09T02:54:39Z,810000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,
82,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,in,[],203992,,,1610612759,16,19,2025-04-09T02:54:39Z,820000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,,,,,,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,
83,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,in,[],201587,,,1610612759,16,19,2025-04-09T02:54:39Z,830000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
84,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,16,19,2025-04-09T02:54:39Z,840000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,
85,PT03M48.00S,2025-04-09T02:54:23.0Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,16,19,2025-04-09T02:54:39Z,850000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,,,,,,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,
86,PT03M48.00S,2025-04-09T02:54:22.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203084,,,1610612759,16,20,2025-04-09T02:54:57Z,860000,False,,,0,,H. Barnes Free Throw 2 of 2 (8 PTS),[203084],1610612759.0,SAS,,,,,,,,,,Made,8.0,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
