actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
28,PT09M45.00S,2025-02-05T03:08:51.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,24.392247043363994,9.558823529411764,1610612747,8,9,2025-02-05T03:08:55Z,280000,False,202.0,177.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612747.0,LAL,,,,,,,,Hachimura,R. Hachimura,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2025-02-05T03:08:53.4Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,8,9,2025-02-05T03:08:55Z,290000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,,,,,Leonard,K. Leonard,Above the Break 3,24+ Right Center,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M35.00S,2025-02-05T03:09:02.4Z,1,REGULAR,3pt,Jump Shot,[],201935,72.7496714848883,82.35294117647058,1610612746,8,9,2025-02-05T03:11:48Z,300000,False,162.0,204.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,,Harden,J. Harden,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2025-02-05T03:09:08.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,8,9,2025-02-05T03:09:08Z,310000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,,,,,Hachimura,R. Hachimura,Above the Break 3,24+ Right Center,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT09M24.00S,2025-02-05T03:09:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.30946123521682,50.245098039215684,1610612747,8,11,2025-02-05T03:12:30Z,320000,False,-1.0,16.0,1,left,A. Reaves driving Layup (5 PTS),[1630559],1610612747.0,LAL,driving,,,,,,,Reaves,A. Reaves,Restricted Area,0-8 Center,1.62,Made,5.0,,,,,,,,,,,,,,,,
33,PT09M11.00S,2025-02-05T03:09:26.7Z,1,REGULAR,turnover,lost ball,[],202695,,,1610612746,8,11,2025-02-05T03:09:29Z,330000,False,,,0,,K. Leonard lost ball TURNOVER (1 TO),"[202695, 1629637]",1610612746.0,LAC,,,,,,,,Leonard,K. Leonard,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,1.0,Hayes,1629637.0,,
34,PT09M11.00S,2025-02-05T03:09:26.7Z,1,REGULAR,steal,,[],1629637,,,1610612747,8,11,2025-02-05T03:09:28Z,340000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2025-02-05T03:09:30.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,8.229303547963205,47.794117647058826,1610612747,8,13,2025-02-05T03:09:36Z,350000,False,11.0,25.0,1,left,R. Hachimura running DUNK (2 PTS),[1629060],1610612747.0,LAL,running,,,,,,,Hachimura,R. Hachimura,Restricted Area,0-8 Center,2.72,Made,2.0,,,,,,,,,,,,,,,,
36,PT09M07.00S,2025-02-05T03:09:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,13,2025-02-05T03:09:37Z,360000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M07.00S,2025-02-05T03:12:41.5Z,1,REGULAR,substitution,out,[],1629637,,,1610612746,8,13,2025-02-05T03:12:44Z,370000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,
38,PT09M07.00S,2025-02-05T03:12:41.5Z,1,REGULAR,substitution,in,[],1629216,,,1610612746,8,13,2025-02-05T03:12:44Z,380000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2025-02-05T03:13:08.2Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612746,8,13,2025-02-05T03:13:29Z,390000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Zubac 2 FT),"[1627827, 1627826]",1610612747.0,LAL,shooting,,,,,,204059.0,Finney-Smith,D. Finney-Smith,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Zubac,1627826.0,,,,,,,,,
41,PT08M55.00S,2025-02-05T03:13:30.4Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,9,13,2025-02-05T03:13:30Z,410000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,,,,,Zubac,I. Zubac,,,,Made,1.0,,,,,,,,,,,,,,,,
42,PT08M55.00S,2025-02-05T03:13:45.6Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,10,13,2025-02-05T03:13:45Z,420000,False,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,,,,,Zubac,I. Zubac,,,,Made,2.0,,,,,,,,,,,,,,,,
43,PT08M44.00S,2025-02-05T03:13:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629060,31.35676741130092,63.23529411764706,1610612747,10,13,2025-02-05T03:14:03Z,430000,False,-66.0,242.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,,,,,Hachimura,R. Hachimura,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,
44,PT08M41.00S,2025-02-05T03:14:01.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,13,2025-02-05T03:14:03Z,440000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,,,,,Harden,J. Harden,Above the Break 3,24+ Center,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,,
45,PT08M29.00S,2025-02-05T03:14:15.9Z,1,REGULAR,foul,personal,[],1627827,,,1610612746,10,13,2025-02-05T03:14:22Z,450000,False,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1627826]",1610612747.0,LAL,,,,,,,1626300.0,Finney-Smith,D. Finney-Smith,In The Paint (Non-RA),8-16 Right,,,,,,,2.0,0.0,Zubac,1627826.0,,,,,,,,,
47,PT08M14.00S,2025-02-05T03:14:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,82.7365308804205,41.66666666666667,1610612746,10,13,2025-02-05T03:15:12Z,470000,False,-42.0,110.0,1,right,MISS J. Harden 11' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,,Harden,J. Harden,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,
48,PT08M13.00S,2025-02-05T03:14:54.9Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,10,13,2025-02-05T03:14:54Z,480000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,,,,,Harden,J. Harden,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,47.0,3.0,2.0,1.0,,,,,
49,PT08M11.00S,2025-02-05T03:14:56.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,68.9388961892247,80.3921568627451,1610612746,13,13,2025-02-05T03:15:04Z,490000,False,152.0,239.0,1,right,K. Leonard 28' 3PT  (3 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,,,,,,,,Leonard,K. Leonard,Above the Break 3,24+ Right Center,28.37,Made,3.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,
51,PT07M50.00S,2025-02-05T03:15:17.6Z,1,REGULAR,2pt,Jump Shot,[],2544,22.158344283837057,48.77450980392157,1610612747,13,15,2025-02-05T03:15:21Z,510000,False,6.0,156.0,1,left,L. James 15' turnaround fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,,,,,James,L. James,Mid-Range,8-16 Center,15.59,Made,4.0,,,,,,,,,,,,,,,,
52,PT07M36.00S,2025-02-05T03:15:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,82.7365308804205,54.90196078431373,1610612746,15,15,2025-02-05T03:15:35Z,520000,False,25.0,110.0,1,right,D. Jones Jr. 11' turnaround Jump Shot (5 PTS) (N. Powell 1 AST),"[1627884, 1626181]",1610612746.0,LAC,turnaround,,,,,,,Jones Jr.,D. Jones Jr.,In The Paint (Non-RA),8-16 Center,11.25,Made,5.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,
54,PT07M26.00S,2025-02-05T03:15:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629060,28.728646517739815,76.7156862745098,1610612747,15,18,2025-02-05T03:15:46Z,540000,False,-134.0,218.0,1,left,R. Hachimura 25' 3PT  (5 PTS) (A. Reaves 3 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,,,,,Hachimura,R. Hachimura,Above the Break 3,24+ Left Center,25.53,Made,5.0,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,
56,PT07M04.00S,2025-02-05T03:16:02.9Z,1,REGULAR,2pt,Jump Shot,[],202695,79.84559789750328,67.40196078431373,1610612746,15,18,2025-02-05T03:16:49Z,560000,False,87.0,137.0,1,right,MISS K. Leonard 16' driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,,,,,Leonard,K. Leonard,Mid-Range,16-24 Right Center,16.23,Missed,,,,,,,,,,,,,,,,,
57,PT07M01.00S,2025-02-05T03:16:05.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,15,18,2025-02-05T03:16:05Z,570000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,,,,,Zubac,I. Zubac,Mid-Range,16-24 Right Center,,,,,,,,,,,56.0,1.0,0.0,1.0,,,,,
58,PT07M01.00S,2025-02-05T03:16:05.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,15,18,2025-02-05T03:16:12Z,580000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,,,,,Zubac,I. Zubac,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2025-02-05T03:16:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,15,18,2025-02-05T03:16:12Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,58.0,,,,,,,,
61,PT07M01.00S,2025-02-05T03:16:14.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612746,15,18,2025-02-05T03:16:21Z,610000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,
62,PT07M01.00S,2025-02-05T03:16:14.4Z,1,REGULAR,substitution,in,[],1629637,,,1610612746,15,18,2025-02-05T03:16:21Z,620000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,
63,PT06M51.00S,2025-02-05T03:17:10.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,84.05059132720105,39.950980392156865,1610612746,15,18,2025-02-05T03:18:08Z,630000,False,-50.0,97.0,1,right,MISS J. Harden 10' turnaround fadeaway Shot,[201935],1610612746.0,LAC,turnaround fadeaway,,,,,,,Harden,J. Harden,In The Paint (Non-RA),8-16 Center,10.96,Missed,,,,,,,,,,,,,,,,,
64,PT06M49.00S,2025-02-05T03:17:12.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,15,18,2025-02-05T03:22:49Z,640000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,,,,,Zubac,I. Zubac,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,63.0,2.0,0.0,2.0,,,,,
90,PT06M49.00S,2025-02-05T03:17:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,93.34756898817345,50.0,1610612746,15,18,2025-02-05T03:23:10Z,652500,False,0.0,10.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,,,,,Zubac,I. Zubac,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,
91,PT06M47.00S,2025-02-05T03:17:18.0Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,18,2025-02-05T03:23:18Z,658750,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,,,,,James,L. James,Restricted Area,0-8 Center,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,
69,PT06M40.00S,2025-02-05T03:17:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,11.038107752956636,46.591605392156865,1610612747,15,18,2025-02-05T03:24:05Z,665000,False,17.0,51.0,1,left,MISS J. Hayes Layup - blocked,"[1629637, 202695]",1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,Leonard,202695.0
70,PT06M40.00S,2025-02-05T03:17:21.7Z,1,REGULAR,block,,[],202695,,,1610612747,15,18,2025-02-05T03:19:10Z,667500,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,,,,,Leonard,K. Leonard,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2025-02-05T03:17:21.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,15,18,2025-02-05T03:19:10Z,668750,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,69.0,,,,,,,,
67,PT06M40.00S,2025-02-05T03:17:47.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,18,2025-02-05T03:19:10Z,670000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2025-02-05T03:21:15.7Z,1,REGULAR,3pt,Jump Shot,[],1627884,71.96123521681997,17.401960784313726,1610612746,18,18,2025-02-05T03:21:23Z,690000,False,-163.0,211.0,1,right,D. Jones Jr. 26' 3PT  (8 PTS) (J. Harden 3 AST),"[1627884, 201935]",1610612746.0,LAC,,,,,,,,Jones Jr.,D. Jones Jr.,Above the Break 3,24+ Left Center,26.67,Made,8.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,
74,PT06M06.00S,2025-02-05T03:21:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,6.652431011826544,56.372549019607845,1610612747,18,20,2025-02-05T03:21:44Z,710000,False,-32.0,10.0,1,left,L. James turnaround bank Jump Shot (6 PTS),[2544],1610612747.0,LAL,turnaround bank,,,,,,,James,L. James,Restricted Area,0-8 Center,3.34,Made,6.0,,,,,,,,,,,,,,,,
75,PT05M53.00S,2025-02-05T03:21:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,90.88370565045992,52.450980392156865,1610612746,18,20,2025-02-05T03:21:55Z,720000,False,12.0,33.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1629637]",1610612746.0,LAC,driving,,,,,,,Harden,J. Harden,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,Hayes,1629637.0
76,PT05M53.00S,2025-02-05T03:21:51.3Z,1,REGULAR,block,,[],1629637,,,1610612746,18,20,2025-02-05T03:21:54Z,730000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2025-02-05T03:21:54.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,18,20,2025-02-05T03:21:55Z,740000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,,,,,Hayes,J. Hayes,Restricted Area,0-8 Center,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,
78,PT05M50.00S,2025-02-05T03:22:02.0Z,1,REGULAR,foul,personal,[],1627884,,,1610612747,18,20,2025-02-05T03:25:03Z,750000,False,,,0,,D. Jones Jr. personal FOUL (2 PF),"[1627884, 2544]",1610612746.0,LAC,,,,,,,1626300.0,Jones Jr.,D. Jones Jr.,Mid-Range,16-24 Left Center,,,,,,,2.0,0.0,James,2544.0,,,,,,,,,
80,PT05M50.00S,2025-02-05T03:22:08.3Z,1,REGULAR,substitution,out,[],1627884,,,1610612747,18,20,2025-02-05T03:22:22Z,770000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,
81,PT05M50.00S,2025-02-05T03:22:08.3Z,1,REGULAR,substitution,out,[],2544,,,1610612747,18,20,2025-02-05T03:22:22Z,780000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,
82,PT05M50.00S,2025-02-05T03:22:08.3Z,1,REGULAR,substitution,in,[],1627739,,,1610612747,18,20,2025-02-05T03:22:22Z,790000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,
83,PT05M50.00S,2025-02-05T03:22:08.3Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,18,20,2025-02-05T03:22:22Z,800000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,
84,PT05M50.00S,2025-02-05T03:22:28.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,18,20,2025-02-05T03:22:31Z,810000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2025-02-05T03:22:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630559,20.45006570302234,89.95098039215686,1610612747,18,23,2025-02-05T03:25:30Z,820000,False,-200.0,140.0,1,left,A. Reaves 24' 3PT pullup (8 PTS),[1630559],1610612747.0,LAL,pullup,,,,,,,Reaves,A. Reaves,Above the Break 3,24+ Left Center,24.38,Made,8.0,,,,,,,,,,,,,,,,
86,PT05M24.00S,2025-02-05T03:22:59.6Z,1,REGULAR,3pt,Jump Shot,[],201935,71.43561103810775,22.54901960784314,1610612746,18,23,2025-02-05T03:25:48Z,830000,False,-137.0,216.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,,,,,Harden,J. Harden,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2025-02-05T03:22:59.6Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,18,23,2025-02-05T03:25:48Z,840000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,,,,,Dunn,K. Dunn,Above the Break 3,24+ Left Center,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,,
88,PT05M20.00S,2025-02-05T03:23:04.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,66.96780551905388,70.09803921568627,1610612746,21,23,2025-02-05T03:23:08Z,850000,False,100.0,258.0,1,right,N. Powell 27' 3PT  (8 PTS) (K. Dunn 1 AST),"[1626181, 1627739]",1610612746.0,LAC,,,,,,,,Powell,N. Powell,Above the Break 3,24+ Right Center,27.69,Made,8.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,
