actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
24,PT10M16.00S,2023-11-19T21:13:46.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,5,3,2023-11-19T21:13:47Z,240000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,
25,PT10M05.00S,2023-11-19T21:13:59.6Z,1,REGULAR,turnover,traveling,[],1630567,,,1610612761,5,3,2023-11-19T21:14:05Z,250000,False,,,0,,S. Barnes traveling TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200833.0,,,,,,,,,1.0,,,,
26,PT09M49.00S,2023-11-19T21:14:26.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628995,88.25558475689881,95.58823529411765,1610612765,5,3,2023-11-19T21:14:33Z,260000,False,228.0,58.0,1,right,MISS K. Knox II step back 3PT,[1628995],1610612765.0,DET,step back,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,23.51,Missed,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2023-11-19T21:14:31.5Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,5,3,2023-11-19T21:14:33Z,270000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,26.0,1.0,0.0,1.0,,,,,
28,PT09M41.00S,2023-11-19T21:14:34.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628995,94.30026281208936,52.94117647058824,1610612765,5,3,2023-11-19T21:14:40Z,280000,False,15.0,1.0,1,right,MISS K. Knox II cutting DUNK - blocked,"[1628995, 1627751]",1610612765.0,DET,cutting,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,Poeltl,1627751.0,,
29,PT09M41.00S,2023-11-19T21:14:34.4Z,1,REGULAR,block,,[],1627751,,,1610612765,5,3,2023-11-19T21:14:36Z,290000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M38.00S,2023-11-19T21:14:37.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,5,3,2023-11-19T21:14:40Z,300000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
31,PT09M35.00S,2023-11-19T21:14:41.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,8.623521681997373,1.9607843137254901,1610612761,8,3,2023-11-19T21:14:47Z,310000,False,240.0,29.0,1,left,O. Anunoby 24' 3PT running (3 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,24.19,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
33,PT09M16.00S,2023-11-19T21:14:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,85.3646517739816,48.77450980392157,1610612765,8,5,2023-11-19T21:15:03Z,330000,False,-6.0,85.0,1,right,A. Thompson 8' turnaround fadeaway Jump Shot (2 PTS),[1641709],1610612765.0,DET,turnaround fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.53,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2023-11-19T21:15:12.6Z,1,REGULAR,2pt,Jump Shot,[],1628384,14.931011826544022,20.34313725490196,1610612761,10,5,2023-11-19T21:15:17Z,340000,False,148.0,88.0,1,left,O. Anunoby 17' step back Jump Shot (5 PTS) (D. Schroder 3 AST),"[1628384, 203471]",1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,17.24,Made,5.0,D. Schroder,203471.0,3.0,,,,,,,,,,,,,,
36,PT08M46.00S,2023-11-19T21:15:29.0Z,1,REGULAR,2pt,Jump Shot,[],1630191,76.03482260183968,61.029411764705884,1610612765,10,5,2023-11-19T21:16:16Z,360000,False,55.0,173.0,1,right,MISS I. Stewart 18' pullup Shot,[1630191],1610612765.0,DET,pullup,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,18.14,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2023-11-19T21:15:31.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,10,5,2023-11-19T21:15:33Z,370000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,
38,PT08M39.00S,2023-11-19T21:15:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,26.757555847568987,18.38235294117647,1610612761,10,5,2023-11-19T21:15:42Z,380000,False,158.0,199.0,1,left,MISS P. Siakam 25' running pullup 3PT,[1627783],1610612761.0,TOR,running pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2023-11-19T21:15:39.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,10,5,2023-11-19T21:15:42Z,390000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,
40,PT08M33.00S,2023-11-19T21:15:42.5Z,1,REGULAR,turnover,bad pass,[],1641709,,,1610612765,10,5,2023-11-19T21:15:46Z,400000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641709, 1627783]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Siakam,1627783.0
41,PT08M33.00S,2023-11-19T21:15:42.5Z,1,REGULAR,steal,,[],1627783,,,1610612761,10,5,2023-11-19T21:15:44Z,410000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2023-11-19T21:15:49.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203471,13.091327201051248,74.01960784313727,1610612761,12,5,2023-11-19T21:15:57Z,420000,False,-120.0,71.0,1,left,D. Schroder 13' pullup Jump Shot (3 PTS),[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,13.93,Made,3.0,,,,,,,,,,,,,,,,,
43,PT08M13.00S,2023-11-19T21:16:01.5Z,1,REGULAR,2pt,Jump Shot,[],1630191,77.87450722733246,58.82352941176471,1610612765,12,5,2023-11-19T21:16:07Z,430000,False,44.0,155.0,1,right,MISS I. Stewart 16' Jump Shot,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,16.16,Missed,,,,,,,,,,,,,,,,,,
44,PT08M13.00S,2023-11-19T21:16:01.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,12,5,2023-11-19T21:16:07Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,43.0,,,,,,,,
46,PT07M59.00S,2023-11-19T21:16:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,12.040078843626807,45.34313725490196,1610612761,14,5,2023-11-19T21:16:35Z,460000,False,23.0,61.0,1,left,D. Schroder 6' driving finger roll Layup (5 PTS) (P. Siakam 2 AST),"[203471, 1627783]",1610612761.0,TOR,driving finger roll,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,5.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,
47,PT07M58.00S,2023-11-19T21:16:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,5,2023-11-19T21:16:35Z,470000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2023-11-19T21:19:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.67214191852825,55.392156862745104,1610612765,14,7,2023-11-19T21:19:41Z,480000,False,27.0,26.0,1,right,J. Ivey driving finger roll Layup (2 PTS) (C. Cunningham 1 AST),"[1631093, 1630595]",1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.73,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
50,PT07M29.00S,2023-11-19T21:19:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.623521681997373,53.18627450980392,1610612761,14,7,2023-11-19T21:21:12Z,500000,False,-16.0,29.0,1,left,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2023-11-19T21:19:56.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,14,7,2023-11-19T21:21:12Z,510000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT07M21.00S,2023-11-19T21:19:59.7Z,1,REGULAR,3pt,Jump Shot,[],1630191,69.20170827858082,71.81372549019608,1610612765,14,7,2023-11-19T21:23:01Z,520000,False,109.0,237.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2023-11-19T21:20:03.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,14,7,2023-11-19T21:20:06Z,530000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M10.00S,2023-11-19T21:20:10.8Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,14,7,2023-11-19T21:20:33Z,540000,False,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 1641709]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,,,Thompson,1641709.0
55,PT07M10.00S,2023-11-19T21:20:10.8Z,1,REGULAR,steal,,[],1641709,,,1610612765,14,7,2023-11-19T21:20:13Z,550000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
56,PT07M07.00S,2023-11-19T21:20:15.9Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612765,14,7,2023-11-19T21:20:24Z,560000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628384, 1641709]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,200833.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
58,PT07M07.00S,2023-11-19T21:20:37.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641709,,,1610612765,14,8,2023-11-19T21:20:37Z,580000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M07.00S,2023-11-19T21:20:38.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612765,14,8,2023-11-19T21:20:42Z,590000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M07.00S,2023-11-19T21:20:38.6Z,1,REGULAR,substitution,in,[],1629018,,,1610612765,14,8,2023-11-19T21:20:42Z,600000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2023-11-19T21:20:51.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641709,,,1610612765,14,9,2023-11-19T21:20:51Z,610000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
62,PT06M53.00S,2023-11-19T21:21:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,8.754927726675426,57.84313725490197,1610612761,14,9,2023-11-19T21:21:15Z,620000,False,-39.0,30.0,1,left,MISS O. Anunoby driving floating bank Shot,[1628384],1610612761.0,TOR,driving floating bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2023-11-19T21:21:14.0Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,14,9,2023-11-19T21:21:15Z,630000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,62.0,1.0,0.0,1.0,,,,,
64,PT06M49.00S,2023-11-19T21:21:13.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,5.590000152587891,50.0,1610612761,14,9,2023-11-19T21:21:13Z,640000,False,0.0,0.0,1,left,MISS O. Anunoby tip Layup,[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2023-11-19T21:21:14.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,14,9,2023-11-19T21:21:14Z,650000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,
66,PT06M46.00S,2023-11-19T21:21:16.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,66.83639947437582,46.81372549019608,1610612765,14,12,2023-11-19T21:21:22Z,660000,False,-16.0,259.0,1,right,C. Cunningham 25' 3PT running pullup (5 PTS),[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.97,Made,5.0,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2023-11-19T21:21:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.1268068331143235,42.8921568627451,1610612761,14,12,2023-11-19T21:21:42Z,670000,False,36.0,5.0,1,left,MISS D. Schroder driving Layup,[203471],1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
68,PT06M24.00S,2023-11-19T21:21:38.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,14,12,2023-11-19T21:27:12Z,680000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,67.0,4.0,3.0,1.0,,,,,
69,PT06M19.00S,2023-11-19T21:21:43.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,5.995400788436268,1.4705882352941175,1610612761,14,12,2023-11-19T21:21:50Z,690000,False,243.0,4.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Right Corner 3,24+ Right,24.26,Missed,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2023-11-19T21:21:44.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,14,12,2023-11-19T21:21:50Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,69.0,,,,,,,,
71,PT06M18.00S,2023-11-19T21:21:49.1Z,1,REGULAR,foul,personal,[],1628995,,,1610612761,14,12,2023-11-19T21:21:58Z,710000,False,,,0,,K. Knox II loose ball personal FOUL (1 PF),"[1628995, 1627751]",1610612765.0,DET,loose ball,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
73,PT06M18.00S,2023-11-19T21:21:56.5Z,1,REGULAR,substitution,out,[],1631093,,,1610612761,14,12,2023-11-19T21:22:01Z,730000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M18.00S,2023-11-19T21:21:56.5Z,1,REGULAR,substitution,in,[],202692,,,1610612761,14,12,2023-11-19T21:22:01Z,740000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M10.00S,2023-11-19T21:22:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,17.821944809461236,93.38235294117648,1610612761,14,12,2023-11-19T21:22:20Z,750000,False,-217.0,115.0,1,left,MISS G. Trent Jr. 24' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2023-11-19T21:22:18.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,14,12,2023-11-19T21:22:20Z,760000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,
77,PT06M00.00S,2023-11-19T21:22:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,90.22667542706965,56.372549019607845,1610612765,14,12,2023-11-19T21:28:35Z,770000,False,32.0,39.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
78,PT05M58.00S,2023-11-19T21:22:27.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,14,12,2023-11-19T21:22:29Z,780000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,77.0,2.0,1.0,1.0,,,,,
79,PT05M56.00S,2023-11-19T21:22:29.4Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,14,12,2023-11-19T21:22:33Z,790000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1628995]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Knox II,1628995.0
80,PT05M56.00S,2023-11-19T21:22:29.4Z,1,REGULAR,steal,,[],1628995,,,1610612765,14,12,2023-11-19T21:22:32Z,800000,False,,,0,,K. Knox II STEAL (1 STL),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M52.00S,2023-11-19T21:22:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,93.77463863337714,45.588235294117645,1610612765,14,12,2023-11-19T21:22:40Z,810000,False,-22.0,6.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
