actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
28,PT10M17.00S,2023-11-01T23:13:02.8Z,1,REGULAR,violation,kicked ball,[],203081,,,1610612761,3,0,2023-11-01T23:15:34Z,280000,False,,,0,,D. Lillard kicked ball VIOLATION,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
29,PT10M09.00S,2023-11-01T23:13:24.2Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612761,3,0,2023-11-01T23:13:28Z,290000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 201572]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,Lopez,201572.0,,,,
30,PT10M09.00S,2023-11-01T23:13:24.2Z,1,REGULAR,steal,,[],201572,,,1610612749,3,0,2023-11-01T23:13:26Z,300000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M57.00S,2023-11-01T23:13:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203114,95.0886990801577,51.225490196078425,1610612749,3,2,2023-11-01T23:13:42Z,310000,False,6.0,-6.0,1,right,K. Middleton driving finger roll Layup (2 PTS),[203114],1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,0.88,Made,,,,,2.0,,,,,,,,,,,
32,PT09M41.00S,2023-11-01T23:13:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,28.86005256241787,21.568627450980394,1610612761,6,2,2023-11-01T23:14:00Z,320000,False,142.0,219.0,1,left,S. Barnes 26' 3PT  (3 PTS) (D. Schroder 2 AST),"[1630567, 203471]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,26.09,Made,,,,,3.0,D. Schroder,203471.0,2.0,,,,,,,,
34,PT09M23.00S,2023-11-01T23:14:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.1688567674113,50.245098039215684,1610612749,6,4,2023-11-01T23:14:14Z,340000,False,1.0,2.0,1,right,D. Lillard driving Layup (2 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,0.26,Made,,,,,2.0,,,,,,,,,,,
35,PT09M11.00S,2023-11-01T23:14:21.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,30.962549277266753,70.58823529411765,1610612761,9,4,2023-11-01T23:14:27Z,350000,False,-103.0,239.0,1,left,O. Anunoby 25' 3PT  (3 PTS) (D. Schroder 3 AST),"[1628384, 203471]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,25.98,Made,,,,,3.0,D. Schroder,203471.0,3.0,,,,,,,,
37,PT08M54.00S,2023-11-01T23:14:38.6Z,1,REGULAR,3pt,Jump Shot,[],203081,69.07030223390277,74.75490196078431,1610612749,9,4,2023-11-01T23:14:44Z,370000,False,124.0,238.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,26.85,Missed,,,,,,,,,,,,,,,,
38,PT08M51.00S,2023-11-01T23:14:41.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,9,4,2023-11-01T23:14:44Z,380000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M43.00S,2023-11-01T23:14:49.4Z,1,REGULAR,2pt,Jump Shot,[],203471,14.011169513797633,23.774509803921568,1610612761,9,4,2023-11-01T23:14:54Z,390000,False,131.0,79.0,1,left,MISS D. Schroder 15' Jump Shot - blocked,"[203471, 201572]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,15.32,Missed,,,,,,,,,Lopez,201572.0,,,,,,
40,PT08M43.00S,2023-11-01T23:14:49.4Z,1,REGULAR,block,,[],201572,,,1610612761,9,4,2023-11-01T23:14:52Z,400000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
41,PT08M39.00S,2023-11-01T23:14:53.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,9,4,2023-11-01T23:14:54Z,410000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,
42,PT08M38.00S,2023-11-01T23:14:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,9.280551905387648,50.98039215686274,1610612761,9,4,2023-11-02T00:13:02Z,420000,False,-5.0,35.0,1,left,MISS J. Poeltl putback Layup,[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,3.5,Missed,,,,,,,,,,,,,,,,
43,PT08M36.00S,2023-11-01T23:14:56.6Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,9,4,2023-11-01T23:14:56Z,430000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,42.0,4.0,2.0,2.0,,,,,,,,,,,,
44,PT08M36.00S,2023-11-01T23:14:58.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627751,6.652431011826544,48.529411764705884,1610612761,11,4,2023-11-01T23:15:07Z,440000,False,7.0,10.0,1,left,J. Poeltl cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.24,Made,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,
46,PT08M36.00S,2023-11-01T23:15:03.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,4,2023-11-01T23:15:03Z,460000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M25.00S,2023-11-01T23:18:05.1Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,11,4,2023-11-01T23:18:12Z,470000,False,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,201639.0,1.0,,,,,,,,,,,,,,,,,,
49,PT08M13.00S,2023-11-01T23:18:23.0Z,1,REGULAR,turnover,backcourt,[],1627783,,,1610612761,11,4,2023-11-01T23:18:34Z,480000,False,,,0,,P. Siakam backcourt TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,201639.0,2.0,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2023-11-01T23:18:55.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203114,93.11760840998686,76.47058823529412,1610612749,11,6,2023-11-01T23:19:00Z,490000,False,132.0,12.0,1,right,K. Middleton 13' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,,,13.3,Made,,,,,4.0,,,,,,,,,,,
51,PT07M38.00S,2023-11-01T23:19:17.0Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,11,6,2023-11-01T23:19:20Z,500000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 201572]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,Lopez,201572.0,,,,
52,PT07M38.00S,2023-11-01T23:19:17.0Z,1,REGULAR,steal,,[],201572,,,1610612749,11,6,2023-11-01T23:19:49Z,510000,False,,,0,,B. Lopez STEAL (2 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M30.00S,2023-11-01T23:19:25.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,67.36202365308804,30.88235294117647,1610612749,11,6,2023-11-01T23:19:35Z,520000,False,-96.0,254.0,1,right,MISS M. Beasley 27' 3PT - blocked,"[1627736, 1630567]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,27.17,Missed,,,,,,,,,Barnes,1630567.0,,,,,,
54,PT07M30.00S,2023-11-01T23:19:25.8Z,1,REGULAR,block,,[],1630567,,,1610612749,11,6,2023-11-01T23:24:34Z,530000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2023-11-01T23:19:29.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,11,6,2023-11-01T23:19:35Z,540000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,
56,PT07M15.00S,2023-11-01T23:19:40.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,6.258212877792378,53.92156862745098,1610612761,13,6,2023-11-01T23:19:46Z,550000,False,-20.0,6.0,1,left,J. Poeltl Hook (4 PTS) (P. Siakam 1 AST),"[1627751, 1627783]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,2.06,Made,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,,,,
58,PT07M07.00S,2023-11-01T23:19:48.3Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,13,6,2023-11-01T23:19:52Z,570000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1630567]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,Barnes,1630567.0,,,,
59,PT07M07.00S,2023-11-01T23:19:48.3Z,1,REGULAR,steal,,[],1630567,,,1610612761,13,6,2023-11-01T23:19:50Z,580000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2023-11-01T23:19:52.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.783837056504599,47.794117647058826,1610612761,15,6,2023-11-01T23:19:58Z,590000,False,11.0,11.0,1,left,O. Anunoby running DUNK (5 PTS) (S. Barnes 2 AST),"[1628384, 1630567]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,1.58,Made,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,
62,PT06M44.00S,2023-11-01T23:20:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,84.05059132720105,56.372549019607845,1610612749,15,6,2023-11-01T23:20:17Z,610000,False,32.0,97.0,1,right,MISS B. Lopez 10' floating Shot,[201572],1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,10.25,Missed,,,,,,,,,,,,,,,,
63,PT06M42.00S,2023-11-01T23:20:12.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,6,2023-11-01T23:20:17Z,620000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,
64,PT06M37.00S,2023-11-01T23:20:18.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,30.56833114323259,72.54901960784314,1610612761,18,6,2023-11-01T23:20:24Z,630000,False,-113.0,235.0,1,left,S. Barnes 26' 3PT step back (6 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,26.04,Made,,,,,6.0,,,,,,,,,,,
65,PT06M20.00S,2023-11-01T23:20:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.24901445466492,50.49019607843137,1610612749,18,8,2023-11-01T23:20:41Z,640000,False,2.0,11.0,1,right,K. Middleton cutting finger roll Layup (6 PTS) (D. Lillard 1 AST),"[203114, 203081]",1610612749.0,MIL,cutting finger roll,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,1.13,Made,,,,,6.0,D. Lillard,203081.0,1.0,,,,,,,,
67,PT05M55.00S,2023-11-01T23:21:00.4Z,1,REGULAR,3pt,Jump Shot,[],203471,29.122864651773984,19.11764705882353,1610612761,18,8,2023-11-01T23:21:05Z,660000,False,154.0,221.0,1,left,MISS D. Schroder 26' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,26.98,Missed,,,,,,,,,,,,,,,,
68,PT05M51.00S,2023-11-01T23:21:04.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,18,8,2023-11-01T23:21:05Z,670000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
87,PT05M51.00S,2023-11-01T23:21:04.3Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,18,8,2023-11-01T23:23:15Z,675000,False,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (2 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,1155.0,2.0,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,18,8,2023-11-01T23:23:15Z,690000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,out,[],203507,,,1610612761,18,8,2023-11-01T23:23:15Z,700000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,out,[],203114,,,1610612761,18,8,2023-11-01T23:23:15Z,710000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,18,8,2023-11-01T23:23:15Z,720000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,in,[],203109,,,1610612761,18,8,2023-11-01T23:23:15Z,730000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M51.00S,2023-11-01T23:21:10.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612761,18,8,2023-11-01T23:23:15Z,740000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M46.00S,2023-11-01T23:21:40.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,13.748357424441524,31.61764705882353,1610612761,18,8,2023-11-01T23:23:15Z,750000,False,92.0,77.0,1,left,MISS P. Siakam 11' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,11.97,Missed,,,,,,,,,,,,,,,,
77,PT05M43.00S,2023-11-01T23:21:43.5Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,18,8,2023-11-01T23:21:47Z,760000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT05M31.00S,2023-11-01T23:21:55.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,69.46452036793693,72.30392156862744,1610612749,18,8,2023-11-01T23:22:03Z,770000,False,112.0,235.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,25.97,Missed,,,,,,,,,,,,,,,,
