actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
29,PT09M31.00S,2024-04-07T22:14:01.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,94.03745072273325,50.73529411764706,1610612761,9,3,2024-04-07T22:17:20Z,290000,False,4.0,4.0,1,right,R. Barrett cutting DUNK (2 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,I. Quickley,1630193.0,1.0,,,,,,
31,PT09M11.00S,2024-04-07T22:14:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,29.38567674113009,71.07843137254902,1610612764,9,3,2024-04-07T22:14:25Z,310000,False,-105.0,224.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
32,PT09M08.00S,2024-04-07T22:14:23.6Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,9,3,2024-04-07T22:14:25Z,320000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,
33,PT09M01.00S,2024-04-07T22:14:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,67.7562417871222,45.588235294117645,1610612761,9,3,2024-04-07T22:14:41Z,330000,False,-22.0,251.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2024-04-07T22:14:36.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,9,3,2024-04-07T22:14:36Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,33.0,,,,,
36,PT08M51.00S,2024-04-07T22:14:58.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630534,94.1688567674113,50.0,1610612761,11,3,2024-04-07T22:15:02Z,360000,False,0.0,2.0,1,right,O. Agbaji reverse Layup (5 PTS) (K. Olynyk 1 AST),"[1630534, 203482]",1610612761.0,TOR,reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.23,Made,5.0,,,,,,,,,K. Olynyk,203482.0,1.0,,,,,,
38,PT08M38.00S,2024-04-07T22:15:10.5Z,1,REGULAR,3pt,Jump Shot,[],1641774,31.488173455978973,64.70588235294117,1610612764,11,3,2024-04-07T22:15:14Z,380000,False,-74.0,243.0,1,left,MISS T. Vukcevic 25' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2024-04-07T22:15:13.5Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,11,3,2024-04-07T22:15:14Z,390000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,
40,PT08M28.00S,2024-04-07T22:15:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.59198423127464,45.83333333333333,1610612761,11,3,2024-04-07T22:15:26Z,400000,False,-21.0,17.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
41,PT08M24.00S,2024-04-07T22:15:25.4Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,11,3,2024-04-07T22:15:26Z,410000,False,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,40.0,1.0,0.0,1.0,,
42,PT08M24.00S,2024-04-07T22:15:24.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629628,94.40999984741211,50.0,1610612761,11,3,2024-04-07T22:18:52Z,420000,False,0.0,0.0,1,right,MISS R. Barrett tip Layup - blocked,"[1629628, 1631098]",1610612761.0,TOR,tip,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Davis,1631098.0
55,PT08M24.00S,2024-04-07T22:15:24.2Z,1,REGULAR,block,,[],1631098,,,1610612761,11,3,2024-04-07T22:18:52Z,425000,False,,,0,,J. Davis BLOCK (1 BLK),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M24.00S,2024-04-07T22:15:24.2Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,11,3,2024-04-07T22:18:52Z,430000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,2.0,2.0,0.0,,
44,PT08M21.00S,2024-04-07T22:15:27.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,25.04927726675427,12.5,1610612764,11,6,2024-04-07T22:15:33Z,440000,False,188.0,183.0,1,left,C. Kispert 26' 3PT running (3 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,26.2,Made,3.0,,,,,,,,,J. Poole,1629673.0,2.0,,,,,,
46,PT08M07.00S,2024-04-07T22:15:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,49.01960784313725,1610612761,13,6,2024-04-07T22:21:33Z,460000,False,-5.0,5.0,1,right,R. Barrett finger roll Layup (4 PTS),[1629628],1610612761.0,TOR,finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.69,Made,4.0,,,,,,,,,,,,,,,,,
47,PT07M54.00S,2024-04-07T22:15:55.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,10.5946123521682,40.19607843137255,1610612764,13,6,2024-04-07T22:15:59Z,470000,False,49.0,47.0,1,left,MISS D. Avdija 6' driving finger roll Layup,[1630166],1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,,
48,PT07M52.00S,2024-04-07T22:15:57.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,13,6,2024-04-07T22:15:59Z,480000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,47.0,3.0,3.0,0.0,,
49,PT07M45.00S,2024-04-07T22:16:03.7Z,1,REGULAR,3pt,Jump Shot,[],203482,82.07950065703022,95.34313725490196,1610612761,16,6,2024-04-07T22:16:13Z,490000,False,227.0,116.0,1,right,K. Olynyk 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[203482, 1629628]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.47,Made,3.0,,,,,,,,,R. Barrett,1629628.0,1.0,,,,,,
51,PT07M44.00S,2024-04-07T22:16:08.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,16,6,2024-04-07T22:16:08Z,510000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M33.00S,2024-04-07T22:19:11.1Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612764,16,6,2024-04-07T22:19:15Z,520000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1629018]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,
57,PT07M33.00S,2024-04-07T22:19:11.1Z,1,REGULAR,steal,,[],1629018,,,1610612761,16,6,2024-04-07T22:19:12Z,530000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2024-04-07T22:19:13.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.82588699080158,50.0,1610612761,18,6,2024-04-07T22:19:22Z,540000,False,0.0,-4.0,1,right,G. Trent Jr. running DUNK (4 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.39,Made,4.0,,,,,,,,,,,,,,,,,
59,PT07M16.00S,2024-04-07T22:19:28.0Z,1,REGULAR,turnover,lost ball,[],1641774,,,1610612764,18,6,2024-04-07T22:19:31Z,550000,False,,,0,,T. Vukcevic lost ball TURNOVER (2 TO),"[1641774, 203482]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Olynyk,203482.0,,,,,,,,,
60,PT07M16.00S,2024-04-07T22:19:28.0Z,1,REGULAR,steal,,[],203482,,,1610612761,18,6,2024-04-07T22:19:29Z,560000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M11.00S,2024-04-07T22:19:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,93.9060446780552,49.50980392156863,1610612761,20,6,2024-04-07T22:19:40Z,570000,False,-2.0,5.0,1,right,R. Barrett running Layup (6 PTS) (O. Agbaji 1 AST),"[1629628, 1630534]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,,,,,,,,,O. Agbaji,1630534.0,1.0,,,,,,
63,PT06M55.00S,2024-04-07T22:19:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,32.276609724047304,69.85294117647058,1610612764,20,9,2024-04-07T22:19:54Z,590000,False,-99.0,251.0,1,left,C. Kispert 26' 3PT  (6 PTS) (J. Poole 3 AST),"[1630557, 1629673]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.98,Made,6.0,,,,,,,,,J. Poole,1629673.0,3.0,,,,,,
65,PT06M41.00S,2024-04-07T22:20:05.4Z,1,REGULAR,foul,personal,[],1631098,,,1610612761,20,9,2024-04-07T22:20:11Z,610000,False,,,0,,J. Davis personal FOUL (1 PF),"[1631098, 1630193]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Right Center,,,,202035.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
67,PT06M41.00S,2024-04-07T22:20:10.0Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,20,9,2024-04-07T22:20:16Z,630000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2024-04-07T22:20:10.0Z,1,REGULAR,substitution,out,[],1641774,,,1610612761,20,9,2024-04-07T22:20:16Z,640000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2024-04-07T22:20:10.0Z,1,REGULAR,substitution,in,[],1641711,,,1610612761,20,9,2024-04-07T22:20:16Z,650000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2024-04-07T22:20:10.0Z,1,REGULAR,substitution,in,[],1630647,,,1610612761,20,9,2024-04-07T22:20:16Z,660000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2024-04-07T22:20:36.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,66.70499342969777,56.61764705882353,1610612761,20,9,2024-04-07T22:20:42Z,670000,False,33.0,260.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.26,Missed,,,,,,,,,,,,,,,,,,
72,PT06M27.00S,2024-04-07T22:20:38.8Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,20,9,2024-04-07T22:20:42Z,680000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,
73,PT06M15.00S,2024-04-07T22:20:50.7Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,20,9,2024-04-07T22:20:55Z,690000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629018]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,
74,PT06M15.00S,2024-04-07T22:20:50.7Z,1,REGULAR,steal,,[],1629018,,,1610612761,20,9,2024-04-07T22:20:52Z,700000,False,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M10.00S,2024-04-07T22:21:01.2Z,1,REGULAR,foul,personal,['3freethrow'],1630557,,,1610612761,20,9,2024-04-07T22:21:36Z,710000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Quickley 3 FT),"[1630557, 1630193]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,202035.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
77,PT06M10.00S,2024-04-07T22:21:37.4Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1630193,,,1610612761,21,9,2024-04-07T22:21:37Z,730000,False,,,0,,I. Quickley Free Throw 1 of 3 (3 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2024-04-07T22:21:58.3Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1630193,,,1610612761,22,9,2024-04-07T22:21:58Z,740000,False,,,0,,I. Quickley Free Throw 2 of 3 (4 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2024-04-07T22:21:59.3Z,1,REGULAR,substitution,out,[],1629673,,,1610612761,22,9,2024-04-07T22:22:02Z,750000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M10.00S,2024-04-07T22:21:59.3Z,1,REGULAR,substitution,in,[],1630215,,,1610612761,22,9,2024-04-07T22:22:02Z,760000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2024-04-07T22:22:24.3Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1630193,,,1610612761,23,9,2024-04-07T22:22:24Z,770000,False,,,0,,I. Quickley Free Throw 3 of 3 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
82,PT06M00.00S,2024-04-07T22:22:35.7Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612764,23,9,2024-04-07T22:22:41Z,780000,False,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 203482]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Olynyk,203482.0,,,,,,,,,
83,PT06M00.00S,2024-04-07T22:22:35.7Z,1,REGULAR,steal,,[],203482,,,1610612761,23,9,2024-04-07T22:22:38Z,790000,False,,,0,,K. Olynyk STEAL (2 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
84,PT05M55.00S,2024-04-07T22:22:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,91.93495400788436,40.931372549019606,1610612761,25,9,2024-04-07T22:22:53Z,800000,False,-45.0,23.0,1,right,G. Dick running finger roll Layup (2 PTS) (K. Olynyk 2 AST),"[1641711, 203482]",1610612761.0,TOR,running finger roll,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,2.0,,,,,,,,,K. Olynyk,203482.0,2.0,,,,,,
