actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
26,PT09M42.00S,2024-03-27T23:43:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,5,12,2024-03-27T23:43:54Z,260000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M32.00S,2024-03-27T23:47:16.4Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612761,5,12,2024-03-27T23:47:20Z,270000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1630540]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,McBride,1630540.0,,,,,
28,PT09M32.00S,2024-03-27T23:47:16.4Z,1,REGULAR,steal,,[],1630540,,,1610612752,5,12,2024-03-27T23:47:18Z,280000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2024-03-27T23:47:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,6.521024967148489,58.08823529411765,1610612752,5,14,2024-03-27T23:47:26Z,290000,False,-40.0,9.0,1,left,J. Brunson running Layup (2 PTS) (M. McBride 1 AST),"[1628973, 1630540]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.13,Made,2.0,,,,,,,M. McBride,1630540.0,1.0,,,,,,,,
31,PT09M10.00S,2024-03-27T23:47:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,90.62089356110381,42.64705882352941,1610612761,5,14,2024-03-27T23:47:42Z,310000,False,-37.0,36.0,1,right,MISS O. Agbaji cutting DUNK - blocked,"[1630534, 1628978]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,DiVincenzo,1628978.0,,,
35,PT09M10.00S,2024-03-27T23:47:37.8Z,1,REGULAR,block,,[],1628978,,,1610612761,5,14,2024-03-27T23:48:01Z,315000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M07.00S,2024-03-27T23:47:40.8Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612761,5,14,2024-03-27T23:48:01Z,320000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,31.0,,,,,1.0,0.0,1.0
33,PT09M04.00S,2024-03-27T23:47:43.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,94.30026281208936,51.225490196078425,1610612761,7,14,2024-03-27T23:48:01Z,330000,False,6.0,1.0,1,right,G. Trent Jr. driving floating bank Jump Shot (4 PTS) (O. Agbaji 1 AST),"[1629018, 1630534]",1610612761.0,TOR,driving floating bank,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.62,Made,4.0,,,,,,,O. Agbaji,1630534.0,1.0,,,,,,,,
36,PT08M43.00S,2024-03-27T23:48:06.5Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612752,7,14,2024-03-27T23:48:14Z,350000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[203482, 1628392]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,1627964.0,2.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
38,PT08M43.00S,2024-03-27T23:48:35.1Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,7,15,2024-03-27T23:48:35Z,370000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (4 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
39,PT08M43.00S,2024-03-27T23:48:49.3Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,7,16,2024-03-27T23:48:49Z,380000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (5 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
40,PT08M27.00S,2024-03-27T23:49:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,88.25558475689881,2.696078431372549,1610612761,7,16,2024-03-27T23:49:11Z,390000,False,-237.0,58.0,1,right,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
41,PT08M24.00S,2024-03-27T23:49:09.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,7,16,2024-03-27T23:49:11Z,400000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,40.0,,,,,1.0,1.0,0.0
42,PT08M18.00S,2024-03-27T23:49:15.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628973,7.703679369250986,63.48039215686274,1610612752,7,18,2024-03-27T23:49:25Z,410000,False,-67.0,20.0,1,left,J. Brunson 7' running pullup Jump Shot (4 PTS),[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,4.0,,,,,,,,,,,,,,,,,
43,PT08M10.00S,2024-03-27T23:49:23.9Z,1,REGULAR,3pt,Jump Shot,[],1641711,70.77858081471747,77.69607843137256,1610612761,10,18,2024-03-27T23:49:28Z,420000,False,138.0,222.0,1,right,G. Dick 26' 3PT  (6 PTS) (J. Freeman-Liberty 1 AST),"[1641711, 1631241]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,26.18,Made,6.0,,,,,,,J. Freeman-Liberty,1631241.0,1.0,,,,,,,,
45,PT07M50.00S,2024-03-27T23:49:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630540,4.681340341655716,94.36274509803921,1610612752,10,18,2024-03-27T23:49:48Z,440000,False,-222.0,-8.0,1,left,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,22.2,Missed,,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2024-03-27T23:49:46.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,10,18,2024-03-27T23:49:48Z,450000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,45.0,,,,,1.0,1.0,0.0
47,PT07M40.00S,2024-03-27T23:49:53.0Z,1,REGULAR,3pt,Jump Shot,[],203482,91.27792378449409,4.411764705882353,1610612761,13,18,2024-03-27T23:54:20Z,460000,False,-228.0,29.0,1,right,K. Olynyk 3PT  (3 PTS) (G. Trent Jr. 2 AST),"[203482, 1629018]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,22.98,Made,3.0,,,,,,,G. Trent Jr.,1629018.0,2.0,,,,,,,,
49,PT07M28.00S,2024-03-27T23:50:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,6.258212877792378,49.50980392156863,1610612752,13,20,2024-03-27T23:50:09Z,480000,False,2.0,6.0,1,left,I. Hartenstein cutting DUNK (7 PTS) (J. Brunson 3 AST),"[1628392, 1628973]",1610612752.0,NYK,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.68,Made,7.0,,,,,,,J. Brunson,1628973.0,3.0,,,,,,,,
51,PT07M17.00S,2024-03-27T23:50:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,94.56307490144546,50.98039215686274,1610612761,15,20,2024-03-27T23:50:23Z,500000,False,5.0,-1.0,1,right,G. Trent Jr. driving finger roll Layup (6 PTS) (K. Olynyk 1 AST),"[1629018, 203482]",1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.51,Made,6.0,,,,,,,K. Olynyk,203482.0,1.0,,,,,,,,
53,PT07M04.00S,2024-03-27T23:50:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630540,30.305519053876477,72.30392156862744,1610612752,15,23,2024-03-27T23:50:35Z,520000,False,-112.0,232.0,1,left,M. McBride 25' 3PT  (12 PTS) (J. Brunson 4 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.78,Made,12.0,,,,,,,J. Brunson,1628973.0,4.0,,,,,,,,
55,PT06M54.00S,2024-03-27T23:50:40.1Z,1,REGULAR,3pt,Jump Shot,[],1641711,78.40013140604468,8.088235294117647,1610612761,15,23,2024-03-27T23:50:44Z,540000,False,-210.0,151.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2024-03-27T23:50:43.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,15,23,2024-03-27T23:50:44Z,550000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,55.0,,,,,1.0,1.0,0.0
57,PT06M42.00S,2024-03-27T23:50:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,18.084756898817346,37.00980392156863,1610612752,15,23,2024-03-27T23:50:57Z,560000,False,65.0,117.0,1,left,MISS J. Brunson 13' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.43,Missed,,,,,,,,,,,,,,,,,,
58,PT06M39.00S,2024-03-27T23:50:55.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,15,23,2024-03-27T23:50:57Z,570000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,57.0,,,,,1.0,1.0,0.0
59,PT06M36.00S,2024-03-27T23:51:07.0Z,1,REGULAR,foul,personal,[],1630540,,,1610612761,15,23,2024-03-27T23:53:01Z,580000,False,,,0,,M. McBride personal FOUL (1 PF),"[1630540, 1630534]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,1627964.0,1.0,0.0,Agbaji,1630534.0,,,,,,,,,,,,
61,PT06M36.00S,2024-03-27T23:51:36.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,23,2024-03-27T23:51:36Z,600000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M36.00S,2024-03-27T23:53:03.4Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,15,23,2024-03-27T23:54:20Z,610000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2024-03-27T23:53:03.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612761,15,23,2024-03-27T23:54:20Z,620000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M26.00S,2024-03-27T23:54:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,94.1688567674113,51.71568627450981,1610612761,17,23,2024-03-27T23:54:58Z,630000,False,9.0,2.0,1,right,K. Olynyk driving floating bank Jump Shot (5 PTS) (G. Trent Jr. 3 AST),"[203482, 1629018]",1610612761.0,TOR,driving floating bank,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.89,Made,5.0,,,,,,,G. Trent Jr.,1629018.0,3.0,,,,,,,,
66,PT06M03.00S,2024-03-27T23:55:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.011169513797633,49.01960784313725,1610612752,17,23,2024-03-27T23:55:21Z,650000,False,5.0,79.0,1,left,MISS J. Brunson 7' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
67,PT06M00.00S,2024-03-27T23:55:17.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,17,23,2024-03-27T23:55:17Z,660000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,66.0,,,,,2.0,1.0,1.0
68,PT05M58.00S,2024-03-27T23:55:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.469776609724048,51.71568627450981,1610612752,17,25,2024-03-27T23:55:27Z,670000,False,-9.0,-1.0,1,left,I. Hartenstein putback Layup (9 PTS),[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.87,Made,9.0,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2024-03-27T23:55:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631241,94.56307490144546,50.0,1610612761,19,25,2024-03-27T23:57:56Z,680000,False,0.0,-1.0,1,right,J. Freeman-Liberty cutting finger roll Layup (2 PTS) (K. Olynyk 2 AST),"[1631241, 203482]",1610612761.0,TOR,cutting finger roll,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Restricted Area,0-8 Center,0.14,Made,2.0,,,,,,,K. Olynyk,203482.0,2.0,,,,,,,,
71,PT05M19.00S,2024-03-27T23:55:58.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,5.863994743758213,95.34313725490196,1610612752,19,28,2024-03-27T23:56:02Z,700000,False,-227.0,3.0,1,left,D. DiVincenzo 3PT  (3 PTS) (M. McBride 2 AST),"[1628978, 1630540]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,,,,,,,M. McBride,1630540.0,2.0,,,,,,,,
73,PT05M08.00S,2024-03-27T23:56:12.4Z,1,REGULAR,foul,personal,[],1628978,,,1610612761,19,28,2024-03-27T23:56:24Z,720000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1629018]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,201245.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,
75,PT05M08.00S,2024-03-27T23:56:23.2Z,1,REGULAR,substitution,out,[],203482,,,1610612761,19,28,2024-03-27T23:56:33Z,740000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2024-03-27T23:56:23.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612761,19,28,2024-03-27T23:56:33Z,750000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2024-03-27T23:56:23.2Z,1,REGULAR,substitution,in,[],1631338,,,1610612761,19,28,2024-03-27T23:56:33Z,760000,False,,,0,,SUB in: M. Gueye,[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2024-03-27T23:56:23.2Z,1,REGULAR,substitution,in,[],1629011,,,1610612761,19,28,2024-03-27T23:56:33Z,770000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M02.00S,2024-03-27T23:56:47.3Z,1,REGULAR,turnover,bad pass,[],1631338,,,1610612761,19,28,2024-03-27T23:56:50Z,780000,False,,,0,,M. Gueye bad pass TURNOVER (1 TO),"[1631338, 1628404]",1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,Hart,1628404.0,,,,,
80,PT05M02.00S,2024-03-27T23:56:47.3Z,1,REGULAR,steal,,[],1628404,,,1610612752,19,28,2024-03-27T23:56:49Z,790000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
81,PT04M58.00S,2024-03-27T23:56:51.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630540,22.28975032851511,89.95098039215686,1610612752,19,28,2024-03-27T23:57:03Z,800000,False,-200.0,157.0,1,left,MISS M. McBride 25' running pullup 3PT,[1630540],1610612752.0,NYK,running pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
82,PT04M55.00S,2024-03-27T23:56:58.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,19,28,2024-03-27T23:56:58Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,81.0,,,,,,,
84,PT04M46.00S,2024-03-27T23:57:20.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630540,6.783837056504599,2.2058823529411766,1610612752,19,31,2024-03-27T23:57:27Z,830000,False,239.0,11.0,1,left,M. McBride 3PT  (15 PTS) (D. DiVincenzo 1 AST),"[1630540, 1628978]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Right Corner 3,24+ Right,23.93,Made,15.0,,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,
85,PT04M26.00S,2024-03-27T23:57:40.2Z,1,REGULAR,2pt,Jump Shot,[],1631338,94.03745072273325,24.754901960784316,1610612761,19,31,2024-03-27T23:57:46Z,840000,False,-126.0,4.0,1,right,MISS M. Gueye 12' driving floating Shot - blocked,"[1631338, 1629011]",1610612761.0,TOR,driving floating,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,12.62,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,
86,PT04M26.00S,2024-03-27T23:57:40.2Z,1,REGULAR,block,,[],1629011,,,1610612761,19,31,2024-03-27T23:57:43Z,850000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
87,PT04M22.00S,2024-03-27T23:57:44.2Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,19,31,2024-03-27T23:57:46Z,860000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,85.0,,,,,1.0,1.0,0.0
88,PT04M20.00S,2024-03-27T23:57:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,7.835085413929041,44.85294117647059,1610612752,19,33,2024-03-27T23:57:52Z,870000,False,26.0,21.0,1,left,J. Brunson running finger roll Layup (6 PTS),[1628973],1610612752.0,NYK,running finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.33,Made,6.0,,,,,,,,,,,,,,,,,
