actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
39,PT08M12.00S,2024-03-20T23:47:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,17.16491458607096,45.588235294117645,1610612758,8,11,2024-03-20T23:47:51Z,390000,False,22.0,109.0,1,left,MISS K. Murray 11' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.11,Missed,,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2024-03-20T23:47:50.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,8,11,2024-03-20T23:47:51Z,400000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,4.0,2.0,2.0,,,,,,,,,,,,,,
41,PT08M07.00S,2024-03-20T23:47:51.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,30.436925098554536,68.87254901960785,1610612758,8,14,2024-03-20T23:47:56Z,410000,False,-94.0,234.0,1,left,D. Fox 25' 3PT pullup (5 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,5.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,
43,PT07M52.00S,2024-03-20T23:48:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630534,94.43166885676742,3.431372549019608,1610612761,11,14,2024-03-20T23:48:11Z,430000,False,-233.0,0.0,1,right,O. Agbaji 3PT  (5 PTS) (G. Dick 2 AST),"[1630534, 1641711]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,5.0,G. Dick,1641711.0,2.0,,,,,,,,,,
45,PT07M43.00S,2024-03-20T23:48:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.258212877792378,51.71568627450981,1610612758,11,14,2024-03-20T23:48:23Z,450000,False,-9.0,6.0,1,left,MISS H. Barnes driving reverse Layup - blocked,"[203084, 203482]",1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,Olynyk,203482.0,,,,,,,,
46,PT07M43.00S,2024-03-20T23:48:16.2Z,1,REGULAR,block,,[],203482,,,1610612758,11,14,2024-03-20T23:48:19Z,460000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2024-03-20T23:48:17.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,11,14,2024-03-20T23:48:23Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,45.0,,,,,,,,,,,,,,,,,
49,PT07M33.00S,2024-03-20T23:48:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628368,10.726018396846255,62.745098039215684,1610612758,11,16,2024-03-20T23:48:48Z,490000,False,-64.0,48.0,1,left,D. Fox 7' driving finger roll Layup (7 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.99,Made,,,,,7.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,
51,PT07M20.00S,2024-03-20T23:48:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,94.30026281208936,49.754901960784316,1610612761,13,16,2024-03-20T23:49:01Z,510000,False,-1.0,1.0,1,right,O. Agbaji alley-oop DUNK (7 PTS) (K. Olynyk 1 AST),"[1630534, 203482]",1610612761.0,TOR,alley-oop,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,7.0,K. Olynyk,203482.0,1.0,,,,,,,,,,
53,PT06M56.00S,2024-03-20T23:49:21.4Z,1,REGULAR,2pt,Jump Shot,[],1631165,19.92444152431012,74.75490196078431,1610612758,13,16,2024-03-20T23:49:26Z,530000,False,-124.0,135.0,1,left,MISS K. Ellis 18' step back Shot,[1631165],1610612758.0,SAC,step back,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left Center,18.3,Missed,,,,,,,,,,,,,,,,,,
54,PT06M53.00S,2024-03-20T23:49:24.4Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,13,16,2024-03-20T23:50:41Z,540000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M43.00S,2024-03-20T23:49:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.59198423127464,53.431372549019606,1610612761,15,16,2024-03-20T23:49:39Z,550000,False,17.0,17.0,1,right,B. Brown driving Layup (2 PTS) (G. Dick 3 AST),"[1628971, 1641711]",1610612761.0,TOR,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,2.0,G. Dick,1641711.0,3.0,,,,,,,,,,
57,PT06M30.00S,2024-03-20T23:49:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.075558475689881,47.30392156862745,1610612758,15,16,2024-03-20T23:49:52Z,570000,False,13.0,-5.0,1,left,MISS D. Sabonis driving reverse Layup,[1627734],1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2024-03-20T23:49:49.8Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,15,16,2024-03-20T23:49:52Z,580000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M24.00S,2024-03-20T23:49:53.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,69.20170827858082,73.0392156862745,1610612761,15,16,2024-03-20T23:49:58Z,590000,False,115.0,237.0,1,right,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
60,PT06M20.00S,2024-03-20T23:49:57.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,15,16,2024-03-20T23:49:58Z,600000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,,
61,PT06M08.00S,2024-03-20T23:50:09.6Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,15,16,2024-03-20T23:56:36Z,610000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1628971]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,1.0,Brown,1628971.0,,,,
62,PT06M08.00S,2024-03-20T23:50:09.6Z,1,REGULAR,steal,,[],1628971,,,1610612761,15,16,2024-03-20T23:52:12Z,620000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2024-03-20T23:50:14.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203482,94.56307490144546,50.245098039215684,1610612761,17,16,2024-03-20T23:52:20Z,630000,False,1.0,-1.0,1,right,K. Olynyk running reverse Layup (5 PTS) (B. Brown 3 AST),"[203482, 1628971]",1610612761.0,TOR,running reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,5.0,B. Brown,1628971.0,3.0,,,,,,,,,,
65,PT05M47.00S,2024-03-20T23:50:30.6Z,1,REGULAR,3pt,Jump Shot,[],203084,29.25427069645204,20.098039215686274,1610612758,17,19,2024-03-20T23:50:35Z,650000,False,150.0,222.0,1,left,H. Barnes 26' 3PT  (5 PTS) (D. Fox 2 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.81,Made,,,,,5.0,D. Fox,1628368.0,2.0,,,,,,,,,,
67,PT05M29.00S,2024-03-20T23:50:48.0Z,1,REGULAR,turnover,lost ball,[],1630534,,,1610612761,17,19,2024-03-20T23:50:52Z,670000,False,,,0,,O. Agbaji lost ball TURNOVER (1 TO),"[1630534, 1628368]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Fox,1628368.0,,,,
68,PT05M29.00S,2024-03-20T23:50:48.0Z,1,REGULAR,steal,,[],1628368,,,1610612758,17,19,2024-03-20T23:50:49Z,680000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
69,PT05M21.00S,2024-03-20T23:50:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631099,11.514454664914586,38.48039215686275,1610612758,17,19,2024-03-20T23:51:06Z,690000,False,58.0,56.0,1,left,MISS K. Murray 8' running Layup,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
70,PT05M20.00S,2024-03-20T23:50:57.0Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,17,19,2024-03-20T23:51:06Z,700000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,5.0,2.0,3.0,,,,,,,,,,,,,,
71,PT05M20.00S,2024-03-20T23:51:03.1Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612758,17,19,2024-03-20T23:51:10Z,710000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Sabonis 2 FT),"[203482, 1627734]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Sabonis,1627734.0
73,PT05M20.00S,2024-03-20T23:51:27.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612758,17,20,2024-03-20T23:51:27Z,730000,False,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
74,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,out,[],1641711,,,1610612758,17,20,2024-03-20T23:51:44Z,740000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,out,[],1628971,,,1610612758,17,20,2024-03-20T23:51:44Z,750000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,17,20,2024-03-20T23:51:44Z,760000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,17,20,2024-03-20T23:51:44Z,770000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,in,[],1631241,,,1610612758,17,20,2024-03-20T23:51:44Z,780000,False,,,0,,SUB in: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,in,[],1630186,,,1610612758,17,20,2024-03-20T23:51:44Z,790000,False,,,0,,SUB in: J. Ramsey,[1630186],1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,17,20,2024-03-20T23:51:44Z,800000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2024-03-20T23:51:27.8Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,17,20,2024-03-20T23:51:44Z,810000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2024-03-20T23:51:27.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612758,17,21,2024-03-20T23:55:14Z,820000,False,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
84,PT05M10.00S,2024-03-20T23:52:18.4Z,1,REGULAR,violation,kicked ball,[],1631165,,,1610612761,17,21,2024-03-20T23:52:32Z,840000,False,,,0,,K. Ellis kicked ball VIOLATION,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,
85,PT05M02.00S,2024-03-20T23:52:40.5Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612761,17,21,2024-03-20T23:52:45Z,850000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612761.0,TOR,bad pass,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627524.0,1.0,,,,,,
86,PT04M47.00S,2024-03-20T23:53:02.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628370,19.66162943495401,74.75490196078431,1610612758,17,23,2024-03-20T23:53:08Z,860000,False,-124.0,132.0,1,left,M. Monk 18' step back Jump Shot (2 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left Center,18.12,Made,,,,,2.0,,,,,,,,,,,,,
