actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
28,PT10M05.00S,2023-11-16T00:44:18.1Z,1,REGULAR,steal,,[],203471,,,1610612761,6,2,2023-11-16T00:44:20Z,280000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M54.00S,2023-11-16T00:44:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,9.806176084099869,38.72549019607843,1610612761,8,2,2023-11-16T00:44:35Z,290000,False,56.0,40.0,1,left,J. Poeltl 6' cutting Layup (2 PTS) (D. Schroder 1 AST),"[1627751, 203471]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,,,,,,,,,,,,,2.0,D. Schroder,203471.0,1.0,,
31,PT09M54.00S,2023-11-16T00:44:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,8,2,2023-11-16T00:44:34Z,310000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2023-11-16T00:47:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,80.6340341655716,55.14705882352941,1610612749,8,4,2023-11-16T02:34:20Z,320000,False,26.0,130.0,1,right,M. Beasley 13' fadeaway Jump Shot (2 PTS),[1627736],1610612749.0,MIL,fadeaway,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,13.2,Made,,,,,,,,,,,,,2.0,,,,,
34,PT09M29.00S,2023-11-16T00:47:47.5Z,1,REGULAR,foul,offensive,[],1641711,,,1610612761,8,4,2023-11-16T00:47:56Z,330000,False,,,0,,G. Dick off-the-ball offensive FOUL (1 PF),"[1641711, 203081]",1610612761.0,TOR,off-the-ball,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,1628480.0,,,,1.0,0.0,Lillard,203081.0,,,,,,
36,PT09M29.00S,2023-11-16T00:47:47.5Z,1,REGULAR,turnover,offensive foul,[],1641711,,,1610612761,8,4,2023-11-16T00:47:47Z,350000,False,,,0,,G. Dick offensive foul TURNOVER (1 TO),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,1628480.0,1.0,,,,,,,,,,,,
37,PT09M17.00S,2023-11-16T00:48:16.7Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,8,4,2023-11-16T00:48:21Z,360000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1627751]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Poeltl,1627751.0,,,,,,,,,,
38,PT09M17.00S,2023-11-16T00:48:16.7Z,1,REGULAR,steal,,[],1627751,,,1610612761,8,4,2023-11-16T00:48:18Z,370000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
39,PT09M06.00S,2023-11-16T00:48:27.1Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,8,4,2023-11-16T00:48:38Z,380000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 201572]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Lopez,201572.0,,,,,,,,,,
40,PT09M06.00S,2023-11-16T00:48:27.1Z,1,REGULAR,steal,,[],201572,,,1610612749,8,4,2023-11-16T00:48:38Z,390000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
42,PT08M51.00S,2023-11-16T00:49:14.3Z,1,REGULAR,foul,technical,['1freethrow'],1627751,,,1610612749,8,4,2023-11-16T00:49:21Z,410000,False,,,0,,J. Poeltl defensive-3-second technical FOUL (1 Tech),[1627751],1610612761.0,TOR,defensive-3-second,,,Poeltl,J. Poeltl,,,,,,,,,,,,,1628480.0,,,,1.0,1.0,,,,,,,,
43,PT08M51.00S,2023-11-16T00:49:36.1Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,8,5,2023-11-16T00:49:36Z,420000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (3 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
44,PT08M44.00S,2023-11-16T00:49:58.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203114,68.41327201051249,29.411764705882355,1610612749,8,8,2023-11-16T00:50:02Z,430000,False,-103.0,244.0,1,right,K. Middleton 26' 3PT pullup (3 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.52,Made,,,,,,,,,,,,,3.0,,,,,
46,PT08M19.00S,2023-11-16T00:50:39.7Z,1,REGULAR,2pt,Layup,[],203471,6.915243101182654,28.676470588235293,1610612761,8,8,2023-11-16T00:50:48Z,450000,False,107.0,13.0,1,left,MISS D. Schroder 10' cutting Layup,[203471],1610612761.0,TOR,cutting,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,10.73,Missed,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2023-11-16T00:50:43.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,8,8,2023-11-16T00:50:43Z,460000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT08M16.00S,2023-11-16T00:50:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,8,8,2023-11-16T00:50:43Z,470000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup - blocked,"[1627751, 201572]",1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
49,PT08M16.00S,2023-11-16T00:50:43.5Z,1,REGULAR,block,,[],201572,,,1610612761,8,8,2023-11-16T00:50:44Z,480000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2023-11-16T00:50:45.1Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,8,8,2023-11-16T00:50:45Z,490000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT08M07.00S,2023-11-16T00:50:51.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,70.12155059132719,25.49019607843137,1610612749,8,8,2023-11-16T00:50:56Z,500000,False,-123.0,228.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
52,PT08M04.00S,2023-11-16T00:50:54.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,8,8,2023-11-16T00:50:56Z,510000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M56.00S,2023-11-16T00:51:02.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,28.203022339027594,20.833333333333336,1610612761,8,8,2023-11-16T00:51:07Z,520000,False,146.0,213.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
54,PT07M53.00S,2023-11-16T00:51:05.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,8,8,2023-11-16T00:51:07Z,530000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M44.00S,2023-11-16T00:51:14.0Z,1,REGULAR,3pt,Jump Shot,[],203114,80.50262812089356,7.107843137254902,1610612749,8,8,2023-11-16T00:51:18Z,540000,False,-214.0,131.0,1,right,MISS K. Middleton 25' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
56,PT07M42.00S,2023-11-16T00:51:16.3Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,8,8,2023-11-16T00:51:16Z,550000,False,,,0,,A. Jackson Jr. REBOUND (Off:2 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,55.0,2.0,0.0,2.0,,,,,,,,,,,,,,
57,PT07M34.00S,2023-11-16T00:51:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203081,94.43166885676742,49.01960784313725,1610612749,8,10,2023-11-16T00:51:28Z,560000,False,-5.0,0.0,1,right,D. Lillard driving finger roll Layup (5 PTS) (B. Lopez 1 AST),"[203081, 201572]",1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,,,,5.0,B. Lopez,201572.0,1.0,,
59,PT07M19.00S,2023-11-16T00:51:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.601182654402102,46.81372549019608,1610612761,8,10,2023-11-16T00:51:44Z,580000,False,16.0,0.0,1,left,MISS J. Poeltl reverse Layup,[1627751],1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
60,PT07M17.00S,2023-11-16T00:51:42.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,8,10,2023-11-16T00:51:44Z,590000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT07M10.00S,2023-11-16T00:51:48.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,93.9060446780552,3.9215686274509802,1610612749,8,13,2023-11-16T00:51:58Z,600000,False,-230.0,5.0,1,right,M. Beasley 3PT running (5 PTS) (D. Lillard 1 AST),"[1627736, 203081]",1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,,,,,5.0,D. Lillard,203081.0,1.0,,
63,PT07M09.00S,2023-11-16T00:51:53.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,8,13,2023-11-16T00:51:53Z,620000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,8,13,2023-11-16T00:54:26Z,630000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,out,[],203114,,,1610612761,8,13,2023-11-16T00:54:26Z,640000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,out,[],1641748,,,1610612761,8,13,2023-11-16T00:54:26Z,650000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,8,13,2023-11-16T00:54:26Z,660000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612761,8,13,2023-11-16T00:54:26Z,670000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M09.00S,2023-11-16T00:53:29.8Z,1,REGULAR,substitution,in,[],1626192,,,1610612761,8,13,2023-11-16T00:54:26Z,680000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M56.00S,2023-11-16T00:55:01.5Z,1,REGULAR,3pt,Jump Shot,[],1641711,14.14257555847569,96.32352941176471,1610612761,8,13,2023-11-16T00:55:05Z,690000,False,-232.0,80.0,1,left,MISS G. Dick 24' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,24.52,Missed,,,,,,,,,,,,,,,,,,
71,PT06M53.00S,2023-11-16T00:55:04.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,8,13,2023-11-16T00:55:05Z,700000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M47.00S,2023-11-16T00:55:10.3Z,1,REGULAR,3pt,Jump Shot,[],203081,70.90998685939553,76.22549019607843,1610612749,8,16,2023-11-16T00:55:15Z,710000,False,131.0,221.0,1,right,D. Lillard 25' 3PT pullup (8 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,,,,,,,,,8.0,,,,,
73,PT06M36.00S,2023-11-16T00:55:25.9Z,1,REGULAR,foul,personal,[],1626171,,,1610612761,8,16,2023-11-16T00:55:34Z,720000,False,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1627751]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,,,,204058.0,,,,1.0,0.0,Poeltl,1627751.0,,,,,,
75,PT06M27.00S,2023-11-16T00:55:57.8Z,1,REGULAR,3pt,Jump Shot,[],1630201,23.47240473061761,87.5,1610612761,8,16,2023-11-16T00:56:03Z,740000,False,-188.0,168.0,1,left,MISS M. Flynn 25' step back 3PT,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,25.18,Missed,,,,,,,,,,,,,,,,,,
76,PT06M23.00S,2023-11-16T00:56:01.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,8,16,2023-11-16T00:56:03Z,750000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,,
77,PT06M18.00S,2023-11-16T00:56:05.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,96.13994743758212,5.392156862745098,1610612749,8,19,2023-11-16T00:56:14Z,760000,False,-223.0,-16.0,1,right,M. Beasley 3PT running (8 PTS) (D. Lillard 2 AST),"[1627736, 203081]",1610612749.0,MIL,running,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,22.36,Made,,,,,,,,,,,,,8.0,D. Lillard,203081.0,2.0,,
79,PT05M56.00S,2023-11-16T00:56:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,51.9607843137255,1610612761,10,19,2023-11-16T00:56:34Z,780000,False,-10.0,9.0,1,left,P. Siakam driving Layup (2 PTS) (G. Dick 1 AST),"[1627783, 1641711]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,,,,2.0,G. Dick,1641711.0,1.0,,
81,PT05M54.00S,2023-11-16T00:56:35.5Z,1,REGULAR,foul,personal,[],203471,,,1610612749,10,19,2023-11-16T00:56:42Z,800000,False,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 203081]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,,,,,,,1628480.0,,,,1.0,0.0,Lillard,203081.0,,,,,,
83,PT05M54.00S,2023-11-16T00:56:40.8Z,1,REGULAR,substitution,out,[],1641711,,,1610612749,10,19,2023-11-16T00:56:48Z,820000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M54.00S,2023-11-16T00:56:40.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612749,10,19,2023-11-16T00:56:48Z,830000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2023-11-16T00:57:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.64323258869908,48.28431372549019,1610612749,10,19,2023-11-16T00:57:09Z,840000,False,-9.0,7.0,1,right,MISS D. Lillard driving finger roll Layup - blocked,"[203081, 1627751]",1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0
