actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M45.00S,2023-10-28T23:42:20.1Z,1,REGULAR,2pt,Jump Shot,[],202699,21.895532194480946,39.21568627450981,1610612755,2,4,2023-10-28T23:42:25Z,180000,False,54.0,153.0,1,left,T. Harris 16' pullup Jump Shot (4 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,16.25,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2023-10-28T23:42:41.9Z,1,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,2,4,2023-10-28T23:43:01Z,190000,False,,,0,,J. Poeltl lost ball out-of-bounds TURNOVER (1 TO),[1627751],1610612761.0,TOR,lost ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,,,,,,,,1.0,,
20,PT10M14.00S,2023-10-28T23:43:01.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,18.2161629434954,46.568627450980394,1610612755,2,6,2023-10-28T23:50:59Z,200000,False,17.0,119.0,1,left,J. Embiid 11' step back Jump Shot (2 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.99,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M50.00S,2023-10-28T23:43:24.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,63.55124835742444,38.23529411764706,1610612761,5,6,2023-10-28T23:43:31Z,210000,False,-59.0,290.0,1,right,S. Barnes 29' 3PT pullup (5 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,29.6,Made,5.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
23,PT09M34.00S,2023-10-28T23:43:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,5,6,2023-10-28T23:43:53Z,230000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Embiid 2 FT),"[1627751, 203954]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,2005.0,1.0,0.0,Embiid,203954.0,,,,,,
25,PT09M34.00S,2023-10-28T23:44:10.2Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,5,7,2023-10-28T23:44:10Z,250000,False,,,0,,J. Embiid Free Throw 1 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
26,PT09M34.00S,2023-10-28T23:44:30.1Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,5,8,2023-10-28T23:44:30Z,260000,False,,,0,,J. Embiid Free Throw 2 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
27,PT09M16.00S,2023-10-28T23:44:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,91.5407358738502,48.529411764705884,1610612761,7,8,2023-10-28T23:44:56Z,270000,False,-7.0,27.0,1,right,G. Trent Jr. cutting Layup (2 PTS) (J. Poeltl 2 AST),"[1629018, 1627751]",1610612761.0,TOR,cutting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
29,PT08M53.00S,2023-10-28T23:45:12.6Z,1,REGULAR,3pt,Jump Shot,[],202699,31.488173455978973,61.274509803921575,1610612755,7,8,2023-10-28T23:45:17Z,290000,False,-56.0,243.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
30,PT08M51.00S,2023-10-28T23:45:14.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,7,8,2023-10-28T23:45:17Z,300000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,29.0,,,,,,1.0,1.0,0.0,,,
31,PT08M43.00S,2023-10-28T23:45:22.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,90.62089356110381,71.81372549019608,1610612761,9,8,2023-10-28T23:45:31Z,310000,False,109.0,36.0,1,right,P. Siakam 11' fadeaway Jump Shot (2 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,11.48,Made,2.0,,,,,,,,,,,,,,,,,
32,PT08M30.00S,2023-10-28T23:45:36.7Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612755,9,8,2023-10-28T23:45:42Z,320000,False,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 1629018]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0
33,PT08M30.00S,2023-10-28T23:45:36.7Z,1,REGULAR,steal,,[],1629018,,,1610612761,9,8,2023-10-28T23:45:38Z,330000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
34,PT08M26.00S,2023-10-28T23:45:40.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.1688567674113,50.245098039215684,1610612761,11,8,2023-10-28T23:45:50Z,340000,False,1.0,2.0,1,right,G. Trent Jr. running DUNK (4 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,4.0,,,,,,,,,,,,,,,,,
35,PT08M09.00S,2023-10-28T23:46:00.6Z,1,REGULAR,foul,personal,[],1627751,,,1610612755,11,8,2023-10-28T23:46:09Z,350000,False,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 202699]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,2.0,0.0,Harris,202699.0,,,,,,
37,PT08M09.00S,2023-10-28T23:46:08.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612755,11,8,2023-10-28T23:46:11Z,370000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M09.00S,2023-10-28T23:46:08.6Z,1,REGULAR,substitution,in,[],1630173,,,1610612755,11,8,2023-10-28T23:46:11Z,380000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M02.00S,2023-10-28T23:46:36.0Z,1,REGULAR,turnover,bad pass,[],202699,,,1610612755,11,8,2023-10-28T23:46:42Z,390000,False,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 203471]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Schroder,203471.0
40,PT08M02.00S,2023-10-28T23:46:36.0Z,1,REGULAR,steal,,[],203471,,,1610612761,11,8,2023-10-28T23:46:39Z,400000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT07M51.00S,2023-10-28T23:46:47.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,94.56307490144546,51.470588235294116,1610612761,11,8,2023-10-28T23:46:52Z,410000,False,7.0,-1.0,1,right,MISS P. Achiuwa cutting DUNK,[1630173],1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
42,PT07M49.00S,2023-10-28T23:46:49.2Z,1,REGULAR,rebound,offensive,[],203471,,,1610612761,11,8,2023-10-28T23:46:49Z,420000,False,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,41.0,,,,,,1.0,0.0,1.0,,,
43,PT07M46.00S,2023-10-28T23:46:52.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,88.51839684625493,41.911764705882355,1610612761,11,8,2023-10-28T23:46:59Z,430000,False,-40.0,55.0,1,right,MISS P. Achiuwa 6' turnaround fadeaway Shot,[1630173],1610612761.0,TOR,turnaround fadeaway,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
44,PT07M43.00S,2023-10-28T23:46:55.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,8,2023-10-28T23:46:59Z,440000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,43.0,,,,,,1.0,1.0,0.0,,,
45,PT07M33.00S,2023-10-28T23:47:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,19.66162943495401,53.18627450980392,1610612755,11,10,2023-10-28T23:47:13Z,450000,False,-16.0,132.0,1,left,J. Embiid 13' fadeaway Jump Shot (6 PTS) (D. Melton 1 AST),"[203954, 1629001]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,13.33,Made,6.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
47,PT07M20.00S,2023-10-28T23:47:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,80.1084099868594,47.549019607843135,1610612761,11,10,2023-10-28T23:47:29Z,470000,False,-12.0,134.0,1,right,MISS G. Trent Jr. 13' floating Shot,[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
48,PT07M17.00S,2023-10-28T23:47:20.5Z,1,REGULAR,rebound,offensive,[],1629018,,,1610612761,11,10,2023-10-28T23:47:29Z,480000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:0),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,47.0,,,,,,1.0,0.0,1.0,,,
49,PT07M17.00S,2023-10-28T23:47:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629018,94.40999984741211,50.0,1610612761,11,10,2023-10-28T23:47:20Z,490000,False,0.0,0.0,1,right,MISS G. Trent Jr. tip Layup,[1629018],1610612761.0,TOR,tip,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
50,PT07M16.00S,2023-10-28T23:47:21.2Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,11,10,2023-10-28T23:47:21Z,500000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,,49.0,,,,,,2.0,2.0,0.0,,,
51,PT07M05.00S,2023-10-28T23:47:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.427726675427067,48.529411764705884,1610612755,11,10,2023-10-28T23:47:39Z,510000,False,7.0,111.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.15,Missed,,,,,,,,,,,,,,,,,,
52,PT07M02.00S,2023-10-28T23:47:35.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,11,10,2023-10-28T23:47:39Z,520000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,51.0,,,,,,1.0,1.0,0.0,,,
53,PT06M56.00S,2023-10-28T23:47:41.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,76.16622864651774,10.049019607843137,1610612761,14,10,2023-10-28T23:47:51Z,530000,False,-200.0,172.0,1,right,G. Trent Jr. 26' 3PT running pullup (7 PTS) (D. Schroder 1 AST),"[1629018, 203471]",1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.33,Made,7.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
55,PT06M47.00S,2023-10-28T23:47:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,14,10,2023-10-28T23:47:54Z,550000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M47.00S,2023-10-28T23:49:19.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612755,14,10,2023-10-28T23:50:45Z,560000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M47.00S,2023-10-28T23:49:19.9Z,1,REGULAR,substitution,in,[],1641711,,,1610612755,14,10,2023-10-28T23:50:45Z,570000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M39.00S,2023-10-28T23:51:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.601182654402102,46.81372549019608,1610612755,14,12,2023-10-28T23:51:12Z,580000,False,16.0,0.0,1,left,J. Embiid running Layup (8 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.59,Made,8.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
60,PT06M21.00S,2023-10-28T23:51:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,92.72339027595268,46.81372549019608,1610612761,14,12,2023-10-28T23:51:29Z,600000,False,-16.0,16.0,1,right,MISS P. Achiuwa alley-oop Layup,[1630173],1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
61,PT06M18.00S,2023-10-28T23:51:27.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,14,12,2023-10-28T23:51:29Z,610000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,60.0,,,,,,1.0,1.0,0.0,,,
62,PT06M09.00S,2023-10-28T23:51:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.748357424441524,45.588235294117645,1610612755,14,12,2023-10-28T23:51:45Z,620000,False,22.0,77.0,1,left,MISS T. Harris 7' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2023-10-28T23:51:38.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,14,12,2023-10-28T23:51:45Z,630000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,62.0,,,,,,1.0,1.0,0.0,,,
64,PT05M58.00S,2023-10-28T23:51:46.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,71.30420499342969,16.666666666666664,1610612761,17,12,2023-10-28T23:51:51Z,640000,False,-167.0,217.0,1,right,P. Siakam 27' 3PT  (5 PTS) (D. Schroder 2 AST),"[1627783, 203471]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,27.38,Made,5.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,
66,PT05M41.00S,2023-10-28T23:52:04.4Z,1,REGULAR,3pt,Jump Shot,[],202699,23.603810775295663,85.29411764705883,1610612755,17,12,2023-10-28T23:52:10Z,660000,False,-176.0,169.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
67,PT05M38.00S,2023-10-28T23:52:07.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,17,12,2023-10-28T23:52:10Z,670000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,66.0,,,,,,2.0,2.0,0.0,,,
68,PT05M24.00S,2023-10-28T23:52:21.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,93.64323258869908,49.50980392156863,1610612761,19,12,2023-10-28T23:52:26Z,680000,False,-2.0,7.0,1,right,P. Achiuwa cutting DUNK (2 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,
70,PT05M03.00S,2023-10-28T23:52:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,18.610381077529567,61.274509803921575,1610612755,19,12,2023-10-28T23:52:48Z,700000,False,-56.0,122.0,1,left,MISS J. Embiid 13' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
71,PT05M00.00S,2023-10-28T23:52:45.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,19,12,2023-10-28T23:52:48Z,710000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,70.0,,,,,,2.0,2.0,0.0,,,
72,PT04M44.00S,2023-10-28T23:53:01.0Z,1,REGULAR,3pt,Jump Shot,[],203471,69.85873850197109,22.54901960784314,1610612761,22,12,2023-10-28T23:53:06Z,720000,False,-137.0,231.0,1,right,D. Schroder 26' 3PT pullup (3 PTS),[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,26.86,Made,3.0,,,,,,,,,,,,,,,,,
73,PT04M18.00S,2023-10-28T23:53:27.0Z,1,REGULAR,2pt,Jump Shot,[],203954,22.683968462549277,68.62745098039215,1610612755,22,14,2023-10-28T23:53:35Z,730000,False,-93.0,161.0,1,left,J. Embiid 18' step back Jump Shot (10 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.57,Made,10.0,,,,,,,,,,,,,,,,,
74,PT03M59.00S,2023-10-28T23:53:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.26215505913272,40.68627450980392,1610612761,22,14,2023-10-28T23:53:53Z,740000,False,-47.0,105.0,1,right,MISS G. Trent Jr. 11' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
75,PT03M57.00S,2023-10-28T23:53:48.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,22,14,2023-10-28T23:53:53Z,750000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,74.0,,,,,,3.0,3.0,0.0,,,
76,PT03M54.00S,2023-10-28T23:53:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612755,22,14,2023-10-28T23:54:06Z,760000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Harris 2 FT),"[1641711, 202699]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2005.0,1.0,0.0,Harris,202699.0,,,,,,
78,PT03M54.00S,2023-10-28T23:54:35.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202699,,,1610612755,22,15,2023-10-28T23:55:06Z,780000,False,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
79,PT03M54.00S,2023-10-28T23:54:35.7Z,1,REGULAR,substitution,out,[],203471,,,1610612755,22,15,2023-10-28T23:54:49Z,790000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M54.00S,2023-10-28T23:54:35.7Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,22,15,2023-10-28T23:54:49Z,800000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M54.00S,2023-10-28T23:54:35.7Z,1,REGULAR,substitution,out,[],200782,,,1610612755,22,15,2023-10-28T23:54:49Z,810000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M54.00S,2023-10-28T23:54:35.7Z,1,REGULAR,substitution,in,[],1630201,,,1610612755,22,15,2023-10-28T23:54:49Z,820000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
