actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M55.00S,2025-01-01T00:12:51.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,81.02825229960578,91.66666666666666,1610612746,0,0,2025-01-01T00:12:56Z,150000,False,208.0,126.0,1,right,MISS N. Powell 24' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.33,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2025-01-01T00:12:53.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,0,0,2025-01-01T00:12:56Z,160000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M50.00S,2025-01-01T00:12:59.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631110,6.783837056504599,52.20588235294118,1610612759,0,0,2025-01-01T00:13:21Z,170000,False,-11.0,11.0,1,left,MISS J. Sochan running DUNK - blocked,"[1631110, 201935]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,Harden,201935.0,,,,,,,,,,,,
18,PT10M50.00S,2025-01-01T00:12:59.5Z,1,REGULAR,block,,[],201935,,,1610612759,0,0,2025-01-01T00:13:01Z,180000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2025-01-01T00:12:59.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,0,0,2025-01-01T00:13:15Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,17.0,,,,,,,,,,,,,,,,,
21,PT10M44.00S,2025-01-01T00:13:21.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641705,15.062417871222076,41.42156862745098,1610612759,2,0,2025-01-01T00:13:27Z,210000,False,43.0,89.0,1,left,V. Wembanyama 9' Hook (2 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,9.89,Made,,,,,,,2.0,,,,,,,,,,,
22,PT10M14.00S,2025-01-01T00:13:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,84.97043363994744,50.49019607843137,1610612746,2,0,2025-01-01T00:13:55Z,220000,False,2.0,89.0,1,right,MISS K. Dunn 8' floating Shot,[1627739],1610612746.0,LAC,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2025-01-01T00:13:53.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,0,2025-01-01T00:13:53Z,230000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M04.00S,2025-01-01T00:14:04.2Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612759,2,0,2025-01-01T00:14:19Z,240000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1627884, 1641705]",1610612746.0,LAC,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628482.0,1.0,0.0,Wembanyama,1641705.0,,,,,,
26,PT10M04.00S,2025-01-01T00:14:39.9Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,3,0,2025-01-01T00:15:11Z,260000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
27,PT10M04.00S,2025-01-01T00:14:39.9Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,3,0,2025-01-01T00:15:11Z,270000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT10M01.00S,2025-01-01T00:14:42.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,3,0,2025-01-01T00:15:11Z,280000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M47.00S,2025-01-01T00:15:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.38042049934296,46.32352941176471,1610612746,3,0,2025-01-01T00:15:27Z,290000,False,-18.0,10.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 1641705]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
30,PT09M47.00S,2025-01-01T00:15:21.7Z,1,REGULAR,block,,[],1641705,,,1610612746,3,0,2025-01-01T00:15:23Z,300000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M44.00S,2025-01-01T00:15:24.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,0,2025-01-01T00:15:27Z,310000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
33,PT09M35.00S,2025-01-01T00:16:03.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,8.229303547963205,4.411764705882353,1610612759,6,0,2025-01-01T00:16:08Z,330000,False,228.0,25.0,1,left,V. Wembanyama 3PT  (6 PTS) (C. Paul 1 AST),"[1641705, 101108]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,6.0,,,,,,C. Paul,101108.0,1.0,,,
35,PT09M18.00S,2025-01-01T00:16:19.0Z,1,REGULAR,3pt,Jump Shot,[],201935,76.42904073587385,87.00980392156863,1610612746,6,3,2025-01-01T00:16:23Z,350000,False,185.0,169.0,1,right,J. Harden 25' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.06,Made,,,,,,,3.0,,,,,,,,,,,
36,PT09M01.00S,2025-01-01T00:16:39.4Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,6,3,2025-01-01T00:16:49Z,360000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (1 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,,,,,204058.0,,,,,,,,1.0,,
37,PT08M49.00S,2025-01-01T00:17:07.3Z,1,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612746,6,3,2025-01-01T00:17:26Z,370000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Zubac 2 FT),"[1641705, 1627826]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1151.0,1.0,0.0,Zubac,1627826.0,,,,,,
39,PT08M49.00S,2025-01-01T00:17:30.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,6,3,2025-01-01T00:17:30Z,390000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2025-01-01T00:17:30.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,6,3,2025-01-01T00:17:30Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2025-01-01T00:17:50.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,6,4,2025-01-01T00:17:50Z,410000,False,,,0,,I. Zubac Free Throw 2 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
42,PT08M36.00S,2025-01-01T00:18:07.5Z,1,REGULAR,2pt,Jump Shot,[],101108,19.398817345597898,26.96078431372549,1610612759,8,4,2025-01-01T00:18:12Z,420000,False,115.0,130.0,1,left,C. Paul 17' pullup Jump Shot (2 PTS) (D. Vassell 1 AST),"[101108, 1630170]",1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,17.35,Made,,,,,,,2.0,,,,,,D. Vassell,1630170.0,1.0,,,
44,PT08M21.00S,2025-01-01T00:18:24.8Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612746,8,4,2025-01-01T00:18:39Z,440000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Harden 2 FT),"[1631110, 201935]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1151.0,1.0,0.0,Harden,201935.0,,,,,,
46,PT08M21.00S,2025-01-01T00:18:53.3Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,8,5,2025-01-01T00:18:53Z,460000,False,,,0,,J. Harden Free Throw 1 of 2 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
47,PT08M21.00S,2025-01-01T00:19:12.4Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,8,6,2025-01-01T00:19:12Z,470000,False,,,0,,J. Harden Free Throw 2 of 2 (5 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
48,PT08M03.00S,2025-01-01T00:19:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.601182654402102,52.450980392156865,1610612759,8,6,2025-01-01T00:19:54Z,480000,False,-12.0,0.0,1,left,MISS J. Sochan Layup,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
49,PT08M01.00S,2025-01-01T00:19:33.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,8,6,2025-01-01T00:19:44Z,490000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M43.00S,2025-01-01T00:19:52.6Z,1,REGULAR,turnover,bad pass,[],1627739,,,1610612746,8,6,2025-01-01T00:20:03Z,500000,False,,,0,,K. Dunn bad pass TURNOVER (1 TO),"[1627739, 1630170]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0
51,PT07M43.00S,2025-01-01T00:19:52.6Z,1,REGULAR,steal,,[],1630170,,,1610612759,8,6,2025-01-01T00:19:54Z,510000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2025-01-01T00:19:58.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,28.203022339027594,17.647058823529413,1610612759,8,6,2025-01-01T00:20:11Z,520000,False,162.0,213.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
53,PT07M35.00S,2025-01-01T00:20:00.5Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,8,6,2025-01-01T00:21:40Z,530000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,52.0,2.0,0.0,2.0,,,,,,,,,,,,,,
54,PT07M35.00S,2025-01-01T00:20:07.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631110,5.590000152587891,50.0,1610612759,10,6,2025-01-01T00:21:45Z,540000,False,0.0,0.0,1,left,J. Sochan tip DUNK (2 PTS),[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
55,PT07M14.00S,2025-01-01T00:20:21.0Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612746,10,6,2025-01-01T00:20:32Z,550000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 1630170]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0
56,PT07M14.00S,2025-01-01T00:20:21.0Z,1,REGULAR,steal,,[],1630170,,,1610612759,10,6,2025-01-01T00:20:23Z,560000,False,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2025-01-01T00:20:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641705,6.521024967148489,50.245098039215684,1610612759,12,6,2025-01-01T00:20:44Z,570000,False,-1.0,9.0,1,left,V. Wembanyama alley-oop Layup (8 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,8.0,,,,,,J. Sochan,1631110.0,1.0,,,
59,PT06M48.00S,2025-01-01T00:20:47.9Z,1,REGULAR,2pt,Jump Shot,[],201935,74.06373193166885,75.0,1610612746,12,6,2025-01-01T00:21:06Z,590000,False,125.0,191.0,1,right,MISS J. Harden 22' pullup Shot,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,22.85,Missed,,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2025-01-01T00:20:50.9Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,12,6,2025-01-01T00:21:06Z,600000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT06M42.00S,2025-01-01T00:20:54.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631110,7.046649145860711,49.754901960784316,1610612759,14,6,2025-01-01T00:21:17Z,610000,False,1.0,14.0,1,left,J. Sochan running alley-oop DUNK (4 PTS) (H. Barnes 1 AST),"[1631110, 203084]",1610612759.0,SAS,running alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,4.0,,,,,,H. Barnes,203084.0,1.0,,,
63,PT06M42.00S,2025-01-01T00:20:58.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,6,2025-01-01T00:20:58Z,630000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2025-01-01T00:23:49.6Z,1,REGULAR,substitution,out,[],1641705,,,1610612746,14,6,2025-01-01T00:24:12Z,640000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2025-01-01T00:23:49.6Z,1,REGULAR,substitution,in,[],1628380,,,1610612746,14,6,2025-01-01T00:24:12Z,650000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2025-01-01T00:24:20.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,75.3777923784494,86.51960784313727,1610612746,14,6,2025-01-01T00:24:26Z,660000,False,183.0,179.0,1,right,MISS K. Dunn 25' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2025-01-01T00:24:23.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,14,6,2025-01-01T00:24:26Z,670000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M18.00S,2025-01-01T00:24:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,13.61695137976347,40.931372549019606,1610612759,14,6,2025-01-01T00:24:36Z,680000,False,45.0,75.0,1,left,MISS Z. Collins 8' floating Shot,[1628380],1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
69,PT06M16.00S,2025-01-01T00:24:34.7Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,14,6,2025-01-01T00:24:36Z,690000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M02.00S,2025-01-01T00:24:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.77463863337714,52.94117647058824,1610612746,14,8,2025-01-01T00:24:54Z,700000,False,15.0,6.0,1,right,J. Harden driving Layup (7 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,7.0,,,,,,,,,,,
71,PT05M42.00S,2025-01-01T00:25:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,18.610381077529567,56.372549019607845,1610612759,16,8,2025-01-01T00:25:12Z,710000,False,-32.0,122.0,1,left,D. Vassell 12' pullup Jump Shot (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,12.65,Made,,,,,,,2.0,,,,,,Z. Collins,1628380.0,1.0,,,
73,PT05M20.00S,2025-01-01T00:25:30.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.64323258869908,36.029411764705884,1610612746,16,8,2025-01-01T00:25:43Z,730000,False,-70.0,7.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
74,PT05M18.00S,2025-01-01T00:25:32.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,16,8,2025-01-01T00:25:43Z,740000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M12.00S,2025-01-01T00:25:41.6Z,1,REGULAR,2pt,Jump Shot,[],1630170,21.107095926412615,49.26470588235294,1610612759,18,8,2025-01-01T00:26:21Z,750000,False,4.0,146.0,1,left,D. Vassell 14' pullup Jump Shot (4 PTS) (Z. Collins 2 AST),"[1630170, 1628380]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,14.59,Made,,,,,,,4.0,,,,,,Z. Collins,1628380.0,2.0,,,
77,PT04M52.00S,2025-01-01T00:25:58.1Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.85873850197109,22.794117647058822,1610612746,18,11,2025-01-01T00:26:03Z,770000,False,-136.0,231.0,1,right,K. Dunn 26' 3PT  (3 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,26.79,Made,,,,,,,3.0,,,,,,J. Harden,201935.0,1.0,,,
79,PT04M30.00S,2025-01-01T00:26:20.0Z,1,REGULAR,2pt,Jump Shot,[],1630170,21.632720105124836,30.637254901960787,1610612759,18,11,2025-01-01T00:26:29Z,790000,False,97.0,151.0,1,left,MISS D. Vassell 17' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,17.92,Missed,,,,,,,,,,,,,,,,,,
80,PT04M28.00S,2025-01-01T00:26:22.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,18,11,2025-01-01T00:26:29Z,800000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M20.00S,2025-01-01T00:26:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612746,18,11,2025-01-01T00:26:54Z,810000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Harden 2 FT),"[1628380, 201935]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1151.0,1.0,0.0,Harden,201935.0,,,,,,
83,PT04M20.00S,2025-01-01T00:27:08.9Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,18,12,2025-01-01T00:27:43Z,830000,False,,,0,,J. Harden Free Throw 1 of 2 (8 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
